participant_id,T1_Intention,SRB1,SRB2,SRB3,SRB4,SRB5,SRB_Mean,S1_Response,S1_Score,S2_Response,S2_Score,S3_Response,S3_Score,S4_Response,S4_Score,S5_Response,S5_Score,Objective_Score_Total,Objective_Score,Intention_Behavior_Gap
P02505,5,5,6,6,5,4,5.2,b,2,b,2,b,2,b,2,b,2,10,10,0.3488000277492711
P02506,4,5,3,4,5,3,4.0,a,0,a,0,a,0,a,0,c,1,1,1,-0.5900354855400192
P02507,5,4,5,4,5,4,4.4,b,2,b,2,b,2,b,2,c,1,9,9,-0.4511999722507287
P02508,5,4,4,4,4,5,4.2,b,2,a,0,c,1,b,2,b,2,7,7,-0.6511999722507289
P02509,6,6,7,7,7,6,6.6,b,2,b,2,b,2,b,2,b,2,10,10,1.4876355410385607
P02510,5,5,5,6,5,4,5.0,b,2,b,2,c,1,b,2,c,1,8,8,0.14880002774927092
P02511,5,4,4,5,4,4,4.2,a,0,c,1,b,2,c,1,a,0,4,4,-0.6511999722507289
P02512,7,5,4,4,4,3,4.0,b,2,b,2,c,1,b,2,b,2,9,9,-1.373528945672149
P02513,4,2,3,3,3,3,2.8,c,1,a,0,a,0,a,0,a,0,1,1,-1.7900354855400193
P02514,6,7,6,6,6,6,6.2,b,2,b,2,b,2,b,2,b,2,10,10,1.0876355410385612
P02515,3,4,4,3,3,4,3.6,a,0,a,0,a,0,c,1,c,1,2,2,-0.7288709988293083
P02516,5,6,6,6,6,6,6.0,b,2,b,2,b,2,b,2,c,1,9,9,1.148800027749271
P02517,4,4,3,5,5,5,4.4,b,2,b,2,b,2,b,2,c,1,9,9,-0.1900354855400188
P02518,3,5,5,7,5,4,5.2,b,2,b,2,c,1,c,1,b,2,8,8,0.8711290011706918
P02519,3,3,4,3,3,4,3.4,b,2,a,0,b,2,a,0,a,0,4,4,-0.9288709988293085
P02520,3,4,3,5,4,3,3.8,c,1,a,0,a,0,a,0,b,2,3,3,-0.5288709988293085
P02521,5,4,3,4,5,4,4.0,b,2,a,0,b,2,a,0,a,0,4,4,-0.8511999722507291
P02522,6,5,5,4,5,5,4.8,b,2,b,2,c,1,c,1,b,2,8,8,-0.31236445896143916
P02523,3,4,4,6,4,4,4.4,b,2,b,2,b,2,b,2,b,2,10,10,0.07112900117069199
P02524,7,7,7,6,5,6,6.2,b,2,b,2,c,1,b,2,b,2,9,9,0.8264710543278513
P02525,2,3,3,4,4,3,3.4,a,0,b,2,c,1,a,0,b,2,5,5,-0.6677065121185985
P02526,5,5,5,4,3,4,4.2,a,0,b,2,c,1,b,2,a,0,5,5,-0.6511999722507289
P02527,4,5,5,5,4,4,4.6,c,1,b,2,a,0,b,2,b,2,7,7,0.009964514459980478
P02528,7,5,6,5,5,5,5.2,b,2,b,2,b,2,b,2,b,2,10,10,-0.17352894567214872
P02529,4,5,5,5,5,5,5.0,a,0,c,1,b,2,a,0,c,1,4,4,0.40996451445998083
P02530,5,5,4,4,5,5,4.6,b,2,b,2,b,2,c,1,b,2,9,9,-0.25119997225072943
P02531,5,5,4,5,6,5,5.0,c,1,b,2,c,1,b,2,c,1,7,7,0.14880002774927092
P02532,6,4,4,5,4,4,4.2,c,1,c,1,b,2,b,2,c,1,7,7,-0.9123644589614388
P02533,4,4,3,4,5,5,4.2,c,1,b,2,c,1,a,0,a,0,4,4,-0.390035485540019
P02534,4,5,5,6,5,6,5.4,c,1,b,2,b,2,c,1,b,2,8,8,0.8099645144599812
P02535,4,6,5,6,5,5,5.4,c,1,b,2,a,0,b,2,b,2,7,7,0.8099645144599812
P02536,6,5,6,5,6,4,5.2,b,2,b,2,c,1,b,2,b,2,9,9,0.0876355410385612
P02537,5,3,4,4,4,3,3.6,a,0,c,1,a,0,a,0,a,0,1,1,-1.251199972250729
P02538,5,4,5,5,5,4,4.6,b,2,b,2,c,1,c,1,b,2,8,8,-0.25119997225072943
P02539,4,6,6,5,6,5,5.6,b,2,c,1,b,2,b,2,b,2,9,9,1.0099645144599805
P02540,3,6,6,6,6,6,6.0,c,1,b,2,b,2,b,2,b,2,9,9,1.6711290011706916
P02541,6,6,5,7,5,5,5.6,b,2,b,2,b,2,c,1,b,2,9,9,0.48763554103856066
P02542,5,6,3,4,5,5,4.6,b,2,a,0,c,1,b,2,b,2,7,7,-0.25119997225072943
P02543,4,4,5,5,4,6,4.8,b,2,b,2,b,2,b,2,b,2,10,10,0.20996451445998066
P02544,4,4,6,5,4,5,4.8,b,2,b,2,b,2,b,2,b,2,10,10,0.20996451445998066
P02545,4,4,4,3,4,4,3.8,a,0,a,0,b,2,a,0,b,2,4,4,-0.7900354855400193
P02546,6,6,6,6,5,5,5.6,b,2,b,2,b,2,b,2,b,2,10,10,0.48763554103856066
P02547,5,6,7,7,6,7,6.6,b,2,b,2,b,2,b,2,b,2,10,10,1.7488000277492706
P02548,5,4,5,5,6,4,4.8,c,1,c,1,b,2,b,2,c,1,7,7,-0.05119997225072925
P02549,6,4,4,3,3,4,3.6,a,0,a,0,a,0,a,0,a,0,0,0,-1.512364458961439
P02550,5,5,5,7,6,5,5.6,b,2,b,2,b,2,b,2,b,2,10,10,0.7488000277492706
P02551,3,3,4,5,5,4,4.2,b,2,b,2,c,1,c,1,c,1,7,7,-0.1288709988293082
P02552,4,4,5,5,4,5,4.6,c,1,c,1,c,1,b,2,b,2,7,7,0.009964514459980478
P02553,4,4,4,4,5,5,4.4,b,2,b,2,b,2,a,0,b,2,8,8,-0.1900354855400188
P02554,7,6,6,5,6,5,5.6,b,2,b,2,b,2,b,2,b,2,10,10,0.22647105432785075
P02555,5,5,6,6,4,5,5.2,b,2,b,2,b,2,b,2,c,1,9,9,0.3488000277492711
P02556,4,6,5,7,7,7,6.4,b,2,b,2,b,2,b,2,b,2,10,10,1.8099645144599812
P02557,6,5,4,5,5,4,4.6,b,2,b,2,c,1,c,1,b,2,8,8,-0.5123644589614393
P02558,4,6,5,5,5,4,5.0,b,2,b,2,b,2,b,2,b,2,10,10,0.40996451445998083
P02559,4,4,3,2,3,4,3.2,a,0,a,0,b,2,a,0,a,0,2,2,-1.390035485540019
P02560,5,6,6,7,7,6,6.4,b,2,c,1,b,2,c,1,b,2,8,8,1.5488000277492713
P02561,7,6,7,7,5,6,6.2,c,1,c,1,b,2,b,2,b,2,8,8,0.8264710543278513
P02562,6,5,4,5,5,6,5.0,b,2,b,2,b,2,b,2,b,2,10,10,-0.11236445896143898
P02563,4,4,3,4,4,4,3.8,c,1,b,2,c,1,a,0,c,1,5,5,-0.7900354855400193
P02564,7,5,4,4,6,4,4.6,b,2,b,2,b,2,c,1,b,2,9,9,-0.7735289456721492
P02565,4,4,4,3,5,5,4.2,c,1,b,2,c,1,b,2,b,2,8,8,-0.390035485540019
P02566,4,5,5,5,6,5,5.2,c,1,b,2,b,2,b,2,b,2,9,9,0.609964514459981
P02567,5,4,6,6,4,4,4.8,b,2,c,1,b,2,b,2,c,1,8,8,-0.05119997225072925
P02568,6,7,5,7,6,6,6.2,b,2,b,2,b,2,b,2,b,2,10,10,1.0876355410385612
P02569,3,3,4,4,4,5,4.0,c,1,b,2,b,2,b,2,b,2,9,9,-0.32887099882930837
P02570,4,5,5,5,4,5,4.8,b,2,c,1,b,2,b,2,b,2,9,9,0.20996451445998066
P02571,6,5,4,4,5,5,4.6,b,2,b,2,b,2,b,2,b,2,10,10,-0.5123644589614393
P02572,3,5,4,4,4,3,4.0,b,2,a,0,c,1,c,1,a,0,4,4,-0.32887099882930837
P02573,4,4,3,4,5,3,3.8,c,1,c,1,c,1,b,2,a,0,5,5,-0.7900354855400193
P02574,4,5,6,4,4,4,4.6,c,1,b,2,b,2,c,1,c,1,7,7,0.009964514459980478
P02575,4,4,5,4,5,5,4.6,c,1,b,2,b,2,a,0,a,0,5,5,0.009964514459980478
P02576,2,3,2,3,3,3,2.8,a,0,a,0,a,0,a,0,a,0,0,0,-1.2677065121185986
P02577,4,3,5,5,4,5,4.4,c,1,b,2,c,1,a,0,a,0,4,4,-0.1900354855400188
P02578,6,5,6,7,6,5,5.8,b,2,b,2,c,1,b,2,b,2,9,9,0.6876355410385608
P02579,2,5,5,6,7,6,5.8,c,1,b,2,c,1,c,1,b,2,7,7,1.7322934878814014
P02580,5,6,4,5,4,3,4.4,c,1,a,0,c,1,b,2,c,1,5,5,-0.4511999722507287
P02581,6,4,4,3,3,4,3.6,c,1,b,2,a,0,a,0,a,0,3,3,-1.512364458961439
P02582,5,6,5,5,6,4,5.2,b,2,b,2,b,2,c,1,b,2,9,9,0.3488000277492711
P02583,3,4,5,4,5,3,4.2,b,2,b,2,b,2,b,2,b,2,10,10,-0.1288709988293082
P02584,5,6,5,5,4,3,4.6,b,2,c,1,b,2,b,2,b,2,9,9,-0.25119997225072943
P02585,6,5,6,5,4,5,5.0,b,2,b,2,b,2,b,2,b,2,10,10,-0.11236445896143898
P02586,6,5,4,4,5,5,4.6,b,2,b,2,b,2,a,0,c,1,7,7,-0.5123644589614393
P02587,5,5,5,5,6,4,5.0,c,1,c,1,c,1,b,2,b,2,7,7,0.14880002774927092
P02588,3,5,4,6,6,5,5.2,c,1,b,2,b,2,c,1,b,2,8,8,0.8711290011706918
P02589,7,5,5,5,5,5,5.0,b,2,b,2,c,1,b,2,b,2,9,9,-0.3735289456721489
P02590,5,4,5,5,5,5,4.8,b,2,c,1,c,1,b,2,c,1,7,7,-0.05119997225072925
P02591,5,4,4,5,4,5,4.4,b,2,a,0,a,0,a,0,a,0,2,2,-0.4511999722507287
P02592,5,5,4,5,5,4,4.6,b,2,b,2,c,1,b,2,b,2,9,9,-0.25119997225072943
P02593,5,4,3,3,3,3,3.2,a,0,a,0,a,0,a,0,a,0,0,0,-1.651199972250729
P02594,5,5,6,5,5,6,5.4,b,2,b,2,b,2,b,2,b,2,10,10,0.5488000277492713
P02595,3,7,5,7,6,6,6.2,c,1,b,2,b,2,c,1,b,2,8,8,1.8711290011706918
P02596,4,4,5,5,5,5,4.8,c,1,b,2,b,2,c,1,b,2,8,8,0.20996451445998066
P02597,4,5,4,5,4,3,4.2,a,0,c,1,b,2,b,2,b,2,7,7,-0.390035485540019
P02598,6,6,6,6,6,6,6.0,b,2,c,1,b,2,b,2,b,2,9,9,0.887635541038561
P02599,3,4,4,4,5,3,4.0,b,2,c,1,a,0,a,0,a,0,3,3,-0.32887099882930837
P02600,5,6,6,5,5,5,5.4,b,2,b,2,b,2,b,2,b,2,10,10,0.5488000277492713
P02601,5,6,5,5,6,5,5.4,b,2,b,2,c,1,b,2,b,2,9,9,0.5488000277492713
P02602,4,5,6,5,5,4,5.0,c,1,b,2,b,2,c,1,c,1,7,7,0.40996451445998083
P02603,1,2,4,4,4,2,3.2,a,0,a,0,a,0,b,2,a,0,2,2,-0.6065420254078884
P02604,4,4,3,3,3,4,3.4,a,0,b,2,c,1,a,0,a,0,3,3,-1.1900354855400193
P02605,4,6,5,6,5,5,5.4,c,1,b,2,b,2,c,1,b,2,8,8,0.8099645144599812
P02606,5,3,3,5,4,4,3.8,a,0,a,0,b,2,a,0,a,0,2,2,-1.0511999722507293
P02607,5,5,6,4,6,5,5.2,c,1,a,0,a,0,b,2,c,1,4,4,0.3488000277492711
P02608,4,5,5,6,5,3,4.8,b,2,c,1,b,2,b,2,b,2,9,9,0.20996451445998066
P02609,4,4,4,5,6,3,4.4,b,2,b,2,b,2,c,1,a,0,7,7,-0.1900354855400188
P02610,6,5,4,4,4,4,4.2,b,2,a,0,b,2,b,2,c,1,7,7,-0.9123644589614388
P02611,2,3,3,3,3,3,3.0,a,0,a,0,a,0,a,0,a,0,0,0,-1.0677065121185985
P02612,5,5,4,6,5,4,4.8,c,1,c,1,c,1,b,2,b,2,7,7,-0.05119997225072925
P02613,3,1,3,3,3,2,2.4,a,0,a,0,a,0,a,0,a,0,0,0,-1.9288709988293085
P02614,6,4,6,6,6,6,5.6,b,2,b,2,b,2,b,2,b,2,10,10,0.48763554103856066
P02615,4,4,4,5,7,5,5.0,c,1,b,2,b,2,b,2,c,1,8,8,0.40996451445998083
P02616,2,5,4,3,4,3,3.8,b,2,a,0,a,0,b,2,b,2,6,6,-0.26770651211859864
P02617,6,6,5,7,6,5,5.8,c,1,b,2,b,2,b,2,b,2,9,9,0.6876355410385608
P02618,4,5,5,5,6,4,5.0,b,2,c,1,b,2,b,2,b,2,9,9,0.40996451445998083
P02619,6,7,6,7,7,7,6.8,b,2,c,1,c,1,b,2,b,2,8,8,1.6876355410385608
P02620,6,5,4,5,5,4,4.6,b,2,b,2,b,2,b,2,c,1,9,9,-0.5123644589614393
P02621,5,5,4,4,4,4,4.2,a,0,b,2,a,0,c,1,b,2,5,5,-0.6511999722507289
P02622,4,5,5,5,5,5,5.0,b,2,b,2,c,1,c,1,a,0,6,6,0.40996451445998083
P02623,5,3,4,6,5,4,4.4,a,0,a,0,b,2,a,0,c,1,3,3,-0.4511999722507287
P02624,7,4,3,4,5,5,4.2,b,2,c,1,b,2,c,1,b,2,8,8,-1.1735289456721487
P02625,2,4,4,4,5,5,4.4,c,1,b,2,c,1,c,1,b,2,7,7,0.3322934878814019
P02626,6,5,5,6,7,5,5.6,b,2,b,2,b,2,b,2,c,1,9,9,0.48763554103856066
P02627,7,4,4,5,3,5,4.2,b,2,b,2,b,2,b,2,c,1,9,9,-1.1735289456721487
P02628,7,4,5,5,5,4,4.6,b,2,b,2,c,1,b,2,c,1,8,8,-0.7735289456721492
P02629,6,5,5,5,5,6,5.2,b,2,c,1,b,2,b,2,c,1,8,8,0.0876355410385612
P02630,5,7,6,7,6,7,6.6,b,2,b,2,b,2,b,2,b,2,10,10,1.7488000277492706
P02631,3,4,3,4,4,4,3.8,a,0,a,0,a,0,c,1,a,0,1,1,-0.5288709988293085
P02632,6,5,5,4,6,3,4.6,b,2,a,0,a,0,b,2,c,1,5,5,-0.5123644589614393
P02633,4,4,4,4,4,4,4.0,b,2,b,2,a,0,a,0,a,0,4,4,-0.5900354855400192
P02634,3,4,4,4,4,3,3.8,a,0,c,1,a,0,c,1,c,1,3,3,-0.5288709988293085
P02635,5,6,6,6,6,5,5.8,b,2,b,2,b,2,a,0,b,2,8,8,0.9488000277492707
P02636,2,5,6,6,5,6,5.6,b,2,b,2,b,2,b,2,b,2,10,10,1.5322934878814012
P02637,6,5,6,6,6,5,5.6,b,2,b,2,c,1,b,2,b,2,9,9,0.48763554103856066
P02638,4,4,6,5,5,6,5.2,b,2,b,2,b,2,b,2,c,1,9,9,0.609964514459981
P02639,6,6,5,6,5,6,5.6,b,2,b,2,b,2,c,1,b,2,9,9,0.48763554103856066
P02640,4,6,6,5,6,5,5.6,c,1,b,2,c,1,b,2,b,2,8,8,1.0099645144599805
P02641,6,5,6,6,5,6,5.6,b,2,c,1,b,2,b,2,c,1,8,8,0.48763554103856066
P02642,3,5,4,5,4,4,4.4,c,1,b,2,a,0,b,2,b,2,7,7,0.07112900117069199
P02643,3,3,5,4,4,3,3.8,b,2,b,2,a,0,c,1,c,1,6,6,-0.5288709988293085
P02644,6,6,7,7,7,6,6.6,b,2,b,2,b,2,b,2,b,2,10,10,1.4876355410385607
P02645,5,5,7,6,5,5,5.6,b,2,b,2,b,2,b,2,c,1,9,9,0.7488000277492706
P02646,3,4,5,5,5,4,4.6,a,0,b,2,a,0,b,2,a,0,4,4,0.2711290011706913
P02647,7,4,4,6,6,5,5.0,b,2,b,2,b,2,b,2,c,1,9,9,-0.3735289456721489
P02648,3,2,4,4,4,4,3.6,b,2,a,0,b,2,a,0,a,0,4,4,-0.7288709988293083
P02649,5,5,5,6,5,4,5.0,b,2,c,1,b,2,c,1,b,2,8,8,0.14880002774927092
P02650,4,4,6,5,5,3,4.6,b,2,b,2,c,1,b,2,a,0,7,7,0.009964514459980478
P02651,5,5,4,7,4,4,4.8,b,2,b,2,b,2,b,2,b,2,10,10,-0.05119997225072925
P02652,4,3,4,4,3,3,3.4,b,2,c,1,c,1,b,2,b,2,8,8,-1.1900354855400193
P02653,5,6,6,6,5,6,5.8,b,2,b,2,b,2,b,2,b,2,10,10,0.9488000277492707
P02654,4,4,4,5,5,5,4.6,c,1,b,2,a,0,b,2,b,2,7,7,0.009964514459980478
P02655,7,4,5,4,5,4,4.4,b,2,c,1,b,2,b,2,c,1,8,8,-0.9735289456721485
P02656,4,5,6,5,4,5,5.0,b,2,b,2,b,2,b,2,c,1,9,9,0.40996451445998083
P02657,5,5,6,5,5,5,5.2,b,2,b,2,c,1,b,2,b,2,9,9,0.3488000277492711
P02658,6,4,5,4,5,6,4.8,b,2,b,2,b,2,b,2,b,2,10,10,-0.31236445896143916
P02659,6,7,6,6,7,6,6.4,b,2,b,2,c,1,b,2,c,1,8,8,1.2876355410385614
P02660,5,3,5,4,5,6,4.6,b,2,b,2,b,2,c,1,b,2,9,9,-0.25119997225072943
P02661,5,4,4,4,3,4,3.8,a,0,b,2,a,0,b,2,a,0,4,4,-1.0511999722507293
P02662,2,3,3,4,4,3,3.4,b,2,b,2,b,2,c,1,b,2,9,9,-0.6677065121185985
P02663,4,4,5,6,5,4,4.8,b,2,b,2,c,1,a,0,b,2,7,7,0.20996451445998066
P02664,5,5,4,4,5,5,4.6,c,1,b,2,b,2,b,2,b,2,9,9,-0.25119997225072943
P02665,4,3,5,3,4,3,3.6,b,2,a,0,a,0,a,0,a,0,2,2,-0.9900354855400191
P02666,6,6,5,4,6,5,5.2,c,1,b,2,b,2,b,2,c,1,8,8,0.0876355410385612
P02667,5,4,5,5,5,5,4.8,c,1,b,2,b,2,b,2,c,1,8,8,-0.05119997225072925
P02668,7,4,4,4,6,5,4.6,b,2,b,2,b,2,c,1,b,2,9,9,-0.7735289456721492
P02669,6,4,5,4,6,5,4.8,b,2,b,2,a,0,b,2,b,2,8,8,-0.31236445896143916
P02670,5,5,6,5,5,6,5.4,b,2,b,2,b,2,c,1,b,2,9,9,0.5488000277492713
P02671,5,6,5,6,5,6,5.6,b,2,b,2,b,2,b,2,b,2,10,10,0.7488000277492706
P02672,7,6,5,6,5,6,5.6,b,2,b,2,b,2,b,2,b,2,10,10,0.22647105432785075
P02673,4,5,6,6,6,5,5.6,b,2,c,1,c,1,b,2,b,2,8,8,1.0099645144599805
P02674,6,3,3,4,3,5,3.6,a,0,a,0,a,0,c,1,a,0,1,1,-1.512364458961439
P02675,7,6,6,6,6,6,6.0,b,2,b,2,b,2,b,2,b,2,10,10,0.6264710543278511
P02676,3,4,3,5,5,5,4.4,b,2,b,2,a,0,c,1,c,1,6,6,0.07112900117069199
P02677,4,6,5,5,5,5,5.2,b,2,c,1,c,1,b,2,b,2,8,8,0.609964514459981
P02678,5,6,5,7,6,5,5.8,b,2,b,2,b,2,c,1,b,2,9,9,0.9488000277492707
P02679,6,6,5,5,6,5,5.4,b,2,b,2,b,2,b,2,b,2,10,10,0.28763554103856137
P02680,6,6,7,6,7,7,6.6,c,1,b,2,b,2,b,2,b,2,9,9,1.4876355410385607
P02681,5,4,5,6,4,5,4.8,b,2,b,2,b,2,c,1,b,2,9,9,-0.05119997225072925
P02682,5,3,3,4,4,5,3.8,c,1,b,2,c,1,b,2,a,0,6,6,-1.0511999722507293
P02683,7,4,4,5,4,4,4.2,b,2,b,2,c,1,a,0,a,0,5,5,-1.1735289456721487
P02684,2,3,4,5,3,4,3.8,a,0,a,0,c,1,a,0,a,0,1,1,-0.26770651211859864
P02685,5,6,6,6,7,6,6.2,b,2,b,2,b,2,b,2,b,2,10,10,1.348800027749271
P02686,7,5,4,5,5,5,4.8,b,2,b,2,b,2,b,2,c,1,9,9,-0.5735289456721491
P02687,5,4,5,5,6,5,5.0,c,1,b,2,c,1,b,2,b,2,8,8,0.14880002774927092
P02688,3,5,5,5,6,5,5.2,c,1,b,2,b,2,b,2,c,1,8,8,0.8711290011706918
P02689,2,1,1,2,3,1,1.6,a,0,a,0,a,0,a,0,a,0,0,0,-2.4677065121185984
P02690,4,3,4,5,4,6,4.4,b,2,b,2,b,2,b,2,b,2,10,10,-0.1900354855400188
P02691,6,5,5,5,5,5,5.0,b,2,c,1,b,2,b,2,b,2,9,9,-0.11236445896143898
P02692,4,6,6,6,7,5,6.0,b,2,b,2,b,2,b,2,b,2,10,10,1.4099645144599808
P02693,5,4,3,4,4,4,3.8,c,1,c,1,a,0,b,2,b,2,6,6,-1.0511999722507293
P02694,4,4,3,3,3,3,3.2,a,0,a,0,a,0,a,0,a,0,0,0,-1.390035485540019
P02695,7,5,4,6,6,5,5.2,b,2,c,1,b,2,a,0,b,2,7,7,-0.17352894567214872
P02696,5,6,5,6,6,5,5.6,b,2,b,2,c,1,b,2,b,2,9,9,0.7488000277492706
P02697,4,4,5,5,5,4,4.6,b,2,b,2,c,1,b,2,b,2,9,9,0.009964514459980478
P02698,5,6,6,7,6,5,6.0,c,1,b,2,b,2,b,2,b,2,9,9,1.148800027749271
P02699,3,5,5,6,5,6,5.4,c,1,b,2,b,2,c,1,b,2,8,8,1.071129001170692
P02700,5,6,7,7,6,6,6.4,c,1,b,2,b,2,b,2,b,2,9,9,1.5488000277492713
P02701,6,5,6,6,6,5,5.6,b,2,b,2,b,2,b,2,b,2,10,10,0.48763554103856066
P02702,4,4,5,6,3,5,4.6,b,2,b,2,b,2,c,1,b,2,9,9,0.009964514459980478
P02703,6,5,5,5,5,7,5.4,b,2,b,2,b,2,c,1,b,2,9,9,0.28763554103856137
P02704,6,6,5,6,6,6,5.8,b,2,b,2,b,2,b,2,c,1,9,9,0.6876355410385608
P02705,5,5,6,7,5,5,5.6,c,1,b,2,b,2,b,2,b,2,9,9,0.7488000277492706
P02706,6,4,5,6,5,5,5.0,b,2,c,1,b,2,b,2,c,1,8,8,-0.11236445896143898
P02707,5,6,6,6,6,6,6.0,b,2,b,2,b,2,b,2,b,2,10,10,1.148800027749271
P02708,4,7,5,6,6,6,6.0,b,2,c,1,b,2,b,2,b,2,9,9,1.4099645144599808
P02709,6,5,5,4,5,5,4.8,c,1,b,2,b,2,b,2,a,0,7,7,-0.31236445896143916
P02710,6,4,5,6,4,4,4.6,b,2,b,2,b,2,b,2,c,1,9,9,-0.5123644589614393
P02711,6,4,4,3,5,5,4.2,c,1,b,2,a,0,a,0,a,0,3,3,-0.9123644589614388
P02712,4,5,4,5,5,4,4.6,a,0,a,0,a,0,c,1,a,0,1,1,0.009964514459980478
P02713,5,5,5,5,5,5,5.0,b,2,b,2,b,2,a,0,b,2,8,8,0.14880002774927092
P02714,3,5,5,3,5,4,4.4,c,1,a,0,b,2,a,0,c,1,4,4,0.07112900117069199
P02715,6,4,4,4,4,4,4.0,a,0,b,2,a,0,a,0,a,0,2,2,-1.112364458961439
P02716,6,6,5,5,5,5,5.2,b,2,c,1,b,2,c,1,c,1,7,7,0.0876355410385612
P02717,6,4,5,4,5,5,4.6,c,1,b,2,b,2,c,1,a,0,6,6,-0.5123644589614393
P02718,4,5,4,3,4,3,3.8,c,1,b,2,b,2,a,0,a,0,5,5,-0.7900354855400193
P02719,4,6,6,5,5,6,5.6,c,1,b,2,c,1,b,2,c,1,7,7,1.0099645144599805
P02720,5,4,6,4,4,4,4.4,c,1,c,1,c,1,a,0,b,2,5,5,-0.4511999722507287
P02721,5,4,5,5,6,4,4.8,b,2,b,2,c,1,c,1,b,2,8,8,-0.05119997225072925
P02722,7,5,6,6,6,6,5.8,c,1,c,1,c,1,b,2,b,2,7,7,0.42647105432785093
P02723,3,4,4,5,3,4,4.0,b,2,a,0,b,2,b,2,b,2,8,8,-0.32887099882930837
P02724,4,6,6,7,7,7,6.6,b,2,b,2,b,2,b,2,b,2,10,10,2.0099645144599805
P02725,5,3,4,4,4,5,4.0,b,2,b,2,b,2,c,1,b,2,9,9,-0.8511999722507291
P02726,6,4,5,6,5,5,5.0,b,2,b,2,b,2,c,1,b,2,9,9,-0.11236445896143898
P02727,4,2,4,3,4,2,3.0,c,1,a,0,a,0,a,0,a,0,1,1,-1.5900354855400192
P02728,3,5,4,4,6,5,4.8,b,2,b,2,b,2,b,2,b,2,10,10,0.47112900117069145
P02729,5,6,5,5,6,5,5.4,b,2,b,2,b,2,b,2,b,2,10,10,0.5488000277492713
P02730,6,5,5,5,6,6,5.4,b,2,c,1,b,2,b,2,b,2,9,9,0.28763554103856137
P02731,3,5,5,5,7,5,5.4,b,2,b,2,b,2,b,2,b,2,10,10,1.071129001170692
P02732,2,3,3,5,4,3,3.6,b,2,a,0,c,1,a,0,a,0,3,3,-0.46770651211859837
P02733,7,6,5,6,6,7,6.0,b,2,b,2,b,2,c,1,b,2,9,9,0.6264710543278511
P02734,5,5,4,5,5,3,4.4,b,2,b,2,b,2,c,1,a,0,7,7,-0.4511999722507287
P02735,5,5,5,5,6,6,5.4,b,2,c,1,c,1,b,2,c,1,7,7,0.5488000277492713
P02736,3,4,4,4,3,3,3.6,b,2,a,0,c,1,a,0,a,0,3,3,-0.7288709988293083
P02737,6,4,4,6,4,4,4.4,b,2,b,2,b,2,b,2,b,2,10,10,-0.7123644589614386
P02738,4,7,5,6,5,7,6.0,b,2,c,1,c,1,b,2,c,1,7,7,1.4099645144599808
P02739,5,5,5,5,6,5,5.2,c,1,b,2,a,0,b,2,b,2,7,7,0.3488000277492711
P02740,4,6,6,5,7,5,5.8,b,2,b,2,b,2,c,1,b,2,9,9,1.2099645144599807
P02741,4,2,4,3,4,3,3.2,a,0,a,0,a,0,a,0,a,0,0,0,-1.390035485540019
P02742,5,5,5,4,6,5,5.0,b,2,b,2,b,2,b,2,c,1,9,9,0.14880002774927092
P02743,6,7,7,5,7,7,6.6,b,2,b,2,b,2,b,2,c,1,9,9,1.4876355410385607
P02744,3,4,5,4,5,4,4.4,b,2,c,1,b,2,b,2,b,2,9,9,0.07112900117069199
P02745,6,4,4,4,5,3,4.0,b,2,a,0,b,2,b,2,b,2,8,8,-1.112364458961439
P02746,4,5,5,6,7,6,5.8,b,2,b,2,b,2,c,1,b,2,9,9,1.2099645144599807
P02747,5,6,6,6,7,6,6.2,b,2,b,2,b,2,b,2,b,2,10,10,1.348800027749271
P02748,3,4,5,3,4,3,3.8,b,2,a,0,a,0,c,1,c,1,4,4,-0.5288709988293085
P02749,6,4,4,3,5,4,4.0,b,2,b,2,b,2,a,0,a,0,6,6,-1.112364458961439
P02750,6,7,7,6,7,6,6.6,b,2,b,2,b,2,b,2,b,2,10,10,1.4876355410385607
P02751,4,5,4,3,5,5,4.4,b,2,b,2,b,2,b,2,b,2,10,10,-0.1900354855400188
P02752,5,4,4,5,5,5,4.6,c,1,c,1,c,1,c,1,a,0,4,4,-0.25119997225072943
P02753,6,5,4,5,6,6,5.2,b,2,b,2,b,2,b,2,b,2,10,10,0.0876355410385612
P02754,7,4,5,5,5,6,5.0,b,2,c,1,b,2,a,0,a,0,5,5,-0.3735289456721489
P02755,4,4,5,6,5,4,4.8,b,2,b,2,b,2,c,1,c,1,8,8,0.20996451445998066
P02756,3,5,5,5,4,5,4.8,c,1,b,2,b,2,b,2,c,1,8,8,0.47112900117069145
P02757,4,3,5,5,4,3,4.0,b,2,a,0,a,0,a,0,c,1,3,3,-0.5900354855400192
P02758,4,3,3,4,4,3,3.4,a,0,a,0,a,0,c,1,a,0,1,1,-1.1900354855400193
P02759,3,5,4,4,4,6,4.6,b,2,c,1,c,1,c,1,b,2,7,7,0.2711290011706913
P02760,7,6,4,5,6,4,5.0,c,1,b,2,b,2,b,2,a,0,7,7,-0.3735289456721489
P02761,5,4,5,6,6,6,5.4,a,0,b,2,b,2,b,2,b,2,8,8,0.5488000277492713
P02762,4,4,5,3,5,3,4.0,c,1,a,0,c,1,a,0,a,0,2,2,-0.5900354855400192
P02763,6,5,6,6,5,6,5.6,b,2,b,2,b,2,b,2,b,2,10,10,0.48763554103856066
