period,disco,band,customer_class,energy_rate_ngn_per_kwh,fixed_charge_ngn_per_month,energy_rate_usd_per_kwh,provenance,sources
2023-01-01,AEDC,A,residential,130.5,818.05,0.1004,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,IKEDC,C,commercial,122.57,547.72,0.0943,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,IKEDC,C,industrial,128.14,458.44,0.0986,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,IKEDC,D,residential,90.53,345.39,0.0696,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,IKEDC,D,commercial,99.59,366.93,0.0766,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,IKEDC,D,industrial,104.11,496.92,0.0801,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,IKEDC,E,residential,69.64,284.0,0.0536,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,IKEDC,E,commercial,76.6,340.16,0.0589,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,IKEDC,E,industrial,80.09,382.91,0.0616,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,IKEDC,Premium,residential,278.56,1061.54,0.2143,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,IKEDC,Premium,commercial,306.42,1398.99,0.2357,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,IKEDC,Premium,industrial,320.34,1472.03,0.2464,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,JED,A,residential,163.5,646.15,0.1258,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,JED,A,commercial,179.84,694.27,0.1383,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,JED,A,industrial,188.02,1022.96,0.1446,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,JED,B,residential,130.8,653.37,0.1006,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,JED,B,commercial,143.88,775.54,0.1107,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,JED,B,industrial,150.42,694.37,0.1157,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,JED,C,residential,104.64,395.22,0.0805,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,JED,C,commercial,115.1,582.43,0.0885,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,JED,C,industrial,120.33,628.15,0.0926,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,JED,D,residential,85.02,381.77,0.0654,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,JED,D,commercial,93.52,425.27,0.0719,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,JED,D,industrial,97.77,449.83,0.0752,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,JED,E,residential,65.4,245.28,0.0503,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,JED,E,commercial,71.94,343.14,0.0553,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,JED,E,industrial,75.21,360.4,0.0579,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,JED,Premium,residential,261.59,1423.43,0.2012,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,JED,Premium,commercial,287.75,1580.62,0.2213,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,JED,Premium,industrial,300.83,1516.71,0.2314,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,KAEDCO,A,residential,153.38,633.13,0.118,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,KAEDCO,A,commercial,168.72,676.56,0.1298,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,KAEDCO,A,industrial,176.38,744.97,0.1357,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,KAEDCO,B,residential,122.7,684.41,0.0944,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,KAEDCO,B,commercial,134.97,645.88,0.1038,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,KAEDCO,B,industrial,141.11,726.59,0.1085,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,KAEDCO,C,residential,98.16,474.57,0.0755,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,KAEDCO,C,commercial,107.98,605.89,0.0831,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,KAEDCO,C,industrial,112.89,471.8,0.0868,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,KAEDCO,D,residential,79.76,320.11,0.0614,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,KAEDCO,D,commercial,87.73,462.36,0.0675,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,KAEDCO,D,industrial,91.72,472.69,0.0706,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,KAEDCO,E,residential,61.35,265.83,0.0472,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,KAEDCO,E,commercial,67.49,358.27,0.0519,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,KAEDCO,E,industrial,70.55,316.75,0.0543,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,KAEDCO,Premium,residential,245.4,1199.2,0.1888,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,KAEDCO,Premium,commercial,269.94,1226.61,0.2076,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,KAEDCO,Premium,industrial,282.21,1292.26,0.2171,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,KEDCO,A,residential,159.55,750.59,0.1227,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,KEDCO,A,commercial,175.51,821.25,0.135,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,KEDCO,A,industrial,183.49,834.01,0.1411,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,KEDCO,B,residential,127.64,648.87,0.0982,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,KEDCO,B,commercial,140.41,605.66,0.108,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,KEDCO,B,industrial,146.79,564.07,0.1129,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,KEDCO,C,residential,102.11,388.71,0.0785,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,KEDCO,C,commercial,112.33,506.74,0.0864,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,KEDCO,C,industrial,117.43,601.99,0.0903,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,KEDCO,D,residential,82.97,454.83,0.0638,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,KEDCO,D,commercial,91.26,492.06,0.0702,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,KEDCO,D,industrial,95.41,413.85,0.0734,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,KEDCO,E,residential,63.82,315.27,0.0491,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,KEDCO,E,commercial,70.2,360.5,0.054,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,KEDCO,E,industrial,73.39,316.87,0.0565,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,KEDCO,Premium,residential,255.29,1328.62,0.1964,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,KEDCO,Premium,commercial,280.81,1291.94,0.216,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,KEDCO,Premium,industrial,293.58,1267.85,0.2258,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,PHED,A,residential,158.62,823.18,0.122,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,PHED,A,commercial,174.48,943.77,0.1342,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,PHED,A,industrial,182.41,750.99,0.1403,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,PHED,B,residential,126.89,646.36,0.0976,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,PHED,B,commercial,139.58,541.5,0.1074,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,PHED,B,industrial,145.93,700.7,0.1123,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,PHED,C,residential,101.52,459.06,0.0781,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,PHED,C,commercial,111.67,431.95,0.0859,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,PHED,C,industrial,116.74,592.68,0.0898,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,PHED,D,residential,82.48,391.87,0.0634,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,PHED,D,commercial,90.73,445.98,0.0698,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,PHED,D,industrial,94.85,361.41,0.073,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,PHED,E,residential,63.45,254.24,0.0488,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,PHED,E,commercial,69.79,366.24,0.0537,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,PHED,E,industrial,72.96,369.2,0.0561,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,PHED,Premium,residential,253.79,1123.7,0.1952,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,PHED,Premium,commercial,279.17,1222.09,0.2147,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,PHED,Premium,industrial,291.86,1547.31,0.2245,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,YEDC,A,residential,162.1,852.52,0.1247,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,YEDC,A,commercial,178.31,981.11,0.1372,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,YEDC,A,industrial,186.41,990.97,0.1434,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,YEDC,B,residential,129.68,530.63,0.0998,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,YEDC,B,commercial,142.64,618.2,0.1097,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,YEDC,B,industrial,149.13,680.51,0.1147,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,YEDC,C,residential,103.74,556.67,0.0798,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,YEDC,C,commercial,114.12,574.25,0.0878,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,YEDC,C,industrial,119.3,651.67,0.0918,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,YEDC,D,residential,84.29,366.92,0.0648,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,YEDC,D,commercial,92.72,500.33,0.0713,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,YEDC,D,industrial,96.93,492.26,0.0746,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,YEDC,E,residential,64.84,348.93,0.0499,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,YEDC,E,commercial,71.32,350.78,0.0549,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,YEDC,E,industrial,74.56,375.29,0.0574,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,YEDC,Premium,residential,259.35,1223.48,0.1995,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,YEDC,Premium,commercial,285.29,1533.61,0.2195,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-03-01,YEDC,Premium,industrial,298.26,1441.2,0.2294,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,AEDC,A,residential,166.92,757.86,0.1284,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,AEDC,A,commercial,183.61,975.4,0.1412,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,AEDC,A,industrial,191.96,931.04,0.1477,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,AEDC,B,residential,133.54,607.09,0.1027,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,AEDC,B,commercial,146.89,687.24,0.113,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,AEDC,B,industrial,153.57,594.1,0.1181,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,AEDC,C,residential,106.83,396.48,0.0822,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,AEDC,C,commercial,117.51,478.9,0.0904,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,AEDC,C,industrial,122.85,470.78,0.0945,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,AEDC,D,residential,86.8,358.41,0.0668,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,AEDC,D,commercial,95.48,488.86,0.0734,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,AEDC,D,industrial,99.82,417.41,0.0768,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,AEDC,E,residential,66.77,350.46,0.0514,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,AEDC,E,commercial,73.44,298.97,0.0565,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,AEDC,E,industrial,76.78,383.6,0.0591,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,AEDC,Premium,residential,267.07,1058.43,0.2054,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,AEDC,Premium,commercial,293.78,1130.46,0.226,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,AEDC,Premium,industrial,307.13,1267.49,0.2363,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,BEDC,A,residential,174.47,614.94,0.1342,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,BEDC,A,commercial,191.92,944.43,0.1476,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,BEDC,A,industrial,200.64,746.98,0.1543,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,BEDC,B,residential,139.58,607.62,0.1074,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,BEDC,B,commercial,153.53,709.86,0.1181,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,BEDC,B,industrial,160.51,807.36,0.1235,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,BEDC,C,residential,111.66,499.99,0.0859,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,BEDC,C,commercial,122.83,591.26,0.0945,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,BEDC,C,industrial,128.41,493.38,0.0988,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,BEDC,D,residential,90.72,358.48,0.0698,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,BEDC,D,commercial,99.8,381.96,0.0768,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,BEDC,D,industrial,104.33,504.68,0.0803,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,BEDC,E,residential,69.79,247.91,0.0537,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,BEDC,E,commercial,76.77,390.58,0.0591,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,BEDC,E,industrial,80.26,331.31,0.0617,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,BEDC,Premium,residential,279.15,1164.42,0.2147,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,BEDC,Premium,commercial,307.07,1132.08,0.2362,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,BEDC,Premium,industrial,321.02,1115.02,0.2469,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,EEDC,A,residential,194.18,617.67,0.1494,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,EEDC,A,commercial,213.59,757.3,0.1643,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,EEDC,A,industrial,223.3,876.34,0.1718,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,EEDC,B,residential,155.34,506.83,0.1195,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,EEDC,B,commercial,170.87,543.01,0.1314,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,EEDC,B,industrial,178.64,779.25,0.1374,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,EEDC,C,residential,124.27,425.15,0.0956,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,EEDC,C,commercial,136.7,535.7,0.1052,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,EEDC,C,industrial,142.91,459.0,0.1099,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,EEDC,D,residential,100.97,431.45,0.0777,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,EEDC,D,commercial,111.07,384.72,0.0854,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,EEDC,D,industrial,116.12,437.74,0.0893,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,EEDC,E,residential,77.67,319.78,0.0597,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,EEDC,E,commercial,85.44,393.58,0.0657,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,EEDC,E,industrial,89.32,320.89,0.0687,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,EEDC,Premium,residential,310.68,1071.83,0.239,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,EEDC,Premium,commercial,341.75,1158.54,0.2629,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,EEDC,Premium,industrial,357.28,1618.11,0.2748,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,EKEDC,A,residential,172.43,695.72,0.1326,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,EKEDC,A,commercial,189.67,730.26,0.1459,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,EKEDC,A,industrial,198.3,732.87,0.1525,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,EKEDC,B,residential,137.94,488.32,0.1061,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,EKEDC,B,commercial,151.74,727.54,0.1167,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,EKEDC,B,industrial,158.64,821.45,0.122,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,EKEDC,C,residential,110.36,510.94,0.0849,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,EKEDC,C,commercial,121.39,527.91,0.0934,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,EKEDC,C,industrial,126.91,623.34,0.0976,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,EKEDC,D,residential,89.66,344.09,0.069,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,EKEDC,D,commercial,98.63,344.79,0.0759,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,EKEDC,D,industrial,103.11,363.88,0.0793,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,EKEDC,E,residential,68.97,280.55,0.0531,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,EKEDC,E,commercial,75.87,315.02,0.0584,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,EKEDC,E,industrial,79.32,399.24,0.061,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,EKEDC,Premium,residential,275.89,1200.76,0.2122,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,EKEDC,Premium,commercial,303.48,1527.67,0.2334,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,EKEDC,Premium,industrial,317.27,1376.15,0.2441,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,IBEDC,A,residential,175.06,809.2,0.1347,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,IBEDC,A,commercial,192.56,863.46,0.1481,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,IBEDC,A,industrial,201.31,801.14,0.1549,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,IBEDC,B,residential,140.04,535.29,0.1077,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,IBEDC,B,commercial,154.05,718.49,0.1185,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,IBEDC,B,industrial,161.05,684.96,0.1239,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,IBEDC,C,residential,112.04,513.35,0.0862,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,IBEDC,C,commercial,123.24,438.61,0.0948,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,IBEDC,C,industrial,128.84,474.72,0.0991,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,IBEDC,D,residential,91.03,353.73,0.07,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,IBEDC,D,commercial,100.13,396.2,0.077,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,IBEDC,D,industrial,104.68,490.65,0.0805,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,IBEDC,E,residential,70.02,244.45,0.0539,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,IBEDC,E,commercial,77.02,377.17,0.0592,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,IBEDC,E,industrial,80.53,289.46,0.0619,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,IBEDC,Premium,residential,280.09,1289.47,0.2155,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,IBEDC,Premium,commercial,308.1,1226.33,0.237,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,IBEDC,Premium,industrial,322.1,1320.96,0.2478,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,IKEDC,A,residential,175.57,874.64,0.1351,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,IKEDC,A,commercial,193.12,731.73,0.1486,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,IKEDC,A,industrial,201.9,809.27,0.1553,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,IKEDC,B,residential,140.45,605.11,0.108,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,IKEDC,B,commercial,154.5,555.87,0.1188,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,IKEDC,B,industrial,161.52,619.12,0.1242,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,IKEDC,C,residential,112.36,474.1,0.0864,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,IKEDC,C,commercial,123.6,490.04,0.0951,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,IKEDC,C,industrial,129.22,660.04,0.0994,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,IKEDC,D,residential,91.29,312.18,0.0702,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,IKEDC,D,commercial,100.42,379.33,0.0772,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,IKEDC,D,industrial,104.99,363.76,0.0808,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,IKEDC,E,residential,70.23,295.45,0.054,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,IKEDC,E,commercial,77.25,329.99,0.0594,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,IKEDC,E,industrial,80.76,318.9,0.0621,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,IKEDC,Premium,residential,280.91,1389.79,0.2161,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,IKEDC,Premium,commercial,309.0,1418.33,0.2377,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,IKEDC,Premium,industrial,323.04,1219.9,0.2485,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,JED,A,residential,179.59,773.73,0.1381,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,JED,A,commercial,197.55,883.22,0.152,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,JED,A,industrial,206.52,740.23,0.1589,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,JED,B,residential,143.67,513.13,0.1105,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,JED,B,commercial,158.04,536.29,0.1216,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,JED,B,industrial,165.22,825.62,0.1271,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,JED,C,residential,114.94,571.72,0.0884,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,JED,C,commercial,126.43,618.21,0.0973,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,JED,C,industrial,132.18,453.04,0.1017,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,JED,D,residential,93.39,422.13,0.0718,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,JED,D,commercial,102.72,411.41,0.079,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,JED,D,industrial,107.39,408.8,0.0826,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,JED,E,residential,71.83,318.83,0.0553,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,JED,E,commercial,79.02,343.88,0.0608,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,JED,E,industrial,82.61,369.68,0.0635,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,JED,Premium,residential,287.34,989.63,0.221,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,JED,Premium,commercial,316.07,1096.88,0.2431,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,JED,Premium,industrial,330.44,1257.87,0.2542,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,KAEDCO,A,residential,180.02,764.8,0.1385,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,KAEDCO,A,commercial,198.02,934.03,0.1523,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,KAEDCO,A,industrial,207.02,829.38,0.1592,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,KAEDCO,B,residential,144.01,702.28,0.1108,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,KAEDCO,B,commercial,158.42,588.59,0.1219,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,KAEDCO,B,industrial,165.62,599.46,0.1274,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,KAEDCO,C,residential,115.21,483.8,0.0886,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,KAEDCO,C,commercial,126.73,559.79,0.0975,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,KAEDCO,C,industrial,132.49,601.04,0.1019,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,KAEDCO,D,residential,93.61,382.25,0.072,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-04-01,KAEDCO,D,commercial,102.97,494.3,0.0792,synthetic_fabricated_from_policy_context,NERC publications; media reports
