date,disco,allocated_mw,transmitted_mw,load_shedding_mw
2025-01-19,Enugu DISCO,340.0,336.6,3.4
2025-01-19,Ibadan DISCO,364.6,325.7,38.9
2025-01-19,Ikeja DISCO,372.9,346.6,26.3
2025-01-19,Jos DISCO,234.3,215.9,18.4
2025-01-19,Kaduna DISCO,290.5,281.7,8.7
2025-01-19,Kano DISCO,343.6,299.6,43.9
2025-01-19,Port Harcourt DISCO,302.1,267.7,34.4
2025-01-19,Yola DISCO,134.4,122.6,11.8
2025-01-20,Abuja DISCO,416.9,397.6,19.3
2025-01-20,Benin DISCO,326.5,285.3,41.2
2025-01-20,Eko DISCO,412.6,371.2,41.4
2025-01-20,Enugu DISCO,320.3,286.8,33.6
2025-01-20,Ibadan DISCO,413.4,373.8,39.6
2025-01-20,Ikeja DISCO,476.0,426.9,49.2
2025-01-20,Jos DISCO,261.7,233.4,28.3
2025-01-20,Kaduna DISCO,318.8,287.7,31.0
2025-01-20,Kano DISCO,363.9,353.3,10.6
2025-01-20,Port Harcourt DISCO,322.1,296.2,25.8
2025-01-20,Yola DISCO,153.4,142.8,10.7
2025-01-21,Abuja DISCO,487.1,461.3,25.8
2025-01-21,Benin DISCO,382.1,334.7,47.4
2025-01-21,Eko DISCO,405.7,351.5,54.2
2025-01-21,Enugu DISCO,379.4,346.7,32.6
2025-01-21,Ibadan DISCO,426.0,403.6,22.5
2025-01-21,Ikeja DISCO,499.5,470.6,28.9
2025-01-21,Jos DISCO,291.7,280.8,11.0
2025-01-21,Kaduna DISCO,365.6,310.3,55.3
2025-01-21,Kano DISCO,432.4,422.2,10.2
2025-01-21,Port Harcourt DISCO,353.1,315.7,37.4
2025-01-21,Yola DISCO,163.1,153.3,9.8
2025-01-22,Abuja DISCO,388.0,346.2,41.7
2025-01-22,Benin DISCO,318.6,269.0,49.7
2025-01-22,Eko DISCO,358.1,344.3,13.8
2025-01-22,Enugu DISCO,331.7,301.0,30.7
2025-01-22,Ibadan DISCO,419.3,391.7,27.6
2025-01-22,Ikeja DISCO,417.7,374.6,43.1
2025-01-22,Jos DISCO,248.3,223.8,24.6
2025-01-22,Kaduna DISCO,290.6,260.8,29.8
2025-01-22,Kano DISCO,376.9,355.1,21.8
2025-01-22,Port Harcourt DISCO,346.6,326.3,20.4
2025-01-22,Yola DISCO,141.8,130.5,11.3
2025-01-23,Abuja DISCO,519.7,464.6,55.2
2025-01-23,Benin DISCO,436.7,398.8,37.8
2025-01-23,Eko DISCO,514.6,485.9,28.8
2025-01-23,Enugu DISCO,388.2,345.7,42.5
2025-01-23,Ibadan DISCO,566.0,532.3,33.7
2025-01-23,Ikeja DISCO,581.4,537.3,44.2
2025-01-23,Jos DISCO,336.4,319.4,17.0
2025-01-23,Kaduna DISCO,363.4,326.1,37.2
2025-01-23,Kano DISCO,458.7,419.1,39.7
2025-01-23,Port Harcourt DISCO,387.5,349.7,37.9
2025-01-23,Yola DISCO,209.0,203.7,5.4
2025-01-24,Abuja DISCO,454.3,416.7,37.6
2025-01-24,Benin DISCO,336.6,306.2,30.4
2025-01-24,Eko DISCO,398.1,354.7,43.4
2025-01-24,Enugu DISCO,383.0,341.6,41.4
2025-01-24,Ibadan DISCO,457.7,408.4,49.3
2025-01-24,Ikeja DISCO,461.9,416.1,45.8
2025-01-24,Jos DISCO,289.1,286.2,2.9
2025-01-24,Kaduna DISCO,313.7,306.8,6.9
2025-01-24,Kano DISCO,439.0,425.4,13.6
2025-01-24,Port Harcourt DISCO,366.1,331.8,34.4
2025-01-24,Yola DISCO,150.5,127.2,23.3
2025-01-25,Abuja DISCO,301.2,264.8,36.4
2025-01-25,Benin DISCO,242.1,209.1,33.0
2025-01-25,Eko DISCO,286.7,249.1,37.6
2025-01-25,Enugu DISCO,248.8,231.2,17.6
2025-01-25,Ibadan DISCO,325.7,299.4,26.3
2025-01-25,Ikeja DISCO,340.8,321.7,19.1
2025-01-25,Jos DISCO,227.0,219.1,8.0
2025-01-25,Kaduna DISCO,220.1,211.4,8.7
2025-01-25,Kano DISCO,303.5,284.3,19.1
2025-01-25,Port Harcourt DISCO,265.3,235.3,30.0
2025-01-25,Yola DISCO,105.3,99.6,5.8
2025-01-26,Abuja DISCO,406.0,384.6,21.5
2025-01-26,Benin DISCO,351.6,311.8,39.8
2025-01-26,Eko DISCO,336.8,307.2,29.6
2025-01-26,Enugu DISCO,300.3,285.5,14.7
2025-01-26,Ibadan DISCO,425.3,420.6,4.7
2025-01-26,Ikeja DISCO,364.5,358.0,6.5
2025-01-26,Jos DISCO,223.9,220.6,3.3
2025-01-26,Kaduna DISCO,257.0,212.5,44.5
2025-01-26,Kano DISCO,364.2,357.8,6.4
2025-01-26,Port Harcourt DISCO,321.7,289.2,32.6
2025-01-26,Yola DISCO,143.4,130.2,13.2
2025-01-27,Abuja DISCO,509.8,464.9,44.9
2025-01-27,Benin DISCO,413.5,382.4,31.1
2025-01-27,Eko DISCO,483.1,441.5,41.6
2025-01-27,Enugu DISCO,455.6,413.9,41.6
2025-01-27,Ibadan DISCO,548.5,527.9,20.6
2025-01-27,Ikeja DISCO,603.1,560.5,42.6
2025-01-27,Jos DISCO,308.2,282.5,25.8
2025-01-27,Kaduna DISCO,452.4,425.8,26.6
2025-01-27,Kano DISCO,456.2,392.3,63.9
2025-01-27,Port Harcourt DISCO,437.5,404.8,32.7
2025-01-27,Yola DISCO,189.1,175.3,13.8
2025-01-28,Abuja DISCO,525.1,465.5,59.6
2025-01-28,Benin DISCO,384.0,380.1,3.8
2025-01-28,Eko DISCO,493.2,450.0,43.2
2025-01-28,Enugu DISCO,387.3,356.5,30.8
2025-01-28,Ibadan DISCO,538.7,493.9,44.8
2025-01-28,Ikeja DISCO,563.6,450.9,112.7
2025-01-28,Jos DISCO,355.6,312.5,43.1
2025-01-28,Kaduna DISCO,386.7,351.8,34.9
2025-01-28,Kano DISCO,502.0,456.6,45.4
2025-01-28,Port Harcourt DISCO,459.9,403.7,56.2
2025-01-28,Yola DISCO,182.1,172.7,9.3
2025-01-29,Abuja DISCO,642.1,573.3,68.8
2025-01-29,Benin DISCO,508.9,459.5,49.5
2025-01-29,Eko DISCO,553.4,532.1,21.3
2025-01-29,Enugu DISCO,478.8,455.9,22.9
2025-01-29,Ibadan DISCO,615.7,575.2,40.5
2025-01-29,Ikeja DISCO,662.2,628.1,34.1
2025-01-29,Jos DISCO,367.8,356.3,11.5
2025-01-29,Kaduna DISCO,439.5,404.6,34.9
2025-01-29,Kano DISCO,548.9,491.6,57.3
2025-01-29,Port Harcourt DISCO,421.8,369.9,51.9
2025-01-29,Yola DISCO,213.5,175.5,38.0
2025-01-30,Abuja DISCO,432.3,403.8,28.5
2025-01-30,Benin DISCO,337.9,303.1,34.9
2025-01-30,Eko DISCO,349.9,329.5,20.4
2025-01-30,Enugu DISCO,366.5,340.5,26.0
2025-01-30,Ibadan DISCO,437.1,372.3,64.8
2025-01-30,Ikeja DISCO,445.6,406.0,39.6
2025-01-30,Jos DISCO,286.7,265.9,20.7
2025-01-30,Kaduna DISCO,335.9,310.7,25.2
2025-01-30,Kano DISCO,393.2,343.8,49.4
2025-01-30,Port Harcourt DISCO,390.3,344.7,45.7
2025-01-30,Yola DISCO,155.6,147.1,8.5
2025-01-31,Abuja DISCO,593.1,547.4,45.7
2025-01-31,Benin DISCO,426.6,374.9,51.7
2025-01-31,Eko DISCO,500.7,478.2,22.5
2025-01-31,Enugu DISCO,481.2,431.4,49.8
2025-01-31,Ibadan DISCO,535.6,496.6,38.9
2025-01-31,Ikeja DISCO,536.9,491.0,45.9
2025-01-31,Jos DISCO,348.0,318.9,29.1
2025-01-31,Kaduna DISCO,401.6,384.0,17.5
2025-01-31,Kano DISCO,532.1,483.8,48.3
2025-01-31,Port Harcourt DISCO,460.7,416.5,44.2
2025-01-31,Yola DISCO,203.1,175.7,27.4
2025-02-01,Abuja DISCO,423.0,413.3,9.7
2025-02-01,Benin DISCO,357.3,302.3,55.1
2025-02-01,Eko DISCO,443.8,399.7,44.1
2025-02-01,Enugu DISCO,367.2,321.0,46.1
2025-02-01,Ibadan DISCO,469.7,429.0,40.7
2025-02-01,Ikeja DISCO,456.6,407.4,49.2
2025-02-01,Jos DISCO,248.1,243.1,4.9
2025-02-01,Kaduna DISCO,355.5,321.9,33.6
2025-02-01,Kano DISCO,390.8,325.5,65.3
2025-02-01,Port Harcourt DISCO,389.0,363.9,25.0
2025-02-01,Yola DISCO,166.2,158.0,8.2
2025-02-02,Abuja DISCO,485.7,465.9,19.8
2025-02-02,Benin DISCO,441.4,403.7,37.6
2025-02-02,Eko DISCO,527.7,494.0,33.7
2025-02-02,Enugu DISCO,436.0,396.8,39.2
2025-02-02,Ibadan DISCO,535.5,530.2,5.4
2025-02-02,Ikeja DISCO,574.1,496.0,78.1
2025-02-02,Jos DISCO,341.3,316.1,25.2
2025-02-02,Kaduna DISCO,396.7,365.8,30.9
2025-02-02,Kano DISCO,466.0,439.7,26.2
2025-02-02,Port Harcourt DISCO,464.2,434.4,29.8
2025-02-02,Yola DISCO,185.9,171.8,14.1
2025-02-03,Abuja DISCO,512.3,473.7,38.6
2025-02-03,Benin DISCO,379.2,337.5,41.8
2025-02-03,Eko DISCO,447.9,426.3,21.6
2025-02-03,Enugu DISCO,429.5,384.5,45.0
2025-02-03,Ibadan DISCO,482.4,445.9,36.6
2025-02-03,Ikeja DISCO,527.5,500.7,26.9
2025-02-03,Jos DISCO,310.5,285.7,24.8
2025-02-03,Kaduna DISCO,361.8,317.8,44.1
2025-02-03,Kano DISCO,414.6,385.0,29.6
2025-02-03,Port Harcourt DISCO,432.3,386.1,46.2
2025-02-03,Yola DISCO,183.7,164.8,18.9
2025-02-04,Abuja DISCO,562.6,501.2,61.5
2025-02-04,Benin DISCO,438.3,433.6,4.7
2025-02-04,Eko DISCO,477.5,472.7,4.8
2025-02-04,Enugu DISCO,388.4,367.8,20.6
2025-02-04,Ibadan DISCO,489.2,465.0,24.1
2025-02-04,Ikeja DISCO,594.4,544.3,50.2
2025-02-04,Jos DISCO,356.3,349.4,6.9
2025-02-04,Kaduna DISCO,336.4,318.3,18.1
2025-02-04,Kano DISCO,481.3,452.6,28.6
2025-02-04,Port Harcourt DISCO,421.0,394.7,26.3
2025-02-04,Yola DISCO,177.6,169.3,8.4
2025-02-05,Abuja DISCO,483.5,441.9,41.6
2025-02-05,Benin DISCO,391.2,353.3,37.9
2025-02-05,Eko DISCO,469.3,442.4,26.9
2025-02-05,Enugu DISCO,400.7,360.2,40.5
2025-02-05,Ibadan DISCO,506.9,441.3,65.6
2025-02-05,Ikeja DISCO,503.1,456.0,47.1
2025-02-05,Jos DISCO,360.1,304.7,55.4
2025-02-05,Kaduna DISCO,368.3,327.4,41.0
2025-02-05,Kano DISCO,457.8,422.8,34.9
2025-02-05,Port Harcourt DISCO,435.3,427.6,7.8
2025-02-05,Yola DISCO,191.5,160.1,31.4
2025-02-06,Abuja DISCO,543.0,514.6,28.3
2025-02-06,Benin DISCO,415.6,379.8,35.9
2025-02-06,Eko DISCO,494.7,429.0,65.7
2025-02-06,Enugu DISCO,411.4,407.2,4.3
2025-02-06,Ibadan DISCO,565.3,502.1,63.2
2025-02-06,Ikeja DISCO,584.2,515.1,69.1
2025-02-06,Jos DISCO,345.7,335.3,10.4
2025-02-06,Kaduna DISCO,352.0,303.0,49.0
2025-02-06,Kano DISCO,505.0,436.5,68.6
2025-02-06,Port Harcourt DISCO,424.4,375.4,49.0
2025-02-06,Yola DISCO,178.2,172.6,5.6
2025-02-07,Abuja DISCO,472.1,413.7,58.3
2025-02-07,Benin DISCO,362.3,326.1,36.1
2025-02-07,Eko DISCO,411.2,382.3,28.9
2025-02-07,Enugu DISCO,383.1,368.3,14.8
2025-02-07,Ibadan DISCO,419.0,378.7,40.3
2025-02-07,Ikeja DISCO,457.7,453.2,4.6
2025-02-07,Jos DISCO,272.7,239.7,33.1
2025-02-07,Kaduna DISCO,329.3,297.0,32.3
2025-02-07,Kano DISCO,440.4,406.9,33.5
2025-02-07,Port Harcourt DISCO,355.3,318.2,37.1
2025-02-07,Yola DISCO,172.3,162.5,9.8
2025-02-08,Abuja DISCO,575.3,503.4,71.9
2025-02-08,Benin DISCO,438.9,391.2,47.7
2025-02-08,Eko DISCO,469.0,459.4,9.5
2025-02-08,Enugu DISCO,425.6,394.7,30.9
2025-02-08,Ibadan DISCO,530.3,478.2,52.1
2025-02-08,Ikeja DISCO,563.9,522.5,41.5
2025-02-08,Jos DISCO,342.6,317.1,25.5
2025-02-08,Kaduna DISCO,394.5,365.3,29.2
2025-02-08,Kano DISCO,442.7,425.7,17.0
2025-02-08,Port Harcourt DISCO,444.7,387.9,56.8
2025-02-08,Yola DISCO,220.6,210.9,9.7
2025-02-09,Abuja DISCO,400.3,378.6,21.7
2025-02-09,Benin DISCO,329.1,309.5,19.6
2025-02-09,Eko DISCO,325.3,322.1,3.3
2025-02-09,Enugu DISCO,352.6,299.2,53.3
2025-02-09,Ibadan DISCO,430.2,411.5,18.7
2025-02-09,Ikeja DISCO,423.0,354.7,68.3
2025-02-09,Jos DISCO,282.9,254.3,28.6
2025-02-09,Kaduna DISCO,274.9,255.0,19.9
2025-02-09,Kano DISCO,349.0,315.1,33.9
2025-02-09,Port Harcourt DISCO,329.1,307.2,21.9
2025-02-09,Yola DISCO,142.4,135.0,7.5
2025-02-10,Abuja DISCO,515.9,437.3,78.6
2025-02-10,Benin DISCO,386.1,377.2,8.8
2025-02-10,Eko DISCO,426.6,380.2,46.4
2025-02-10,Enugu DISCO,398.0,342.0,56.1
2025-02-10,Ibadan DISCO,433.9,348.1,85.8
2025-02-10,Ikeja DISCO,545.0,518.0,27.0
2025-02-10,Jos DISCO,325.8,322.6,3.3
2025-02-10,Kaduna DISCO,365.0,323.9,41.1
2025-02-10,Kano DISCO,486.1,456.4,29.7
2025-02-10,Port Harcourt DISCO,396.7,385.3,11.4
2025-02-10,Yola DISCO,175.1,158.7,16.4
2025-02-11,Abuja DISCO,485.4,472.9,12.4
2025-02-11,Benin DISCO,417.1,378.3,38.8
2025-02-11,Eko DISCO,492.0,478.0,14.0
2025-02-11,Enugu DISCO,415.5,340.1,75.3
2025-02-11,Ibadan DISCO,578.0,572.3,5.8
2025-02-11,Ikeja DISCO,559.0,483.0,76.0
2025-02-11,Jos DISCO,339.2,281.6,57.6
2025-02-11,Kaduna DISCO,411.8,375.4,36.5
2025-02-11,Kano DISCO,451.7,394.6,57.2
2025-02-11,Port Harcourt DISCO,403.6,380.7,22.9
2025-02-11,Yola DISCO,183.3,148.0,35.3
2025-02-12,Abuja DISCO,610.7,524.6,86.2
2025-02-12,Benin DISCO,474.9,453.2,21.6
2025-02-12,Eko DISCO,555.7,510.6,45.1
2025-02-12,Enugu DISCO,438.5,402.8,35.7
2025-02-12,Ibadan DISCO,590.0,542.0,48.0
2025-02-12,Ikeja DISCO,620.7,583.9,36.8
2025-02-12,Jos DISCO,385.0,373.7,11.3
2025-02-12,Kaduna DISCO,451.5,412.8,38.8
2025-02-12,Kano DISCO,536.7,531.4,5.4
2025-02-12,Port Harcourt DISCO,500.0,456.2,43.9
2025-02-12,Yola DISCO,214.3,188.2,26.1
2025-02-13,Abuja DISCO,503.9,497.4,6.5
2025-02-13,Benin DISCO,381.4,324.6,56.8
2025-02-13,Eko DISCO,476.5,439.6,36.9
2025-02-13,Enugu DISCO,407.0,395.7,11.3
2025-02-13,Ibadan DISCO,469.7,427.8,41.8
2025-02-13,Ikeja DISCO,496.0,467.4,28.6
2025-02-13,Jos DISCO,282.6,253.5,29.1
2025-02-13,Kaduna DISCO,362.1,334.0,28.1
2025-02-13,Kano DISCO,454.6,422.8,31.8
2025-02-13,Port Harcourt DISCO,392.5,353.4,39.2
2025-02-13,Yola DISCO,159.7,131.1,28.6
2025-02-14,Abuja DISCO,322.3,302.2,20.1
2025-02-14,Benin DISCO,283.8,267.7,16.1
2025-02-14,Eko DISCO,311.9,284.9,27.0
2025-02-14,Enugu DISCO,256.6,224.8,31.8
2025-02-14,Ibadan DISCO,346.9,300.7,46.2
2025-02-14,Ikeja DISCO,389.1,376.0,13.1
2025-02-14,Jos DISCO,217.1,204.1,13.0
2025-02-14,Kaduna DISCO,246.0,229.4,16.6
2025-02-14,Kano DISCO,310.1,297.8,12.3
2025-02-14,Port Harcourt DISCO,272.8,257.1,15.7
2025-02-14,Yola DISCO,120.0,110.6,9.4
2025-02-15,Abuja DISCO,440.2,414.9,25.3
2025-02-15,Benin DISCO,422.1,408.6,13.5
2025-02-15,Eko DISCO,449.6,435.8,13.8
2025-02-15,Enugu DISCO,377.6,342.1,35.5
2025-02-15,Ibadan DISCO,432.0,405.5,26.5
2025-02-15,Ikeja DISCO,533.3,505.2,28.1
2025-02-15,Jos DISCO,314.1,286.5,27.6
2025-02-15,Kaduna DISCO,328.8,317.6,11.2
2025-02-15,Kano DISCO,454.8,400.7,54.1
2025-02-15,Port Harcourt DISCO,401.3,365.0,36.3
2025-02-15,Yola DISCO,170.8,168.9,1.9
2025-02-16,Abuja DISCO,447.5,409.7,37.8
2025-02-16,Benin DISCO,377.9,316.3,61.6
2025-02-16,Eko DISCO,397.0,369.7,27.2
2025-02-16,Enugu DISCO,367.0,335.8,31.2
2025-02-16,Ibadan DISCO,446.2,432.0,14.2
2025-02-16,Ikeja DISCO,544.1,504.1,40.1
2025-02-16,Jos DISCO,303.2,283.0,20.2
2025-02-16,Kaduna DISCO,341.2,327.4,13.8
2025-02-16,Kano DISCO,467.2,431.3,35.8
2025-02-16,Port Harcourt DISCO,368.1,341.6,26.5
2025-02-16,Yola DISCO,173.8,155.4,18.4
2025-02-17,Abuja DISCO,426.5,405.3,21.2
2025-02-17,Benin DISCO,430.6,388.7,41.9
2025-02-17,Eko DISCO,453.3,406.9,46.4
2025-02-17,Enugu DISCO,426.7,361.9,64.8
2025-02-17,Ibadan DISCO,457.9,424.2,33.7
2025-02-17,Ikeja DISCO,489.1,464.4,24.7
2025-02-17,Jos DISCO,297.0,287.2,9.8
2025-02-17,Kaduna DISCO,331.0,312.4,18.6
2025-02-17,Kano DISCO,432.9,428.6,4.3
2025-02-17,Port Harcourt DISCO,419.1,383.4,35.7
2025-02-17,Yola DISCO,161.6,143.9,17.7
2025-02-18,Abuja DISCO,461.7,420.7,41.0
2025-02-18,Benin DISCO,350.9,342.0,8.8
2025-02-18,Eko DISCO,441.3,399.6,41.7
2025-02-18,Enugu DISCO,371.8,344.6,27.2
2025-02-18,Ibadan DISCO,416.1,389.4,26.7
2025-02-18,Ikeja DISCO,437.3,402.4,34.9
2025-02-18,Jos DISCO,274.3,241.0,33.3
2025-02-18,Kaduna DISCO,335.6,313.8,21.8
2025-02-18,Kano DISCO,386.7,375.7,11.0
2025-02-18,Port Harcourt DISCO,411.9,365.3,46.6
2025-02-18,Yola DISCO,163.4,151.6,11.8
2025-02-19,Abuja DISCO,524.7,505.9,18.8
2025-02-19,Benin DISCO,472.7,403.9,68.8
2025-02-19,Eko DISCO,520.5,436.1,84.4
2025-02-19,Enugu DISCO,433.9,397.0,36.9
2025-02-19,Ibadan DISCO,547.9,534.1,13.8
2025-02-19,Ikeja DISCO,562.8,548.3,14.5
2025-02-19,Jos DISCO,313.5,292.1,21.4
2025-02-19,Kaduna DISCO,412.7,394.3,18.4
2025-02-19,Kano DISCO,459.6,410.8,48.8
2025-02-19,Port Harcourt DISCO,400.4,369.0,31.4
2025-02-19,Yola DISCO,199.2,175.2,24.0
2025-02-20,Abuja DISCO,515.9,459.5,56.4
2025-02-20,Benin DISCO,425.1,401.6,23.5
2025-02-20,Eko DISCO,427.2,390.2,37.0
2025-02-20,Enugu DISCO,429.0,374.5,54.5
2025-02-20,Ibadan DISCO,547.5,521.6,26.0
2025-02-20,Ikeja DISCO,527.4,487.7,39.7
2025-02-20,Jos DISCO,301.1,291.9,9.2
2025-02-20,Kaduna DISCO,397.8,361.3,36.5
2025-02-20,Kano DISCO,495.0,465.7,29.3
2025-02-20,Port Harcourt DISCO,426.4,408.8,17.5
2025-02-20,Yola DISCO,183.0,162.5,20.5
2025-02-21,Abuja DISCO,454.0,426.8,27.2
2025-02-21,Benin DISCO,320.7,305.2,15.5
2025-02-21,Eko DISCO,395.0,354.5,40.5
2025-02-21,Enugu DISCO,340.6,304.3,36.3
2025-02-21,Ibadan DISCO,413.4,399.9,13.4
2025-02-21,Ikeja DISCO,467.2,427.2,40.0
2025-02-21,Jos DISCO,247.2,225.4,21.8
2025-02-21,Kaduna DISCO,302.7,249.7,53.1
2025-02-21,Kano DISCO,421.0,368.9,52.1
2025-02-21,Port Harcourt DISCO,388.0,353.2,34.7
2025-02-21,Yola DISCO,157.7,138.7,19.0
2025-02-22,Abuja DISCO,547.2,525.1,22.1
2025-02-22,Benin DISCO,483.6,409.6,74.0
2025-02-22,Eko DISCO,560.8,515.4,45.5
2025-02-22,Enugu DISCO,486.3,478.9,7.4
2025-02-22,Ibadan DISCO,566.1,541.3,24.8
2025-02-22,Ikeja DISCO,588.0,517.0,71.0
2025-02-22,Jos DISCO,332.7,307.8,24.9
2025-02-22,Kaduna DISCO,416.3,379.0,37.3
2025-02-22,Kano DISCO,460.6,411.4,49.2
2025-02-22,Port Harcourt DISCO,455.8,385.0,70.8
2025-02-22,Yola DISCO,218.3,199.2,19.1
2025-02-23,Abuja DISCO,394.0,351.3,42.7
2025-02-23,Benin DISCO,326.3,277.7,48.7
2025-02-23,Eko DISCO,390.2,385.5,4.7
2025-02-23,Enugu DISCO,336.6,322.3,14.3
2025-02-23,Ibadan DISCO,435.2,404.2,31.1
2025-02-23,Ikeja DISCO,434.5,416.2,18.3
2025-02-23,Jos DISCO,273.2,261.7,11.5
2025-02-23,Kaduna DISCO,316.9,308.4,8.4
2025-02-23,Kano DISCO,386.7,344.7,42.0
2025-02-23,Port Harcourt DISCO,326.8,288.2,38.6
2025-02-23,Yola DISCO,147.1,129.5,17.6
2025-02-24,Abuja DISCO,528.8,442.8,86.0
2025-02-24,Benin DISCO,513.4,444.7,68.7
2025-02-24,Eko DISCO,525.1,498.3,26.7
2025-02-24,Enugu DISCO,485.1,458.2,26.8
2025-02-24,Ibadan DISCO,588.8,486.4,102.4
2025-02-24,Ikeja DISCO,516.4,450.5,66.0
2025-02-24,Jos DISCO,364.7,341.2,23.5
2025-02-24,Kaduna DISCO,457.1,422.7,34.4
2025-02-24,Kano DISCO,509.2,454.9,54.3
2025-02-24,Port Harcourt DISCO,463.0,454.1,8.9
2025-02-24,Yola DISCO,210.4,199.4,11.0
2025-02-25,Abuja DISCO,427.2,423.0,4.3
2025-02-25,Benin DISCO,324.8,289.2,35.7
2025-02-25,Eko DISCO,358.2,348.0,10.2
2025-02-25,Enugu DISCO,322.1,304.2,17.9
2025-02-25,Ibadan DISCO,393.8,339.5,54.2
2025-02-25,Ikeja DISCO,431.0,401.4,29.6
2025-02-25,Jos DISCO,239.4,221.3,18.1
2025-02-25,Kaduna DISCO,268.9,247.1,21.7
2025-02-25,Kano DISCO,348.4,321.6,26.8
2025-02-25,Port Harcourt DISCO,354.2,301.9,52.3
2025-02-25,Yola DISCO,134.3,117.7,16.6
2025-02-26,Abuja DISCO,496.3,455.7,40.6
2025-02-26,Benin DISCO,416.8,389.1,27.7
2025-02-26,Eko DISCO,461.8,416.9,45.0
2025-02-26,Enugu DISCO,421.0,396.4,24.6
2025-02-26,Ibadan DISCO,446.1,412.1,33.9
2025-02-26,Ikeja DISCO,616.8,572.0,44.8
2025-02-26,Jos DISCO,341.0,318.7,22.4
2025-02-26,Kaduna DISCO,380.9,354.5,26.4
2025-02-26,Kano DISCO,495.0,459.7,35.3
2025-02-26,Port Harcourt DISCO,408.3,374.8,33.5
2025-02-26,Yola DISCO,198.2,180.6,17.6
2025-02-27,Abuja DISCO,466.6,405.7,60.9
2025-02-27,Benin DISCO,367.9,325.5,42.4
2025-02-27,Eko DISCO,415.2,362.7,52.5
2025-02-27,Enugu DISCO,377.0,355.5,21.5
2025-02-27,Ibadan DISCO,429.5,393.5,36.0
2025-02-27,Ikeja DISCO,513.6,485.3,28.4
2025-02-27,Jos DISCO,285.2,261.6,23.6
2025-02-27,Kaduna DISCO,355.4,336.1,19.4
2025-02-27,Kano DISCO,416.3,387.8,28.5
2025-02-27,Port Harcourt DISCO,387.0,378.2,8.7
2025-02-27,Yola DISCO,151.9,135.9,16.0
2025-02-28,Abuja DISCO,445.1,428.5,16.6
2025-02-28,Benin DISCO,357.1,338.1,19.0
2025-02-28,Eko DISCO,398.9,357.3,41.6
2025-02-28,Enugu DISCO,321.8,297.9,23.9
2025-02-28,Ibadan DISCO,441.3,424.1,17.2
2025-02-28,Ikeja DISCO,453.0,448.5,4.5
2025-02-28,Jos DISCO,272.5,248.5,24.0
2025-02-28,Kaduna DISCO,328.3,320.8,7.5
2025-02-28,Kano DISCO,391.7,358.1,33.6
2025-02-28,Port Harcourt DISCO,378.0,339.4,38.6
2025-02-28,Yola DISCO,165.9,147.3,18.6
2025-03-01,Abuja DISCO,395.8,351.1,44.8
2025-03-01,Benin DISCO,319.6,311.0,8.6
2025-03-01,Eko DISCO,358.3,337.6,20.7
2025-03-01,Enugu DISCO,284.0,268.9,15.1
2025-03-01,Ibadan DISCO,388.5,361.1,27.3
2025-03-01,Ikeja DISCO,424.9,375.0,49.9
2025-03-01,Jos DISCO,226.2,207.1,19.1
2025-03-01,Kaduna DISCO,287.4,241.9,45.6
2025-03-01,Kano DISCO,356.6,324.6,32.0
2025-03-01,Port Harcourt DISCO,294.5,288.8,5.6
2025-03-01,Yola DISCO,137.6,114.1,23.6
2025-03-02,Abuja DISCO,451.4,361.1,90.3
2025-03-02,Benin DISCO,344.3,310.4,33.9
2025-03-02,Eko DISCO,392.0,369.0,23.0
2025-03-02,Enugu DISCO,316.3,279.3,37.0
2025-03-02,Ibadan DISCO,397.2,386.4,10.8
2025-03-02,Ikeja DISCO,464.4,409.0,55.4
2025-03-02,Jos DISCO,248.9,214.9,33.9
2025-03-02,Kaduna DISCO,303.6,273.5,30.1
2025-03-02,Kano DISCO,364.6,340.6,23.9
2025-03-02,Port Harcourt DISCO,294.9,258.0,36.8
2025-03-02,Yola DISCO,146.5,141.3,5.2
2025-03-03,Abuja DISCO,451.9,425.0,26.9
2025-03-03,Benin DISCO,346.7,312.6,34.1
2025-03-03,Eko DISCO,377.5,347.2,30.4
2025-03-03,Enugu DISCO,313.3,265.4,47.9
2025-03-03,Ibadan DISCO,484.0,458.9,25.1
2025-03-03,Ikeja DISCO,456.1,387.8,68.3
2025-03-03,Jos DISCO,274.8,268.4,6.3
2025-03-03,Kaduna DISCO,295.9,281.4,14.5
2025-03-03,Kano DISCO,396.8,349.6,47.2
2025-03-03,Port Harcourt DISCO,360.0,336.2,23.8
2025-03-03,Yola DISCO,162.5,153.2,9.3
2025-03-04,Abuja DISCO,383.9,336.1,47.7
2025-03-04,Benin DISCO,304.7,268.1,36.6
2025-03-04,Eko DISCO,299.2,278.9,20.3
2025-03-04,Enugu DISCO,306.1,275.9,30.2
2025-03-04,Ibadan DISCO,378.7,342.5,36.2
2025-03-04,Ikeja DISCO,426.6,405.3,21.3
2025-03-04,Jos DISCO,253.6,217.0,36.6
2025-03-04,Kaduna DISCO,249.8,241.9,7.9
2025-03-04,Kano DISCO,330.7,292.6,38.1
2025-03-04,Port Harcourt DISCO,315.9,287.9,28.0
2025-03-04,Yola DISCO,117.4,111.6,5.8
2025-03-05,Abuja DISCO,420.8,376.2,44.6
2025-03-05,Benin DISCO,306.6,299.4,7.3
2025-03-05,Eko DISCO,378.3,336.0,42.3
2025-03-05,Enugu DISCO,334.3,293.6,40.7
2025-03-05,Ibadan DISCO,438.8,416.6,22.2
