year,state,crop,residue_type,crop_production_tonnes,residue_production_tonnes,residue_ratio,energy_content_mj_per_kg,total_energy_potential_gj,current_utilization_rate,available_for_energy_tonnes,available_energy_potential_gj,biogas_potential_m3,sofc_feedstock_potential_tonnes,collection_cost_naira_per_tonne,transportation_cost_naira_per_tonne_km,storage_requirements,seasonal_availability,moisture_content_percent,ash_content_percent,carbon_content_percent,nitrogen_content_percent
2021,Bauchi,Oil Palm,Palm Kernel Shell,17148.12,3429.62,0.2,20.1,68935.43,0.7,1028.89,20680.63,123466.44,761.38,2000.0,12,"Covered storage, excellent keeping quality",Year-round availability with two peaks,7,2,50,0.4
2021,Bauchi,Oil Palm,Empty Fruit Bunches,17148.12,10288.87,0.6,16.8,172853.02,0.4,6173.32,103711.81,1728530.16,3457.06,3500.0,20,Composting or immediate processing,Year-round availability with two peaks,65,4,44,0.9
2021,Bauchi,Oil Palm,Palm Fiber,17148.12,3429.62,0.2,18.3,62762.11,0.3,2400.74,43933.47,480147.27,1608.49,2500.0,15,"Covered storage, moderate keeping quality",Year-round availability with two peaks,45,3,46,0.6
2021,Bayelsa,Oil Palm,Palm Kernel Shell,8819.61,1763.92,0.2,20.1,35454.83,0.7,529.18,10636.45,63501.19,391.59,2000.0,12,"Covered storage, excellent keeping quality",Year-round availability with two peaks,7,2,50,0.4
2021,Bayelsa,Oil Palm,Empty Fruit Bunches,8819.61,5291.77,0.6,16.8,88901.67,0.4,3175.06,53341.0,889016.67,1778.03,3500.0,20,Composting or immediate processing,Year-round availability with two peaks,65,4,44,0.9
2021,Bayelsa,Oil Palm,Palm Fiber,8819.61,1763.92,0.2,18.3,32279.77,0.3,1234.75,22595.84,246949.08,827.28,2500.0,15,"Covered storage, moderate keeping quality",Year-round availability with two peaks,45,3,46,0.6
2021,Benue,Oil Palm,Palm Kernel Shell,15222.54,3044.51,0.2,20.1,61194.61,0.7,913.35,18358.38,109602.29,675.88,2000.0,12,"Covered storage, excellent keeping quality",Year-round availability with two peaks,7,2,50,0.4
2021,Benue,Oil Palm,Empty Fruit Bunches,15222.54,9133.52,0.6,16.8,153443.21,0.4,5480.11,92065.93,1534432.12,3068.86,3500.0,20,Composting or immediate processing,Year-round availability with two peaks,65,4,44,0.9
2021,Benue,Oil Palm,Palm Fiber,15222.54,3044.51,0.2,18.3,55714.5,0.3,2131.16,39000.15,426231.14,1427.87,2500.0,15,"Covered storage, moderate keeping quality",Year-round availability with two peaks,45,3,46,0.6
2021,Borno,Oil Palm,Palm Kernel Shell,16403.42,3280.68,0.2,20.1,65941.74,0.7,984.21,19782.52,118104.61,728.31,1400.0,12,"Covered storage, excellent keeping quality",Year-round availability with two peaks,7,2,50,0.4
2021,Borno,Oil Palm,Empty Fruit Bunches,16403.42,9842.05,0.6,16.8,165346.45,0.4,5905.23,99207.87,1653464.52,3306.93,2450.0,20,Composting or immediate processing,Year-round availability with two peaks,65,4,44,0.9
2021,Borno,Oil Palm,Palm Fiber,16403.42,3280.68,0.2,18.3,60036.51,0.3,2296.48,42025.56,459295.7,1538.64,1750.0,15,"Covered storage, moderate keeping quality",Year-round availability with two peaks,45,3,46,0.6
2021,Cross River,Oil Palm,Palm Kernel Shell,830604.4,166120.88,0.2,20.1,3339029.68,0.7,49836.26,1001708.9,5980351.66,36878.84,2000.0,12,"Covered storage, excellent keeping quality",Year-round availability with two peaks,7,2,50,0.4
2021,Cross River,Oil Palm,Empty Fruit Bunches,830604.4,498362.64,0.6,16.8,8372492.32,0.4,299017.58,5023495.39,83724923.22,167449.85,3500.0,20,Composting or immediate processing,Year-round availability with two peaks,65,4,44,0.9
2021,Cross River,Oil Palm,Palm Fiber,830604.4,166120.88,0.2,18.3,3040012.09,0.3,116284.62,2128008.47,23256923.12,77910.69,2500.0,15,"Covered storage, moderate keeping quality",Year-round availability with two peaks,45,3,46,0.6
2021,Delta,Oil Palm,Palm Kernel Shell,494315.24,98863.05,0.2,20.1,1987147.26,0.7,29658.91,596144.18,3559069.71,21947.6,2000.0,12,"Covered storage, excellent keeping quality",Year-round availability with two peaks,7,2,50,0.4
2021,Delta,Oil Palm,Empty Fruit Bunches,494315.24,296589.14,0.6,16.8,4982697.6,0.4,177953.49,2989618.56,49826975.96,99653.95,3500.0,20,Composting or immediate processing,Year-round availability with two peaks,65,4,44,0.9
2021,Delta,Oil Palm,Palm Fiber,494315.24,98863.05,0.2,18.3,1809193.77,0.3,69204.13,1266435.64,13840826.66,46366.77,2500.0,15,"Covered storage, moderate keeping quality",Year-round availability with two peaks,45,3,46,0.6
2021,Ebonyi,Oil Palm,Palm Kernel Shell,11177.61,2235.52,0.2,20.1,44934.01,0.7,670.66,13480.2,80478.82,496.29,2000.0,12,"Covered storage, excellent keeping quality",Year-round availability with two peaks,7,2,50,0.4
2021,Ebonyi,Oil Palm,Empty Fruit Bunches,11177.61,6706.57,0.6,16.8,112670.35,0.4,4023.94,67602.21,1126703.46,2253.41,3500.0,20,Composting or immediate processing,Year-round availability with two peaks,65,4,44,0.9
2021,Ebonyi,Oil Palm,Palm Fiber,11177.61,2235.52,0.2,18.3,40910.07,0.3,1564.87,28637.05,312973.18,1048.46,2500.0,15,"Covered storage, moderate keeping quality",Year-round availability with two peaks,45,3,46,0.6
2021,Edo,Oil Palm,Palm Kernel Shell,375818.92,75163.78,0.2,20.1,1510792.07,0.7,22549.14,453237.62,2705896.24,16686.36,2000.0,12,"Covered storage, excellent keeping quality",Year-round availability with two peaks,7,2,50,0.4
2021,Edo,Oil Palm,Empty Fruit Bunches,375818.92,225491.35,0.6,16.8,3788254.74,0.4,135294.81,2272952.84,37882547.4,75765.09,3500.0,20,Composting or immediate processing,Year-round availability with two peaks,65,4,44,0.9
2021,Edo,Oil Palm,Palm Fiber,375818.92,75163.78,0.2,18.3,1375497.26,0.3,52614.65,962848.08,10522929.83,35251.81,2500.0,15,"Covered storage, moderate keeping quality",Year-round availability with two peaks,45,3,46,0.6
2021,Ekiti,Oil Palm,Palm Kernel Shell,18942.94,3788.59,0.2,20.1,76150.61,0.7,1136.58,22845.18,136389.15,841.07,2000.0,12,"Covered storage, excellent keeping quality",Year-round availability with two peaks,7,2,50,0.4
2021,Ekiti,Oil Palm,Empty Fruit Bunches,18942.94,11365.76,0.6,16.8,190944.81,0.4,6819.46,114566.88,1909448.07,3818.9,3500.0,20,Composting or immediate processing,Year-round availability with two peaks,65,4,44,0.9
2021,Ekiti,Oil Palm,Palm Fiber,18942.94,3788.59,0.2,18.3,69331.15,0.3,2652.01,48531.81,530402.24,1776.85,2500.0,15,"Covered storage, moderate keeping quality",Year-round availability with two peaks,45,3,46,0.6
2021,Enugu,Oil Palm,Palm Kernel Shell,17459.29,3491.86,0.2,20.1,70186.35,0.7,1047.56,21055.91,125706.9,775.19,2000.0,12,"Covered storage, excellent keeping quality",Year-round availability with two peaks,7,2,50,0.4
2021,Enugu,Oil Palm,Empty Fruit Bunches,17459.29,10475.57,0.6,16.8,175989.65,0.4,6285.34,105593.79,1759896.54,3519.79,3500.0,20,Composting or immediate processing,Year-round availability with two peaks,65,4,44,0.9
2021,Enugu,Oil Palm,Palm Fiber,17459.29,3491.86,0.2,18.3,63901.01,0.3,2444.3,44730.7,488860.15,1637.68,2500.0,15,"Covered storage, moderate keeping quality",Year-round availability with two peaks,45,3,46,0.6
2021,FCT,Oil Palm,Palm Kernel Shell,19475.4,3895.08,0.2,20.1,78291.12,0.8,779.02,15658.22,93481.94,576.47,2600.0,12,"Covered storage, excellent keeping quality",Year-round availability with two peaks,7,2,50,0.4
2021,FCT,Oil Palm,Empty Fruit Bunches,19475.4,11685.24,0.6,16.8,196312.07,0.52,5608.92,94229.79,1570496.55,3140.99,4550.0,20,Composting or immediate processing,Year-round availability with two peaks,65,4,44,0.9
2021,FCT,Oil Palm,Palm Fiber,19475.4,3895.08,0.2,18.3,71279.98,0.39,2376.0,43480.79,475199.85,1591.92,3250.0,15,"Covered storage, moderate keeping quality",Year-round availability with two peaks,45,3,46,0.6
2021,Gombe,Oil Palm,Palm Kernel Shell,6864.46,1372.89,0.2,20.1,27595.12,0.7,411.87,8278.54,49424.1,304.78,2000.0,12,"Covered storage, excellent keeping quality",Year-round availability with two peaks,7,2,50,0.4
2021,Gombe,Oil Palm,Empty Fruit Bunches,6864.46,4118.68,0.6,16.8,69193.74,0.4,2471.21,41516.24,691937.4,1383.87,3500.0,20,Composting or immediate processing,Year-round availability with two peaks,65,4,44,0.9
2021,Gombe,Oil Palm,Palm Fiber,6864.46,1372.89,0.2,18.3,25123.92,0.3,961.02,17586.74,192204.83,643.89,2500.0,15,"Covered storage, moderate keeping quality",Year-round availability with two peaks,45,3,46,0.6
2021,Imo,Oil Palm,Palm Kernel Shell,15963.01,3192.6,0.2,20.1,64171.31,0.7,957.78,19251.39,114933.69,708.76,2000.0,12,"Covered storage, excellent keeping quality",Year-round availability with two peaks,7,2,50,0.4
2021,Imo,Oil Palm,Empty Fruit Bunches,15963.01,9577.81,0.6,16.8,160907.16,0.4,5746.68,96544.3,1609071.62,3218.14,3500.0,20,Composting or immediate processing,Year-round availability with two peaks,65,4,44,0.9
2021,Imo,Oil Palm,Palm Fiber,15963.01,3192.6,0.2,18.3,58424.62,0.3,2234.82,40897.24,446964.34,1497.33,2500.0,15,"Covered storage, moderate keeping quality",Year-round availability with two peaks,45,3,46,0.6
2021,Jigawa,Oil Palm,Palm Kernel Shell,19075.11,3815.02,0.2,20.1,76681.93,0.7,1144.51,23004.58,137340.77,846.93,2000.0,12,"Covered storage, excellent keeping quality",Year-round availability with two peaks,7,2,50,0.4
2021,Jigawa,Oil Palm,Empty Fruit Bunches,19075.11,11445.06,0.6,16.8,192277.08,0.4,6867.04,115366.25,1922770.77,3845.54,3500.0,20,Composting or immediate processing,Year-round availability with two peaks,65,4,44,0.9
2021,Jigawa,Oil Palm,Palm Fiber,19075.11,3815.02,0.2,18.3,69814.89,0.3,2670.51,48870.42,534102.99,1789.25,2500.0,15,"Covered storage, moderate keeping quality",Year-round availability with two peaks,45,3,46,0.6
2021,Kaduna,Oil Palm,Palm Kernel Shell,7718.5,1543.7,0.2,20.1,31028.35,0.7,463.11,9308.51,55573.17,342.7,2200.0,12,"Covered storage, excellent keeping quality",Year-round availability with two peaks,7,2,50,0.4
2021,Kaduna,Oil Palm,Empty Fruit Bunches,7718.5,4631.1,0.6,16.8,77802.44,0.4,2778.66,46681.46,778024.4,1556.05,3850.0,20,Composting or immediate processing,Year-round availability with two peaks,65,4,44,0.9
2021,Kaduna,Oil Palm,Palm Fiber,7718.5,1543.7,0.2,18.3,28249.7,0.3,1080.59,19774.79,216117.89,723.99,2750.0,15,"Covered storage, moderate keeping quality",Year-round availability with two peaks,45,3,46,0.6
2021,Kano,Oil Palm,Palm Kernel Shell,5997.44,1199.49,0.2,20.1,24109.72,0.8,239.9,4821.94,28787.73,177.52,2200.0,12,"Covered storage, excellent keeping quality",Year-round availability with two peaks,7,2,50,0.4
2021,Kano,Oil Palm,Empty Fruit Bunches,5997.44,3598.47,0.6,16.8,60454.24,0.52,1727.26,29018.03,483633.89,967.27,3850.0,20,Composting or immediate processing,Year-round availability with two peaks,65,4,44,0.9
2021,Kano,Oil Palm,Palm Fiber,5997.44,1199.49,0.2,18.3,21950.65,0.39,731.69,13389.89,146337.63,490.23,2750.0,15,"Covered storage, moderate keeping quality",Year-round availability with two peaks,45,3,46,0.6
2021,Katsina,Oil Palm,Palm Kernel Shell,16116.81,3223.36,0.2,20.1,64789.58,0.7,967.01,19436.87,116041.03,715.59,2000.0,12,"Covered storage, excellent keeping quality",Year-round availability with two peaks,7,2,50,0.4
2021,Katsina,Oil Palm,Empty Fruit Bunches,16116.81,9670.09,0.6,16.8,162457.44,0.4,5802.05,97474.47,1624574.42,3249.15,3500.0,20,Composting or immediate processing,Year-round availability with two peaks,65,4,44,0.9
2021,Katsina,Oil Palm,Palm Fiber,16116.81,3223.36,0.2,18.3,58987.52,0.3,2256.35,41291.27,451270.67,1511.76,2500.0,15,"Covered storage, moderate keeping quality",Year-round availability with two peaks,45,3,46,0.6
2021,Kebbi,Oil Palm,Palm Kernel Shell,13617.1,2723.42,0.2,20.1,54740.73,0.7,817.03,16422.22,98043.1,604.6,1800.0,12,"Covered storage, excellent keeping quality",Year-round availability with two peaks,7,2,50,0.4
2021,Kebbi,Oil Palm,Empty Fruit Bunches,13617.1,8170.26,0.6,16.8,137260.33,0.4,4902.15,82356.2,1372603.35,2745.21,3150.0,20,Composting or immediate processing,Year-round availability with two peaks,65,4,44,0.9
2021,Kebbi,Oil Palm,Palm Fiber,13617.1,2723.42,0.2,18.3,49838.57,0.3,1906.39,34887.0,381278.71,1277.28,2250.0,15,"Covered storage, moderate keeping quality",Year-round availability with two peaks,45,3,46,0.6
2021,Kogi,Oil Palm,Palm Kernel Shell,17627.43,3525.49,0.2,20.1,70862.28,0.7,1057.65,21258.68,126917.51,782.66,2000.0,12,"Covered storage, excellent keeping quality",Year-round availability with two peaks,7,2,50,0.4
2021,Kogi,Oil Palm,Empty Fruit Bunches,17627.43,10576.46,0.6,16.8,177684.51,0.4,6345.88,106610.71,1776845.11,3553.69,3500.0,20,Composting or immediate processing,Year-round availability with two peaks,65,4,44,0.9
2021,Kogi,Oil Palm,Palm Fiber,17627.43,3525.49,0.2,18.3,64516.4,0.3,2467.84,45161.48,493568.09,1653.45,2500.0,15,"Covered storage, moderate keeping quality",Year-round availability with two peaks,45,3,46,0.6
2021,Kwara,Oil Palm,Palm Kernel Shell,7096.59,1419.32,0.2,20.1,28528.27,0.7,425.8,8558.48,51095.42,315.09,2000.0,12,"Covered storage, excellent keeping quality",Year-round availability with two peaks,7,2,50,0.4
2021,Kwara,Oil Palm,Empty Fruit Bunches,7096.59,4257.95,0.6,16.8,71533.58,0.4,2554.77,42920.15,715335.83,1430.67,3500.0,20,Composting or immediate processing,Year-round availability with two peaks,65,4,44,0.9
2021,Kwara,Oil Palm,Palm Fiber,7096.59,1419.32,0.2,18.3,25973.5,0.3,993.52,18181.45,198704.4,665.66,2500.0,15,"Covered storage, moderate keeping quality",Year-round availability with two peaks,45,3,46,0.6
2021,Lagos,Oil Palm,Palm Kernel Shell,16929.01,3385.8,0.2,20.1,68054.62,0.8,677.16,13610.92,81259.25,501.1,2800.0,12,"Covered storage, excellent keeping quality",Year-round availability with two peaks,7,2,50,0.4
2021,Lagos,Oil Palm,Empty Fruit Bunches,16929.01,10157.41,0.6,16.8,170644.42,0.52,4875.55,81909.32,1365155.34,2730.31,4900.0,20,Composting or immediate processing,Year-round availability with two peaks,65,4,44,0.9
2021,Lagos,Oil Palm,Palm Fiber,16929.01,3385.8,0.2,18.3,61960.18,0.39,2065.34,37795.71,413067.84,1383.78,3500.0,15,"Covered storage, moderate keeping quality",Year-round availability with two peaks,45,3,46,0.6
2021,Nasarawa,Oil Palm,Palm Kernel Shell,8024.41,1604.88,0.2,20.1,32258.13,0.7,481.46,9677.44,57775.75,356.28,2000.0,12,"Covered storage, excellent keeping quality",Year-round availability with two peaks,7,2,50,0.4
2021,Nasarawa,Oil Palm,Empty Fruit Bunches,8024.41,4814.65,0.6,16.8,80886.05,0.4,2888.79,48531.63,808860.51,1617.72,3500.0,20,Composting or immediate processing,Year-round availability with two peaks,65,4,44,0.9
2021,Nasarawa,Oil Palm,Palm Fiber,8024.41,1604.88,0.2,18.3,29369.34,0.3,1123.42,20558.54,224683.47,752.69,2500.0,15,"Covered storage, moderate keeping quality",Year-round availability with two peaks,45,3,46,0.6
2021,Niger,Oil Palm,Palm Kernel Shell,7454.84,1490.97,0.2,20.1,29968.45,0.7,447.29,8990.54,53674.84,330.99,2000.0,12,"Covered storage, excellent keeping quality",Year-round availability with two peaks,7,2,50,0.4
2021,Niger,Oil Palm,Empty Fruit Bunches,7454.84,4472.9,0.6,16.8,75144.78,0.4,2683.74,45086.87,751447.79,1502.9,3500.0,20,Composting or immediate processing,Year-round availability with two peaks,65,4,44,0.9
2021,Niger,Oil Palm,Palm Fiber,7454.84,1490.97,0.2,18.3,27284.71,0.3,1043.68,19099.3,208735.5,699.26,2500.0,15,"Covered storage, moderate keeping quality",Year-round availability with two peaks,45,3,46,0.6
2021,Ogun,Oil Palm,Palm Kernel Shell,7463.99,1492.8,0.2,20.1,30005.23,0.8,298.56,6001.05,35827.14,220.93,2000.0,12,"Covered storage, excellent keeping quality",Year-round availability with two peaks,7,2,50,0.4
2021,Ogun,Oil Palm,Empty Fruit Bunches,7463.99,4478.39,0.6,16.8,75236.99,0.52,2149.63,36113.75,601895.91,1203.79,3500.0,20,Composting or immediate processing,Year-round availability with two peaks,65,4,44,0.9
2021,Ogun,Oil Palm,Palm Fiber,7463.99,1492.8,0.2,18.3,27318.19,0.39,910.61,16664.1,182121.28,610.11,2500.0,15,"Covered storage, moderate keeping quality",Year-round availability with two peaks,45,3,46,0.6
2021,Ondo,Oil Palm,Palm Kernel Shell,337748.97,67549.79,0.2,20.1,1357750.85,0.7,20264.94,407325.25,2431792.56,14996.05,2000.0,12,"Covered storage, excellent keeping quality",Year-round availability with two peaks,7,2,50,0.4
2021,Ondo,Oil Palm,Empty Fruit Bunches,337748.97,202649.38,0.6,16.8,3404509.58,0.4,121589.63,2042705.75,34045095.82,68090.19,3500.0,20,Composting or immediate processing,Year-round availability with two peaks,65,4,44,0.9
2021,Ondo,Oil Palm,Palm Fiber,337748.97,67549.79,0.2,18.3,1236161.22,0.3,47284.86,865312.85,9456971.06,31680.85,2500.0,15,"Covered storage, moderate keeping quality",Year-round availability with two peaks,45,3,46,0.6
2021,Osun,Oil Palm,Palm Kernel Shell,14977.96,2995.59,0.2,20.1,60211.39,0.7,898.68,18063.42,107841.3,665.02,2000.0,12,"Covered storage, excellent keeping quality",Year-round availability with two peaks,7,2,50,0.4
2021,Osun,Oil Palm,Empty Fruit Bunches,14977.96,8986.77,0.6,16.8,150977.82,0.4,5392.06,90586.69,1509778.2,3019.56,3500.0,20,Composting or immediate processing,Year-round availability with two peaks,65,4,44,0.9
2021,Osun,Oil Palm,Palm Fiber,14977.96,2995.59,0.2,18.3,54819.33,0.3,2096.91,38373.53,419382.83,1404.93,2500.0,15,"Covered storage, moderate keeping quality",Year-round availability with two peaks,45,3,46,0.6
2021,Oyo,Oil Palm,Palm Kernel Shell,12845.98,2569.2,0.2,20.1,51640.85,0.7,770.76,15492.25,92491.07,570.36,2000.0,12,"Covered storage, excellent keeping quality",Year-round availability with two peaks,7,2,50,0.4
2021,Oyo,Oil Palm,Empty Fruit Bunches,12845.98,7707.59,0.6,16.8,129487.49,0.4,4624.55,77692.5,1294874.92,2589.75,3500.0,20,Composting or immediate processing,Year-round availability with two peaks,65,4,44,0.9
2021,Oyo,Oil Palm,Palm Fiber,12845.98,2569.2,0.2,18.3,47016.29,0.3,1798.44,32911.4,359687.48,1204.95,2500.0,15,"Covered storage, moderate keeping quality",Year-round availability with two peaks,45,3,46,0.6
2021,Plateau,Oil Palm,Palm Kernel Shell,10382.46,2076.49,0.2,20.1,41737.48,0.7,622.95,12521.24,74753.69,460.98,2000.0,12,"Covered storage, excellent keeping quality",Year-round availability with two peaks,7,2,50,0.4
2021,Plateau,Oil Palm,Empty Fruit Bunches,10382.46,6229.47,0.6,16.8,104655.17,0.4,3737.68,62793.1,1046551.69,2093.1,3500.0,20,Composting or immediate processing,Year-round availability with two peaks,65,4,44,0.9
2021,Plateau,Oil Palm,Palm Fiber,10382.46,2076.49,0.2,18.3,37999.79,0.3,1453.54,26599.86,290708.8,973.87,2500.0,15,"Covered storage, moderate keeping quality",Year-round availability with two peaks,45,3,46,0.6
2021,Rivers,Oil Palm,Palm Kernel Shell,690528.13,138105.63,0.2,20.1,2775923.08,0.8,27621.13,555184.62,3314535.02,20439.63,2400.0,12,"Covered storage, excellent keeping quality",Year-round availability with two peaks,7,2,50,0.4
2021,Rivers,Oil Palm,Empty Fruit Bunches,690528.13,414316.88,0.6,16.8,6960523.55,0.52,198872.1,3341051.3,55684188.39,111368.38,4200.0,20,Composting or immediate processing,Year-round availability with two peaks,65,4,44,0.9
2021,Rivers,Oil Palm,Palm Fiber,690528.13,138105.63,0.2,18.3,2527332.96,0.39,84244.43,1541673.1,16848886.37,56443.77,3000.0,15,"Covered storage, moderate keeping quality",Year-round availability with two peaks,45,3,46,0.6
2021,Sokoto,Oil Palm,Palm Kernel Shell,10886.68,2177.34,0.2,20.1,43764.44,0.7,653.2,13129.33,78384.07,483.37,1800.0,12,"Covered storage, excellent keeping quality",Year-round availability with two peaks,7,2,50,0.4
2021,Sokoto,Oil Palm,Empty Fruit Bunches,10886.68,6532.01,0.6,16.8,109737.7,0.4,3919.2,65842.62,1097377.0,2194.75,3150.0,20,Composting or immediate processing,Year-round availability with two peaks,65,4,44,0.9
2021,Sokoto,Oil Palm,Palm Fiber,10886.68,2177.34,0.2,18.3,39845.24,0.3,1524.13,27891.67,304826.95,1021.17,2250.0,15,"Covered storage, moderate keeping quality",Year-round availability with two peaks,45,3,46,0.6
2021,Taraba,Oil Palm,Palm Kernel Shell,17248.99,3449.8,0.2,20.1,69340.95,0.7,1034.94,20802.28,124192.74,765.86,2000.0,12,"Covered storage, excellent keeping quality",Year-round availability with two peaks,7,2,50,0.4
2021,Taraba,Oil Palm,Empty Fruit Bunches,17248.99,10349.39,0.6,16.8,173869.84,0.4,6209.64,104321.9,1738698.35,3477.4,3500.0,20,Composting or immediate processing,Year-round availability with two peaks,65,4,44,0.9
2021,Taraba,Oil Palm,Palm Fiber,17248.99,3449.8,0.2,18.3,63131.31,0.3,2414.86,44191.92,482971.76,1617.96,2500.0,15,"Covered storage, moderate keeping quality",Year-round availability with two peaks,45,3,46,0.6
2021,Yobe,Oil Palm,Palm Kernel Shell,11587.02,2317.4,0.2,20.1,46579.83,0.7,695.22,13973.95,83426.57,514.46,1600.0,12,"Covered storage, excellent keeping quality",Year-round availability with two peaks,7,2,50,0.4
2021,Yobe,Oil Palm,Empty Fruit Bunches,11587.02,6952.21,0.6,16.8,116797.2,0.4,4171.33,70078.32,1167971.98,2335.94,2800.0,20,Composting or immediate processing,Year-round availability with two peaks,65,4,44,0.9
2021,Yobe,Oil Palm,Palm Fiber,11587.02,2317.4,0.2,18.3,42408.51,0.3,1622.18,29685.95,324436.66,1086.86,2000.0,15,"Covered storage, moderate keeping quality",Year-round availability with two peaks,45,3,46,0.6
2021,Zamfara,Oil Palm,Palm Kernel Shell,10654.17,2130.83,0.2,20.1,42829.75,0.7,639.25,12848.92,76710.0,473.04,1600.0,12,"Covered storage, excellent keeping quality",Year-round availability with two peaks,7,2,50,0.4
2021,Zamfara,Oil Palm,Empty Fruit Bunches,10654.17,6392.5,0.6,16.8,107394.0,0.4,3835.5,64436.4,1073939.98,2147.88,2800.0,20,Composting or immediate processing,Year-round availability with two peaks,65,4,44,0.9
2021,Zamfara,Oil Palm,Palm Fiber,10654.17,2130.83,0.2,18.3,38994.25,0.3,1491.58,27295.97,298316.66,999.36,2000.0,15,"Covered storage, moderate keeping quality",Year-round availability with two peaks,45,3,46,0.6
2022,Abia,Rice,Rice Husk,11940.2,2388.04,0.2,16.5,39402.65,0.15,2029.83,33492.25,304475.02,1319.39,5000.0,25,"Covered shed, dry storage","Peak: May-October, Limited: November-April",12,18,38,0.5
2022,Abia,Rice,Rice Straw,11940.2,9552.16,0.8,14.2,135640.64,0.05,9074.55,128858.6,1814909.91,5444.73,8000.0,30,"Covered storage, baling required","Peak: May-October, Limited: November-April",15,12,42,0.8
2022,Adamawa,Rice,Rice Husk,9520.67,1904.13,0.2,16.5,31418.2,0.15,1618.51,26705.47,242777.04,1052.03,5000.0,25,"Covered shed, dry storage","Peak: May-October, Limited: November-April",12,18,38,0.5
2022,Adamawa,Rice,Rice Straw,9520.67,7616.53,0.8,14.2,108154.79,0.05,7235.71,102747.05,1447141.55,4341.42,8000.0,30,"Covered storage, baling required","Peak: May-October, Limited: November-April",15,12,42,0.8
2022,Akwa Ibom,Rice,Rice Husk,16214.14,3242.83,0.2,16.5,53506.66,0.15,2756.4,45480.66,413460.59,1791.66,5000.0,25,"Covered shed, dry storage","Peak: May-October, Limited: November-April",12,18,38,0.5
2022,Akwa Ibom,Rice,Rice Straw,16214.14,12971.31,0.8,14.2,184192.64,0.05,12322.75,174983.01,2464549.39,7393.65,8000.0,30,"Covered storage, baling required","Peak: May-October, Limited: November-April",15,12,42,0.8
2022,Anambra,Rice,Rice Husk,12540.81,2508.16,0.2,16.5,41384.66,0.15,2131.94,35176.96,319790.55,1385.76,5000.0,25,"Covered shed, dry storage","Peak: May-October, Limited: November-April",12,18,38,0.5
2022,Anambra,Rice,Rice Straw,12540.81,10032.64,0.8,14.2,142463.55,0.05,9531.01,135340.38,1906202.49,5718.61,8000.0,30,"Covered storage, baling required","Peak: May-October, Limited: November-April",15,12,42,0.8
2022,Bauchi,Rice,Rice Husk,8483.19,1696.64,0.2,16.5,27994.53,0.15,1442.14,23795.35,216321.36,937.39,5000.0,25,"Covered shed, dry storage","Peak: May-October, Limited: November-April",12,18,38,0.5
2022,Bauchi,Rice,Rice Straw,8483.19,6786.55,0.8,14.2,96369.04,0.05,6447.22,91550.59,1289444.94,3868.33,8000.0,30,"Covered storage, baling required","Peak: May-October, Limited: November-April",15,12,42,0.8
2022,Bayelsa,Rice,Rice Husk,18493.62,3698.72,0.2,16.5,61028.94,0.15,3143.92,51874.6,471587.27,2043.54,5000.0,25,"Covered shed, dry storage","Peak: May-October, Limited: November-April",12,18,38,0.5
2022,Bayelsa,Rice,Rice Straw,18493.62,14794.89,0.8,14.2,210087.51,0.05,14055.15,199583.13,2811030.03,8433.09,8000.0,30,"Covered storage, baling required","Peak: May-October, Limited: November-April",15,12,42,0.8
2022,Benue,Rice,Rice Husk,333744.77,66748.95,0.2,16.5,1101357.74,0.15,56736.61,936154.08,8510491.66,36878.8,5000.0,25,"Covered shed, dry storage","Peak: May-October, Limited: November-April",12,18,38,0.5
2022,Benue,Rice,Rice Straw,333744.77,266995.82,0.8,14.2,3791340.6,0.05,253646.03,3601773.57,50729205.19,152187.62,8000.0,30,"Covered storage, baling required","Peak: May-October, Limited: November-April",15,12,42,0.8
2022,Borno,Rice,Rice Husk,13153.29,2630.66,0.2,16.5,43405.87,0.15,2236.06,36894.99,335408.97,1453.44,3500.0,25,"Covered shed, dry storage","Peak: May-October, Limited: November-April",12,18,38,0.5
2022,Borno,Rice,Rice Straw,13153.29,10522.63,0.8,14.2,149421.41,0.05,9996.5,141950.34,1999300.52,5997.9,5600.0,30,"Covered storage, baling required","Peak: May-October, Limited: November-April",15,12,42,0.8
2022,Cross River,Rice,Rice Husk,348776.65,69755.33,0.2,16.5,1150962.96,0.15,59292.03,978318.51,8893804.66,38539.82,5000.0,25,"Covered shed, dry storage","Peak: May-October, Limited: November-April",12,18,38,0.5
2022,Cross River,Rice,Rice Straw,348776.65,279021.32,0.8,14.2,3962102.78,0.05,265070.26,3763997.64,53014051.3,159042.15,8000.0,30,"Covered storage, baling required","Peak: May-October, Limited: November-April",15,12,42,0.8
2022,Delta,Rice,Rice Husk,14363.57,2872.71,0.2,16.5,47399.78,0.15,2441.81,40289.81,366271.03,1587.17,5000.0,25,"Covered shed, dry storage","Peak: May-October, Limited: November-April",12,18,38,0.5
2022,Delta,Rice,Rice Straw,14363.57,11490.86,0.8,14.2,163170.15,0.05,10916.31,155011.65,2183262.63,6549.79,8000.0,30,"Covered storage, baling required","Peak: May-October, Limited: November-April",15,12,42,0.8
2022,Ebonyi,Rice,Rice Husk,6753.47,1350.69,0.2,16.5,22286.45,0.15,1148.09,18943.49,172213.5,746.26,5000.0,25,"Covered shed, dry storage","Peak: May-October, Limited: November-April",12,18,38,0.5
