year,state,livestock_type,population,daily_manure_per_animal_kg,total_daily_manure_tonnes,annual_manure_tonnes,collection_efficiency_percent,collectible_manure_tonnes,biogas_yield_m3_per_kg,annual_biogas_potential_m3,methane_content_percent,annual_methane_potential_m3,sofc_potential_mwh_per_year,manure_collection_cost_naira_per_tonne,biogas_plant_investment_naira_per_m3,land_requirement_hectares,water_requirement_liters_per_day,feed_requirement_tonnes_per_year
2021,Jigawa,Sheep,1440681,2.0,2881.36,1051697.5,25.0,262924.37,0.038,9991126.22,59,5894764.47,35200.23,10000.0,92448.69980253575,216102.22543770852,11525452.023344455,864408.9017508341
2021,Kaduna,Sheep,1068557,2.0,2137.12,780047.12,32.5,253515.31,0.038,9633581.94,59,5683813.35,33940.55,10000.0,104231.16997810762,160283.65500619588,8548461.600330448,641134.6200247835
2021,Kano,Sheep,1529428,2.0,3058.86,1116482.64,32.5,362856.86,0.038,13788560.55,59,8135250.73,48579.16,14000.0,88715.7021701996,229414.240221796,12235426.145162454,917656.960887184
2021,Katsina,Sheep,2070526,2.0,4141.05,1511484.13,25.0,377871.03,0.038,14359099.26,59,8471868.56,50589.25,10000.0,98160.0648478446,310578.9313966773,16564209.674489455,1242315.725586709
2021,Kebbi,Sheep,2174924,2.0,4349.85,1587694.93,25.0,396923.73,0.038,15083101.82,59,8899030.07,53140.02,10000.0,85622.11870313443,326238.6839458613,17399396.477112602,1304954.7357834452
2021,Kogi,Sheep,205805,2.0,411.61,150237.75,25.0,37559.44,0.038,1427258.67,59,842082.61,5028.45,10000.0,81101.46879477862,30870.771420290992,1646441.1424155196,123483.08568116397
2021,Kwara,Sheep,258281,2.0,516.56,188545.48,25.0,47136.37,0.038,1791182.09,59,1056797.43,6310.6,10000.0,118560.6962847081,38742.22261262688,2066251.8726734337,154968.89045050752
2021,Lagos,Sheep,30243,2.0,60.49,22077.4,32.5,7175.15,0.038,272655.84,59,160866.94,960.61,14000.0,81559.84050299646,4536.451195021211,241944.0637344646,18145.804780084844
2021,Nasarawa,Sheep,329853,2.0,659.71,240793.11,25.0,60198.28,0.038,2287534.59,59,1349645.41,8059.33,10000.0,95519.47039787479,49478.037236839235,2638828.6526314258,197912.14894735694
2021,Niger,Sheep,865646,2.0,1731.29,631921.75,25.0,157980.44,0.038,6003256.62,59,3541921.41,21150.37,10000.0,80934.08385312743,129846.93482961044,6925169.857579224,519387.7393184418
2021,Ogun,Sheep,162732,2.0,325.46,118794.63,32.5,38608.26,0.038,1467113.71,59,865597.09,5168.86,10000.0,98340.92035527562,24409.85602318462,1301858.9879031798,97639.42409273848
2021,Ondo,Sheep,118620,2.0,237.24,86592.61,25.0,21648.15,0.038,822629.8,59,485351.58,2898.25,10000.0,116003.32732065923,17793.002176832808,948960.1160977498,71172.00870733123
2021,Osun,Sheep,95277,2.0,190.55,69552.29,25.0,17388.07,0.038,660746.74,59,389840.58,2327.91,10000.0,118236.75315821277,14291.566220780827,762216.8651083108,57166.26488312331
2021,Oyo,Sheep,178848,2.0,357.7,130559.4,25.0,32639.85,0.038,1240314.29,59,731785.43,4369.81,10000.0,115536.14689234726,26827.273722600516,1430787.9318720275,107309.09489040206
2021,Plateau,Sheep,424564,2.0,849.13,309932.34,25.0,77483.08,0.038,2944357.22,59,1737170.76,10373.41,10000.0,113068.2943896595,63684.72709846367,3396518.7785847294,254738.90839385468
2021,Rivers,Sheep,56595,2.0,113.19,41314.36,32.5,13427.17,0.038,510232.37,59,301037.1,1797.62,14000.0,91536.21751274983,8489.2523766498,452760.12675465597,33957.0095065992
2021,Sokoto,Sheep,2518238,2.0,5036.48,1838314.32,25.0,459578.58,0.038,17463986.04,59,10303751.77,61528.24,10000.0,95579.27579609682,377735.8192546724,20145910.360249195,1510943.2770186896
2021,Taraba,Sheep,711330,2.0,1422.66,519271.29,25.0,129817.82,0.038,4933077.25,59,2910515.58,17379.97,10000.0,93615.48417018022,106699.57999945439,5690644.266637567,426798.31999781757
2021,Yobe,Sheep,1162346,2.0,2324.69,848513.26,25.0,212128.32,0.038,8060876.01,59,4755916.85,28399.67,10000.0,86165.80172713948,174352.0406925089,9298775.503600474,697408.1627700356
2021,Zamfara,Sheep,1694812,2.0,3389.63,1237213.26,25.0,309303.31,0.038,11753525.96,59,6934580.32,41409.43,10000.0,101668.19249640015,254221.90255944937,13558501.4698373,1016887.6102377975
2021,Abia,Poultry,4350961,0.15,652.64,238215.14,80.0,190572.11,0.08,15245768.64,65,9909749.62,59175.48,3000.0,113345.99847750342,4350.961370806715,1305288.4112420145,174038.45483226862
2021,Adamawa,Poultry,586924,0.15,88.04,32134.11,80.0,25707.29,0.08,2056583.21,65,1336779.09,7982.5,3000.0,92093.32997405974,586.924432417116,176077.3297251348,23476.97729668464
2021,Akwa Ibom,Poultry,3106893,0.15,466.03,170102.44,80.0,136081.95,0.08,10886555.95,65,7076261.37,42255.47,3000.0,87784.95346819487,3106.8938209686003,932068.1462905799,124275.752838744
2021,Anambra,Poultry,4462848,0.15,669.43,244340.96,80.0,195472.76,0.08,15637821.19,65,10164583.77,60697.2,3000.0,93697.91915338853,4462.848512489285,1338854.5537467855,178513.9404995714
2021,Bauchi,Poultry,818192,0.15,122.73,44796.06,80.0,35836.85,0.08,2866947.87,65,1863516.11,11127.87,3000.0,118656.69543465629,818.1928841542721,245457.8652462816,32727.715366170883
2021,Bayelsa,Poultry,330167,0.15,49.53,18076.66,80.0,14461.32,0.08,1156905.98,65,751988.89,4490.46,3000.0,93891.0815612203,330.16723217760295,99050.16965328089,13206.689287104118
2021,Benue,Poultry,1755809,0.15,263.37,96130.58,80.0,76904.46,0.08,6152356.85,65,3999031.95,23879.98,3000.0,85567.86805382781,1755.8096029034216,526742.8808710264,70232.38411613686
2021,Borno,Poultry,530001,0.15,79.5,29017.58,80.0,23214.07,0.08,1857125.22,65,1207131.39,7208.31,3000.0,105049.37285684256,530.0014899144762,159000.44697434283,21200.05959657905
2021,Cross River,Poultry,3473869,0.15,521.08,190194.35,80.0,152155.48,0.08,12172438.16,65,7912084.8,47246.54,3000.0,96071.15202617297,3473.8693382337206,1042160.8014701161,138954.77352934884
2021,Delta,Poultry,6575037,0.15,986.26,359983.32,80.0,287986.65,0.08,23038932.28,65,14975305.98,89424.14,3000.0,115212.59048595707,6575.037751835159,1972511.3255505476,263001.5100734064
2021,Ebonyi,Poultry,1672279,0.15,250.84,91557.31,80.0,73245.85,0.08,5859668.09,65,3808784.26,22743.93,3000.0,102775.09444729131,1672.2797047432416,501683.91142297245,66891.18818972967
2021,Edo,Poultry,5571278,0.15,835.69,305027.5,80.0,244022.0,0.08,19521760.22,65,12689144.14,75772.46,3000.0,88052.48431289733,5571.2786020491485,1671383.5806147445,222851.14408196596
2021,Ekiti,Poultry,2343400,0.15,351.51,128301.17,80.0,102640.93,0.08,8211274.79,65,5337328.62,31871.54,3000.0,81578.38131563597,2343.4003404554946,703020.1021366484,93736.01361821979
2021,Enugu,Poultry,3789375,0.15,568.41,207468.33,80.0,165974.66,0.08,13277973.02,65,8630682.46,51537.6,3000.0,101720.98335830652,3789.375862149968,1136812.7586449904,151575.0344859987
2021,FCT,Poultry,2027259,0.15,304.09,110992.44,90.0,99893.19,0.08,7991455.32,65,5194445.96,31018.32,4200.0,118561.15388662055,2027.2590868410564,608177.7260523168,81090.36347364225
2021,Gombe,Poultry,817909,0.15,122.69,44780.55,80.0,35824.44,0.08,2865955.02,65,1862870.76,11124.02,3000.0,108885.72941823624,817.909537173711,245372.8611521133,32716.38148694844
2021,Imo,Poultry,4381059,0.15,657.16,239863.02,80.0,191890.42,0.08,15351233.26,65,9978301.62,59584.83,3000.0,114798.7663859074,4381.059721677372,1314317.9165032117,175242.38886709488
2021,Jigawa,Poultry,446765,0.15,67.01,24460.4,80.0,19568.32,0.08,1565465.74,65,1017552.73,6076.26,3000.0,111620.3917709954,446.7653381320877,134029.6014396263,17870.61352528351
2021,Kaduna,Poultry,7932492,0.15,1189.87,434303.97,90.0,390873.58,0.08,31269886.07,65,20325425.94,121372.06,3000.0,111768.42650197621,7932.492660115939,2379747.7980347816,317299.70640463755
2021,Kano,Poultry,614354,0.15,92.15,33635.92,90.0,30272.33,0.08,2421786.39,65,1574161.15,9400.01,4200.0,115083.62324072755,614.3547399798546,184306.42199395635,24574.189599194182
2021,Katsina,Poultry,583601,0.15,87.54,31952.17,80.0,25561.74,0.08,2044939.0,65,1329210.35,7937.3,3000.0,85951.83877620462,583.6013124580827,175080.3937374248,23344.052498323308
2021,Kebbi,Poultry,404319,0.15,60.65,22136.47,80.0,17709.18,0.08,1416734.15,65,920877.2,5498.96,3000.0,119239.4951265074,404.3191068958878,121295.73206876632,16172.76427583551
2021,Kogi,Poultry,1068442,0.15,160.27,58497.23,80.0,46797.78,0.08,3743822.71,65,2433484.76,14531.41,3000.0,114541.90090058181,1068.4425542726426,320532.7662817928,42737.70217090571
2021,Kwara,Poultry,1309228,0.15,196.38,71680.28,80.0,57344.22,0.08,4587537.88,65,2981899.62,17806.23,3000.0,95013.19631678407,1309.228846013946,392768.65380418376,52369.15384055784
2021,Lagos,Poultry,10413865,0.15,1562.08,570159.11,90.0,513143.2,0.08,41051455.9,65,26683446.33,159338.6,4200.0,88128.92364344349,10413.865016824295,3124159.5050472883,416554.60067297175
2021,Nasarawa,Poultry,1591167,0.15,238.68,87116.44,80.0,69693.15,0.08,5575451.88,65,3624043.72,21640.76,3000.0,95461.6202729211,1591.1677730726158,477350.3319217847,63646.71092290463
2021,Niger,Poultry,966975,0.15,145.05,52941.92,80.0,42353.54,0.08,3388282.9,65,2202383.88,13151.4,3000.0,99693.01920004727,966.975713186257,290092.7139558771,38679.02852745028
2021,Ogun,Poultry,16572238,0.15,2485.84,907330.07,90.0,816597.06,0.08,65327765.16,65,42463047.35,253565.54,3000.0,114623.08582498209,16572.238751416946,4971671.625425083,662889.5500566778
2021,Ondo,Poultry,2981522,0.15,447.23,163238.34,80.0,130590.67,0.08,10447253.8,65,6790714.97,40550.35,3000.0,96303.36834295267,2981.5222029093857,894456.6608728158,119260.88811637543
2021,Osun,Poultry,3245950,0.15,486.89,177715.8,80.0,142172.64,0.08,11373811.35,65,7392977.38,44146.72,3000.0,110581.1117861887,3245.950728860929,973785.2186582786,129838.02915443714
2021,Oyo,Poultry,13247998,0.15,1987.2,725327.93,80.0,580262.35,0.08,46420987.79,65,30173642.06,180180.09,3000.0,118241.88574447733,13247.998798040797,3974399.6394122387,529919.9519216318
2021,Plateau,Poultry,1827544,0.15,274.13,100058.06,80.0,80046.45,0.08,6403715.9,65,4162415.33,24855.61,3000.0,84370.56841238486,1827.5444916374433,548263.3474912329,73101.77966549773
2021,Rivers,Poultry,6990132,0.15,1048.52,382709.77,90.0,344438.79,0.08,27555103.28,65,17910817.13,106953.37,4200.0,97565.99266534993,6990.132744057,2097039.8232171,279605.30976228
2021,Sokoto,Poultry,458556,0.15,68.78,25105.94,80.0,20084.75,0.08,1606780.4,65,1044407.26,6236.62,3000.0,115723.60820781661,458.5560489367976,137566.81468103928,18342.241957471906
2021,Taraba,Poultry,591294,0.15,88.69,32373.37,80.0,25898.7,0.08,2071895.94,65,1346732.36,8041.93,3000.0,115338.59051944243,591.2945041330318,177388.3512399095,23651.78016532127
2021,Yobe,Poultry,424367,0.15,63.66,23234.14,80.0,18587.31,0.08,1486984.92,65,966540.2,5771.64,3000.0,100417.29956016928,424.36784218848163,127310.35265654449,16974.713687539268
2021,Zamfara,Poultry,384699,0.15,57.7,21062.3,80.0,16849.84,0.08,1347987.06,65,876191.59,5232.13,3000.0,117055.30426920348,384.69950203243457,115409.85060973036,15387.980081297383
2021,Abia,Pigs,74691,4.0,298.77,109050.25,70.0,76335.17,0.06,4580110.42,62,2839668.46,16956.91,4000.0,99073.73873271269,746.9195080873515,1120379.2621310272,59753.56064698812
2021,Adamawa,Pigs,85493,4.0,341.97,124820.74,70.0,87374.52,0.06,5242471.19,62,3250332.14,19409.16,4000.0,108908.27830792914,854.9365925925566,1282404.8888888347,68394.92740740452
2021,Akwa Ibom,Pigs,429110,4.0,1716.44,626501.89,70.0,438551.32,0.06,26313079.17,62,16314109.09,97418.72,4000.0,85377.40517632487,4291.108801422265,6436663.202133398,343288.7041137812
2021,Anambra,Pigs,99155,4.0,396.62,144767.05,70.0,101336.93,0.06,6080216.05,62,3769733.95,22510.74,4000.0,94348.62101668054,991.5551285575893,1487332.692836384,79324.41028460715
2021,Bauchi,Pigs,32685,4.0,130.74,47721.48,70.0,33405.03,0.06,2004301.97,62,1242667.22,7420.51,4000.0,91150.39489658212,326.8594207372111,490289.13110581663,26148.753658976886
2021,Bayelsa,Pigs,38929,4.0,155.72,56836.73,70.0,39785.71,0.06,2387142.58,62,1480028.4,8837.9,4000.0,118297.92076152386,389.2926582139857,583938.9873209785,31143.412657118857
2021,Benue,Pigs,743060,4.0,2972.24,1084868.58,70.0,759408.0,0.06,45564480.25,62,28249977.75,168693.05,4000.0,119912.83422727912,7430.606693866997,11145910.040800495,594448.5355093598
2021,Borno,Pigs,21266,4.0,85.07,31048.92,70.0,21734.24,0.06,1304054.54,62,808513.81,4827.99,4000.0,113138.77197796467,212.6638189570618,318995.7284355927,17013.105516564945
2021,Cross River,Pigs,445755,4.0,1783.02,650803.42,70.0,455562.39,0.06,27333743.53,62,16946920.99,101197.52,4000.0,80572.6111066824,4457.557652783055,6686336.479174583,356604.6122226445
2021,Delta,Pigs,324643,4.0,1298.57,473979.0,70.0,331785.3,0.06,19907118.13,62,12342413.24,73701.98,4000.0,113365.78388002704,3246.4315276044367,4869647.291406656,259714.52220835496
2021,Ebonyi,Pigs,119095,4.0,476.38,173878.79,70.0,121715.15,0.06,7302909.11,62,4527803.65,27037.51,4000.0,85714.01149203355,1190.9506057477568,1786425.9086216353,95276.04845982055
2021,Edo,Pigs,303900,4.0,1215.6,443694.44,70.0,310586.11,0.06,18635166.3,62,11553803.11,68992.84,4000.0,110756.91128430564,3039.0029844672117,4558504.476700817,243120.23875737694
2021,Ekiti,Pigs,213150,4.0,852.6,311200.31,70.0,217840.21,0.06,13070412.83,62,8103655.95,48390.5,4000.0,110644.63731182345,2131.5089410748665,3197263.4116122997,170520.71528598934
2021,Enugu,Pigs,77312,4.0,309.25,112876.57,70.0,79013.6,0.06,4740815.74,62,2939305.76,17551.89,4000.0,104544.16456949833,773.1271586061936,1159690.7379092902,61850.172688495484
2021,FCT,Pigs,75399,4.0,301.6,110083.93,90.0,99075.54,0.06,5944532.27,62,3685610.01,22008.4,5600.0,99505.11238668843,753.9995265994976,1130999.2898992465,60319.962127959814
2021,Gombe,Pigs,23574,4.0,94.3,34419.35,70.0,24093.54,0.06,1445612.5,62,896279.75,5352.08,4000.0,96301.72124129723,235.74894073558767,353623.41110338154,18859.915258847013
2021,Imo,Pigs,91242,4.0,364.97,133214.4,70.0,93250.08,0.06,5595004.7,62,3468902.91,20714.35,4000.0,82640.39376560967,912.4273805880192,1368641.0708820287,72994.19044704153
2021,Jigawa,Pigs,9959,4.0,39.84,14540.84,70.0,10178.59,0.06,610715.15,62,378643.39,2261.05,4000.0,84439.9239516526,99.59477376773312,149392.16065159967,7967.581901418649
2021,Kaduna,Pigs,54515,4.0,218.06,79592.74,90.0,71633.47,0.06,4298007.98,62,2664764.95,15912.48,4000.0,117907.52103857882,545.1557560679471,817733.6341019206,43612.46048543577
2021,Kano,Pigs,14087,4.0,56.35,20567.47,90.0,18510.72,0.06,1110643.29,62,688598.84,4111.93,5600.0,118204.60829166806,140.87307060269708,211309.60590404563,11269.845648215767
2021,Katsina,Pigs,10316,4.0,41.27,15061.9,70.0,10543.33,0.06,632599.95,62,392211.97,2342.07,4000.0,91982.62711815495,103.16372335037676,154745.58502556512,8253.09786803014
2021,Kebbi,Pigs,9400,4.0,37.6,13725.28,70.0,9607.69,0.06,576461.64,62,357406.21,2134.23,4000.0,100024.97072281671,94.0087470261724,141013.1205392586,7520.699762093793
2021,Kogi,Pigs,163124,4.0,652.5,238161.07,70.0,166712.75,0.06,10002765.15,62,6201714.39,37033.17,4000.0,108283.45909066792,1631.2402392575998,2446860.3588864,130499.21914060798
2021,Kwara,Pigs,56076,4.0,224.31,81872.4,70.0,57310.68,0.06,3438640.74,62,2131957.26,12730.85,4000.0,82916.07341471614,560.7698536528201,841154.78047923,44861.588292225606
2021,Lagos,Pigs,50646,4.0,202.59,73944.15,90.0,66549.74,0.06,3992984.33,62,2475650.29,14783.2,5600.0,91811.61976191773,506.46681009595136,759700.215143927,40517.34480767611
2021,Nasarawa,Pigs,194974,4.0,779.9,284662.38,70.0,199263.67,0.06,11955820.04,62,7412608.42,44263.95,4000.0,91240.17995634854,1949.7423410990918,2924613.5116486377,155979.38728792735
2021,Niger,Pigs,108933,4.0,435.73,159042.96,70.0,111330.07,0.06,6679804.4,62,4141478.73,24730.59,4000.0,117169.12214527416,1089.33535547318,1634003.0332097702,87146.82843785442
2021,Ogun,Pigs,182410,4.0,729.64,266320.0,90.0,239688.0,0.06,14381280.01,62,8916393.6,53243.71,4000.0,116244.44008529988,1824.1095900409114,2736164.385061367,145928.7672032729
2021,Ondo,Pigs,249030,4.0,996.12,363584.17,70.0,254508.92,0.06,15270535.11,62,9467731.77,56535.99,4000.0,99057.47945375167,2490.3025296945307,3735453.794541796,199224.20237556248
2021,Osun,Pigs,117167,4.0,468.67,171064.86,70.0,119745.4,0.06,7184724.03,62,4454528.9,26599.95,4000.0,105619.04168703375,1171.6771091385426,1757515.663707814,93734.16873108341
2021,Oyo,Pigs,169793,4.0,679.17,247898.69,70.0,173529.08,0.06,10411745.07,62,6455281.94,38547.33,4000.0,104139.72384173515,1697.9362475926735,2546904.37138901,135834.8998074139
2021,Plateau,Pigs,500354,4.0,2001.42,730518.08,70.0,511362.66,0.06,30681759.44,62,19022690.85,113592.86,4000.0,105912.69783962113,5003.548506636956,7505322.759955433,400283.88053095643
2021,Rivers,Pigs,334283,4.0,1337.13,488053.76,90.0,439248.38,0.06,26354902.8,62,16340039.74,97573.57,5600.0,115546.36321061593,3342.8339425983218,5014250.913897483,267426.71540786576
2021,Sokoto,Pigs,12331,4.0,49.33,18004.14,70.0,12602.9,0.06,756173.79,62,468827.75,2799.58,4000.0,97973.98968158568,123.3160132188214,184974.0198282321,9865.281057505712
2021,Taraba,Pigs,125722,4.0,502.89,183554.96,70.0,128488.47,0.06,7709308.46,62,4779771.24,28542.12,4000.0,104991.3545115761,1257.22577570571,1885838.6635585648,100578.06205645681
2021,Yobe,Pigs,14085,4.0,56.34,20565.04,70.0,14395.53,0.06,863731.52,62,535513.54,3197.79,4000.0,107304.6888489361,140.85641258983884,211284.61888475827,11268.513007187108
2021,Zamfara,Pigs,7791,4.0,31.17,11376.24,70.0,7963.36,0.06,477801.89,62,296237.17,1768.96,4000.0,108558.10530026359,77.91942137094479,116879.13205641718,6233.553709675583
2022,Abia,Cattle,109884,20.0,2197.69,802155.9,30.0,240646.77,0.04,9625870.77,60,5775522.46,34488.19,8000.0,112158.34030210081,54942.18476711854,5494218.476711854,274710.9238355927
2022,Adamawa,Cattle,1366721,20.0,27334.43,9977068.57,30.0,2993120.57,0.04,119724822.82,60,71834893.69,428957.76,8000.0,100806.79569243005,683360.8608438518,68336086.08438519,3416804.304219259
2022,Akwa Ibom,Cattle,115023,20.0,2300.47,839669.93,30.0,251900.98,0.04,10076039.12,60,6045623.47,36101.08,8000.0,111013.84601612542,57511.63882018052,5751163.882018052,287558.1941009026
2022,Anambra,Cattle,78805,20.0,1576.1,575276.9,30.0,172583.07,0.04,6903322.85,60,4141993.71,24733.67,8000.0,99867.81691271786,39402.52769137923,3940252.769137923,197012.63845689618
2022,Bauchi,Cattle,1404668,20.0,28093.38,10254083.68,30.0,3076225.1,0.04,123049004.19,60,73829402.51,440867.85,8000.0,85353.13451998773,702334.4987771789,70233449.8777179,3511672.493885895
2022,Bayelsa,Cattle,84720,20.0,1694.41,618457.95,30.0,185537.39,0.04,7421495.42,60,4452897.25,26590.21,8000.0,82173.28139291615,42360.133679701416,4236013.367970142,211800.66839850708
2022,Benue,Cattle,546069,20.0,10921.38,3986304.07,30.0,1195891.22,0.04,47835648.79,60,28701389.28,171388.62,8000.0,92703.47181044467,273034.5250792449,27303452.507924493,1365172.6253962247
2022,Borno,Cattle,1415619,20.0,28312.4,10334025.79,30.0,3100207.74,0.04,124008309.44,60,74404985.66,444304.91,8000.0,100445.1655694892,707809.9853777807,70780998.53777808,3539049.9268889036
2022,Cross River,Cattle,140805,20.0,2816.11,1027879.82,30.0,308363.95,0.04,12334557.85,60,7400734.71,44193.04,8000.0,91046.78231283597,70402.72745533605,7040272.745533605,352013.6372766802
2022,Delta,Cattle,193497,20.0,3869.95,1412532.32,30.0,423759.7,0.04,16950387.83,60,10170232.7,60730.93,8000.0,82507.58486487463,96748.7889786316,9674878.897863159,483743.944893158
2022,Ebonyi,Cattle,143300,20.0,2866.01,1046094.88,30.0,313828.47,0.04,12553138.61,60,7531883.17,44976.19,8000.0,80152.79690634333,71650.33453195069,7165033.453195069,358251.6726597535
2022,Edo,Cattle,215597,20.0,4311.94,1573859.9,30.0,472157.97,0.04,18886318.79,60,11331791.27,67667.11,8000.0,109636.16224608285,107798.62323839134,10779862.323839134,538993.1161919567
2022,Ekiti,Cattle,99432,20.0,1988.65,725857.07,30.0,217757.12,0.04,8710284.83,60,5226170.9,31207.77,8000.0,84075.69552264054,49716.23759678976,4971623.759678976,248581.1879839488
2022,Enugu,Cattle,110374,20.0,2207.48,805731.1,30.0,241719.33,0.04,9668773.24,60,5801263.94,34641.9,8000.0,90815.73145538103,55187.0618649378,5518706.18649378,275935.309324689
2022,FCT,Cattle,220601,20.0,4412.04,1610393.55,39.0,628053.49,0.04,25122139.44,60,15073283.66,90009.21,11200.0,92533.91670340573,110300.92834553293,11030092.834553292,551504.6417276646
2022,Gombe,Cattle,660312,20.0,13206.25,4820282.28,30.0,1446084.68,0.04,57843387.37,60,34706032.42,207244.99,8000.0,115674.88579242938,330156.3206181455,33015632.06181455,1650781.6030907277
2022,Imo,Cattle,91673,20.0,1833.47,669215.29,30.0,200764.59,0.04,8030583.48,60,4818350.09,28772.49,8000.0,116397.72575417568,45836.66370836152,4583666.370836152,229183.3185418076
2022,Jigawa,Cattle,1022847,20.0,20456.95,7466788.44,30.0,2240036.53,0.04,89601461.25,60,53760876.75,321029.85,8000.0,118563.13665960432,511423.86557525094,51142386.55752509,2557119.327876255
2022,Kaduna,Cattle,1515942,20.0,30318.86,11066383.37,39.0,4315889.51,0.04,172635580.55,60,103581348.33,618529.81,8000.0,107480.77066012971,757971.4635885872,75797146.35885872,3789857.317942936
2022,Kano,Cattle,1256734,20.0,25134.69,9174161.5,39.0,3577922.99,0.04,143116919.43,60,85870151.66,512768.46,11200.0,95505.95221822588,628367.2261543397,62836722.615433976,3141836.1307716984
2022,Katsina,Cattle,2152815,20.0,43056.31,15715552.39,30.0,4714665.72,0.04,188586628.72,60,113151977.23,675680.24,8000.0,108154.28366537325,1076407.6981941387,107640769.81941387,5382038.4909706935
2022,Kebbi,Cattle,2078193,20.0,41563.87,15170813.11,30.0,4551243.93,0.04,182049757.32,60,109229854.39,652259.52,8000.0,86678.12354988795,1039096.7883641053,103909678.83641052,5195483.9418205265
2022,Kogi,Cattle,376683,20.0,7533.68,2749792.21,30.0,824937.66,0.04,32997506.53,60,19798503.92,118225.58,8000.0,106655.41654312826,188341.9322415253,18834193.22415253,941709.6612076265
2022,Kwara,Cattle,451388,20.0,9027.78,3295138.43,30.0,988541.53,0.04,39541661.22,60,23724996.73,141672.39,8000.0,110441.51161003132,225694.41333816433,22569441.33381643,1128472.0666908217
2022,Lagos,Cattle,56265,20.0,1125.32,410741.28,39.0,160189.1,0.04,6407563.92,60,3844538.35,22957.43,11200.0,108101.62006139228,28132.964160959604,2813296.4160959604,140664.82080479802
2022,Nasarawa,Cattle,599027,20.0,11980.54,4372898.72,30.0,1311869.62,0.04,52474784.66,60,31484870.8,188010.02,8000.0,84214.59689003426,299513.6110721086,29951361.10721086,1497568.055360543
2022,Niger,Cattle,1199482,20.0,23989.66,8756224.16,30.0,2626867.25,0.04,105074689.97,60,63044813.98,376468.32,8000.0,105765.96885903663,599741.3811269089,59974138.112690896,2998706.905634545
2022,Ogun,Cattle,234744,20.0,4694.89,1713635.69,39.0,668317.92,0.04,26732716.76,60,16039630.06,95779.69,8000.0,94402.01863603914,117372.30751022638,11737230.751022639,586861.5375511319
2022,Ondo,Cattle,225312,20.0,4506.25,1644781.79,30.0,493434.54,0.04,19737381.48,60,11842428.89,70716.35,8000.0,100016.04582840805,112656.28700665096,11265628.700665096,563281.4350332548
2022,Osun,Cattle,152755,20.0,3055.1,1115112.8,30.0,334533.84,0.04,13381353.54,60,8028812.12,47943.57,8000.0,98307.98420637177,76377.58870546737,7637758.870546737,381887.9435273368
2022,Oyo,Cattle,291646,20.0,5832.93,2129018.33,30.0,638705.5,0.04,25548219.97,60,15328931.98,91535.8,8000.0,94748.28683459181,145823.17335452026,14582317.335452026,729115.8667726013
2022,Plateau,Cattle,709317,20.0,14186.35,5178017.89,30.0,1553405.37,0.04,62136214.72,60,37281728.83,222625.61,8000.0,82094.2008074989,354658.7598070341,35465875.98070341,1773293.7990351706
2022,Rivers,Cattle,108749,20.0,2174.99,793871.83,39.0,309610.01,0.04,12384400.55,60,7430640.33,44371.62,11200.0,96660.17727615515,54374.78289943393,5437478.289943393,271873.91449716967
2022,Sokoto,Cattle,2790355,20.0,55807.1,20369591.85,30.0,6110877.56,0.04,244435102.25,60,146661061.35,875777.73,8000.0,114013.92004479581,1395177.5242496047,139517752.42496046,6975887.621248024
2022,Taraba,Cattle,882424,20.0,17648.49,6441699.22,30.0,1932509.77,0.04,77300390.63,60,46380234.38,276956.79,8000.0,106294.13928680515,441212.2753057636,44121227.530576356,2206061.376528818
2022,Yobe,Cattle,834210,20.0,16684.21,6089736.35,30.0,1826920.9,0.04,73076836.16,60,43846101.69,261824.37,8000.0,115206.26951685941,417105.2292065602,41710522.92065602,2085526.146032801
2022,Zamfara,Cattle,1780132,20.0,35602.65,12994967.25,30.0,3898490.17,0.04,155939606.95,60,93563764.17,558710.4,8000.0,107112.52801240177,890066.2497134632,89006624.97134632,4450331.248567317
2022,Abia,Goats,132589,1.5,198.88,72592.52,20.0,14518.5,0.035,508147.62,58,294725.62,1759.94,12000.0,91812.05910287332,13258.90726902851,662945.3634514255,53035.62907611404
2022,Adamawa,Goats,1635792,1.5,2453.69,895596.56,20.0,179119.31,0.035,6269175.9,58,3636122.02,21712.88,12000.0,106065.59041909107,163579.2798808134,8178963.99404067,654317.1195232536
2022,Akwa Ibom,Goats,169982,1.5,254.97,93065.15,20.0,18613.03,0.035,651456.05,58,377844.51,2256.28,12000.0,92625.093750534,16998.201032147794,849910.0516073896,67992.80412859117
2022,Anambra,Goats,111293,1.5,166.94,60932.93,20.0,12186.59,0.035,426530.49,58,247387.69,1477.26,12000.0,95805.23630446014,11129.301889021071,556465.0944510535,44517.207556084286
2022,Bauchi,Goats,2343023,1.5,3514.54,1282805.48,20.0,256561.1,0.035,8979638.34,58,5208190.24,31100.4,12000.0,87968.61099576212,234302.37016225408,11715118.508112703,937209.4806490163
2022,Bayelsa,Goats,116601,1.5,174.9,63839.12,20.0,12767.82,0.035,446873.83,58,259186.82,1547.72,12000.0,91496.38385862319,11660.113093702575,583005.6546851287,46640.4523748103
2022,Benue,Goats,644008,1.5,966.01,352594.43,20.0,70518.89,0.035,2468160.99,58,1431533.37,8548.32,12000.0,82323.67808321399,64400.808618013914,3220040.4309006957,257603.23447205566
