anode_material,cathode_material,tab_thickness_um,surface_finish,welding_technique,power_w,amplitude_um,force_n,time_ms,speed_mm_s,pulse_frequency_hz,preheat_temp_c,material_compatibility,weld_strength_mpa,contact_resistance_ohm,weld_width_mm,penetration_depth_mm,porosity_percent,thermal_cycles_to_failure,resistance_degradation_rate,strength_retention_percent,primary_failure_mode
Ni,Al,348.75042605491575,Coated,Resistance_Spot,1900.1872876893524,80.75808621962861,3881.348238142932,487.38094340549776,8.786459225355415,248.79077259571736,170.014301362291,0.4565,190.47669586550487,0.0002606011122568824,1.7795886379600767,0.269052254704977,0.09550770399938094,538.4939303558057,5.807584147842764e-05,0.38163721721549615,Thermal_Fatigue
Ti,Cu,81.91098985369598,Rough,Laser,3181.1474487877817,62.884648246143456,3858.5875884490224,18.905438415432094,2.10437957974175,962.9854566888523,287.50102313393927,0.3295,41.61734225282873,0.0002041970232845029,0.30749224824617255,0.2548103474923044,0.06503152435780578,112.18951660248733,9.294498833148673e-05,0.29887512021592827,Mechanical_Fatigue
Ti,Steel,200.03810065070743,Polished,Resistance_Spot,4266.176135219474,68.14930852833552,3673.5601329693986,826.2704462370253,32.44162723128015,472.9435069219171,142.24758563184372,0.888,1837.8470424690863,0.00015391543765611176,3.6178251589746675,0.133410993532021,0.06071402752469019,10299.524424062643,9.052337028204074e-06,0.7063782542336808,Delamination
Cu,Al,58.00770050577134,Polished,Laser,1355.3070649005126,59.27151427879597,3813.155884200756,623.2676038265344,30.545933196853543,99.29462179071413,107.84394657118833,0.6234999999999999,167.93013091012222,0.00012753078862112028,1.1609638451048363,0.04339269037948809,0.04809979315605227,1111.6441489499146,3.108056455206985e-05,0.6492546864953203,Thermal_Fatigue
Cu,Ti,387.27297745775405,Rough,Electron_Beam,3044.710291432602,80.1244126414667,3420.2474734551993,47.99263837364212,36.98044087176612,997.9885343297562,197.72681777313375,0.3295,83.96889343701211,0.00021860685370743617,0.3636627848264016,0.12341439571798404,0.030207370406295713,308.7707765394804,8.543777999418442e-05,0.31980363997106254,Mechanical_Fatigue
Al,Ni,338.31107042751535,Coated,Laser,2453.5624982808868,13.779228872309382,4353.315019601918,311.63798399064456,31.292856327693563,650.3717100168899,179.1367051370869,0.4565,156.30092797335865,0.00024355999295569257,1.1841580621291166,0.15119447036377465,0.05528845479547072,685.7517403285135,5.86797364466509e-05,0.45602263692635986,Thermal_Fatigue
Cu,Ti,78.20246061588463,Anodized,Laser,3973.828737908523,17.2439347523055,2831.5260509198283,725.181623339447,22.657355176712503,608.8711349217301,131.2537687139882,0.3295,462.2500418985454,0.0004428022927684362,2.0108602060630543,0.11169696070831908,0.05771569862736638,1427.5416005971306,6.294131360260946e-05,0.30452092827794985,Thermal_Fatigue
Al,Al,484.1319018208855,Polished,Friction_Stir,3516.4823648114157,18.63313929785712,2652.1368720715273,68.43944189421326,24.45240531226843,916.6655586132454,104.76936489715345,1.0,60.2285977970753,0.00018759556840666493,1.1441689846432572,0.25428533895925887,0.021808362996067483,967.3626124934478,0.0,0.967884898947443,Mechanical_Fatigue
Steel,Al,60.17970070719531,Coated,Friction_Stir,3871.1959959258843,35.98216606563719,3536.3502953304483,738.8900334310061,11.786022206960745,542.3278854790095,167.0535838100795,0.393,218.32227088342154,0.00031451314234240126,4.312747504890225,0.13929201764746174,0.03666124026590837,1061.3531622093951,6.569764027343168e-05,0.4230569751463874,Thermal_Fatigue
Al,Steel,315.48229091423985,Rough,Laser,1510.9213350557197,63.20159105935502,913.4292680908972,509.84627879545997,5.102404761695575,361.0388063647175,65.76854218707955,0.393,72.54169426188824,0.0005426039058339121,1.125184445587923,0.3051116641398707,0.05297963846102014,322.8268848700451,7.914571800040925e-05,0.3590288942325731,Mechanical_Fatigue
Cu,Ni,399.36535780957513,Plated,Friction_Stir,3551.34584103657,68.10557945810197,3907.0633977917087,785.0288291339912,43.18170288579749,175.5663178839874,95.00051290700168,0.505,231.7045168643974,0.00014304534321278549,3.7938786929428985,0.14671850802903763,0.0322699879466726,1567.9788467264991,3.616681303703756e-05,0.5716325895766553,Thermal_Fatigue
Steel,Al,404.55334087012534,Coated,Resistance_Spot,3068.448783872131,74.13433031705543,4687.163631764714,856.6845683408625,34.87435478255354,810.7715423760244,258.18297623051535,0.393,265.67849619028425,0.00021651105931881393,3.1232755771509493,0.15978155498324983,0.1086155911789057,552.2375234479695,6.801699378209363e-05,0.3065737510696862,Thermal_Fatigue
Cu,Ti,65.4283110169417,Coated,Friction_Stir,2337.7342346242076,35.268690149628185,1551.673827592057,770.0808665614483,7.022975262832848,331.6757094343052,274.5554293619896,0.3295,298.56946927709237,0.0004987884081305222,3.2322381610843647,0.14312437609022965,0.04369086749524344,1094.211284665523,7.12447528265345e-05,0.3339681649775368,Thermal_Fatigue
Al,Steel,457.8868096881977,Plated,Laser,1953.8840828039365,68.51914695086046,3094.120290174536,87.2941660354765,13.947603873477101,516.8842744777764,130.1245831843221,0.393,60.35034407642844,0.00019234161076686035,0.547529023721828,0.25625678228540366,0.05539354442123672,246.24137126922295,4.498896001173452e-05,0.40934542285608944,Mechanical_Fatigue
Ni,Ti,463.303252367205,Coated,USW,1724.8401508976112,20.592099348226082,259.85031664510234,465.7697592291435,43.29819752058097,509.373454725812,253.56383780220855,0.8245,182.91427679412737,0.001117415990864832,1.4749090693049227,0.10955384853524289,0.05882642105693565,1170.044543284774,1.779568352280357e-05,0.7399895516077611,Delamination
Ti,Ni,302.6256679194677,Polished,USW,147.40437038386676,10.898128905279169,3852.5320270960683,325.5482426080644,48.031743999777284,740.6564959516746,48.89401585495554,0.8245,971.3056812645098,0.00014641161943932646,0.334671882318797,0.023866402638881897,0.04618169214702171,7735.892235718498,1.4921788808978092e-05,0.6939874127042407,Delamination
Cu,Steel,266.93743949921577,Polished,Laser,930.8369014032595,72.52127087954497,2842.374048611592,513.4074925619353,39.766002419906656,684.492083515009,80.55664477732311,0.4415,178.70303226223612,0.00016418636833658907,0.8796990930689055,0.06293401352879263,0.04629146362556522,764.8166262782062,4.263482490707217e-05,0.4310624411260608,Thermal_Fatigue
Al,Steel,70.19035837816992,Polished,Laser,388.9932398946918,74.40509876325254,3400.905994710007,966.1439176748175,28.927842117900102,424.1539549882608,187.04922556028686,0.393,249.95608051758532,0.00016380395394145062,0.7977987675019722,0.02625757297678579,0.05644002818770892,808.7257142204586,4.9776674086904255e-05,0.4107507741446947,Thermal_Fatigue
Steel,Steel,302.8793641294409,Coated,USW,4256.951958885379,65.99284371316998,800.6643277148415,133.15224043598084,43.58821782292932,426.61161642988225,209.81354479674619,1.0,123.23741446463634,0.0008300179303684082,1.143694038864143,0.13482847559392244,0.045705480458196356,985.0857551740776,0.0,0.9304096267971553,Mechanical_Fatigue
Cu,Cu,234.22058679660384,Coated,Electron_Beam,4314.435465033902,33.29829541872974,4066.3285462679264,866.9423255394177,31.713688324247737,271.06065462963437,90.49413766512195,1.0,234.74521627143483,0.00021391235596266608,1.8399057223054598,0.15490172268224625,0.017169689129412673,3120.626233658124,0.0,0.9811196123149608,Delamination
Cu,Steel,397.7628833338953,Coated,Friction_Stir,4246.347349777411,93.47216145236433,1354.0880529837766,990.9446012979425,35.27123785754177,341.57619876413173,283.1254950231431,0.4415,139.88598899143236,0.0005219434097634351,4.46028290119897,0.19009607400861514,0.035781630574217516,665.4373014355588,5.711704938520776e-05,0.4743614535762401,Thermal_Fatigue
Ti,Ti,231.74760509873954,Rough,Electron_Beam,4107.8068453335345,88.81080248172238,3455.481796137776,990.1217587554008,41.52052243916528,711.7570312132513,194.56829866312972,1.0,3184.4436985824855,0.0002803372215215502,1.9286988212436578,0.11366031592420649,0.016618014791587477,31876.719838155575,0.0,1.0040901802504205,Delamination
Al,Ti,357.61137499611937,Plated,Resistance_Spot,1184.5192222870867,56.39865045572578,3006.394648648035,798.7223940179015,18.345076833326928,562.774958202024,278.01017895530293,0.281,393.3686770583681,0.0002074132035679237,1.8642580969034332,0.1365946155785617,0.10992566664475548,567.9323244885659,5.4398176617157575e-05,0.22526142047524908,Thermal_Fatigue
Ni,Ni,95.63366580688887,Coated,USW,2509.7522551023026,99.02257759407624,3303.578086028999,470.9246723694203,39.442388700797416,51.99738336713976,49.64072528563571,1.0,504.4122811323952,0.00033309045159167424,1.6817887650414534,0.062063380200019044,0.04263723766621462,4728.213787653317,0.0,0.9311907777672485,Delamination
Steel,Al,109.82852184468513,Plated,USW,4548.434482645145,36.8757600899947,346.1627053501743,186.2206145649457,11.140568144606924,508.6763287629987,183.34300728493403,0.393,20.283051148623752,0.0005617251300640218,1.5179123574205715,0.2091981049706182,0.06874116197117633,100.53827341386861,4.209324758311387e-05,0.3532888529885262,Mechanical_Fatigue
Al,Al,112.86958579212126,Anodized,Electron_Beam,3822.930790830615,54.202085620332795,3735.067794132994,612.1309449701334,10.518333457642772,955.0894761888449,115.70296249479401,1.0,289.75140449727076,0.00037918181831661724,1.5258793307444996,0.20055870778026313,0.015159479266885873,3097.0609501972663,0.0,0.9832444584138615,Delamination
Steel,Cu,70.48647490988458,Polished,Resistance_Spot,108.91940117636841,93.51295946678044,3996.723669785611,614.2689475177245,40.755600872599715,110.18585430949584,262.64677739309644,0.4415,220.9317886626986,0.00014077811874638684,0.46724669317604606,0.012038146648918276,0.09109848602818929,509.58282404391394,4.5038305002254774e-05,0.368659614596696,Thermal_Fatigue
Cu,Steel,293.5979866714117,Rough,Electron_Beam,2351.190224378588,51.59099193431642,2426.597533446813,323.27018839482224,28.626143599512652,105.7987278938263,23.74514462062425,0.4415,125.23407039199918,0.0002918281170171297,0.8724104960566273,0.14699243795628444,0.024672530119821946,722.1638316341491,7.206729158831424e-05,0.4811526384330865,Thermal_Fatigue
Ti,Cu,407.28547671963616,Plated,Resistance_Spot,152.28397637230765,52.39074049706688,2103.4191167617137,620.6539944527609,21.280927570556955,668.0896914596241,234.7942397010332,0.3295,358.549641682088,0.00023159350625536168,0.58508064125123,0.05195633410169266,0.10221310466455623,610.6776755305606,5.109009946035334e-05,0.2516618149583137,Thermal_Fatigue
Ti,Ni,324.68504166214973,Polished,Laser,1475.2391302053068,17.145334120069577,1778.469049378713,125.38170771331599,26.649132200143477,957.7902409144563,65.93880816970102,0.8245,364.6373547471551,0.00026008280426850365,0.5226542844713362,0.11589064346399414,0.03931005170912114,3226.651724678183,1.5961006601928827e-05,0.8590462191642408,Delamination
Ni,Ni,308.7296984987853,Rough,Laser,2235.235962011737,29.021175954089777,4646.621341763124,637.668333773549,48.918085450761886,27.678566610596032,269.2094799142442,1.0,749.2125565948762,0.0001990234856793706,1.6060479817906619,0.09222505800462404,0.03741215557927277,6191.071470159703,0.0,1.0823366652454378,Delamination
Ti,Al,356.2807677812314,Polished,USW,4475.2065339863675,24.207870341232763,3799.834446273522,897.7551591834459,44.814446816524494,345.18893869497856,149.4570238721302,0.281,529.0989478337137,0.00014953082458906162,3.185127190625851,0.14309500055726754,0.0770594789713104,1207.2380459261751,6.333121766563238e-05,0.2557938013661236,Thermal_Fatigue
Cu,Ni,202.84039538240665,Coated,Laser,3306.4829923219,60.87392833543422,3523.231763459576,477.3446607014065,25.871251886733077,67.934490467202,68.20825530672829,0.505,184.40364467958767,0.00026301800832980284,1.5079579258753983,0.14606823152372772,0.04865498302536373,1015.75122456318,5.4804103843094516e-05,0.5005492820426547,Thermal_Fatigue
Ni,Steel,212.879332241703,Coated,Electron_Beam,1876.1743709005473,38.66424139150256,4635.47246066488,766.9173460858143,27.812294047882776,266.55070224867075,249.00371564032795,0.9365,805.7987600096969,0.00023557611818324732,1.0999283055756734,0.10577447385025784,0.02114738090511868,7472.936489223884,6.946612589154599e-06,1.0111243253638096,Delamination
Al,Ti,191.42154419941514,Polished,Resistance_Spot,2504.2090220193127,16.93274132764628,1808.9692300341467,639.2841602464474,31.097353601615247,554.9629570668103,160.88327715518142,0.281,275.20963371329947,0.0002566730250602066,2.4134165950559883,0.10295488848664823,0.09468478496871335,495.918135845964,6.601930284906404e-05,0.2238538130144483,Thermal_Fatigue
Ti,Ni,370.449019784109,Rough,USW,4105.208494125172,55.89751531014704,3187.6766205012345,13.033484538548361,39.75046088697169,442.67773219085814,37.228771606079036,0.8245,79.56777349650065,0.0002690046452166582,0.37374810381236917,0.1423824890128981,0.04769671279118822,571.555153467861,2.182126418427793e-05,0.7814253425964599,Mechanical_Fatigue
Ni,Cu,122.73815105184843,Polished,Laser,1568.3124356571948,70.22954454662263,3461.6784695815463,130.77844012199031,43.81637701399366,363.9633413986606,29.16333966515984,0.505,87.56812184994472,0.00013321556961689142,0.6027414825021812,0.047381664759206334,0.04490817482258685,492.35114259370624,4.128234131128252e-05,0.5059820511478061,Mechanical_Fatigue
Cu,Steel,55.86137614081597,Anodized,USW,3113.6703997964655,76.2874063590206,4981.514962256979,777.0870297637999,8.17992024939381,211.46543441567874,91.00980893984246,0.4415,282.0312477032927,0.00027299036049736425,2.508602143915504,0.14984084897796046,0.06413279015487774,1060.730583696084,5.0599012375961924e-05,0.39399165632569927,Thermal_Fatigue
Steel,Ni,318.2884010251216,Rough,USW,1385.0097310504673,85.37661166612502,2193.211960595063,50.0483980336893,31.781233413630943,619.8321321077823,219.81667955519094,0.9365,104.47097059120856,0.00036751434887495805,0.39149808012756593,0.1012554189875844,0.054019816123911935,757.0509074229323,8.213785375288937e-06,0.9117860022253672,Mechanical_Fatigue
Steel,Ni,474.07161413039245,Rough,Resistance_Spot,2451.8208423959463,53.37607553379361,2060.8871545049096,956.685180558498,12.132268136204845,576.1796092362254,141.59205377714412,0.9365,566.9946480634068,0.0003727059999688041,2.8229931298267914,0.3233090232810062,0.0584262224427074,3358.2801857641584,8.2951032014883e-06,0.7714094664334948,Delamination
Cu,Steel,324.2335626483371,Polished,Electron_Beam,220.82666745411035,45.15506717338198,513.990829121944,895.1354001733831,31.467213118838625,663.4205494251587,167.36360809730152,0.4415,68.39388105177348,0.0004241764469864881,0.4689563627687466,0.04203951974763982,0.026731660474807965,326.0758022110804,4.568620635467748e-05,0.4264897940308675,Mechanical_Fatigue
Cu,Ni,402.3147438234028,Plated,Electron_Beam,4276.14906550929,71.57096076498357,582.4171752258783,368.75119271146855,9.394086553859147,793.4168453399933,58.11896469810576,0.505,51.41458505463141,0.0004954178630649004,1.3062674660316325,0.4703654337810206,0.023742829851220067,309.4681032400169,3.4876893588316646e-05,0.4787747430731385,Mechanical_Fatigue
Steel,Ti,352.7558192597136,Polished,Friction_Stir,336.90927440968176,11.202827740434277,2607.8153966050727,317.28002551270873,40.5903109209542,729.7385606606214,221.67327234796758,0.888,924.246182959166,0.00020629528403191534,0.7852444601439286,0.043534993473392375,0.028315124125672064,9387.599300583059,8.721946712079588e-06,0.9043448535558206,Delamination
Ni,Al,273.84649408535734,Plated,Electron_Beam,1199.3664492083155,67.01739277539619,938.791601244762,616.8024688888418,33.385745566878136,957.3162940110901,121.15245579162504,0.4565,85.16586668164452,0.0004062721085341904,0.8468090385277366,0.08307504904974887,0.027282211888400958,434.31182547222005,4.079093573770545e-05,0.4456068253904227,Mechanical_Fatigue
Steel,Steel,373.2765808027307,Rough,Laser,1734.2082068981715,46.5113731704026,457.36107805909234,615.6746957656668,43.433797332441145,170.24796082201962,113.75723787017057,1.0,190.5939610550939,0.0007639643792586047,1.3359866489360512,0.09034341270336689,0.031151756806737117,1972.6485595828563,0.0,1.0462051571101008,Delamination
Cu,Cu,420.84685573484984,Coated,Friction_Stir,3163.2894721591897,50.758775770350944,4827.975724672659,98.14286137022101,47.27745466879014,951.4540273999943,182.92110091542938,1.0,87.15925295031991,0.00018443551300067584,1.4109259081925496,0.12859979454015805,0.02419971777215233,1036.479791375831,0.0,0.9782468606942152,Mechanical_Fatigue
Ti,Ni,151.1292398772641,Coated,Friction_Stir,3628.1639813177726,36.664258007470636,4761.945249750767,223.2318223766225,46.76243683020981,172.96973174061793,234.3359406332385,0.8245,897.7413953228203,0.00024118844538712964,2.2079231024121406,0.08443212483430576,0.02884149393864535,8398.3785895903,1.729633728458955e-05,0.9333581631286456,Delamination
Al,Al,201.2587162174155,Polished,Friction_Stir,494.21010719867223,21.45479658274928,1693.8561649100668,640.1019200104461,8.113008884958507,842.995296361875,26.76238849761292,1.0,184.92443762473772,0.0002553452180397945,1.3478038681347964,0.10884262906837613,0.020480108474808235,2676.6617817247543,0.0,1.0825705724965653,Delamination
Ti,Cu,150.67657962647775,Plated,Friction_Stir,312.9808808354728,46.12821977567876,3970.360093973191,802.7628055076718,19.464192523123852,788.6549737621102,33.716313589785365,0.3295,555.8294319238483,0.00015180267004292702,1.2685539378910546,0.047567504828609476,0.032017468517188764,2848.736815016652,4.462376413742438e-05,0.31724716213471876,Thermal_Fatigue
Ti,Cu,253.47783001569846,Polished,Electron_Beam,4015.050444483809,37.738209714309875,4375.490362733936,200.08247165740732,24.671667010982247,666.4015458470307,46.88756558098522,0.3295,307.71967304472173,0.00012435565147028956,0.868353431141634,0.18515989379877293,0.027249007203329432,1125.2448125925769,5.526689748965478e-05,0.3224454280456588,Thermal_Fatigue
Cu,Ti,448.2790479125004,Anodized,Friction_Stir,3589.616016130219,96.4106535597842,2377.2606321415537,704.912892427684,39.65847891479806,706.5403216584107,256.9052034335825,0.3295,387.42549517437715,0.0004796327540186816,3.6997104143416233,0.1731494286481448,0.04240371672192587,1434.895558286597,5.991518390366698e-05,0.3546898102617003,Thermal_Fatigue
Steel,Al,205.34319537589957,Polished,Laser,4174.596735847817,94.91854885624238,1196.1158182257893,871.7705010375759,1.72591409370906,691.8326897525643,259.50437288165654,0.393,112.85818159190396,0.00031611608682716966,2.506722793653537,0.5002275387883725,0.057462017227975386,433.9040377787307,4.862065839469738e-05,0.3795832036536455,Thermal_Fatigue
Ni,Steel,218.51010010874901,Polished,Laser,3415.03749939923,67.95255385712963,736.0436538228684,126.62709144777216,46.34683078307332,530.3835198002615,198.75270888819338,0.9365,88.10435626196578,0.00044579165077027704,0.8625329327601703,0.09708437545985388,0.03434648862853968,794.6918210442194,5.671225367814264e-06,0.9327484142905542,Mechanical_Fatigue
Ti,Al,437.1652556023693,Polished,USW,3779.9601247475985,91.33311793583371,790.0296199830075,444.71236177462555,20.954305201613764,33.62321404828104,32.84589063409546,0.281,126.4277028100262,0.00041010184714818896,2.004445138599279,0.2684483878318122,0.06881719466114236,323.47512225185307,6.868000539846116e-05,0.23507923597988145,Thermal_Fatigue
Steel,Al,281.91844883510385,Polished,Laser,1957.2880769310093,77.61472999907436,4004.9724582113327,852.0499664736367,31.924205497263447,579.9820956213588,230.26147632764065,0.393,231.44675001066238,0.00014153552295203674,1.7382494845826473,0.12192791069533815,0.05994283885718404,841.8147688996537,5.300637155846022e-05,0.3758722098228805,Thermal_Fatigue
Ni,Cu,290.95204984134546,Plated,USW,2991.9031699353523,41.13023402140982,1983.6374936286875,376.9206281115899,49.0500823820192,389.73880705211633,262.9578101585955,0.505,113.35233254481827,0.00025092309778014006,1.7306530357714565,0.10010323606719071,0.06926243807186731,388.4260354262099,3.559679985186461e-05,0.45021815193436016,Mechanical_Fatigue
Ti,Ti,437.3605414994958,Plated,Laser,4046.422480063699,64.35106005468742,3498.1874872076883,276.762753372693,44.25022340087266,273.09527958555327,276.2986966379268,1.0,1709.5972076083149,0.00020932252593911687,1.3366966283898571,0.15109546333848023,0.03292144606552182,15044.18374073699,0.0,1.0006375469100384,Delamination
Ni,Ti,270.737031661463,Plated,Friction_Stir,943.3759185919339,29.829121623953746,2739.5978284881744,748.1586050820449,18.74685085740284,490.633483653563,244.68921274301968,0.8245,1286.5826819089439,0.00023434435138939988,2.0346216486574926,0.11277468893886922,0.028686800334409897,12656.209031185335,1.2933941614889682e-05,0.88374080699031,Delamination
Steel,Al,356.7008905832279,Anodized,Resistance_Spot,2171.832508048339,71.84874258494344,2033.875064074931,406.7701388037675,24.741074167837777,848.2609474853822,145.5851418876379,0.393,129.8038870679219,0.0005232778717718993,1.889228382944187,0.1582969104156818,0.08745812150279583,278.5426754292395,6.301991494404727e-05,0.3075517534254729,Thermal_Fatigue
Al,Al,88.54009964332732,Anodized,Friction_Stir,3728.39986555132,14.032681471074037,706.6971220028763,709.2486247036865,38.727267816624206,578.7739964607779,148.45255545919937,1.0,110.88492192836037,0.0009583808190349768,3.8809189788438028,0.06985696757020973,0.021079652039861542,1374.0211266565077,0.0,1.0423583150098656,Mechanical_Fatigue
Steel,Ni,130.38427090709837,Polished,Electron_Beam,2709.9192016494085,84.8207573829145,1733.9000393817964,135.12729231685972,37.43423197571665,964.7943900906116,159.18564425482322,0.9365,174.75058121632034,0.00030066981751390693,0.5660082144459755,0.08216660806717895,0.017613878983806917,1843.8181130885764,4.73875899532014e-06,0.9647986372100132,Delamination
Cu,Cu,231.9692903223105,Plated,USW,3440.1215193382404,62.490684187806536,4216.852212183656,557.9757926612923,35.53519218185138,421.14988875920733,152.68031943392072,1.0,211.35185552875896,0.00012912684394543003,2.0978644027318016,0.11407630747715809,0.04555976696985623,1755.083635985048,0.0,0.9072083762878613,Delamination
Ni,Steel,272.67758051894367,Anodized,Resistance_Spot,1535.0590597914884,15.259451205044698,4075.849891096904,385.6662338144862,1.5239433358701988,169.11260646728056,163.99019611444933,0.9365,608.0252257178755,0.00036813391569764237,1.2965813647700868,0.33818320342421215,0.05742716364202043,3232.1491822263115,6.3155762071406455e-06,0.7518610734169568,Delamination
Al,Steel,484.58016555630326,Coated,Laser,258.4780114566548,88.45850487947223,239.0061006318515,997.3320120339946,10.751791785485542,315.34360057147353,42.82492427585716,0.393,32.16931525101869,0.0010980509685823436,0.6224679280250397,0.10533860067135488,0.05426438710716585,153.24295626224048,6.403355697698758e-05,0.399717257130753,Mechanical_Fatigue
Ni,Ti,486.7932348715055,Polished,Friction_Stir,242.81432079644316,88.99312698145593,787.3551360381271,595.4775054076017,11.862219638014789,145.52300883318821,248.09699870620506,0.8245,524.3874996841884,0.00041741227255411977,0.8783568682392571,0.10416451434326209,0.029570459412656912,4592.3161224872,1.3552262594070822e-05,0.9975124467755546,Delamination
Ni,Cu,433.03868936544274,Rough,USW,4719.627764998703,86.7534254180486,3803.9159619929233,685.3436630135012,13.280187747468448,685.1926551286111,20.811365954151935,0.505,211.0837830089434,0.00020605809109445423,3.107550590125658,0.3980241344822516,0.06327108350597507,1087.0044287792066,6.480775430863223e-05,0.4662473740819721,Thermal_Fatigue
Ti,Ti,192.01947587850853,Plated,USW,4728.246215575703,79.68717791368508,1745.0911921952388,139.72476567872573,5.713068879330292,160.35989910962516,28.70082478890422,1.0,807.3291226277153,0.0003327559280530214,1.182130540316078,0.411894853457876,0.04103298016775116,7126.636476540692,0.0,0.8524135855749065,Delamination
Cu,Steel,483.81273087459783,Polished,Laser,1135.2834657776352,71.01328737372367,3253.596228096834,992.0495255805366,40.52366392769612,518.7327528314157,27.422048831135175,0.4415,258.97027247716363,0.00016491546663009547,1.326562329000896,0.09503528216853781,0.043395960696539636,1262.8610595131456,4.612997090068436e-05,0.43555382654349306,Thermal_Fatigue
Ni,Al,360.20338910429564,Polished,USW,822.5817240576257,45.721820969072475,2857.1111210708445,60.89042149489583,17.72353340509322,923.4931590493262,272.0458710500295,0.4565,43.64749019800872,0.00016390405724449637,0.32790049736152727,0.12289871842689636,0.07940151942108638,132.11884587892195,4.905138654677077e-05,0.39449982014594337,Mechanical_Fatigue
Steel,Cu,226.82305751783016,Rough,Laser,188.88518607580227,22.270525055780993,3295.1298454349385,80.12830429333519,39.00380962193884,434.428634718119,298.72252156724426,0.4415,63.84889816866919,0.00021489882145851405,0.15173266205082486,0.02455443295601748,0.05948907711375339,213.67261734801147,7.006462984755391e-05,0.42975949692166204,Mechanical_Fatigue
Steel,Cu,365.75371264314487,Coated,Laser,1233.1585959447666,35.98977475298997,363.1130995290076,84.97792152552255,46.644705861808255,403.3194838741175,103.22317410269248,0.4415,15.691666725275594,0.0008801075259540378,0.46234775264860034,0.07379336130499393,0.05097760172608921,109.12716571759171,5.66465866213704e-05,0.44414693073007344,Mechanical_Fatigue
Ti,Ni,57.43522840393696,Anodized,Friction_Stir,1738.3220616574106,41.23694245162908,4662.484107098111,871.8946384315519,16.3381869289145,203.9287632394467,55.143927703961864,0.8245,1636.9957777541508,0.00034639141288687013,2.6537171304894076,0.07833096009444149,0.02354407719336963,20174.13992654518,1.5948278594730148e-05,0.8641306204172189,Delamination
Cu,Al,115.7696070233961,Anodized,USW,1282.0889048256174,42.22688206283124,202.7507938010449,731.3034156593792,23.234814140112192,754.0348384134563,25.301402405922396,0.6234999999999999,21.190281165730703,0.0013238532037192542,1.5099371841713705,0.06887753514255292,0.05421278119435986,114.32480756330463,3.886475768785434e-05,0.5445611479879097,Mechanical_Fatigue
Cu,Al,423.3585702003655,Rough,Electron_Beam,4007.1822875003863,60.89406536145897,139.35923032525204,973.3224213741536,5.288116722088319,304.9470964947676,272.5134500495348,0.6234999999999999,16.861724740663192,0.0008025885465125741,1.7175912477694257,0.5520325153505471,0.027743685836838405,100.228062770979,4.378004284329627e-05,0.5888748900445718,Mechanical_Fatigue
Steel,Ti,340.50813659292703,Rough,Electron_Beam,3772.209446449633,28.754452733119503,1208.149711705597,75.89472972701213,15.447200499584188,990.4116509540364,120.1526742104531,0.888,208.35945591357208,0.00047418369992075025,0.5159099085313128,0.2840088473455243,0.018133072705047687,2434.5832956505587,1.450296069167193e-05,0.8622979358538448,Delamination
Al,Cu,213.8876155813478,Anodized,Friction_Stir,496.9693089607825,27.06950161618751,4968.130005210593,694.7588871560712,27.765887283866853,167.5925122921306,157.8380080719171,0.6234999999999999,193.9919277028948,0.00027021960811551723,1.4619983581161151,0.054257047547943915,0.029806505735360138,1639.2981936056406,3.570460260331965e-05,0.6476684742659845,Thermal_Fatigue
Ti,Ti,275.29998810022346,Coated,Friction_Stir,3516.875879700254,74.52664317412668,455.40892954182965,537.9365911943648,9.829215432652205,3.239932206990936,125.06546413667986,1.0,607.3712285453495,0.001028676096325207,2.9919281527934314,0.311395380492887,0.021240888216629197,8204.361179438643,0.0,0.9890512089796203,Delamination
Ti,Al,457.3139673405951,Coated,Laser,2650.867087450791,10.67504953874646,4385.0508526525,642.7448272197904,27.313126020008003,539.8790097915766,273.98516905297726,0.281,477.5615477318041,0.00025205922581489874,1.7257321553751173,0.18179664072779128,0.06830606392787401,1145.8527648188199,7.773621812136094e-05,0.270707267058639,Thermal_Fatigue
Steel,Ni,334.21014926558894,Polished,Electron_Beam,747.6139212368125,23.456749187172463,879.5364451721989,517.787209761417,16.331182815848003,69.57286493876474,253.10722112406165,0.9365,245.00125698220467,0.0003510436594590034,0.6300232238331542,0.11218137074545903,0.020959277601000727,2385.000881921679,5.520868333904081e-06,0.9798329261809675,Delamination
Steel,Cu,229.1671777704486,Rough,USW,3723.7236094156137,49.146227403217424,634.6061366319352,678.5934857286753,49.51235741527356,370.2901472848128,270.9479025700287,0.4415,74.29620133362283,0.0006427900423898531,2.638036102058926,0.08382807505231134,0.07969328783932039,210.8508733129166,6.745025667000276e-05,0.3766176387164505,Mechanical_Fatigue
Al,Al,104.14699582889075,Rough,Electron_Beam,521.6232693535926,23.417484950790524,3916.954948333562,907.9885030563019,19.40989393882418,452.19624105555806,140.3315488465807,1.0,334.41341593365144,0.0001955587651103283,0.6630450132631693,0.05295853734580715,0.017115907864118242,4105.27427111281,0.0,0.9712898931185774,Delamination
Al,Ni,182.18606073150244,Rough,Friction_Stir,968.0382624267133,96.38312961870484,4248.7257013129765,591.5991372588124,2.913755130462844,249.07657709575406,80.70024009790805,0.4565,239.36199035526786,0.00020834983962263905,1.6713785627901236,0.20807845850231885,0.034640060578940576,1418.9374847034776,6.799832047084028e-05,0.5249817765111305,Thermal_Fatigue
