Participant_ID,Country,Age,Gender,Education,Income_Level,Bank_Type,Years_with_Account,Frequency_of_Use,Past_Victim,Fraud_Incidents,Fraud_Types,Fraud_Amount,Fraud_Resolution,Tech_Adoption,Risk_Tolerance,Financial_Literacy,Trust_Banking,Mobile_Usage,Internet_Quality,Employment_Status,Marital_Status,Urban_Rural,Data_Collection_Date
2537,Ghana,32,2,3,2,2,1,5,0,0,,0.0,0,4.4,3.6,3.1,4.1,4.1,1.6,1,1,2,2025-10-26
2538,Nigeria,38,1,3,2,1,3,2,0,0,,0.0,0,3.4,3.4,3.8,2.9,4.1,1.8,2,2,2,2025-10-26
2539,Ghana,43,1,3,1,1,19,2,1,1,Phishing,100.0,1,3.6,3.2,3.3,2.8,3.9,2.2,2,4,2,2025-10-26
2540,Ghana,18,1,4,4,3,4,4,0,0,,0.0,0,3.6,3.7,1.9,3.7,3.9,3.4,4,2,2,2025-10-26
2541,Ghana,24,1,2,4,2,1,2,0,0,,0.0,0,4.8,3.2,1.9,4.3,4.1,3.6,1,2,1,2025-10-26
2542,Ghana,31,2,2,2,1,2,2,0,0,,0.0,0,3.7,3.1,3.6,4.2,4.3,3.4,3,1,1,2025-10-26
2543,Ghana,43,2,4,4,1,3,3,0,0,,0.0,0,1.6,2.9,3.7,3.8,4.1,3.1,3,2,1,2025-10-26
2544,Ghana,64,2,2,2,1,9,5,0,0,,0.0,0,2.7,2.5,3.7,4.7,4.3,4.2,2,3,1,2025-10-26
2545,Nigeria,32,2,3,2,1,4,2,0,0,,0.0,0,2.3,2.5,4.2,2.5,3.2,3.3,1,2,2,2025-10-26
2546,Nigeria,18,1,5,3,1,10,2,0,0,,0.0,0,4.5,3.1,3.4,3.4,4.5,2.3,4,1,1,2025-10-26
2547,Nigeria,39,2,2,1,1,3,4,0,0,,0.0,0,4.1,3.7,2.6,3.8,3.6,2.3,4,1,2,2025-10-26
2548,Nigeria,50,1,3,2,2,9,4,0,0,,0.0,0,3.5,3.4,2.4,4.0,3.2,2.4,4,2,1,2025-10-26
2549,Nigeria,36,2,1,3,1,1,2,0,0,,0.0,0,2.1,3.4,3.5,4.0,4.9,2.7,1,2,1,2025-10-26
2550,Nigeria,24,1,3,5,2,2,1,1,2,Social Engineering; Phishing,10000.0,3,4.6,2.2,2.1,3.9,4.7,3.0,1,1,2,2025-10-26
2551,Nigeria,46,2,4,4,1,1,4,0,0,,0.0,0,2.6,3.4,3.8,4.3,4.0,3.3,5,2,2,2025-10-26
2552,Nigeria,42,2,2,3,3,1,2,0,0,,0.0,0,2.8,2.7,2.3,4.5,4.5,2.3,1,4,1,2025-10-26
2553,Ghana,22,1,5,4,1,16,5,0,0,,0.0,0,3.7,3.1,3.2,3.0,3.8,2.6,3,1,1,2025-10-26
2554,Ghana,39,1,5,3,1,2,2,0,0,,0.0,0,4.0,3.4,3.6,3.4,3.8,3.8,1,2,1,2025-10-26
2555,Nigeria,46,1,2,3,2,3,2,0,0,,0.0,0,4.3,2.2,1.8,2.5,3.7,3.7,3,2,1,2025-10-26
2556,Ghana,49,1,6,4,3,1,4,0,0,,0.0,0,3.6,3.1,3.5,4.8,3.7,4.7,4,2,2,2025-10-26
2557,Nigeria,34,2,3,4,1,3,4,0,0,,0.0,0,4.3,3.2,3.4,4.2,3.9,3.3,1,4,1,2025-10-26
2558,Nigeria,30,2,2,4,3,10,4,0,0,,0.0,0,3.2,3.7,3.8,3.3,3.6,2.4,1,2,1,2025-10-26
2559,Nigeria,49,1,1,4,2,1,3,0,0,,0.0,0,3.7,2.6,2.9,3.3,2.6,3.5,3,1,2,2025-10-26
2560,Nigeria,20,1,3,4,2,2,2,0,0,,0.0,0,4.3,3.0,2.5,2.4,3.9,2.9,1,2,1,2025-10-26
2561,Ghana,40,2,4,3,2,5,2,0,0,,0.0,0,3.9,3.1,4.2,3.6,3.5,2.6,1,1,1,2025-10-26
2562,Ghana,18,1,3,5,3,13,2,0,0,,0.0,0,2.7,2.6,3.7,3.7,4.1,3.5,4,3,2,2025-10-26
2563,Nigeria,47,1,5,2,2,1,1,0,0,,0.0,0,3.4,2.6,3.4,2.8,3.9,3.2,4,1,1,2025-10-26
2564,Nigeria,31,2,4,5,2,7,1,0,0,,0.0,0,5.0,2.6,3.2,3.5,4.3,4.1,2,1,1,2025-10-26
2565,Nigeria,50,2,3,3,3,5,4,0,0,,0.0,0,2.4,2.9,3.0,5.0,4.0,3.1,3,4,1,2025-10-26
2566,Nigeria,40,1,4,2,3,16,4,0,0,,0.0,0,3.8,4.2,4.2,4.5,3.4,2.3,5,3,1,2025-10-26
2567,Nigeria,20,1,5,4,3,1,2,1,1,Card Fraud,10000.0,1,3.8,2.9,3.5,3.8,3.4,1.5,1,1,1,2025-10-26
2568,Nigeria,52,2,2,3,1,10,2,0,0,,0.0,0,3.0,3.3,2.2,3.5,3.4,2.0,1,2,1,2025-10-26
2569,Ghana,53,2,3,4,1,16,4,0,0,,0.0,0,3.9,3.0,3.5,4.8,3.6,2.8,3,1,1,2025-10-26
2570,Ghana,45,2,4,3,3,1,2,0,0,,0.0,0,3.6,2.8,3.9,5.0,3.6,4.7,1,1,1,2025-10-26
2571,Nigeria,25,1,4,4,1,1,2,0,0,,0.0,0,3.3,3.0,3.8,3.3,4.5,2.8,1,1,1,2025-10-26
2572,Ghana,31,2,4,3,1,1,3,0,0,,0.0,0,3.0,3.5,4.9,4.0,4.1,3.4,1,1,1,2025-10-26
2573,Nigeria,36,2,3,2,1,1,4,0,0,,0.0,0,3.7,3.0,2.1,2.9,3.1,3.9,3,2,1,2025-10-26
2574,Nigeria,26,2,4,3,2,5,2,0,0,,0.0,0,5.0,2.9,3.0,3.5,3.6,3.5,1,2,2,2025-10-26
2575,Nigeria,55,2,4,4,3,19,3,0,0,,0.0,0,4.2,2.8,4.3,4.5,4.0,2.8,1,2,1,2025-10-26
2576,Ghana,36,1,4,4,1,1,4,0,0,,0.0,0,3.3,2.3,2.8,4.3,3.5,4.3,2,2,1,2025-10-26
2577,Ghana,18,2,2,3,2,8,3,0,0,,0.0,0,3.4,3.7,2.3,3.3,4.0,3.0,1,2,1,2025-10-26
2578,Ghana,39,1,4,6,3,15,5,1,1,Mobile Banking Fraud,207.91,1,3.9,2.7,3.7,4.8,3.6,3.7,2,1,1,2025-10-26
2579,Nigeria,30,1,3,4,1,1,4,1,2,Mobile Banking Fraud; Account Takeover,10000.0,3,3.2,4.0,3.2,3.6,3.9,2.0,4,1,1,2025-10-26
2580,Ghana,34,2,4,5,2,1,3,0,0,,0.0,0,4.7,3.2,3.6,3.5,3.7,3.7,3,2,2,2025-10-26
2581,Nigeria,30,2,5,2,2,1,2,0,0,,0.0,0,3.4,4.0,4.3,4.6,4.1,3.8,2,1,1,2025-10-26
2582,Ghana,44,2,4,1,3,5,4,0,0,,0.0,0,3.0,2.9,3.4,4.0,4.7,4.1,1,1,1,2025-10-26
2583,Nigeria,48,1,1,3,1,10,5,1,1,ATM Skimming,11453.24,3,2.2,2.5,2.3,2.8,4.4,3.7,1,2,2,2025-10-26
2584,Nigeria,38,1,3,2,2,1,3,0,0,,0.0,0,4.3,3.7,3.0,3.1,3.5,5.0,1,2,1,2025-10-26
2585,Nigeria,30,2,5,3,3,1,3,0,0,,0.0,0,3.8,2.6,4.1,4.4,5.0,2.8,3,1,1,2025-10-26
2586,Ghana,34,1,5,3,1,5,3,0,0,,0.0,0,3.5,3.9,4.2,3.1,4.6,2.9,3,2,1,2025-10-26
2587,Nigeria,35,2,4,3,3,4,3,0,0,,0.0,0,4.3,3.4,4.9,4.5,3.7,3.4,3,2,1,2025-10-26
2588,Ghana,25,1,3,4,3,3,3,0,0,,0.0,0,4.7,4.0,3.3,3.7,3.6,2.9,1,4,2,2025-10-26
2589,Nigeria,41,2,4,6,2,1,1,1,2,Mobile Banking Fraud; Online Banking Fraud,14312.2,1,4.8,2.3,4.3,3.5,4.2,2.1,1,2,1,2025-10-26
2590,Ghana,40,1,4,5,2,1,2,1,1,Card Fraud,530.63,2,5.0,3.7,4.5,5.0,4.4,3.3,3,1,1,2025-10-26
2591,Ghana,53,2,6,2,3,5,4,0,0,,0.0,0,3.1,2.5,4.2,3.7,4.9,4.9,5,2,1,2025-10-26
2592,Ghana,50,2,4,3,1,22,4,0,0,,0.0,0,2.9,1.3,4.7,2.5,4.3,4.0,2,1,2,2025-10-26
2593,Nigeria,26,1,4,2,3,3,3,0,0,,0.0,0,4.8,3.6,4.2,4.8,3.7,3.3,3,3,1,2025-10-26
2594,Nigeria,44,2,4,2,2,4,4,0,0,,0.0,0,3.8,3.0,3.7,2.7,3.7,1.7,3,1,1,2025-10-26
2595,Nigeria,23,2,3,3,1,18,5,0,0,,0.0,0,4.1,3.7,2.0,3.0,4.3,2.5,4,3,1,2025-10-26
2596,Ghana,43,2,5,3,2,1,4,1,4,Phishing; Mobile Banking Fraud; Social Engineering,100.0,2,5.0,3.1,4.7,4.1,3.3,4.5,1,4,1,2025-10-26
2597,Nigeria,28,2,4,2,2,5,4,0,0,,0.0,0,5.0,3.0,3.9,3.9,4.7,2.8,5,2,1,2025-10-26
2598,Nigeria,22,1,6,4,1,7,3,0,0,,0.0,0,3.9,4.0,4.7,2.1,3.7,4.8,4,1,1,2025-10-26
2599,Nigeria,38,1,4,4,3,2,2,0,0,,0.0,0,2.4,3.1,3.3,3.8,4.5,3.4,4,2,1,2025-10-26
2600,Nigeria,18,1,2,1,3,1,3,0,0,,0.0,0,3.6,2.7,3.3,4.5,4.6,2.9,5,2,1,2025-10-26
2601,Ghana,18,1,4,3,1,6,3,0,0,,0.0,0,4.8,2.9,3.2,4.9,5.0,3.3,3,2,2,2025-10-26
2602,Nigeria,32,1,1,5,1,29,1,1,1,Online Banking Fraud,10000.0,1,2.9,3.1,3.2,2.8,3.8,2.9,1,1,1,2025-10-26
2603,Ghana,35,2,3,3,1,4,3,0,0,,0.0,0,3.8,1.0,2.2,4.3,3.9,2.5,4,2,1,2025-10-26
2604,Nigeria,30,1,3,3,1,1,5,0,0,,0.0,0,3.3,3.3,1.9,3.1,3.8,3.8,1,2,2,2025-10-26
2605,Nigeria,18,1,4,2,1,3,3,0,0,,0.0,0,4.2,4.0,4.4,4.1,4.1,3.4,3,1,1,2025-10-26
2606,Nigeria,25,1,4,2,1,1,1,0,0,,0.0,0,3.7,3.0,3.2,2.9,3.7,2.8,1,2,1,2025-10-26
2607,Nigeria,39,2,1,1,1,1,3,0,0,,0.0,0,1.8,2.7,3.6,3.4,4.6,2.9,1,1,1,2025-10-26
2608,Nigeria,41,2,4,4,2,2,1,0,0,,0.0,0,4.2,3.3,3.6,3.7,4.5,3.6,1,2,2,2025-10-26
2609,Ghana,34,1,3,1,3,13,5,0,0,,0.0,0,2.7,4.2,3.6,4.8,3.9,4.9,3,1,1,2025-10-26
2610,Nigeria,48,2,5,2,1,8,2,1,2,ATM Skimming; Social Engineering,20753.23,1,4.0,3.3,3.7,3.8,3.6,4.2,1,1,1,2025-10-26
2611,Ghana,39,1,4,1,3,1,2,1,2,Card Fraud; ATM Skimming,2907.19,2,3.5,3.2,3.3,3.9,3.8,3.6,1,2,1,2025-10-26
2612,Nigeria,26,3,4,4,2,2,3,1,1,Mobile Banking Fraud,10000.0,2,5.0,2.7,4.4,3.2,3.8,2.3,2,2,1,2025-10-26
2613,Nigeria,31,2,3,1,1,4,5,0,0,,0.0,0,3.2,2.3,3.6,4.6,4.2,1.8,1,1,1,2025-10-26
2614,Ghana,18,1,5,3,3,7,3,0,0,,0.0,0,3.6,3.0,3.9,4.4,4.1,3.6,5,2,2,2025-10-26
2615,Nigeria,33,2,4,3,1,1,2,1,2,Mobile Banking Fraud; Card Fraud,10000.0,1,2.8,3.0,3.9,3.2,4.4,2.4,4,2,1,2025-10-26
2616,Nigeria,48,2,5,3,2,3,2,1,2,Account Takeover; Online Banking Fraud,10000.0,1,4.0,1.6,3.0,3.8,4.7,3.1,3,1,1,2025-10-26
2617,Nigeria,43,1,1,2,1,4,2,0,0,,0.0,0,3.1,2.5,2.4,3.9,4.1,3.2,1,2,1,2025-10-26
2618,Nigeria,51,2,3,2,2,1,2,0,0,,0.0,0,3.7,3.8,2.6,2.7,4.3,3.6,2,1,1,2025-10-26
2619,Ghana,31,1,4,4,2,1,1,0,0,,0.0,0,3.6,2.8,3.8,4.0,5.0,2.7,3,3,2,2025-10-26
2620,Nigeria,51,1,2,6,2,1,3,0,0,,0.0,0,4.8,1.3,3.7,2.6,4.3,2.3,2,1,1,2025-10-26
2621,Ghana,32,1,3,3,2,1,2,0,0,,0.0,0,4.1,4.1,2.9,3.3,3.8,3.3,5,2,1,2025-10-26
2622,Ghana,52,1,5,1,3,5,5,0,0,,0.0,0,3.7,2.4,2.7,3.6,4.0,3.7,4,2,1,2025-10-26
2623,Nigeria,34,1,3,1,1,9,3,1,1,Online Banking Fraud,10000.0,3,2.3,2.7,1.4,3.4,3.2,3.2,1,2,1,2025-10-26
2624,Ghana,43,2,6,4,3,1,2,0,0,,0.0,0,2.7,3.7,3.6,3.9,4.3,5.0,3,3,1,2025-10-26
2625,Nigeria,52,1,2,3,1,21,3,0,0,,0.0,0,2.9,2.5,2.7,3.4,3.7,1.2,2,2,2,2025-10-26
2626,Ghana,32,1,4,4,3,2,1,0,0,,0.0,0,1.9,1.6,4.2,3.1,3.6,4.3,5,1,1,2025-10-26
2627,Nigeria,37,2,4,4,1,7,4,1,2,Mobile Banking Fraud; Online Banking Fraud,10000.0,1,4.1,3.2,3.1,3.5,3.6,3.8,3,3,1,2025-10-26
2628,Ghana,50,2,4,5,1,19,2,0,0,,0.0,0,2.9,3.6,3.2,3.0,4.6,2.9,2,1,1,2025-10-26
2629,Nigeria,33,3,6,5,2,3,2,0,0,,0.0,0,4.3,2.7,4.3,4.9,3.9,2.6,2,1,1,2025-10-26
2630,Nigeria,19,2,2,4,1,3,1,1,1,ATM Skimming,10000.0,1,3.8,2.9,3.3,3.3,4.4,4.4,1,2,1,2025-10-26
2631,Ghana,60,3,5,3,3,24,4,0,0,,0.0,0,3.3,2.2,2.8,4.0,4.2,3.1,1,3,1,2025-10-26
2632,Ghana,29,2,4,3,2,1,1,0,0,,0.0,0,4.1,2.3,3.5,4.1,4.1,3.1,1,2,2,2025-10-26
2633,Nigeria,36,2,3,3,3,6,3,0,0,,0.0,0,4.2,2.8,3.7,4.8,3.8,3.1,1,3,1,2025-10-26
2634,Nigeria,48,2,5,3,2,1,1,0,0,,0.0,0,3.3,3.5,4.6,2.8,4.2,3.4,1,3,1,2025-10-26
2635,Ghana,27,1,3,4,2,1,4,0,0,,0.0,0,2.7,3.1,2.4,4.0,3.8,4.2,4,2,1,2025-10-26
2636,Ghana,22,1,5,2,1,1,2,0,0,,0.0,0,4.7,3.7,4.2,4.3,4.1,4.2,1,2,2,2025-10-26
2637,Ghana,38,2,3,4,2,2,2,0,0,,0.0,0,2.8,4.2,3.0,3.8,4.6,4.0,5,2,2,2025-10-26
2638,Ghana,18,1,5,3,1,6,2,0,0,,0.0,0,5.0,3.6,3.9,3.8,4.7,2.2,1,1,2,2025-10-26
2639,Ghana,31,1,4,4,1,2,2,0,0,,0.0,0,3.8,1.9,3.6,3.4,3.8,3.5,1,2,1,2025-10-26
2640,Ghana,37,2,2,2,2,1,2,0,0,,0.0,0,4.2,2.8,3.2,3.5,4.2,4.0,5,1,2,2025-10-26
2641,Nigeria,31,2,4,3,1,2,5,1,5,Social Engineering; Online Banking Fraud; ATM Skimming,10000.0,1,3.0,3.6,3.3,3.4,4.3,3.5,5,1,1,2025-10-26
2642,Nigeria,18,1,2,2,1,8,2,1,1,Online Banking Fraud,10000.0,1,2.8,2.9,2.2,3.2,4.1,2.4,1,2,1,2025-10-26
2643,Ghana,54,2,3,5,3,19,3,0,0,,0.0,0,2.7,1.9,2.8,4.7,4.4,2.8,1,3,2,2025-10-26
2644,Ghana,36,2,2,3,3,2,1,0,0,,0.0,0,2.3,2.6,3.1,3.7,4.4,2.7,1,2,2,2025-10-26
2645,Nigeria,52,2,1,2,1,3,2,0,0,,0.0,0,4.0,1.4,4.4,4.0,4.9,3.4,2,1,1,2025-10-26
2646,Nigeria,31,2,3,1,1,4,4,0,0,,0.0,0,2.4,2.8,4.5,4.3,5.0,3.8,1,2,1,2025-10-26
2647,Ghana,24,2,4,4,1,1,3,0,0,,0.0,0,4.4,2.5,3.3,3.9,3.9,3.6,1,3,2,2025-10-26
2648,Nigeria,38,2,4,2,1,1,1,0,0,,0.0,0,4.3,2.7,4.9,2.4,4.8,2.1,4,2,1,2025-10-26
2649,Nigeria,32,1,4,6,2,1,4,1,3,ATM Skimming; Phishing; Mobile Banking Fraud,10000.0,3,3.8,3.8,3.3,3.9,4.2,3.1,4,1,2,2025-10-26
2650,Nigeria,20,2,3,3,1,1,3,0,0,,0.0,0,3.8,2.1,2.7,3.1,3.9,2.2,5,1,2,2025-10-26
2651,Nigeria,52,2,4,2,3,8,2,0,0,,0.0,0,2.8,2.5,3.6,3.7,4.3,2.4,2,2,1,2025-10-26
2652,Nigeria,27,2,4,4,1,5,2,0,0,,0.0,0,3.9,2.2,3.7,3.7,3.9,2.7,1,1,1,2025-10-26
2653,Nigeria,18,2,3,2,2,2,2,0,0,,0.0,0,4.1,3.7,4.1,4.2,4.0,2.4,2,2,1,2025-10-26
2654,Nigeria,50,1,5,4,1,11,3,0,0,,0.0,0,2.9,3.8,3.8,2.5,3.5,2.1,4,1,1,2025-10-26
2655,Ghana,28,2,4,3,3,2,3,1,1,Phishing,520.57,2,4.1,3.3,3.6,4.2,4.0,4.6,1,2,1,2025-10-26
2656,Nigeria,27,1,4,6,1,2,3,1,1,Account Takeover,10000.0,3,3.0,3.2,3.4,4.7,4.5,1.5,5,2,1,2025-10-26
2657,Ghana,18,1,3,4,3,3,4,0,0,,0.0,0,4.2,2.2,2.0,3.5,4.4,3.1,1,2,1,2025-10-26
2658,Ghana,55,1,1,4,2,1,4,0,0,,0.0,0,3.1,3.1,2.1,3.6,4.2,3.3,1,2,1,2025-10-26
2659,Nigeria,19,1,5,1,2,3,2,0,0,,0.0,0,4.0,2.2,3.6,3.1,4.9,4.0,1,2,1,2025-10-26
2660,Ghana,35,2,5,3,1,15,2,0,0,,0.0,0,3.3,3.0,4.1,4.1,5.0,3.7,5,1,1,2025-10-26
2661,Nigeria,45,1,2,4,1,16,4,0,0,,0.0,0,2.7,2.8,3.2,2.7,4.2,2.8,1,4,1,2025-10-26
2662,Ghana,40,1,3,4,1,1,3,0,0,,0.0,0,3.3,2.6,3.0,2.8,4.8,3.0,1,2,1,2025-10-26
2663,Nigeria,34,2,4,2,1,4,1,0,0,,0.0,0,3.6,3.0,3.7,4.0,4.2,3.9,3,1,1,2025-10-26
2664,Ghana,18,1,4,3,2,1,3,0,0,,0.0,0,3.7,3.5,3.1,3.8,4.0,2.9,5,2,2,2025-10-26
2665,Ghana,25,1,5,2,2,2,1,1,1,Mobile Banking Fraud,807.18,1,5.0,4.2,3.6,3.0,4.5,3.6,1,2,2,2025-10-26
2666,Nigeria,37,1,2,4,1,3,3,0,0,,0.0,0,2.8,3.4,3.0,3.5,4.0,2.9,2,2,1,2025-10-26
2667,Nigeria,25,1,3,3,2,1,3,0,0,,0.0,0,4.7,4.6,2.1,2.7,2.8,3.4,5,2,1,2025-10-26
2668,Ghana,37,1,2,3,2,1,2,0,0,,0.0,0,5.0,3.1,2.8,4.3,3.9,4.6,4,1,1,2025-10-26
2669,Ghana,43,1,3,2,3,12,5,0,0,,0.0,0,4.0,4.2,3.9,4.4,3.2,4.0,5,4,1,2025-10-26
2670,Nigeria,46,2,1,3,1,18,1,0,0,,0.0,0,3.2,3.3,4.2,3.1,3.8,2.9,5,2,2,2025-10-26
2671,Ghana,20,1,5,2,1,5,3,0,0,,0.0,0,2.9,3.2,3.4,3.4,3.7,4.7,1,2,2,2025-10-26
2672,Nigeria,61,1,4,6,2,1,4,0,0,,0.0,0,3.4,2.9,3.6,3.2,3.7,4.3,1,2,1,2025-10-26
2673,Ghana,44,2,5,2,2,7,1,1,4,Mobile Banking Fraud; Card Fraud; Online Banking Fraud,5200.38,2,5.0,3.2,4.0,3.1,3.5,4.3,5,2,2,2025-10-26
2674,Nigeria,34,1,2,5,2,1,2,0,0,,0.0,0,3.7,3.3,3.7,4.3,3.4,3.2,3,2,2,2025-10-26
2675,Ghana,48,2,3,3,2,1,1,0,0,,0.0,0,3.9,2.0,3.0,4.4,3.7,3.0,1,1,1,2025-10-26
2676,Nigeria,63,1,3,3,2,2,1,0,0,,0.0,0,3.1,3.5,3.2,3.3,3.8,1.1,3,2,2,2025-10-26
2677,Nigeria,18,1,3,2,2,1,3,1,2,Account Takeover; Social Engineering,109067.94,1,4.9,2.0,2.1,3.3,3.9,3.2,1,1,2,2025-10-26
2678,Nigeria,32,2,5,4,1,7,3,0,0,,0.0,0,4.4,3.5,3.3,2.8,4.1,3.6,2,2,1,2025-10-26
2679,Nigeria,18,1,3,4,2,6,2,0,0,,0.0,0,5.0,3.4,3.0,3.4,4.4,1.9,1,2,2,2025-10-26
2680,Nigeria,37,1,3,3,1,1,2,0,0,,0.0,0,2.6,4.0,3.1,3.8,3.5,3.3,2,2,1,2025-10-26
2681,Nigeria,39,2,2,1,1,12,4,0,0,,0.0,0,3.5,2.4,3.4,4.2,3.6,2.6,5,2,1,2025-10-26
2682,Ghana,34,1,2,5,1,2,1,0,0,,0.0,0,2.9,2.3,2.0,3.2,4.8,3.9,3,1,2,2025-10-26
2683,Nigeria,27,2,5,6,3,16,2,0,0,,0.0,0,4.7,3.8,5.0,3.0,4.4,2.5,3,1,2,2025-10-26
2684,Nigeria,18,2,3,3,2,1,1,0,0,,0.0,0,4.5,2.2,2.7,2.9,3.6,2.4,1,2,1,2025-10-26
2685,Nigeria,39,1,4,4,1,6,1,0,0,,0.0,0,2.8,2.2,2.9,3.8,3.4,3.0,1,1,1,2025-10-26
2686,Nigeria,52,2,4,3,1,1,2,0,0,,0.0,0,4.6,3.1,4.6,3.5,3.8,2.1,3,2,1,2025-10-26
2687,Nigeria,27,1,2,3,2,1,4,0,0,,0.0,0,4.6,3.0,2.8,4.1,3.9,3.8,2,3,1,2025-10-26
2688,Nigeria,40,3,2,1,1,3,2,0,0,,0.0,0,2.7,3.1,3.0,3.5,4.3,3.0,1,2,1,2025-10-26
2689,Nigeria,18,2,5,3,1,1,2,0,0,,0.0,0,4.1,3.4,3.2,4.5,2.8,2.1,5,1,1,2025-10-26
2690,Nigeria,40,2,4,4,3,9,4,1,2,Social Engineering; Mobile Banking Fraud,23578.09,2,2.9,3.4,3.9,3.0,3.5,2.5,2,2,1,2025-10-26
2691,Nigeria,30,1,3,1,1,4,2,0,0,,0.0,0,3.3,2.9,3.0,2.0,4.9,3.5,2,1,1,2025-10-26
2692,Nigeria,25,2,2,3,2,10,4,1,2,Social Engineering; Phishing,10000.0,1,4.3,3.0,1.5,4.3,4.0,2.8,1,1,1,2025-10-26
2693,Nigeria,25,1,1,5,1,3,1,0,0,,0.0,0,2.9,3.0,3.0,3.0,4.0,3.6,4,2,2,2025-10-26
2694,Nigeria,30,1,3,2,1,1,2,0,0,,0.0,0,4.9,3.0,3.1,3.6,3.7,2.2,4,2,1,2025-10-26
2695,Ghana,39,2,1,2,1,4,3,0,0,,0.0,0,2.2,2.0,3.3,3.8,4.4,3.3,3,3,1,2025-10-26
2696,Nigeria,19,1,3,4,2,1,1,0,0,,0.0,0,4.8,3.5,3.0,3.7,3.1,2.9,1,2,1,2025-10-26
2697,Ghana,30,2,3,2,2,2,1,0,0,,0.0,0,4.0,3.7,3.1,3.4,3.8,5.0,1,1,1,2025-10-26
2698,Nigeria,34,1,2,2,3,3,2,0,0,,0.0,0,2.2,3.4,3.2,3.4,3.0,2.4,2,1,1,2025-10-26
2699,Ghana,21,2,2,3,1,3,3,0,0,,0.0,0,3.2,3.4,1.6,3.1,4.0,3.9,1,2,1,2025-10-26
2700,Ghana,56,1,5,3,1,2,5,0,0,,0.0,0,2.4,2.3,3.5,4.1,3.8,3.8,1,2,1,2025-10-26
2701,Nigeria,24,1,4,5,1,9,2,0,0,,0.0,0,5.0,2.0,3.6,4.0,3.2,4.4,1,2,1,2025-10-26
2702,Ghana,26,1,5,4,1,2,4,0,0,,0.0,0,3.8,3.6,4.1,3.5,4.5,4.5,1,2,2,2025-10-26
2703,Nigeria,23,2,3,3,2,1,1,1,2,Online Banking Fraud; Mobile Banking Fraud,10000.0,1,4.4,3.0,2.7,3.1,4.3,2.6,5,1,2,2025-10-26
2704,Nigeria,56,1,4,3,3,17,3,0,0,,0.0,0,5.0,3.1,4.8,4.3,4.5,2.2,3,4,1,2025-10-26
2705,Ghana,41,2,3,6,1,13,1,1,1,Phishing,1406.27,1,2.3,3.2,2.9,2.8,3.2,2.5,1,3,2,2025-10-26
2706,Ghana,23,1,4,2,2,1,3,0,0,,0.0,0,5.0,3.2,3.7,4.9,3.5,3.7,3,1,1,2025-10-26
2707,Nigeria,48,1,2,2,1,7,3,0,0,,0.0,0,3.5,3.5,3.0,3.8,4.6,3.8,1,1,1,2025-10-26
2708,Nigeria,37,1,1,6,3,9,4,1,1,ATM Skimming,12465.24,1,1.4,2.9,2.9,3.9,4.4,3.9,5,2,1,2025-10-26
2709,Nigeria,38,1,5,6,3,4,1,0,0,,0.0,0,3.2,1.7,3.9,4.5,4.7,2.8,2,2,1,2025-10-26
2710,Nigeria,30,2,4,2,2,6,1,0,0,,0.0,0,4.8,3.5,3.5,3.9,3.9,3.0,2,2,1,2025-10-26
2711,Ghana,26,2,5,2,2,1,1,0,0,,0.0,0,5.0,3.4,3.9,3.8,3.9,4.5,1,1,1,2025-10-26
2712,Nigeria,39,1,3,3,2,3,3,0,0,,0.0,0,4.0,2.1,2.9,2.4,4.3,2.4,2,2,1,2025-10-26
2713,Nigeria,28,2,3,1,3,1,1,0,0,,0.0,0,3.0,2.2,2.9,4.2,3.3,1.0,2,2,2,2025-10-26
2714,Nigeria,56,2,3,4,3,5,2,0,0,,0.0,0,2.4,3.6,2.0,4.9,4.1,3.9,3,1,2,2025-10-26
2715,Nigeria,19,1,4,1,2,6,3,0,0,,0.0,0,4.8,3.8,3.4,3.2,5.0,2.1,1,2,2,2025-10-26
2716,Nigeria,53,1,4,1,2,1,2,0,0,,0.0,0,5.0,1.1,3.5,4.1,3.8,2.8,1,2,1,2025-10-26
2717,Ghana,33,2,5,3,3,7,2,1,1,ATM Skimming,953.06,1,2.8,3.3,4.0,4.7,3.2,3.8,1,1,1,2025-10-26
2718,Ghana,38,1,1,6,2,3,1,0,0,,0.0,0,3.6,2.8,2.3,3.9,4.2,3.2,1,2,1,2025-10-26
2719,Ghana,44,1,4,3,2,1,2,0,0,,0.0,0,4.5,3.1,4.0,3.8,3.5,4.3,1,2,1,2025-10-26
2720,Nigeria,27,1,3,3,2,1,1,0,0,,0.0,0,3.3,3.1,2.8,3.8,3.9,5.0,1,2,1,2025-10-26
2721,Ghana,45,2,2,6,3,8,3,1,1,Card Fraud,337.11,1,3.3,2.5,2.6,4.4,4.5,2.9,4,2,1,2025-10-26
2722,Ghana,18,1,4,3,1,3,3,0,0,,0.0,0,3.0,3.5,3.7,4.8,4.3,3.6,3,2,2,2025-10-26
2723,Ghana,26,1,4,3,1,5,3,0,0,,0.0,0,3.1,2.5,4.2,4.3,3.8,3.5,5,1,2,2025-10-26
2724,Nigeria,23,1,2,3,2,1,1,0,0,,0.0,0,3.6,3.5,2.5,3.9,4.4,3.3,1,2,1,2025-10-26
2725,Nigeria,19,1,3,2,3,30,3,0,0,,0.0,0,2.2,3.7,2.8,4.6,3.2,2.5,4,1,1,2025-10-26
