participant_id,age,gender,education,income,tech_savviness,banking_frequency,previous_incidents,t1_attitudes_1,t1_attitudes_2,t1_attitudes_3,t1_attitudes_mean,t1_subjective_norms_1,t1_subjective_norms_2,t1_subjective_norms_3,t1_subjective_norms_mean,t1_pbc_1,t1_pbc_2,t1_pbc_3,t1_pbc_mean,t1_intentions_1,t1_intentions_2,t1_intentions_3,t1_intentions_mean,srb_1_check_statements,srb_2_strong_passwords,srb_3_two_factor_auth,srb_4_logout_properly,srb_5_verify_alerts,srb_total_mean,obj_scenario_1_phishing_sms,obj_score_1_phishing_sms,obj_scenario_2_fake_email,obj_score_2_fake_email,obj_scenario_3_public_wifi,obj_score_3_public_wifi,obj_scenario_4_password_sharing,obj_score_4_password_sharing,obj_scenario_5_suspicious_charge,obj_score_5_suspicious_charge,objective_total_score,predicted_behavior,intention_behavior_gap,gap_category,risk_perception,bank_trust,security_self_efficacy,months_since_training,primary_device,t1_date,t2_date,t1_response_time_minutes,t2_response_time_minutes
P0506,37,Male,7,7,5,5,1,5,5,5,5.0,4,4,4,4.0,4,4,4,4.0,7,7,7,7.0,7,7,6,7,6,6.6,call_bank_official,2.0,verify_with_bank,2.0,use_mobile_data,2.0,refuse_completely,2.0,contact_bank_immediately,2.0,9,6.96197542137092,-0.36197542137092054,As expected,5,5,4,0,Mobile,2024-09-25,2024-10-23,5,3
P0507,26,Female,5,3,4,6,0,6,6,6,6.0,5,5,4,4.666666666666667,5,5,5,5.0,5,5,5,5.0,Missing,Missing,Missing,Missing,Missing,,Missing,,Missing,,Missing,,Missing,,Missing,,8,,,Missing,5,3,5,0,Mobile,2024-09-27,Missing,3,Missing
P0508,18,Female,3,5,5,5,0,5,5,5,5.0,3,3,3,3.0,3,3,3,3.0,5,4,5,4.666666666666667,5,4,4,5,4,4.4,report_as_spam,2.0,report_phishing,2.0,use_mobile_data,2.0,create_joint_account,2.0,contact_bank_immediately,2.0,5,4.5134091432348935,-0.11340914323489315,As expected,5,4,3,5,Mobile,2024-09-13,2024-10-15,24,11
P0509,38,Female,4,3,3,5,0,5,5,5,5.0,5,5,5,5.0,3,2,2,2.3333333333333335,5,5,5,5.0,5,5,4,6,4,4.8,call_bank_official,2.0,click_and_update,0.0,wait_until_home,2.0,log_in_for_them,1.0,ignore_small_amount,0.0,7,4.8632043258257545,-0.06320432582575464,As expected,5,6,5,7,Tablet,2024-10-07,2024-11-11,7,8
P0510,41,Male,7,6,2,4,0,4,6,5,5.0,4,4,4,4.0,6,6,6,6.0,6,6,6,6.0,6,7,7,6,5,6.2,call_bank_official,2.0,verify_with_bank,2.0,wait_until_home,2.0,refuse_completely,2.0,ignore_small_amount,0.0,7,5.912589873598337,0.28741012640166286,As expected,3,5,3,2,Tablet,2024-09-10,2024-10-08,19,2
P0511,48,Male,5,6,4,5,Missing,5,5,5,5.0,5,6,5,5.333333333333333,7,7,7,7.0,6,6,6,6.0,7,7,6,7,7,6.8,call_bank_official,2.0,verify_with_bank,2.0,use_mobile_data,2.0,create_joint_account,2.0,contact_bank_immediately,2.0,8,5.912589873598337,0.8874101264016625,Over-performer,5,7,3,8,Desktop,2024-10-24,2024-12-01,11,17
P0512,40,Male,2,1,4,5,0,5,5,5,5.0,4,3,4,3.6666666666666665,4,4,5,4.333333333333333,6,6,6,6.0,6,7,5,6,6,6.0,call_bank_official,2.0,report_phishing,2.0,wait_until_home,2.0,create_joint_account,2.0,contact_bank_immediately,2.0,9,5.912589873598337,0.08741012640166268,As expected,4,6,3,6,Mobile,2024-09-09,2024-10-10,14,2
P0513,60,Male,4,7,5,4,Missing,7,7,7,7.0,5,5,5,5.0,4,4,4,4.0,6,6,6,6.0,5,6,5,7,5,5.6,click_immediately,0.0,report_phishing,2.0,wait_until_home,2.0,refuse_completely,2.0,contact_bank_immediately,2.0,8,5.912589873598337,-0.3125898735983377,As expected,4,5,3,4,Mobile,2024-09-13,2024-10-20,45,2
P0514,21,Male,3,5,4,5,Missing,5,5,5,5.0,4,4,4,4.0,6,6,6,6.0,5,5,5,5.0,5,5,7,4,5,5.2,call_bank_official,2.0,verify_with_bank,2.0,use_mobile_data,2.0,refuse_completely,2.0,ignore_small_amount,0.0,10,4.8632043258257545,0.3367956741742457,As expected,5,5,5,6,Tablet,2024-09-07,2024-10-14,6,8
P0515,39,Female,1,5,4,5,1,5,6,5,5.333333333333333,4,4,4,4.0,7,7,7,7.0,4,4,4,4.0,5,5,6,5,5,5.2,report_as_spam,2.0,forward_to_friend,0.0,use_mobile_data,2.0,create_joint_account,2.0,contact_bank_immediately,2.0,9,3.8138187780531707,1.3861812219468295,Over-performer,4,4,5,19,Desktop,2024-09-14,2024-10-24,3,6
P0516,31,Male,3,2,2,6,0,4,4,3,3.6666666666666665,3,2,1,2.0,3,3,3,3.0,5,5,5,5.0,4,4,3,5,4,4.0,click_immediately,0.0,report_phishing,2.0,ask_for_password,1.0,create_joint_account,2.0,ignore_small_amount,0.0,7,4.8632043258257545,-0.8632043258257545,Under-performer,4,5,4,2,Mobile,2024-10-30,2024-12-03,5,6
P0517,38,Male,3,5,7,4,0,4,4,3,3.6666666666666665,3,3,3,3.0,2,2,2,2.0,6,6,6,6.0,5,5,2,6,5,4.6,report_as_spam,2.0,report_phishing,2.0,use_mobile_data,2.0,share_password,0.0,contact_bank_immediately,2.0,10,5.912589873598337,-1.3125898735983377,Under-performer,6,6,4,12,Tablet,2024-10-06,2024-11-07,6,7
P0518,27,Non-binary/Other,5,6,4,5,0,4,5,5,4.666666666666667,4,5,4,4.333333333333333,4,4,4,4.0,4,4,5,4.333333333333333,4,4,3,5,5,4.2,ignore_message,1.0,verify_with_bank,2.0,use_mobile_data,2.0,log_in_for_them,1.0,contact_bank_immediately,2.0,9,4.163613960644032,0.036386039355968514,As expected,5,5,6,0,Mobile,2024-10-24,2024-12-04,3,7
P0519,46,Male,3,2,5,7,2,6,6,6,6.0,4,4,4,4.0,5,5,5,5.0,6,6,6,6.0,Missing,Missing,Missing,Missing,Missing,,Missing,,Missing,,Missing,,Missing,,Missing,,10,,,Missing,4,6,5,0,Mobile,2024-10-10,Missing,11,Missing
P0520,27,Female,5,7,3,6,0,5,5,5,5.0,5,5,5,5.0,6,7,7,6.666666666666667,5,6,5,5.333333333333333,7,5,5,6,6,5.8,report_as_spam,2.0,click_and_update,0.0,use_mobile_data,2.0,create_joint_account,2.0,contact_bank_immediately,2.0,6,5.2129995084166145,0.5870004915833853,Over-performer,5,6,3,23,Mobile,2024-09-05,2024-10-09,11,6
P0521,18,Female,1,1,5,6,0,3,4,4,3.6666666666666665,4,4,4,4.0,4,4,4,4.0,4,4,4,4.0,4,4,2,6,4,4.0,report_as_spam,2.0,forward_to_friend,0.0,wait_until_home,2.0,create_joint_account,2.0,ask_family_members,1.0,7,3.8138187780531707,0.1861812219468293,As expected,3,5,5,9,Multiple,2024-09-13,2024-10-23,3,3
P0522,31,Male,3,2,3,5,0,6,6,6,6.0,6,6,6,6.0,7,6,6,6.333333333333333,4,5,5,4.666666666666667,6,5,4,5,5,5.0,report_as_spam,2.0,verify_with_bank,2.0,wait_until_home,2.0,refuse_completely,2.0,ignore_small_amount,0.0,10,4.5134091432348935,0.4865908567651065,As expected,5,5,5,8,Mobile,2024-09-20,2024-10-30,7,4
P0523,25,Male,3,4,5,5,1,5,5,5,5.0,6,6,6,6.0,7,7,7,7.0,6,6,5,5.666666666666667,7,6,7,6,7,6.6,call_bank_official,2.0,verify_with_bank,2.0,use_mobile_data,2.0,refuse_completely,2.0,contact_bank_immediately,2.0,10,5.562794691007476,1.0372053089925233,Over-performer,6,4,5,3,Mobile,2024-10-25,2024-11-22,12,8
P0524,40,Male,3,Missing,4,6,1,5,5,4,4.666666666666667,4,4,3,3.6666666666666665,4,4,5,4.333333333333333,5,4,4,4.333333333333333,6,4,3,4,5,4.4,report_as_spam,2.0,report_phishing,2.0,wait_until_home,2.0,refuse_completely,2.0,contact_bank_immediately,2.0,5,4.163613960644032,0.2363860393559687,As expected,5,6,7,1,Desktop,2024-09-28,2024-10-27,3,3
P0525,41,Male,2,4,4,7,0,4,4,4,4.0,3,3,2,2.6666666666666665,3,2,3,2.6666666666666665,5,5,5,5.0,Missing,Missing,Missing,Missing,Missing,,Missing,,Missing,,Missing,,Missing,,Missing,,8,,,Missing,5,6,3,3,Mobile,2024-10-21,Missing,3,Missing
P0526,18,Male,2,1,5,2,0,3,3,3,3.0,5,5,5,5.0,1,1,1,1.0,6,6,6,6.0,6,4,4,6,6,5.2,click_immediately,0.0,click_and_update,0.0,use_mobile_data,2.0,refuse_completely,2.0,contact_bank_immediately,2.0,10,5.912589873598337,-0.7125898735983371,Under-performer,6,7,5,7,Mobile,2024-10-22,2024-11-27,14,2
P0527,28,Female,4,7,3,3,0,6,6,6,6.0,6,6,5,5.666666666666667,5,5,5,5.0,5,5,5,5.0,5,4,4,5,5,4.6,call_bank_official,2.0,verify_with_bank,2.0,wait_until_home,2.0,create_joint_account,2.0,ignore_small_amount,0.0,8,4.8632043258257545,-0.2632043258257548,As expected,4,5,6,8,Mobile,2024-09-15,2024-10-20,3,5
P0528,48,Male,3,1,3,6,0,5,4,4,4.333333333333333,5,3,4,4.0,4,4,4,4.0,5,6,5,5.333333333333333,6,5,5,5,4,5.0,report_as_spam,2.0,verify_with_bank,2.0,wait_until_home,2.0,refuse_completely,2.0,contact_bank_immediately,2.0,10,5.2129995084166145,-0.21299950841661452,As expected,5,5,7,1,Mobile,2024-10-09,2024-11-13,4,10
P0529,41,Female,3,2,5,4,0,7,7,7,7.0,3,4,4,3.6666666666666665,5,5,5,5.0,4,4,4,4.0,6,2,3,4,4,3.8,call_bank_official,2.0,report_phishing,2.0,use_public_wifi,0.0,refuse_completely,2.0,contact_bank_immediately,2.0,9,3.8138187780531707,-0.013818778053170888,As expected,6,6,5,4,Mobile,2024-10-29,2024-12-09,3,2
P0530,18,Female,3,1,7,4,1,6,6,6,6.0,4,4,4,4.0,7,7,7,7.0,7,7,6,6.666666666666667,7,7,7,7,7,7.0,report_as_spam,2.0,verify_with_bank,2.0,wait_until_home,2.0,create_joint_account,2.0,contact_bank_immediately,2.0,10,6.61218023878006,0.3878197612199399,As expected,4,5,3,6,Desktop,2024-09-21,2024-10-24,5,4
P0531,30,Female,5,4,4,3,2,5,6,6,5.666666666666667,5,5,5,5.0,3,3,3,3.0,6,6,7,6.333333333333333,6,6,5,7,6,6.0,call_bank_official,2.0,verify_with_bank,2.0,wait_until_home,2.0,share_password,0.0,contact_bank_immediately,2.0,8,6.262385056189198,-0.2623850561891983,As expected,6,4,2,25,Mobile,2024-09-17,2024-10-21,18,2
P0532,26,Male,6,7,5,4,0,4,5,5,4.666666666666667,3,3,3,3.0,6,6,6,6.0,5,5,5,5.0,4,5,5,5,6,5.0,report_as_spam,2.0,verify_with_bank,2.0,use_public_wifi,0.0,share_password,0.0,contact_bank_immediately,2.0,8,4.8632043258257545,0.13679567417424554,As expected,6,5,6,6,Mobile,2024-09-06,2024-10-07,3,5
P0533,39,Female,4,4,4,3,0,4,4,4,4.0,4,4,4,4.0,4,4,4,4.0,6,6,6,6.0,7,6,4,7,6,6.0,call_bank_official,2.0,delete_email,1.0,wait_until_home,2.0,create_joint_account,2.0,contact_bank_immediately,2.0,10,5.912589873598337,0.08741012640166268,As expected,4,6,5,6,Mobile,2024-10-16,2024-11-24,10,5
P0534,30,Female,3,5,7,7,0,6,6,6,6.0,6,6,6,6.0,7,7,7,7.0,6,6,6,6.0,Missing,Missing,Missing,Missing,Missing,,Missing,,Missing,,Missing,,Missing,,Missing,,6,,,Missing,6,6,5,11,Tablet,2024-10-16,Missing,16,Missing
P0535,24,Male,2,1,2,5,Missing,4,4,4,4.0,5,5,5,5.0,6,6,6,6.0,7,7,7,7.0,7,6,7,7,7,6.8,call_bank_official,2.0,report_phishing,2.0,ask_for_password,1.0,refuse_completely,2.0,contact_bank_immediately,2.0,6,6.96197542137092,-0.16197542137092036,As expected,4,6,5,4,Mobile,2024-09-25,2024-10-27,16,7
P0536,22,Female,6,4,4,5,1,2,3,3,2.6666666666666665,3,3,3,3.0,4,4,4,4.0,5,5,5,5.0,5,5,3,6,5,4.8,ignore_message,1.0,verify_with_bank,2.0,use_mobile_data,2.0,create_joint_account,2.0,contact_bank_immediately,2.0,10,4.8632043258257545,-0.06320432582575464,As expected,5,6,6,3,Mobile,2024-09-10,2024-10-21,11,14
P0537,42,Male,2,3,2,6,0,4,4,4,4.0,4,4,4,4.0,4,4,4,4.0,4,4,4,4.0,3,4,3,4,3,3.4,report_as_spam,2.0,report_phishing,2.0,wait_until_home,2.0,create_joint_account,2.0,contact_bank_immediately,2.0,7,3.8138187780531707,-0.4138187780531708,As expected,4,6,5,7,Mobile,2024-09-14,2024-10-13,6,2
P0538,47,Male,3,3,1,6,Missing,3,3,3,3.0,3,3,3,3.0,3,3,3,3.0,4,4,3,3.6666666666666665,4,2,4,4,4,3.6,call_bank_official,2.0,report_phishing,2.0,use_mobile_data,2.0,create_joint_account,2.0,contact_bank_immediately,2.0,7,3.4640235954623093,0.13597640453769078,As expected,5,5,5,12,Desktop,2024-09-19,2024-10-26,6,2
P0539,39,Male,3,Missing,5,6,Missing,7,7,7,7.0,6,6,6,6.0,7,7,7,7.0,6,6,6,6.0,6,6,7,6,7,6.4,report_as_spam,2.0,delete_email,1.0,wait_until_home,2.0,create_joint_account,2.0,contact_bank_immediately,2.0,10,5.912589873598337,0.48741012640166304,As expected,5,4,4,8,Tablet,2024-10-22,2024-11-29,3,2
P0540,18,Male,3,5,4,6,0,7,7,6,6.666666666666667,6,6,6,6.0,7,7,7,7.0,7,7,7,7.0,7,7,7,6,7,6.8,report_as_spam,2.0,verify_with_bank,2.0,wait_until_home,2.0,refuse_completely,2.0,contact_bank_immediately,2.0,8,6.96197542137092,-0.16197542137092036,As expected,5,5,6,1,Mobile,2024-09-11,2024-10-12,3,2
P0541,30,Female,2,4,4,4,1,5,5,5,5.0,5,5,5,5.0,5,6,4,5.0,6,6,6,6.0,7,7,6,6,7,6.6,click_immediately,0.0,report_phishing,2.0,wait_until_home,2.0,share_password,0.0,ask_family_members,1.0,10,5.912589873598337,0.6874101264016623,Over-performer,5,5,4,4,Mobile,2024-10-02,2024-11-05,21,12
P0542,29,Male,5,5,4,4,0,5,5,5,5.0,5,4,6,5.0,4,4,4,4.0,3,3,3,3.0,4,3,2,1,3,2.6,call_bank_official,2.0,forward_to_friend,0.0,wait_until_home,2.0,create_joint_account,2.0,ask_family_members,1.0,10,2.7644332302805874,-0.16443323028058732,As expected,4,4,6,5,Mobile,2024-09-10,2024-10-11,12,15
P0543,35,Female,2,3,7,6,1,2,2,2,2.0,6,6,6,6.0,4,4,4,4.0,2,3,2,2.3333333333333335,2,1,1,2,3,1.8,report_as_spam,2.0,report_phishing,2.0,use_mobile_data,2.0,create_joint_account,2.0,ask_family_members,1.0,9,2.0648428650988655,-0.26484286509886545,As expected,3,6,4,5,Mobile,2024-10-17,2024-11-19,6,8
P0544,37,Male,4,2,4,4,0,6,6,6,6.0,6,6,6,6.0,2,2,2,2.0,4,4,4,4.0,5,1,1,5,1,2.6,ignore_message,1.0,forward_to_friend,0.0,use_mobile_data,2.0,create_joint_account,2.0,contact_bank_immediately,2.0,10,3.8138187780531707,-1.2138187780531706,Under-performer,5,6,5,3,Mobile,2024-10-04,2024-11-11,3,4
P0545,23,Female,2,4,5,5,1,6,6,6,6.0,4,4,4,4.0,2,2,2,2.0,5,5,4,4.666666666666667,4,4,3,4,5,4.0,report_as_spam,2.0,verify_with_bank,2.0,ask_for_password,1.0,refuse_completely,2.0,contact_bank_immediately,2.0,8,4.5134091432348935,-0.5134091432348935,Under-performer,6,6,7,5,Mobile,2024-10-21,2024-11-28,4,6
P0546,29,Male,2,2,3,5,0,7,7,7,7.0,6,6,6,6.0,6,6,6,6.0,7,7,7,7.0,5,7,7,6,7,6.4,report_as_spam,2.0,verify_with_bank,2.0,wait_until_home,2.0,create_joint_account,2.0,contact_bank_immediately,2.0,9,6.96197542137092,-0.5619754213709198,Under-performer,5,6,5,8,Mobile,2024-10-14,2024-11-22,20,7
P0547,44,Female,6,6,5,6,1,5,5,6,5.333333333333333,6,5,5,5.333333333333333,7,7,7,7.0,6,6,7,6.333333333333333,7,7,7,7,7,7.0,report_as_spam,2.0,report_phishing,2.0,wait_until_home,2.0,refuse_completely,2.0,contact_bank_immediately,2.0,10,6.262385056189198,0.7376149438108017,Over-performer,5,5,6,5,Mobile,2024-10-23,2024-11-27,6,6
P0548,32,Female,2,4,4,3,0,4,4,4,4.0,4,4,4,4.0,2,2,2,2.0,4,4,4,4.0,4,3,2,4,3,3.2,call_bank_official,2.0,report_phishing,2.0,ask_for_password,1.0,refuse_completely,2.0,ask_family_members,1.0,10,3.8138187780531707,-0.6138187780531705,Under-performer,4,5,4,4,Mobile,2024-09-29,2024-10-31,9,3
P0549,38,Female,5,2,4,6,Missing,6,6,6,6.0,6,6,7,6.333333333333333,7,7,7,7.0,7,7,7,7.0,7,7,7,7,7,7.0,report_as_spam,2.0,verify_with_bank,2.0,use_mobile_data,2.0,refuse_completely,2.0,contact_bank_immediately,2.0,7,6.96197542137092,0.03802457862907982,As expected,5,7,5,12,Tablet,2024-09-29,2024-11-03,4,3
P0550,22,Female,4,7,7,5,0,6,6,6,6.0,5,5,5,5.0,4,5,4,4.333333333333333,6,6,6,6.0,5,5,6,7,5,5.6,report_as_spam,2.0,report_phishing,2.0,use_public_wifi,0.0,refuse_completely,2.0,contact_bank_immediately,2.0,10,5.912589873598337,-0.3125898735983377,As expected,4,5,4,11,Desktop,2024-09-22,2024-10-23,21,3
P0551,18,Male,2,Missing,6,6,0,7,7,7,7.0,6,6,6,6.0,7,7,7,7.0,6,6,5,5.666666666666667,5,4,6,6,6,5.4,call_bank_official,2.0,report_phishing,2.0,ask_for_password,1.0,refuse_completely,2.0,contact_bank_immediately,2.0,10,5.562794691007476,-0.162794691007476,As expected,4,2,2,4,Tablet,2024-10-20,2024-11-27,3,3
P0552,31,Female,6,1,4,6,0,6,6,6,6.0,6,6,6,6.0,4,5,5,4.666666666666667,6,6,6,6.0,6,7,3,7,6,5.8,call_bank_official,2.0,verify_with_bank,2.0,wait_until_home,2.0,create_joint_account,2.0,ignore_small_amount,0.0,10,5.912589873598337,-0.1125898735983375,As expected,5,3,6,44,Mobile,2024-09-14,2024-10-13,5,12
P0553,20,Male,3,4,1,7,0,5,4,4,4.333333333333333,5,4,4,4.333333333333333,4,4,4,4.0,4,4,4,4.0,6,3,3,5,3,4.0,report_as_spam,2.0,forward_to_friend,0.0,wait_until_home,2.0,share_password,0.0,wait_and_see,0.0,7,3.8138187780531707,0.1861812219468293,As expected,3,7,5,0,Mobile,2024-10-29,2024-12-04,13,8
P0554,18,Male,5,2,4,6,2,5,5,5,5.0,6,6,6,6.0,5,5,5,5.0,5,5,5,5.0,5,6,3,4,6,4.8,click_immediately,0.0,verify_with_bank,2.0,wait_until_home,2.0,create_joint_account,2.0,wait_and_see,0.0,8,4.8632043258257545,-0.06320432582575464,As expected,7,3,5,3,Mobile,2024-09-02,2024-10-01,19,12
P0555,41,Male,2,5,7,6,0,5,5,4,4.666666666666667,5,5,5,5.0,5,5,5,5.0,5,5,5,5.0,5,4,5,4,4,4.4,call_bank_official,2.0,report_phishing,2.0,wait_until_home,2.0,refuse_completely,2.0,contact_bank_immediately,2.0,7,4.8632043258257545,-0.4632043258257541,As expected,3,5,6,0,Multiple,2024-09-12,2024-10-16,5,6
P0556,21,Female,5,5,4,7,1,6,6,6,6.0,5,5,5,5.0,5,5,6,5.333333333333333,4,4,4,4.0,4,4,4,5,4,4.2,click_immediately,0.0,forward_to_friend,0.0,wait_until_home,2.0,share_password,0.0,contact_bank_immediately,2.0,7,3.8138187780531707,0.38618122194682947,As expected,7,4,3,14,Desktop,2024-09-22,2024-10-25,14,9
P0557,36,Female,1,7,6,5,2,6,5,5,5.333333333333333,6,6,6,6.0,7,7,6,6.666666666666667,5,4,5,4.666666666666667,7,6,4,4,5,5.2,report_as_spam,2.0,report_phishing,2.0,use_mobile_data,2.0,create_joint_account,2.0,contact_bank_immediately,2.0,7,4.5134091432348935,0.6865908567651067,Over-performer,4,5,3,11,Mobile,2024-09-01,2024-09-30,20,9
P0558,25,Male,4,4,6,5,0,7,6,5,6.0,7,6,6,6.333333333333333,6,6,6,6.0,6,6,6,6.0,7,7,6,6,7,6.6,call_bank_official,2.0,report_phishing,2.0,wait_until_home,2.0,create_joint_account,2.0,contact_bank_immediately,2.0,8,5.912589873598337,0.6874101264016623,Over-performer,4,6,6,9,Mobile,2024-10-20,2024-11-19,16,6
P0559,52,Female,5,3,4,6,0,7,7,7,7.0,4,4,4,4.0,5,5,5,5.0,6,6,6,6.0,6,6,5,5,7,5.8,click_immediately,0.0,delete_email,1.0,wait_until_home,2.0,create_joint_account,2.0,contact_bank_immediately,2.0,10,5.912589873598337,-0.1125898735983375,As expected,4,4,4,1,Mobile,2024-09-12,2024-10-21,3,6
P0560,21,Female,6,5,3,6,0,7,7,7,7.0,4,4,4,4.0,5,5,5,5.0,6,6,6,6.0,6,6,5,6,6,5.8,call_bank_official,2.0,report_phishing,2.0,use_mobile_data,2.0,refuse_completely,2.0,ask_family_members,1.0,7,5.912589873598337,-0.1125898735983375,As expected,4,4,5,9,Desktop,2024-09-12,2024-10-23,22,8
P0561,54,Male,6,2,1,4,0,5,5,5,5.0,5,5,5,5.0,6,6,6,6.0,6,7,6,6.333333333333333,7,7,6,6,6,6.4,ignore_message,1.0,verify_with_bank,2.0,wait_until_home,2.0,refuse_completely,2.0,contact_bank_immediately,2.0,8,6.262385056189198,0.13761494381080208,As expected,4,6,3,3,Mobile,2024-09-04,2024-10-12,14,7
P0562,25,Male,5,4,5,5,0,6,6,6,6.0,5,5,4,4.666666666666667,7,7,7,7.0,6,6,6,6.0,6,7,7,6,7,6.6,call_bank_official,2.0,verify_with_bank,2.0,wait_until_home,2.0,create_joint_account,2.0,contact_bank_immediately,2.0,8,5.912589873598337,0.6874101264016623,Over-performer,4,7,6,16,Desktop,2024-09-17,2024-10-25,16,18
P0563,31,Male,5,4,3,5,1,7,7,7,7.0,5,5,6,5.333333333333333,5,4,5,4.666666666666667,5,5,5,5.0,Missing,Missing,Missing,Missing,Missing,,Missing,,Missing,,Missing,,Missing,,Missing,,10,,,Missing,5,6,5,1,Desktop,2024-10-23,Missing,14,Missing
P0564,53,Female,2,1,4,4,0,5,5,5,5.0,5,5,5,5.0,6,6,6,6.0,5,5,5,5.0,5,4,5,6,5,5.0,report_as_spam,2.0,verify_with_bank,2.0,use_mobile_data,2.0,create_joint_account,2.0,contact_bank_immediately,2.0,10,4.8632043258257545,0.13679567417424554,As expected,4,4,4,1,Mobile,2024-10-18,2024-11-28,26,6
P0565,24,Male,3,3,3,6,0,4,4,4,4.0,5,5,5,5.0,4,5,5,4.666666666666667,6,6,6,6.0,5,4,7,6,5,5.4,report_as_spam,2.0,verify_with_bank,2.0,use_public_wifi,0.0,share_password,0.0,contact_bank_immediately,2.0,6,5.912589873598337,-0.512589873598337,Under-performer,6,6,7,25,Mobile,2024-09-19,2024-10-30,10,6
P0566,44,Female,3,Missing,4,5,0,5,5,5,5.0,4,3,3,3.3333333333333335,5,5,5,5.0,6,6,6,6.0,6,7,6,6,7,6.4,call_bank_official,2.0,verify_with_bank,2.0,use_mobile_data,2.0,create_joint_account,2.0,contact_bank_immediately,2.0,10,5.912589873598337,0.48741012640166304,As expected,6,7,3,5,Tablet,2024-10-28,2024-11-30,9,6
P0567,18,Female,3,6,4,7,1,5,4,5,4.666666666666667,4,4,3,3.6666666666666665,7,6,6,6.333333333333333,6,6,6,6.0,Missing,Missing,Missing,Missing,Missing,,Missing,,Missing,,Missing,,Missing,,Missing,,10,,,Missing,2,6,4,4,Desktop,2024-09-01,Missing,23,Missing
P0568,31,Male,3,1,5,3,0,5,6,4,5.0,7,6,6,6.333333333333333,3,3,3,3.0,6,6,6,6.0,Missing,Missing,Missing,Missing,Missing,,Missing,,Missing,,Missing,,Missing,,Missing,,10,,,Missing,7,4,6,3,Mobile,2024-10-22,Missing,3,Missing
P0569,18,Female,4,1,3,4,0,7,7,7,7.0,5,5,5,5.0,4,4,4,4.0,6,6,6,6.0,6,6,5,7,6,6.0,report_as_spam,2.0,verify_with_bank,2.0,ask_for_password,1.0,create_joint_account,2.0,contact_bank_immediately,2.0,9,5.912589873598337,0.08741012640166268,As expected,6,6,6,14,Desktop,2024-09-17,2024-10-21,27,14
P0570,30,Female,2,Missing,6,5,0,5,5,5,5.0,4,4,4,4.0,3,3,3,3.0,6,6,6,6.0,6,5,5,6,6,5.6,report_as_spam,2.0,verify_with_bank,2.0,use_mobile_data,2.0,share_password,0.0,contact_bank_immediately,2.0,6,5.912589873598337,-0.3125898735983377,As expected,5,5,3,3,Mobile,2024-10-04,2024-11-05,4,4
P0571,40,Female,4,6,3,6,Missing,3,3,3,3.0,6,6,6,6.0,4,4,4,4.0,5,5,5,5.0,6,5,5,4,5,5.0,report_as_spam,2.0,report_phishing,2.0,wait_until_home,2.0,create_joint_account,2.0,wait_and_see,0.0,7,4.8632043258257545,0.13679567417424554,As expected,4,5,4,3,Mobile,2024-10-13,2024-11-10,10,32
P0572,40,Male,2,Missing,2,5,1,6,6,6,6.0,5,5,5,5.0,6,6,6,6.0,6,6,6,6.0,7,6,5,6,6,6.0,report_as_spam,2.0,report_phishing,2.0,wait_until_home,2.0,log_in_for_them,1.0,ignore_small_amount,0.0,10,5.912589873598337,0.08741012640166268,As expected,5,5,5,1,Mobile,2024-10-28,2024-11-29,6,2
P0573,29,Male,3,5,4,5,1,3,3,3,3.0,5,5,5,5.0,3,3,3,3.0,5,4,5,4.666666666666667,Missing,Missing,Missing,Missing,Missing,,Missing,,Missing,,Missing,,Missing,,Missing,,8,,,Missing,6,6,6,5,Mobile,2024-09-07,Missing,3,Missing
P0574,35,Male,4,Missing,4,3,0,4,3,4,3.6666666666666665,4,4,4,4.0,3,3,3,3.0,4,4,4,4.0,3,4,4,3,2,3.2,report_as_spam,2.0,report_phishing,2.0,ask_for_password,1.0,create_joint_account,2.0,wait_and_see,0.0,5,3.8138187780531707,-0.6138187780531705,Under-performer,7,5,6,20,Mobile,2024-10-03,2024-11-01,12,3
P0575,23,Male,5,4,4,3,0,5,5,5,5.0,6,5,5,5.333333333333333,4,4,4,4.0,5,5,5,5.0,4,7,4,3,5,4.6,click_immediately,0.0,click_and_update,0.0,wait_until_home,2.0,log_in_for_them,1.0,contact_bank_immediately,2.0,6,4.8632043258257545,-0.2632043258257548,As expected,7,7,5,25,Mobile,2024-09-06,2024-10-13,7,25
P0576,30,Female,4,3,6,5,0,6,7,6,6.333333333333333,6,6,6,6.0,7,7,7,7.0,7,7,7,7.0,7,7,7,7,7,7.0,call_bank_official,2.0,verify_with_bank,2.0,wait_until_home,2.0,create_joint_account,2.0,contact_bank_immediately,2.0,10,6.96197542137092,0.03802457862907982,As expected,3,5,5,43,Mobile,2024-10-22,2024-11-21,28,4
P0577,31,Female,4,5,4,3,0,5,5,5,5.0,6,6,6,6.0,7,7,7,7.0,5,5,5,5.0,5,6,7,4,5,5.4,click_immediately,0.0,verify_with_bank,2.0,wait_until_home,2.0,create_joint_account,2.0,contact_bank_immediately,2.0,8,4.8632043258257545,0.5367956741742459,Over-performer,5,5,4,5,Tablet,2024-09-06,2024-10-05,16,8
