anode_material,cathode_material,surface_finish,welding_technique,power_W,amplitude_um,force_N,time_ms,frequency_Hz,speed_mm_s,tab_thickness_um,preheat_temp_C,energy_density_J_mm2,contact_resistance_uOhm,peak_temperature_C,weld_nugget_area_mm2,IMC_thickness_um,tensile_shear_strength_N,penetration_depth_pct,surface_indentation_um,hardness_HV,porosity_pct,microstructure_uniformity_score,thermal_cycles_to_failure,resistance_increase_after_cycling_pct,strength_retention_pct,crack_initiation_cycle,max_operating_temp_C,bond_separation_force_N,electrochemical_stability_score,energy_efficiency_score,process_stability_index,overall_quality_score,weld_quality_class
Cu-Alloy,Al-Alloy-1050,As-Received,Ultrasonic,900.2616596463254,46.72046243861768,821.6934227690984,697.559770660049,20000.0,0.0,50,80,1255.9726336738515,81.03778384493722,267.00562136537593,4.770387846935515,2.7516253961535377,802.1271113064269,41.25191319197497,24.575480336846788,117.02653483473371,4.37123730428499,51.30621117268618,2326,38.72647732985571,96.51468514867167,658,67.69950286441414,776.5599313143439,58.442760821709,49.03498153007896,8.648616691740983,62.64108653535286,Poor
Ni-plated-Cu,Al-Alloy-1050,Oxide-Removed,Laser,5027.120899687457,0.0,34.12895833599671,38.466717660361944,67.39078217291336,192.00405649967462,300,80,82.25353803709854,58.56351685552264,237.08424539866473,2.1260831759009466,1.7158269058556217,386.1178954814074,42.76754963336866,2.4360118438707477,84.52275677269832,6.525882043969053,65.62643087941345,2547,62.79231330113616,98.11384401057482,785,86.30919095660059,388.327782519371,53.905372915886005,60.33209043520255,28.049215993787442,61.189409625495124,Poor
Ni-plated-Cu,Al-Alloy-6061,Ni-Plated,Resistance-Spot,2018.5675195172475,0.0,1590.878309907973,344.6431378278127,0.0,0.0,150,60,76.94343412277136,45.80544972394022,262.449397165096,3.313544326638066,2.1865683163654843,546.386088415631,42.37890013809117,26.897352517272772,108.70206512700604,4.300036237930007,46.162359239442864,2649,49.34853127356663,97.49227822403161,751,88.32832777017404,539.7974456895917,60.32809871641425,39.40327561641121,6.836706961063786,61.31562726162476,Poor
Ni-plated-Cu,Al,Ni-Plated,Ultrasonic,677.4182360467768,49.350485382756084,1743.9807671595354,1024.38189586704,20000.0,0.0,100,80,693.9349769365032,36.280679381308346,287.3298733573392,4.310517933395366,3.15481189546271,795.824028343681,43.99716152728352,36.518827567131744,101.84853262374006,5.280277377649707,69.59481572327698,1736,69.2486094597471,100.0,537,85.34900464382864,803.5333348918617,61.67912438802854,41.434056711326456,22.4873025478198,67.90079446064915,Poor
Cu-Alloy,Al-Alloy-6061,As-Received,Ultrasonic,2142.1437004083054,18.617759484471566,1748.3701469721077,724.048072295301,20000.0,0.0,500,40,310.2030033720313,91.50664074354779,186.40740265840154,4.229839321651737,0.1,668.2228029736995,49.100872090981234,34.11361474302196,74.2405725549035,5.894105393876433,68.35456779703661,1062,66.07280847989355,91.35983856634799,280,75.51783755272953,617.6341513800928,55.340023378329306,44.18467586952659,8.998620789764818,49.13026596373103,Poor
Cu,Al-Alloy-6061,Ni-Plated,Ultrasonic,3290.8994462998994,32.955263630610304,638.2684578904776,716.6332414497668,20000.0,0.0,50,60,4716.73587497428,27.669592706781444,420.3853362494039,7.7311200021344915,7.1361616145050615,1029.9449736947872,49.97390422061319,35.0622544773806,161.85454116866433,1.7847796191070915,79.76616247682021,981,140.90316465070552,96.26288568494101,184,89.78095598214298,988.8473982553649,82.10712211316456,70.07273426939052,82.98130536087929,67.29838040125217,Poor
Cu,Al-Alloy-6061,Cleaned,Ultrasonic,3026.7321262516252,31.95851637183587,1720.2916687112765,1438.4625623292577,20000.0,0.0,400,25,1088.4602124530486,72.86420826015511,196.91094099313887,6.117772395776704,0.200218199737547,989.6435548353213,54.92964114365142,31.7471576640492,91.55456731972257,4.273402703564795,59.49870989076308,1403,55.04051369733081,90.22911362794939,458,73.02098421534676,864.0584651874709,59.18705673021521,48.50072495999926,15.835864193170996,60.58567690370584,Poor
Cu,Al-Alloy-3003,Ni-Plated,Laser,995.7069714749648,0.0,17.951470228359913,48.783005615823654,29.203314143976495,42.12013273180612,500,60,17.451226800093607,56.23921336252699,212.30958280393835,1.5871603342807248,0.1,359.05371602725916,41.41914585702288,1.3637797354334225,99.5644658083973,4.769738135387641,45.45228705402481,1044,48.41005859295738,90.60919019106244,351,79.37595424321648,269.2332185221964,66.87208430634468,56.717797743438496,8.147198349795664,45.41876224303712,Poor
Ni-plated-Cu,Al-Alloy-3003,Oxide-Removed,Ultrasonic,1179.5859356809979,29.80812035404142,1307.8584024713994,648.0985980589785,20000.0,0.0,100,80,764.487991204943,51.44611253667377,300.2095382088687,4.600162010967102,3.772122477330338,742.4937988615252,42.469826294704454,34.798201116006425,112.8089887956564,4.9407190169757085,59.14221095433342,977,71.66319815356597,91.44803908513354,318,93.1895393544378,633.4420571940649,55.075646018169195,42.01040639377577,18.362366982318946,53.34594962692046,Poor
Cu,Al-Alloy-3003,Oxide-Removed,Ultrasonic,3295.392963397996,32.015329412334914,1316.609955311599,1030.5231789547381,20000.0,0.0,250,60,1358.391533018391,77.05519830452585,259.9758654637466,4.0903910352316055,2.952143963185762,762.3295747234031,59.15841468004427,21.06824518481819,134.45725737587838,7.177318504928593,50.73980452360418,1766,64.11939792920663,94.49442048243013,533,77.15149658459691,710.344954916487,63.179840648670904,47.661203432711,9.04940619876738,55.38631033156229,Poor
Cu-Alloy,Al,As-Received,Laser,5524.594057116166,0.0,68.16274983597768,35.26271072734225,98.69335755144415,24.28734529982004,200,80,177.46682405116456,85.16419051978919,256.22224031966965,1.4424109364098472,1.8625692489909917,292.5168551976372,48.82860146636743,2.426130342943496,102.86981887931043,5.137588232883891,55.081757061482975,2437,54.316780459657735,100.0,796,78.80361014110213,250.32602064095386,67.6621478283575,49.61028593762348,3.0220046395089977,51.54933719824824,Poor
Ni-plated-Cu,Al-Alloy-3003,Oxide-Removed,Resistance-Spot,7227.26319120953,0.0,2082.7688534970994,333.06364910806127,0.0,0.0,100,25,734.5362841156268,59.12832972354447,233.42078618875945,3.453486515815971,1.7746735551003106,626.1797486551523,39.61980259498816,45.34203669719091,94.83917455220346,4.08840682792745,68.91066579733203,2803,41.002630599982126,100.0,931,89.58969565313663,635.892790204866,55.209582391782334,47.743309419479615,23.21887404750285,69.88504023026248,Poor
Ni-plated-Cu,Al-Alloy-3003,Oxide-Removed,Laser,1198.33582216163,0.0,18.7500146346985,5.789577673840519,66.28532683872761,90.18091311123172,150,60,4.331090012867413,69.73317606554795,254.15450413351152,2.8873233979829513,1.721267948672777,477.3947225337946,38.242037701663726,0.0,101.29725484961979,9.737649812316501,40.04644803962621,2660,96.20615690715024,97.2418352483555,768,74.85016129486736,451.5156989073607,57.21149484070266,60.6126673157028,5.604102046409194,59.478091283435916,Poor
Ni-plated-Cu,Al-Alloy-3003,Zn-Coated,Ultrasonic,1375.9280259966931,46.82455591801393,1847.1798336941529,648.8952742733214,20000.0,0.0,50,60,1785.6663876189477,53.52765933601425,274.3770204611541,6.665506905505246,2.8500626327793563,1017.5836359530795,49.339351711150464,36.583803319186124,105.49875001652012,4.313762049731283,65.20731709538033,2102,44.46141590989224,93.39583960829897,664,91.47970749752155,963.2033445214458,57.33200456433836,63.005157911742245,11.965249645469472,71.35462262171191,Poor
Ni-plated-Cu,Al-Alloy-1050,Ni-Plated,Resistance-Spot,2933.467428656463,0.0,1103.8987680410037,427.341735408919,0.0,0.0,200,40,173.1654540923275,54.56193183500011,217.6790008087417,1.1581362443188574,1.2942393362596993,291.91545564758,40.28905914562769,3.5696375634293585,87.6823462213053,5.1273506239106466,69.32476840973992,2239,48.0373385444075,96.92893087047715,699,91.48902465704202,294.4548439586488,66.9154628020419,38.10273006332782,14.176283005426496,60.38400193886532,Poor
Cu,Al-Alloy-6061,Ni-Plated,Laser,5449.725806980131,0.0,8.709425089545498,39.362171023348836,85.1511404417755,189.14665795916312,200,60,77.51526764071087,49.32370356960377,242.3510666698467,2.231450416691502,2.3086360953986347,521.9621852478839,46.32277183659721,0.0,92.72043829244572,6.626393966426468,66.65822506874939,2702,69.16192033602917,100.0,884,87.68334832667483,476.03882904481367,57.319275830053186,67.14174990040149,5.208562231035817,62.7930743092238,Poor
Cu,Al-Alloy-3003,Zn-Coated,Resistance-Spot,3325.780227325688,0.0,579.0686267116247,244.8745482926717,0.0,0.0,400,25,104.01511030415796,50.5116256346071,187.60636467804872,2.3541310423312676,0.2031749878087767,485.2300845277669,37.981684658227486,3.629717779461677,87.56136156353081,5.796817116429862,59.940251280318336,987,53.975762674414426,100.0,284,79.334449654204,497.63894533358166,69.17896500744374,46.25222723677353,23.419183548873193,47.06672774175333,Poor
Cu-Alloy,Al-Alloy-6061,Cleaned,Ultrasonic,3380.1748272943205,20.871750104946997,1540.2209513785697,686.6439839177785,20000.0,0.0,400,60,580.2441774379903,57.094297573904484,212.65866299299088,4.463487750324745,0.6677177517240083,808.4777142459237,45.782526387637155,23.00394942761672,98.191020189443,4.317612186921472,46.27563642849217,1485,45.59306152366421,91.19792575284396,372,79.75974389868435,772.078281539054,56.512169928107305,36.874392027763925,8.933779379929051,56.44544623010019,Poor
Cu-Alloy,Al-Alloy-1050,As-Received,Resistance-Spot,4701.5622826262415,0.0,2492.9194305634346,485.7436428044458,0.0,0.0,500,80,319.7717066927252,73.81909557980461,236.7577842875002,4.949831429531297,1.7071384455991498,809.3694674975885,47.97135640778327,55.15474055168396,96.10113694550309,5.0775229310811145,49.13557996325566,2635,61.00261770622265,96.9261919275121,764,84.49331399112128,774.3161015478656,52.298751614673236,38.49448988432024,12.538024192589392,64.19476919071397,Poor
Cu,Al-Alloy-3003,Oxide-Removed,Ultrasonic,3327.7706428307347,38.498030588479104,1139.2209402400385,326.1334912189658,20000.0,0.0,500,40,217.05949154447393,71.63089618837384,185.84212038579673,3.2209233680530067,0.1986357847151929,616.00780207638,32.846377189017055,3.85512498616945,80.68269373493729,5.082951400737396,50.567098139696355,1290,48.85218292415757,92.66049500578983,417,79.4556984401724,583.5118864822216,68.91159991557174,38.6271123999379,15.046182866167662,50.59007056899642,Poor
Cu,Al-Alloy-1050,Ni-Plated,Resistance-Spot,7820.195809036996,0.0,816.1634454061701,397.05649997803243,0.0,0.0,100,80,750.0460916762107,53.428294893510405,285.3535727278267,2.8612744645287806,3.8736965725122983,530.2173320559028,49.06841867972654,22.829140193610353,113.58725389141132,5.579249788227946,68.61180498039252,1031,86.41550348547294,99.23766552561233,291,82.92171157068194,517.299694512431,65.49885722006205,47.999008912844154,24.584507404210598,52.45520316072208,Poor
Cu-Alloy,Al,As-Received,Laser,4908.296050034117,0.0,23.357089804673713,23.953067084267282,92.43609359191102,121.32807364062627,100,100,97.14617522077118,81.58070497347227,303.68361622403177,1.6158905930441163,4.294630993148453,221.07678415776363,48.3755693252167,0.0,100.28469137057863,5.308548107820481,62.11978519721635,631,90.72818703369728,89.47720655708619,114,78.66284201441691,174.98032187779077,50.381425675335024,50.52839854166898,0.0,37.51085727813663,Poor
Cu-Alloy,Al,Oxide-Removed,Ultrasonic,3194.461668877278,28.60435824943724,859.7483456276537,277.36685246726944,20000.0,0.0,100,60,886.0377784238314,57.11422655953029,248.3447121091998,3.3739229699697555,2.2176843109205957,573.2142969271534,41.566444468264585,20.058535411814923,99.80962634853529,4.201892046775609,57.3403342289621,2731,44.265184880039925,100.0,868,90.99106319959051,608.7902935276004,66.63935583160804,54.258771963569195,0.0,68.35459450675107,Poor
Cu,Al-Alloy-3003,Oxide-Removed,Resistance-Spot,5504.251808885387,0.0,2803.797980843553,184.983552896671,0.0,0.0,300,40,336.67395877170856,31.148764515361872,206.97925481279864,4.896834647284759,0.5713626377392615,793.8387744882738,52.716666261332584,41.260912004244176,87.18701688001877,5.777463064248185,61.46331241847804,1430,57.09531604413057,91.33867785801833,354,93.16519810031271,691.6323551879117,56.83755037272743,59.45332200397788,10.38086810522138,60.184729941681674,Poor
Cu-Alloy,Al,Zn-Coated,Resistance-Spot,1600.4092926110188,0.0,2653.2939904979353,329.74821554162696,0.0,0.0,100,80,168.158896905089,39.89068404963416,273.66259744404493,5.500591731791397,2.8234835559792693,886.8515212196511,50.17931758379655,52.16902236700188,121.14221578901426,4.932789779197991,47.43642389677844,2094,44.10889550657825,100.0,603,80.97776782785425,857.343700374938,69.73733925693563,51.16666092001397,15.817499191883869,65.09945217034365,Poor
Ni-plated-Cu,Al-Alloy-1050,As-Received,Laser,2427.68302440952,0.0,16.1886823356587,17.110894239677588,83.73358042498262,40.53287203171368,300,100,14.814711889521055,91.99640654962846,281.0002108400882,3.421331322072154,2.5786641651611655,486.1855738794403,43.834239189781464,0.0,91.33041500362954,4.311441036214575,52.18868195642476,2522,44.38340629875376,100.0,722,76.74572575513677,504.5725961209514,47.50483299445306,65.84256709026525,7.755220163709937,55.71910775694868,Poor
Ni-plated-Cu,Al-Alloy-1050,As-Received,Laser,1981.380998623652,0.0,86.20308742935097,30.244582846896773,63.23591977921016,126.05621936114605,250,40,46.71976659033583,94.27731499085394,206.5549521313115,1.514797545296755,0.44547399402680554,248.58018260991645,48.05015708150205,0.0,86.45120214514544,4.766512831498608,54.39435794191834,1351,54.78870387259428,88.60074045591254,409,80.41019363881027,196.4722470717444,51.91249615306004,58.068862190737875,6.1134052225094555,39.980524396658915,Poor
Cu-Alloy,Al,Ni-Plated,Resistance-Spot,6052.738160473809,0.0,705.7882457183218,218.88852891282144,0.0,0.0,150,60,199.06480300415032,46.59669255419049,246.64800112008595,3.4794569272891347,2.2879627463255656,584.9470380369949,42.47832472593295,11.5477283553035,88.85386685712616,4.691471149574195,59.472859079443744,2490,37.63024392729059,99.61023732828602,737,92.0520829698064,605.3968621477559,73.42451603372703,50.91503811772619,26.403949625639584,66.25638058978609,Poor
Cu,Al,Oxide-Removed,Laser,2543.9519014112116,0.0,93.02394910430536,22.67706673826538,82.2289212078901,186.16510156143974,500,40,21.010001079082436,69.31135697219102,214.24085451231383,0.5400511418383096,1.1953396219124004,157.53117038215646,33.82476905503676,0.0,92.88233708765873,6.878927320808018,45.458167757423794,1958,77.65528255463906,95.48446015904759,616,84.27002310869008,188.0249311133245,64.36598166599217,58.004510623040574,0.0,45.00653843653974,Poor
Cu-Alloy,Al-Alloy-1050,Zn-Coated,Ultrasonic,2937.185725238141,43.48702334557951,227.31137150930257,1435.934408645611,20000.0,0.0,50,60,8435.21209490432,61.63005658561356,578.5536881973359,8.865574738703108,12.308333414017033,1032.2423644393168,77.45090219328327,23.274574951271823,231.8330533579768,4.3756790159534695,76.90905615605203,896,200.0,98.73263000665489,319,76.97292336896864,997.0121236548456,71.34638858165182,42.063490508407156,25.290267477097625,59.620215114615526,Poor
Cu,Al-Alloy-6061,Oxide-Removed,Resistance-Spot,4504.7395236383345,0.0,1494.6450455931404,427.97336771611117,0.0,0.0,300,25,491.627249185926,47.82952973326537,195.65726106988845,4.209565434133252,0.30861365977789557,734.5481897187683,46.22942899523912,26.334320463892873,95.0435737262809,7.078527907196115,47.39021166177399,1214,71.59175659942319,93.211819229507,363,74.17151610202316,689.8546846982488,58.45049764879402,51.39458936837197,4.300965715523407,50.51601539757432,Poor
Cu-Alloy,Al-Alloy-3003,Cleaned,Resistance-Spot,2470.5246975305463,0.0,932.2770074763055,338.1827526138533,0.0,0.0,500,60,104.41642742450368,85.6361848530634,238.4497145062084,3.6963625627317156,1.2044872909314899,690.0043227781136,38.49795183325256,8.457166165381643,91.03068691014369,4.036520399009539,49.46801824038882,2272,50.061986786040826,87.94063066272972,688,67.62600464502599,613.729120429677,59.85123417704639,44.06343782960786,19.295074697436526,57.02697407048415,Poor
Cu-Alloy,Al-Alloy-3003,Ni-Plated,Resistance-Spot,7800.444395312496,0.0,1372.8885036696297,180.92769149845802,0.0,0.0,300,100,167.4695236938817,54.33889157402638,277.9117317550429,3.988447351952084,2.8409179122129946,602.7149564071242,43.219570229091794,19.927941702640958,104.90432861957653,5.079440123663911,54.207300809290714,2181,54.14184969488219,97.43759577283437,730,83.9770799133344,562.8438403464042,63.5309752794313,58.99616992331215,9.848892272554213,59.61319527352512,Poor
Cu,Al-Alloy-3003,Oxide-Removed,Ultrasonic,1731.13512616688,31.503626405412703,682.7872209689167,501.1798338031784,20000.0,0.0,250,40,347.0440059292644,61.27059330514478,243.73673894591153,2.7028618535885456,1.595612958485388,545.9196797563225,42.657640438353496,18.36654478924628,98.22288744266629,4.114292977146473,67.0373273560412,2652,48.547203507310265,100.0,771,87.24975400699473,526.0684196574518,62.942095992447804,39.925294538739536,29.59926720106472,65.19426886547667,Poor
Ni-plated-Cu,Al-Alloy-3003,Cleaned,Resistance-Spot,2212.039928304059,0.0,791.9158995508378,216.55517921489454,0.0,0.0,100,60,96.68004794815441,82.90234731551355,267.2124849776937,3.972553576965718,2.291468886944522,707.1456993251916,37.42437613550873,19.255383929482175,97.07722878715276,4.0555434047333545,62.79323247220569,2648,56.92830710879695,100.0,805,75.22389181366552,719.185984415756,59.93122020602289,51.641960784374305,0.62709884863167,69.70956779260992,Poor
Cu-Alloy,Al,Oxide-Removed,Resistance-Spot,4750.5765233086095,0.0,1269.0940202502243,270.1726339892378,0.0,0.0,50,40,380.1285181252457,52.435198847593426,280.83439426381324,3.2463115001469567,3.1654566150351022,599.1389451877584,40.899881544794965,22.577759963032758,108.98368140510661,4.355926002579237,52.81887777804032,1853,47.438126491120876,100.0,502,86.57169206397559,600.4288146654989,72.76037013287234,49.55112900792706,3.221705006189791,57.597310986352376,Poor
Ni-plated-Cu,Al-Alloy-1050,Zn-Coated,Laser,2374.066456410571,0.0,4.749422468232223,43.41317807215893,25.281550444211142,186.84102147347133,400,25,39.43924546460028,63.47101461677971,207.248417855764,1.756894742261195,1.445378575883408,344.723461888136,45.11245907132876,0.0,91.47946099706172,11.054207807412558,56.92220862923771,2117,100.20872243160065,92.40577820530915,679,81.80483776224636,269.6394157313797,51.497728214038794,48.00025009135551,12.463935437502343,52.001697446497445,Poor
Cu-Alloy,Al,As-Received,Resistance-Spot,3851.406265191311,0.0,1582.8955483679933,465.0453776654011,0.0,0.0,100,25,378.3817569926155,72.45120031962313,211.16847172101174,4.265308472538905,0.896992124961475,805.748371855935,47.84730840922721,38.99619984003505,81.61387631534181,8.007839323973514,69.26180197907308,1623,77.46131991732156,100.0,482,80.94348034099764,800.8833984730355,51.942290916825144,47.31112265509999,0.0,59.12479123717786,Poor
Cu,Al-Alloy-3003,Cleaned,Laser,1764.7656136884198,0.0,21.551539835284284,20.576200604293987,46.91024948846415,94.04931184100653,400,25,17.904206879260187,82.60979755819054,197.13491713676564,2.4154788017425997,0.4783976710334482,471.5195750097056,43.958881278163446,10.514716957815299,89.24318424754023,5.87377997819685,71.00819007401175,1372,59.47094821015243,90.83936865290927,488,75.09844904542591,424.336582041735,63.96985734645186,63.15024285256452,11.019033374464563,52.08009221280031,Poor
Cu,Al-Alloy-6061,Cleaned,Laser,810.2786865448445,0.0,42.26078792741066,23.109297019620783,95.86184071021981,100.37995121876247,400,100,14.893533255168352,81.09588221643861,246.53323865267325,1.16203308988484,1.5896315183721446,198.04048098429155,43.22754965744543,0.8089135889977268,105.91111455317925,4.55368671768767,59.863854642304666,2832,51.72433737765888,99.90042623789626,873,77.24618268723069,187.95309151503648,70.42900910948877,54.29357293072688,0.0,60.90954372032007,Poor
Cu,Al,Zn-Coated,Resistance-Spot,4010.1651114150686,0.0,1698.7056945292445,466.8633362381051,0.0,0.0,50,40,235.78741667684932,41.156602465826786,250.22817113406617,3.110782470905987,1.8484750463293773,538.505561410374,41.07418564437744,9.861077854972923,87.92547187831559,4.35622819633726,65.25796486299079,2691,47.037749232239726,96.03712010033223,758,85.42220376256559,530.5435834905995,78.20590429590922,36.45920629994107,13.901696995997256,68.78204513575805,Poor
Cu,Al,Zn-Coated,Ultrasonic,1367.6026624730143,24.692379424347198,1010.6245087945913,1245.2382525538892,20000.0,0.0,200,80,851.4955748029713,58.168619238581456,295.5185222632691,4.68076043906525,3.5805770004399586,813.2461273389515,45.792461395033705,25.674399154119,116.71178817190852,4.281950991064823,53.80482991251733,1151,73.90845675171333,88.87341801789194,335,82.29579778935168,714.5089489223963,70.47152765605134,35.50067907703868,24.02380639449263,52.330234842364376,Poor
Cu,Al-Alloy-1050,Ni-Plated,Resistance-Spot,2281.8642184916243,0.0,2736.1965619169396,116.63952711807211,0.0,0.0,400,80,60.12787789980439,29.835528085841467,227.72774126389237,4.479304324353012,0.5902147998991052,786.3993901063903,56.180140433988214,44.18700862638078,96.19400227954432,4.032460324949531,58.93923742797338,1487,44.90739114853053,100.0,525,86.83050619975944,813.5819095186732,79.67829724776507,55.4545999421312,21.13349583989771,58.41454235965848,Poor
Cu,Al-Alloy-6061,As-Received,Ultrasonic,2952.2942276416093,21.062592496624983,1860.3164493785162,1092.7213539933894,20000.0,0.0,300,100,1075.344981938469,84.48609999546017,295.2540435177263,5.693084660414942,3.2650687366784097,911.8336217094478,49.74401413458472,30.664941124137105,111.54692315959963,4.870694442159708,64.4645305049573,1635,65.56706727477848,100.0,644,80.18433183197517,878.6531822948672,57.56308363650439,40.94669308935493,25.144287764724844,61.76999199487021,Poor
Ni-plated-Cu,Al-Alloy-1050,Ni-Plated,Ultrasonic,585.8951142009246,47.56636930220477,278.00971994446354,960.3261515447898,20000.0,0.0,500,100,112.53008004589381,69.21273370415875,260.1108872982327,1.4256776692313515,2.66729264301741,364.77530261857726,45.69910231934066,1.9327262924208708,115.63953501192375,5.398133557776724,53.279472107249276,2260,58.18392174599698,100.0,719,82.06584410765426,348.19143554875836,64.23934934592396,27.00523722005174,0.9619777305027952,56.98754295022234,Poor
Cu,Al-Alloy-3003,Zn-Coated,Laser,2615.6884363858867,0.0,10.711251531512367,38.37072300299446,86.42467631292585,121.6033762441734,300,100,186.5341583695487,47.92262286787394,281.1073924588178,1.9321683230934603,3.4463517936571715,366.6765077034266,43.52752006801674,11.977965598234269,116.66411225642798,5.353082425606913,43.84079754940643,1649,62.02444239008106,89.40138372557952,366,76.94592295168088,299.9216629271648,67.5061429302349,59.37482280674523,10.267765930446476,48.67946898362501,Poor
Cu-Alloy,Al,As-Received,Ultrasonic,2751.689295765415,45.14476222819917,1392.4773128638255,558.7846883831664,20000.0,0.0,250,40,615.0407382646289,69.99012914674103,203.3875396313538,5.015757954027986,0.8381070592262471,889.1006302586595,42.084315194436236,28.89074283893845,82.03836671701404,5.813748016380487,54.47475909773479,1698,59.7480724410456,95.78814640382076,545,84.12603018166203,788.5761156797248,53.65040850024899,41.14327494832775,0.0,59.47222547790976,Poor
Cu,Al-Alloy-6061,Oxide-Removed,Ultrasonic,1448.3269445064234,20.11811405334283,1127.024096440306,1495.989315001751,20000.0,0.0,50,60,4333.363267221487,55.94687891297124,362.50621292176174,8.705054645985776,5.459638267581661,1357.2918058097903,62.336289785196655,33.97751001487777,145.4975846817814,2.0720264488587175,74.83432069774697,881,99.77648273705363,100.0,347,84.05679060087272,1348.1181147417294,64.60413655325915,67.44581418282884,69.43940999664977,63.16245375166376,Poor
Cu-Alloy,Al-Alloy-3003,As-Received,Laser,5207.454197327837,0.0,56.773277998101925,40.84949260497305,53.89783386138808,153.25192386229907,100,100,143.87923516006097,82.81233380562585,295.53527809045806,1.7994038571621875,3.000676934577803,306.73454510178794,47.60265912739595,0.0,112.4458474127304,7.144356137486634,63.93245584470648,2003,64.99729586887368,100.0,623,71.61426451675159,294.6640851585595,53.03564725332326,48.878097044104,17.35108477985915,50.4529818039788,Poor
Ni-plated-Cu,Al-Alloy-1050,As-Received,Ultrasonic,2562.626781656873,39.488748657477615,785.5195056777586,1081.7821785449933,20000.0,0.0,50,100,5544.407965317033,69.38227461692627,455.36140168571023,6.84949696289429,8.30302190613545,892.35683862062,59.68152758844611,40.06805170977402,164.9234501825386,5.805520242703473,80.03296392551745,830,200.0,97.51248718712937,389,80.64075927480987,826.594571152818,48.26036403100677,60.94478868535677,82.35541252934918,54.609267891009075,Poor
Cu-Alloy,Al-Alloy-3003,Ni-Plated,Resistance-Spot,6120.840777769962,0.0,1453.4691576839145,206.2132686926492,0.0,0.0,400,60,388.7137597877237,62.420463491249926,208.63797112190727,4.457751648671723,0.7441476085313045,706.2766536325807,51.21586987015229,24.28676141274331,81.6508610013313,5.247015519244123,56.38831108178067,1919,52.184439098285445,100.0,558,77.38685038919716,664.9047589854563,63.44065082290989,53.04014658653965,16.08809501889548,61.57632141098695,Poor
Cu,Al-Alloy-3003,Oxide-Removed,Ultrasonic,2384.1635934512756,14.909637858359313,1125.2944195283858,1479.1337326757168,20000.0,0.0,100,100,3526.4967952911356,42.99538970946518,388.5823184592151,7.171623406991085,6.213548129066357,998.3768909343333,54.87268216259563,43.53710528750003,154.25596372701892,4.105719640485903,63.614115336147734,747,134.5194698887747,88.54225496947885,241,87.9998465308922,882.6200133682134,68.84725129345061,62.08552227193008,60.474550867403764,58.26274238829806,Poor
Cu,Al-Alloy-1050,Oxide-Removed,Resistance-Spot,2434.210600842428,0.0,1676.1624565440059,491.0417212366738,0.0,0.0,200,60,160.3327288760473,36.64182187714782,231.1610940659039,4.133856973774124,1.769346876612246,703.4293689000842,46.29861478415627,29.39143888561696,90.69015687975126,4.1994693595673676,62.39394174570786,2826,37.901170939895195,100.0,724,78.81997851487365,668.4061035518175,68.2617507930875,47.808143469214166,19.28233645249444,80.73162644279827,Poor
Cu,Al-Alloy-6061,Oxide-Removed,Ultrasonic,1630.777891775324,39.75031048564039,1699.252900631534,120.47366021402436,20000.0,0.0,250,100,78.58631264731335,68.24551515295757,274.80060811401404,2.8516253160955944,2.369742830146104,547.7325163806645,44.33021231593217,38.50912802796652,89.42610739432291,6.62567498297667,67.54519572698364,2579,57.16999469524706,100.0,769,89.73993487455047,541.0412145203406,73.05427250993183,51.375379834320476,11.399157265995164,63.55004302126791,Poor
Cu-Alloy,Al,Oxide-Removed,Laser,1983.3542088512606,0.0,39.00470651638448,22.385287633242612,70.29962861763507,17.80667876381079,500,100,29.87133195727841,72.17936787971225,283.6523700225524,1.985923299410671,2.8049560833992855,365.75370518487233,35.20978231593158,0.0,102.9160957033083,5.749398397233069,40.34469143771141,2365,59.625068653119925,98.50019305243568,661,72.38140409707312,362.98441455639113,57.517420024477694,56.941041111690026,5.976392683502709,53.35005733289319,Poor
Cu-Alloy,Al-Alloy-1050,Ni-Plated,Ultrasonic,2776.1626025203263,12.423907858499739,1852.3315652624415,340.2575671285659,20000.0,0.0,250,25,377.8441332347496,43.83222563519339,218.40028556329256,4.383206676041558,1.0104715444354628,756.1386950389564,43.91102530985934,29.93446844454929,100.44519185823313,4.008701486881521,57.32664870545203,1974,46.12038792343243,86.47385164761387,568,77.08147657768933,625.7520326989359,65.09314827093665,51.14060031888743,5.191832806862979,64.65154222416767,Poor
Cu,Al-Alloy-1050,As-Received,Ultrasonic,1319.8936001869288,34.74486741632222,323.4682827342124,632.9255415794813,20000.0,0.0,100,40,835.3943717256033,72.11525034016161,240.3797640733571,4.553914237612068,2.495906286295617,802.6944742858246,38.164436587628444,24.311207085072915,98.54854111196609,4.354539179796805,61.43515738964268,2762,45.47426882456234,100.0,893,74.3942336749504,792.611115349354,66.39120883928854,48.24116611660008,0.0729464849351924,74.3592003751034,Poor
Cu,Al,Cleaned,Ultrasonic,3261.848252676936,40.2219090336544,1414.1068017792277,752.3744948534119,20000.0,0.0,400,25,613.5328578490735,58.92310100285001,197.1124196691294,5.107647904000387,0.833919922285113,936.4112374323411,52.63338260768768,38.13179660299372,85.11308432670606,4.3636554145367015,74.98017402722279,1928,41.49663284937407,95.07713670927117,601,84.45691390773526,902.9267242593145,78.97687069540274,50.20540681893519,10.894625161990929,69.4740911790245,Poor
