ParticipantID,Age,Gender,Education,Prior_Fraud_Experience,Tech_Savviness,T1_T2_TimeLag_Days,T1_ATT1,T1_ATT2,T1_ATT3,T1_ATT4,T1_ATT5,T1_ATT_Mean,T1_ATT_Z,T1_SN1,T1_SN2,T1_SN3,T1_SN4,T1_SN_Mean,T1_SN_Z,T1_PBC1,T1_PBC2,T1_PBC3,T1_PBC4,T1_PBC5,T1_PBC_Mean,T1_PBC_Z,T1_INT1,T1_INT2,T1_INT3,T1_INT4,T1_INT_Mean,T1_INT_Z,T2_SRB1_CheckStatements,T2_SRB2_StrongPasswords,T2_SRB3_TwoFactorAuth,T2_SRB4_LogOut,T2_SRB5_VerifyAlerts,T2_SRB_Mean,T2_SRB_Z,T2_SRB_Consistency,T2_Scenario1_PhishingSMS,T2_Scenario2_EmailAttachment,T2_Scenario3_PublicWiFi,T2_Scenario4_PasswordSharing,T2_Scenario5_Enable2FA,T2_Objective_Score,T2_Objective_Z,T2_Intention_Behavior_Gap,T2_Gap_Magnitude,T2_Gap_Direction
P0150,44,0,3,0,6,33,6,6,4,5,4,5.0,-0.6884892591764423,6,6,5,5,5.5,0.5840742351004536,4,4,3,4,4,3.8,-1.4022274548315796,5,5,5,5,5.0,-0.3740720713072172,5,5,5,5,5,5.0,-1.32678497871439,0.0,0,0,2,0,0,2,-1.9262377378786706,-0.8996397299046901,0.8996397299046901,-1
P0151,43,0,3,0,1,26,5,5,6,5,5,5.2,-0.4364272919047316,5,4,4,3,4.0,-1.0255791687196936,6,7,5,7,6,6.2,1.0035549431637782,4,4,5,4,4.25,-1.5535786024560996,5,5,6,6,5,5.4,-0.827188698402355,0.48989794855663565,0,1,0,1,2,4,-0.9047480283975574,0.01320796859403739,0.01320796859403739,0
P0152,45,0,3,1,4,30,4,5,5,5,5,4.8,-0.9405512264481529,5,5,5,5,5.0,0.04752310049373789,6,5,6,6,6,5.8,0.6025912101645517,6,5,6,6,5.75,0.8054344598416652,7,7,7,7,6,6.8,0.9213982826897652,0.39999999999999997,1,2,1,0,2,6,0.11674168108355583,0.3875125715965817,0.3875125715965817,1
P0153,29,0,2,0,4,31,5,6,5,6,7,5.8,0.31975860991039934,5,5,4,4,4.5,-0.48902803411297785,5,4,5,4,6,4.8,-0.3998181223335139,6,6,6,6,6.0,1.1986033035579593,6,6,6,6,6,6.0,-0.07779427793430362,0.0,1,0,2,0,2,5,-0.39400317365700077,-0.5834366612363269,0.5834366612363269,-1
P0154,43,0,4,0,4,32,5,7,5,6,7,6.0,0.57182057718211,5,6,7,7,6.25,1.3889009370105272,6,6,6,6,6,6.0,0.803073076664165,5,5,4,5,4.75,-0.7672409150235113,6,6,6,6,6,6.0,-0.07779427793430362,0.0,0,1,1,1,1,4,-0.9047480283975574,0.27130950292821865,0.27130950292821865,0
P0155,44,0,3,0,2,30,4,5,3,5,3,4.0,-1.9487990955349945,5,6,5,5,5.25,0.31579866779709576,5,5,4,6,5,5.0,-0.1993362558339006,5,6,6,6,5.75,0.8054344598416652,7,7,7,7,7,7.0,1.1711964228457827,0.0,1,0,2,1,1,5,-0.39400317365700077,0.5875125715965819,0.5875125715965819,1
P0156,29,0,2,1,7,28,5,6,5,5,6,5.4,-0.1843653246330209,5,5,6,5,5.25,0.31579866779709576,5,4,5,4,6,4.8,-0.3998181223335139,5,5,5,5,5.0,-0.3740720713072172,5,5,5,5,5,5.0,-1.32678497871439,0.0,2,1,1,1,2,7,0.6274865358241124,-0.8996397299046901,0.8996397299046901,-1
P0157,67,0,3,0,5,27,6,7,6,6,6,6.2,0.8238825444538207,4,4,4,5,4.25,-0.7573036014163357,4,4,4,4,5,4.2,-1.001263721832353,4,4,4,4,4.0,-1.9467474461723937,4,4,4,5,4,4.2,-2.3259775393384587,0.39999999999999997,1,0,2,0,1,4,-0.9047480283975574,-1.0158427985730532,1.0158427985730532,-1
P0158,47,0,1,1,4,30,5,6,4,5,5,5.0,-0.6884892591764423,6,4,5,5,5.0,0.04752310049373789,5,7,5,6,5,5.6,0.40210934366493845,5,5,4,5,4.75,-0.7672409150235113,6,6,5,6,6,5.8,-0.32759241809032114,0.39999999999999997,1,1,1,1,2,6,0.11674168108355583,0.07130950292821847,0.07130950292821847,0
P0159,22,1,2,0,4,26,5,6,6,5,7,5.8,0.31975860991039934,6,6,5,5,5.5,0.5840742351004536,7,5,6,7,6,6.2,1.0035549431637782,5,5,5,5,5.0,-0.3740720713072172,7,7,7,7,6,6.8,0.9213982826897652,0.39999999999999997,2,0,1,1,1,5,-0.39400317365700077,0.9003602700953097,0.9003602700953097,1
P0160,49,1,3,1,4,21,5,4,4,4,6,4.6,-1.1926131937198636,4,4,4,5,4.25,-0.7573036014163357,6,6,5,5,5,5.4,0.20162747716532603,5,4,5,5,4.75,-0.7672409150235113,4,5,5,5,4,4.6,-1.826381259026425,0.4898979485566356,0,2,1,2,1,6,0.11674168108355583,-1.1286904970717817,1.1286904970717817,-1
P0161,25,0,1,0,5,31,5,6,5,5,6,5.4,-0.1843653246330209,5,5,6,6,5.5,0.5840742351004536,4,4,4,5,4,4.2,-1.001263721832353,6,5,6,6,5.75,0.8054344598416652,7,7,7,7,7,7.0,1.1711964228457827,0.0,0,1,1,1,1,4,-0.9047480283975574,0.5875125715965819,0.5875125715965819,1
P0162,51,1,3,1,5,32,6,5,5,6,6,5.6,0.06769664263868864,5,5,6,4,5.0,0.04752310049373789,4,3,4,4,4,3.8,-1.4022274548315796,4,4,5,6,4.75,-0.7672409150235113,5,5,6,5,5,5.2,-1.0769868385583725,0.39999999999999997,0,0,0,2,0,2,-1.9262377378786706,-0.5286904970717812,0.5286904970717812,-1
P0163,57,1,2,0,7,22,5,6,6,5,6,5.6,0.06769664263868864,5,4,5,5,4.75,-0.22075246680962,4,5,6,6,5,5.2,0.001145610665712712,6,6,6,6,6.0,1.1986033035579593,6,6,6,6,6,6.0,-0.07779427793430362,0.0,2,2,2,2,2,10,2.159721100045782,-0.5834366612363269,0.5834366612363269,-1
P0164,27,0,2,1,5,26,5,6,6,4,5,5.2,-0.4364272919047316,6,5,7,4,5.5,0.5840742351004536,5,5,5,5,4,4.8,-0.3998181223335139,5,5,5,5,5.0,-0.3740720713072172,6,5,6,5,6,5.6,-0.5773905582463386,0.48989794855663565,1,1,1,1,2,6,0.11674168108355583,-0.29963972990469045,0.29963972990469045,0
P0165,54,1,2,0,7,31,6,6,7,7,6,6.4,1.0759445117255313,5,6,6,5,5.5,0.5840742351004536,3,3,3,5,4,3.6,-1.6027093213311925,5,5,5,5,5.0,-0.3740720713072172,5,6,5,6,5,5.4,-0.827188698402355,0.48989794855663565,0,1,1,1,2,5,-0.39400317365700077,-0.49963972990468974,0.49963972990468974,-1
P0166,46,1,2,0,6,36,7,7,6,7,7,6.8,1.5800684462689516,3,3,3,6,3.75,-1.2938547360230515,5,5,6,5,6,5.4,0.20162747716532603,5,5,5,5,5.0,-0.3740720713072172,6,6,7,6,6,6.2,0.17200386222171388,0.39999999999999997,1,1,2,1,2,7,0.6274865358241124,0.3003602700953101,0.3003602700953101,1
P0167,52,0,3,0,3,30,6,6,5,6,6,5.8,0.31975860991039934,4,4,3,6,4.25,-0.7573036014163357,6,6,6,7,7,6.4,1.2040368096633915,6,6,6,6,6.0,1.1986033035579593,7,7,7,6,7,6.8,0.9213982826897652,0.39999999999999997,1,2,1,2,2,8,1.138231390564669,0.21656333876367295,0.21656333876367295,0
P0168,68,0,2,1,7,27,6,5,5,5,6,5.4,-0.1843653246330209,5,4,5,6,5.0,0.04752310049373789,5,6,6,5,4,5.2,0.001145610665712712,4,4,4,5,4.25,-1.5535786024560996,6,6,6,6,6,6.0,-0.07779427793430362,0.0,1,1,2,1,2,7,0.6274865358241124,0.613207968594037,0.613207968594037,1
P0169,36,1,3,0,2,29,6,6,5,4,6,5.4,-0.1843653246330209,5,4,6,5,5.0,0.04752310049373789,4,4,4,5,5,4.4,-0.8007818553327396,5,5,5,5,5.0,-0.3740720713072172,5,5,5,5,5,5.0,-1.32678497871439,0.0,1,0,1,1,0,3,-1.415492883138114,-0.8996397299046901,0.8996397299046901,-1
P0170,28,1,3,0,6,34,5,5,5,5,5,5.0,-0.6884892591764423,6,5,6,6,5.75,0.8523498024038115,6,5,5,6,6,5.6,0.40210934366493845,5,5,5,5,5.0,-0.3740720713072172,4,5,6,5,5,5.0,-1.32678497871439,0.6324555320336759,1,1,2,2,1,7,0.6274865358241124,-0.8996397299046901,0.8996397299046901,-1
P0171,26,0,3,0,4,28,5,5,5,5,6,5.2,-0.4364272919047316,3,4,5,5,4.25,-0.7573036014163357,5,5,5,4,4,4.6,-0.6002999888331272,5,5,5,5,5.0,-0.3740720713072172,7,7,7,7,7,7.0,1.1711964228457827,0.0,1,0,2,2,1,6,0.11674168108355583,1.10036027009531,1.10036027009531,1
P0172,27,0,4,0,6,27,5,4,4,6,5,4.8,-0.9405512264481529,4,2,4,3,3.25,-1.8304058706297672,4,2,3,4,4,3.4,-1.8031911878308058,4,4,4,4,4.0,-1.9467474461723937,5,4,5,4,4,4.4,-2.076179399182441,0.48989794855663565,0,1,2,0,2,5,-0.39400317365700077,-0.815842798573053,0.815842798573053,-1
P0173,38,0,3,1,6,28,6,6,7,6,6,6.2,0.8238825444538207,7,7,7,7,7.0,2.193727638920601,4,6,4,5,5,4.8,-0.3998181223335139,6,6,6,6,6.0,1.1986033035579593,7,7,7,7,7,7.0,1.1711964228457827,0.0,2,1,2,1,2,8,1.138231390564669,0.41656333876367313,0.41656333876367313,1
P0174,45,1,2,0,6,27,7,7,7,6,7,6.8,1.5800684462689516,6,7,7,5,6.25,1.3889009370105272,6,6,6,5,5,5.6,0.40210934366493845,6,6,6,6,6.0,1.1986033035579593,7,7,7,7,7,7.0,1.1711964228457827,0.0,2,1,1,2,2,8,1.138231390564669,0.41656333876367313,0.41656333876367313,1
P0175,44,1,1,1,6,30,6,5,4,5,5,5.0,-0.6884892591764423,5,5,4,5,4.75,-0.22075246680962,7,5,6,4,5,5.4,0.20162747716532603,5,5,5,5,5.0,-0.3740720713072172,5,5,5,6,6,5.4,-0.827188698402355,0.48989794855663565,1,0,1,2,1,5,-0.39400317365700077,-0.49963972990468974,0.49963972990468974,-1
P0176,52,0,2,0,4,34,4,5,5,5,5,4.8,-0.9405512264481529,6,5,5,6,5.5,0.5840742351004536,6,7,6,4,5,5.6,0.40210934366493845,6,5,6,5,5.5,0.41226561612537105,7,7,7,7,7,7.0,1.1711964228457827,0.0,2,1,2,2,2,9,1.6489762453052257,0.7584618044294915,0.7584618044294915,1
P0177,40,0,3,0,2,30,4,5,6,5,5,5.0,-0.6884892591764423,3,3,4,3,3.25,-1.8304058706297672,4,5,6,6,4,5.0,-0.1993362558339006,4,4,3,3,3.5,-2.7330851336049817,3,4,3,3,3,3.2,-3.574968240118545,0.39999999999999997,0,0,0,0,2,2,-1.9262377378786706,-1.6739443329072357,1.6739443329072357,-1
P0178,61,1,1,1,4,29,6,7,7,6,7,6.6,1.328006478997241,7,7,6,6,6.5,1.657176504313885,4,5,5,6,5,5.0,-0.1993362558339006,6,6,6,6,6.0,1.1986033035579593,6,6,7,6,6,6.2,0.17200386222171388,0.39999999999999997,1,0,1,1,1,4,-0.9047480283975574,-0.3834366612363267,0.3834366612363267,-1
P0179,36,0,3,0,3,29,5,6,6,5,5,5.4,-0.1843653246330209,4,6,5,6,5.25,0.31579866779709576,7,7,5,7,6,6.4,1.2040368096633915,5,5,5,5,5.0,-0.3740720713072172,6,7,7,7,6,6.6,0.6716001425337478,0.4898979485566356,0,1,1,1,2,5,-0.39400317365700077,0.7003602700953095,0.7003602700953095,1
P0180,75,0,3,0,5,25,7,7,7,7,7,7.0,1.8321304135406622,4,5,5,4,4.5,-0.48902803411297785,5,5,5,5,6,5.2,0.001145610665712712,6,6,6,6,6.0,1.1986033035579593,7,6,6,7,6,6.4,0.42180200237773136,0.48989794855663565,0,1,1,1,2,5,-0.39400317365700077,-0.18343666123632651,0.18343666123632651,0
P0181,49,1,2,0,4,32,6,6,5,5,6,5.6,0.06769664263868864,4,5,5,5,4.75,-0.22075246680962,7,6,6,6,6,6.2,1.0035549431637782,6,6,6,6,6.0,1.1986033035579593,7,7,7,7,7,7.0,1.1711964228457827,0.0,2,1,1,2,1,7,0.6274865358241124,0.41656333876367313,0.41656333876367313,1
P0182,27,1,3,0,7,29,7,7,7,6,7,6.8,1.5800684462689516,7,6,6,5,6.0,1.1206253697071693,3,3,4,4,4,3.6,-1.6027093213311925,6,6,5,5,5.5,0.41226561612537105,6,6,6,6,6,6.0,-0.07779427793430362,0.0,1,2,1,2,1,7,0.6274865358241124,-0.24153819557050848,0.24153819557050848,0
P0183,23,1,1,0,5,29,6,5,5,6,6,5.6,0.06769664263868864,4,4,4,4,4.0,-1.0255791687196936,5,7,6,7,7,6.4,1.2040368096633915,5,5,5,5,5.0,-0.3740720713072172,6,6,6,6,6,6.0,-0.07779427793430362,0.0,2,1,2,2,1,8,1.138231390564669,0.1003602700953099,0.1003602700953099,0
P0184,47,1,1,1,6,39,7,6,6,6,7,6.4,1.0759445117255313,6,4,5,5,5.0,0.04752310049373789,6,6,7,7,6,6.4,1.2040368096633915,5,5,6,5,5.25,0.019096772409076933,6,6,6,6,6,6.0,-0.07779427793430362,0.0,2,0,2,2,1,7,0.6274865358241124,-0.07058896273759885,0.07058896273759885,0
P0185,36,0,3,1,3,30,4,4,3,4,4,3.8,-2.2008610628067053,7,6,6,6,6.25,1.3889009370105272,5,4,4,6,4,4.6,-0.6002999888331272,5,5,5,5,5.0,-0.3740720713072172,5,4,5,5,5,4.8,-1.5765831188704074,0.39999999999999997,0,1,1,1,1,4,-0.9047480283975574,-1.0996397299046903,1.0996397299046903,-1
P0186,50,0,3,0,6,27,5,5,6,5,7,5.6,0.06769664263868864,6,6,6,7,6.25,1.3889009370105272,5,6,6,6,6,5.8,0.6025912101645517,5,6,5,5,5.25,0.019096772409076933,7,7,7,6,6,6.6,0.6716001425337478,0.48989794855663565,1,2,2,1,2,8,1.138231390564669,0.5294110372624008,0.5294110372624008,1
P0187,47,1,3,0,7,28,4,5,6,5,5,5.0,-0.6884892591764423,5,5,6,6,5.5,0.5840742351004536,5,5,6,7,6,5.8,0.6025912101645517,5,5,5,5,5.0,-0.3740720713072172,7,7,7,7,7,7.0,1.1711964228457827,0.0,1,2,2,1,2,8,1.138231390564669,1.10036027009531,1.10036027009531,1
P0188,38,0,3,0,5,33,5,4,4,6,5,4.8,-0.9405512264481529,2,3,4,3,3.0,-2.098681437933125,6,6,6,6,6,6.0,0.803073076664165,4,5,4,4,4.25,-1.5535786024560996,7,7,7,7,7,7.0,1.1711964228457827,0.0,0,2,1,1,1,5,-0.39400317365700077,1.613207968594037,1.613207968594037,1
P0189,27,0,2,0,5,30,7,7,6,6,7,6.6,1.328006478997241,6,6,5,6,5.75,0.8523498024038115,5,4,5,5,6,5.0,-0.1993362558339006,6,6,6,6,6.0,1.1986033035579593,6,6,6,6,6,6.0,-0.07779427793430362,0.0,0,1,2,0,2,5,-0.39400317365700077,-0.5834366612363269,0.5834366612363269,-1
P0190,18,0,4,0,6,25,5,3,5,5,4,4.4,-1.4446751609915731,4,3,4,3,3.5,-1.5621303033264093,5,5,3,6,6,5.0,-0.1993362558339006,5,5,5,5,5.0,-0.3740720713072172,7,6,7,7,7,6.8,0.9213982826897652,0.39999999999999997,2,2,2,2,1,9,1.6489762453052257,0.9003602700953097,0.9003602700953097,1
P0191,33,0,3,0,3,32,4,5,5,5,6,5.0,-0.6884892591764423,7,6,7,6,6.5,1.657176504313885,4,4,6,5,4,4.6,-0.6002999888331272,5,5,5,5,5.0,-0.3740720713072172,5,5,5,5,5,5.0,-1.32678497871439,0.0,0,0,1,0,2,3,-1.415492883138114,-0.8996397299046901,0.8996397299046901,-1
P0192,52,0,3,0,5,27,6,5,4,5,6,5.2,-0.4364272919047316,6,6,6,6,6.0,1.1206253697071693,5,6,6,7,7,6.2,1.0035549431637782,6,6,6,6,6.0,1.1986033035579593,7,7,7,7,7,7.0,1.1711964228457827,0.0,1,1,2,1,1,6,0.11674168108355583,0.41656333876367313,0.41656333876367313,1
P0193,43,0,2,1,4,35,6,6,6,5,4,5.4,-0.1843653246330209,5,5,5,6,5.25,0.31579866779709576,6,6,7,7,7,6.6,1.404518676163004,5,5,5,5,5.0,-0.3740720713072172,7,7,7,7,7,7.0,1.1711964228457827,0.0,1,1,1,2,1,6,0.11674168108355583,1.10036027009531,1.10036027009531,1
P0194,21,0,3,1,3,33,7,6,6,6,7,6.4,1.0759445117255313,5,6,6,7,6.0,1.1206253697071693,5,3,4,4,4,4.0,-1.2017455883319663,5,5,5,5,5.0,-0.3740720713072172,6,6,6,6,6,6.0,-0.07779427793430362,0.0,2,0,1,2,2,7,0.6274865358241124,0.1003602700953099,0.1003602700953099,0
P0195,42,0,2,1,4,28,6,6,6,6,6,6.0,0.57182057718211,6,4,6,5,5.25,0.31579866779709576,6,6,5,5,5,5.4,0.20162747716532603,5,5,5,5,5.0,-0.3740720713072172,6,6,6,6,6,6.0,-0.07779427793430362,0.0,0,1,0,2,2,5,-0.39400317365700077,0.1003602700953099,0.1003602700953099,0
P0196,45,1,1,0,2,33,6,6,6,7,6,6.2,0.8238825444538207,4,5,4,4,4.25,-0.7573036014163357,7,7,7,7,7,7.0,1.8054824091622308,5,5,5,5,5.0,-0.3740720713072172,7,7,7,7,7,7.0,1.1711964228457827,0.0,1,0,1,2,1,5,-0.39400317365700077,1.10036027009531,1.10036027009531,1
P0197,26,1,4,0,1,30,5,4,5,5,5,4.8,-0.9405512264481529,7,6,6,5,6.0,1.1206253697071693,4,4,3,4,4,3.8,-1.4022274548315796,5,5,5,5,5.0,-0.3740720713072172,6,5,6,5,6,5.6,-0.5773905582463386,0.48989794855663565,0,0,0,0,1,1,-2.436982592619227,-0.29963972990469045,0.29963972990469045,0
P0198,42,1,1,0,3,32,5,5,5,5,5,5.0,-0.6884892591764423,5,5,6,5,5.25,0.31579866779709576,7,7,7,7,6,6.8,1.6050005426626173,5,5,4,4,4.5,-1.1604097587398055,7,6,6,6,6,6.2,0.17200386222171388,0.39999999999999997,2,2,1,1,2,8,1.138231390564669,0.6422587357611276,0.6422587357611276,1
P0199,40,1,4,1,7,31,5,5,6,6,5,5.4,-0.1843653246330209,6,6,5,5,5.5,0.5840742351004536,4,5,4,5,4,4.4,-0.8007818553327396,5,5,5,5,5.0,-0.3740720713072172,5,6,6,6,6,5.8,-0.32759241809032114,0.39999999999999997,2,2,2,2,1,9,1.6489762453052257,-0.09963972990469028,0.09963972990469028,0
P0200,22,1,3,0,5,27,6,6,5,6,6,5.8,0.31975860991039934,3,3,4,3,3.25,-1.8304058706297672,6,5,4,5,5,5.0,-0.1993362558339006,5,5,5,5,5.0,-0.3740720713072172,6,5,6,6,6,5.8,-0.32759241809032114,0.39999999999999997,2,0,2,1,2,7,0.6274865358241124,-0.09963972990469028,0.09963972990469028,0
P0201,45,0,2,1,7,28,6,7,7,7,6,6.6,1.328006478997241,5,4,5,4,4.5,-0.48902803411297785,4,4,5,5,7,5.0,-0.1993362558339006,5,5,5,5,5.0,-0.3740720713072172,7,7,7,7,7,7.0,1.1711964228457827,0.0,1,1,2,2,2,8,1.138231390564669,1.10036027009531,1.10036027009531,1
P0202,48,1,3,0,4,33,6,6,6,7,7,6.4,1.0759445117255313,7,7,6,7,6.75,1.925452071617243,7,7,6,6,7,6.6,1.404518676163004,5,5,5,5,5.0,-0.3740720713072172,7,7,7,6,7,6.8,0.9213982826897652,0.39999999999999997,2,1,2,0,2,7,0.6274865358241124,0.9003602700953097,0.9003602700953097,1
P0203,56,1,4,0,4,28,5,6,7,6,6,6.0,0.57182057718211,4,5,5,3,4.25,-0.7573036014163357,5,4,6,5,6,5.2,0.001145610665712712,5,5,5,5,5.0,-0.3740720713072172,5,6,5,5,5,5.2,-1.0769868385583725,0.39999999999999997,0,0,0,2,1,3,-1.415492883138114,-0.6996397299046899,0.6996397299046899,-1
P0204,55,1,3,1,5,28,7,6,7,6,7,6.6,1.328006478997241,6,5,6,6,5.75,0.8523498024038115,3,4,4,5,4,4.0,-1.2017455883319663,5,5,4,4,4.5,-1.1604097587398055,4,5,4,4,5,4.4,-2.076179399182441,0.4898979485566356,0,0,1,2,2,5,-0.39400317365700077,-1.1577412642388722,1.1577412642388722,-1
P0205,19,0,4,0,4,27,4,5,6,5,5,5.0,-0.6884892591764423,6,6,5,7,6.0,1.1206253697071693,6,6,6,5,6,5.8,0.6025912101645517,5,5,5,5,5.0,-0.3740720713072172,6,6,7,6,6,6.2,0.17200386222171388,0.39999999999999997,1,0,1,1,2,5,-0.39400317365700077,0.3003602700953101,0.3003602700953101,1
P0206,25,0,3,1,2,31,6,7,6,6,6,6.2,0.8238825444538207,4,5,6,6,5.25,0.31579866779709576,4,5,4,4,6,4.6,-0.6002999888331272,6,6,6,6,6.0,1.1986033035579593,5,5,6,5,5,5.2,-1.0769868385583725,0.39999999999999997,2,2,2,1,0,7,0.6274865358241124,-1.3834366612363267,1.3834366612363267,-1
P0207,47,0,3,1,5,36,4,3,4,4,5,4.0,-1.9487990955349945,4,5,5,5,4.75,-0.22075246680962,4,5,5,5,6,5.0,-0.1993362558339006,5,5,5,5,5.0,-0.3740720713072172,6,6,6,6,6,6.0,-0.07779427793430362,0.0,2,1,2,2,0,7,0.6274865358241124,0.1003602700953099,0.1003602700953099,0
P0208,47,0,4,0,3,26,6,5,6,5,4,5.2,-0.4364272919047316,4,5,5,5,4.75,-0.22075246680962,4,4,4,4,3,3.8,-1.4022274548315796,4,4,4,4,4.0,-1.9467474461723937,4,4,5,4,4,4.2,-2.3259775393384587,0.39999999999999997,0,1,2,2,0,5,-0.39400317365700077,-1.0158427985730532,1.0158427985730532,-1
P0209,47,1,2,0,5,30,6,4,6,6,6,5.6,0.06769664263868864,7,6,5,5,5.75,0.8523498024038115,3,4,4,5,6,4.4,-0.8007818553327396,6,6,6,6,6.0,1.1986033035579593,7,7,7,7,7,7.0,1.1711964228457827,0.0,2,2,0,2,2,8,1.138231390564669,0.41656333876367313,0.41656333876367313,1
P0210,75,1,3,0,5,34,5,7,6,5,5,5.6,0.06769664263868864,6,5,5,6,5.5,0.5840742351004536,4,5,4,4,5,4.4,-0.8007818553327396,7,7,7,6,6.75,2.3781098347068417,7,6,6,6,6,6.2,0.17200386222171388,0.39999999999999997,2,1,1,2,2,8,1.138231390564669,-0.8962843597350538,0.8962843597350538,-1
P0211,48,0,2,1,3,29,4,4,5,4,4,4.2,-1.696737128263284,6,6,6,6,6.0,1.1206253697071693,4,3,3,3,4,3.4,-1.8031911878308058,3,3,4,3,3.25,-3.126253977321276,4,5,5,5,5,4.8,-1.5765831188704074,0.39999999999999997,0,0,2,0,1,3,-1.415492883138114,0.09700489992567274,0.09700489992567274,0
P0212,57,2,4,0,2,31,5,5,3,4,4,4.2,-1.696737128263284,7,7,7,6,6.75,1.925452071617243,5,5,5,5,5,5.0,-0.1993362558339006,6,6,5,5,5.5,0.41226561612537105,6,6,6,5,6,5.8,-0.32759241809032114,0.39999999999999997,1,1,2,0,1,5,-0.39400317365700077,-0.44153819557050866,0.44153819557050866,-1
P0213,54,1,4,0,6,26,3,4,5,4,4,4.0,-1.9487990955349945,5,5,4,5,4.75,-0.22075246680962,6,7,6,6,7,6.4,1.2040368096633915,5,5,6,5,5.25,0.019096772409076933,7,7,7,7,7,7.0,1.1711964228457827,0.0,1,2,2,1,2,8,1.138231390564669,0.9294110372624012,0.9294110372624012,1
P0214,49,0,1,0,5,31,6,6,7,6,6,6.2,0.8238825444538207,6,5,6,6,5.75,0.8523498024038115,7,7,6,7,6,6.6,1.404518676163004,6,5,6,5,5.5,0.41226561612537105,6,6,6,6,6,6.0,-0.07779427793430362,0.0,1,2,2,1,2,8,1.138231390564669,-0.24153819557050848,0.24153819557050848,0
P0215,35,0,3,1,2,29,6,7,6,6,7,6.4,1.0759445117255313,5,5,5,4,4.75,-0.22075246680962,6,6,7,6,6,6.2,1.0035549431637782,5,5,5,5,5.0,-0.3740720713072172,5,5,5,5,5,5.0,-1.32678497871439,0.0,1,2,1,1,2,7,0.6274865358241124,-0.8996397299046901,0.8996397299046901,-1
P0216,51,0,4,0,7,32,6,6,6,5,6,5.8,0.31975860991039934,5,4,5,5,4.75,-0.22075246680962,7,7,7,7,6,6.8,1.6050005426626173,6,6,5,6,5.75,0.8054344598416652,7,7,7,7,7,7.0,1.1711964228457827,0.0,1,2,1,1,1,6,0.11674168108355583,0.5875125715965819,0.5875125715965819,1
P0217,28,0,2,0,2,33,6,7,6,6,7,6.4,1.0759445117255313,5,6,6,6,5.75,0.8523498024038115,5,6,4,4,5,4.8,-0.3998181223335139,5,5,5,5,5.0,-0.3740720713072172,5,5,6,5,5,5.2,-1.0769868385583725,0.39999999999999997,1,1,1,0,1,4,-0.9047480283975574,-0.6996397299046899,0.6996397299046899,-1
P0218,36,0,3,1,5,37,6,6,6,6,7,6.2,0.8238825444538207,5,5,4,4,4.5,-0.48902803411297785,5,5,5,5,6,5.2,0.001145610665712712,5,5,6,6,5.5,0.41226561612537105,6,6,6,6,6,6.0,-0.07779427793430362,0.0,0,1,2,0,2,5,-0.39400317365700077,-0.24153819557050848,0.24153819557050848,0
P0219,32,0,4,0,7,31,7,7,7,7,7,7.0,1.8321304135406622,6,5,5,5,5.25,0.31579866779709576,2,3,3,3,3,2.8,-2.404636787329645,5,5,5,5,5.0,-0.3740720713072172,4,4,4,4,5,4.2,-2.3259775393384587,0.39999999999999997,1,2,2,1,2,8,1.138231390564669,-1.69963972990469,1.69963972990469,-1
P0220,41,0,1,0,3,30,5,7,6,6,6,6.0,0.57182057718211,5,5,4,4,4.5,-0.48902803411297785,6,6,6,7,7,6.4,1.2040368096633915,5,6,5,5,5.25,0.019096772409076933,7,7,7,7,7,7.0,1.1711964228457827,0.0,0,2,1,2,2,7,0.6274865358241124,0.9294110372624012,0.9294110372624012,1
P0221,74,0,3,1,3,30,7,7,7,6,4,6.2,0.8238825444538207,5,6,7,7,6.25,1.3889009370105272,4,5,5,6,4,4.8,-0.3998181223335139,6,6,6,6,6.0,1.1986033035579593,7,7,7,7,7,7.0,1.1711964228457827,0.0,1,0,0,2,2,5,-0.39400317365700077,0.41656333876367313,0.41656333876367313,1
P0222,18,1,2,0,2,28,4,5,4,5,4,4.4,-1.4446751609915731,5,3,5,6,4.75,-0.22075246680962,7,7,7,6,7,6.8,1.6050005426626173,5,5,5,5,5.0,-0.3740720713072172,7,7,7,6,7,6.8,0.9213982826897652,0.39999999999999997,1,1,1,1,1,5,-0.39400317365700077,0.9003602700953097,0.9003602700953097,1
P0223,50,0,4,1,4,31,6,4,3,6,5,4.8,-0.9405512264481529,3,4,4,4,3.75,-1.2938547360230515,3,3,3,3,3,3.0,-2.2041549208300317,4,4,4,4,4.0,-1.9467474461723937,5,5,5,5,5,5.0,-1.32678497871439,0.0,0,2,2,1,1,6,0.11674168108355583,-0.21584279857305333,0.21584279857305333,0
P0224,18,1,4,0,2,29,4,4,4,4,4,4.0,-1.9487990955349945,6,5,6,6,5.75,0.8523498024038115,2,4,4,4,4,3.6,-1.6027093213311925,5,5,5,5,5.0,-0.3740720713072172,4,5,4,5,5,4.6,-1.826381259026425,0.48989794855663565,0,1,0,0,2,3,-1.415492883138114,-1.2996397299046905,1.2996397299046905,-1
P0225,32,0,4,0,5,30,7,6,6,6,5,6.0,0.57182057718211,6,4,4,6,5.0,0.04752310049373789,6,6,6,5,5,5.6,0.40210934366493845,5,5,5,5,5.0,-0.3740720713072172,6,6,6,6,6,6.0,-0.07779427793430362,0.0,1,2,1,2,2,8,1.138231390564669,0.1003602700953099,0.1003602700953099,0
