participant_id,age,gender,education,income,tech_comfort,fraud_experience,ATT1,ATT2,ATT3,SN1,SN2,PBC1,PBC2,PBC3,INT1,INT2,perceived_severity,perceived_vulnerability,self_efficacy,response_efficacy,past_behavior,T2_security_steps_followed,T2_frequency_last_month,T2_consistency_score,T2_behavior_binary,T2_missing,response_time_seconds,straight_line_respondent,attitude_composite,subjective_norm_composite,pbc_composite,intention_composite,threat_appraisal_composite,coping_appraisal_composite
969,52,Female,Master's Degree,82992.0,4.777994423282676,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0,34.04304619886584,0,1.4588360516388785,2.171385807980498,1.0,1.0,1.0,1.0
970,32,Female,Some College,50889.0,5.5090512462777825,0,4,4,4,4,4,4,4,4,,4,1,1,1,1,1,1,2,2,1.0,0,27.66137235179319,1,4.385907842591604,4.385907842591604,4.385907842591604,4.385907842591604,1.0,1.1829735398535361
971,80,Male,Bachelor's Degree,58739.0,5.334001687990103,0,1,1,1,1,1,1,1,1,2,1,1,1,2,1,3,,,,,1,50.96162378840235,0,1.0,1.1516628765500194,1.3190652674698156,1.737449857943508,1.0457643376457095,1.4423668439083968
972,24,Male,Bachelor's Degree,57593.0,5.231174024720271,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,2,2,1.0,0,18.588080893962214,0,1.0072753993651684,1.1543506038897915,1.385574019003838,1.4272320101401688,1.380629257924637,1.0
973,19,Male,Bachelor's Degree,69779.0,4.224185131430218,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1.0,0,28.89073606220295,0,1.1563919389416548,1.1563919389416548,1.1563919389416548,1.1563919389416548,1.0466725765479206,1.0
974,18,Male,Some College,34150.0,4.810585765441051,1,2,1,2,1,1,1,,2,1,1,1,2,1,1,1,1,2,2,1.0,0,28.612404238496477,0,1.7953685144223197,1.1825676701222556,1.485790506192378,1.1860028578983508,1.3652546999127588,1.0
975,18,Female,High School,28572.0,5.202838668088147,0,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,31.288999674822396,0,1.4650811107937143,1.3137653348011258,1.3137653348011258,1.3137653348011258,1.0,1.0
976,48,Male,Bachelor's Degree,45381.0,3.4123891968827897,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,0.0,0,21.05982455818658,0,1.2913437968283907,1.2913437968283907,1.2913437968283907,1.3316373018929648,1.0,1.4915627879577118
977,74,Female,Bachelor's Degree,60294.0,4.598707143792607,0,1,1,1,1,,1,1,1,1,1,1,2,1,1,1,1,1,1,0.0,0,11.381457245327793,0,1.1270580109394137,1.1270580109394137,1.169515016785329,1.1270580109394137,1.2701830880468905,1.4112089742376401
978,23,Male,Master's Degree,86942.0,5.7039838427427005,0,1,1,1,1,1,1,1,1,,1,1,2,2,1,1,1,1,1,0.0,0,69.83354655077159,0,1.2743097862888808,1.2743097862888808,1.2743097862888808,1.2743097862888808,1.3950365293625473,1.4546386714473782
979,21,Female,Bachelor's Degree,69070.0,3.5393324150010548,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,30.170834353079275,0,1.3384390406521576,1.3384390406521578,1.3384390406521576,1.3384390406521578,1.1159236475066225,1.194649902991601
980,26,Other,Bachelor's Degree,59326.0,6.703556147072512,0,2,3,2,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1.0,0,81.68004031558237,0,2.1977457484542957,1.3359169700611617,1.335916970061162,1.3359169700611617,1.0,1.3242823792363267
981,54,Female,High School,32979.0,6.850497241379796,1,1,1,2,1,1,1,1,1,2,1,2,2,1,1,2,2,3,2,1.0,0,48.597711649797446,0,1.4936636425898706,1.2256761716606845,1.2256761716606845,1.649350039064947,1.6075368281609252,1.0
982,18,Female,Bachelor's Degree,57513.0,3.581304251251889,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1.0,0,49.98577770515344,0,1.1635117435436788,1.1635117435436788,1.1635117435436788,1.1635117435436788,1.2701503658326592,1.0908248494491464
983,29,Male,Bachelor's Degree,58382.0,6.964905522965181,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,0.0,0,81.82116444041958,0,1.1932607721986774,1.1932607721986774,1.7477365011158141,1.1932607721986774,1.0,1.3485556790418012
984,49,Female,Master's Degree,65496.0,5.013343934674225,0,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,0.0,0,264.6278916797242,0,1.4600438941852518,1.4600438941852518,1.9126111531513936,1.4600438941852518,1.0,1.0413462392158264
985,36,Male,Master's Degree,116620.0,5.744068926904172,0,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1.0,0,93.97088224151052,0,1.194948049836903,1.194948049836903,1.9893813936203335,1.194948049836903,1.0,1.2269235843548174
986,18,Male,High School,37599.0,4.55435363223328,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1.0,0,67.297166272099,0,1.1441195233214774,1.1441195233214774,1.1441195233214774,1.1441195233214774,1.4197618509257801,1.1587044322180668
987,40,Male,Master's Degree,87450.0,6.39995827539479,0,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,1,1.0,0,41.83962611468445,0,1.1629516845329078,1.1629516845329078,1.9779303339018721,1.3042610153566838,1.0,1.0241631421828266
988,36,Male,High School,38075.0,5.727922224503267,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1.0,0,90.65422918105433,0,1.3015745884148977,1.3015745884148977,1.3015745884148977,1.3015745884148977,1.0,1.1822578074470074
989,62,Male,Some College,46638.0,4.141600766423116,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0,18.22472842036829,0,1.2331963699046113,1.2331963699046113,1.2331963699046113,1.2331963699046113,1.07013749340674,1.0
990,71,Female,Bachelor's Degree,56445.0,3.685237400045125,0,,1,1,2,2,1,1,1,2,1,1,1,1,1,1,2,2,2,1.0,0,52.86822135885862,0,1.3219106804627125,1.7209705359579335,1.3219106804627125,1.43592198888585,1.0536178388115132,1.0
991,60,Male,High School,31843.0,3.3016068342280107,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,91.99820875734282,0,1.4956838764073277,1.1303154473307893,1.1303154473307893,1.1303154473307893,1.0293198664845788,1.0
992,26,Male,Bachelor's Degree,61995.0,5.4443243093625835,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,70.94550863849265,0,1.0434003150776432,1.0434003150776432,1.0434003150776432,1.0434003150776432,1.202156726356332,1.1005612770297972
993,18,Male,High School,36928.0,5.944212835313657,0,2,1,2,1,1,1,2,1,1,1,1,1,1,2,2,,,,,1,31.157260179583545,0,1.719375863279908,1.288922281631104,1.4381818556048378,1.288922281631104,1.0,1.4058875174245298
994,21,Female,High School,30950.0,6.046255382413274,0,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,,,,,1,47.67208309890147,0,1.227226596875769,1.227226596875769,1.3317296847572289,1.227226596875769,1.5236332792992224,1.0
995,25,Male,Bachelor's Degree,68142.0,5.046624577010409,1,4,,5,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1.0,0,25.449021680687444,0,4.278365486089277,1.1725498658452076,1.686053814128913,1.1549960834009072,1.097825285097389,1.2614491977207871
996,74,Other,Bachelor's Degree,59700.0,3.695904607636327,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1.0,0,17.911019968194935,0,1.3350925254955204,1.3350925254955204,1.379029388052066,1.4001118326153228,1.3462159035765797,1.1847442806240562
997,18,Male,Master's Degree,93514.0,4.313302762569082,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1.0,0,105.70315658255221,0,1.2743513056842144,1.2743513056842144,1.2743513056842144,1.2743513056842144,1.1670735671994703,1.115081684402345
998,18,Female,Bachelor's Degree,67939.0,6.698053230650504,0,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,2,2,2,1.0,0,23.397390021510393,0,1.0652685875301136,1.0652685875301136,1.0652685875301136,1.0652685875301136,1.0,1.0466068257683516
999,18,Female,Bachelor's Degree,57664.0,4.5699828660198945,0,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,0.0,0,23.239537097580847,0,1.179054504981094,1.179054504981094,1.4397305785843943,1.179054504981094,1.0,1.3079383191034355
1000,18,Female,Some College,44348.0,5.386442919885919,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1.0,0,23.652706852709265,0,1.1299891708116334,1.1299891708116334,1.3932552757791552,1.1299891708116334,1.0,1.0680124444836956
1001,18,Male,High School,39050.0,3.8016543713526465,0,3,5,3,1,1,2,2,2,2,2,1,1,1,1,1,2,1,1,1.0,0,18.978015726804685,0,3.8490363315671225,1.2558771263427608,1.6087107742141897,1.6893464256275772,1.0,1.1263099115297912
1002,23,Male,High School,31375.0,5.637557959096745,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1.0,0,18.54533677025035,0,1.3775128576203695,1.1623660930589632,1.1623660930589632,1.1623660930589632,1.0,1.0
1003,26,Female,Bachelor's Degree,57905.0,4.605010069817199,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0.0,0,8.329441963384577,0,1.2694460605940403,1.1176281888921717,1.1176281888921717,1.1176281888921717,1.1414488600103478,1.2758750786566593
1004,18,Female,Bachelor's Degree,58441.0,6.560726527908493,0,2,2,2,1,1,1,1,2,2,2,1,1,2,1,1,1,2,1,1.0,0,9.566704126665474,0,1.865390620875934,1.233964157215359,1.3414088568843876,2.1117497446073146,1.0,1.648757123550493
1005,19,Female,Some College,36922.0,6.205625018068858,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1.0,0,28.385343712026277,0,1.3477505313877636,1.3477505313877636,1.3477505313877636,1.3477505313877636,1.0,1.0490649631209572
1006,18,Female,Bachelor's Degree,74882.0,4.55558226945263,0,1,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1.0,0,47.709052485252265,0,1.2056971344814185,1.2056971344814185,1.780065739190918,1.2837783310167408,1.572417061927776,1.0579478604302661
1007,27,Male,Bachelor's Degree,46945.0,5.035336764448037,1,4,4,4,4,4,4,4,4,4,4,2,1,1,1,1,,,,,1,8.662938660466043,1,4.2174452519274475,4.2174452519274475,4.2174452519274475,4.2174452519274475,1.317001654081375,1.1165077355898902
1008,29,Male,High School,28509.0,4.483548887947183,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,0.0,0,38.30243389242109,0,1.6093936643227107,1.1054366758157528,1.1054366758157528,1.1054366758157528,1.4823005643815708,1.0
1009,18,Female,High School,41571.0,3.3547368444914873,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,0.0,0,92.4321229683159,0,1.1249735574628201,1.1249735574628201,1.1249735574628201,1.1249735574628201,1.248825075833126,1.9528465825724726
1010,52,Female,Master's Degree,93321.0,4.085324841588618,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0.0,0,22.709686806042168,0,1.2664819846502136,1.2664819846502136,1.2664819846502136,1.2664819846502136,1.6620220883072185,1.0
1011,25,Female,Bachelor's Degree,49805.0,5.4576825260370665,0,2,3,,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1.0,0,15.007695693673815,0,2.6117531682825863,1.2092798513111223,1.7956146537856663,1.3730375304564424,1.2171779030325625,1.539942018172909
1012,18,Male,Master's Degree,92085.0,5.622837347698456,0,2,2,1,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,0.0,0,31.560303194903902,0,1.6941859213106134,2.1663269589258807,1.6758930724954502,1.6357936210724173,1.0,1.2156154541827549
1013,18,Female,High School,42339.0,5.393112274670431,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1.0,0,50.16725926413796,0,1.0565830143889305,1.0565830143889305,1.0565830143889305,1.0565830143889305,1.0,1.0164592330776234
1014,30,Female,Doctorate/Professional,134344.0,4.807747029853774,0,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,0.0,0,21.169632331577848,0,1.3288142041067745,1.3288142041067745,1.4357926308885716,1.3288142041067745,2.1844482699423677,1.0
1015,36,Female,High School,47994.0,6.412986587437281,0,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,1,1,1,0.0,0,70.97247691506894,0,1.2498097545053874,1.2498097545053874,1.9045374308607075,1.2498097545053874,1.542777114045851,1.0
1016,18,Male,High School,26379.0,5.282604475929219,0,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1.0,0,48.204700236013714,0,1.4398583733024874,1.3383464700543457,1.7019277083025284,1.3383464700543457,1.1225778314000763,1.0
1017,27,Male,Doctorate/Professional,150032.0,6.114229976524731,0,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,0.0,0,132.26828540019778,0,1.1969191697265333,1.1969191697265333,1.1969191697265333,1.233699724256144,1.8063597285300474,1.0
1018,71,Male,Some College,49304.0,2.894092328136726,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.0,0,8.62678878371495,0,1.2846412467420925,1.2846412467420925,1.2846412467420925,1.2846412467420925,1.0291846283710182,1.0
1019,46,Female,Bachelor's Degree,64185.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,0.0,0,10.70409838060232,0,1.3328781170952684,1.3328781170952684,1.3328781170952684,1.3328781170952684,1.7907221647100313,1.0
1020,18,Female,High School,33978.0,5.568924436189504,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1.0,0,23.6944601935007,0,1.3895837689062691,1.3895837689062691,1.3895837689062691,1.3895837689062691,1.218008335329968,1.2491047195927716
1021,18,Female,Bachelor's Degree,55321.0,3.3478046501620637,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,1.0,0,11.344451216465526,0,1.4001076770933356,1.366544969851091,1.366544969851091,1.366544969851091,1.6293967486868943,1.0423243799039208
1022,22,Male,Master's Degree,90181.0,4.923812786473027,0,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1.0,0,116.64248738172341,0,1.8374825875603857,1.2605337715803815,1.2605337715803815,1.2605337715803815,1.4726737111500303,1.0966143214592803
1023,26,Female,Some College,47258.0,4.8072738466680125,1,1,1,1,,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0.0,0,39.89596717801561,0,1.2227683220431114,1.2227683220431114,1.2227683220431114,1.2227683220431114,1.227873054795033,1.661631010689522
1024,28,Female,Bachelor's Degree,62018.0,7.0,0,4,4,4,4,4,4,4,4,4,4,3,2,2,1,1,1,1,1,1.0,0,25.433609786899886,1,4.112941274415634,4.112941274415634,4.112941274415634,4.112941274415634,2.197042512161548,1.4752022561152294
1025,34,Male,High School,40200.0,5.719995518826688,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1.0,0,114.77249224444459,0,1.0878394364926776,1.0665884032595392,1.148559428329986,1.0665884032595392,1.0,1.0
1026,23,Male,Bachelor's Degree,49858.0,5.415616734838275,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1.0,0,41.84926735610042,0,1.0,1.0,1.0,1.0,1.5235017584332415,1.0
1027,25,Female,Some College,41171.0,6.2880885010237755,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0.0,0,28.01976829594009,0,1.10416945249453,1.10416945249453,1.10416945249453,1.10416945249453,1.5215002869910326,1.0
1028,48,Female,High School,30299.0,5.6790468628907504,0,1,1,1,1,1,1,1,,1,1,1,2,1,1,1,1,1,1,0.0,0,17.719533153236338,0,1.1837718744210135,1.1837718744210135,1.1837718744210135,1.1837718744210135,1.6177220460832122,1.093308550234522
1029,30,Female,Some College,40247.0,4.605019909115037,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1.0,0,51.65820081745208,0,1.0,1.0,1.0,1.0,1.217159640109708,1.0
1030,18,Male,High School,40076.0,6.592918709330928,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0,50.28856621948175,0,1.094271380779476,1.094271380779476,1.0952983849579203,1.094271380779476,1.0,1.0
1031,27,Male,Master's Degree,86259.0,3.7573248337452436,0,1,1,1,1,2,2,1,1,1,2,2,2,1,1,1,2,1,1,1.0,0,57.13768326042987,0,1.2434835248281548,1.5953107228804506,1.3610953259978567,1.3863569744582882,1.9207068221502752,1.0
1032,22,Female,Some College,57706.0,5.620221343793631,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,0.0,0,63.113452790517705,0,1.4454581129456054,1.1303339191144626,1.3297318048241584,1.2962636407827854,1.0,1.2976030055388321
1033,18,Female,High School,35967.0,3.1881592676227957,0,2,2,2,1,1,1,2,1,,1,1,2,1,1,1,2,1,1,1.0,0,105.68387289199586,0,1.8708404822751412,1.248482329588314,1.515148636953245,1.248482329588314,1.3026537767645296,1.0
1034,28,Male,Some College,42848.0,5.465127014770793,0,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,0.0,0,17.07511589169798,0,1.2253030472639717,1.6308711865974592,1.2253030472639717,1.2253030472639717,1.0,1.3736011273866542
1035,18,Male,Some College,43119.0,5.450886534304809,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,0.0,0,198.2291151122095,0,1.2288306614676971,1.2288306614676971,1.2288306614676971,1.2288306614676971,1.4073900083263686,1.0
1036,48,Female,Bachelor's Degree,52716.0,7.0,1,1,1,1,1,,1,2,1,1,1,1,1,1,1,1,1,1,1,1.0,0,139.77391226874977,0,1.2306148523884426,1.2306148523884426,1.4365136692866394,1.2306148523884426,1.0,1.166762301837199
1037,34,Female,Doctorate/Professional,133746.0,3.165533938525687,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,0.0,0,130.8171505774692,0,1.2257467819419432,1.2257467819419432,1.2257467819419432,1.2257467819419432,2.536778300409555,1.0
1038,18,Female,Some College,49078.0,4.418846671390044,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,28.079515388477844,0,1.2203642877829302,1.2203642877829302,1.2203642877829302,1.2203642877829302,1.0801203422404206,1.0
1039,47,Female,Master's Degree,86329.0,6.269487154546387,0,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,0.0,0,18.70548202314656,0,1.1177000071695202,1.11961820439177,1.579757575080027,1.1177000071695202,1.0022323133372506,1.372656005422255
1040,62,Male,Bachelor's Degree,51549.0,5.6359124333165,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0,36.01477305843094,0,1.2027956914907554,1.2027956914907554,1.2027956914907554,1.2027956914907554,1.0,1.0
1041,20,Male,High School,30374.0,5.434396566738754,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1.0,0,41.54419468626301,0,1.3159519447561765,1.3159519447561765,1.3159519447561765,1.3159519447561765,1.0,1.0
1042,22,Male,Bachelor's Degree,54123.0,3.957023586153899,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0,65.74419396784084,0,1.2223013592836696,1.2223013592836696,1.2223013592836696,1.2223013592836696,1.0,1.2294915250182683
1043,44,Female,Bachelor's Degree,58053.0,4.431936147481142,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0.0,0,29.038167135188402,0,1.2973784276297242,1.368591977694577,1.2973784276297242,1.2973784276297242,1.3054021414351231,1.0
1044,59,Male,Bachelor's Degree,66451.0,6.818553310690234,0,2,2,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1.0,0,69.20537897352672,0,1.699806516091147,1.3357522044462953,1.4972097176053891,1.815314374398733,1.0,1.0
1045,18,Female,Master's Degree,69360.0,5.133038048119894,0,1,2,2,1,1,2,2,2,1,1,1,3,1,1,1,1,1,2,1.0,0,25.079357687009605,0,1.8826003527115305,1.234863878559895,2.0421101102623203,1.234863878559895,1.7954000176937654,1.2466058086409437
1046,18,Female,Some College,40634.0,5.687967604987816,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1.0,0,34.40491225169887,0,1.2809986192264096,1.2809986192264096,1.2809986192264096,1.2809986192264096,1.0,1.543323814765032
1047,18,Female,Master's Degree,86683.0,5.050255172590577,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,0.0,0,59.04167499827385,0,1.232243509765478,1.232243509765478,1.2713793740031267,1.232243509765478,1.2710335855422303,1.0
1048,19,Female,Bachelor's Degree,43747.0,3.6619888301753054,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,2,2,2,1.0,0,36.50323056061537,0,1.1819005447615885,1.1819005447615885,1.1819005447615885,1.1819005447615885,1.6548210408449977,1.0
1049,43,Male,Bachelor's Degree,51248.0,6.413953553897496,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1.0,0,19.285015084713876,0,1.2601454655706326,1.2601454655706326,1.4896677278012687,1.325892050858166,1.0,1.209508640785538
1050,59,Female,Bachelor's Degree,52400.0,5.8542020998922455,1,4,4,4,4,4,4,4,4,4,4,1,1,1,1,2,1,1,1,0.0,0,16.094046915044515,1,4.2388160318039985,4.2388160318039985,4.2388160318039985,4.2388160318039985,1.0,1.2387432804701413
1051,62,Female,Some College,37856.0,7.0,0,,,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,0.0,0,77.64381988479661,0,1.6714530873824904,1.2487362301992062,1.3468093176722205,1.2487362301992062,1.1007661844825556,1.641100201172919
1052,18,Female,Doctorate/Professional,139157.0,3.8797442064542915,0,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,0.0,0,49.25495556224711,0,1.052088841202855,1.052088841202855,1.052088841202855,1.052088841202855,1.8768397961744132,1.0
1053,18,Female,Bachelor's Degree,56295.0,6.269344797560625,0,4,4,4,4,4,4,4,4,4,4,1,1,2,2,2,1,1,2,1.0,0,100.4703316410038,1,4.111797004239748,4.111797004239748,4.111797004239748,4.111797004239748,1.0,1.9787620860567698
1054,18,Female,High School,32223.0,3.4949928441518985,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0,82.77669230338284,0,1.1105409644181419,1.0812981657057195,1.0812981657057195,1.0812981657057195,1.1717163103040895,1.0
1055,18,Female,Some College,44996.0,5.404550537975001,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0.0,0,26.435837532422124,0,1.335577601054757,1.254110218601125,1.377335583110278,1.254110218601125,1.0,1.0
1056,34,Male,Bachelor's Degree,70423.0,6.469458565782114,1,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,,,,,1,74.09477251443828,1,4.28417290641749,4.28417290641749,4.28417290641749,4.28417290641749,1.2259481933431697,1.0
1057,37,Female,High School,43196.0,2.506224349074567,0,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1.0,0,43.90171694533214,0,2.0157384568400567,1.2649128314620683,1.2649128314620683,1.2649128314620683,1.0,1.5107200684243673
1058,25,Female,High School,25386.0,4.93358778348591,0,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,0.0,0,30.23951078727876,0,1.2735919730387222,1.1644383551025388,1.1644383551025388,1.1644383551025388,1.0,1.0
1059,23,Female,Bachelor's Degree,61828.0,4.467827345744594,0,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0,275.8843295027049,0,2.167358541737734,1.2840273562502729,1.2840273562502729,1.2840273562502729,1.0,1.0733715244095676
1060,18,Male,Some College,41461.0,4.287455512216342,0,1,2,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,0.0,0,216.32563304946706,0,1.447702757502192,1.137521334231004,1.753762848047786,1.137521334231004,1.3994591349556504,1.0
1061,20,Female,Some College,43405.0,5.7007764479371605,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1.0,0,55.72078621319587,0,1.2205842051867135,1.2205842051867135,1.2205842051867135,1.2205842051867135,1.0,1.282064605088699
1062,70,Female,Some College,40176.0,6.656891418349375,0,1,2,2,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,1.0,0,16.777586962214766,0,1.5150601120656677,1.260424335712236,2.0366328055509384,1.260424335712236,1.0,1.0
1063,41,Female,High School,35587.0,5.026737670202098,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1.0,0,22.584774211076827,0,1.2163257714665519,1.2163257714665519,1.2163257714665519,1.2163257714665519,1.0,1.090915801872391
1064,19,Female,Bachelor's Degree,58635.0,5.467132355828026,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1.0,0,21.46589132734398,0,1.6299079131912706,1.2697281583837294,1.2697281583837294,1.2697281583837294,1.1743672608204356,1.1502441454077716
1065,22,Female,Bachelor's Degree,53157.0,5.348601378977023,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,,,,,1,63.52413932863574,0,1.1875494408329534,1.1875494408329534,1.1875494408329534,1.1875494408329534,1.5983032539604554,1.5398651124637706
1066,34,Male,High School,30518.0,5.202344558263339,0,3,,4,1,1,1,1,1,1,1,1,2,2,1,1,,,,,1,45.0254913143295,0,3.5510479529483976,1.2711987215052913,1.2711987215052913,1.2711987215052913,1.328723923159406,1.3554343466083683
1067,18,Male,Some College,39882.0,3.783854570974262,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1.0,0,25.79584568108721,0,1.4577507154750187,1.1244084599801651,1.1244084599801651,1.1244084599801651,1.0,1.0
1068,27,Female,Bachelor's Degree,59256.0,6.640977982239761,0,2,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,2,1.0,0,172.95848185002944,0,1.4130030093085526,1.1206185003679578,1.7501793493328053,1.1206185003679578,1.0348912721335788,1.5943309434771074
1069,39,Male,High School,37994.0,5.583753978606487,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0,23.482018031177837,0,1.4504198073912697,1.4650304148555744,1.2029501930801976,1.2029501930801976,1.1295754683115269,1.0387446269001739
1070,36,Male,High School,39266.0,5.713345937003351,0,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,3,2,2,1.0,0,147.0744173682102,0,1.7536516079720776,1.0721052613087185,1.3398434400770085,1.0721052613087185,1.0,1.0961065134302983
1071,18,Female,High School,32529.0,4.151537482266743,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0.0,0,84.49118428263813,0,1.7148207223611756,1.3496313575177183,1.3728559317562772,1.3496313575177183,1.0,1.0611245668949452
1072,18,Female,Master's Degree,88311.0,4.603013482613988,0,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1.0,0,55.43383304228602,0,1.223034984315765,1.223034984315765,1.223034984315765,1.223034984315765,1.4630324957777185,1.394861041175672
1073,18,Female,Bachelor's Degree,64718.0,4.971025542975989,0,1,1,1,1,1,2,2,2,1,1,1,3,1,1,1,,,,,1,17.75886038048952,0,1.2555238385601912,1.2555238385601912,1.8629708787876862,1.2555238385601912,1.9747015752111,1.0123017841661115
1074,42,Female,Bachelor's Degree,66241.0,3.205637898516493,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0,119.51196529039895,0,1.1736847886282142,1.1736847886282142,1.1736847886282142,1.1736847886282142,1.0,1.181508999796174
