Participant_ID,Data_Collection_Date,Country,Country_Name,Age,Gender,Gender_Label,Education,Education_Label,Income_Level,Income_Label,Income_Band_NGN,Income_Band_GHS,Bank_Type,Bank_Type_Label,Years_with_Account,Frequency_of_Use,Frequency_Label,Past_Victim,Past_Victim_Label
P0249,2025-01-16 00:48:00,1,Nigeria,48,2,Female,3,Secondary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",3,Microfinance Bank,0.8,3,Weekly,0,No
P0250,2025-01-16 00:54:00,1,Nigeria,62,2,Female,2,Primary,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,8.4,3,Weekly,0,No
P0251,2025-01-16 01:00:00,1,Nigeria,56,1,Male,3,Secondary,1,Very Low,"< ₦50,000/month",< GH₵500/month,3,Microfinance Bank,0.8,4,Monthly,0,No
P0252,2025-01-16 01:06:00,1,Nigeria,23,1,Male,3,Secondary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",2,Digital-Only Bank,0.5,2,Several times a week,0,No
P0253,2025-01-16 01:12:00,1,Nigeria,36,1,Male,3,Secondary,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,2.2,1,Daily,1,Yes
P0254,2025-01-16 01:18:00,1,Nigeria,50,2,Female,2,Primary,1,Very Low,"< ₦50,000/month",< GH₵500/month,3,Microfinance Bank,0.5,3,Weekly,1,Yes
P0255,2025-01-16 01:24:00,1,Nigeria,68,1,Male,2,Primary,1,Very Low,"< ₦50,000/month",< GH₵500/month,1,Traditional Commercial Bank,14.8,5,Less than monthly,0,No
P0256,2025-01-16 01:30:00,1,Nigeria,25,1,Male,6,Postgraduate,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",3,Microfinance Bank,7.0,4,Monthly,1,Yes
P0257,2025-01-16 01:36:00,1,Nigeria,23,2,Female,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,5.0,3,Weekly,0,No
P0258,2025-01-16 01:42:00,1,Nigeria,38,1,Male,6,Postgraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",2,Digital-Only Bank,6.9,1,Daily,1,Yes
P0259,2025-01-16 01:48:00,1,Nigeria,22,3,Other/Prefer not to say,4,Vocational/Diploma,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,1.1,2,Several times a week,0,No
P0260,2025-01-16 01:54:00,1,Nigeria,38,2,Female,4,Vocational/Diploma,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",2,Digital-Only Bank,0.5,2,Several times a week,1,Yes
P0261,2025-01-16 02:00:00,1,Nigeria,44,2,Female,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,1.4,4,Monthly,0,No
P0262,2025-01-16 02:06:00,1,Nigeria,29,1,Male,4,Vocational/Diploma,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,1.0,1,Daily,0,No
P0263,2025-01-16 02:12:00,1,Nigeria,38,1,Male,4,Vocational/Diploma,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,5.4,4,Monthly,1,Yes
P0264,2025-01-16 02:18:00,1,Nigeria,54,2,Female,3,Secondary,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",3,Microfinance Bank,1.4,3,Weekly,0,No
P0265,2025-01-16 02:24:00,1,Nigeria,33,2,Female,3,Secondary,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,5.6,1,Daily,0,No
P0266,2025-01-16 02:30:00,1,Nigeria,30,2,Female,4,Vocational/Diploma,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,7.0,2,Several times a week,1,Yes
P0267,2025-01-16 02:36:00,1,Nigeria,37,1,Male,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,0.5,1,Daily,1,Yes
P0268,2025-01-16 02:42:00,1,Nigeria,28,2,Female,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",2,Digital-Only Bank,4.8,2,Several times a week,0,No
P0269,2025-01-16 02:48:00,1,Nigeria,75,2,Female,1,No formal education,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",3,Microfinance Bank,11.1,1,Daily,1,Yes
P0270,2025-01-16 02:54:00,1,Nigeria,39,2,Female,3,Secondary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",1,Traditional Commercial Bank,4.1,1,Daily,1,Yes
P0271,2025-01-16 03:00:00,1,Nigeria,31,2,Female,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,1.5,3,Weekly,0,No
P0272,2025-01-16 03:06:00,1,Nigeria,42,2,Female,3,Secondary,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,2.4,1,Daily,1,Yes
P0273,2025-01-16 03:12:00,1,Nigeria,37,2,Female,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,1.0,1,Daily,0,No
P0274,2025-01-16 03:18:00,1,Nigeria,36,1,Male,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",2,Digital-Only Bank,6.3,1,Daily,0,No
P0275,2025-01-16 03:24:00,1,Nigeria,33,1,Male,3,Secondary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",2,Digital-Only Bank,1.4,2,Several times a week,0,No
P0276,2025-01-16 03:30:00,1,Nigeria,32,1,Male,3,Secondary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",2,Digital-Only Bank,0.5,3,Weekly,0,No
P0277,2025-01-16 03:36:00,1,Nigeria,25,1,Male,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,1.1,2,Several times a week,0,No
P0278,2025-01-16 03:42:00,1,Nigeria,62,1,Male,3,Secondary,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,10.9,3,Weekly,1,Yes
P0279,2025-01-16 03:48:00,1,Nigeria,47,1,Male,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,3.2,3,Weekly,1,Yes
P0280,2025-01-16 03:54:00,1,Nigeria,43,1,Male,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",3,Microfinance Bank,1.1,1,Daily,0,No
P0281,2025-01-16 04:00:00,1,Nigeria,37,1,Male,3,Secondary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",1,Traditional Commercial Bank,3.2,1,Daily,1,Yes
P0282,2025-01-16 04:06:00,1,Nigeria,29,2,Female,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,2.9,2,Several times a week,0,No
P0283,2025-01-16 04:12:00,1,Nigeria,30,2,Female,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,1.9,2,Several times a week,0,No
P0284,2025-01-16 04:18:00,1,Nigeria,25,1,Male,3,Secondary,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,5.4,2,Several times a week,1,Yes
P0285,2025-01-16 04:24:00,1,Nigeria,31,2,Female,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,3.1,2,Several times a week,0,No
P0286,2025-01-16 04:30:00,1,Nigeria,28,2,Female,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",3,Microfinance Bank,2.5,3,Weekly,0,No
P0287,2025-01-16 04:36:00,1,Nigeria,69,1,Male,4,Vocational/Diploma,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,1.7,1,Daily,1,Yes
P0288,2025-01-16 04:42:00,1,Nigeria,53,1,Male,2,Primary,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",3,Microfinance Bank,8.1,2,Several times a week,0,No
P0289,2025-01-16 04:48:00,1,Nigeria,40,1,Male,4,Vocational/Diploma,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,4.3,3,Weekly,1,Yes
P0290,2025-01-16 04:54:00,1,Nigeria,29,2,Female,4,Vocational/Diploma,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",2,Digital-Only Bank,4.5,1,Daily,0,No
P0291,2025-01-16 05:00:00,1,Nigeria,28,2,Female,5,Undergraduate,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",2,Digital-Only Bank,3.3,2,Several times a week,0,No
P0292,2025-01-16 05:06:00,1,Nigeria,36,1,Male,2,Primary,1,Very Low,"< ₦50,000/month",< GH₵500/month,1,Traditional Commercial Bank,8.0,1,Daily,0,No
P0293,2025-01-16 05:12:00,1,Nigeria,53,1,Male,3,Secondary,1,Very Low,"< ₦50,000/month",< GH₵500/month,3,Microfinance Bank,1.4,4,Monthly,0,No
P0294,2025-01-16 05:18:00,1,Nigeria,25,1,Male,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,1.1,3,Weekly,0,No
P0295,2025-01-16 05:24:00,1,Nigeria,47,1,Male,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",3,Microfinance Bank,0.9,2,Several times a week,0,No
P0296,2025-01-16 05:30:00,1,Nigeria,31,1,Male,5,Undergraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",2,Digital-Only Bank,0.5,1,Daily,1,Yes
P0297,2025-01-16 05:36:00,1,Nigeria,33,1,Male,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,5.4,5,Less than monthly,1,Yes
P0298,2025-01-16 05:42:00,1,Nigeria,39,2,Female,5,Undergraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",1,Traditional Commercial Bank,3.8,2,Several times a week,0,No
P0299,2025-01-16 05:48:00,1,Nigeria,30,2,Female,6,Postgraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",1,Traditional Commercial Bank,8.2,3,Weekly,0,No
P0300,2025-01-16 05:54:00,1,Nigeria,36,1,Male,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,3.0,1,Daily,0,No
P0301,2025-01-16 06:00:00,1,Nigeria,29,2,Female,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,6.4,3,Weekly,1,Yes
P0302,2025-01-16 06:06:00,1,Nigeria,32,1,Male,5,Undergraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",1,Traditional Commercial Bank,4.8,1,Daily,1,Yes
P0303,2025-01-16 06:12:00,1,Nigeria,50,1,Male,6,Postgraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",1,Traditional Commercial Bank,2.4,5,Less than monthly,0,No
P0304,2025-01-16 06:18:00,1,Nigeria,40,1,Male,6,Postgraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",2,Digital-Only Bank,4.8,2,Several times a week,0,No
P0305,2025-01-16 06:24:00,1,Nigeria,50,2,Female,3,Secondary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",1,Traditional Commercial Bank,3.2,4,Monthly,0,No
P0306,2025-01-16 06:30:00,1,Nigeria,31,2,Female,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,8.1,3,Weekly,0,No
P0307,2025-01-16 06:36:00,1,Nigeria,47,2,Female,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,4.5,3,Weekly,0,No
P0308,2025-01-16 06:42:00,1,Nigeria,24,1,Male,4,Vocational/Diploma,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",1,Traditional Commercial Bank,6.0,2,Several times a week,0,No
P0309,2025-01-16 06:48:00,1,Nigeria,39,2,Female,4,Vocational/Diploma,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,10.8,4,Monthly,0,No
P0310,2025-01-16 06:54:00,1,Nigeria,48,1,Male,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,12.2,5,Less than monthly,0,No
P0311,2025-01-16 07:00:00,1,Nigeria,24,2,Female,5,Undergraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",3,Microfinance Bank,1.4,3,Weekly,0,No
P0312,2025-01-16 07:06:00,1,Nigeria,31,1,Male,4,Vocational/Diploma,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",2,Digital-Only Bank,0.5,4,Monthly,0,No
P0313,2025-01-16 07:12:00,1,Nigeria,39,1,Male,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,10.0,3,Weekly,0,No
P0314,2025-01-16 07:18:00,1,Nigeria,55,2,Female,3,Secondary,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,1.0,2,Several times a week,0,No
P0315,2025-01-16 07:24:00,1,Nigeria,32,2,Female,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,1.4,1,Daily,0,No
P0316,2025-01-16 07:30:00,1,Nigeria,47,1,Male,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,0.7,1,Daily,0,No
P0317,2025-01-16 07:36:00,1,Nigeria,64,2,Female,5,Undergraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",2,Digital-Only Bank,3.3,1,Daily,0,No
P0318,2025-01-16 07:42:00,1,Nigeria,47,1,Male,3,Secondary,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,4.0,1,Daily,0,No
P0319,2025-01-16 07:48:00,1,Nigeria,36,2,Female,3,Secondary,1,Very Low,"< ₦50,000/month",< GH₵500/month,1,Traditional Commercial Bank,3.8,2,Several times a week,0,No
P0320,2025-01-16 07:54:00,1,Nigeria,44,2,Female,6,Postgraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",1,Traditional Commercial Bank,5.5,2,Several times a week,0,No
P0321,2025-01-16 08:00:00,1,Nigeria,32,2,Female,3,Secondary,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,3.7,2,Several times a week,0,No
P0322,2025-01-16 08:06:00,1,Nigeria,40,2,Female,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",2,Digital-Only Bank,0.5,4,Monthly,0,No
P0323,2025-01-16 08:12:00,1,Nigeria,37,2,Female,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,2.8,1,Daily,1,Yes
P0324,2025-01-16 08:18:00,1,Nigeria,44,1,Male,4,Vocational/Diploma,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",2,Digital-Only Bank,1.3,1,Daily,0,No
P0325,2025-01-16 08:24:00,1,Nigeria,34,2,Female,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",3,Microfinance Bank,2.1,1,Daily,0,No
P0326,2025-01-16 08:30:00,1,Nigeria,44,1,Male,3,Secondary,1,Very Low,"< ₦50,000/month",< GH₵500/month,1,Traditional Commercial Bank,3.3,1,Daily,0,No
P0327,2025-01-16 08:36:00,1,Nigeria,34,1,Male,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",2,Digital-Only Bank,3.4,2,Several times a week,0,No
P0328,2025-01-16 08:42:00,1,Nigeria,52,1,Male,3,Secondary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",3,Microfinance Bank,1.6,4,Monthly,0,No
P0329,2025-01-16 08:48:00,1,Nigeria,35,1,Male,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",3,Microfinance Bank,2.7,4,Monthly,0,No
P0330,2025-01-16 08:54:00,1,Nigeria,22,2,Female,3,Secondary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",3,Microfinance Bank,4.0,2,Several times a week,0,No
P0331,2025-01-16 09:00:00,1,Nigeria,28,1,Male,5,Undergraduate,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",2,Digital-Only Bank,2.4,2,Several times a week,1,Yes
P0332,2025-01-16 09:06:00,1,Nigeria,39,2,Female,3,Secondary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",1,Traditional Commercial Bank,5.2,2,Several times a week,0,No
P0333,2025-01-16 09:12:00,1,Nigeria,69,1,Male,3,Secondary,1,Very Low,"< ₦50,000/month",< GH₵500/month,3,Microfinance Bank,10.8,2,Several times a week,1,Yes
P0334,2025-01-16 09:18:00,1,Nigeria,52,1,Male,2,Primary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",1,Traditional Commercial Bank,7.7,1,Daily,0,No
P0335,2025-01-16 09:24:00,1,Nigeria,21,1,Male,3,Secondary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",2,Digital-Only Bank,0.7,1,Daily,1,Yes
P0336,2025-01-16 09:30:00,1,Nigeria,25,1,Male,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",3,Microfinance Bank,0.5,2,Several times a week,1,Yes
P0337,2025-01-16 09:36:00,1,Nigeria,58,1,Male,3,Secondary,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,3.6,1,Daily,0,No
P0338,2025-01-16 09:42:00,1,Nigeria,48,2,Female,6,Postgraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",1,Traditional Commercial Bank,10.1,5,Less than monthly,1,Yes
P0339,2025-01-16 09:48:00,1,Nigeria,75,1,Male,6,Postgraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",1,Traditional Commercial Bank,6.9,2,Several times a week,0,No
P0340,2025-01-16 09:54:00,1,Nigeria,33,2,Female,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",2,Digital-Only Bank,1.1,1,Daily,1,Yes
P0341,2025-01-16 10:00:00,1,Nigeria,30,1,Male,3,Secondary,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,1.5,1,Daily,1,Yes
P0342,2025-01-16 10:06:00,1,Nigeria,40,1,Male,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,1.1,2,Several times a week,0,No
P0343,2025-01-16 10:12:00,1,Nigeria,33,2,Female,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",3,Microfinance Bank,4.8,1,Daily,1,Yes
P0344,2025-01-16 10:18:00,1,Nigeria,55,1,Male,3,Secondary,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",3,Microfinance Bank,6.2,4,Monthly,0,No
P0345,2025-01-16 10:24:00,1,Nigeria,33,1,Male,3,Secondary,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,5.7,5,Less than monthly,0,No
P0346,2025-01-16 10:30:00,1,Nigeria,35,1,Male,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,3.6,1,Daily,0,No
P0347,2025-01-16 10:36:00,1,Nigeria,28,1,Male,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,3.7,1,Daily,1,Yes
P0348,2025-01-16 10:42:00,1,Nigeria,50,2,Female,5,Undergraduate,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,1.3,1,Daily,0,No
P0349,2025-01-16 10:48:00,1,Nigeria,29,1,Male,3,Secondary,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,1.9,3,Weekly,0,No
P0350,2025-01-16 10:54:00,1,Nigeria,45,2,Female,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,1.0,2,Several times a week,1,Yes
P0351,2025-01-16 11:00:00,1,Nigeria,74,2,Female,2,Primary,1,Very Low,"< ₦50,000/month",< GH₵500/month,3,Microfinance Bank,10.3,2,Several times a week,0,No
P0352,2025-01-16 11:06:00,1,Nigeria,23,1,Male,3,Secondary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",2,Digital-Only Bank,0.6,1,Daily,0,No
P0353,2025-01-16 11:12:00,1,Nigeria,65,2,Female,5,Undergraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",2,Digital-Only Bank,0.5,2,Several times a week,0,No
P0354,2025-01-16 11:18:00,1,Nigeria,43,1,Male,3,Secondary,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,15.7,2,Several times a week,0,No
P0355,2025-01-16 11:24:00,1,Nigeria,27,2,Female,4,Vocational/Diploma,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",2,Digital-Only Bank,0.8,1,Daily,0,No
P0356,2025-01-16 11:30:00,1,Nigeria,40,1,Male,1,No formal education,1,Very Low,"< ₦50,000/month",< GH₵500/month,1,Traditional Commercial Bank,9.1,3,Weekly,0,No
P0357,2025-01-16 11:36:00,1,Nigeria,50,2,Female,5,Undergraduate,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,7.2,3,Weekly,1,Yes
P0358,2025-01-16 11:42:00,1,Nigeria,30,1,Male,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",2,Digital-Only Bank,0.9,3,Weekly,0,No
P0359,2025-01-16 11:48:00,1,Nigeria,46,1,Male,5,Undergraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",1,Traditional Commercial Bank,7.8,1,Daily,0,No
P0360,2025-01-16 11:54:00,1,Nigeria,67,2,Female,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,0.5,3,Weekly,0,No
P0361,2025-01-16 12:00:00,1,Nigeria,33,2,Female,3,Secondary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",1,Traditional Commercial Bank,2.6,3,Weekly,0,No
P0362,2025-01-16 12:06:00,1,Nigeria,28,1,Male,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,3.3,1,Daily,0,No
P0363,2025-01-16 12:12:00,1,Nigeria,37,1,Male,4,Vocational/Diploma,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,2.9,3,Weekly,0,No
P0364,2025-01-16 12:18:00,1,Nigeria,40,2,Female,3,Secondary,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,0.5,1,Daily,0,No
P0365,2025-01-16 12:24:00,1,Nigeria,57,2,Female,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,10.7,4,Monthly,1,Yes
P0366,2025-01-16 12:30:00,1,Nigeria,37,2,Female,6,Postgraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,5.1,1,Daily,0,No
P0367,2025-01-16 12:36:00,1,Nigeria,34,2,Female,3,Secondary,1,Very Low,"< ₦50,000/month",< GH₵500/month,3,Microfinance Bank,1.5,4,Monthly,0,No
P0368,2025-01-16 12:42:00,1,Nigeria,28,2,Female,4,Vocational/Diploma,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,6.4,2,Several times a week,1,Yes
P0369,2025-01-16 12:48:00,1,Nigeria,24,2,Female,3,Secondary,1,Very Low,"< ₦50,000/month",< GH₵500/month,2,Digital-Only Bank,6.0,4,Monthly,0,No
P0370,2025-01-16 12:54:00,1,Nigeria,26,1,Male,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",3,Microfinance Bank,5.5,2,Several times a week,0,No
P0371,2025-01-16 13:00:00,1,Nigeria,26,1,Male,6,Postgraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,8.0,5,Less than monthly,0,No
P0372,2025-01-16 13:06:00,1,Nigeria,36,2,Female,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,3.1,4,Monthly,0,No
P0373,2025-01-16 13:12:00,1,Nigeria,25,2,Female,5,Undergraduate,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",2,Digital-Only Bank,1.0,1,Daily,1,Yes
P0374,2025-01-16 13:18:00,1,Nigeria,38,1,Male,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",3,Microfinance Bank,0.6,4,Monthly,0,No
