participant_id,age,gender,education,income_level,employment_status,banking_experience_years,previous_fraud_experience,technology_comfort,financial_literacy,risk_tolerance,trust_in_banks,privacy_concerns,ATT1,ATT2,ATT3,ATT4,ATT5,SN1,SN2,SN3,SN4,PBC1,PBC2,PBC3,PBC4,PBC5,INT1,INT2,INT3,INT4,Perceived_Severity,Perceived_Vulnerability,Threat_Probability,Threat_Consequences,Self_Efficacy,Response_Efficacy,Response_Cost,Coping_Confidence,Past_Behavior,Behavior_Frequency,Behavior_Consistency
1086,51,Male,Some College,Over $150k,Part-time,12,1,3.562841125833577,3.9394215225196074,2.7218332498755453,5.519804520406694,5.713512711825608,5,5,6,5,6,5,4,4,5,5,5,6,5,4,5,5,4,5,5,6,6,6,5,6,4,6,4,3,4
1087,60,Male,Some College,$75k-$100k,Full-time,21,0,5.218503936137983,4.223364353178801,3.31160720393232,5.541004208469371,4.981218186580202,6,6,5,7,5,3,3,3,4,5,4,5,5,5,3,2,2,3,5,5,6,6,5,4,4,5,2,2,1
1088,48,Female,High School,Under $25k,Full-time,33,0,3.2196505729460903,7.0,5.2455864085047725,4.634646976209361,5.254198034101751,4,4,4,4,3,5,5,5,5,3,4,4,4,4,4,4,2,4,5,6,6,5,5,5,6,4,5,3,3
1089,41,Female,Bachelor's Degree,$50k-$75k,Retired,3,1,4.895728628519011,4.605124588449653,2.8004659229766253,3.5441555143478896,6.087493725305367,5,5,4,4,5,4,4,5,4,3,5,4,5,5,4,4,4,4,6,5,4,5,5,4,5,5,5,3,4
1090,42,Male,Master's Degree,$75k-$100k,Full-time,10,1,4.861614118204943,5.038886045960356,4.563197231314757,3.63959124155686,6.122242745928365,5,4,4,3,4,4,5,5,6,5,5,6,5,5,5,2,5,4,5,4,6,6,5,5,6,5,3,5,3
1091,43,Male,High School,Under $25k,Full-time,11,1,4.21938859511592,4.769430686926526,2.4480905045497794,6.4362064662646254,2.140696805511111,6,5,7,4,6,3,2,1,3,5,6,6,5,5,4,3,4,4,3,4,4,2,6,5,6,6,4,4,3
1092,44,Male,High School,Under $25k,Full-time,28,0,5.74860080788584,3.8583381297138226,3.534700593051019,6.3228125245597555,4.800555611050035,7,5,6,7,7,6,5,7,6,2,3,4,4,4,5,5,6,5,5,5,5,4,2,3,3,3,6,6,6
1093,55,Male,Bachelor's Degree,$50k-$75k,Full-time,14,1,4.157458811013541,5.8821859772791685,4.25337497285843,4.747066188340925,4.853315329416565,5,5,6,5,5,5,4,6,6,4,5,4,3,4,3,5,5,3,4,4,5,4,5,5,4,6,3,5,3
1094,45,Female,Master's Degree,$50k-$75k,Full-time,5,0,4.847311603220708,3.8214870984457567,2.4048602167340163,3.981239159103607,5.8361778205387775,5,6,5,5,4,6,6,5,6,6,5,4,6,6,5,5,6,6,6,5,5,6,4,5,5,5,5,6,6
1095,55,Male,Some College,$50k-$75k,Full-time,20,0,6.219707816231853,5.571570913625317,1.963591393925034,6.242348107238213,5.026552100518179,6,6,7,7,7,5,5,7,6,6,6,6,6,5,7,7,7,6,4,5,5,4,5,5,5,4,7,7,7
1096,43,Male,Some College,$25k-$50k,Full-time,10,0,5.686029315038761,3.7655309025136168,4.488629410810443,3.7665962063382277,5.891101719044215,3,5,3,4,5,3,4,4,3,3,4,4,4,4,3,4,3,3,5,6,5,6,2,3,3,3,4,4,3
1097,46,Female,Bachelor's Degree,$25k-$50k,Full-time,2,0,5.679025936221313,2.952035725112747,5.372312559076894,4.874619049715089,3.913473151866392,5,4,6,4,6,5,4,5,4,3,5,5,6,5,4,5,5,5,4,5,5,5,3,4,3,3,5,6,5
1098,18,Male,Some College,$75k-$100k,Part-time,6,0,2.7762305966748295,4.675015070707051,3.689308972717679,6.22234876647815,5.386059967006858,6,5,5,6,6,3,4,4,4,4,4,3,3,3,5,5,5,5,5,5,4,4,4,3,4,3,6,5,6
1099,58,Female,High School,$50k-$75k,Self-employed,32,0,5.287188863251982,2.7639311370672615,3.159761930820614,3.5963938004024465,6.090226218795544,4,4,5,4,3,3,3,5,4,4,6,4,5,5,4,5,5,4,5,4,4,4,4,2,3,3,5,5,6
1100,50,Male,Bachelor's Degree,$25k-$50k,Full-time,18,0,3.1822518135457427,4.896332292521592,4.017945542763742,5.595068302764534,3.4781788437500367,5,4,4,5,5,6,6,6,5,4,4,4,4,3,3,2,3,3,4,4,4,4,4,4,4,4,2,3,4
1101,59,Female,Bachelor's Degree,$50k-$75k,Full-time,16,0,2.5778775303329606,2.6475937470812885,3.8776718862715325,5.224672955012643,7.0,5,5,6,7,6,6,6,6,6,3,2,3,3,2,6,6,6,5,6,7,7,7,4,4,1,2,6,5,6
1102,18,Prefer not to say,Bachelor's Degree,$75k-$100k,Full-time,12,1,4.392440480572548,3.7852895603852907,4.140063556995752,4.552580149322126,6.409974526153171,5,7,4,6,5,7,7,7,7,4,3,3,3,4,4,5,5,5,7,6,5,7,5,3,3,3,3,4,3
1103,76,Female,Bachelor's Degree,Under $25k,Full-time,17,0,3.143557220022615,2.3387513945178364,1.0,3.407879681040261,5.101488632712206,4,5,4,5,4,5,6,6,5,2,3,3,2,2,6,5,6,6,6,5,4,6,2,3,3,3,6,6,5
1104,42,Male,Bachelor's Degree,$25k-$50k,Full-time,17,0,5.685926578259966,7.0,2.3032539923676514,3.7306722878760685,4.188751082037355,5,5,5,5,5,5,5,4,5,6,5,6,5,5,5,5,5,4,5,6,6,4,6,5,5,6,4,5,5
1105,61,Female,Some College,Under $25k,Full-time,17,1,5.721803189542986,2.0498525724987915,2.6166778523884044,4.94734128742079,4.907406334698924,7,7,5,6,5,3,5,5,5,5,5,4,4,4,6,6,5,7,4,5,5,5,2,2,2,2,5,5,6
1106,29,Male,Some College,$100k-$150k,Full-time,16,0,1.6460606453528372,4.212757862515326,4.011214679916187,2.8919958461423354,5.192182595572474,4,4,4,4,4,4,4,4,3,3,3,3,3,4,6,4,5,4,6,5,5,5,3,3,5,5,5,5,5
1107,54,Male,High School,$100k-$150k,Full-time,23,0,3.257546190634665,5.686295556629018,4.060229037071172,4.756892630821899,5.584728812493252,5,5,5,6,4,3,5,4,4,2,3,2,3,2,5,4,5,6,6,5,5,6,4,4,4,5,6,5,6
1108,29,Male,High School,$100k-$150k,Full-time,15,1,2.3103199921230018,5.547301681163133,4.69065268415765,5.2492611808739955,6.750726934406034,6,6,5,5,4,5,5,6,6,4,4,5,3,4,5,4,6,5,6,7,5,7,5,6,5,5,4,4,5
1109,35,Male,Bachelor's Degree,$75k-$100k,Retired,5,1,3.806056085110664,5.3067447588250785,4.160614448894611,5.78226420737092,4.576291683612869,5,4,6,5,5,7,7,7,7,3,4,4,4,4,4,5,4,5,6,5,4,5,4,6,5,4,4,4,3
1110,73,Female,Master's Degree,$75k-$100k,Full-time,8,1,5.182763504803237,3.787603095312082,1.97897090145773,2.9219715106477326,5.718980821329817,5,3,5,4,4,3,4,4,4,5,4,5,4,6,4,3,3,4,6,5,6,5,3,5,4,3,3,5,4
1111,42,Female,Doctorate,$50k-$75k,Part-time,0,0,4.1365678527324174,5.956415630238103,5.825806464619085,6.179496756593528,3.678327921139875,5,6,5,6,7,1,2,2,2,4,3,3,4,3,5,5,5,4,4,4,4,4,5,5,5,4,6,4,6
1112,48,Female,Bachelor's Degree,$75k-$100k,Self-employed,35,0,3.615361138999297,5.387408418042837,5.580685624791313,6.634436193015922,4.645039214242205,7,6,6,6,7,4,3,4,3,4,5,3,4,3,5,6,6,5,5,5,6,5,4,5,3,4,6,5,6
1113,58,Female,Some College,Under $25k,Full-time,23,0,6.450264790219709,4.47598950295862,2.0385237939623035,5.092181881256312,5.5143885326562945,5,4,6,5,5,6,5,5,6,4,6,5,5,4,4,4,3,4,6,5,6,6,4,4,4,4,4,5,3
1114,52,Female,High School,$75k-$100k,Full-time,6,0,1.0427142411055672,4.51275498504457,4.2657874121238555,3.354341702290407,5.860388740109685,6,5,4,4,5,7,6,6,7,3,3,4,4,4,6,6,6,6,6,6,5,7,5,5,6,5,6,6,6
1115,47,Male,Master's Degree,$100k-$150k,Full-time,12,0,6.355307840277337,3.804900558100016,2.9664058606597776,4.20626885396771,4.271444275668918,5,6,4,5,6,6,7,6,6,5,5,6,6,7,4,4,4,4,5,4,4,5,4,4,5,5,3,4,3
1116,50,Male,Bachelor's Degree,$50k-$75k,Full-time,8,0,3.6835675602667717,3.01745236641705,3.9944095848807675,4.542883305857791,4.615129134386894,5,5,5,5,5,5,7,6,6,5,3,4,3,3,5,5,5,4,5,5,6,6,3,3,3,4,6,5,5
1117,80,Female,Bachelor's Degree,$50k-$75k,Full-time,30,1,4.382836484830816,5.808296268122332,5.274634391498618,4.924556210476668,6.7066122991419,6,6,5,5,5,4,4,4,5,4,5,4,4,5,6,5,6,6,7,6,6,6,4,4,4,4,6,6,6
1118,44,Male,Master's Degree,$25k-$50k,Part-time,0,0,3.7089549934198374,5.905870391681992,6.782145972849342,4.626377863172323,6.37809948159085,6,5,6,5,5,3,4,4,3,3,3,4,4,3,5,5,4,3,6,6,6,7,5,4,4,4,4,6,5
1119,48,Female,Bachelor's Degree,$75k-$100k,Full-time,16,0,6.814332158308678,3.0506581166611024,4.851788787199654,4.93739817147354,5.3293029387576025,6,5,5,5,5,3,3,4,3,5,5,6,5,6,4,4,4,6,5,5,5,6,4,3,4,3,4,3,2
1120,60,Male,Master's Degree,$75k-$100k,Full-time,13,0,2.6535322547921107,4.000079285309951,4.21290862915419,4.4911038911930525,2.6396903314572127,6,6,4,5,5,3,4,4,3,2,2,2,2,2,5,6,5,6,4,5,5,4,2,3,3,3,6,5,6
1121,61,Male,High School,$100k-$150k,Part-time,23,0,4.5176045545829036,4.013549818603392,3.3242503643683836,4.9181285134146915,7.0,6,4,6,6,5,5,6,5,6,5,5,5,4,5,7,7,7,6,4,5,5,4,6,5,6,6,6,7,7
1122,62,Male,Bachelor's Degree,$50k-$75k,Self-employed,13,1,5.291157977789995,4.157547325137597,4.054988819415647,4.047371894606423,5.07807528217703,5,4,5,4,5,6,7,7,7,5,4,4,3,5,5,6,5,4,5,5,4,5,4,3,4,3,5,5,6
1123,54,Male,Master's Degree,$100k-$150k,Full-time,0,0,2.083495848172249,4.2835833421638565,5.7036806506596385,4.194175939621037,4.75617623617654,6,4,4,4,5,5,5,5,5,3,5,4,3,4,3,4,2,3,5,4,5,6,5,5,5,6,2,2,2
1124,27,Male,Some College,$75k-$100k,Part-time,12,0,3.1201527443307695,5.430919900140034,3.73740774053658,3.9087697954279985,4.525404081560473,6,5,5,5,6,5,5,4,5,3,4,3,5,4,3,4,5,4,6,5,5,4,6,5,6,5,3,4,3
1125,69,Female,Bachelor's Degree,$100k-$150k,Full-time,5,0,4.2777321997526565,3.2286174989672336,2.5594422881132894,6.900711441404885,5.514003740919019,7,6,7,6,7,3,3,5,4,5,6,5,6,5,5,6,6,5,5,5,5,5,5,4,5,6,5,7,6
1126,27,Male,Some College,$50k-$75k,Full-time,15,0,3.170002447973438,3.0997489110335423,1.532434188276723,6.356680943409187,5.525240848088022,4,5,5,5,5,4,4,5,4,4,3,5,3,4,5,4,4,4,5,5,5,4,5,6,5,4,3,3,4
1127,49,Female,Doctorate,$50k-$75k,Full-time,29,0,3.276612343171275,5.807605664785868,4.51826701437435,5.266353028016338,6.145690660439163,5,5,4,5,5,5,6,6,6,2,3,2,3,4,5,5,5,4,6,7,6,6,3,4,4,4,4,5,5
1128,33,Male,High School,$75k-$100k,Full-time,0,1,3.9752060053853437,3.5985618355543125,4.146203375878835,6.190370796721286,4.081331619216085,5,5,6,4,5,2,4,3,3,4,2,4,2,3,4,3,4,2,4,4,4,5,4,4,3,2,2,3,3
1129,44,Male,Bachelor's Degree,$75k-$100k,Retired,6,0,5.47437199746926,2.558054040349814,2.8957285574327845,5.558153606773459,4.756255634044613,5,6,4,6,5,6,6,5,6,6,6,7,6,6,5,6,6,5,5,4,5,4,5,5,6,6,6,7,7
1130,49,Male,Some College,Over $150k,Full-time,9,0,3.9859233346827834,3.5693310752701692,5.236419775990217,4.817525391416866,7.0,5,5,5,5,5,4,4,3,4,3,5,3,5,5,5,5,4,5,6,7,7,6,5,3,5,3,5,5,5
1131,49,Female,Bachelor's Degree,Under $25k,Full-time,11,0,6.11763929170942,3.770931444182799,3.2095123898573172,2.7933143907763793,5.347049696574991,4,4,4,5,5,6,5,6,6,5,5,6,5,6,3,3,3,3,6,6,5,6,5,5,4,6,2,3,2
1132,51,Male,Some College,Under $25k,Full-time,22,1,3.003363326010968,6.221451546043495,3.611498271445287,4.285403295849831,4.910223189340579,5,3,4,4,5,5,5,5,4,3,3,2,3,3,5,5,5,6,4,5,4,5,4,4,5,3,5,6,6
1133,69,Female,Some College,Over $150k,Full-time,13,0,2.6221166092898214,5.402274076089759,3.776670213382879,4.197954529577977,4.064220457857928,6,6,5,5,7,5,4,5,5,5,5,4,5,4,5,5,5,5,6,6,5,6,5,5,6,5,6,5,6
1134,51,Male,Bachelor's Degree,$50k-$75k,Full-time,19,0,7.0,5.6917768016219155,3.3086661610066765,3.2403097922894117,5.656527736402826,4,5,5,6,5,3,4,4,3,4,7,7,6,6,5,5,5,5,5,6,6,4,5,5,5,6,5,5,5
1135,41,Female,Master's Degree,$75k-$100k,Full-time,8,0,3.513062808501733,5.2659657350508216,4.130211092049399,2.8166052704720603,6.234120038746688,3,5,3,4,4,4,4,5,4,5,6,5,5,6,5,4,5,4,5,6,6,6,6,6,6,7,4,4,4
1136,59,Male,Some College,$50k-$75k,Self-employed,17,1,2.5336319893917603,5.4301167730999085,5.412121204306201,5.191263215880429,6.062046410390788,4,5,4,5,4,7,6,6,6,3,5,4,4,3,7,6,5,7,6,5,5,5,5,6,4,3,7,7,7
1137,62,Female,High School,Under $25k,Full-time,22,1,1.8869190873422546,3.305493235445587,2.200525342634208,4.989405186844976,4.815319050030191,6,4,5,5,5,4,5,5,4,3,3,3,2,2,3,3,3,3,4,5,3,4,3,3,4,4,2,3,2
1138,26,Female,Master's Degree,$100k-$150k,Full-time,7,1,6.112655180713409,3.9418171980404706,4.483928193863612,3.199123623918865,5.49737751169989,4,4,4,4,4,3,3,4,4,5,5,6,5,5,4,3,4,4,6,5,6,5,5,4,5,4,5,5,4
1139,53,Female,Bachelor's Degree,$75k-$100k,Full-time,22,1,3.988043228009911,2.9131100930693865,4.041022137449017,3.7049457922765723,6.938825380313473,4,5,5,6,5,5,5,5,5,4,4,4,3,4,5,3,3,4,6,7,7,7,4,3,3,4,4,4,4
1140,55,Male,Master's Degree,$50k-$75k,Full-time,15,0,4.1194353974004025,3.926365560301857,4.015269361362589,5.993466727784996,6.277970521388616,5,4,4,5,5,4,4,5,6,6,5,5,5,6,5,6,7,5,5,5,4,5,5,5,4,4,7,6,6
1141,40,Male,High School,$50k-$75k,Full-time,25,0,4.26119743262004,5.089336488215164,5.020582397823727,3.546764183780127,4.237420983587348,4,4,2,3,5,6,7,6,7,5,4,5,4,3,4,4,4,5,4,4,5,5,5,5,5,5,5,4,3
1142,65,Male,Bachelor's Degree,$100k-$150k,Self-employed,12,1,6.019414327004672,4.374958270255921,3.869016395304022,4.804958684720562,2.299394428916383,4,3,4,3,4,6,6,7,7,5,4,4,5,6,6,5,6,6,3,4,3,3,4,4,4,3,6,6,6
1143,42,Female,Some College,Under $25k,Retired,18,1,4.230705249036119,5.904925064648384,4.472320966667984,4.372266040518422,5.426449757792658,6,5,6,5,5,4,5,4,5,4,5,5,5,5,4,3,2,3,5,5,6,5,5,4,5,5,4,3,4
1144,46,Female,Some College,$100k-$150k,Full-time,14,0,7.0,2.716159470104615,4.802210481399606,5.207636165274475,5.978424939423276,6,4,5,5,5,4,3,5,5,5,6,6,6,5,6,6,5,5,5,6,4,5,4,4,4,4,5,5,5
1145,42,Female,Bachelor's Degree,$25k-$50k,Full-time,14,0,4.700640861081344,4.850309855907712,3.0938887194671505,3.572670816812283,3.9018530589394107,4,5,3,4,5,5,5,5,4,6,6,6,6,5,7,5,6,6,4,5,3,5,7,7,6,5,5,6,6
1146,45,Male,Bachelor's Degree,$75k-$100k,Self-employed,17,1,6.092677150437481,2.577206357569887,4.218856845139317,4.708100173048128,5.090331525664944,4,4,4,3,4,2,3,3,4,6,7,6,7,6,3,4,4,4,5,5,4,4,4,5,5,4,2,3,3
1147,28,Male,Master's Degree,Over $150k,Full-time,20,0,5.70785978685661,4.322429409925735,3.448897349905115,4.802467092815053,4.809931027539613,5,4,4,4,5,4,6,5,5,5,6,4,5,6,5,6,5,6,4,5,4,4,4,4,3,5,5,6,6
1148,23,Male,Some College,$75k-$100k,Full-time,2,1,4.445329019612943,5.162433449323423,3.614245508392146,4.876216967475063,5.2147149544554185,5,6,6,5,6,5,6,6,5,5,3,4,3,4,6,7,6,6,6,7,5,4,5,5,4,5,6,7,7
1149,68,Other,Bachelor's Degree,$50k-$75k,Full-time,29,0,3.619543520969305,3.921146663128515,3.349114044930335,4.694888629555136,4.500834084168316,3,4,5,4,3,6,7,6,7,2,3,2,4,3,4,3,5,3,4,4,4,4,2,3,3,2,4,4,4
1150,32,Female,Bachelor's Degree,$75k-$100k,Part-time,0,0,4.99794589284983,4.916464585313043,4.459512565735641,5.013531184712932,6.519562097390793,5,5,5,5,6,4,4,4,3,6,5,6,5,6,4,3,4,4,6,5,7,7,6,5,6,5,2,3,3
1151,30,Female,Other,$50k-$75k,Full-time,8,0,5.2651480968109095,2.9523479647171857,3.914302592625555,7.0,5.262765768696038,5,5,6,6,6,5,4,5,5,4,4,3,4,5,5,4,4,5,4,5,3,5,3,3,4,4,4,5,4
1152,18,Male,Some College,$25k-$50k,Self-employed,14,0,3.641120927810209,2.037203028344702,4.352361648043344,7.0,4.133081425218775,5,5,5,6,6,4,5,4,4,5,6,5,5,5,4,4,4,3,5,5,4,5,4,4,5,4,5,4,5
1153,35,Female,Some College,Over $150k,Self-employed,19,0,4.749508298925984,4.924138509234144,3.775475691945952,3.8329406310559335,6.109208368953092,4,4,5,4,5,1,1,1,2,6,6,5,6,5,6,5,6,5,6,6,5,6,6,5,5,6,6,7,7
1154,25,Female,Some College,$100k-$150k,Full-time,30,0,6.354307467389394,6.467213304298452,1.5542305825415452,1.818108423577001,3.709393644409124,4,4,4,4,5,4,3,3,3,5,5,5,4,5,4,2,3,3,6,5,5,5,5,6,4,6,3,3,3
1155,69,Male,Bachelor's Degree,$75k-$100k,Part-time,0,0,7.0,2.9051415777791405,3.8439157825395918,5.3145943608663675,6.512943815288645,5,5,6,6,5,5,5,5,3,5,5,5,5,5,6,6,6,6,5,6,6,7,2,3,3,3,5,6,5
1156,60,Female,Some College,$50k-$75k,Self-employed,9,1,5.781553980524132,5.788852434138834,3.8889531372195436,4.823502951881519,6.19016536664482,6,6,5,6,5,7,5,5,5,6,6,6,6,6,5,6,4,5,6,6,6,7,5,7,5,6,5,6,4
1157,34,Female,Master's Degree,Under $25k,Full-time,0,0,7.0,4.256450431461334,4.139634312014844,5.873250231020296,6.628752824852865,6,6,6,5,5,5,4,6,5,6,4,5,7,6,6,5,5,5,6,6,5,5,5,5,4,5,5,5,5
1158,78,Female,Some College,Under $25k,Full-time,15,0,3.555938683190316,2.4636010217990014,2.968779128839961,4.94186307965838,4.9259289903142225,3,5,5,5,4,5,5,3,2,4,6,5,5,5,6,6,5,4,3,4,4,3,4,4,4,5,7,5,6
1159,59,Female,Master's Degree,$75k-$100k,Full-time,17,0,5.552823378088941,2.729043108242189,2.1263423966682833,4.670324727430863,4.554274622238285,5,4,4,5,5,6,5,3,4,4,4,5,6,5,5,5,5,5,5,6,5,5,4,2,3,3,4,6,6
1160,40,Male,High School,$100k-$150k,Full-time,30,0,6.507779262871908,4.220520205368845,4.674449302851989,5.954687915052667,5.192423937026402,5,5,4,5,6,3,4,4,3,4,5,5,4,5,5,4,3,5,3,4,4,4,2,4,4,3,5,3,4
1161,18,Male,Bachelor's Degree,$50k-$75k,Full-time,16,0,3.1555000005420064,3.674199025698665,3.4169508208521635,6.12253670609661,5.007119535008915,5,4,5,5,6,4,4,4,4,3,4,3,3,4,3,4,4,4,3,4,4,5,4,3,3,4,3,5,5
1162,79,Other,Master's Degree,$100k-$150k,Full-time,25,0,3.771614831932486,2.4932131302142895,4.039741666758994,2.9361279294628018,4.381990085880136,5,4,4,5,5,6,6,5,5,4,3,2,3,4,4,4,4,5,5,5,6,7,4,2,3,4,3,3,5
1163,24,Male,Some College,Under $25k,Full-time,20,0,7.0,1.9977489344069737,3.405955888156386,3.6200725754324994,4.491014354461793,5,6,5,6,5,4,6,4,4,7,7,6,6,5,3,3,4,3,5,5,4,5,3,5,3,3,3,4,3
1164,20,Female,Doctorate,$50k-$75k,Unemployed,10,0,3.0373517163195904,3.0992648736955424,3.7915134439169673,4.473288448853586,4.696989868006889,4,3,4,5,4,3,3,4,3,4,5,5,6,4,2,4,2,2,5,5,5,4,4,5,4,4,2,3,2
1165,60,Female,Bachelor's Degree,$25k-$50k,Full-time,0,0,2.488304951016434,4.451951710830454,3.171000512889868,4.7181251487095,3.8129959449161506,6,6,6,5,6,4,4,5,5,2,3,4,3,3,5,5,5,5,4,5,5,5,5,5,5,6,4,5,5
1166,80,Female,Master's Degree,$50k-$75k,Full-time,17,0,6.791972360459267,4.19167902161592,2.444682975184641,4.328820155977301,5.845759618559267,5,5,5,5,4,3,2,3,4,5,6,7,5,6,4,5,5,5,5,6,3,5,5,4,4,3,4,4,5
1167,65,Prefer not to say,Bachelor's Degree,Under $25k,Full-time,0,0,6.295144837470658,3.5483906552498983,4.46322432507612,5.1210486134342625,5.042473148671893,5,5,5,4,5,2,2,2,2,7,6,5,6,6,5,4,5,5,6,4,4,6,5,5,5,4,5,5,4
1168,53,Male,Some College,Over $150k,Full-time,27,1,5.148180365975654,4.462453352578928,2.955631876483432,5.79532574718052,4.7607836838429884,5,6,5,6,6,3,3,4,3,4,4,5,4,5,5,4,4,3,5,5,4,4,4,4,4,5,4,5,6
1169,53,Male,Some College,$25k-$50k,Full-time,13,1,4.431433868031259,5.552034735821494,4.029532073252735,6.6672516528648735,3.8786104229641545,6,6,6,7,7,5,4,4,4,5,5,4,4,3,3,4,2,4,6,5,6,6,4,5,5,5,2,3,2
1170,57,Male,Some College,Over $150k,Full-time,26,1,3.842213241592527,4.712364463564392,4.374644310662909,5.294695628527479,3.823589724565788,2,3,4,5,4,5,6,7,6,5,5,6,5,5,1,1,1,3,4,3,4,2,6,6,5,6,1,1,1
1171,56,Male,High School,$50k-$75k,Full-time,10,1,4.922923310713577,4.042298727193545,2.9784621981556856,3.5771995858562677,7.0,5,5,5,4,5,6,5,7,5,5,4,5,5,5,4,4,5,4,4,6,6,5,4,4,5,4,4,5,4
1172,49,Male,High School,Over $150k,Part-time,17,0,6.869710436102325,5.406493608658896,2.114560111877821,4.423148529762618,4.410016790852273,5,4,4,3,3,7,6,7,7,6,6,7,6,5,3,4,3,1,3,3,4,3,4,5,5,5,3,2,3
1173,46,Male,High School,$75k-$100k,Self-employed,17,0,4.857849189213114,2.952194607118817,7.0,4.509577310488531,5.771581233630259,4,6,5,5,5,5,4,4,5,5,5,4,5,5,5,4,4,5,5,6,7,5,4,4,4,4,5,4,4
1174,44,Female,Bachelor's Degree,Over $150k,Full-time,14,0,7.0,3.907604598578043,3.0611193736764033,5.21756828797739,5.278897916890195,4,5,5,4,5,5,3,5,6,4,4,3,4,6,4,3,4,1,6,4,5,4,4,3,3,3,3,2,3
1175,33,Female,Master's Degree,Under $25k,Part-time,10,1,3.1530870215396543,3.9385856837195217,4.672784022041622,5.06580164012073,2.047292692781087,5,5,4,6,5,5,4,4,4,3,2,3,3,3,5,4,4,5,3,3,3,4,3,3,3,3,5,4,5
1176,40,Male,High School,$75k-$100k,Part-time,18,1,4.470478868507596,2.591960764024301,6.515248969398174,7.0,7.0,7,6,6,6,7,5,5,5,5,5,6,4,3,4,3,5,4,4,7,6,7,7,4,5,4,5,3,4,3
1177,19,Male,High School,Over $150k,Full-time,5,1,3.9404119985041266,3.6541635890303352,4.90587084559545,4.04618423769411,5.852492376653728,5,5,6,5,5,7,6,7,7,4,5,4,4,4,4,4,4,5,6,6,7,6,4,4,4,4,3,3,4
1178,43,Female,Bachelor's Degree,$25k-$50k,Retired,2,0,2.872287685256501,1.502552414836106,3.379380067641428,5.061700640520163,4.25556283026471,5,5,4,4,5,5,5,5,5,2,2,3,2,3,6,6,6,5,4,4,2,4,2,2,2,2,6,6,7
1179,30,Male,Some College,Under $25k,Self-employed,27,1,4.270374400485517,6.68583146196184,3.706037057450844,7.0,5.068796845127445,5,5,5,4,5,5,4,5,5,4,4,5,4,5,3,2,3,3,4,4,3,5,5,5,5,6,2,3,3
1180,28,Male,High School,$50k-$75k,Full-time,22,0,5.12599395249066,2.981362075032793,2.6343498923656123,3.897751723715678,3.835898295855967,3,5,4,4,5,5,4,3,5,4,4,4,5,4,2,3,2,1,5,4,4,3,4,3,3,3,1,1,1
1181,47,Male,Some College,Over $150k,Full-time,15,0,5.286345269928045,6.261948370847706,5.034374997740839,4.774178435404426,7.0,6,5,5,6,5,6,5,6,5,5,5,5,6,6,3,4,4,4,6,7,7,7,6,6,5,5,2,2,3
1182,65,Female,Master's Degree,$50k-$75k,Full-time,31,1,7.0,4.24950985743534,4.592778991282163,3.466143398651181,4.101576520934389,4,3,4,4,4,6,5,6,6,7,6,7,7,7,5,7,7,6,4,6,4,3,5,6,5,6,6,7,7
1183,58,Male,Master's Degree,$50k-$75k,Full-time,12,0,5.19670120458534,4.934323371802747,3.0798038544335595,4.6985042795529175,4.524607603635874,4,5,4,5,5,6,7,6,7,4,5,5,6,5,4,4,5,5,5,5,5,6,5,6,5,4,4,4,4
1184,21,Other,Some College,$25k-$50k,Part-time,28,1,6.2252052055194245,3.564560262143789,2.3409552700621776,3.66373942223483,4.297482814037649,4,4,2,4,4,5,4,7,7,6,6,5,6,6,6,5,5,6,4,4,4,4,5,3,4,6,6,6,5
1185,30,Male,Bachelor's Degree,Under $25k,Full-time,16,0,4.599141369448464,4.470308599550177,1.9502727672708318,5.8561610841896155,5.188417340230087,6,7,6,6,7,4,5,5,5,4,4,4,5,6,4,4,5,3,6,6,6,6,5,4,4,4,4,4,3
1186,59,Female,Bachelor's Degree,$100k-$150k,Self-employed,4,1,7.0,5.045636531984967,5.181119605325881,4.776782630837674,6.6073481501532445,5,5,5,4,4,4,5,5,4,5,5,5,5,5,5,7,5,6,7,6,5,7,3,4,4,3,6,7,5
1187,30,Male,Bachelor's Degree,Under $25k,Part-time,33,0,7.0,5.063918138712437,3.968522380537785,3.4775232880212474,7.0,4,4,4,5,5,5,4,5,4,6,7,7,7,6,4,5,4,5,5,6,6,7,5,6,7,6,4,2,4
1188,41,Male,Bachelor's Degree,$75k-$100k,Part-time,24,1,5.296627696463925,5.207205407096664,4.100978350865852,5.608681237350005,4.661104241355473,5,4,5,6,5,5,4,5,5,4,4,4,5,4,6,5,5,4,4,4,4,5,4,5,4,4,6,5,4
1189,53,Female,Bachelor's Degree,Over $150k,Part-time,13,1,3.011011476822628,3.721167476949071,2.6478719237926995,4.815599246645904,5.516084880549714,4,6,4,6,5,6,6,6,6,4,4,4,4,4,5,4,6,5,6,6,5,7,2,4,3,3,4,5,5
1190,30,Female,Some College,$25k-$50k,Full-time,22,1,3.6767924658342475,3.5755324257612386,1.7510956553738315,5.743382532668146,5.19009595386448,5,5,6,6,5,5,6,6,7,6,5,5,6,7,3,4,3,4,6,5,6,5,6,5,5,6,3,2,3
1191,46,Female,High School,$75k-$100k,Full-time,10,0,4.922901454807743,2.1275707771521155,5.147659004596285,3.2228048464627013,4.020229809111536,3,6,5,4,4,5,6,6,6,5,6,4,4,4,4,3,4,3,4,4,5,4,3,4,3,3,3,2,3
