sample_id,operating_temperature_C,fuel_utilization,current_density_A_per_cm2_max,anode_porosity,vi_curve_path,T_stack_C,eta_elec
6441,840.199,0.68067,0.45014,0.28003,/workspace/data/lf/curves/vi_curve_06441.csv,839.450,0.68079
6442,781.000,0.60452,0.90660,0.42497,/workspace/data/lf/curves/vi_curve_06442.csv,783.863,0.60771
6443,790.166,0.62743,1.12906,0.26492,/workspace/data/lf/curves/vi_curve_06443.csv,793.965,0.60812
6444,811.432,0.64964,0.47106,0.26480,/workspace/data/lf/curves/vi_curve_06444.csv,813.654,0.66092
6445,710.210,0.80164,0.23544,0.28565,/workspace/data/lf/curves/vi_curve_06445.csv,709.207,0.70429
6446,810.737,0.72541,0.47407,0.31114,/workspace/data/lf/curves/vi_curve_06446.csv,809.850,0.70620
6447,802.047,0.66064,0.65678,0.20641,/workspace/data/lf/curves/vi_curve_06447.csv,799.713,0.65638
6448,880.160,0.77239,0.26395,0.45206,/workspace/data/lf/curves/vi_curve_06448.csv,883.006,0.72013
6449,778.346,0.66317,0.48823,0.29714,/workspace/data/lf/curves/vi_curve_06449.csv,780.008,0.66801
6450,781.057,0.74123,1.03570,0.41433,/workspace/data/lf/curves/vi_curve_06450.csv,784.285,0.68200
6451,713.039,0.71635,1.20740,0.20729,/workspace/data/lf/curves/vi_curve_06451.csv,715.740,0.65677
6452,763.294,0.73359,0.50952,0.39558,/workspace/data/lf/curves/vi_curve_06452.csv,761.639,0.70898
6453,782.112,0.87646,0.17520,0.40544,/workspace/data/lf/curves/vi_curve_06453.csv,781.147,0.66152
6454,868.029,0.74680,1.38612,0.37397,/workspace/data/lf/curves/vi_curve_06454.csv,869.550,0.66431
6455,870.226,0.80565,0.38997,0.32352,/workspace/data/lf/curves/vi_curve_06455.csv,871.329,0.69261
6456,774.883,0.66552,0.42751,0.44764,/workspace/data/lf/curves/vi_curve_06456.csv,773.259,0.67306
6457,833.567,0.75324,1.20405,0.49215,/workspace/data/lf/curves/vi_curve_06457.csv,835.568,0.67521
6458,875.011,0.88597,0.51005,0.48886,/workspace/data/lf/curves/vi_curve_06458.csv,875.997,0.63722
6459,845.174,0.87906,1.34716,0.34480,/workspace/data/lf/curves/vi_curve_06459.csv,849.766,0.59113
6460,899.717,0.77387,1.42629,0.49419,/workspace/data/lf/curves/vi_curve_06460.csv,902.531,0.64950
6461,874.713,0.62392,0.91620,0.20174,/workspace/data/lf/curves/vi_curve_06461.csv,878.342,0.61878
6462,820.019,0.70559,0.76437,0.42674,/workspace/data/lf/curves/vi_curve_06462.csv,821.647,0.67689
6463,898.181,0.87415,0.84614,0.45461,/workspace/data/lf/curves/vi_curve_06463.csv,901.955,0.62414
6464,824.883,0.88884,0.52115,0.21642,/workspace/data/lf/curves/vi_curve_06464.csv,823.921,0.63482
6465,833.394,0.81281,1.01937,0.38962,/workspace/data/lf/curves/vi_curve_06465.csv,834.262,0.65055
6466,818.785,0.77813,0.26354,0.37089,/workspace/data/lf/curves/vi_curve_06466.csv,818.884,0.71671
6467,811.333,0.85509,0.20856,0.21447,/workspace/data/lf/curves/vi_curve_06467.csv,812.201,0.67383
6468,831.902,0.71360,0.35808,0.33054,/workspace/data/lf/curves/vi_curve_06468.csv,834.781,0.70608
6469,817.227,0.85820,0.42491,0.29274,/workspace/data/lf/curves/vi_curve_06469.csv,818.650,0.65899
6470,899.847,0.70900,1.28744,0.38325,/workspace/data/lf/curves/vi_curve_06470.csv,902.655,0.64755
6471,876.525,0.85310,0.61942,0.28059,/workspace/data/lf/curves/vi_curve_06471.csv,875.529,0.65038
6472,793.319,0.88482,0.27682,0.22167,/workspace/data/lf/curves/vi_curve_06472.csv,791.472,0.65190
6473,706.386,0.78804,0.36528,0.42656,/workspace/data/lf/curves/vi_curve_06473.csv,707.924,0.70466
6474,757.193,0.83438,1.00220,0.34779,/workspace/data/lf/curves/vi_curve_06474.csv,756.379,0.63864
6475,802.061,0.76215,0.22634,0.48274,/workspace/data/lf/curves/vi_curve_06475.csv,799.566,0.72853
6476,850.711,0.66452,1.09953,0.27006,/workspace/data/lf/curves/vi_curve_06476.csv,850.276,0.63214
6477,735.228,0.78526,0.44732,0.48238,/workspace/data/lf/curves/vi_curve_06477.csv,734.979,0.70140
6478,827.394,0.80148,0.67420,0.29721,/workspace/data/lf/curves/vi_curve_06478.csv,826.625,0.67806
6479,722.665,0.74024,0.78531,0.49088,/workspace/data/lf/curves/vi_curve_06479.csv,726.197,0.69643
6480,843.221,0.62629,0.99834,0.41462,/workspace/data/lf/curves/vi_curve_06480.csv,844.859,0.61527
6481,711.400,0.61205,0.58868,0.35146,/workspace/data/lf/curves/vi_curve_06481.csv,712.459,0.63131
6482,863.615,0.65501,1.06760,0.32842,/workspace/data/lf/curves/vi_curve_06482.csv,865.532,0.62835
6483,705.773,0.76120,0.98774,0.41371,/workspace/data/lf/curves/vi_curve_06483.csv,704.283,0.68342
6484,792.147,0.76291,0.33959,0.32124,/workspace/data/lf/curves/vi_curve_06484.csv,794.558,0.72128
6485,881.336,0.75847,0.76233,0.49241,/workspace/data/lf/curves/vi_curve_06485.csv,882.691,0.69858
6486,741.525,0.77888,0.44879,0.34920,/workspace/data/lf/curves/vi_curve_06486.csv,742.121,0.70514
6487,716.100,0.61916,0.10785,0.35931,/workspace/data/lf/curves/vi_curve_06487.csv,717.546,0.65890
6488,744.855,0.61331,0.76224,0.36904,/workspace/data/lf/curves/vi_curve_06488.csv,746.052,0.62165
6489,897.698,0.78721,1.27708,0.25060,/workspace/data/lf/curves/vi_curve_06489.csv,902.773,0.65045
6490,795.069,0.85623,1.32850,0.47723,/workspace/data/lf/curves/vi_curve_06490.csv,797.990,0.60595
6491,836.969,0.64465,1.41502,0.48615,/workspace/data/lf/curves/vi_curve_06491.csv,840.586,0.60129
6492,890.376,0.60477,1.43647,0.28361,/workspace/data/lf/curves/vi_curve_06492.csv,893.854,0.57607
6493,775.161,0.80314,0.18972,0.37052,/workspace/data/lf/curves/vi_curve_06493.csv,775.709,0.70551
6494,769.347,0.63523,0.27031,0.36400,/workspace/data/lf/curves/vi_curve_06494.csv,770.529,0.66432
6495,710.484,0.63390,0.79815,0.35403,/workspace/data/lf/curves/vi_curve_06495.csv,714.401,0.63185
6496,721.945,0.78670,0.84032,0.24366,/workspace/data/lf/curves/vi_curve_06496.csv,723.067,0.67696
6497,812.921,0.83303,0.70570,0.31357,/workspace/data/lf/curves/vi_curve_06497.csv,814.277,0.65724
6498,752.801,0.80576,1.45221,0.43668,/workspace/data/lf/curves/vi_curve_06498.csv,753.944,0.62881
6499,729.926,0.67337,1.26120,0.24968,/workspace/data/lf/curves/vi_curve_06499.csv,730.323,0.62775
6500,746.629,0.77633,0.74656,0.46732,/workspace/data/lf/curves/vi_curve_06500.csv,746.307,0.68881
6501,726.473,0.64933,0.16816,0.43879,/workspace/data/lf/curves/vi_curve_06501.csv,730.669,0.67700
6502,720.710,0.74509,1.08234,0.28957,/workspace/data/lf/curves/vi_curve_06502.csv,722.993,0.68151
6503,891.261,0.88789,1.21253,0.30034,/workspace/data/lf/curves/vi_curve_06503.csv,893.153,0.59391
6504,747.771,0.62429,1.13093,0.38475,/workspace/data/lf/curves/vi_curve_06504.csv,751.264,0.60612
6505,768.656,0.64568,1.48702,0.22851,/workspace/data/lf/curves/vi_curve_06505.csv,771.359,0.59759
6506,731.536,0.76064,0.38890,0.31350,/workspace/data/lf/curves/vi_curve_06506.csv,733.579,0.71968
6507,803.469,0.66336,0.28789,0.47296,/workspace/data/lf/curves/vi_curve_06507.csv,805.575,0.68014
6508,895.843,0.71477,0.77121,0.24073,/workspace/data/lf/curves/vi_curve_06508.csv,896.326,0.68199
6509,889.018,0.74878,0.31394,0.41665,/workspace/data/lf/curves/vi_curve_06509.csv,888.585,0.72983
6510,785.443,0.83943,0.38094,0.27356,/workspace/data/lf/curves/vi_curve_06510.csv,788.914,0.67288
6511,767.513,0.81483,0.79144,0.21136,/workspace/data/lf/curves/vi_curve_06511.csv,772.373,0.66301
6512,899.798,0.76318,0.12181,0.32067,/workspace/data/lf/curves/vi_curve_06512.csv,897.804,0.72949
6513,794.571,0.74313,0.14844,0.23042,/workspace/data/lf/curves/vi_curve_06513.csv,796.148,0.73328
6514,801.195,0.68377,0.59201,0.44240,/workspace/data/lf/curves/vi_curve_06514.csv,800.431,0.67414
6515,726.147,0.81031,0.18803,0.27993,/workspace/data/lf/curves/vi_curve_06515.csv,722.440,0.70122
6516,713.746,0.73913,1.47525,0.45908,/workspace/data/lf/curves/vi_curve_06516.csv,717.226,0.65436
6517,724.031,0.83961,0.74588,0.24189,/workspace/data/lf/curves/vi_curve_06517.csv,724.271,0.65088
6518,763.366,0.69096,0.86957,0.41422,/workspace/data/lf/curves/vi_curve_06518.csv,764.644,0.66180
6519,722.244,0.64330,0.18343,0.41071,/workspace/data/lf/curves/vi_curve_06519.csv,722.109,0.67338
6520,810.134,0.81824,0.91256,0.31911,/workspace/data/lf/curves/vi_curve_06520.csv,809.438,0.65370
6521,815.907,0.88394,1.09482,0.39274,/workspace/data/lf/curves/vi_curve_06521.csv,818.288,0.60335
6522,764.955,0.86244,0.36887,0.37316,/workspace/data/lf/curves/vi_curve_06522.csv,764.663,0.65980
6523,888.731,0.88436,0.35303,0.30233,/workspace/data/lf/curves/vi_curve_06523.csv,891.428,0.64760
6524,847.205,0.61994,1.35845,0.49595,/workspace/data/lf/curves/vi_curve_06524.csv,851.381,0.58986
6525,819.535,0.87480,0.17161,0.43257,/workspace/data/lf/curves/vi_curve_06525.csv,820.064,0.66252
6526,759.999,0.82114,0.21853,0.25969,/workspace/data/lf/curves/vi_curve_06526.csv,763.264,0.69360
6527,770.457,0.89700,0.77286,0.47337,/workspace/data/lf/curves/vi_curve_06527.csv,772.036,0.61483
6528,778.406,0.62676,0.34635,0.29256,/workspace/data/lf/curves/vi_curve_06528.csv,781.084,0.65468
6529,751.003,0.80051,0.73762,0.49477,/workspace/data/lf/curves/vi_curve_06529.csv,751.275,0.67484
6530,768.493,0.69855,1.49550,0.35449,/workspace/data/lf/curves/vi_curve_06530.csv,772.693,0.62880
6531,728.081,0.80567,1.33530,0.32821,/workspace/data/lf/curves/vi_curve_06531.csv,730.086,0.63588
6532,770.377,0.68322,1.11531,0.20711,/workspace/data/lf/curves/vi_curve_06532.csv,769.080,0.64242
6533,826.717,0.88483,0.56120,0.31818,/workspace/data/lf/curves/vi_curve_06533.csv,829.003,0.63483
6534,832.903,0.68511,0.27670,0.46703,/workspace/data/lf/curves/vi_curve_06534.csv,836.268,0.69386
6535,730.793,0.75326,0.46668,0.26748,/workspace/data/lf/curves/vi_curve_06535.csv,732.029,0.71944
6536,837.482,0.82608,0.41493,0.23639,/workspace/data/lf/curves/vi_curve_06536.csv,838.982,0.67886
6537,824.722,0.60894,0.53054,0.44449,/workspace/data/lf/curves/vi_curve_06537.csv,825.934,0.63293
6538,728.167,0.66720,0.29175,0.29123,/workspace/data/lf/curves/vi_curve_06538.csv,731.283,0.68222
6539,896.679,0.84606,0.86632,0.47464,/workspace/data/lf/curves/vi_curve_06539.csv,897.775,0.63979
6540,702.451,0.69919,1.07023,0.42438,/workspace/data/lf/curves/vi_curve_06540.csv,703.704,0.65470
6541,834.407,0.64946,0.44902,0.30456,/workspace/data/lf/curves/vi_curve_06541.csv,836.504,0.66213
6542,734.839,0.76845,1.12631,0.37665,/workspace/data/lf/curves/vi_curve_06542.csv,733.458,0.67075
6543,821.898,0.89840,0.19713,0.34667,/workspace/data/lf/curves/vi_curve_06543.csv,819.074,0.64836
6544,877.201,0.87953,0.17277,0.45434,/workspace/data/lf/curves/vi_curve_06544.csv,876.192,0.65968
6545,813.834,0.71343,0.34869,0.36111,/workspace/data/lf/curves/vi_curve_06545.csv,812.730,0.70653
6546,872.460,0.84611,0.39879,0.28398,/workspace/data/lf/curves/vi_curve_06546.csv,872.882,0.66781
6547,858.288,0.60223,0.24547,0.47577,/workspace/data/lf/curves/vi_curve_06547.csv,857.957,0.64601
6548,797.167,0.88927,1.40759,0.21081,/workspace/data/lf/curves/vi_curve_06548.csv,798.726,0.58138
6549,834.172,0.87592,0.43825,0.48727,/workspace/data/lf/curves/vi_curve_06549.csv,836.236,0.64755
6550,730.850,0.65921,0.80200,0.32107,/workspace/data/lf/curves/vi_curve_06550.csv,732.925,0.64681
6551,840.283,0.80771,1.27653,0.20189,/workspace/data/lf/curves/vi_curve_06551.csv,841.281,0.63818
6552,798.864,0.64664,0.44354,0.37069,/workspace/data/lf/curves/vi_curve_06552.csv,796.758,0.66077
6553,757.359,0.70716,0.14965,0.26255,/workspace/data/lf/curves/vi_curve_06553.csv,755.688,0.71170
6554,878.254,0.65292,1.24823,0.35366,/workspace/data/lf/curves/vi_curve_06554.csv,879.186,0.61626
6555,766.600,0.70498,1.42686,0.39691,/workspace/data/lf/curves/vi_curve_06555.csv,771.020,0.63677
6556,880.006,0.86055,0.41340,0.25183,/workspace/data/lf/curves/vi_curve_06556.csv,882.244,0.65827
6557,765.437,0.85507,0.62942,0.49843,/workspace/data/lf/curves/vi_curve_06557.csv,765.281,0.64859
6558,894.503,0.78954,0.84896,0.40934,/workspace/data/lf/curves/vi_curve_06558.csv,893.508,0.67474
6559,817.705,0.84557,0.34562,0.33662,/workspace/data/lf/curves/vi_curve_06559.csv,817.957,0.67132
6560,792.135,0.85097,1.19339,0.38393,/workspace/data/lf/curves/vi_curve_06560.csv,793.790,0.61722
6561,743.116,0.81628,0.21211,0.34197,/workspace/data/lf/curves/vi_curve_06561.csv,748.030,0.69690
6562,752.547,0.66361,0.48506,0.26467,/workspace/data/lf/curves/vi_curve_06562.csv,754.092,0.66846
6563,873.395,0.70074,0.90645,0.49167,/workspace/data/lf/curves/vi_curve_06563.csv,877.428,0.66546
6564,725.000,0.66203,1.34989,0.32329,/workspace/data/lf/curves/vi_curve_06564.csv,722.590,0.61562
6565,745.447,0.88315,1.14974,0.23573,/workspace/data/lf/curves/vi_curve_06565.csv,743.329,0.60052
6566,800.405,0.87386,0.76373,0.23323,/workspace/data/lf/curves/vi_curve_06566.csv,800.516,0.62926
6567,855.184,0.84141,0.46496,0.43923,/workspace/data/lf/curves/vi_curve_06567.csv,858.000,0.66666
6568,714.576,0.70078,0.24848,0.37046,/workspace/data/lf/curves/vi_curve_06568.csv,714.233,0.70496
6569,869.717,0.84801,0.87647,0.33590,/workspace/data/lf/curves/vi_curve_06569.csv,872.213,0.63800
6570,882.973,0.76136,0.13846,0.26016,/workspace/data/lf/curves/vi_curve_06570.csv,883.084,0.73059
6571,851.054,0.77139,0.83650,0.48420,/workspace/data/lf/curves/vi_curve_06571.csv,848.588,0.68637
6572,763.476,0.78189,1.06167,0.22598,/workspace/data/lf/curves/vi_curve_06572.csv,765.947,0.66657
6573,777.899,0.65129,1.20678,0.49863,/workspace/data/lf/curves/vi_curve_06573.csv,782.082,0.61777
6574,709.602,0.65368,1.27180,0.36468,/workspace/data/lf/curves/vi_curve_06574.csv,711.967,0.61530
6575,824.396,0.60854,0.31177,0.26427,/workspace/data/lf/curves/vi_curve_06575.csv,823.218,0.64582
6576,780.516,0.70012,0.74223,0.37858,/workspace/data/lf/curves/vi_curve_06576.csv,779.393,0.67494
6577,748.603,0.69194,0.88500,0.48640,/workspace/data/lf/curves/vi_curve_06577.csv,746.463,0.66146
6578,875.996,0.80330,0.53776,0.38740,/workspace/data/lf/curves/vi_curve_06578.csv,877.931,0.68516
6579,754.961,0.72193,0.57691,0.48234,/workspace/data/lf/curves/vi_curve_06579.csv,752.926,0.69795
6580,735.322,0.62634,1.06318,0.39473,/workspace/data/lf/curves/vi_curve_06580.csv,738.943,0.61141
6581,840.372,0.75648,1.40079,0.28416,/workspace/data/lf/curves/vi_curve_06581.csv,839.903,0.66147
6582,765.384,0.62630,0.90607,0.47492,/workspace/data/lf/curves/vi_curve_06582.csv,770.155,0.62081
6583,732.466,0.79968,1.17471,0.46559,/workspace/data/lf/curves/vi_curve_06583.csv,734.260,0.64911
6584,853.502,0.83807,0.54559,0.49417,/workspace/data/lf/curves/vi_curve_06584.csv,853.713,0.66382
6585,866.760,0.73327,1.34530,0.29964,/workspace/data/lf/curves/vi_curve_06585.csv,866.568,0.65865
6586,731.438,0.73284,0.32057,0.41398,/workspace/data/lf/curves/vi_curve_06586.csv,732.830,0.71987
6587,726.786,0.71170,0.63110,0.38026,/workspace/data/lf/curves/vi_curve_06587.csv,724.366,0.68855
6588,845.664,0.68817,0.25998,0.37006,/workspace/data/lf/curves/vi_curve_06588.csv,847.124,0.69670
6589,863.757,0.82880,0.86189,0.47016,/workspace/data/lf/curves/vi_curve_06589.csv,868.351,0.65041
6590,757.787,0.67408,1.06507,0.44971,/workspace/data/lf/curves/vi_curve_06590.csv,759.729,0.63994
6591,788.109,0.74776,0.49769,0.25851,/workspace/data/lf/curves/vi_curve_06591.csv,791.712,0.71819
6592,777.570,0.81588,0.76692,0.34064,/workspace/data/lf/curves/vi_curve_06592.csv,780.075,0.66386
6593,749.255,0.66749,1.23510,0.35557,/workspace/data/lf/curves/vi_curve_06593.csv,750.779,0.62579
6594,733.276,0.89637,1.33349,0.31599,/workspace/data/lf/curves/vi_curve_06594.csv,736.968,0.58157
6595,789.000,0.82992,1.14459,0.20870,/workspace/data/lf/curves/vi_curve_06595.csv,789.953,0.63277
6596,713.718,0.82695,1.11666,0.43464,/workspace/data/lf/curves/vi_curve_06596.csv,717.102,0.63623
6597,783.629,0.76935,1.38443,0.30628,/workspace/data/lf/curves/vi_curve_06597.csv,784.820,0.65472
6598,720.626,0.79356,0.51950,0.34582,/workspace/data/lf/curves/vi_curve_06598.csv,721.670,0.69209
6599,881.050,0.75233,0.70713,0.38463,/workspace/data/lf/curves/vi_curve_06599.csv,883.610,0.70558
6600,899.225,0.88136,0.35648,0.35468,/workspace/data/lf/curves/vi_curve_06600.csv,902.703,0.64920
6601,707.789,0.75308,0.35625,0.29237,/workspace/data/lf/curves/vi_curve_06601.csv,706.241,0.72618
6602,760.696,0.78088,0.86059,0.27341,/workspace/data/lf/curves/vi_curve_06602.csv,759.478,0.67924
6603,880.170,0.79752,1.04548,0.34633,/workspace/data/lf/curves/vi_curve_06603.csv,879.424,0.65816
6604,767.754,0.84774,1.16623,0.34679,/workspace/data/lf/curves/vi_curve_06604.csv,769.020,0.62078
6605,874.085,0.82353,1.23769,0.22938,/workspace/data/lf/curves/vi_curve_06605.csv,875.757,0.63102
6606,763.088,0.83365,0.33639,0.33531,/workspace/data/lf/curves/vi_curve_06606.csv,764.008,0.67903
6607,761.086,0.78663,0.71776,0.37362,/workspace/data/lf/curves/vi_curve_06607.csv,758.945,0.68436
6608,801.492,0.74411,0.22551,0.24232,/workspace/data/lf/curves/vi_curve_06608.csv,804.820,0.73233
6609,863.905,0.67600,1.00309,0.47019,/workspace/data/lf/curves/vi_curve_06609.csv,867.774,0.64482
6610,755.487,0.60442,0.78570,0.28870,/workspace/data/lf/curves/vi_curve_06610.csv,758.281,0.61491
6611,860.680,0.71400,0.79683,0.44134,/workspace/data/lf/curves/vi_curve_06611.csv,861.886,0.67999
6612,723.307,0.79935,0.82061,0.26166,/workspace/data/lf/curves/vi_curve_06612.csv,725.025,0.67055
6613,771.141,0.87887,0.76573,0.33242,/workspace/data/lf/curves/vi_curve_06613.csv,771.281,0.62614
6614,730.449,0.66409,1.15352,0.20247,/workspace/data/lf/curves/vi_curve_06614.csv,734.152,0.62864
6615,772.130,0.84678,0.32182,0.48840,/workspace/data/lf/curves/vi_curve_06615.csv,771.688,0.67202
6616,733.969,0.88744,0.95332,0.42814,/workspace/data/lf/curves/vi_curve_06616.csv,735.338,0.60974
6617,760.987,0.81843,0.61544,0.39765,/workspace/data/lf/curves/vi_curve_06617.csv,764.307,0.67142
6618,717.628,0.86706,0.94585,0.49651,/workspace/data/lf/curves/vi_curve_06618.csv,722.577,0.62241
6619,780.221,0.85790,0.69222,0.26130,/workspace/data/lf/curves/vi_curve_06619.csv,782.566,0.64312
6620,767.948,0.83296,0.48835,0.37307,/workspace/data/lf/curves/vi_curve_06620.csv,770.345,0.67032
6621,739.592,0.73112,0.25313,0.36594,/workspace/data/lf/curves/vi_curve_06621.csv,738.030,0.72288
6622,858.931,0.61118,1.05869,0.34222,/workspace/data/lf/curves/vi_curve_06622.csv,864.116,0.60258
6623,757.381,0.70831,1.23652,0.25708,/workspace/data/lf/curves/vi_curve_06623.csv,759.217,0.65019
6624,799.802,0.88782,0.26008,0.44748,/workspace/data/lf/curves/vi_curve_06624.csv,802.678,0.65111
6625,771.033,0.65690,0.30129,0.27144,/workspace/data/lf/curves/vi_curve_06625.csv,771.967,0.67546
6626,753.369,0.85520,0.25812,0.24714,/workspace/data/lf/curves/vi_curve_06626.csv,752.536,0.67080
6627,775.279,0.78550,0.18149,0.33503,/workspace/data/lf/curves/vi_curve_06627.csv,772.550,0.71610
6628,871.311,0.61585,1.44609,0.44464,/workspace/data/lf/curves/vi_curve_06628.csv,872.417,0.58215
6629,707.593,0.75071,0.93284,0.41976,/workspace/data/lf/curves/vi_curve_06629.csv,710.406,0.69301
6630,759.047,0.80399,1.43118,0.33535,/workspace/data/lf/curves/vi_curve_06630.csv,758.550,0.63114
6631,739.321,0.62191,0.95571,0.29272,/workspace/data/lf/curves/vi_curve_06631.csv,741.321,0.61520
6632,725.822,0.73353,0.37719,0.35086,/workspace/data/lf/curves/vi_curve_06632.csv,725.654,0.71688
6633,746.906,0.86120,0.85689,0.31340,/workspace/data/lf/curves/vi_curve_06633.csv,747.725,0.63127
6634,876.680,0.77388,0.87892,0.39571,/workspace/data/lf/curves/vi_curve_06634.csv,881.075,0.68234
6635,893.873,0.63698,0.32026,0.33455,/workspace/data/lf/curves/vi_curve_06635.csv,896.041,0.66237
6636,889.484,0.60274,0.30599,0.25145,/workspace/data/lf/curves/vi_curve_06636.csv,890.778,0.64268
6637,858.033,0.73103,0.82679,0.49450,/workspace/data/lf/curves/vi_curve_06637.csv,858.938,0.68841
6638,851.704,0.86673,1.29849,0.41798,/workspace/data/lf/curves/vi_curve_06638.csv,852.732,0.60145
6639,894.689,0.65105,1.24043,0.46952,/workspace/data/lf/curves/vi_curve_06639.csv,900.101,0.61560
6640,729.035,0.62418,1.14917,0.21709,/workspace/data/lf/curves/vi_curve_06640.csv,730.454,0.60496
6641,846.180,0.69347,0.48180,0.44591,/workspace/data/lf/curves/vi_curve_06641.csv,847.009,0.68658
6642,883.299,0.88285,0.69389,0.32525,/workspace/data/lf/curves/vi_curve_06642.csv,885.049,0.62806
6643,832.142,0.68867,0.78892,0.36360,/workspace/data/lf/curves/vi_curve_06643.csv,834.510,0.66527
6644,730.879,0.82636,0.66347,0.28689,/workspace/data/lf/curves/vi_curve_06644.csv,734.947,0.66378
6645,783.841,0.67352,0.67349,0.42508,/workspace/data/lf/curves/vi_curve_06645.csv,786.070,0.66310
6646,753.739,0.71913,0.95289,0.25240,/workspace/data/lf/curves/vi_curve_06646.csv,755.342,0.67371
6647,742.999,0.89923,0.37880,0.37295,/workspace/data/lf/curves/vi_curve_06647.csv,743.230,0.63713
6648,734.345,0.88153,0.75128,0.36825,/workspace/data/lf/curves/vi_curve_06648.csv,734.628,0.62541
6649,874.451,0.77475,0.53430,0.34478,/workspace/data/lf/curves/vi_curve_06649.csv,874.539,0.70249
6650,719.387,0.73435,0.14837,0.41168,/workspace/data/lf/curves/vi_curve_06650.csv,719.726,0.72801
6651,738.465,0.83353,0.68109,0.43681,/workspace/data/lf/curves/vi_curve_06651.csv,742.060,0.65842
6652,891.245,0.82835,0.10801,0.42642,/workspace/data/lf/curves/vi_curve_06652.csv,892.210,0.69039
6653,751.858,0.61717,0.23438,0.22817,/workspace/data/lf/curves/vi_curve_06653.csv,749.227,0.65564
6654,702.269,0.77160,0.52525,0.21722,/workspace/data/lf/curves/vi_curve_06654.csv,703.127,0.70493
6655,718.314,0.86902,0.59465,0.45792,/workspace/data/lf/curves/vi_curve_06655.csv,719.154,0.64231
6656,893.737,0.89702,0.70140,0.49142,/workspace/data/lf/curves/vi_curve_06656.csv,898.812,0.61910
6657,898.631,0.75596,0.53366,0.32601,/workspace/data/lf/curves/vi_curve_06657.csv,901.853,0.71381
6658,710.035,0.85655,1.04086,0.29426,/workspace/data/lf/curves/vi_curve_06658.csv,711.124,0.62302
6659,750.371,0.89946,0.59011,0.42948,/workspace/data/lf/curves/vi_curve_06659.csv,753.727,0.62432
6660,716.078,0.68670,0.11742,0.23447,/workspace/data/lf/curves/vi_curve_06660.csv,716.144,0.69942
6661,710.372,0.87237,1.46618,0.45904,/workspace/data/lf/curves/vi_curve_06661.csv,712.529,0.58801
6662,803.423,0.66985,0.17189,0.24609,/workspace/data/lf/curves/vi_curve_06662.csv,803.921,0.68931
6663,772.001,0.75064,1.26646,0.48334,/workspace/data/lf/curves/vi_curve_06663.csv,775.401,0.67303
6664,888.547,0.76102,0.83300,0.47473,/workspace/data/lf/curves/vi_curve_06664.csv,890.794,0.69281
6665,811.536,0.78488,1.47078,0.23096,/workspace/data/lf/curves/vi_curve_06665.csv,812.986,0.64023
6666,843.415,0.82195,0.19680,0.31182,/workspace/data/lf/curves/vi_curve_06666.csv,845.462,0.69423
6667,878.527,0.69412,0.84831,0.29664,/workspace/data/lf/curves/vi_curve_06667.csv,878.950,0.66497
6668,861.143,0.67761,0.24112,0.32379,/workspace/data/lf/curves/vi_curve_06668.csv,859.058,0.69150
6669,794.571,0.86525,0.83295,0.46997,/workspace/data/lf/curves/vi_curve_06669.csv,796.437,0.63027
6670,796.401,0.72286,0.84485,0.23822,/workspace/data/lf/curves/vi_curve_06670.csv,799.951,0.68242
6671,894.420,0.86252,0.17604,0.27048,/workspace/data/lf/curves/vi_curve_06671.csv,896.284,0.66989
6672,869.920,0.74333,1.01086,0.26590,/workspace/data/lf/curves/vi_curve_06672.csv,874.597,0.68475
6673,757.357,0.63708,1.20460,0.32964,/workspace/data/lf/curves/vi_curve_06673.csv,760.301,0.60937
6674,772.013,0.67427,0.92448,0.27703,/workspace/data/lf/curves/vi_curve_06674.csv,774.122,0.64849
6675,886.695,0.69616,0.35213,0.24953,/workspace/data/lf/curves/vi_curve_06675.csv,887.734,0.69597
6676,748.671,0.63649,0.62501,0.39178,/workspace/data/lf/curves/vi_curve_06676.csv,750.872,0.64379
6677,741.721,0.74586,0.22025,0.43949,/workspace/data/lf/curves/vi_curve_06677.csv,743.690,0.73370
6678,853.494,0.74402,0.49727,0.40743,/workspace/data/lf/curves/vi_curve_06678.csv,852.795,0.71597
6679,758.179,0.89999,0.61284,0.20186,/workspace/data/lf/curves/vi_curve_06679.csv,763.829,0.62264
6680,851.378,0.82090,1.33271,0.30486,/workspace/data/lf/curves/vi_curve_06680.csv,852.030,0.62690
6681,828.461,0.73388,0.17641,0.31175,/workspace/data/lf/curves/vi_curve_06681.csv,828.049,0.72773
6682,823.258,0.83286,1.01319,0.45617,/workspace/data/lf/curves/vi_curve_06682.csv,825.464,0.63889
6683,821.247,0.74663,0.83349,0.40089,/workspace/data/lf/curves/vi_curve_06683.csv,821.511,0.69737
6684,777.786,0.66369,0.23591,0.37721,/workspace/data/lf/curves/vi_curve_06684.csv,776.292,0.68346
6685,833.733,0.62728,0.24863,0.38400,/workspace/data/lf/curves/vi_curve_06685.csv,835.983,0.66085
6686,868.881,0.85110,0.54887,0.40370,/workspace/data/lf/curves/vi_curve_06686.csv,870.901,0.65581
6687,858.763,0.77499,1.28667,0.25444,/workspace/data/lf/curves/vi_curve_06687.csv,861.833,0.65721
6688,756.847,0.62784,0.64324,0.40666,/workspace/data/lf/curves/vi_curve_06688.csv,757.643,0.63751
