respondent_id,ATT1,ATT2,ATT3,SN1,SN2,PBC1,PBC2,PBC3,INT1,INT2,SEV1,SEV2,VULN1,VULN2,SE1,SE2,SE3,RE1,RE2,RE3,PB1,PB2
602,5,7,6,5,6,1,1,2,2,1,6,7,6,6,2,1,2,4,2,5,1,2
603,7,2,4,2,2,1,1,1,1,2,3,1,5,4,1,2,1,1,1,2,1,5
604,2,2,4,1,4,1,1,2,1,1,3,7,7,7,4,3,5,1,4,3,2,1
605,7,7,7,7,5,7,7,4,5,6,5,7,6,6,6,4,6,4,4,5,6,4
606,7,3,5,7,6,6,7,3,7,6,1,7,2,2,5,7,7,6,6,6,5,4
607,3,4,4,4,5,1,3,2,2,5,5,4,7,7,3,5,4,2,4,2,1,3
608,4,6,5,7,7,7,6,7,3,6,1,1,2,1,7,7,7,2,1,2,7,7
609,4,2,4,3,5,5,3,3,5,3,7,7,5,7,4,5,3,2,1,3,6,4
610,3,5,2,2,3,5,1,5,1,1,4,1,5,4,1,2,3,2,2,2,3,3
611,2,1,2,1,1,1,1,2,1,1,5,6,6,2,1,5,4,1,1,1,4,4
612,2,2,2,2,6,1,2,1,1,1,6,5,5,2,3,4,4,2,2,1,4,6
613,6,3,5,2,6,3,6,6,6,6,3,3,3,2,3,7,6,6,7,7,2,7
614,2,2,1,1,1,1,1,1,1,1,7,6,6,7,3,3,1,2,4,4,2,1
615,3,6,6,2,6,1,1,1,4,5,1,5,7,7,1,2,7,3,4,6,7,5
616,7,7,5,5,7,6,3,5,3,3,7,5,6,4,4,1,2,6,4,5,6,7
617,5,3,7,7,4,4,3,4,6,7,6,5,2,2,3,2,4,5,6,7,7,6
618,2,2,2,4,2,6,1,3,2,2,4,6,4,4,3,7,4,1,1,2,3,1
619,6,7,5,2,7,7,2,4,7,6,5,6,7,7,1,3,4,6,5,6,7,5
620,6,6,5,5,4,5,3,7,4,2,1,1,2,1,6,7,5,1,4,5,5,3
621,6,7,7,5,7,3,2,2,6,4,3,1,1,3,3,6,6,3,5,2,3,5
622,5,5,4,3,5,4,5,2,1,1,5,3,7,6,3,6,3,4,6,5,3,2
623,1,1,5,5,6,7,5,4,3,4,2,3,6,7,7,7,5,1,3,1,5,2
624,3,5,3,7,7,2,3,2,2,5,7,6,6,2,4,2,1,3,6,6,3,1
625,3,5,4,1,1,1,1,1,1,1,6,6,2,2,7,5,5,4,3,5,3,1
626,3,3,3,6,4,4,7,5,6,4,4,7,7,3,7,6,4,5,2,6,4,3
627,3,3,1,2,1,5,6,7,4,3,7,3,4,7,3,4,7,4,7,6,6,4
628,2,3,3,3,4,1,3,2,1,2,3,3,3,2,4,6,6,5,3,2,3,4
629,4,1,2,5,6,1,1,1,2,1,5,5,3,6,4,2,3,1,5,4,4,1
630,5,6,2,3,3,2,2,3,1,4,5,5,5,2,2,5,4,1,2,1,3,3
631,5,5,7,7,6,3,4,6,6,7,2,1,7,6,1,7,1,7,5,6,3,5
632,4,4,1,2,5,5,6,5,2,6,4,3,7,6,5,4,5,2,2,4,6,7
633,4,6,4,1,4,3,3,2,3,3,6,3,3,2,6,3,1,4,3,4,2,4
634,5,4,1,5,3,1,1,1,1,1,2,4,3,3,3,5,6,3,2,1,1,1
635,3,5,6,3,3,5,1,2,3,2,5,5,1,3,1,2,1,3,2,2,1,3
636,3,3,3,1,3,4,2,5,1,1,4,7,5,5,1,3,1,6,4,4,2,1
637,5,1,4,7,7,4,2,2,3,2,6,5,3,4,5,2,2,1,3,4,1,2
638,2,2,4,5,7,3,7,2,2,4,6,5,2,1,7,6,6,1,1,1,4,2
639,6,7,7,5,5,7,7,7,7,6,7,6,6,4,6,6,7,5,5,6,4,5
640,7,4,5,5,7,3,3,5,3,2,3,6,1,2,5,3,3,6,6,6,4,2
641,5,4,5,6,5,3,3,6,7,6,1,1,6,1,2,3,2,4,5,2,1,2
642,5,6,5,7,4,4,4,3,5,5,7,7,7,7,6,6,4,6,4,3,5,5
643,6,6,7,5,4,7,5,6,4,2,6,5,1,1,1,1,1,1,1,5,1,1
644,1,2,2,3,3,2,5,3,2,3,5,2,3,1,1,4,1,2,3,4,7,6
645,6,7,5,7,7,7,7,6,5,7,7,6,5,6,3,7,3,5,6,7,5,4
646,1,1,2,7,1,1,2,2,1,1,2,1,5,6,1,1,1,1,1,1,3,3
647,1,1,1,2,1,5,6,3,1,1,7,6,5,4,2,3,2,3,2,2,5,5
648,1,6,3,6,5,6,7,6,7,7,2,3,4,1,7,5,7,1,3,7,5,7
649,6,6,5,5,7,6,6,6,7,4,6,7,5,3,6,3,6,7,6,6,5,7
650,5,7,4,2,2,6,7,7,7,7,3,6,4,1,7,7,7,6,3,5,2,4
651,1,1,1,7,3,3,5,6,5,1,1,4,2,3,2,1,1,2,3,2,4,3
652,4,4,3,3,3,5,2,1,3,1,6,7,3,6,4,1,1,2,5,4,2,3
653,4,6,4,3,2,7,5,7,4,7,1,3,3,1,6,6,4,3,4,3,7,7
654,3,3,5,3,7,7,4,2,7,7,3,1,2,1,7,7,7,7,7,7,5,6
655,6,6,6,2,1,6,5,4,5,5,1,2,1,1,2,2,7,3,5,6,3,6
656,5,5,6,3,1,6,6,3,5,5,2,1,4,5,2,4,1,4,2,2,6,4
657,6,2,2,5,5,2,5,2,2,3,6,4,1,5,4,2,2,4,5,2,4,3
658,6,5,6,5,3,1,6,4,4,3,7,3,1,1,7,6,7,7,6,2,3,4
659,5,6,4,5,4,7,7,5,6,6,6,6,7,4,4,2,5,6,6,7,7,4
660,5,6,6,3,2,5,4,3,2,6,2,3,2,2,2,3,2,4,3,3,3,1
661,1,1,1,6,6,2,2,4,1,1,7,5,7,5,4,2,2,1,3,4,5,4
662,5,7,7,7,5,5,5,2,6,7,7,6,1,6,3,5,3,3,6,5,4,6
663,1,2,4,7,6,5,3,3,4,2,7,5,4,7,4,2,7,2,2,5,3,6
664,5,7,7,6,5,3,2,3,5,5,5,7,4,5,4,3,1,5,5,4,4,3
665,1,2,2,2,1,4,4,3,1,5,1,1,4,5,3,6,4,3,2,3,6,7
666,5,5,3,4,5,6,7,6,3,3,1,5,6,6,4,5,6,3,4,4,5,2
667,3,4,3,4,2,3,4,5,6,7,1,6,7,6,6,2,1,6,6,5,4,4
668,2,2,2,6,3,1,6,3,3,2,4,6,6,6,7,7,6,2,4,5,6,7
669,6,5,4,7,4,5,7,2,7,6,7,5,5,2,1,6,6,6,6,5,3,7
670,7,7,5,4,5,7,7,6,7,7,7,5,6,6,5,7,4,7,5,3,5,3
671,2,3,3,7,3,5,5,7,3,6,6,3,6,7,6,7,4,7,7,7,2,6
672,5,3,5,3,1,4,4,3,1,2,4,5,5,5,2,3,5,3,4,3,2,2
673,1,1,1,1,4,2,2,2,1,2,5,2,6,7,1,1,2,4,3,6,6,5
674,7,7,7,3,4,7,5,7,4,5,3,4,5,6,7,4,4,7,6,7,5,6
675,6,5,5,7,2,6,5,7,4,5,3,4,3,2,7,6,4,1,4,3,6,3
676,4,6,6,3,6,2,3,4,6,7,6,5,7,6,6,5,5,5,7,4,3,7
677,7,2,2,7,5,3,4,1,5,5,5,6,7,4,6,3,4,4,6,3,7,6
678,1,1,1,3,3,3,2,4,1,1,6,4,4,4,1,3,1,3,2,4,1,1
679,2,1,3,1,1,2,1,2,1,1,1,3,4,2,1,1,2,1,2,1,1,1
680,4,6,7,5,3,6,3,6,6,7,7,5,1,3,1,6,6,7,6,2,3,3
681,2,7,3,5,2,1,4,6,2,1,5,2,7,7,2,2,1,6,5,4,1,2
682,4,5,2,2,3,7,6,5,3,4,2,6,7,4,5,2,4,2,4,6,2,3
683,5,1,3,5,4,3,6,2,3,5,6,6,5,7,1,1,4,2,5,1,7,5
684,3,5,6,3,2,4,4,4,2,2,4,6,4,4,2,2,3,3,3,3,2,6
685,1,1,1,7,1,5,7,5,2,5,7,7,5,7,4,3,3,6,6,7,1,3
686,4,4,6,2,5,3,5,6,2,1,3,5,5,1,5,5,2,3,6,6,5,3
687,5,2,3,1,6,7,7,6,5,4,3,3,3,5,3,3,3,1,1,1,4,2
688,4,5,5,7,4,7,7,7,7,4,3,6,7,7,2,3,5,2,3,4,1,1
689,6,5,6,6,2,6,6,6,7,6,7,7,7,5,5,4,7,7,7,7,6,3
690,4,1,4,3,2,3,6,6,4,7,4,2,5,5,4,2,5,6,6,6,3,3
691,5,5,4,1,4,7,3,1,4,3,4,3,4,7,6,6,5,5,2,3,5,1
692,3,1,3,4,7,4,3,2,4,3,7,4,3,6,5,2,6,3,4,3,3,6
693,7,7,7,5,7,7,7,7,7,7,7,7,7,7,5,7,5,7,6,6,2,2
694,6,7,7,6,6,1,1,1,3,3,1,1,7,2,4,6,1,1,2,2,7,3
695,7,4,1,2,1,1,1,1,1,4,6,6,7,6,4,7,7,5,5,2,5,6
696,5,6,6,1,6,4,4,5,6,5,3,3,3,4,4,6,3,5,4,4,6,4
697,7,2,5,4,4,3,2,6,4,5,3,6,3,5,7,7,1,4,2,5,4,4
698,1,5,4,6,4,3,5,3,5,4,2,4,1,6,6,5,2,4,5,4,3,7
699,3,6,5,5,2,3,3,6,5,4,2,5,1,3,3,4,5,1,2,3,6,5
700,4,2,3,5,5,2,2,7,2,4,2,7,7,7,3,2,2,5,4,3,6,6
701,7,7,6,3,4,3,7,4,7,6,7,7,2,3,6,2,5,6,2,6,7,4
702,5,2,4,2,4,2,4,2,3,2,1,1,6,3,5,3,4,5,1,1,7,1
703,3,1,4,4,5,1,1,2,1,1,4,3,4,6,1,3,2,2,1,3,4,3
704,7,4,5,5,2,6,3,2,7,6,5,2,7,7,6,4,4,7,7,7,7,6
705,4,5,5,3,5,3,1,1,6,7,7,5,1,1,4,2,6,4,4,4,6,6
706,1,2,1,4,2,6,6,7,3,1,5,3,4,6,7,2,2,1,1,2,5,2
707,1,1,3,5,2,7,7,7,4,2,2,1,3,2,5,2,2,1,2,1,4,5
708,4,5,5,1,1,7,7,7,4,6,7,1,1,5,4,6,7,4,6,6,6,5
709,3,2,5,6,3,3,3,1,2,4,7,3,7,4,4,3,3,2,2,2,1,1
710,6,7,5,7,7,7,7,6,7,7,2,2,6,4,6,7,7,7,5,6,6,6
711,2,1,4,4,5,5,6,6,2,6,7,5,1,2,3,4,4,5,3,2,1,3
712,2,3,2,1,3,7,5,6,4,2,4,5,7,5,6,7,7,6,4,3,6,7
713,5,3,3,3,2,4,4,2,2,3,6,7,2,3,6,5,4,5,4,6,1,5
714,7,7,7,3,4,3,7,2,5,2,1,2,5,3,7,7,7,3,2,5,4,7
715,7,7,7,5,5,7,7,6,7,7,2,1,2,2,6,6,6,6,7,4,4,7
716,1,1,1,4,7,3,6,4,4,7,1,1,2,1,7,5,3,4,6,7,3,3
717,3,1,3,3,2,4,3,6,2,3,1,1,2,2,1,1,1,4,4,7,1,1
718,2,2,1,4,7,2,1,1,6,5,7,6,7,5,3,1,2,1,1,3,2,3
719,7,7,7,6,4,5,7,6,6,7,7,7,4,5,6,5,5,4,7,7,7,7
720,7,4,1,6,5,5,5,5,5,3,4,1,4,2,7,2,3,5,4,3,6,4
721,7,7,6,7,4,6,5,4,7,7,3,3,1,1,6,5,7,3,3,3,2,2
722,6,3,4,4,2,7,5,7,4,4,4,6,5,3,5,7,7,3,3,2,2,1
723,1,2,2,3,7,5,3,4,2,6,1,2,1,1,4,4,5,2,2,1,6,5
724,1,4,2,2,3,6,6,3,2,4,6,7,1,1,3,1,2,4,2,4,7,4
725,1,3,4,5,4,1,1,2,4,2,4,4,5,4,6,2,2,6,3,3,5,2
726,3,6,3,6,7,6,2,4,4,7,4,7,3,2,7,6,5,3,5,4,7,7
727,3,1,3,1,1,2,4,6,3,4,5,2,2,3,6,5,5,3,1,1,2,1
728,7,7,6,6,4,7,7,7,7,7,7,7,7,7,7,5,3,6,5,7,4,2
729,6,4,6,6,2,5,6,2,5,6,5,5,6,2,7,6,6,7,7,6,5,5
730,2,3,3,2,4,2,1,4,1,1,1,2,3,2,2,1,3,1,4,1,3,1
731,5,5,3,4,7,3,3,3,4,5,6,6,3,5,1,1,2,5,5,4,5,6
732,1,1,2,1,4,7,7,7,4,4,6,3,3,5,5,2,5,3,4,3,6,6
733,6,5,3,2,2,1,1,2,2,1,6,6,5,2,4,1,1,3,5,1,6,7
734,2,3,3,7,4,5,3,5,4,4,6,3,5,5,5,5,5,6,5,3,5,7
735,1,1,1,5,4,2,2,4,1,1,7,7,3,3,3,6,3,3,2,6,3,3
736,1,6,6,2,1,3,5,6,1,1,3,2,3,3,1,1,1,2,2,1,6,4
737,6,6,6,6,6,5,4,3,4,3,1,1,6,6,3,4,3,4,5,5,7,4
738,1,1,1,6,2,5,2,5,1,1,7,6,4,5,2,3,6,3,1,3,2,1
739,5,6,2,5,4,3,6,1,4,4,3,1,7,2,3,4,1,5,5,5,7,7
740,7,7,6,6,4,5,3,3,4,5,5,5,3,6,2,4,1,2,1,1,1,1
741,2,2,3,6,7,5,4,3,1,4,4,3,4,7,5,2,6,3,1,4,7,7
742,3,2,2,6,4,1,3,1,1,4,3,4,1,1,5,1,5,3,4,6,1,1
743,5,2,4,5,4,4,5,2,2,5,4,7,6,4,4,7,7,2,2,2,1,4
744,7,6,2,6,4,5,3,3,2,1,2,1,3,2,1,6,4,3,1,1,2,5
745,3,3,3,5,2,6,6,6,5,4,3,3,1,3,3,4,2,2,2,5,2,1
746,1,1,1,7,5,1,2,1,1,1,5,1,2,4,1,1,1,2,3,2,2,1
747,4,6,3,1,1,7,7,6,6,2,7,7,2,5,5,6,4,7,7,5,4,3
748,2,6,4,4,4,3,5,5,6,5,3,1,1,3,6,7,5,4,5,2,3,2
749,4,5,3,3,6,2,7,5,4,2,5,7,6,3,4,3,1,2,4,4,1,1
750,6,5,7,2,2,6,2,5,5,7,7,7,7,7,2,6,4,6,4,6,4,3
751,4,5,1,3,6,2,3,1,4,2,3,3,3,2,5,1,5,3,3,4,2,3
752,3,6,4,7,3,7,7,7,6,5,4,2,1,3,3,1,5,1,1,2,2,4
753,2,4,4,4,3,2,1,6,7,5,5,3,1,1,6,5,2,7,7,7,7,7
754,3,3,7,3,5,7,6,7,5,3,2,2,6,5,6,6,3,7,3,3,5,4
755,7,5,7,1,4,5,7,3,5,5,7,7,6,7,6,2,2,7,5,6,3,3
756,7,7,4,2,5,3,1,1,5,5,5,4,4,1,2,2,3,3,7,7,4,2
757,3,6,3,4,3,3,2,3,4,4,3,7,5,5,2,5,5,5,1,1,2,2
758,6,7,7,5,5,3,6,3,7,7,2,1,1,1,6,6,7,1,7,3,7,7
759,4,3,4,7,5,3,4,1,4,6,5,7,4,4,4,6,5,3,2,1,4,7
760,2,2,2,3,6,2,3,5,2,3,5,5,1,2,1,2,4,3,2,4,2,2
761,3,2,1,4,4,4,7,7,2,3,4,5,7,7,7,6,5,6,6,7,4,4
762,5,4,2,7,5,7,7,7,2,3,1,5,4,4,5,6,5,1,5,4,1,5
763,4,1,4,6,6,7,4,4,6,5,2,1,5,3,6,7,7,2,2,1,7,6
764,3,3,6,4,4,6,6,5,4,5,3,3,2,1,6,6,6,1,4,1,4,5
765,1,1,1,2,6,1,1,1,2,1,5,7,7,7,2,1,1,1,1,3,3,4
766,2,6,2,2,1,5,7,7,5,1,2,1,5,2,3,3,1,2,6,4,4,6
767,5,6,6,4,1,1,2,3,1,2,5,6,6,7,1,4,5,1,2,5,3,1
768,3,2,3,6,3,2,1,4,3,4,3,1,6,5,2,4,3,3,1,2,1,3
769,3,4,6,2,2,2,2,4,6,4,3,5,1,2,2,7,7,6,4,5,2,5
770,7,7,7,1,1,7,5,5,7,7,1,2,2,4,5,5,7,7,5,6,5,6
771,6,7,6,6,4,1,4,4,5,5,1,1,7,5,1,3,5,2,3,2,2,1
772,6,4,5,6,1,6,4,6,2,4,6,6,2,4,5,7,4,3,5,3,5,7
773,4,6,2,2,6,3,3,5,3,6,3,2,6,4,7,7,7,5,6,7,6,6
774,7,4,6,1,1,6,4,7,6,7,7,4,6,4,4,4,6,6,4,6,6,7
775,2,5,2,4,3,4,4,4,4,4,5,5,6,4,7,4,3,7,7,3,1,2
776,7,5,3,6,2,2,2,4,6,6,3,6,7,6,6,2,2,1,3,3,4,4
777,3,2,3,5,3,1,1,4,1,1,3,2,3,5,5,3,3,1,1,2,3,5
778,4,2,3,6,4,4,1,7,4,3,4,5,7,6,5,4,2,2,2,5,1,1
779,6,4,7,2,1,7,6,7,6,4,6,4,5,7,5,6,6,5,6,4,7,7
780,6,4,3,6,7,7,5,4,5,6,4,7,4,2,4,5,2,2,4,5,2,5
781,3,1,3,3,6,1,2,5,1,1,6,7,2,3,1,3,1,2,1,1,4,3
782,6,3,4,3,5,1,1,1,5,4,1,3,2,2,7,6,6,6,3,3,2,6
783,3,1,1,1,2,6,2,6,6,5,4,3,1,1,5,2,4,4,6,2,2,1
784,7,7,7,6,4,6,5,4,7,6,6,6,5,6,7,5,7,1,1,4,2,7
785,2,4,2,6,1,4,5,1,2,6,7,7,7,7,6,4,1,3,5,3,3,5
786,7,7,7,5,4,6,7,6,7,6,3,3,1,3,5,1,4,5,7,7,3,3
787,5,5,3,3,1,4,7,2,5,3,3,4,6,2,2,6,3,7,7,6,7,7
788,7,7,6,4,6,6,7,7,6,5,5,7,2,3,1,7,4,5,2,6,5,6
789,6,3,5,2,3,7,5,3,4,5,2,1,5,4,7,5,4,7,6,7,2,4
790,1,1,1,4,3,3,1,6,6,3,7,2,5,4,3,7,4,4,1,2,6,1
791,2,2,1,2,4,5,5,5,3,4,5,6,2,2,4,2,7,6,6,7,7,5
792,6,5,5,3,2,4,5,4,7,7,4,5,3,4,7,7,7,5,3,5,7,5
793,5,6,6,4,6,7,7,7,7,7,2,4,3,6,4,7,2,7,7,7,7,7
794,2,4,1,3,3,1,1,1,2,1,6,6,5,2,1,2,1,4,4,1,2,1
795,4,4,2,3,6,5,5,3,2,3,2,4,4,2,6,4,5,1,3,6,4,5
796,6,7,7,6,7,6,7,5,5,6,6,1,1,1,5,3,6,6,7,6,3,6
797,5,6,3,6,4,3,4,2,1,2,2,4,6,5,3,3,3,3,3,4,1,6
798,5,6,1,1,3,1,1,1,1,1,7,1,4,4,6,7,3,5,2,6,6,4
799,4,1,4,1,1,4,5,7,6,3,5,2,2,1,7,7,5,2,2,4,5,4
800,2,5,7,6,5,6,4,5,6,7,1,2,5,3,3,4,7,2,5,2,6,6
801,5,3,5,3,2,7,7,5,2,6,1,6,2,6,6,3,3,5,3,4,5,7
802,2,3,2,2,2,4,1,3,6,6,5,7,1,5,6,5,4,4,6,4,7,7
803,4,2,3,2,2,2,2,2,3,5,3,2,4,7,3,2,3,3,5,4,3,4
804,6,6,7,5,7,5,4,3,7,4,6,3,2,4,6,7,4,4,5,1,2,5
805,4,4,2,2,6,7,5,5,7,5,4,1,4,5,6,3,3,6,5,6,1,4
806,1,3,3,4,2,3,5,5,6,5,3,1,6,6,2,3,2,1,4,3,2,3
807,6,4,7,7,7,7,7,5,7,6,6,3,4,7,6,7,7,7,5,7,2,7
808,6,6,5,4,2,7,6,6,5,6,6,7,3,6,7,7,6,4,5,5,3,5
809,1,1,1,2,7,4,5,6,2,1,2,1,6,2,2,7,5,4,5,2,2,3
810,1,3,3,1,3,1,6,4,1,3,2,1,1,2,1,6,4,7,5,5,1,1
811,4,4,4,2,3,2,2,5,5,2,1,5,3,3,2,4,2,3,1,1,7,5
812,5,5,5,2,6,5,4,7,6,3,5,4,1,1,4,4,2,6,6,6,4,3
813,4,5,5,3,2,5,4,7,4,1,2,3,6,3,1,2,2,4,6,2,4,1
814,6,4,3,5,7,6,6,7,6,7,6,5,4,3,4,6,5,4,5,5,5,7
815,3,5,5,3,3,7,6,5,5,6,5,6,1,1,4,4,3,5,6,6,1,2
816,2,7,2,3,5,6,7,3,5,4,7,7,5,3,3,1,1,6,3,6,5,3
817,1,3,1,1,1,4,5,7,4,3,4,1,6,7,4,2,3,6,2,3,6,5
818,7,6,7,6,7,3,2,4,5,5,4,2,6,7,7,3,7,3,1,6,3,6
819,5,4,6,3,7,2,5,2,6,4,1,1,7,6,5,7,2,3,4,3,4,4
820,1,2,4,5,5,5,4,5,2,1,5,1,3,1,5,1,4,5,4,5,2,3
821,7,7,7,6,4,4,5,5,7,6,6,7,5,4,6,7,6,6,7,5,6,5
822,3,4,2,1,1,1,2,2,3,1,3,4,6,7,4,3,2,1,2,2,5,3
823,6,5,7,3,3,3,3,1,7,6,5,7,6,6,3,3,2,5,2,1,5,1
824,5,2,5,4,1,1,3,2,4,3,7,5,7,7,3,2,1,4,4,5,5,5
825,5,6,7,6,5,4,6,7,6,6,4,2,5,5,1,4,5,1,1,4,5,4
826,5,5,7,1,3,5,1,1,2,3,1,4,1,1,1,2,1,3,3,5,3,4
827,5,3,4,2,5,2,1,2,1,1,6,7,5,2,3,2,4,1,1,2,6,2
828,3,7,7,3,3,4,3,6,4,5,1,1,1,1,5,1,5,6,5,6,5,2
829,4,7,4,5,4,1,1,3,3,1,3,6,1,2,2,1,1,2,2,6,1,1
830,7,5,5,3,6,2,6,5,5,5,7,6,6,7,3,6,3,6,3,5,2,7
831,1,2,3,6,4,3,2,1,1,1,4,4,6,2,6,6,6,2,4,1,5,6
832,4,4,4,2,1,7,4,1,3,5,4,6,7,4,5,7,4,5,7,7,5,7
833,3,4,1,2,7,3,5,4,3,4,4,3,1,4,5,1,3,7,6,4,1,1
834,5,7,6,6,6,7,7,6,6,7,2,7,1,1,5,4,2,4,1,3,6,7
835,7,5,6,2,6,3,1,3,4,4,1,2,3,3,4,4,2,7,7,7,3,5
836,7,5,5,4,5,6,4,5,7,7,7,7,6,7,5,4,4,4,4,7,1,3
837,7,7,7,6,7,5,7,7,6,4,7,7,7,7,4,5,5,4,1,5,1,1
838,3,5,5,6,5,3,3,2,6,6,7,7,5,7,6,5,3,1,3,1,6,3
839,4,3,3,3,1,3,7,7,2,1,3,3,2,5,7,4,4,1,1,2,3,3
840,1,1,2,3,5,4,7,1,6,2,1,1,1,2,7,7,5,4,7,6,7,5
841,3,5,7,6,4,5,7,4,7,6,7,7,6,7,6,7,7,7,7,7,5,7
842,1,3,1,5,6,6,6,1,4,1,5,6,5,3,4,5,3,7,5,2,3,5
843,7,7,7,7,7,7,7,7,7,7,5,5,6,2,4,6,7,5,5,6,7,5
844,4,1,1,5,4,5,1,1,2,3,2,4,5,7,6,3,6,3,4,6,5,2
845,3,2,5,4,2,6,5,5,1,1,6,6,4,4,5,7,6,7,5,6,6,5
846,1,5,7,7,7,7,7,7,7,7,6,5,1,1,6,7,6,6,4,4,3,1
847,2,3,3,3,7,7,7,5,5,5,1,1,3,3,5,5,6,6,3,7,4,6
848,5,4,4,5,2,3,5,6,5,4,7,7,5,5,2,3,3,2,2,2,5,4
849,3,6,4,2,3,3,1,4,6,7,6,7,6,1,5,5,7,6,3,3,1,4
850,2,2,2,1,2,2,5,6,3,6,1,3,7,7,6,4,2,5,5,3,4,6
851,6,5,7,2,6,4,5,2,1,4,1,4,5,4,3,6,5,4,4,3,2,3
852,7,7,3,7,2,5,5,4,7,6,3,2,3,1,7,6,7,7,6,7,7,6
853,5,6,7,2,7,2,1,1,1,2,3,2,6,3,2,3,2,7,7,7,1,1
854,4,1,6,6,5,7,6,6,3,4,4,2,1,6,4,4,4,7,7,6,6,5
855,1,3,3,7,5,6,6,6,3,5,1,1,4,3,3,1,4,2,2,5,2,1
856,6,5,5,2,4,4,3,6,5,4,7,7,7,6,6,4,4,6,7,7,7,7
857,3,3,5,4,5,2,3,3,4,7,7,4,7,6,2,5,5,2,4,3,4,2
858,1,4,2,1,2,7,5,5,4,6,5,2,4,4,7,7,6,7,6,7,5,6
859,2,3,4,6,7,1,1,1,4,5,4,2,3,2,2,5,4,7,6,3,3,5
860,4,6,6,6,5,2,5,5,7,5,5,7,4,6,5,4,2,7,6,7,6,4
861,2,6,2,2,5,7,5,6,6,4,2,6,3,7,6,2,5,2,1,4,4,7
862,4,7,5,2,1,7,6,6,7,4,2,6,2,1,3,3,6,3,4,3,5,2
863,1,1,1,4,3,1,4,2,1,2,5,6,3,4,2,2,3,2,2,2,6,5
864,6,5,7,5,6,2,5,4,7,4,3,5,6,2,3,3,4,4,5,6,3,3
865,7,5,4,5,6,7,3,3,6,6,7,6,1,2,2,6,5,7,5,6,6,7
866,3,3,2,3,7,4,6,5,2,4,6,5,1,2,2,2,3,2,5,1,2,1
867,1,1,1,7,7,5,4,3,1,1,1,1,5,6,1,3,1,3,5,1,1,5
868,6,4,6,7,5,3,1,3,5,4,3,7,5,6,5,2,4,6,7,7,7,5
869,7,6,4,5,7,6,3,7,5,7,4,2,4,4,6,3,2,4,5,5,6,6
870,1,3,1,3,6,3,1,2,6,6,4,3,3,5,3,5,5,7,2,3,6,7
871,5,5,3,6,7,4,6,1,6,5,5,2,2,1,4,6,3,6,7,5,7,6
872,6,5,4,7,6,4,7,7,7,7,6,4,7,7,4,3,1,4,5,5,7,3
873,2,3,5,3,2,4,3,3,5,3,7,5,7,6,1,1,1,2,3,3,4,2
874,1,1,1,6,3,1,3,1,4,3,7,6,2,1,3,5,7,5,7,4,3,1
875,7,3,6,6,7,4,6,3,3,7,5,4,2,7,4,3,7,6,3,2,1,3
876,6,3,6,2,1,4,6,2,3,2,3,7,3,1,3,2,1,3,2,1,6,5
877,5,7,6,4,5,7,7,6,6,6,4,5,5,1,6,3,5,7,7,6,6,6
878,1,1,1,2,1,1,2,1,1,1,3,7,7,5,1,1,3,2,2,3,2,1
879,3,5,3,6,4,3,4,4,5,7,4,3,5,6,2,6,7,3,4,2,6,7
880,5,7,6,1,1,2,1,1,3,3,6,1,3,5,7,5,1,1,4,6,7,5
881,6,1,4,2,3,6,7,5,6,7,7,3,4,4,3,4,3,6,5,5,7,6
882,1,1,2,4,4,1,3,2,1,2,2,2,1,1,3,2,3,1,1,1,4,3
883,3,5,6,4,5,5,4,6,4,6,7,6,1,4,6,7,7,6,6,7,2,2
884,5,6,6,1,2,4,2,4,4,2,2,4,3,1,2,3,4,5,5,4,1,1
885,2,2,3,2,2,5,4,3,5,7,7,7,3,4,2,4,4,2,7,5,5,2
886,6,7,7,3,2,5,4,6,3,4,5,3,2,1,7,5,4,7,3,6,5,6
887,6,7,6,2,3,5,2,5,7,7,4,2,5,6,7,7,4,4,6,5,4,6
888,6,7,7,5,6,7,4,7,7,7,7,7,7,5,6,3,7,6,3,7,5,3
889,1,1,1,6,1,3,1,1,1,1,6,1,1,2,2,1,2,2,2,1,1,1
890,6,7,5,3,4,5,5,5,2,4,6,7,4,3,3,3,5,1,3,2,2,4
891,2,5,4,4,3,3,5,6,5,3,7,6,5,4,2,2,4,1,3,2,6,5
892,7,6,6,6,7,2,1,2,5,5,6,5,6,6,3,2,5,6,4,5,5,4
893,6,5,7,2,4,3,4,2,7,4,3,4,5,3,3,1,4,4,4,2,4,6
894,3,5,2,2,4,7,7,6,3,7,5,6,2,2,4,7,7,4,7,5,1,2
895,6,4,2,7,6,4,3,6,6,5,6,2,6,3,1,1,1,2,3,3,3,3
896,1,2,1,3,1,2,1,4,1,1,7,1,7,5,1,1,1,1,1,1,1,3
897,7,5,5,2,4,1,1,1,3,2,6,7,4,6,3,7,2,7,4,6,4,3
898,3,4,5,4,3,2,2,1,4,5,1,1,5,6,2,4,1,4,2,4,6,2
899,2,3,4,3,3,3,5,2,1,3,6,4,6,3,3,3,7,4,4,1,2,1
900,3,1,1,1,2,3,1,2,4,5,3,1,4,7,6,6,4,6,3,3,5,3
901,5,4,1,2,1,6,3,6,2,2,1,3,4,5,1,1,2,1,1,2,6,5
902,5,2,3,3,7,4,4,3,4,4,3,2,3,6,3,5,6,2,5,2,5,7
903,5,2,7,7,7,3,6,5,4,7,3,1,6,4,7,6,6,1,3,7,5,5
