firm_id,state,geo_zone,location_type,sector,isic_section,isic_2digit,firm_age_years,employees_full_time,annual_turnover_naira,legal_structure,owner_age,owner_gender,owner_education,owner_field_of_study,owner_prior_entre_experience,owner_digital_literacy_0_100,B1_digital_tools_computers,B1_digital_tools_accounting_software,B1_digital_tools_crm,B1_digital_tools_ecommerce,B1_digital_tools_cloud,B1_digital_tools_social_media,B2_advanced_ai_ml,B2_advanced_iot,B2_advanced_blockchain,B2_advanced_robotics,B3_process_new_methods,B3_process_supply_chain_software,B3_process_support_techniques,B4_product_new_or_improved,B4_product_launch_frequency,B5_bmi_revenue_model_changes,B5_bmi_value_prop_changes,B5_bmi_customer_engagement_changes,B6_drivers_competitive_pressure,B6_drivers_customer_demand,B6_drivers_top_mgmt_attitude,B_comp_digital_tools_mean_1_5,B_comp_advanced_tech_mean_1_5,B_comp_process_innovation_mean_1_5,B_comp_product_innovation_mean_1_5,B_comp_bmi_mean_1_5,B_comp_level_digitization_1_5,B_comp_level_digitization_score_0_100,C1_financial_access_to_credit,C1_financial_cost_of_innovation,C1_financial_internal_capital_sufficiency,C2_human_skill_shortage,C2_human_training_cost,C2_human_mgmt_capability_for_change,C3_infra_power_reliability,C3_infra_internet_quality_cost,C3_infra_logistics_access,C4_regulatory_burden_taxes,C4_regulatory_corruption_informal_charges,C4_regulatory_govt_program_effectiveness,C5_market_competition_intensity,C5_market_demand_uncertainty,C5_market_international_access,D1_subj_profitability_growth,D1_subj_sales_growth,D1_subj_market_share_growth,D1_subj_roi,D1_subj_overall_perf_satisfaction,D_comp_subjective_performance_mean_1_5,D2_obj_annual_turnover_naira,D2_obj_profit_naira,D2_obj_turnover_band,D2_obj_profit_band,D2_obj_employee_growth_rate_pct,D2_obj_num_new_branches_clients,D3_nonfin_increase_product_lines,D3_nonfin_quality_improved,D3_nonfin_customer_satisfaction_retention
F2025002156,Oyo,South West,Rural,Agriculture,A,01,8,8,13982728.45133671,Cooperative/Other,28,Female,Postgraduate,Business/Management,0,54.485045726413674,4,2,3,4,3,4,4,4,4,4,1,2,2,1,2,1,4,2,2,2,4,3.3333333333333335,4.0,1.6666666666666667,1.5,2.3333333333333335,5.0,100.0,4,5,3,1,1,1,3,3,4,1,1,1,3,5,5,5,5,2,5,5,4.4,13982728.45133671,3402868.0113212746,₦5m–₦20m,₦2m–₦10m,18.55154402596281,0,4,1,4
F2025002157,Lagos,South West,Urban,Manufacturing,C,10,8,6,11194790.005413093,Sole Proprietorship,42,Female,Tertiary,Business/Management,1,59.321228828211986,5,5,4,4,5,4,5,5,4,4,5,5,5,3,4,4,1,1,5,3,4,4.5,4.5,5.0,3.5,2.0,4.0,75.0,1,1,1,5,4,5,2,3,5,3,4,1,5,3,3,5,5,5,5,5,5.0,11194790.005413093,3811424.101477309,₦5m–₦20m,₦2m–₦10m,8.135809319944205,1,3,5,3
F2025002158,Anambra,South East,Rural,Retail & Wholesale,G,47,12,15,31590280.50588167,Partnership,41,Female,Secondary,Arts/Social Sciences,0,60.25834802665432,4,5,4,4,3,4,5,5,5,5,3,3,4,2,4,1,1,1,2,1,4,4.0,5.0,3.3333333333333335,3.0,1.0,4.0,75.0,2,1,4,2,5,2,1,1,3,3,1,1,4,2,4,5,5,3,5,5,4.6,31590280.50588167,5880402.715655888,₦20m–₦100m,₦2m–₦10m,-12.843507219256045,0,1,3,1
F2025002159,Kaduna,North West,Rural,Retail & Wholesale,G,47,7,5,16198923.938058397,Sole Proprietorship,24,Female,Secondary,Sciences,1,60.51212167702728,5,3,5,5,4,4,2,2,2,2,2,1,3,2,3,2,1,1,2,4,2,4.333333333333333,2.0,2.0,2.5,1.3333333333333333,3.0,50.0,2,2,3,4,1,1,2,1,1,2,2,2,2,1,1,5,5,5,5,5,5.0,16198923.938058397,3811308.2972733662,₦5m–₦20m,₦2m–₦10m,-2.772295640551825,0,3,3,2
F2025002160,Anambra,South East,Rural,Transport & Logistics,H,49,5,10,17785291.3191288,Partnership,46,Male,Secondary,Arts/Social Sciences,0,48.373174501810965,5,5,5,5,5,5,2,2,2,2,4,4,5,4,1,3,4,3,1,3,2,5.0,2.0,4.333333333333333,2.5,3.3333333333333335,4.0,75.0,1,1,1,1,1,1,3,4,5,4,2,3,4,4,5,5,5,5,5,5,5.0,17785291.3191288,4399076.779495403,₦5m–₦20m,₦2m–₦10m,-1.0735138022224275,0,3,3,1
F2025002161,Benue,North Central,Rural,Education & Health,P/Q,86,20,8,10296469.263374977,Sole Proprietorship,46,Female,Postgraduate,Engineering/Technology,1,70.47744703147605,2,4,4,1,2,4,4,4,4,4,2,3,1,1,3,4,4,4,3,1,5,2.8333333333333335,4.0,2.0,2.0,4.0,4.0,75.0,2,2,4,4,3,5,2,2,2,5,5,4,2,4,1,4,5,5,5,5,4.8,10296469.263374977,1010143.7079676657,₦5m–₦20m,₦0.5m–₦2m,4.709743453436236,5,2,1,4
F2025002162,Sokoto,North West,Rural,Retail & Wholesale,G,47,9,6,13003288.814252717,Sole Proprietorship,31,Female,Tertiary,Arts/Social Sciences,0,65.45158112199563,5,5,4,4,3,2,2,2,2,1,4,2,3,5,1,3,3,4,1,4,3,3.8333333333333335,1.75,3.0,3.0,3.3333333333333335,4.0,75.0,2,1,4,3,3,5,5,5,5,4,4,4,3,5,4,5,5,2,5,5,4.4,13003288.814252717,2453178.135037841,₦5m–₦20m,₦2m–₦10m,-0.2567879897072802,2,2,1,4
F2025002163,Rivers,South South,Urban,Transport & Logistics,H,49,9,5,5686659.69819213,Limited Liability,37,Female,Secondary,Sciences,1,37.640334975128425,5,1,4,4,1,2,2,2,1,1,3,1,3,5,4,2,2,2,4,3,4,2.8333333333333335,1.5,2.3333333333333335,4.5,2.0,4.0,75.0,1,1,4,5,5,5,1,1,2,1,4,5,4,3,3,5,4,5,4,4,4.4,5686659.69819213,1205647.3820574724,₦5m–₦20m,₦0.5m–₦2m,2.0515134320159176,1,3,3,4
F2025002164,Kano,North West,Rural,Hospitality & Food Services,I,56,11,7,12895367.244672278,Sole Proprietorship,35,Male,Secondary,Engineering/Technology,1,45.86538073960555,5,3,4,4,4,3,5,5,4,4,4,2,5,1,3,3,2,5,5,5,3,3.8333333333333335,4.5,3.6666666666666665,2.0,3.3333333333333335,5.0,100.0,1,3,3,5,5,5,2,3,4,3,2,2,5,5,2,5,5,5,5,5,5.0,12895367.244672278,2262687.408989445,₦5m–₦20m,₦2m–₦10m,16.57891596411275,0,1,4,4
F2025002165,Edo,South South,Urban,Hospitality & Food Services,I,56,18,17,13205885.686270805,Limited Liability,27,Male,Tertiary,Sciences,0,68.48076661885233,2,3,1,4,4,3,4,4,4,4,5,4,4,3,5,5,5,5,1,4,4,2.8333333333333335,4.0,4.333333333333333,4.0,5.0,5.0,100.0,4,3,4,3,1,1,2,4,3,2,1,4,1,1,1,5,5,5,5,5,5.0,13205885.686270805,3575819.011280487,₦5m–₦20m,₦2m–₦10m,4.38443863775277,1,5,3,5
F2025002166,Taraba,North East,Rural,Manufacturing,C,10,2,5,8709006.841969725,Limited Liability,50,Female,Tertiary,Business/Management,0,43.126139736360486,2,3,5,2,4,3,5,5,5,5,2,3,1,3,3,3,4,4,2,4,4,3.1666666666666665,5.0,2.0,3.0,3.6666666666666665,5.0,100.0,3,5,3,1,1,1,2,1,2,3,2,2,3,2,1,4,5,5,3,5,4.4,8709006.841969725,2460976.4391652085,₦5m–₦20m,₦2m–₦10m,12.565884922995114,1,4,3,4
F2025002167,Kano,North West,Rural,Retail & Wholesale,G,47,4,4,4759483.16426169,Limited Liability,33,Female,Tertiary,Arts/Social Sciences,1,69.27047464063764,4,2,2,3,2,4,1,1,1,1,5,4,5,1,2,2,3,4,3,5,1,2.8333333333333335,1.0,4.666666666666667,1.5,3.0,3.0,50.0,2,2,1,4,5,2,2,2,2,4,5,5,4,3,3,4,5,2,5,4,4.0,,,₦1m–₦5m,₦0.5m–₦2m,-9.554780945009455,0,1,1,5
F2025002168,Rivers,South South,Urban,Retail & Wholesale,G,47,14,6,9192714.876400473,Sole Proprietorship,34,Female,Secondary,Agric/Environment,0,68.93379925049936,2,3,4,2,2,3,3,3,2,2,3,4,2,3,2,1,1,4,4,1,4,2.6666666666666665,2.5,3.0,2.5,2.0,3.0,50.0,3,2,2,5,2,2,2,4,4,5,3,3,1,1,3,3,5,3,5,5,4.2,9192714.876400473,1751949.732286445,₦5m–₦20m,₦0.5m–₦2m,9.664045420080528,0,3,2,4
F2025002169,Rivers,South South,Rural,Other Services,S,96,17,6,14694689.751185058,Sole Proprietorship,23,Male,Tertiary,Sciences,0,65.93710452645435,5,5,3,1,2,5,5,5,5,5,1,2,5,5,5,1,3,3,3,4,3,3.5,5.0,2.6666666666666665,5.0,2.3333333333333335,3.0,50.0,1,1,1,2,5,4,4,5,3,3,4,5,5,5,5,5,4,5,5,5,4.8,14694689.751185058,2879729.75493487,₦5m–₦20m,₦2m–₦10m,-9.499865815438882,0,5,3,3
F2025002170,Yobe,North East,Urban,Retail & Wholesale,G,47,7,23,13845301.266870555,Sole Proprietorship,26,Male,Tertiary,Agric/Environment,0,69.80571749518003,5,5,5,4,5,3,2,2,2,1,1,5,5,1,2,2,5,3,1,4,2,4.5,1.75,3.6666666666666665,1.5,3.3333333333333335,5.0,100.0,4,2,2,1,2,1,3,4,2,1,1,4,4,4,4,5,5,5,2,5,4.4,13845301.266870555,4745259.937065134,₦5m–₦20m,₦2m–₦10m,20.947135717790893,3,1,2,4
F2025002171,Lagos,South West,Rural,Transport & Logistics,H,49,1,7,4413016.552549253,Sole Proprietorship,40,Male,Secondary,Arts/Social Sciences,1,52.08364758803544,3,1,4,3,3,2,3,4,3,3,5,5,4,5,4,4,3,5,3,2,4,2.6666666666666665,3.25,4.666666666666667,4.5,4.0,2.0,25.0,1,1,1,2,5,3,4,5,4,5,4,2,2,4,3,4,5,5,5,5,4.8,,,₦1m–₦5m,₦0.5m–₦2m,-1.4236903910202556,0,5,5,3
F2025002172,Ondo,South West,Rural,IT & Professional Services,J,62,15,4,12017642.219931303,Sole Proprietorship,43,Male,Tertiary,Agric/Environment,0,62.486146214156335,5,5,5,3,4,4,2,3,2,2,5,5,5,3,3,2,3,3,2,4,1,4.333333333333333,2.25,5.0,3.0,2.6666666666666665,3.0,50.0,3,2,3,3,1,3,2,4,3,3,2,4,5,5,3,5,4,5,5,5,4.8,12017642.219931303,3591527.893733182,₦5m–₦20m,₦2m–₦10m,4.440036114767107,1,3,4,4
F2025002173,Lagos,South West,Urban,IT & Professional Services,J,62,2,4,5463721.308015557,Sole Proprietorship,23,Female,Secondary,Engineering/Technology,0,59.87841573453442,5,4,5,5,5,5,1,2,1,1,1,2,2,5,5,5,3,4,3,5,2,4.833333333333333,1.25,1.6666666666666667,5.0,4.0,3.0,50.0,2,4,3,2,4,4,2,4,5,1,2,4,1,1,1,5,5,3,5,3,4.2,5463721.308015557,1646605.1176298915,₦5m–₦20m,₦0.5m–₦2m,8.103721904577677,2,4,1,5
F2025002174,Lagos,South West,Rural,Transport & Logistics,H,49,14,4,8687088.834715754,Sole Proprietorship,40,Male,Tertiary,Arts/Social Sciences,0,73.81170396992898,1,3,4,4,3,3,1,2,1,1,2,3,3,3,4,4,5,5,4,5,5,3.0,1.25,2.6666666666666665,3.5,4.666666666666667,5.0,100.0,1,1,1,2,2,2,4,1,2,2,1,2,3,3,3,5,5,5,5,5,5.0,8687088.834715754,2329148.288249568,₦5m–₦20m,₦2m–₦10m,13.932173913602282,0,2,2,5
F2025002175,Imo,South East,Urban,Transport & Logistics,H,49,7,7,5120733.02152169,Sole Proprietorship,39,Female,Primary,Sciences,1,30.077968349813517,4,2,2,2,2,3,4,4,4,3,5,3,4,5,5,3,1,2,2,3,4,2.5,3.75,4.0,5.0,2.0,4.0,75.0,3,4,5,4,4,2,3,3,4,1,5,1,5,1,4,5,5,4,5,5,4.8,5120733.02152169,1416667.6482531568,₦5m–₦20m,₦0.5m–₦2m,-7.223659017918341,4,5,5,5
F2025002176,Abuja FCT,North Central,Rural,Transport & Logistics,H,49,13,5,3593638.8084508665,Sole Proprietorship,52,Female,Tertiary,Arts/Social Sciences,0,59.49926104789627,5,5,3,4,5,5,2,3,2,2,2,5,3,3,1,4,2,1,4,1,2,4.5,2.25,3.3333333333333335,2.0,2.3333333333333335,2.0,25.0,2,4,2,2,2,5,5,3,4,3,5,5,2,3,3,5,4,5,5,4,4.6,3593638.8084508665,574017.2484469813,₦1m–₦5m,₦0.5m–₦2m,2.080721917545409,1,1,2,1
F2025002177,Edo,South South,Rural,Construction,F,41,8,12,30257725.222922962,Cooperative/Other,24,Male,Tertiary,Business/Management,1,73.0337969652856,2,5,1,2,1,5,1,1,1,1,3,5,2,1,3,1,2,3,3,2,4,2.6666666666666665,1.0,3.3333333333333335,2.0,2.0,4.0,75.0,1,2,3,5,5,5,5,2,5,3,4,5,5,4,5,5,4,5,5,5,4.8,30257725.222922962,1416498.8626795807,₦20m–₦100m,₦0.5m–₦2m,21.762658582247465,1,1,4,4
F2025002178,Lagos,South West,Urban,IT & Professional Services,J,62,19,10,19236923.146020085,Cooperative/Other,45,Male,Primary,Business/Management,1,30.655110824616127,3,2,3,2,5,4,4,4,4,3,5,5,4,1,2,4,4,2,4,5,1,3.1666666666666665,3.75,4.666666666666667,1.5,3.3333333333333335,4.0,75.0,3,3,1,5,3,4,4,2,3,1,2,2,1,2,2,5,5,4,5,4,4.6,,,₦5m–₦20m,₦2m–₦10m,8.25514896476606,1,1,2,4
F2025002179,Lagos,South West,Urban,Agriculture,A,01,8,7,9105642.864711963,Sole Proprietorship,46,Male,Tertiary,Arts/Social Sciences,0,73.10264376086378,4,4,4,5,4,4,2,2,1,1,1,1,2,4,4,1,1,1,1,1,3,4.166666666666667,1.5,1.3333333333333333,4.0,1.0,5.0,100.0,3,2,4,5,5,5,1,2,3,4,4,3,2,1,2,5,4,5,3,4,4.2,9105642.864711963,1959211.8115692115,₦5m–₦20m,₦0.5m–₦2m,10.754527481881079,0,4,2,1
F2025002180,Ondo,South West,Rural,Construction,F,41,19,3,14242445.202307655,Sole Proprietorship,34,Male,Postgraduate,Arts/Social Sciences,0,63.68635056459153,4,4,3,3,4,3,2,2,1,1,4,2,2,5,5,1,3,2,5,4,3,3.5,1.5,2.6666666666666665,5.0,2.0,5.0,100.0,2,1,1,1,5,4,1,1,2,4,2,2,3,4,3,5,5,5,5,5,5.0,14242445.202307655,3586056.346267486,₦5m–₦20m,₦2m–₦10m,-0.39395055540392165,2,5,3,5
F2025002181,Benué,North Central,Rural,Retail & Wholesale,G,47,11,2,5175705.330069227,Limited Liability,45,Female,Tertiary,Engineering/Technology,0,66.78895123606206,4,4,3,3,4,2,3,3,2,2,2,3,4,1,1,1,2,2,2,4,4,3.3333333333333335,2.5,3.0,1.0,1.6666666666666667,2.0,25.0,2,2,2,3,4,5,3,5,2,1,2,1,5,4,5,2,5,5,5,2,3.8,5175705.330069227,1083596.1033833702,₦5m–₦20m,₦0.5m–₦2m,6.402264773087368,0,1,3,1
F2025002182,Lagos,South West,Rural,Retail & Wholesale,G,47,11,4,7355503.279720766,Partnership,48,Female,Tertiary,Agric/Environment,0,59.38689501913652,2,3,3,3,3,2,3,4,3,3,4,4,2,1,1,4,5,2,3,2,3,2.6666666666666665,3.25,3.3333333333333335,1.0,3.6666666666666665,4.0,75.0,1,4,4,5,4,5,2,1,1,1,1,1,5,1,2,5,3,3,5,4,4.0,7355503.279720766,1331770.6516609655,₦5m–₦20m,₦0.5m–₦2m,13.615732738736991,0,1,2,1
F2025002183,Niger,North Central,Urban,Manufacturing,C,10,17,9,12052518.233892055,Sole Proprietorship,47,Female,Tertiary,Sciences,1,71.92552329571834,5,4,4,4,4,4,5,5,5,5,4,5,4,3,4,4,5,4,1,3,1,4.166666666666667,5.0,4.333333333333333,3.5,4.333333333333333,4.0,75.0,4,2,3,2,4,3,1,2,4,1,2,1,1,5,1,5,5,4,5,4,4.6,12052518.233892055,3980017.879431735,₦5m–₦20m,₦2m–₦10m,1.1131204766317409,0,4,2,3
F2025002184,Kano,North West,Urban,Hospitality & Food Services,I,56,2,4,4835950.938480266,Sole Proprietorship,36,Male,Tertiary,Arts/Social Sciences,1,79.72270600837359,4,5,3,3,4,4,5,5,5,4,5,3,3,4,2,5,4,2,4,4,3,3.8333333333333335,4.75,3.6666666666666665,3.0,3.6666666666666665,2.0,25.0,2,2,4,2,2,5,1,1,1,2,2,4,3,3,3,5,5,5,4,4,4.6,4835950.938480266,1345405.380447002,₦1m–₦5m,₦0.5m–₦2m,12.649340888023486,4,4,4,5
F2025002185,Nasarawa,North Central,Rural,Agriculture,A,01,3,4,6492885.67131933,Sole Proprietorship,49,Female,Tertiary,Arts/Social Sciences,0,83.22465233718009,5,4,4,3,5,5,1,1,1,1,5,5,5,2,1,5,5,3,1,4,4,4.333333333333333,1.0,5.0,1.5,4.333333333333333,4.0,75.0,1,1,1,4,1,1,1,3,1,2,5,1,3,3,3,5,5,4,5,5,4.8,6492885.67131933,1866468.227863124,₦5m–₦20m,₦0.5m–₦2m,13.091355433657878,1,1,4,3
F2025002186,Bayelsa,South South,Rural,IT & Professional Services,J,62,3,3,3867628.3264291394,Sole Proprietorship,38,Male,Secondary,Arts/Social Sciences,1,45.64147044792155,4,4,5,5,3,3,5,5,4,4,5,5,5,1,3,5,4,4,2,2,4,4.0,4.5,5.0,2.0,4.333333333333333,5.0,100.0,5,3,5,2,2,2,4,3,4,3,1,3,1,1,1,5,4,4,5,5,4.6,3867628.3264291394,1314791.3882389676,₦1m–₦5m,₦0.5m–₦2m,-4.286064893744292,0,1,3,5
F2025002187,Oyo,South West,Rural,IT & Professional Services,J,62,11,20,43638347.312098816,Partnership,37,Female,Primary,Business/Management,1,26.50385690048405,3,4,4,4,2,2,5,5,5,5,5,5,5,4,5,5,5,5,1,3,4,3.1666666666666665,5.0,5.0,4.5,5.0,5.0,100.0,1,1,2,3,3,2,3,4,1,4,3,4,4,3,1,5,5,5,5,5,5.0,,,₦20m–₦100m,₦10m–₦50m,2.9969595066305277,2,2,5,5
F2025002188,Abuja FCT,North Central,Rural,Manufacturing,C,10,13,3,5474582.080057356,Sole Proprietorship,37,Male,Secondary,Business/Management,1,41.30220482753522,2,3,2,2,2,2,4,5,4,4,2,1,3,4,1,4,5,3,2,4,4,2.1666666666666665,4.25,2.0,2.5,4.0,4.0,75.0,2,3,1,5,5,4,3,5,4,3,2,2,5,4,5,5,4,5,2,4,4.0,5474582.080057356,710160.626944592,₦5m–₦20m,₦0.5m–₦2m,4.7488263421654295,0,3,2,3
F2025002189,Lagos,South West,Urban,Transport & Logistics,H,49,12,9,15917286.839464784,Sole Proprietorship,30,Male,Secondary,Engineering/Technology,0,49.55193091762527,5,5,5,5,3,5,5,5,4,4,5,4,5,4,4,5,5,5,4,4,5,4.666666666666667,4.5,4.666666666666667,4.0,5.0,5.0,100.0,3,4,3,3,3,4,1,1,4,2,3,1,2,2,2,4,5,5,5,5,4.8,,,₦5m–₦20m,₦2m–₦10m,8.540768431159664,0,5,4,5
F2025002190,Lagos,South West,Urban,Other Services,S,96,13,6,5665533.180010982,Sole Proprietorship,42,Male,Tertiary,Other,1,66.96124188210372,5,5,5,4,4,5,2,2,1,1,5,5,3,2,2,5,2,1,5,5,3,4.666666666666667,1.5,4.333333333333333,2.0,2.6666666666666665,3.0,50.0,3,3,2,5,3,4,1,1,3,3,4,3,3,2,2,5,4,5,5,5,4.8,,,₦5m–₦20m,₦0.5m–₦2m,5.4854435255974066,0,3,3,3
F2025002191,Anambra,South East,Rural,Manufacturing,C,10,11,9,17748332.570151698,Limited Liability,46,Male,Tertiary,Engineering/Technology,1,54.30416704442294,5,4,4,5,5,5,2,2,1,1,3,3,2,3,5,5,4,4,1,4,2,4.666666666666667,1.5,2.6666666666666665,4.0,4.333333333333333,4.0,75.0,5,2,4,4,2,2,2,4,4,5,3,5,4,3,4,3,4,5,5,5,4.4,17748332.570151698,4316171.692649967,₦5m–₦20m,₦2m–₦10m,-11.747544686235312,1,1,2,4
F2025002192,Gombe,North East,Rural,Other Services,S,96,7,2,2664682.344893386,Sole Proprietorship,28,Male,Postgraduate,Other,1,78.7955620487209,1,1,2,1,3,1,1,1,1,1,1,1,1,5,5,2,5,5,3,5,3,1.5,1.0,1.0,5.0,4.0,1.0,0.0,5,5,5,5,4,5,2,4,1,5,3,2,3,5,3,1,5,3,5,5,3.8,,,₦1m–₦5m,Loss/Break-even,5.089206175849546,1,5,3,4
F2025002193,Bauchi,North East,Rural,Retail & Wholesale,G,47,16,2,943243.156398888,Sole Proprietorship,33,Female,Secondary,Other,1,46.68333272856235,3,3,3,2,3,4,3,3,3,2,4,5,4,2,2,3,1,2,4,2,3,3.0,2.75,4.333333333333333,2.0,2.0,5.0,100.0,3,3,2,5,5,4,3,1,4,4,1,1,1,1,2,5,3,4,2,4,3.6,943243.156398888,193670.40802712477,< ₦1m,Loss/Break-even,0.21172503987656952,1,3,5,2
F2025002194,Kogi,North Central,Rural,Hospitality & Food Services,I,56,4,8,9838555.445789477,Sole Proprietorship,31,Female,Secondary,Business/Management,0,40.445859683852866,4,4,2,2,3,4,3,3,2,2,3,5,3,1,2,3,2,3,4,3,3,3.1666666666666665,2.5,3.6666666666666665,1.5,2.6666666666666665,1.0,0.0,2,4,1,3,4,3,3,3,4,3,3,3,1,4,4,5,5,5,5,5,5.0,,,₦5m–₦20m,₦0.5m–₦2m,-5.253022095641456,0,2,3,3
F2025002195,Delta,South South,Urban,Retail & Wholesale,G,47,13,10,8353709.103955753,Partnership,23,Female,Tertiary,Arts/Social Sciences,1,68.55959681468273,4,3,3,5,5,5,4,4,4,4,3,4,3,1,5,4,2,4,5,1,4,4.166666666666667,4.0,3.3333333333333335,3.0,3.3333333333333335,5.0,100.0,2,2,1,4,4,3,1,2,3,1,2,1,3,4,2,5,5,5,5,5,5.0,8353709.103955753,1916918.1759932563,₦5m–₦20m,₦0.5m–₦2m,4.76720761338264,1,4,4,3
F2025002196,Ebonyi,South East,Rural,Agriculture,A,01,0,4,2410058.5812585815,Limited Liability,32,Female,Tertiary,Arts/Social Sciences,1,78.05176669375314,5,2,5,4,4,4,2,2,1,1,4,3,1,1,1,2,2,2,3,2,2,4.0,1.5,2.6666666666666665,1.0,2.0,2.0,25.0,1,1,1,2,4,2,4,4,3,2,5,3,3,4,2,5,4,4,3,4,4.0,2410058.5812585815,399798.38847309584,₦1m–₦5m,Loss/Break-even,-5.667742374281454,2,1,2,2
F2025002197,Plateau,North Central,Rural,Transport & Logistics,H,49,0,8,8217181.718046088,Sole Proprietorship,33,Male,Postgraduate,Engineering/Technology,1,80.29335136538258,2,2,1,2,5,4,1,1,1,1,1,1,1,1,2,2,2,3,3,5,5,2.6666666666666665,1.0,1.0,1.5,2.3333333333333335,4.0,75.0,2,2,2,4,3,2,2,1,2,5,5,4,4,2,2,5,5,5,4,4,4.6,8217181.718046088,1879634.9278538341,₦5m–₦20m,₦0.5m–₦2m,15.00569629935457,0,2,1,4
F2025002198,Akwa Ibom,South South,Rural,Agriculture,A,01,6,5,4855198.078729182,Partnership,40,Male,Tertiary,Business/Management,0,67.89075377784822,2,2,2,3,3,2,1,1,1,1,5,5,5,2,1,5,4,4,2,1,3,2.3333333333333335,1.0,5.0,1.5,4.333333333333333,3.0,50.0,3,1,4,2,2,1,2,2,1,5,3,1,4,3,2,4,5,4,5,3,4.2,4855198.078729182,668626.1467139347,₦1m–₦5m,₦0.5m–₦2m,11.219186104418414,0,3,3,2
F2025002199,Lagos,South West,Urban,Agriculture,A,01,18,6,12265571.748635609,Cooperative/Other,39,Male,Tertiary,Engineering/Technology,1,80.50657970421824,5,5,4,5,2,4,2,2,2,2,2,5,3,3,5,1,1,2,3,4,4,4.166666666666667,2.0,3.3333333333333335,4.0,1.3333333333333333,5.0,100.0,1,2,1,3,3,5,5,5,4,5,4,4,3,3,2,5,5,5,5,5,5.0,12265571.748635609,2950920.712207751,₦5m–₦20m,₦2m–₦10m,-1.364093236880327,1,4,3,3
F2025002200,Imo,South East,Rural,Other Services,S,96,12,3,2023471.6475150615,Limited Liability,52,Female,Secondary,Business/Management,0,29.584786710267316,3,3,3,3,5,4,2,2,1,1,2,4,5,3,4,3,4,5,4,1,4,3.5,1.5,3.6666666666666665,3.5,4.0,5.0,100.0,1,5,1,4,5,5,4,4,3,5,3,1,4,3,3,5,4,5,5,2,4.2,2023471.6475150615,451496.71209076955,₦1m–₦5m,Loss/Break-even,-3.5596951575785165,0,3,3,4
F2025002201,Edo,South South,Urban,Retail & Wholesale,G,47,19,3,4572003.624642472,Partnership,32,Male,Tertiary,Engineering/Technology,0,72.03819526984152,5,3,2,5,4,3,4,5,4,4,4,4,3,1,4,4,4,4,3,5,5,3.6666666666666665,4.25,3.6666666666666665,2.5,4.0,4.0,75.0,3,4,2,1,3,3,1,3,4,5,4,1,3,3,3,5,5,5,5,5,5.0,,,₦1m–₦5m,₦0.5m–₦2m,14.437779168482548,1,2,4,4
F2025002202,Jigawa,North West,Rural,Agriculture,A,01,0,5,1805507.4648259645,Sole Proprietorship,56,Female,Tertiary,Arts/Social Sciences,0,64.14050897199891,5,5,5,4,4,5,1,1,1,1,2,4,4,3,5,1,3,1,2,2,3,4.666666666666667,1.0,3.3333333333333335,4.0,1.6666666666666667,4.0,75.0,2,5,4,2,4,2,3,1,2,3,2,4,3,4,5,4,5,5,5,3,4.4,1805507.4648259645,309796.0972884217,₦1m–₦5m,Loss/Break-even,11.488374983666375,1,4,5,3
F2025002203,Jigawa,North West,Rural,Retail & Wholesale,G,47,12,4,1821969.4965134566,Sole Proprietorship,38,Male,Tertiary,Business/Management,1,79.00240721283005,2,4,5,1,4,5,4,4,4,4,3,4,4,1,1,5,5,4,2,1,3,3.5,4.0,3.6666666666666665,1.0,4.666666666666667,5.0,100.0,4,5,3,2,2,1,1,1,2,3,4,5,3,5,4,5,5,4,4,4,4.4,1821969.4965134566,349180.6187741304,₦1m–₦5m,Loss/Break-even,3.8077028198761047,4,1,2,1
F2025002204,Sokoto,North West,Urban,Retail & Wholesale,G,47,13,3,2048682.8961489468,Partnership,33,Male,Secondary,Engineering/Technology,0,54.95917519163699,5,4,3,4,2,4,3,4,3,3,3,3,4,5,5,4,2,2,2,4,3,3.6666666666666665,3.25,3.3333333333333335,5.0,2.6666666666666665,2.0,25.0,2,2,5,2,3,1,5,5,4,3,3,3,4,4,3,5,5,3,5,5,4.6,,,₦1m–₦5m,₦0.5m–₦2m,5.3328461615771765,1,5,4,5
F2025002205,Abuja FCT,North Central,Rural,Transport & Logistics,H,49,12,4,7569063.623907024,Limited Liability,38,Male,Tertiary,Other,0,67.29031717239,5,3,1,3,1,1,4,4,4,4,5,4,2,4,4,3,3,3,3,2,3,2.3333333333333335,4.0,3.6666666666666665,4.0,3.0,3.0,50.0,5,4,5,2,2,2,2,2,4,3,2,2,1,5,3,4,5,4,5,2,4.0,7569063.623907024,1249075.4114305787,₦5m–₦20m,₦0.5m–₦2m,1.2610948778861073,0,5,3,4
F2025002206,Anambra,South East,Urban,Transport & Logistics,H,49,13,5,6364248.011109598,Sole Proprietorship,55,Female,Secondary,Other,1,65.13011720081315,5,5,5,5,5,5,4,4,4,3,4,4,5,4,4,4,4,3,4,3,3,5.0,3.75,4.333333333333333,4.0,3.6666666666666665,4.0,75.0,1,1,1,5,4,5,2,5,2,5,5,5,5,3,2,5,4,5,5,4,4.6,6364248.011109598,1826305.9504130974,₦5m–₦20m,₦0.5m–₦2m,13.738140876760568,2,2,4,3
