respondent_id,Country,Country_label,Age,Gender,Gender_label,Education,Education_label,Income_Level,Income_Level_label,Bank_Type,Bank_Type_label,Years_with_Account,Frequency_of_Use,Frequency_of_Use_label,Past_Victim,Past_Victim_label
5057,2,Ghana,23,2,Female,6,Postgraduate,4,"₵2,501–₵5,000",1,Traditional Commercial,12,3,Weekly,0,No
5058,1,Nigeria,32,2,Female,5,Undergraduate,3,"₦100,001–₦250,000",3,Microfinance,3,3,Weekly,1,Yes
5059,2,Ghana,43,1,Male,2,Primary,2,"₵500–₵1,000",1,Traditional Commercial,10,3,Weekly,0,No
5060,1,Nigeria,25,2,Female,3,Secondary,3,"₦100,001–₦250,000",1,Traditional Commercial,3,3,Weekly,0,No
5061,1,Nigeria,55,1,Male,5,Undergraduate,3,"₦100,001–₦250,000",1,Traditional Commercial,20,1,Daily,0,No
5062,2,Ghana,44,1,Male,3,Secondary,2,"₵500–₵1,000",1,Traditional Commercial,14,3,Weekly,0,No
5063,2,Ghana,25,2,Female,5,Undergraduate,2,"₵500–₵1,000",1,Traditional Commercial,7,1,Daily,0,No
5064,2,Ghana,24,1,Male,6,Postgraduate,2,"₵500–₵1,000",2,Digital-Only Bank,3,3,Weekly,0,No
5065,1,Nigeria,54,2,Female,5,Undergraduate,5,">₦500,000",2,Digital-Only Bank,15,4,Monthly,0,No
5066,1,Nigeria,61,2,Female,2,Primary,5,">₦500,000",3,Microfinance,25,3,Weekly,0,No
5067,2,Ghana,66,2,Female,6,Postgraduate,2,"₵500–₵1,000",1,Traditional Commercial,35,5,Less than monthly,1,Yes
5068,1,Nigeria,34,1,Male,3,Secondary,3,"₦100,001–₦250,000",2,Digital-Only Bank,9,1,Daily,1,Yes
5069,2,Ghana,45,2,Female,2,Primary,4,"₵2,501–₵5,000",1,Traditional Commercial,6,3,Weekly,0,No
5070,1,Nigeria,48,2,Female,5,Undergraduate,3,"₦100,001–₦250,000",3,Microfinance,19,3,Weekly,0,No
5071,2,Ghana,54,2,Female,5,Undergraduate,3,"₵1,001–₵2,500",1,Traditional Commercial,32,2,Several times a week,0,No
5072,1,Nigeria,26,1,Male,3,Secondary,2,"₦50,000–₦100,000",1,Traditional Commercial,10,1,Daily,0,No
5073,1,Nigeria,31,2,Female,3,Secondary,3,"₦100,001–₦250,000",2,Digital-Only Bank,18,1,Daily,0,No
5074,1,Nigeria,37,1,Male,3,Secondary,5,">₦500,000",1,Traditional Commercial,2,2,Several times a week,0,No
5075,1,Nigeria,35,1,Male,3,Secondary,4,"₦250,001–₦500,000",2,Digital-Only Bank,16,3,Weekly,0,No
5076,1,Nigeria,45,2,Female,1,No formal,2,"₦50,000–₦100,000",2,Digital-Only Bank,10,3,Weekly,0,No
5077,1,Nigeria,42,2,Female,1,No formal,3,"₦100,001–₦250,000",1,Traditional Commercial,10,2,Several times a week,0,No
5078,2,Ghana,60,3,Other/Prefer not to say,5,Undergraduate,2,"₵500–₵1,000",1,Traditional Commercial,6,2,Several times a week,0,No
5079,1,Nigeria,38,1,Male,2,Primary,4,"₦250,001–₦500,000",1,Traditional Commercial,13,1,Daily,0,No
5080,1,Nigeria,33,2,Female,5,Undergraduate,3,"₦100,001–₦250,000",1,Traditional Commercial,7,1,Daily,0,No
5081,1,Nigeria,55,1,Male,3,Secondary,4,"₦250,001–₦500,000",1,Traditional Commercial,37,2,Several times a week,0,No
5082,2,Ghana,37,2,Female,6,Postgraduate,3,"₵1,001–₵2,500",3,Microfinance,1,3,Weekly,0,No
5083,1,Nigeria,31,1,Male,5,Undergraduate,5,">₦500,000",1,Traditional Commercial,8,1,Daily,0,No
5084,2,Ghana,22,1,Male,3,Secondary,2,"₵500–₵1,000",2,Digital-Only Bank,3,1,Daily,0,No
5085,2,Ghana,54,2,Female,5,Undergraduate,2,"₵500–₵1,000",1,Traditional Commercial,3,4,Monthly,0,No
5086,1,Nigeria,36,2,Female,3,Secondary,2,"₦50,000–₦100,000",1,Traditional Commercial,16,2,Several times a week,0,No
5087,1,Nigeria,38,2,Female,5,Undergraduate,5,">₦500,000",1,Traditional Commercial,17,4,Monthly,0,No
5088,2,Ghana,41,1,Male,3,Secondary,5,">₵5,000",2,Digital-Only Bank,21,1,Daily,0,No
5089,1,Nigeria,41,1,Male,3,Secondary,5,">₦500,000",2,Digital-Only Bank,21,1,Daily,0,No
5090,1,Nigeria,26,2,Female,3,Secondary,4,"₦250,001–₦500,000",2,Digital-Only Bank,6,2,Several times a week,0,No
5091,1,Nigeria,23,2,Female,6,Postgraduate,3,"₦100,001–₦250,000",3,Microfinance,4,3,Weekly,0,No
5092,2,Ghana,44,2,Female,6,Postgraduate,2,"₵500–₵1,000",1,Traditional Commercial,8,4,Monthly,0,No
5093,2,Ghana,62,1,Male,3,Secondary,1,<₵500,1,Traditional Commercial,12,1,Daily,0,No
5094,2,Ghana,42,2,Female,2,Primary,3,"₵1,001–₵2,500",1,Traditional Commercial,7,4,Monthly,0,No
5095,1,Nigeria,66,1,Male,5,Undergraduate,4,"₦250,001–₦500,000",2,Digital-Only Bank,5,1,Daily,1,Yes
5096,1,Nigeria,55,2,Female,5,Undergraduate,5,">₦500,000",1,Traditional Commercial,1,3,Weekly,0,No
5097,2,Ghana,61,2,Female,5,Undergraduate,4,"₵2,501–₵5,000",2,Digital-Only Bank,7,3,Weekly,0,No
5098,2,Ghana,26,2,Female,6,Postgraduate,3,"₵1,001–₵2,500",2,Digital-Only Bank,7,1,Daily,0,No
5099,1,Nigeria,43,1,Male,3,Secondary,2,"₦50,000–₦100,000",1,Traditional Commercial,17,3,Weekly,0,No
5100,2,Ghana,35,2,Female,5,Undergraduate,4,"₵2,501–₵5,000",3,Microfinance,18,1,Daily,1,Yes
5101,1,Nigeria,28,1,Male,6,Postgraduate,4,"₦250,001–₦500,000",1,Traditional Commercial,11,2,Several times a week,0,No
5102,1,Nigeria,30,1,Male,5,Undergraduate,3,"₦100,001–₦250,000",1,Traditional Commercial,3,3,Weekly,1,Yes
5103,1,Nigeria,50,2,Female,3,Secondary,4,"₦250,001–₦500,000",1,Traditional Commercial,7,2,Several times a week,0,No
5104,1,Nigeria,36,2,Female,2,Primary,2,"₦50,000–₦100,000",1,Traditional Commercial,24,1,Daily,0,No
5105,1,Nigeria,38,1,Male,5,Undergraduate,3,"₦100,001–₦250,000",1,Traditional Commercial,11,2,Several times a week,0,No
5106,1,Nigeria,26,2,Female,5,Undergraduate,3,"₦100,001–₦250,000",1,Traditional Commercial,11,4,Monthly,0,No
5107,2,Ghana,42,2,Female,2,Primary,2,"₵500–₵1,000",2,Digital-Only Bank,4,5,Less than monthly,0,No
5108,1,Nigeria,62,1,Male,4,Vocational/Technical,1,"<₦50,000",2,Digital-Only Bank,7,3,Weekly,0,No
5109,2,Ghana,63,1,Male,5,Undergraduate,4,"₵2,501–₵5,000",1,Traditional Commercial,9,3,Weekly,0,No
5110,1,Nigeria,70,2,Female,4,Vocational/Technical,1,"<₦50,000",2,Digital-Only Bank,26,2,Several times a week,0,No
5111,1,Nigeria,37,2,Female,3,Secondary,3,"₦100,001–₦250,000",1,Traditional Commercial,26,1,Daily,0,No
5112,1,Nigeria,50,1,Male,4,Vocational/Technical,4,"₦250,001–₦500,000",1,Traditional Commercial,15,3,Weekly,0,No
5113,1,Nigeria,55,2,Female,3,Secondary,2,"₦50,000–₦100,000",1,Traditional Commercial,29,4,Monthly,0,No
5114,1,Nigeria,63,3,Other/Prefer not to say,4,Vocational/Technical,4,"₦250,001–₦500,000",1,Traditional Commercial,17,3,Weekly,0,No
5115,2,Ghana,37,1,Male,1,No formal,2,"₵500–₵1,000",1,Traditional Commercial,4,2,Several times a week,0,No
5116,2,Ghana,43,2,Female,5,Undergraduate,2,"₵500–₵1,000",2,Digital-Only Bank,16,1,Daily,0,No
5117,2,Ghana,27,1,Male,2,Primary,3,"₵1,001–₵2,500",1,Traditional Commercial,3,1,Daily,0,No
5118,1,Nigeria,25,2,Female,5,Undergraduate,2,"₦50,000–₦100,000",3,Microfinance,7,3,Weekly,0,No
5119,2,Ghana,37,1,Male,3,Secondary,2,"₵500–₵1,000",1,Traditional Commercial,9,4,Monthly,0,No
5120,2,Ghana,26,1,Male,6,Postgraduate,3,"₵1,001–₵2,500",1,Traditional Commercial,7,2,Several times a week,0,No
5121,2,Ghana,20,1,Male,5,Undergraduate,5,">₵5,000",1,Traditional Commercial,2,1,Daily,1,Yes
5122,2,Ghana,57,2,Female,4,Vocational/Technical,3,"₵1,001–₵2,500",1,Traditional Commercial,29,5,Less than monthly,0,No
5123,1,Nigeria,45,2,Female,2,Primary,1,"<₦50,000",1,Traditional Commercial,17,2,Several times a week,0,No
5124,1,Nigeria,39,1,Male,5,Undergraduate,5,">₦500,000",1,Traditional Commercial,14,2,Several times a week,0,No
5125,1,Nigeria,34,2,Female,3,Secondary,3,"₦100,001–₦250,000",1,Traditional Commercial,5,2,Several times a week,0,No
5126,1,Nigeria,46,1,Male,6,Postgraduate,2,"₦50,000–₦100,000",1,Traditional Commercial,29,4,Monthly,0,No
5127,1,Nigeria,28,1,Male,5,Undergraduate,3,"₦100,001–₦250,000",3,Microfinance,7,3,Weekly,0,No
5128,1,Nigeria,59,1,Male,3,Secondary,1,"<₦50,000",3,Microfinance,5,3,Weekly,1,Yes
5129,1,Nigeria,32,1,Male,3,Secondary,1,"<₦50,000",1,Traditional Commercial,3,3,Weekly,0,No
5130,2,Ghana,68,1,Male,2,Primary,1,<₵500,1,Traditional Commercial,24,4,Monthly,1,Yes
5131,2,Ghana,31,3,Other/Prefer not to say,3,Secondary,3,"₵1,001–₵2,500",1,Traditional Commercial,11,4,Monthly,0,No
5132,2,Ghana,40,1,Male,4,Vocational/Technical,3,"₵1,001–₵2,500",1,Traditional Commercial,15,3,Weekly,0,No
5133,2,Ghana,40,2,Female,6,Postgraduate,3,"₵1,001–₵2,500",1,Traditional Commercial,23,2,Several times a week,0,No
5134,1,Nigeria,35,1,Male,5,Undergraduate,5,">₦500,000",1,Traditional Commercial,8,1,Daily,1,Yes
5135,1,Nigeria,45,1,Male,3,Secondary,1,"<₦50,000",1,Traditional Commercial,16,4,Monthly,0,No
5136,2,Ghana,48,1,Male,5,Undergraduate,2,"₵500–₵1,000",3,Microfinance,14,3,Weekly,0,No
5137,1,Nigeria,46,2,Female,3,Secondary,1,"<₦50,000",2,Digital-Only Bank,4,1,Daily,0,No
5138,2,Ghana,58,2,Female,5,Undergraduate,4,"₵2,501–₵5,000",3,Microfinance,32,3,Weekly,0,No
5139,2,Ghana,50,2,Female,4,Vocational/Technical,4,"₵2,501–₵5,000",1,Traditional Commercial,27,2,Several times a week,0,No
5140,1,Nigeria,26,1,Male,3,Secondary,4,"₦250,001–₦500,000",1,Traditional Commercial,4,3,Weekly,0,No
5141,1,Nigeria,35,1,Male,4,Vocational/Technical,2,"₦50,000–₦100,000",1,Traditional Commercial,1,2,Several times a week,0,No
5142,2,Ghana,55,1,Male,6,Postgraduate,1,<₵500,1,Traditional Commercial,7,3,Weekly,0,No
5143,2,Ghana,59,1,Male,3,Secondary,4,"₵2,501–₵5,000",1,Traditional Commercial,18,3,Weekly,1,Yes
5144,1,Nigeria,30,2,Female,5,Undergraduate,1,"<₦50,000",1,Traditional Commercial,8,4,Monthly,0,No
5145,1,Nigeria,46,1,Male,5,Undergraduate,2,"₦50,000–₦100,000",1,Traditional Commercial,7,1,Daily,0,No
5146,2,Ghana,39,2,Female,2,Primary,5,">₵5,000",1,Traditional Commercial,4,5,Less than monthly,0,No
5147,2,Ghana,33,2,Female,3,Secondary,3,"₵1,001–₵2,500",3,Microfinance,16,4,Monthly,0,No
5148,1,Nigeria,33,2,Female,3,Secondary,1,"<₦50,000",2,Digital-Only Bank,15,1,Daily,1,Yes
5149,2,Ghana,30,2,Female,3,Secondary,2,"₵500–₵1,000",2,Digital-Only Bank,5,1,Daily,0,No
5150,2,Ghana,43,2,Female,3,Secondary,3,"₵1,001–₵2,500",1,Traditional Commercial,18,3,Weekly,0,No
5151,2,Ghana,53,1,Male,3,Secondary,3,"₵1,001–₵2,500",1,Traditional Commercial,4,1,Daily,1,Yes
5152,1,Nigeria,66,1,Male,5,Undergraduate,1,"<₦50,000",1,Traditional Commercial,35,4,Monthly,0,No
5153,1,Nigeria,60,1,Male,3,Secondary,3,"₦100,001–₦250,000",1,Traditional Commercial,24,4,Monthly,0,No
5154,2,Ghana,35,1,Male,3,Secondary,3,"₵1,001–₵2,500",2,Digital-Only Bank,8,1,Daily,0,No
5155,1,Nigeria,29,1,Male,5,Undergraduate,5,">₦500,000",1,Traditional Commercial,10,3,Weekly,0,No
5156,1,Nigeria,37,1,Male,4,Vocational/Technical,2,"₦50,000–₦100,000",2,Digital-Only Bank,18,1,Daily,0,No
5157,2,Ghana,66,2,Female,1,No formal,1,<₵500,1,Traditional Commercial,43,3,Weekly,0,No
5158,2,Ghana,54,1,Male,3,Secondary,4,"₵2,501–₵5,000",1,Traditional Commercial,15,5,Less than monthly,0,No
5159,1,Nigeria,25,2,Female,2,Primary,2,"₦50,000–₦100,000",1,Traditional Commercial,5,2,Several times a week,0,No
5160,2,Ghana,39,2,Female,3,Secondary,4,"₵2,501–₵5,000",1,Traditional Commercial,12,4,Monthly,0,No
5161,1,Nigeria,34,1,Male,3,Secondary,4,"₦250,001–₦500,000",2,Digital-Only Bank,17,4,Monthly,0,No
5162,1,Nigeria,41,2,Female,5,Undergraduate,3,"₦100,001–₦250,000",1,Traditional Commercial,5,2,Several times a week,0,No
5163,1,Nigeria,30,1,Male,6,Postgraduate,3,"₦100,001–₦250,000",3,Microfinance,1,3,Weekly,0,No
5164,1,Nigeria,32,1,Male,2,Primary,1,"<₦50,000",1,Traditional Commercial,13,4,Monthly,0,No
5165,1,Nigeria,33,1,Male,3,Secondary,1,"<₦50,000",1,Traditional Commercial,12,4,Monthly,0,No
5166,1,Nigeria,53,2,Female,5,Undergraduate,5,">₦500,000",2,Digital-Only Bank,3,1,Daily,1,Yes
5167,2,Ghana,30,2,Female,3,Secondary,2,"₵500–₵1,000",1,Traditional Commercial,8,1,Daily,0,No
5168,1,Nigeria,25,2,Female,1,No formal,2,"₦50,000–₦100,000",1,Traditional Commercial,3,2,Several times a week,0,No
5169,2,Ghana,66,2,Female,5,Undergraduate,3,"₵1,001–₵2,500",1,Traditional Commercial,13,1,Daily,0,No
5170,1,Nigeria,56,1,Male,6,Postgraduate,2,"₦50,000–₦100,000",1,Traditional Commercial,29,4,Monthly,0,No
5171,1,Nigeria,47,2,Female,3,Secondary,3,"₦100,001–₦250,000",1,Traditional Commercial,4,1,Daily,0,No
5172,1,Nigeria,30,2,Female,5,Undergraduate,4,"₦250,001–₦500,000",1,Traditional Commercial,8,5,Less than monthly,0,No
5173,2,Ghana,28,2,Female,3,Secondary,3,"₵1,001–₵2,500",3,Microfinance,6,3,Weekly,0,No
5174,2,Ghana,47,2,Female,5,Undergraduate,2,"₵500–₵1,000",2,Digital-Only Bank,9,2,Several times a week,0,No
5175,1,Nigeria,36,2,Female,3,Secondary,4,"₦250,001–₦500,000",1,Traditional Commercial,19,2,Several times a week,0,No
5176,1,Nigeria,34,2,Female,2,Primary,3,"₦100,001–₦250,000",1,Traditional Commercial,3,1,Daily,0,No
5177,1,Nigeria,64,2,Female,6,Postgraduate,1,"<₦50,000",2,Digital-Only Bank,41,2,Several times a week,0,No
5178,1,Nigeria,48,2,Female,3,Secondary,2,"₦50,000–₦100,000",1,Traditional Commercial,19,1,Daily,0,No
5179,1,Nigeria,29,1,Male,3,Secondary,2,"₦50,000–₦100,000",2,Digital-Only Bank,6,3,Weekly,0,No
5180,2,Ghana,42,2,Female,6,Postgraduate,3,"₵1,001–₵2,500",1,Traditional Commercial,24,1,Daily,0,No
5181,2,Ghana,45,2,Female,3,Secondary,2,"₵500–₵1,000",2,Digital-Only Bank,15,2,Several times a week,0,No
5182,2,Ghana,64,2,Female,6,Postgraduate,2,"₵500–₵1,000",2,Digital-Only Bank,16,1,Daily,0,No
5183,2,Ghana,20,2,Female,3,Secondary,5,">₵5,000",2,Digital-Only Bank,5,1,Daily,0,No
5184,1,Nigeria,27,2,Female,3,Secondary,1,"<₦50,000",1,Traditional Commercial,5,4,Monthly,0,No
5185,1,Nigeria,28,1,Male,6,Postgraduate,4,"₦250,001–₦500,000",1,Traditional Commercial,8,3,Weekly,1,Yes
5186,2,Ghana,49,2,Female,5,Undergraduate,5,">₵5,000",2,Digital-Only Bank,16,2,Several times a week,0,No
5187,2,Ghana,42,1,Male,5,Undergraduate,5,">₵5,000",2,Digital-Only Bank,5,4,Monthly,1,Yes
5188,1,Nigeria,48,2,Female,3,Secondary,2,"₦50,000–₦100,000",1,Traditional Commercial,10,2,Several times a week,0,No
5189,1,Nigeria,32,2,Female,5,Undergraduate,2,"₦50,000–₦100,000",3,Microfinance,6,4,Monthly,0,No
5190,2,Ghana,37,2,Female,6,Postgraduate,5,">₵5,000",1,Traditional Commercial,12,2,Several times a week,0,No
5191,1,Nigeria,28,2,Female,3,Secondary,2,"₦50,000–₦100,000",2,Digital-Only Bank,16,2,Several times a week,0,No
5192,1,Nigeria,68,2,Female,3,Secondary,3,"₦100,001–₦250,000",1,Traditional Commercial,17,2,Several times a week,0,No
5193,2,Ghana,48,2,Female,3,Secondary,3,"₵1,001–₵2,500",2,Digital-Only Bank,6,2,Several times a week,0,No
5194,1,Nigeria,41,2,Female,4,Vocational/Technical,1,"<₦50,000",3,Microfinance,14,4,Monthly,0,No
5195,1,Nigeria,56,1,Male,5,Undergraduate,4,"₦250,001–₦500,000",1,Traditional Commercial,40,3,Weekly,0,No
5196,2,Ghana,39,1,Male,5,Undergraduate,4,"₵2,501–₵5,000",2,Digital-Only Bank,10,3,Weekly,0,No
5197,1,Nigeria,40,2,Female,6,Postgraduate,3,"₦100,001–₦250,000",2,Digital-Only Bank,24,1,Daily,1,Yes
5198,1,Nigeria,54,1,Male,5,Undergraduate,2,"₦50,000–₦100,000",1,Traditional Commercial,32,2,Several times a week,0,No
5199,1,Nigeria,59,2,Female,3,Secondary,3,"₦100,001–₦250,000",2,Digital-Only Bank,14,3,Weekly,0,No
5200,2,Ghana,32,2,Female,3,Secondary,4,"₵2,501–₵5,000",2,Digital-Only Bank,10,4,Monthly,0,No
5201,2,Ghana,46,1,Male,5,Undergraduate,3,"₵1,001–₵2,500",1,Traditional Commercial,10,3,Weekly,0,No
5202,1,Nigeria,27,2,Female,3,Secondary,1,"<₦50,000",3,Microfinance,10,5,Less than monthly,0,No
5203,2,Ghana,27,1,Male,5,Undergraduate,5,">₵5,000",3,Microfinance,8,2,Several times a week,0,No
5204,1,Nigeria,27,1,Male,3,Secondary,3,"₦100,001–₦250,000",3,Microfinance,11,1,Daily,0,No
5205,2,Ghana,62,1,Male,3,Secondary,5,">₵5,000",1,Traditional Commercial,3,3,Weekly,0,No
5206,1,Nigeria,64,1,Male,3,Secondary,3,"₦100,001–₦250,000",1,Traditional Commercial,23,1,Daily,0,No
5207,2,Ghana,40,2,Female,4,Vocational/Technical,2,"₵500–₵1,000",1,Traditional Commercial,11,2,Several times a week,0,No
5208,2,Ghana,48,1,Male,6,Postgraduate,4,"₵2,501–₵5,000",1,Traditional Commercial,6,2,Several times a week,0,No
5209,2,Ghana,38,2,Female,3,Secondary,2,"₵500–₵1,000",1,Traditional Commercial,16,3,Weekly,0,No
5210,1,Nigeria,45,1,Male,3,Secondary,5,">₦500,000",1,Traditional Commercial,20,2,Several times a week,0,No
5211,1,Nigeria,63,1,Male,3,Secondary,3,"₦100,001–₦250,000",1,Traditional Commercial,29,1,Daily,1,Yes
5212,2,Ghana,31,3,Other/Prefer not to say,5,Undergraduate,3,"₵1,001–₵2,500",1,Traditional Commercial,11,4,Monthly,0,No
5213,1,Nigeria,26,2,Female,1,No formal,5,">₦500,000",1,Traditional Commercial,6,2,Several times a week,0,No
5214,2,Ghana,54,1,Male,3,Secondary,5,">₵5,000",1,Traditional Commercial,6,3,Weekly,0,No
5215,2,Ghana,42,1,Male,4,Vocational/Technical,5,">₵5,000",1,Traditional Commercial,6,3,Weekly,0,No
5216,2,Ghana,25,2,Female,3,Secondary,3,"₵1,001–₵2,500",1,Traditional Commercial,2,2,Several times a week,0,No
5217,1,Nigeria,56,2,Female,2,Primary,5,">₦500,000",1,Traditional Commercial,34,4,Monthly,0,No
5218,1,Nigeria,46,2,Female,5,Undergraduate,5,">₦500,000",1,Traditional Commercial,20,4,Monthly,0,No
5219,2,Ghana,25,2,Female,5,Undergraduate,1,<₵500,2,Digital-Only Bank,2,3,Weekly,0,No
5220,1,Nigeria,48,2,Female,6,Postgraduate,3,"₦100,001–₦250,000",1,Traditional Commercial,15,3,Weekly,0,No
5221,1,Nigeria,46,1,Male,3,Secondary,3,"₦100,001–₦250,000",1,Traditional Commercial,26,2,Several times a week,0,No
5222,1,Nigeria,39,2,Female,5,Undergraduate,1,"<₦50,000",1,Traditional Commercial,18,2,Several times a week,0,No
5223,1,Nigeria,41,1,Male,5,Undergraduate,3,"₦100,001–₦250,000",1,Traditional Commercial,24,2,Several times a week,0,No
5224,2,Ghana,44,1,Male,3,Secondary,2,"₵500–₵1,000",1,Traditional Commercial,8,3,Weekly,0,No
5225,1,Nigeria,34,1,Male,3,Secondary,4,"₦250,001–₦500,000",1,Traditional Commercial,6,1,Daily,0,No
5226,1,Nigeria,42,1,Male,6,Postgraduate,2,"₦50,000–₦100,000",2,Digital-Only Bank,27,2,Several times a week,0,No
5227,1,Nigeria,28,2,Female,5,Undergraduate,1,"<₦50,000",1,Traditional Commercial,14,3,Weekly,0,No
5228,2,Ghana,29,1,Male,6,Postgraduate,3,"₵1,001–₵2,500",2,Digital-Only Bank,6,5,Less than monthly,0,No
5229,1,Nigeria,35,1,Male,5,Undergraduate,2,"₦50,000–₦100,000",1,Traditional Commercial,8,3,Weekly,0,No
5230,1,Nigeria,28,1,Male,5,Undergraduate,1,"<₦50,000",1,Traditional Commercial,5,1,Daily,0,No
5231,1,Nigeria,68,2,Female,3,Secondary,1,"<₦50,000",1,Traditional Commercial,24,2,Several times a week,0,No
5232,1,Nigeria,37,1,Male,5,Undergraduate,3,"₦100,001–₦250,000",1,Traditional Commercial,10,1,Daily,0,No
5233,1,Nigeria,51,2,Female,5,Undergraduate,2,"₦50,000–₦100,000",1,Traditional Commercial,14,1,Daily,1,Yes
5234,1,Nigeria,54,2,Female,6,Postgraduate,1,"<₦50,000",1,Traditional Commercial,13,1,Daily,0,No
5235,2,Ghana,32,2,Female,4,Vocational/Technical,3,"₵1,001–₵2,500",1,Traditional Commercial,7,4,Monthly,0,No
5236,1,Nigeria,39,1,Male,3,Secondary,2,"₦50,000–₦100,000",1,Traditional Commercial,21,2,Several times a week,0,No
5237,1,Nigeria,32,1,Male,2,Primary,2,"₦50,000–₦100,000",1,Traditional Commercial,5,1,Daily,0,No
5238,2,Ghana,28,3,Other/Prefer not to say,4,Vocational/Technical,3,"₵1,001–₵2,500",1,Traditional Commercial,13,5,Less than monthly,0,No
5239,1,Nigeria,37,2,Female,2,Primary,4,"₦250,001–₦500,000",2,Digital-Only Bank,11,3,Weekly,0,No
5240,1,Nigeria,26,2,Female,3,Secondary,5,">₦500,000",1,Traditional Commercial,3,5,Less than monthly,0,No
5241,1,Nigeria,45,1,Male,5,Undergraduate,1,"<₦50,000",1,Traditional Commercial,10,2,Several times a week,0,No
5242,2,Ghana,50,1,Male,3,Secondary,4,"₵2,501–₵5,000",2,Digital-Only Bank,24,2,Several times a week,0,No
5243,2,Ghana,61,1,Male,6,Postgraduate,5,">₵5,000",1,Traditional Commercial,13,3,Weekly,0,No
5244,2,Ghana,59,1,Male,5,Undergraduate,2,"₵500–₵1,000",1,Traditional Commercial,9,2,Several times a week,0,No
5245,2,Ghana,28,2,Female,3,Secondary,5,">₵5,000",2,Digital-Only Bank,5,1,Daily,1,Yes
5246,2,Ghana,36,1,Male,3,Secondary,3,"₵1,001–₵2,500",2,Digital-Only Bank,9,1,Daily,0,No
5247,2,Ghana,33,2,Female,4,Vocational/Technical,4,"₵2,501–₵5,000",2,Digital-Only Bank,8,1,Daily,0,No
5248,2,Ghana,65,1,Male,3,Secondary,4,"₵2,501–₵5,000",1,Traditional Commercial,23,2,Several times a week,0,No
5249,2,Ghana,26,1,Male,5,Undergraduate,4,"₵2,501–₵5,000",1,Traditional Commercial,6,2,Several times a week,0,No
5250,1,Nigeria,49,1,Male,5,Undergraduate,2,"₦50,000–₦100,000",1,Traditional Commercial,6,1,Daily,0,No
5251,1,Nigeria,48,2,Female,3,Secondary,2,"₦50,000–₦100,000",1,Traditional Commercial,25,2,Several times a week,1,Yes
5252,1,Nigeria,56,1,Male,3,Secondary,4,"₦250,001–₦500,000",1,Traditional Commercial,6,3,Weekly,0,No
5253,1,Nigeria,59,1,Male,3,Secondary,5,">₦500,000",1,Traditional Commercial,11,4,Monthly,0,No
5254,2,Ghana,43,2,Female,3,Secondary,1,<₵500,2,Digital-Only Bank,18,1,Daily,0,No
5255,1,Nigeria,68,1,Male,6,Postgraduate,1,"<₦50,000",2,Digital-Only Bank,18,1,Daily,0,No
5256,1,Nigeria,64,2,Female,6,Postgraduate,5,">₦500,000",2,Digital-Only Bank,18,3,Weekly,0,No
5257,1,Nigeria,31,1,Male,5,Undergraduate,4,"₦250,001–₦500,000",2,Digital-Only Bank,7,4,Monthly,1,Yes
5258,1,Nigeria,25,1,Male,3,Secondary,2,"₦50,000–₦100,000",2,Digital-Only Bank,12,3,Weekly,0,No
5259,2,Ghana,53,1,Male,5,Undergraduate,4,"₵2,501–₵5,000",1,Traditional Commercial,12,2,Several times a week,0,No
5260,2,Ghana,29,1,Male,3,Secondary,4,"₵2,501–₵5,000",1,Traditional Commercial,9,1,Daily,0,No
5261,2,Ghana,54,2,Female,6,Postgraduate,3,"₵1,001–₵2,500",1,Traditional Commercial,37,2,Several times a week,0,No
5262,1,Nigeria,44,2,Female,6,Postgraduate,3,"₦100,001–₦250,000",1,Traditional Commercial,11,2,Several times a week,0,No
5263,1,Nigeria,25,1,Male,5,Undergraduate,3,"₦100,001–₦250,000",2,Digital-Only Bank,12,5,Less than monthly,0,No
5264,2,Ghana,52,1,Male,5,Undergraduate,3,"₵1,001–₵2,500",1,Traditional Commercial,23,1,Daily,0,No
5265,2,Ghana,58,2,Female,6,Postgraduate,2,"₵500–₵1,000",1,Traditional Commercial,26,2,Several times a week,0,No
5266,1,Nigeria,46,1,Male,5,Undergraduate,1,"<₦50,000",1,Traditional Commercial,15,1,Daily,0,No
5267,1,Nigeria,32,1,Male,4,Vocational/Technical,4,"₦250,001–₦500,000",1,Traditional Commercial,19,2,Several times a week,0,No
5268,2,Ghana,39,1,Male,4,Vocational/Technical,4,"₵2,501–₵5,000",3,Microfinance,13,1,Daily,0,No
5269,2,Ghana,35,1,Male,6,Postgraduate,5,">₵5,000",2,Digital-Only Bank,7,2,Several times a week,0,No
5270,1,Nigeria,41,2,Female,3,Secondary,3,"₦100,001–₦250,000",1,Traditional Commercial,6,1,Daily,1,Yes
5271,1,Nigeria,42,2,Female,3,Secondary,1,"<₦50,000",1,Traditional Commercial,5,5,Less than monthly,0,No
5272,2,Ghana,54,1,Male,2,Primary,4,"₵2,501–₵5,000",1,Traditional Commercial,25,2,Several times a week,1,Yes
5273,1,Nigeria,24,2,Female,3,Secondary,4,"₦250,001–₦500,000",1,Traditional Commercial,6,4,Monthly,0,No
5274,2,Ghana,35,1,Male,3,Secondary,2,"₵500–₵1,000",1,Traditional Commercial,7,4,Monthly,0,No
5275,1,Nigeria,20,1,Male,3,Secondary,1,"<₦50,000",1,Traditional Commercial,5,1,Daily,0,No
