participant_id,Intention_T1,SRB1,SRB2,SRB3,SRB4,SRB5,SRB_Mean,Objective_Q1_Choice,Objective_Q1_Score,Objective_Q2_Choice,Objective_Q2_Score,Objective_Q3_Choice,Objective_Q3_Score,Objective_Q4_Choice,Objective_Q4_Score,Objective_Q5_Choice,Objective_Q5_Score,Objective_Score_Total,Objective_Score_Percent,Intention_Behavior_Gap
2686,5.07,4,4,3,6,5,4.4,b,2,b,2,b,2,c,1,b,2,9,90.0,-0.0162
2687,2.69,4,4,4,4,3,3.8,b,2,b,2,b,2,b,2,a,0,8,80.0,0.3109
2688,4.35,5,6,7,6,5,5.8,b,2,b,2,b,2,b,2,b,2,10,100.0,1.6631
2689,2.22,3,4,4,3,4,3.6,b,2,a,0,a,0,c,1,a,0,3,30.0,0.2969
2690,3.28,4,4,4,4,4,4.0,c,1,c,1,b,2,b,2,a,0,6,60.0,0.2819
2691,4.85,3,4,4,5,5,4.2,b,2,a,0,a,0,b,2,c,1,5,50.0,-0.1306
2692,4.66,2,3,3,4,4,3.2,c,1,b,2,a,0,b,2,b,2,7,70.0,-1.0556
2693,4.79,4,4,4,5,4,4.2,b,2,c,1,c,1,a,0,b,2,6,60.0,-0.1073
2694,5.06,4,5,4,5,6,4.8,b,2,c,1,b,2,c,1,b,2,8,80.0,0.3875
2695,1.0,3,5,3,2,3,3.2,a,0,c,1,b,2,b,2,c,1,6,60.0,0.3725
2696,2.92,3,3,3,4,4,3.4,a,0,a,0,c,1,a,0,a,0,1,10.0,-0.1787
2697,3.48,4,3,5,5,5,4.4,a,0,b,2,a,0,c,1,c,1,4,40.0,0.6055
2698,5.08,3,6,4,5,4,4.4,b,2,a,0,a,0,a,0,a,0,2,20.0,-0.0218
2699,2.93,3,4,3,4,3,3.4,b,2,a,0,a,0,b,2,a,0,4,40.0,-0.1817
2700,4.82,6,7,6,7,5,6.2,b,2,b,2,b,2,b,2,b,2,10,100.0,1.8824
2701,2.2,3,4,4,3,4,3.6,b,2,a,0,b,2,b,2,b,2,8,80.0,0.3033
2702,4.01,5,4,4,4,5,4.4,b,2,c,1,c,1,c,1,b,2,7,70.0,0.3956
2703,2.7,4,6,3,4,6,4.6,a,0,c,1,a,0,b,2,c,1,4,40.0,1.108
2704,4.52,4,5,4,4,4,4.2,b,2,b,2,c,1,b,2,b,2,9,90.0,-0.0022
2705,1.15,3,4,4,4,4,3.8,c,1,b,2,a,0,a,0,a,0,3,30.0,0.9126
2706,3.28,4,4,4,4,3,3.8,b,2,a,0,a,0,b,2,c,1,5,50.0,0.081
2707,3.92,3,4,5,3,5,4.0,a,0,b,2,a,0,c,1,a,0,3,30.0,0.0342
2708,5.46,4,5,4,5,5,4.6,a,0,b,2,b,2,c,1,b,2,7,70.0,0.0331
2709,5.33,5,5,5,5,5,5.0,c,1,a,0,b,2,c,1,c,1,5,50.0,0.4807
2710,4.37,4,4,4,4,5,4.2,a,0,b,2,a,0,a,0,c,1,3,30.0,0.0557
2711,5.86,4,4,3,3,5,3.8,b,2,b,2,b,2,b,2,a,0,8,80.0,-0.9238
2712,4.68,5,5,4,4,5,4.6,b,2,b,2,b,2,b,2,b,2,10,100.0,0.3354
2713,3.51,4,5,4,4,5,4.4,b,2,b,2,b,2,b,2,b,2,10,100.0,0.5944
2714,2.26,1,3,2,2,4,2.4,b,2,b,2,c,1,b,2,b,2,9,90.0,-0.9183
2715,4.4,3,4,5,3,3,3.6,b,2,c,1,b,2,b,2,b,2,9,90.0,-0.5561
2716,4.15,4,3,4,4,5,4.0,b,2,b,2,b,2,b,2,b,2,10,100.0,-0.0568
2717,3.13,2,2,2,2,1,1.8,c,1,a,0,a,0,c,1,a,0,2,20.0,-1.8609
2718,4.88,5,4,5,5,4,4.6,c,1,c,1,b,2,c,1,b,2,7,70.0,0.2593
2719,2.93,5,5,3,4,5,4.4,a,0,c,1,a,0,c,1,a,0,2,20.0,0.8177
2720,3.01,3,2,2,3,2,2.4,b,2,b,2,b,2,a,0,a,0,6,60.0,-1.2132
2721,3.78,4,4,4,4,6,4.4,b,2,b,2,b,2,c,1,b,2,9,90.0,0.4876
2722,6.1,5,5,6,6,6,5.6,c,1,a,0,b,2,b,2,c,1,6,60.0,0.782
2723,3.98,5,5,4,6,4,4.8,a,0,c,1,a,0,a,0,c,1,2,20.0,0.8104
2724,2.92,3,4,5,4,5,4.2,c,1,a,0,a,0,a,0,b,2,3,30.0,0.6221
2725,3.84,3,4,4,4,4,3.8,a,0,a,0,a,0,a,0,a,0,0,0.0,-0.136
2726,3.23,3,3,5,4,4,3.8,a,0,b,2,a,0,b,2,c,1,5,50.0,0.1018
2727,4.62,4,4,5,4,5,4.4,a,0,b,2,b,2,c,1,b,2,7,70.0,0.1592
2728,2.46,2,2,1,1,3,1.8,a,0,c,1,b,2,b,2,b,2,7,70.0,-1.5964
2729,3.46,4,6,4,6,6,5.2,c,1,b,2,b,2,b,2,b,2,9,90.0,1.414
2730,2.61,3,3,2,4,3,3.0,b,2,b,2,b,2,b,2,b,2,10,100.0,-0.4541
2731,3.59,2,3,3,2,3,2.6,b,2,b,2,a,0,b,2,b,2,8,80.0,-1.2378
2732,5.33,4,6,4,6,5,5.0,c,1,b,2,c,1,b,2,b,2,8,80.0,0.4822
2733,4.1,3,3,3,5,4,3.6,b,2,b,2,b,2,b,2,a,0,8,80.0,-0.4365
2734,5.16,5,6,5,6,6,5.6,c,1,b,2,b,2,b,2,b,2,9,90.0,1.1475
2735,4.92,4,4,4,5,5,4.4,b,2,a,0,b,2,b,2,b,2,8,80.0,0.0435
2736,3.92,5,5,6,6,6,5.6,b,2,b,2,b,2,b,2,c,1,9,90.0,1.6327
2737,2.21,2,3,4,4,4,3.4,a,0,a,0,a,0,a,0,a,0,0,0.0,0.1004
2738,1.0,2,3,4,3,3,3.0,c,1,b,2,a,0,a,0,b,2,5,50.0,0.1725
2739,4.64,2,3,3,3,4,3.0,b,2,c,1,b,2,b,2,c,1,8,80.0,-1.2483
2740,2.53,2,3,3,3,3,2.8,a,0,a,0,a,0,a,0,b,2,2,20.0,-0.6244
2741,5.46,4,5,5,4,4,4.4,c,1,b,2,b,2,c,1,a,0,6,60.0,-0.1697
2742,3.72,3,3,3,3,3,3.0,a,0,c,1,a,0,a,0,b,2,3,30.0,-0.8875
2743,4.79,2,4,3,3,3,3.0,b,2,a,0,a,0,b,2,b,2,6,60.0,-1.3079
2744,2.3,4,2,3,4,3,3.2,c,1,b,2,b,2,a,0,b,2,7,70.0,-0.1365
2745,3.42,3,3,4,3,3,3.2,a,0,a,0,c,1,b,2,a,0,3,30.0,-0.5706
2746,5.05,5,5,5,5,5,5.0,b,2,c,1,b,2,c,1,b,2,8,80.0,0.5908
2747,3.1,4,4,4,5,5,4.4,b,2,c,1,b,2,b,2,a,0,7,70.0,0.751
2748,2.76,2,2,3,4,4,3.0,b,2,b,2,b,2,b,2,c,1,9,90.0,-0.5154
2749,3.26,5,7,6,6,5,5.8,b,2,b,2,c,1,b,2,b,2,9,90.0,2.0919
2750,1.98,1,2,2,1,2,1.6,a,0,a,0,b,2,a,0,a,0,2,20.0,-1.6109
2751,5.4,4,5,3,4,5,4.2,c,1,c,1,c,1,b,2,b,2,7,70.0,-0.3472
2752,1.43,4,4,4,3,3,3.6,c,1,b,2,b,2,b,2,c,1,8,80.0,0.6048
2753,5.32,3,4,4,4,4,3.8,a,0,c,1,a,0,a,0,a,0,1,10.0,-0.7127
2754,5.01,3,3,4,4,3,3.4,b,2,a,0,c,1,a,0,b,2,5,50.0,-0.9944
2755,5.61,6,6,7,6,7,6.4,b,2,b,2,b,2,b,2,a,0,8,80.0,1.7731
2756,4.71,4,4,4,5,4,4.2,a,0,a,0,a,0,a,0,c,1,1,10.0,-0.0763
2757,5.84,5,6,6,6,5,5.6,b,2,a,0,b,2,b,2,a,0,6,60.0,0.8832
2758,4.07,4,4,5,4,4,4.2,c,1,b,2,b,2,b,2,b,2,9,90.0,0.1737
2759,5.6,5,5,5,5,5,5.0,b,2,b,2,c,1,a,0,c,1,6,60.0,0.3772
2760,4.94,5,4,4,4,6,4.6,a,0,a,0,a,0,a,0,b,2,2,20.0,0.2331
2761,3.02,4,4,5,4,4,4.2,a,0,b,2,b,2,c,1,a,0,5,50.0,0.5845
2762,2.98,5,5,5,5,5,5.0,b,2,b,2,b,2,c,1,b,2,9,90.0,1.4011
2763,4.24,4,5,5,5,4,4.6,c,1,b,2,b,2,b,2,b,2,9,90.0,0.5083
2764,3.91,5,5,5,4,6,5.0,a,0,a,0,b,2,b,2,a,0,4,40.0,1.037
2765,4.84,7,6,6,6,5,6.0,b,2,b,2,b,2,b,2,b,2,10,100.0,1.6729
2766,4.7,4,4,4,6,4,4.4,a,0,b,2,c,1,b,2,b,2,7,70.0,0.1285
2767,5.63,4,3,5,4,5,4.2,b,2,b,2,a,0,b,2,c,1,7,70.0,-0.4369
2768,4.68,3,3,3,3,2,2.8,a,0,a,0,b,2,a,0,a,0,2,20.0,-1.4659
2769,4.74,5,5,4,4,4,4.4,b,2,b,2,b,2,c,1,b,2,9,90.0,0.114
2770,4.48,4,4,3,4,3,3.6,c,1,a,0,c,1,b,2,b,2,6,60.0,-0.5856
2771,4.56,4,5,5,6,6,5.2,c,1,b,2,b,2,b,2,b,2,9,90.0,0.9834
2772,3.84,4,4,4,5,4,4.2,b,2,a,0,b,2,c,1,b,2,7,70.0,0.2629
2773,2.9,4,4,4,3,5,4.0,b,2,b,2,b,2,b,2,b,2,10,100.0,0.4326
2774,3.98,2,3,4,4,4,3.4,c,1,b,2,b,2,c,1,b,2,8,80.0,-0.5923
2775,3.17,3,3,3,1,3,2.6,c,1,c,1,a,0,a,0,a,0,2,20.0,-1.0761
2776,1.0,2,4,5,5,4,4.0,a,0,a,0,b,2,c,1,a,0,3,30.0,1.1725
2777,2.5,3,2,2,2,3,2.4,a,0,a,0,c,1,a,0,a,0,1,10.0,-1.0147
2778,3.31,3,5,4,4,5,4.2,a,0,b,2,b,2,c,1,b,2,7,70.0,0.4698
2779,4.17,2,2,3,2,4,2.6,b,2,b,2,a,0,c,1,b,2,7,70.0,-1.4639
2780,5.43,5,5,6,6,6,5.6,b,2,a,0,c,1,c,1,c,1,5,50.0,1.0448
2781,2.37,6,5,7,6,6,6.0,b,2,b,2,b,2,b,2,b,2,10,100.0,2.6384
2782,5.1,5,4,6,5,4,4.8,a,0,b,2,a,0,b,2,a,0,4,40.0,0.372
2783,5.05,3,3,4,4,4,3.6,a,0,b,2,c,1,a,0,a,0,3,30.0,-0.8075
2784,3.95,4,4,5,4,5,4.4,b,2,b,2,c,1,b,2,b,2,9,90.0,0.4215
2785,3.35,3,4,5,5,5,4.4,b,2,b,2,b,2,b,2,b,2,10,100.0,0.6553
2786,2.43,4,4,5,4,5,4.4,a,0,a,0,c,1,b,2,b,2,5,50.0,1.0127
2787,4.51,3,4,3,4,5,3.8,c,1,c,1,b,2,c,1,c,1,6,60.0,-0.3993
2788,2.33,5,4,5,4,5,4.6,b,2,b,2,c,1,b,2,b,2,9,90.0,1.2546
2789,3.36,4,3,4,3,4,3.6,b,2,b,2,b,2,b,2,b,2,10,100.0,-0.1497
2790,3.75,1,3,1,2,2,1.8,a,0,b,2,c,1,c,1,b,2,6,60.0,-2.0998
2791,4.25,4,4,4,5,3,4.0,b,2,a,0,b,2,b,2,a,0,6,60.0,-0.0963
2792,5.23,5,5,4,4,4,4.4,c,1,b,2,b,2,b,2,a,0,7,70.0,-0.0799
2793,2.6,5,5,4,5,5,4.8,a,0,a,0,a,0,b,2,c,1,3,30.0,1.3486
2794,3.08,5,5,6,6,6,5.6,c,1,a,0,b,2,b,2,c,1,6,60.0,1.9595
2795,6.0,6,6,6,6,6,6.0,b,2,c,1,b,2,b,2,b,2,9,90.0,1.2215
2796,4.21,4,4,5,4,5,4.4,c,1,c,1,c,1,b,2,a,0,5,50.0,0.3199
2797,4.23,4,5,4,5,6,4.8,a,0,b,2,c,1,a,0,b,2,5,50.0,0.7131
2798,2.88,3,3,3,4,3,3.2,b,2,b,2,b,2,a,0,c,1,7,70.0,-0.3627
2799,1.0,1,1,1,1,1,1.0,a,0,a,0,c,1,c,1,a,0,2,20.0,-1.8275
2800,3.61,5,5,5,6,6,5.4,c,1,b,2,b,2,c,1,b,2,8,80.0,1.5543
2801,5.49,7,7,7,7,6,6.8,b,2,b,2,b,2,b,2,c,1,9,90.0,2.22
2802,4.2,3,4,2,4,5,3.6,c,1,a,0,b,2,b,2,b,2,7,70.0,-0.4757
2803,4.23,4,4,4,4,3,3.8,b,2,c,1,c,1,c,1,c,1,6,60.0,-0.2884
2804,3.35,2,1,2,2,3,2.0,c,1,b,2,c,1,b,2,a,0,6,60.0,-1.7468
2805,4.93,5,5,6,6,6,5.6,b,2,b,2,b,2,c,1,b,2,9,90.0,1.2375
2806,3.12,4,3,1,2,4,2.8,c,1,a,0,a,0,b,2,b,2,5,50.0,-0.8539
2807,5.56,6,5,6,4,6,5.4,a,0,a,0,b,2,a,0,b,2,4,40.0,0.7921
2808,3.66,4,4,4,5,5,4.4,a,0,a,0,a,0,a,0,b,2,2,20.0,0.5353
2809,4.46,5,4,4,5,7,5.0,c,1,c,1,b,2,b,2,c,1,7,70.0,0.8235
2810,3.7,4,4,4,4,6,4.4,b,2,a,0,a,0,b,2,a,0,4,40.0,0.52
2811,4.34,3,3,3,3,2,2.8,b,2,a,0,c,1,b,2,c,1,6,60.0,-1.3315
2812,5.73,5,4,6,5,5,5.0,c,1,a,0,c,1,b,2,c,1,5,50.0,0.3269
2813,2.9,3,3,3,3,4,3.2,b,2,b,2,a,0,b,2,c,1,7,70.0,-0.3696
2814,4.01,3,5,4,5,6,4.6,c,1,b,2,b,2,b,2,b,2,9,90.0,0.5976
2815,5.45,4,4,4,3,5,4.0,a,0,c,1,a,0,b,2,c,1,4,40.0,-0.5633
2816,4.9,5,5,6,7,6,5.8,b,2,b,2,b,2,b,2,c,1,9,90.0,1.4483
2817,3.96,4,4,5,4,4,4.2,b,2,b,2,c,1,b,2,b,2,9,90.0,0.2155
2818,4.28,3,3,4,3,4,3.4,b,2,b,2,c,1,b,2,b,2,9,90.0,-0.7081
2819,4.22,4,4,4,4,4,4.0,c,1,a,0,c,1,c,1,b,2,5,50.0,-0.086
2820,6.28,5,3,5,4,5,4.4,b,2,c,1,b,2,c,1,c,1,7,70.0,-0.4899
2821,2.73,2,1,1,2,2,1.6,b,2,b,2,c,1,c,1,a,0,6,60.0,-1.9026
2822,3.24,4,3,3,3,5,3.6,b,2,a,0,a,0,c,1,a,0,3,30.0,-0.1036
2823,3.44,2,2,3,2,3,2.4,b,2,b,2,a,0,b,2,c,1,7,70.0,-1.3789
2824,2.79,4,4,4,4,4,4.0,a,0,a,0,c,1,b,2,c,1,4,40.0,0.4739
2825,1.92,3,4,3,4,3,3.4,c,1,a,0,b,2,a,0,c,1,4,40.0,0.2133
2826,4.23,2,4,3,3,3,3.0,a,0,a,0,a,0,c,1,c,1,2,20.0,-1.0904
2827,6.38,5,6,6,6,6,5.8,c,1,b,2,b,2,b,2,b,2,9,90.0,0.8709
2828,3.04,2,4,3,4,3,3.2,a,0,a,0,b,2,b,2,c,1,5,50.0,-0.4221
2829,3.71,3,3,3,4,3,3.2,b,2,c,1,a,0,b,2,b,2,7,70.0,-0.6843
2830,4.35,1,2,2,1,2,1.6,c,1,c,1,a,0,b,2,b,2,6,60.0,-2.5362
2831,2.6,4,5,5,5,4,4.6,c,1,a,0,c,1,a,0,c,1,3,30.0,1.1476
2832,1.0,1,1,1,2,3,1.6,a,0,a,0,a,0,b,2,a,0,2,20.0,-1.2275
2833,7.0,5,4,5,6,5,5.0,b,2,b,2,b,2,c,1,b,2,9,90.0,-0.1699
2834,3.99,2,3,1,3,2,2.2,b,2,c,1,c,1,b,2,c,1,7,70.0,-1.7946
2835,3.65,6,6,6,6,6,6.0,c,1,b,2,b,2,b,2,b,2,9,90.0,2.1385
2836,3.49,2,4,3,3,3,3.0,b,2,b,2,b,2,b,2,c,1,9,90.0,-0.7992
2837,3.49,3,4,3,3,5,3.6,c,1,a,0,b,2,b,2,b,2,7,70.0,-0.2001
2838,5.19,3,4,5,5,6,4.6,b,2,b,2,b,2,b,2,b,2,10,100.0,0.136
2839,4.48,4,3,5,5,5,4.4,c,1,c,1,a,0,a,0,c,1,3,30.0,0.2137
2840,5.25,5,6,5,5,4,5.0,c,1,b,2,b,2,b,2,b,2,9,90.0,0.5126
2841,5.79,4,4,4,5,3,4.0,b,2,b,2,c,1,b,2,a,0,7,70.0,-0.6983
2842,4.34,5,5,5,6,5,5.2,b,2,b,2,b,2,c,1,c,1,8,80.0,1.0695
2843,4.91,4,4,3,5,3,3.8,b,2,b,2,b,2,c,1,b,2,9,90.0,-0.5553
2844,3.57,5,6,4,5,4,4.8,a,0,b,2,b,2,c,1,b,2,7,70.0,0.9677
2845,1.0,2,3,3,2,3,2.6,a,0,a,0,a,0,b,2,b,2,4,40.0,-0.2275
2846,4.21,3,4,3,4,5,3.8,a,0,b,2,b,2,c,1,b,2,7,70.0,-0.2803
2847,4.53,3,3,3,3,2,2.8,a,0,a,0,c,1,a,0,a,0,1,10.0,-1.4066
2848,4.69,5,4,4,5,4,4.4,b,2,a,0,b,2,a,0,b,2,6,60.0,0.1322
2849,4.65,5,6,7,6,6,6.0,b,2,c,1,b,2,b,2,a,0,7,70.0,1.7463
2850,2.92,3,3,6,3,4,3.8,b,2,b,2,b,2,b,2,c,1,9,90.0,0.2242
2851,4.16,5,6,5,5,6,5.4,b,2,c,1,b,2,b,2,b,2,9,90.0,1.3371
2852,4.38,4,5,5,4,5,4.6,b,2,b,2,b,2,c,1,b,2,9,90.0,0.4522
2853,1.89,2,3,3,3,3,2.8,a,0,c,1,a,0,c,1,c,1,3,30.0,-0.3768
2854,2.31,2,1,3,3,3,2.4,a,0,a,0,a,0,a,0,a,0,0,0.0,-0.9386
2855,5.85,6,6,6,6,5,5.8,b,2,b,2,b,2,b,2,b,2,10,100.0,1.0782
2856,5.12,4,5,4,5,5,4.6,b,2,b,2,c,1,b,2,b,2,9,90.0,0.1645
2857,2.81,3,3,3,4,4,3.4,b,2,c,1,a,0,c,1,a,0,4,40.0,-0.1349
2858,4.97,4,3,3,4,3,3.4,b,2,c,1,b,2,b,2,b,2,9,90.0,-0.9787
2859,5.41,5,5,4,5,5,4.8,c,1,c,1,b,2,b,2,b,2,8,80.0,0.2498
2860,3.46,3,2,3,3,2,2.6,a,0,c,1,a,0,a,0,a,0,1,10.0,-1.1886
2861,3.95,2,3,2,3,3,2.6,c,1,a,0,c,1,b,2,c,1,5,50.0,-1.3789
2862,5.93,4,4,5,4,4,4.2,b,2,c,1,b,2,a,0,b,2,7,70.0,-0.5528
2863,5.57,5,5,4,4,5,4.6,a,0,b,2,c,1,a,0,a,0,3,30.0,-0.0119
2864,2.3,2,2,2,2,3,2.2,c,1,a,0,a,0,a,0,b,2,3,30.0,-1.1352
2865,3.4,4,4,5,4,4,4.2,a,0,a,0,a,0,a,0,c,1,1,10.0,0.4363
2866,4.21,2,3,4,3,2,2.8,b,2,b,2,c,1,a,0,a,0,5,50.0,-1.2807
2867,3.93,4,4,4,5,5,4.4,c,1,c,1,b,2,b,2,b,2,8,80.0,0.4298
2868,4.39,4,3,5,6,4,4.4,a,0,c,1,c,1,b,2,a,0,4,40.0,0.2479
2869,2.88,4,4,3,4,4,3.8,a,0,a,0,b,2,b,2,c,1,5,50.0,0.2397
2870,3.57,4,4,3,4,4,3.8,b,2,b,2,c,1,b,2,b,2,9,90.0,-0.0304
2871,4.26,3,3,4,4,4,3.6,c,1,c,1,a,0,a,0,b,2,4,40.0,-0.4993
2872,4.48,3,4,3,4,3,3.4,a,0,b,2,a,0,a,0,a,0,2,20.0,-0.788
2873,1.93,2,1,3,2,3,2.2,c,1,a,0,b,2,b,2,b,2,7,70.0,-0.9924
2874,4.58,3,2,5,5,4,3.8,b,2,c,1,a,0,c,1,a,0,4,40.0,-0.4239
2875,2.98,5,4,2,5,4,4.0,c,1,a,0,b,2,b,2,b,2,7,70.0,0.399
2876,2.92,2,3,4,3,4,3.2,a,0,b,2,a,0,b,2,a,0,4,40.0,-0.3759
2877,4.46,4,5,5,5,5,4.8,c,1,a,0,c,1,c,1,b,2,5,50.0,0.6218
2878,3.94,5,6,4,6,6,5.4,b,2,b,2,c,1,c,1,b,2,8,80.0,1.4247
2879,2.48,4,3,3,3,4,3.4,a,0,b,2,a,0,b,2,c,1,5,50.0,-0.0068
2880,3.73,4,4,3,4,5,4.0,c,1,b,2,a,0,b,2,b,2,7,70.0,0.1079
2881,4.75,5,4,5,6,6,5.2,c,1,c,1,c,1,a,0,c,1,4,40.0,0.9077
2882,6.57,5,3,5,4,5,4.4,b,2,a,0,c,1,a,0,a,0,3,30.0,-0.6033
2883,5.13,7,6,7,7,7,6.8,b,2,a,0,c,1,c,1,c,1,5,50.0,2.3612
2884,4.61,5,6,5,5,5,5.2,b,2,b,2,a,0,b,2,b,2,8,80.0,0.9616
2885,2.91,5,6,5,4,5,5.0,b,2,b,2,b,2,b,2,b,2,10,100.0,1.4277
2886,3.28,5,5,5,5,4,4.8,b,2,a,0,b,2,c,1,b,2,7,70.0,1.0833
2887,4.52,6,5,6,6,5,5.6,c,1,b,2,b,2,c,1,b,2,8,80.0,1.3971
2888,2.86,2,3,4,3,3,3.0,a,0,b,2,b,2,b,2,a,0,6,60.0,-0.552
2889,3.86,5,3,5,5,6,4.8,b,2,b,2,c,1,c,1,b,2,8,80.0,0.8548
2890,4.17,4,3,3,4,4,3.6,c,1,c,1,b,2,b,2,c,1,7,70.0,-0.4641
2891,5.88,3,4,5,4,4,4.0,a,0,a,0,a,0,b,2,b,2,4,40.0,-0.734
2892,6.48,4,6,5,6,6,5.4,b,2,b,2,b,2,c,1,b,2,9,90.0,0.433
2893,2.71,5,3,5,4,4,4.2,b,2,b,2,c,1,b,2,b,2,9,90.0,0.7054
2894,2.94,3,4,3,4,3,3.4,b,2,b,2,b,2,c,1,a,0,7,70.0,-0.1846
2895,3.93,2,1,3,3,4,2.6,a,0,a,0,a,0,a,0,c,1,1,10.0,-1.3713
2896,2.93,3,3,3,3,3,3.0,b,2,b,2,a,0,a,0,c,1,5,50.0,-0.5808
2897,5.34,5,4,4,5,5,4.6,a,0,b,2,b,2,b,2,c,1,7,70.0,0.0781
2898,2.27,2,3,2,3,4,2.8,c,1,b,2,b,2,c,1,a,0,6,60.0,-0.522
2899,5.16,3,4,5,4,5,4.2,b,2,b,2,b,2,b,2,b,2,10,100.0,-0.2535
2900,4.82,3,3,5,3,3,3.4,b,2,b,2,a,0,b,2,b,2,8,80.0,-0.9178
2901,3.14,5,5,5,5,4,4.8,a,0,b,2,a,0,b,2,b,2,6,60.0,1.137
2902,3.91,2,2,3,2,3,2.4,b,2,a,0,b,2,b,2,a,0,6,60.0,-1.5629
2903,2.63,2,3,3,4,3,3.0,b,2,a,0,b,2,a,0,b,2,6,60.0,-0.4634
2904,3.24,5,4,5,4,4,4.4,b,2,c,1,b,2,c,1,c,1,7,70.0,0.6986
2905,6.06,4,5,4,5,4,4.4,b,2,a,0,b,2,c,1,c,1,6,60.0,-0.4017
2906,3.73,3,3,2,3,4,3.0,a,0,b,2,b,2,b,2,a,0,6,60.0,-0.893
2907,6.03,6,5,6,6,6,5.8,b,2,c,1,c,1,b,2,b,2,8,80.0,1.0088
2908,3.18,4,4,4,5,5,4.4,a,0,b,2,b,2,a,0,b,2,6,60.0,0.7215
2909,2.79,3,3,3,2,3,2.8,a,0,a,0,a,0,a,0,b,2,2,20.0,-0.7245
2910,4.2,3,4,3,4,4,3.6,a,0,c,1,a,0,b,2,b,2,5,50.0,-0.4758
2911,3.0,3,2,3,4,2,2.8,c,1,b,2,b,2,c,1,b,2,8,80.0,-0.8081
2912,2.93,4,3,3,3,3,3.2,b,2,b,2,b,2,b,2,b,2,10,100.0,-0.3813
2913,4.27,6,6,6,5,6,5.8,c,1,c,1,a,0,b,2,a,0,4,40.0,1.694
2914,4.0,2,1,2,3,3,2.2,c,1,a,0,a,0,a,0,a,0,1,10.0,-1.7993
2915,5.23,3,4,5,4,4,4.0,c,1,a,0,b,2,a,0,a,0,3,30.0,-0.4781
2916,1.56,4,4,2,4,4,3.6,a,0,a,0,a,0,b,2,a,0,2,20.0,0.5547
2917,5.01,3,2,4,4,4,3.4,a,0,b,2,b,2,b,2,a,0,6,60.0,-0.9924
2918,2.91,4,4,4,4,4,4.0,c,1,a,0,c,1,c,1,b,2,5,50.0,0.4273
2919,4.24,3,3,1,3,1,2.2,b,2,b,2,a,0,a,0,b,2,6,60.0,-1.8937
2920,3.02,2,1,2,1,2,1.6,c,1,a,0,a,0,a,0,a,0,1,10.0,-2.0168
2921,4.36,3,4,2,3,5,3.4,a,0,a,0,c,1,c,1,a,0,2,20.0,-0.7412
2922,5.34,4,4,4,5,4,4.2,b,2,b,2,b,2,b,2,b,2,10,100.0,-0.323
2923,3.51,3,3,4,2,4,3.2,a,0,c,1,c,1,b,2,b,2,6,60.0,-0.6076
2924,3.86,5,7,5,6,6,5.8,a,0,a,0,b,2,a,0,a,0,2,20.0,1.8552
2925,2.2,4,5,4,4,4,4.2,b,2,a,0,a,0,c,1,a,0,3,30.0,0.9043
2926,3.18,2,3,3,3,3,2.8,a,0,a,0,a,0,a,0,a,0,0,0.0,-0.8773
2927,2.11,4,3,2,3,3,3.0,a,0,c,1,a,0,b,2,b,2,5,50.0,-0.2617
2928,4.27,3,4,3,3,4,3.4,b,2,c,1,b,2,b,2,b,2,9,90.0,-0.7038
2929,5.61,3,5,4,5,4,4.2,b,2,a,0,a,0,a,0,a,0,2,20.0,-0.4282
2930,3.67,5,4,3,6,5,4.6,b,2,b,2,a,0,b,2,c,1,7,70.0,0.7312
2931,3.23,4,4,5,2,4,3.8,a,0,c,1,a,0,b,2,b,2,5,50.0,0.1004
2932,5.08,2,3,4,4,4,3.4,b,2,b,2,c,1,c,1,b,2,8,80.0,-1.0223
2933,3.14,4,2,3,3,4,3.2,b,2,c,1,a,0,c,1,c,1,5,50.0,-0.4628
2934,2.72,4,4,5,5,5,4.6,b,2,b,2,b,2,b,2,b,2,10,100.0,1.1005
2935,4.43,3,5,5,3,5,4.2,b,2,c,1,b,2,a,0,b,2,7,70.0,0.0326
2936,4.52,2,3,4,5,4,3.6,c,1,b,2,b,2,b,2,b,2,9,90.0,-0.6028
2937,3.5,5,4,4,5,4,4.4,a,0,c,1,a,0,b,2,b,2,5,50.0,0.5954
2938,5.25,4,5,3,5,6,4.6,b,2,b,2,b,2,c,1,b,2,9,90.0,0.1143
2939,3.94,4,4,4,4,3,3.8,c,1,a,0,a,0,b,2,b,2,5,50.0,-0.1738
2940,4.21,2,3,3,3,4,3.0,a,0,b,2,c,1,a,0,c,1,4,40.0,-1.0799
2941,3.9,4,4,3,4,5,4.0,a,0,a,0,a,0,b,2,c,1,3,30.0,0.0415
2942,3.28,5,5,7,6,5,5.6,b,2,b,2,b,2,a,0,a,0,6,60.0,1.8811
2943,4.83,4,4,4,4,5,4.2,b,2,b,2,c,1,a,0,b,2,7,70.0,-0.1224
2944,4.49,3,3,3,1,4,2.8,b,2,b,2,c,1,b,2,b,2,9,90.0,-1.3895
2945,3.42,4,4,4,4,4,4.0,c,1,b,2,b,2,b,2,b,2,9,90.0,0.2293
2946,3.36,3,3,2,4,4,3.2,a,0,a,0,a,0,b,2,a,0,2,20.0,-0.5473
2947,3.85,2,3,2,3,3,2.6,b,2,a,0,a,0,c,1,a,0,3,30.0,-1.3389
2948,3.06,2,2,3,3,4,2.8,b,2,a,0,a,0,b,2,b,2,6,60.0,-0.8334
