date,site_name,flared_mscf
2025-02-15,Utorogu,18351
2025-02-15,Agbada,99437
2025-02-15,Nembe,121984
2025-02-15,Obite,68043
2025-02-15,Soku,70299
2025-02-15,Bonga Offshore,44494
2025-02-15,Akpo Offshore,5625
2025-02-15,Egina Offshore,49619
2025-02-16,Escravos,107688
2025-02-16,Forcados,10291
2025-02-16,Bonny,94348
2025-02-16,Brass,101462
2025-02-16,Ebocha,41120
2025-02-16,Ughelli,42386
2025-02-16,Ogbogu,57008
2025-02-16,Utorogu,16265
2025-02-16,Agbada,76775
2025-02-16,Nembe,105492
2025-02-16,Obite,75701
2025-02-16,Soku,69394
2025-02-16,Bonga Offshore,53336
2025-02-16,Akpo Offshore,5382
2025-02-16,Egina Offshore,60824
2025-02-17,Escravos,71875
2025-02-17,Forcados,9014
2025-02-17,Bonny,123695
2025-02-17,Brass,119823
2025-02-17,Ebocha,44821
2025-02-17,Ughelli,40855
2025-02-17,Ogbogu,60965
2025-02-17,Utorogu,14774
2025-02-17,Agbada,88053
2025-02-17,Nembe,123227
2025-02-17,Obite,70588
2025-02-17,Soku,89130
2025-02-17,Bonga Offshore,53371
2025-02-17,Akpo Offshore,5299
2025-02-17,Egina Offshore,48032
2025-02-18,Escravos,67537
2025-02-18,Forcados,11124
2025-02-18,Bonny,144701
2025-02-18,Brass,123845
2025-02-18,Ebocha,42795
2025-02-18,Ughelli,41301
2025-02-18,Ogbogu,62288
2025-02-18,Utorogu,14436
2025-02-18,Agbada,74467
2025-02-18,Nembe,149402
2025-02-18,Obite,73592
2025-02-18,Soku,83802
2025-02-18,Bonga Offshore,47390
2025-02-18,Akpo Offshore,5976
2025-02-18,Egina Offshore,59487
2025-02-19,Escravos,85271
2025-02-19,Forcados,11268
2025-02-19,Bonny,119634
2025-02-19,Brass,95821
2025-02-19,Ebocha,47554
2025-02-19,Ughelli,42090
2025-02-19,Ogbogu,69933
2025-02-19,Utorogu,17995
2025-02-19,Agbada,76860
2025-02-19,Nembe,127193
2025-02-19,Obite,77954
2025-02-19,Soku,74795
2025-02-19,Bonga Offshore,49974
2025-02-19,Akpo Offshore,5338
2025-02-19,Egina Offshore,44842
2025-02-20,Escravos,80042
2025-02-20,Forcados,11870
2025-02-20,Bonny,99966
2025-02-20,Brass,111122
2025-02-20,Ebocha,45217
2025-02-20,Ughelli,40925
2025-02-20,Ogbogu,56606
2025-02-20,Utorogu,17368
2025-02-20,Agbada,86078
2025-02-20,Nembe,108113
2025-02-20,Obite,68553
2025-02-20,Soku,91993
2025-02-20,Bonga Offshore,46445
2025-02-20,Akpo Offshore,5864
2025-02-20,Egina Offshore,49625
2025-02-21,Escravos,73443
2025-02-21,Forcados,10197
2025-02-21,Bonny,136863
2025-02-21,Brass,112257
2025-02-21,Ebocha,40554
2025-02-21,Ughelli,42606
2025-02-21,Ogbogu,68810
2025-02-21,Utorogu,17486
2025-02-21,Agbada,63969
2025-02-21,Nembe,112469
2025-02-21,Obite,66971
2025-02-21,Soku,72147
2025-02-21,Bonga Offshore,42352
2025-02-21,Akpo Offshore,5533
2025-02-21,Egina Offshore,48705
2025-02-22,Escravos,57817
2025-02-22,Forcados,7811
2025-02-22,Bonny,103124
2025-02-22,Brass,138444
2025-02-22,Ebocha,43545
2025-02-22,Ughelli,39885
2025-02-22,Ogbogu,60525
2025-02-22,Utorogu,16880
2025-02-22,Agbada,63613
2025-02-22,Nembe,104399
2025-02-22,Obite,70073
2025-02-22,Soku,95986
2025-02-22,Bonga Offshore,49691
2025-02-22,Akpo Offshore,7708
2025-02-22,Egina Offshore,62781
2025-02-23,Escravos,99203
2025-02-23,Forcados,11243
2025-02-23,Bonny,120344
2025-02-23,Brass,114412
2025-02-23,Ebocha,36791
2025-02-23,Ughelli,44001
2025-02-23,Ogbogu,62250
2025-02-23,Utorogu,16951
2025-02-23,Agbada,70255
2025-02-23,Nembe,108968
2025-02-23,Obite,83122
2025-02-23,Soku,64074
2025-02-23,Bonga Offshore,43988
2025-02-23,Akpo Offshore,6957
2025-02-23,Egina Offshore,55405
2025-02-24,Escravos,76083
2025-02-24,Forcados,11491
2025-02-24,Bonny,105875
2025-02-24,Brass,89816
2025-02-24,Ebocha,48112
2025-02-24,Ughelli,35548
2025-02-24,Ogbogu,72880
2025-02-24,Utorogu,13524
2025-02-24,Agbada,95326
2025-02-24,Nembe,95660
2025-02-24,Obite,80817
2025-02-24,Soku,71420
2025-02-24,Bonga Offshore,53516
2025-02-24,Akpo Offshore,6290
2025-02-24,Egina Offshore,48658
2025-02-25,Escravos,77293
2025-02-25,Forcados,10327
2025-02-25,Bonny,118758
2025-02-25,Brass,136038
2025-02-25,Ebocha,45509
2025-02-25,Ughelli,41122
2025-02-25,Ogbogu,68953
2025-02-25,Utorogu,14375
2025-02-25,Agbada,79703
2025-02-25,Nembe,102606
2025-02-25,Obite,69952
2025-02-25,Soku,70733
2025-02-25,Bonga Offshore,49078
2025-02-25,Akpo Offshore,7560
2025-02-25,Egina Offshore,57057
2025-02-26,Escravos,94208
2025-02-26,Forcados,11048
2025-02-26,Bonny,120531
2025-02-26,Brass,118230
2025-02-26,Ebocha,41970
2025-02-26,Ughelli,44963
2025-02-26,Ogbogu,70470
2025-02-26,Utorogu,17567
2025-02-26,Agbada,95637
2025-02-26,Nembe,91031
2025-02-26,Obite,73124
2025-02-26,Soku,93067
2025-02-26,Bonga Offshore,43723
2025-02-26,Akpo Offshore,6968
2025-02-26,Egina Offshore,64049
2025-02-27,Escravos,101142
2025-02-27,Forcados,10355
2025-02-27,Bonny,116570
2025-02-27,Brass,111891
2025-02-27,Ebocha,45000
2025-02-27,Ughelli,51700
2025-02-27,Ogbogu,64336
2025-02-27,Utorogu,17813
2025-02-27,Agbada,81291
2025-02-27,Nembe,122699
2025-02-27,Obite,85087
2025-02-27,Soku,89678
2025-02-27,Bonga Offshore,45792
2025-02-27,Akpo Offshore,6072
2025-02-27,Egina Offshore,48698
2025-02-28,Escravos,85474
2025-02-28,Forcados,10597
2025-02-28,Bonny,123161
2025-02-28,Brass,114385
2025-02-28,Ebocha,37179
2025-02-28,Ughelli,42314
2025-02-28,Ogbogu,63789
2025-02-28,Utorogu,15475
2025-02-28,Agbada,89488
2025-02-28,Nembe,115226
2025-02-28,Obite,83262
2025-02-28,Soku,70248
2025-02-28,Bonga Offshore,39197
2025-02-28,Akpo Offshore,7275
2025-02-28,Egina Offshore,49594
2025-03-01,Escravos,90584
2025-03-01,Forcados,11518
2025-03-01,Bonny,121684
2025-03-01,Brass,132598
2025-03-01,Ebocha,39921
2025-03-01,Ughelli,35481
2025-03-01,Ogbogu,65552
2025-03-01,Utorogu,12777
2025-03-01,Agbada,102483
2025-03-01,Nembe,120665
2025-03-01,Obite,84900
2025-03-01,Soku,58903
2025-03-01,Bonga Offshore,46725
2025-03-01,Akpo Offshore,8741
2025-03-01,Egina Offshore,61801
2025-03-02,Escravos,79002
2025-03-02,Forcados,11197
2025-03-02,Bonny,125455
2025-03-02,Brass,111441
2025-03-02,Ebocha,42378
2025-03-02,Ughelli,43333
2025-03-02,Ogbogu,71160
2025-03-02,Utorogu,19091
2025-03-02,Agbada,75002
2025-03-02,Nembe,139701
2025-03-02,Obite,63984
2025-03-02,Soku,95532
2025-03-02,Bonga Offshore,48470
2025-03-02,Akpo Offshore,5946
2025-03-02,Egina Offshore,38764
2025-03-03,Escravos,98448
2025-03-03,Forcados,11409
2025-03-03,Bonny,104799
2025-03-03,Brass,122835
2025-03-03,Ebocha,45445
2025-03-03,Ughelli,35032
2025-03-03,Ogbogu,73041
2025-03-03,Utorogu,20119
2025-03-03,Agbada,81843
2025-03-03,Nembe,99262
2025-03-03,Obite,68279
2025-03-03,Soku,84567
2025-03-03,Bonga Offshore,47424
2025-03-03,Akpo Offshore,6745
2025-03-03,Egina Offshore,56336
2025-03-04,Escravos,65346
2025-03-04,Forcados,10038
2025-03-04,Bonny,112665
2025-03-04,Brass,103500
2025-03-04,Ebocha,37863
2025-03-04,Ughelli,50334
2025-03-04,Ogbogu,59804
2025-03-04,Utorogu,15970
2025-03-04,Agbada,85023
2025-03-04,Nembe,115068
2025-03-04,Obite,54522
2025-03-04,Soku,75929
2025-03-04,Bonga Offshore,39072
2025-03-04,Akpo Offshore,7310
2025-03-04,Egina Offshore,55911
2025-03-05,Escravos,72967
2025-03-05,Forcados,8230
2025-03-05,Bonny,135420
2025-03-05,Brass,125434
2025-03-05,Ebocha,45428
2025-03-05,Ughelli,47830
2025-03-05,Ogbogu,55782
2025-03-05,Utorogu,18848
2025-03-05,Agbada,71536
2025-03-05,Nembe,98938
2025-03-05,Obite,68512
2025-03-05,Soku,77315
2025-03-05,Bonga Offshore,40455
2025-03-05,Akpo Offshore,5825
2025-03-05,Egina Offshore,39888
2025-03-06,Escravos,79820
2025-03-06,Forcados,12289
2025-03-06,Bonny,132358
2025-03-06,Brass,104734
2025-03-06,Ebocha,45539
2025-03-06,Ughelli,38502
2025-03-06,Ogbogu,63172
2025-03-06,Utorogu,14522
2025-03-06,Agbada,107669
2025-03-06,Nembe,126888
2025-03-06,Obite,64893
2025-03-06,Soku,77235
2025-03-06,Bonga Offshore,52496
2025-03-06,Akpo Offshore,6876
2025-03-06,Egina Offshore,43894
2025-03-07,Escravos,80923
2025-03-07,Forcados,9958
2025-03-07,Bonny,123968
2025-03-07,Brass,126126
2025-03-07,Ebocha,53360
2025-03-07,Ughelli,42078
2025-03-07,Ogbogu,57983
2025-03-07,Utorogu,14883
2025-03-07,Agbada,92401
2025-03-07,Nembe,110834
2025-03-07,Obite,66071
2025-03-07,Soku,78761
2025-03-07,Bonga Offshore,56061
2025-03-07,Akpo Offshore,6689
2025-03-07,Egina Offshore,47133
2025-03-08,Escravos,79347
2025-03-08,Forcados,10226
2025-03-08,Bonny,115936
2025-03-08,Brass,105062
2025-03-08,Ebocha,33364
2025-03-08,Ughelli,28523
2025-03-08,Ogbogu,54164
2025-03-08,Utorogu,18871
2025-03-08,Agbada,88130
2025-03-08,Nembe,113467
2025-03-08,Obite,80519
2025-03-08,Soku,74585
2025-03-08,Bonga Offshore,50335
2025-03-08,Akpo Offshore,6174
2025-03-08,Egina Offshore,44190
2025-03-09,Escravos,86634
2025-03-09,Forcados,11864
2025-03-09,Bonny,124073
2025-03-09,Brass,118443
2025-03-09,Ebocha,42781
2025-03-09,Ughelli,51268
2025-03-09,Ogbogu,55492
2025-03-09,Utorogu,17178
2025-03-09,Agbada,83264
2025-03-09,Nembe,129592
2025-03-09,Obite,85344
2025-03-09,Soku,72297
2025-03-09,Bonga Offshore,51762
2025-03-09,Akpo Offshore,6577
2025-03-09,Egina Offshore,60140
2025-03-10,Escravos,83675
2025-03-10,Forcados,10272
2025-03-10,Bonny,115731
2025-03-10,Brass,110074
2025-03-10,Ebocha,42605
2025-03-10,Ughelli,51121
2025-03-10,Ogbogu,54415
2025-03-10,Utorogu,19397
2025-03-10,Agbada,80486
2025-03-10,Nembe,110798
2025-03-10,Obite,62831
2025-03-10,Soku,90466
2025-03-10,Bonga Offshore,49019
2025-03-10,Akpo Offshore,6960
2025-03-10,Egina Offshore,63733
2025-03-11,Escravos,81451
2025-03-11,Forcados,10315
2025-03-11,Bonny,105139
2025-03-11,Brass,136153
2025-03-11,Ebocha,38878
2025-03-11,Ughelli,48196
2025-03-11,Ogbogu,49888
2025-03-11,Utorogu,18044
2025-03-11,Agbada,77591
2025-03-11,Nembe,103773
2025-03-11,Obite,76336
2025-03-11,Soku,79060
2025-03-11,Bonga Offshore,46897
2025-03-11,Akpo Offshore,6133
2025-03-11,Egina Offshore,49625
2025-03-12,Escravos,84536
2025-03-12,Forcados,11372
2025-03-12,Bonny,98783
2025-03-12,Brass,128177
2025-03-12,Ebocha,43697
2025-03-12,Ughelli,43622
2025-03-12,Ogbogu,57122
2025-03-12,Utorogu,14103
2025-03-12,Agbada,81968
2025-03-12,Nembe,142554
2025-03-12,Obite,78343
2025-03-12,Soku,70147
2025-03-12,Bonga Offshore,49233
2025-03-12,Akpo Offshore,4797
2025-03-12,Egina Offshore,39587
2025-03-13,Escravos,88614
2025-03-13,Forcados,9561
2025-03-13,Bonny,131722
2025-03-13,Brass,128685
2025-03-13,Ebocha,43254
2025-03-13,Ughelli,45326
2025-03-13,Ogbogu,66570
2025-03-13,Utorogu,21016
2025-03-13,Agbada,65364
2025-03-13,Nembe,123635
2025-03-13,Obite,93001
2025-03-13,Soku,92613
2025-03-13,Bonga Offshore,42453
2025-03-13,Akpo Offshore,6737
2025-03-13,Egina Offshore,61913
2025-03-14,Escravos,59369
2025-03-14,Forcados,10272
2025-03-14,Bonny,119751
2025-03-14,Brass,144485
2025-03-14,Ebocha,40016
2025-03-14,Ughelli,44982
2025-03-14,Ogbogu,62601
2025-03-14,Utorogu,16620
2025-03-14,Agbada,90333
2025-03-14,Nembe,139451
2025-03-14,Obite,61775
2025-03-14,Soku,71696
2025-03-14,Bonga Offshore,48898
2025-03-14,Akpo Offshore,5167
2025-03-14,Egina Offshore,55479
2025-03-15,Escravos,68982
2025-03-15,Forcados,9672
2025-03-15,Bonny,101941
2025-03-15,Brass,135705
2025-03-15,Ebocha,48954
2025-03-15,Ughelli,48998
2025-03-15,Ogbogu,54139
2025-03-15,Utorogu,15356
2025-03-15,Agbada,90414
2025-03-15,Nembe,115067
2025-03-15,Obite,62489
2025-03-15,Soku,87246
2025-03-15,Bonga Offshore,43455
2025-03-15,Akpo Offshore,5301
2025-03-15,Egina Offshore,55272
2025-03-16,Escravos,84295
2025-03-16,Forcados,9011
2025-03-16,Bonny,131192
2025-03-16,Brass,114390
2025-03-16,Ebocha,39779
2025-03-16,Ughelli,49145
2025-03-16,Ogbogu,59516
2025-03-16,Utorogu,18358
2025-03-16,Agbada,71176
2025-03-16,Nembe,125792
2025-03-16,Obite,58151
2025-03-16,Soku,83110
2025-03-16,Bonga Offshore,44435
2025-03-16,Akpo Offshore,5535
2025-03-16,Egina Offshore,58122
2025-03-17,Escravos,95139
2025-03-17,Forcados,9707
2025-03-17,Bonny,155635
2025-03-17,Brass,124453
2025-03-17,Ebocha,47200
2025-03-17,Ughelli,39630
2025-03-17,Ogbogu,62313
2025-03-17,Utorogu,16426
2025-03-17,Agbada,82777
2025-03-17,Nembe,89047
2025-03-17,Obite,73623
2025-03-17,Soku,85734
2025-03-17,Bonga Offshore,42289
2025-03-17,Akpo Offshore,5883
2025-03-17,Egina Offshore,52017
2025-03-18,Escravos,92182
2025-03-18,Forcados,10207
2025-03-18,Bonny,135461
2025-03-18,Brass,131382
2025-03-18,Ebocha,42227
2025-03-18,Ughelli,40464
2025-03-18,Ogbogu,55986
2025-03-18,Utorogu,16981
2025-03-18,Agbada,80662
2025-03-18,Nembe,118199
2025-03-18,Obite,82022
2025-03-18,Soku,83076
2025-03-18,Bonga Offshore,56907
2025-03-18,Akpo Offshore,5475
2025-03-18,Egina Offshore,53602
2025-03-19,Escravos,89685
2025-03-19,Forcados,12071
2025-03-19,Bonny,144437
2025-03-19,Brass,136893
2025-03-19,Ebocha,45981
2025-03-19,Ughelli,51518
2025-03-19,Ogbogu,45288
2025-03-19,Utorogu,14509
2025-03-19,Agbada,78725
2025-03-19,Nembe,90501
2025-03-19,Obite,83137
2025-03-19,Soku,83232
2025-03-19,Bonga Offshore,50033
2025-03-19,Akpo Offshore,4718
2025-03-19,Egina Offshore,51142
2025-03-20,Escravos,66448
2025-03-20,Forcados,9230
2025-03-20,Bonny,107550
2025-03-20,Brass,132308
2025-03-20,Ebocha,47752
2025-03-20,Ughelli,36794
2025-03-20,Ogbogu,58663
2025-03-20,Utorogu,21352
2025-03-20,Agbada,69902
2025-03-20,Nembe,130242
2025-03-20,Obite,84379
2025-03-20,Soku,77589
2025-03-20,Bonga Offshore,52887
2025-03-20,Akpo Offshore,5424
2025-03-20,Egina Offshore,51968
2025-03-21,Escravos,72996
2025-03-21,Forcados,10122
2025-03-21,Bonny,102165
2025-03-21,Brass,122556
2025-03-21,Ebocha,54149
2025-03-21,Ughelli,43950
2025-03-21,Ogbogu,51026
2025-03-21,Utorogu,16727
2025-03-21,Agbada,98145
2025-03-21,Nembe,126193
2025-03-21,Obite,72369
2025-03-21,Soku,80380
2025-03-21,Bonga Offshore,50277
2025-03-21,Akpo Offshore,5897
2025-03-21,Egina Offshore,58223
2025-03-22,Escravos,75364
2025-03-22,Forcados,9318
2025-03-22,Bonny,139739
2025-03-22,Brass,102299
2025-03-22,Ebocha,51029
2025-03-22,Ughelli,57045
2025-03-22,Ogbogu,70494
2025-03-22,Utorogu,17258
2025-03-22,Agbada,67061
2025-03-22,Nembe,110171
2025-03-22,Obite,83790
2025-03-22,Soku,84169
2025-03-22,Bonga Offshore,55927
2025-03-22,Akpo Offshore,5619
2025-03-22,Egina Offshore,48461
2025-03-23,Escravos,68334
2025-03-23,Forcados,10508
2025-03-23,Bonny,121135
2025-03-23,Brass,105329
2025-03-23,Ebocha,38368
2025-03-23,Ughelli,46937
2025-03-23,Ogbogu,62978
2025-03-23,Utorogu,19301
2025-03-23,Agbada,83917
2025-03-23,Nembe,119297
2025-03-23,Obite,63823
2025-03-23,Soku,71154
2025-03-23,Bonga Offshore,43722
2025-03-23,Akpo Offshore,6914
2025-03-23,Egina Offshore,48814
2025-03-24,Escravos,83618
2025-03-24,Forcados,9937
2025-03-24,Bonny,111178
2025-03-24,Brass,111921
2025-03-24,Ebocha,42776
2025-03-24,Ughelli,37739
2025-03-24,Ogbogu,63155
2025-03-24,Utorogu,19307
2025-03-24,Agbada,78395
2025-03-24,Nembe,101539
2025-03-24,Obite,78625
2025-03-24,Soku,71238
2025-03-24,Bonga Offshore,49828
2025-03-24,Akpo Offshore,6961
2025-03-24,Egina Offshore,46228
2025-03-25,Escravos,88626
2025-03-25,Forcados,11745
2025-03-25,Bonny,100715
2025-03-25,Brass,95241
2025-03-25,Ebocha,40638
2025-03-25,Ughelli,55988
2025-03-25,Ogbogu,52828
2025-03-25,Utorogu,17485
2025-03-25,Agbada,79837
2025-03-25,Nembe,125336
2025-03-25,Obite,79012
2025-03-25,Soku,75620
2025-03-25,Bonga Offshore,59420
2025-03-25,Akpo Offshore,5445
2025-03-25,Egina Offshore,54411
2025-03-26,Escravos,80538
2025-03-26,Forcados,9860
2025-03-26,Bonny,114399
2025-03-26,Brass,113556
2025-03-26,Ebocha,54268
2025-03-26,Ughelli,50172
2025-03-26,Ogbogu,60065
2025-03-26,Utorogu,18491
2025-03-26,Agbada,88902
2025-03-26,Nembe,112803
2025-03-26,Obite,75216
2025-03-26,Soku,70058
2025-03-26,Bonga Offshore,48800
2025-03-26,Akpo Offshore,6793
2025-03-26,Egina Offshore,55938
2025-03-27,Escravos,82257
2025-03-27,Forcados,11105
2025-03-27,Bonny,120881
2025-03-27,Brass,133416
2025-03-27,Ebocha,48832
2025-03-27,Ughelli,34288
2025-03-27,Ogbogu,62395
2025-03-27,Utorogu,17934
2025-03-27,Agbada,83461
2025-03-27,Nembe,108995
2025-03-27,Obite,67224
2025-03-27,Soku,64611
2025-03-27,Bonga Offshore,58051
2025-03-27,Akpo Offshore,6486
2025-03-27,Egina Offshore,49734
2025-03-28,Escravos,83340
2025-03-28,Forcados,7627
2025-03-28,Bonny,134356
2025-03-28,Brass,100120
2025-03-28,Ebocha,40359
2025-03-28,Ughelli,35986
2025-03-28,Ogbogu,58260
2025-03-28,Utorogu,19178
2025-03-28,Agbada,78885
2025-03-28,Nembe,104919
2025-03-28,Obite,71249
2025-03-28,Soku,81782
2025-03-28,Bonga Offshore,45179
2025-03-28,Akpo Offshore,5748
2025-03-28,Egina Offshore,55785
2025-03-29,Escravos,70149
2025-03-29,Forcados,8610
2025-03-29,Bonny,118865
2025-03-29,Brass,116923
2025-03-29,Ebocha,50909
2025-03-29,Ughelli,37526
2025-03-29,Ogbogu,68702
2025-03-29,Utorogu,19689
2025-03-29,Agbada,87593
2025-03-29,Nembe,105277
2025-03-29,Obite,72136
2025-03-29,Soku,55927
2025-03-29,Bonga Offshore,53974
2025-03-29,Akpo Offshore,4741
2025-03-29,Egina Offshore,62374
2025-03-30,Escravos,84223
2025-03-30,Forcados,9400
2025-03-30,Bonny,127481
2025-03-30,Brass,139866
2025-03-30,Ebocha,37974
2025-03-30,Ughelli,40931
2025-03-30,Ogbogu,74550
2025-03-30,Utorogu,17852
2025-03-30,Agbada,81938
2025-03-30,Nembe,153057
2025-03-30,Obite,72983
2025-03-30,Soku,63794
2025-03-30,Bonga Offshore,53009
2025-03-30,Akpo Offshore,6150
2025-03-30,Egina Offshore,46340
2025-03-31,Escravos,77012
2025-03-31,Forcados,10603
2025-03-31,Bonny,125493
2025-03-31,Brass,102712
2025-03-31,Ebocha,42663
2025-03-31,Ughelli,43420
2025-03-31,Ogbogu,59498
2025-03-31,Utorogu,17049
2025-03-31,Agbada,77580
2025-03-31,Nembe,107920
2025-03-31,Obite,76722
2025-03-31,Soku,75471
2025-03-31,Bonga Offshore,40466
2025-03-31,Akpo Offshore,4776
2025-03-31,Egina Offshore,52132
2025-04-01,Escravos,95527
2025-04-01,Forcados,9389
2025-04-01,Bonny,92347
2025-04-01,Brass,105228
2025-04-01,Ebocha,43311
2025-04-01,Ughelli,45080
2025-04-01,Ogbogu,50168
2025-04-01,Utorogu,19514
2025-04-01,Agbada,74946
2025-04-01,Nembe,120318
2025-04-01,Obite,74687
2025-04-01,Soku,96437
2025-04-01,Bonga Offshore,44971
2025-04-01,Akpo Offshore,5147
2025-04-01,Egina Offshore,48278
2025-04-02,Escravos,77175
2025-04-02,Forcados,9560
2025-04-02,Bonny,110180
2025-04-02,Brass,119346
2025-04-02,Ebocha,39702
2025-04-02,Ughelli,42961
2025-04-02,Ogbogu,53166
2025-04-02,Utorogu,16976
2025-04-02,Agbada,86233
2025-04-02,Nembe,122036
2025-04-02,Obite,81945
2025-04-02,Soku,89785
2025-04-02,Bonga Offshore,48283
2025-04-02,Akpo Offshore,6097
2025-04-02,Egina Offshore,53269
2025-04-03,Escravos,91195
2025-04-03,Forcados,11317
2025-04-03,Bonny,115132
2025-04-03,Brass,117564
2025-04-03,Ebocha,40493
2025-04-03,Ughelli,51734
2025-04-03,Ogbogu,65467
2025-04-03,Utorogu,17020
2025-04-03,Agbada,90619
2025-04-03,Nembe,114854
2025-04-03,Obite,74114
2025-04-03,Soku,90694
2025-04-03,Bonga Offshore,44988
2025-04-03,Akpo Offshore,5747
2025-04-03,Egina Offshore,51521
2025-04-04,Escravos,78620
2025-04-04,Forcados,9702
2025-04-04,Bonny,116939
2025-04-04,Brass,135929
2025-04-04,Ebocha,43990
2025-04-04,Ughelli,39866
2025-04-04,Ogbogu,62547
2025-04-04,Utorogu,15313
2025-04-04,Agbada,87708
2025-04-04,Nembe,127645
2025-04-04,Obite,58937
2025-04-04,Soku,73685
2025-04-04,Bonga Offshore,53511
2025-04-04,Akpo Offshore,5506
2025-04-04,Egina Offshore,63888
2025-04-05,Escravos,50653
2025-04-05,Forcados,10582
2025-04-05,Bonny,108499
2025-04-05,Brass,131817
2025-04-05,Ebocha,47578
2025-04-05,Ughelli,48955
2025-04-05,Ogbogu,57336
2025-04-05,Utorogu,16303
2025-04-05,Agbada,87415
2025-04-05,Nembe,115752
2025-04-05,Obite,74216
2025-04-05,Soku,97445
2025-04-05,Bonga Offshore,51762
2025-04-05,Akpo Offshore,7144
2025-04-05,Egina Offshore,55399
2025-04-06,Escravos,67031
2025-04-06,Forcados,11345
2025-04-06,Bonny,152890
2025-04-06,Brass,115105
2025-04-06,Ebocha,32843
2025-04-06,Ughelli,47316
2025-04-06,Ogbogu,67598
2025-04-06,Utorogu,17762
2025-04-06,Agbada,96282
2025-04-06,Nembe,120405
2025-04-06,Obite,86038
2025-04-06,Soku,82928
2025-04-06,Bonga Offshore,47037
2025-04-06,Akpo Offshore,5909
2025-04-06,Egina Offshore,67104
2025-04-07,Escravos,87302
2025-04-07,Forcados,10886
2025-04-07,Bonny,121315
2025-04-07,Brass,124063
2025-04-07,Ebocha,41385
2025-04-07,Ughelli,37751
2025-04-07,Ogbogu,53231
2025-04-07,Utorogu,19242
2025-04-07,Agbada,75499
2025-04-07,Nembe,95130
2025-04-07,Obite,69990
2025-04-07,Soku,89032
2025-04-07,Bonga Offshore,49007
2025-04-07,Akpo Offshore,6657
2025-04-07,Egina Offshore,55031
2025-04-08,Escravos,90869
2025-04-08,Forcados,10346
2025-04-08,Bonny,103053
2025-04-08,Brass,119593
2025-04-08,Ebocha,44908
2025-04-08,Ughelli,53914
2025-04-08,Ogbogu,61372
2025-04-08,Utorogu,18397
2025-04-08,Agbada,82490
2025-04-08,Nembe,129457
2025-04-08,Obite,97735
2025-04-08,Soku,87922
2025-04-08,Bonga Offshore,61444
2025-04-08,Akpo Offshore,6210
2025-04-08,Egina Offshore,51130
2025-04-09,Escravos,77653
2025-04-09,Forcados,7765
2025-04-09,Bonny,125462
2025-04-09,Brass,125427
2025-04-09,Ebocha,41355
2025-04-09,Ughelli,39902
2025-04-09,Ogbogu,67035
2025-04-09,Utorogu,16548
2025-04-09,Agbada,89161
2025-04-09,Nembe,112219
2025-04-09,Obite,85321
2025-04-09,Soku,71300
2025-04-09,Bonga Offshore,37879
2025-04-09,Akpo Offshore,5640
2025-04-09,Egina Offshore,61579
2025-04-10,Escravos,80853
2025-04-10,Forcados,11380
2025-04-10,Bonny,109586
2025-04-10,Brass,104969
2025-04-10,Ebocha,37965
2025-04-10,Ughelli,46776
2025-04-10,Ogbogu,54434
2025-04-10,Utorogu,16680
2025-04-10,Agbada,86745
2025-04-10,Nembe,106920
2025-04-10,Obite,94768
2025-04-10,Soku,74546
2025-04-10,Bonga Offshore,46684
2025-04-10,Akpo Offshore,6741
2025-04-10,Egina Offshore,47144
2025-04-11,Escravos,84093
2025-04-11,Forcados,8254
2025-04-11,Bonny,128085
2025-04-11,Brass,103832
2025-04-11,Ebocha,38043
2025-04-11,Ughelli,52328
2025-04-11,Ogbogu,67899
2025-04-11,Utorogu,16127
2025-04-11,Agbada,106887
2025-04-11,Nembe,116599
2025-04-11,Obite,80850
2025-04-11,Soku,81361
2025-04-11,Bonga Offshore,56633
2025-04-11,Akpo Offshore,5908
2025-04-11,Egina Offshore,59356
2025-04-12,Escravos,71964
2025-04-12,Forcados,10323
2025-04-12,Bonny,115292
2025-04-12,Brass,110373
2025-04-12,Ebocha,48413
2025-04-12,Ughelli,36030
2025-04-12,Ogbogu,62070
2025-04-12,Utorogu,18235
2025-04-12,Agbada,90575
2025-04-12,Nembe,89378
2025-04-12,Obite,85206
2025-04-12,Soku,86098
2025-04-12,Bonga Offshore,37648
2025-04-12,Akpo Offshore,6278
2025-04-12,Egina Offshore,49458
2025-04-13,Escravos,71831
2025-04-13,Forcados,6408
2025-04-13,Bonny,126887
2025-04-13,Brass,116567
2025-04-13,Ebocha,49814
2025-04-13,Ughelli,44912
2025-04-13,Ogbogu,50573
2025-04-13,Utorogu,17660
2025-04-13,Agbada,73059
2025-04-13,Nembe,101863
2025-04-13,Obite,71556
2025-04-13,Soku,66046
2025-04-13,Bonga Offshore,52309
2025-04-13,Akpo Offshore,5380
2025-04-13,Egina Offshore,55462
2025-04-14,Escravos,75797
2025-04-14,Forcados,10852
2025-04-14,Bonny,120085
2025-04-14,Brass,149651
2025-04-14,Ebocha,43789
2025-04-14,Ughelli,44683
2025-04-14,Ogbogu,61792
2025-04-14,Utorogu,15004
2025-04-14,Agbada,91946
2025-04-14,Nembe,102809
2025-04-14,Obite,76559
2025-04-14,Soku,67469
2025-04-14,Bonga Offshore,55870
2025-04-14,Akpo Offshore,6672
2025-04-14,Egina Offshore,54342
2025-04-15,Escravos,84785
2025-04-15,Forcados,11400
2025-04-15,Bonny,96405
