month,state,petrol_retail_price_ngn_per_l,diesel_retail_price_ngn_per_l,currency
2025-07-01,Abia,1150.6,1459.7,NGN
2025-07-01,Adamawa,1138.9,1490.9,NGN
2025-07-01,Akwa Ibom,1224.2,1580.4,NGN
2025-07-01,Anambra,1228.2,1493.5,NGN
2025-07-01,Bauchi,1103.6,1453.0,NGN
2025-07-01,Bayelsa,1145.7,1430.7,NGN
2025-07-01,Benue,1095.9,1323.9,NGN
2025-07-01,Borno,1283.8,1539.9,NGN
2025-07-01,Cross River,1171.2,1542.5,NGN
2025-07-01,Delta,1188.1,1424.3,NGN
2025-07-01,Ebonyi,1226.5,1429.7,NGN
2025-07-01,Edo,1151.2,1348.5,NGN
2025-07-01,Ekiti,1181.5,1417.0,NGN
2025-07-01,Enugu,1209.6,1565.0,NGN
2025-07-01,FCT Abuja,1109.2,1303.8,NGN
2025-07-01,Gombe,1101.1,1458.3,NGN
2025-07-01,Imo,1104.9,1347.0,NGN
2025-07-01,Jigawa,1212.1,1414.2,NGN
2025-07-01,Kaduna,1139.3,1362.1,NGN
2025-07-01,Kano,1247.5,1557.9,NGN
2025-07-01,Katsina,1200.7,1553.9,NGN
2025-07-01,Kebbi,1094.9,1562.3,NGN
2025-07-01,Kogi,1133.7,1390.1,NGN
2025-07-01,Kwara,1199.5,1481.6,NGN
2025-07-01,Lagos,1262.4,1379.3,NGN
2025-07-01,Nasarawa,1175.3,1310.3,NGN
2025-07-01,Niger,1291.6,1537.7,NGN
2025-07-01,Ogun,1236.2,1317.9,NGN
2025-07-01,Ondo,1178.2,1362.8,NGN
2025-07-01,Osun,1252.6,1346.2,NGN
2025-07-01,Oyo,1278.2,1502.5,NGN
2025-07-01,Plateau,1099.1,1560.0,NGN
2025-07-01,Rivers,1213.4,1324.8,NGN
2025-07-01,Sokoto,1093.8,1430.1,NGN
2025-07-01,Taraba,1177.0,1611.9,NGN
2025-07-01,Yobe,1107.3,1339.1,NGN
2025-07-01,Zamfara,1250.5,1333.9,NGN
2025-08-01,Abia,1150.4,1393.2,NGN
2025-08-01,Adamawa,1207.7,1562.8,NGN
2025-08-01,Akwa Ibom,1303.7,1513.9,NGN
2025-08-01,Anambra,1326.9,1452.9,NGN
2025-08-01,Bauchi,1302.6,1650.0,NGN
2025-08-01,Bayelsa,1301.9,1469.0,NGN
2025-08-01,Benue,1278.1,1364.5,NGN
2025-08-01,Borno,1262.2,1457.6,NGN
2025-08-01,Cross River,1249.7,1585.2,NGN
2025-08-01,Delta,1161.0,1625.7,NGN
2025-08-01,Ebonyi,1156.6,1637.6,NGN
2025-08-01,Edo,1142.6,1447.4,NGN
2025-08-01,Ekiti,1200.2,1419.5,NGN
2025-08-01,Enugu,1323.2,1484.8,NGN
2025-08-01,FCT Abuja,1249.7,1487.7,NGN
2025-08-01,Gombe,1307.9,1529.1,NGN
2025-08-01,Imo,1338.2,1589.4,NGN
2025-08-01,Jigawa,1210.3,1598.3,NGN
2025-08-01,Kaduna,1229.3,1566.3,NGN
2025-08-01,Kano,1252.8,1394.8,NGN
2025-08-01,Katsina,1250.3,1505.9,NGN
2025-08-01,Kebbi,1302.5,1522.5,NGN
2025-08-01,Kogi,1256.1,1415.4,NGN
2025-08-01,Kwara,1261.0,1624.2,NGN
2025-08-01,Lagos,1232.8,1367.3,NGN
2025-08-01,Nasarawa,1311.7,1584.7,NGN
2025-08-01,Niger,1314.3,1446.2,NGN
2025-08-01,Ogun,1303.4,1419.0,NGN
2025-08-01,Ondo,1328.9,1618.8,NGN
2025-08-01,Osun,1253.7,1356.6,NGN
2025-08-01,Oyo,1136.0,1636.2,NGN
2025-08-01,Plateau,1288.1,1366.4,NGN
2025-08-01,Rivers,1310.8,1661.8,NGN
2025-08-01,Sokoto,1200.0,1436.4,NGN
2025-08-01,Taraba,1320.0,1473.8,NGN
2025-08-01,Yobe,1303.6,1583.1,NGN
2025-08-01,Zamfara,1230.5,1491.6,NGN
2025-09-01,Abia,1339.6,1371.1,NGN
2025-09-01,Adamawa,1211.8,1653.7,NGN
2025-09-01,Akwa Ibom,1267.3,1540.8,NGN
2025-09-01,Anambra,1370.5,1640.7,NGN
2025-09-01,Bauchi,1362.1,1475.0,NGN
2025-09-01,Bayelsa,1208.2,1343.7,NGN
2025-09-01,Benue,1386.9,1398.4,NGN
2025-09-01,Borno,1316.0,1535.7,NGN
2025-09-01,Cross River,1262.0,1552.3,NGN
2025-09-01,Delta,1355.0,1494.0,NGN
2025-09-01,Ebonyi,1270.5,1511.4,NGN
2025-09-01,Edo,1376.0,1657.3,NGN
2025-09-01,Ekiti,1187.1,1561.1,NGN
2025-09-01,Enugu,1220.6,1566.7,NGN
2025-09-01,FCT Abuja,1360.7,1532.1,NGN
2025-09-01,Gombe,1387.0,1519.9,NGN
2025-09-01,Imo,1237.2,1610.6,NGN
2025-09-01,Jigawa,1295.8,1396.3,NGN
2025-09-01,Kaduna,1347.6,1630.7,NGN
2025-09-01,Kano,1282.7,1476.1,NGN
2025-09-01,Katsina,1355.8,1626.5,NGN
2025-09-01,Kebbi,1168.0,1570.3,NGN
2025-09-01,Kogi,1331.5,1460.4,NGN
2025-09-01,Kwara,1221.3,1448.3,NGN
2025-09-01,Lagos,1295.2,1378.7,NGN
2025-09-01,Nasarawa,1315.0,1544.4,NGN
2025-09-01,Niger,1346.7,1533.1,NGN
2025-09-01,Ogun,1290.0,1375.0,NGN
2025-09-01,Ondo,1340.9,1611.4,NGN
2025-09-01,Osun,1364.2,1608.3,NGN
2025-09-01,Oyo,1202.8,1590.4,NGN
2025-09-01,Plateau,1245.1,1389.2,NGN
2025-09-01,Rivers,1380.5,1426.8,NGN
2025-09-01,Sokoto,1256.8,1539.4,NGN
2025-09-01,Taraba,1212.1,1587.4,NGN
2025-09-01,Yobe,1347.2,1448.5,NGN
2025-09-01,Zamfara,1335.2,1653.5,NGN
2025-10-01,Abia,1445.0,1539.6,NGN
2025-10-01,Adamawa,1244.1,1694.2,NGN
2025-10-01,Akwa Ibom,1387.4,1630.2,NGN
2025-10-01,Anambra,1392.7,1454.3,NGN
2025-10-01,Bauchi,1218.3,1594.3,NGN
2025-10-01,Bayelsa,1404.2,1660.3,NGN
2025-10-01,Benue,1348.8,1568.2,NGN
2025-10-01,Borno,1291.6,1471.3,NGN
2025-10-01,Cross River,1436.5,1619.1,NGN
2025-10-01,Delta,1243.2,1620.7,NGN
2025-10-01,Ebonyi,1416.5,1409.1,NGN
2025-10-01,Edo,1445.4,1378.3,NGN
2025-10-01,Ekiti,1219.8,1643.7,NGN
2025-10-01,Enugu,1408.3,1641.5,NGN
2025-10-01,FCT Abuja,1343.3,1444.7,NGN
2025-10-01,Gombe,1319.6,1419.6,NGN
2025-10-01,Imo,1290.8,1640.6,NGN
2025-10-01,Jigawa,1409.2,1653.6,NGN
2025-10-01,Kaduna,1246.8,1660.4,NGN
2025-10-01,Kano,1332.0,1591.3,NGN
2025-10-01,Katsina,1284.9,1529.8,NGN
2025-10-01,Kebbi,1342.5,1430.2,NGN
2025-10-01,Kogi,1254.4,1679.2,NGN
2025-10-01,Kwara,1354.4,1639.9,NGN
2025-10-01,Lagos,1298.4,1489.1,NGN
2025-10-01,Nasarawa,1433.5,1580.4,NGN
2025-10-01,Niger,1266.8,1690.3,NGN
2025-10-01,Ogun,1233.2,1484.6,NGN
2025-10-01,Ondo,1389.7,1577.2,NGN
2025-10-01,Osun,1412.4,1480.9,NGN
2025-10-01,Oyo,1250.2,1656.1,NGN
2025-10-01,Plateau,1268.4,1629.6,NGN
2025-10-01,Rivers,1382.0,1545.2,NGN
2025-10-01,Sokoto,1256.2,1711.0,NGN
2025-10-01,Taraba,1288.9,1388.2,NGN
2025-10-01,Yobe,1451.8,1647.4,NGN
2025-10-01,Zamfara,1367.1,1558.8,NGN
