respondent_id,role,state,awareness_sofc,acceptance_sofc,perceived_cost_barrier,perceived_reliability_benefit,environmental_concern,policy_support_expectation,willingness_to_pilot,year,source
R0546,Academic/Researcher,Kogi,2,2,5,3,2,1,2,2024,Synthetic survey; use for scenario analysis only
R0547,Policymaker,Zamfara,4,4,4,3,2,4,2,2024,Synthetic survey; use for scenario analysis only
R0548,Community Leader,FCT,2,4,5,3,4,4,5,2024,Synthetic survey; use for scenario analysis only
R0549,DisCo Official,Katsina,3,3,3,4,3,3,3,2024,Synthetic survey; use for scenario analysis only
R0550,Community Leader,Rivers,2,4,5,4,2,2,2,2024,Synthetic survey; use for scenario analysis only
R0551,Academic/Researcher,Osun,2,3,3,3,4,3,2,2024,Synthetic survey; use for scenario analysis only
R0552,Academic/Researcher,Ogun,4,3,3,4,2,3,4,2024,Synthetic survey; use for scenario analysis only
R0553,Industrial Manager,Zamfara,3,3,3,3,4,4,3,2024,Synthetic survey; use for scenario analysis only
R0554,Academic/Researcher,Benue,4,2,2,4,2,3,3,2024,Synthetic survey; use for scenario analysis only
R0555,Community Leader,Cross River,4,2,4,3,3,4,2,2024,Synthetic survey; use for scenario analysis only
R0556,Academic/Researcher,Ondo,3,3,5,3,4,4,3,2024,Synthetic survey; use for scenario analysis only
R0557,Policymaker,Kogi,4,3,3,3,4,2,4,2024,Synthetic survey; use for scenario analysis only
R0558,Industrial Manager,Abia,4,3,2,2,4,4,3,2024,Synthetic survey; use for scenario analysis only
R0559,Investor,Nasarawa,2,2,3,4,3,4,4,2024,Synthetic survey; use for scenario analysis only
R0560,DisCo Official,Niger,4,5,5,3,3,3,3,2024,Synthetic survey; use for scenario analysis only
R0561,Investor,Plateau,2,1,4,4,4,2,4,2024,Synthetic survey; use for scenario analysis only
R0562,Policymaker,Edo,2,2,4,4,2,3,4,2024,Synthetic survey; use for scenario analysis only
R0563,Industrial Manager,Zamfara,2,3,3,3,4,3,3,2024,Synthetic survey; use for scenario analysis only
R0564,Policymaker,Kwara,3,4,4,3,3,3,1,2024,Synthetic survey; use for scenario analysis only
R0565,DisCo Official,Osun,2,3,3,3,2,2,2,2024,Synthetic survey; use for scenario analysis only
R0566,Academic/Researcher,Kano,2,1,2,3,3,1,4,2024,Synthetic survey; use for scenario analysis only
R0567,Academic/Researcher,Kebbi,1,4,4,3,5,4,3,2024,Synthetic survey; use for scenario analysis only
R0568,Academic/Researcher,Imo,2,4,4,4,3,5,3,2024,Synthetic survey; use for scenario analysis only
R0569,Academic/Researcher,Adamawa,3,3,2,3,3,4,3,2024,Synthetic survey; use for scenario analysis only
R0570,Industrial Manager,Borno,5,2,2,3,2,3,3,2024,Synthetic survey; use for scenario analysis only
R0571,Investor,Gombe,1,3,4,3,4,4,3,2024,Synthetic survey; use for scenario analysis only
R0572,Policymaker,Niger,3,3,3,2,4,4,4,2024,Synthetic survey; use for scenario analysis only
R0573,DisCo Official,Anambra,2,2,4,4,2,4,3,2024,Synthetic survey; use for scenario analysis only
R0574,Academic/Researcher,FCT,1,2,5,3,3,3,3,2024,Synthetic survey; use for scenario analysis only
R0575,Policymaker,Lagos,2,1,3,3,4,3,4,2024,Synthetic survey; use for scenario analysis only
R0576,Investor,Jigawa,3,3,4,4,4,2,4,2024,Synthetic survey; use for scenario analysis only
R0577,Investor,Gombe,3,2,4,4,3,3,2,2024,Synthetic survey; use for scenario analysis only
R0578,Industrial Manager,Abia,3,2,4,3,2,3,2,2024,Synthetic survey; use for scenario analysis only
R0579,Industrial Manager,Adamawa,3,3,2,2,3,4,5,2024,Synthetic survey; use for scenario analysis only
R0580,Industrial Manager,Cross River,5,2,5,2,2,3,3,2024,Synthetic survey; use for scenario analysis only
R0581,Community Leader,Imo,3,4,4,4,5,3,3,2024,Synthetic survey; use for scenario analysis only
R0582,DisCo Official,Imo,2,3,4,4,2,3,3,2024,Synthetic survey; use for scenario analysis only
R0583,DisCo Official,Edo,2,3,5,3,4,4,4,2024,Synthetic survey; use for scenario analysis only
R0584,Community Leader,Benue,4,4,3,4,3,3,3,2024,Synthetic survey; use for scenario analysis only
R0585,Policymaker,Adamawa,3,2,2,2,3,3,2,2024,Synthetic survey; use for scenario analysis only
R0586,Academic/Researcher,Abia,1,1,3,2,3,4,2,2024,Synthetic survey; use for scenario analysis only
R0587,Industrial Manager,Taraba,3,4,3,2,4,4,4,2024,Synthetic survey; use for scenario analysis only
R0588,DisCo Official,Nasarawa,3,5,5,3,2,4,2,2024,Synthetic survey; use for scenario analysis only
R0589,Policymaker,Kaduna,3,2,4,4,4,5,4,2024,Synthetic survey; use for scenario analysis only
R0590,DisCo Official,Plateau,2,4,4,3,3,4,4,2024,Synthetic survey; use for scenario analysis only
R0591,Academic/Researcher,Gombe,3,3,3,3,1,3,1,2024,Synthetic survey; use for scenario analysis only
R0592,Industrial Manager,Kebbi,4,5,4,4,3,4,2,2024,Synthetic survey; use for scenario analysis only
R0593,Policymaker,Taraba,4,4,4,3,4,4,1,2024,Synthetic survey; use for scenario analysis only
R0594,Industrial Manager,Gombe,3,3,3,4,3,3,4,2024,Synthetic survey; use for scenario analysis only
R0595,Policymaker,Ebonyi,3,3,4,3,2,3,3,2024,Synthetic survey; use for scenario analysis only
R0596,DisCo Official,Nasarawa,3,2,5,3,3,4,2,2024,Synthetic survey; use for scenario analysis only
R0597,Industrial Manager,Edo,3,4,4,4,3,2,1,2024,Synthetic survey; use for scenario analysis only
R0598,Industrial Manager,Cross River,4,5,5,2,2,4,3,2024,Synthetic survey; use for scenario analysis only
R0599,Industrial Manager,Abia,3,4,3,2,2,4,3,2024,Synthetic survey; use for scenario analysis only
R0600,Community Leader,Delta,2,2,3,2,4,3,3,2024,Synthetic survey; use for scenario analysis only
R0601,Community Leader,Plateau,3,3,4,3,2,4,4,2024,Synthetic survey; use for scenario analysis only
R0602,Industrial Manager,Kwara,5,5,2,2,3,3,3,2024,Synthetic survey; use for scenario analysis only
R0603,Industrial Manager,Ekiti,3,4,5,2,3,3,3,2024,Synthetic survey; use for scenario analysis only
R0604,DisCo Official,Kaduna,3,3,4,2,2,3,3,2024,Synthetic survey; use for scenario analysis only
R0605,Industrial Manager,Taraba,4,5,3,3,4,2,2,2024,Synthetic survey; use for scenario analysis only
R0606,Community Leader,Katsina,3,3,4,3,4,3,3,2024,Synthetic survey; use for scenario analysis only
R0607,Community Leader,Bauchi,2,3,4,3,4,3,3,2024,Synthetic survey; use for scenario analysis only
R0608,Investor,Ekiti,3,2,2,4,4,3,3,2024,Synthetic survey; use for scenario analysis only
R0609,Community Leader,Borno,4,2,4,4,4,2,3,2024,Synthetic survey; use for scenario analysis only
R0610,Academic/Researcher,Ebonyi,2,2,3,4,4,2,3,2024,Synthetic survey; use for scenario analysis only
R0611,Community Leader,Oyo,3,2,3,2,3,4,1,2024,Synthetic survey; use for scenario analysis only
R0612,Academic/Researcher,Delta,2,4,3,3,3,5,3,2024,Synthetic survey; use for scenario analysis only
R0613,Academic/Researcher,Akwa Ibom,2,3,4,2,4,4,4,2024,Synthetic survey; use for scenario analysis only
R0614,Investor,Niger,4,4,3,3,4,4,4,2024,Synthetic survey; use for scenario analysis only
R0615,DisCo Official,Ebonyi,2,1,4,3,2,4,4,2024,Synthetic survey; use for scenario analysis only
R0616,DisCo Official,Osun,2,3,4,3,2,3,2,2024,Synthetic survey; use for scenario analysis only
R0617,DisCo Official,Ogun,3,1,3,3,3,5,2,2024,Synthetic survey; use for scenario analysis only
R0618,Industrial Manager,Rivers,2,4,3,4,3,2,4,2024,Synthetic survey; use for scenario analysis only
R0619,DisCo Official,Kwara,4,4,5,4,4,5,3,2024,Synthetic survey; use for scenario analysis only
R0620,Policymaker,Enugu,3,3,2,3,5,2,3,2024,Synthetic survey; use for scenario analysis only
R0621,Industrial Manager,Bauchi,2,4,2,3,2,4,4,2024,Synthetic survey; use for scenario analysis only
R0622,Policymaker,Kwara,1,3,2,4,1,5,3,2024,Synthetic survey; use for scenario analysis only
R0623,Policymaker,Bayelsa,5,4,3,5,4,4,2,2024,Synthetic survey; use for scenario analysis only
R0624,Community Leader,Sokoto,2,3,4,2,4,4,3,2024,Synthetic survey; use for scenario analysis only
R0625,Policymaker,Ondo,3,3,4,4,4,2,2,2024,Synthetic survey; use for scenario analysis only
R0626,Academic/Researcher,Kebbi,3,2,2,2,3,2,3,2024,Synthetic survey; use for scenario analysis only
R0627,Policymaker,Kano,1,2,3,5,3,4,2,2024,Synthetic survey; use for scenario analysis only
R0628,Community Leader,Kogi,5,2,5,3,3,3,3,2024,Synthetic survey; use for scenario analysis only
R0629,Community Leader,Delta,3,3,5,3,2,4,3,2024,Synthetic survey; use for scenario analysis only
R0630,Investor,Katsina,4,4,4,1,4,3,3,2024,Synthetic survey; use for scenario analysis only
R0631,Industrial Manager,Nasarawa,4,3,5,3,4,5,2,2024,Synthetic survey; use for scenario analysis only
R0632,Investor,Kaduna,3,2,4,5,2,3,3,2024,Synthetic survey; use for scenario analysis only
R0633,Academic/Researcher,Ondo,3,3,3,3,3,3,4,2024,Synthetic survey; use for scenario analysis only
R0634,Community Leader,Ondo,3,2,4,3,3,2,3,2024,Synthetic survey; use for scenario analysis only
R0635,DisCo Official,Ekiti,4,3,2,4,4,4,3,2024,Synthetic survey; use for scenario analysis only
R0636,Academic/Researcher,Rivers,4,5,3,3,3,4,2,2024,Synthetic survey; use for scenario analysis only
R0637,DisCo Official,Abia,3,4,5,3,4,4,1,2024,Synthetic survey; use for scenario analysis only
R0638,Policymaker,Kaduna,4,4,5,5,2,2,4,2024,Synthetic survey; use for scenario analysis only
R0639,Academic/Researcher,Bayelsa,3,3,5,3,2,5,2,2024,Synthetic survey; use for scenario analysis only
R0640,Industrial Manager,Niger,3,3,3,4,4,1,2,2024,Synthetic survey; use for scenario analysis only
R0641,Community Leader,Edo,3,2,2,3,3,4,2,2024,Synthetic survey; use for scenario analysis only
R0642,Community Leader,Adamawa,3,3,3,3,4,3,3,2024,Synthetic survey; use for scenario analysis only
R0643,Investor,Kaduna,2,4,3,3,4,4,3,2024,Synthetic survey; use for scenario analysis only
R0644,Investor,Kwara,3,2,3,4,2,2,3,2024,Synthetic survey; use for scenario analysis only
R0645,Industrial Manager,Kwara,2,3,4,3,4,4,3,2024,Synthetic survey; use for scenario analysis only
R0646,Community Leader,Anambra,3,3,5,4,3,3,4,2024,Synthetic survey; use for scenario analysis only
R0647,Industrial Manager,Rivers,3,4,4,2,3,4,2,2024,Synthetic survey; use for scenario analysis only
R0648,DisCo Official,Jigawa,5,2,2,4,4,3,3,2024,Synthetic survey; use for scenario analysis only
R0649,Academic/Researcher,Kaduna,2,4,3,5,4,4,3,2024,Synthetic survey; use for scenario analysis only
R0650,Academic/Researcher,Sokoto,4,4,2,3,2,2,4,2024,Synthetic survey; use for scenario analysis only
R0651,Industrial Manager,Cross River,4,3,3,4,4,2,2,2024,Synthetic survey; use for scenario analysis only
R0652,DisCo Official,Edo,2,3,3,4,3,4,3,2024,Synthetic survey; use for scenario analysis only
R0653,Community Leader,Kano,3,3,5,4,3,3,3,2024,Synthetic survey; use for scenario analysis only
R0654,Industrial Manager,Ekiti,2,4,5,3,3,4,3,2024,Synthetic survey; use for scenario analysis only
R0655,Industrial Manager,Kano,2,2,4,1,4,5,3,2024,Synthetic survey; use for scenario analysis only
R0656,Industrial Manager,Delta,4,4,2,4,3,4,4,2024,Synthetic survey; use for scenario analysis only
R0657,Investor,Gombe,3,3,4,2,2,3,4,2024,Synthetic survey; use for scenario analysis only
R0658,Academic/Researcher,Abia,3,3,4,4,4,3,2,2024,Synthetic survey; use for scenario analysis only
R0659,Academic/Researcher,Edo,1,4,4,4,3,4,3,2024,Synthetic survey; use for scenario analysis only
R0660,DisCo Official,Borno,3,2,4,3,3,3,4,2024,Synthetic survey; use for scenario analysis only
R0661,Industrial Manager,Katsina,2,3,2,4,2,2,3,2024,Synthetic survey; use for scenario analysis only
R0662,Policymaker,Ekiti,4,4,2,4,1,3,3,2024,Synthetic survey; use for scenario analysis only
R0663,Investor,Plateau,3,2,2,3,4,4,2,2024,Synthetic survey; use for scenario analysis only
R0664,Investor,Ebonyi,1,5,5,3,4,4,3,2024,Synthetic survey; use for scenario analysis only
R0665,Policymaker,Plateau,3,4,3,3,3,2,2,2024,Synthetic survey; use for scenario analysis only
R0666,Academic/Researcher,Nasarawa,4,4,4,4,4,4,4,2024,Synthetic survey; use for scenario analysis only
R0667,Community Leader,Cross River,4,3,4,2,4,3,2,2024,Synthetic survey; use for scenario analysis only
R0668,DisCo Official,Benue,3,3,2,2,3,3,3,2024,Synthetic survey; use for scenario analysis only
R0669,Policymaker,Plateau,2,3,4,2,5,3,5,2024,Synthetic survey; use for scenario analysis only
R0670,Industrial Manager,Lagos,3,2,4,3,3,4,4,2024,Synthetic survey; use for scenario analysis only
R0671,DisCo Official,Ebonyi,3,3,3,2,4,4,2,2024,Synthetic survey; use for scenario analysis only
R0672,Academic/Researcher,Oyo,2,1,4,3,3,1,3,2024,Synthetic survey; use for scenario analysis only
R0673,Academic/Researcher,Kogi,3,2,5,4,4,4,3,2024,Synthetic survey; use for scenario analysis only
R0674,Investor,Kebbi,2,3,4,4,3,4,3,2024,Synthetic survey; use for scenario analysis only
R0675,Community Leader,Kano,1,2,4,4,3,3,3,2024,Synthetic survey; use for scenario analysis only
R0676,Policymaker,Zamfara,4,2,4,4,3,4,3,2024,Synthetic survey; use for scenario analysis only
R0677,Academic/Researcher,Lagos,3,3,2,4,3,4,4,2024,Synthetic survey; use for scenario analysis only
R0678,Community Leader,Kano,2,2,4,2,3,4,1,2024,Synthetic survey; use for scenario analysis only
R0679,Academic/Researcher,Enugu,3,3,5,3,3,5,4,2024,Synthetic survey; use for scenario analysis only
R0680,Industrial Manager,Kebbi,4,3,5,2,3,3,3,2024,Synthetic survey; use for scenario analysis only
R0681,DisCo Official,Rivers,3,2,3,3,2,4,2,2024,Synthetic survey; use for scenario analysis only
R0682,Community Leader,Adamawa,3,2,3,4,4,2,2,2024,Synthetic survey; use for scenario analysis only
R0683,Policymaker,Jigawa,4,2,2,2,2,4,2,2024,Synthetic survey; use for scenario analysis only
R0684,DisCo Official,Osun,2,3,4,3,2,3,3,2024,Synthetic survey; use for scenario analysis only
R0685,Industrial Manager,Enugu,3,3,3,4,3,3,3,2024,Synthetic survey; use for scenario analysis only
R0686,Industrial Manager,Gombe,4,3,3,1,3,2,4,2024,Synthetic survey; use for scenario analysis only
R0687,Community Leader,Ebonyi,3,3,4,3,2,3,4,2024,Synthetic survey; use for scenario analysis only
R0688,Industrial Manager,Anambra,3,3,3,2,2,4,2,2024,Synthetic survey; use for scenario analysis only
R0689,DisCo Official,Bayelsa,2,4,4,3,2,3,4,2024,Synthetic survey; use for scenario analysis only
R0690,Academic/Researcher,Sokoto,4,3,5,3,4,4,2,2024,Synthetic survey; use for scenario analysis only
R0691,Academic/Researcher,Lagos,4,1,4,3,4,4,3,2024,Synthetic survey; use for scenario analysis only
R0692,Academic/Researcher,Anambra,4,2,4,4,3,2,4,2024,Synthetic survey; use for scenario analysis only
R0693,DisCo Official,Delta,2,4,4,3,4,3,4,2024,Synthetic survey; use for scenario analysis only
R0694,Industrial Manager,Gombe,2,3,4,3,2,4,2,2024,Synthetic survey; use for scenario analysis only
R0695,Academic/Researcher,Gombe,4,2,4,3,4,3,4,2024,Synthetic survey; use for scenario analysis only
R0696,Community Leader,Kano,4,3,5,4,2,4,2,2024,Synthetic survey; use for scenario analysis only
R0697,Policymaker,Akwa Ibom,3,3,4,2,3,1,2,2024,Synthetic survey; use for scenario analysis only
R0698,Industrial Manager,Ebonyi,4,3,3,3,4,4,2,2024,Synthetic survey; use for scenario analysis only
R0699,Policymaker,Adamawa,3,2,4,4,3,3,3,2024,Synthetic survey; use for scenario analysis only
R0700,Academic/Researcher,Bayelsa,4,3,4,3,2,3,3,2024,Synthetic survey; use for scenario analysis only
R0701,Academic/Researcher,Niger,3,2,2,4,3,5,4,2024,Synthetic survey; use for scenario analysis only
R0702,Community Leader,Bayelsa,2,2,4,5,2,4,3,2024,Synthetic survey; use for scenario analysis only
R0703,Industrial Manager,Yobe,2,2,5,2,4,5,3,2024,Synthetic survey; use for scenario analysis only
R0704,Policymaker,Imo,4,4,5,4,4,4,3,2024,Synthetic survey; use for scenario analysis only
R0705,Policymaker,Plateau,4,4,4,5,3,3,2,2024,Synthetic survey; use for scenario analysis only
R0706,Community Leader,Enugu,3,4,4,3,2,3,3,2024,Synthetic survey; use for scenario analysis only
R0707,DisCo Official,Imo,3,4,4,5,3,3,1,2024,Synthetic survey; use for scenario analysis only
R0708,Investor,Nasarawa,3,3,2,3,2,3,3,2024,Synthetic survey; use for scenario analysis only
R0709,Industrial Manager,Anambra,3,4,5,2,5,2,2,2024,Synthetic survey; use for scenario analysis only
R0710,Industrial Manager,Abia,2,3,5,3,4,2,5,2024,Synthetic survey; use for scenario analysis only
R0711,Academic/Researcher,Akwa Ibom,2,2,2,3,3,3,3,2024,Synthetic survey; use for scenario analysis only
R0712,Community Leader,Imo,4,3,4,5,4,4,2,2024,Synthetic survey; use for scenario analysis only
R0713,Policymaker,Kaduna,4,2,5,2,2,3,3,2024,Synthetic survey; use for scenario analysis only
R0714,Policymaker,Delta,4,1,3,3,2,3,3,2024,Synthetic survey; use for scenario analysis only
R0715,Community Leader,Akwa Ibom,2,3,3,3,4,3,1,2024,Synthetic survey; use for scenario analysis only
R0716,Academic/Researcher,Plateau,4,2,4,3,3,3,3,2024,Synthetic survey; use for scenario analysis only
R0717,DisCo Official,Edo,4,2,4,2,3,3,3,2024,Synthetic survey; use for scenario analysis only
R0718,Academic/Researcher,Edo,3,2,4,4,2,3,3,2024,Synthetic survey; use for scenario analysis only
R0719,Investor,Borno,2,4,5,3,3,4,4,2024,Synthetic survey; use for scenario analysis only
R0720,Policymaker,Jigawa,2,3,4,5,3,4,2,2024,Synthetic survey; use for scenario analysis only
R0721,Investor,Zamfara,4,5,4,3,4,2,2,2024,Synthetic survey; use for scenario analysis only
R0722,Industrial Manager,Nasarawa,3,3,4,4,2,4,3,2024,Synthetic survey; use for scenario analysis only
R0723,Policymaker,Nasarawa,3,4,3,3,2,3,3,2024,Synthetic survey; use for scenario analysis only
R0724,Investor,Cross River,2,3,4,3,4,2,3,2024,Synthetic survey; use for scenario analysis only
R0725,DisCo Official,Zamfara,3,3,3,4,4,4,4,2024,Synthetic survey; use for scenario analysis only
R0726,Policymaker,FCT,4,2,2,4,3,3,2,2024,Synthetic survey; use for scenario analysis only
R0727,Policymaker,Ogun,4,4,3,5,3,3,3,2024,Synthetic survey; use for scenario analysis only
R0728,Academic/Researcher,Anambra,4,1,3,2,3,2,4,2024,Synthetic survey; use for scenario analysis only
R0729,Investor,Zamfara,3,2,2,3,5,3,1,2024,Synthetic survey; use for scenario analysis only
R0730,Policymaker,Akwa Ibom,3,4,5,3,4,2,3,2024,Synthetic survey; use for scenario analysis only
R0731,Academic/Researcher,Imo,2,4,4,3,5,5,3,2024,Synthetic survey; use for scenario analysis only
R0732,Policymaker,Taraba,4,4,4,5,3,2,3,2024,Synthetic survey; use for scenario analysis only
R0733,Investor,Plateau,2,5,3,2,4,3,3,2024,Synthetic survey; use for scenario analysis only
R0734,Community Leader,Abia,3,3,5,3,3,4,3,2024,Synthetic survey; use for scenario analysis only
R0735,Community Leader,Gombe,2,3,4,3,3,4,3,2024,Synthetic survey; use for scenario analysis only
R0736,Community Leader,Delta,3,3,3,3,3,3,3,2024,Synthetic survey; use for scenario analysis only
R0737,DisCo Official,Zamfara,3,2,3,4,4,3,2,2024,Synthetic survey; use for scenario analysis only
R0738,Academic/Researcher,Yobe,4,3,4,3,4,3,1,2024,Synthetic survey; use for scenario analysis only
R0739,Policymaker,FCT,3,2,3,4,5,4,2,2024,Synthetic survey; use for scenario analysis only
R0740,Policymaker,Kogi,4,2,4,4,4,2,3,2024,Synthetic survey; use for scenario analysis only
R0741,Academic/Researcher,FCT,2,2,5,3,3,2,4,2024,Synthetic survey; use for scenario analysis only
R0742,Policymaker,Niger,2,3,2,3,2,4,1,2024,Synthetic survey; use for scenario analysis only
R0743,Academic/Researcher,Enugu,3,4,3,3,3,4,4,2024,Synthetic survey; use for scenario analysis only
R0744,Policymaker,Kano,4,3,5,4,3,3,4,2024,Synthetic survey; use for scenario analysis only
R0745,Community Leader,Rivers,3,3,2,4,4,4,3,2024,Synthetic survey; use for scenario analysis only
R0746,DisCo Official,Akwa Ibom,4,3,2,5,2,4,2,2024,Synthetic survey; use for scenario analysis only
R0747,Industrial Manager,Anambra,4,3,2,4,3,4,2,2024,Synthetic survey; use for scenario analysis only
R0748,Industrial Manager,Yobe,2,4,4,2,2,4,3,2024,Synthetic survey; use for scenario analysis only
R0749,DisCo Official,Ondo,3,2,4,3,2,5,3,2024,Synthetic survey; use for scenario analysis only
R0750,Policymaker,Abia,3,3,5,3,4,4,3,2024,Synthetic survey; use for scenario analysis only
R0751,Policymaker,Kwara,3,2,4,2,3,3,1,2024,Synthetic survey; use for scenario analysis only
R0752,Policymaker,Sokoto,4,3,3,4,3,5,3,2024,Synthetic survey; use for scenario analysis only
R0753,Industrial Manager,Bayelsa,3,4,4,2,3,3,3,2024,Synthetic survey; use for scenario analysis only
R0754,Academic/Researcher,Anambra,3,5,3,4,1,4,3,2024,Synthetic survey; use for scenario analysis only
R0755,Investor,Yobe,4,2,3,4,4,2,3,2024,Synthetic survey; use for scenario analysis only
R0756,Policymaker,Ondo,3,2,2,3,2,3,3,2024,Synthetic survey; use for scenario analysis only
R0757,Investor,Nasarawa,3,1,5,4,2,4,4,2024,Synthetic survey; use for scenario analysis only
R0758,Academic/Researcher,Kaduna,2,3,5,3,4,3,3,2024,Synthetic survey; use for scenario analysis only
R0759,Academic/Researcher,Imo,3,4,3,1,3,4,2,2024,Synthetic survey; use for scenario analysis only
R0760,DisCo Official,Borno,4,4,4,4,4,3,2,2024,Synthetic survey; use for scenario analysis only
R0761,Community Leader,Zamfara,3,1,3,2,3,4,2,2024,Synthetic survey; use for scenario analysis only
R0762,Academic/Researcher,Cross River,2,3,3,3,4,2,2,2024,Synthetic survey; use for scenario analysis only
R0763,DisCo Official,Osun,4,4,4,3,5,4,2,2024,Synthetic survey; use for scenario analysis only
R0764,DisCo Official,Sokoto,3,2,4,4,1,2,2,2024,Synthetic survey; use for scenario analysis only
R0765,Policymaker,Plateau,3,2,4,4,2,3,4,2024,Synthetic survey; use for scenario analysis only
R0766,Academic/Researcher,Borno,3,2,3,4,3,1,2,2024,Synthetic survey; use for scenario analysis only
R0767,Industrial Manager,Niger,4,4,3,4,4,4,2,2024,Synthetic survey; use for scenario analysis only
R0768,Industrial Manager,Delta,4,4,5,5,4,4,3,2024,Synthetic survey; use for scenario analysis only
R0769,Investor,Plateau,4,3,4,4,2,3,2,2024,Synthetic survey; use for scenario analysis only
R0770,Policymaker,Oyo,3,4,2,4,3,2,2,2024,Synthetic survey; use for scenario analysis only
R0771,Investor,Ondo,4,4,5,4,2,3,4,2024,Synthetic survey; use for scenario analysis only
R0772,Industrial Manager,Ondo,3,3,2,4,2,2,2,2024,Synthetic survey; use for scenario analysis only
R0773,Investor,Kano,3,3,3,3,2,2,4,2024,Synthetic survey; use for scenario analysis only
R0774,Community Leader,Oyo,3,3,4,3,2,4,3,2024,Synthetic survey; use for scenario analysis only
R0775,Community Leader,Gombe,4,1,3,3,2,3,2,2024,Synthetic survey; use for scenario analysis only
R0776,Industrial Manager,Kebbi,2,2,4,4,2,3,3,2024,Synthetic survey; use for scenario analysis only
R0777,Industrial Manager,Taraba,3,4,4,4,3,4,4,2024,Synthetic survey; use for scenario analysis only
R0778,DisCo Official,Edo,4,3,4,3,4,3,3,2024,Synthetic survey; use for scenario analysis only
R0779,Policymaker,Borno,4,3,3,3,2,3,3,2024,Synthetic survey; use for scenario analysis only
R0780,DisCo Official,Osun,3,2,3,5,3,3,3,2024,Synthetic survey; use for scenario analysis only
R0781,Academic/Researcher,Benue,3,4,4,3,3,4,3,2024,Synthetic survey; use for scenario analysis only
R0782,Community Leader,Kwara,3,2,3,3,5,4,3,2024,Synthetic survey; use for scenario analysis only
R0783,Industrial Manager,Abia,4,1,3,2,3,4,4,2024,Synthetic survey; use for scenario analysis only
R0784,DisCo Official,Lagos,3,5,4,4,5,3,4,2024,Synthetic survey; use for scenario analysis only
R0785,Academic/Researcher,Zamfara,3,3,3,2,3,1,3,2024,Synthetic survey; use for scenario analysis only
R0786,Academic/Researcher,Katsina,3,4,2,2,1,3,2,2024,Synthetic survey; use for scenario analysis only
R0787,Investor,Katsina,2,4,3,3,3,2,4,2024,Synthetic survey; use for scenario analysis only
R0788,Industrial Manager,Edo,3,2,5,3,2,2,3,2024,Synthetic survey; use for scenario analysis only
R0789,Investor,Bauchi,1,3,4,3,5,5,2,2024,Synthetic survey; use for scenario analysis only
R0790,Policymaker,Edo,4,4,2,4,3,3,3,2024,Synthetic survey; use for scenario analysis only
R0791,Industrial Manager,FCT,3,2,3,2,4,5,2,2024,Synthetic survey; use for scenario analysis only
R0792,Community Leader,FCT,2,5,3,4,3,3,2,2024,Synthetic survey; use for scenario analysis only
R0793,Industrial Manager,Ekiti,4,3,4,4,3,3,4,2024,Synthetic survey; use for scenario analysis only
R0794,Investor,Zamfara,4,4,5,3,3,5,2,2024,Synthetic survey; use for scenario analysis only
R0795,Academic/Researcher,Jigawa,3,4,5,3,2,3,2,2024,Synthetic survey; use for scenario analysis only
R0796,Policymaker,Anambra,3,3,3,4,2,4,3,2024,Synthetic survey; use for scenario analysis only
R0797,Policymaker,Kwara,3,3,4,3,4,3,2,2024,Synthetic survey; use for scenario analysis only
R0798,DisCo Official,Bayelsa,4,4,2,4,3,2,1,2024,Synthetic survey; use for scenario analysis only
R0799,Community Leader,Ekiti,3,3,3,3,1,4,2,2024,Synthetic survey; use for scenario analysis only
R0800,DisCo Official,Imo,2,3,5,5,3,4,2,2024,Synthetic survey; use for scenario analysis only
R0801,Community Leader,Bauchi,3,2,4,2,3,3,3,2024,Synthetic survey; use for scenario analysis only
R0802,DisCo Official,Bauchi,3,3,3,3,3,3,2,2024,Synthetic survey; use for scenario analysis only
R0803,Industrial Manager,Anambra,2,3,3,4,3,3,2,2024,Synthetic survey; use for scenario analysis only
R0804,Industrial Manager,Osun,2,2,5,4,2,2,5,2024,Synthetic survey; use for scenario analysis only
R0805,Industrial Manager,Osun,2,3,4,3,3,2,4,2024,Synthetic survey; use for scenario analysis only
R0806,Community Leader,Rivers,1,3,5,3,2,3,5,2024,Synthetic survey; use for scenario analysis only
R0807,Industrial Manager,Cross River,3,4,5,3,2,5,3,2024,Synthetic survey; use for scenario analysis only
R0808,DisCo Official,Kebbi,2,2,5,2,3,4,4,2024,Synthetic survey; use for scenario analysis only
R0809,Academic/Researcher,Anambra,2,3,4,5,3,2,2,2024,Synthetic survey; use for scenario analysis only
R0810,Policymaker,Kebbi,2,3,3,3,4,3,3,2024,Synthetic survey; use for scenario analysis only
R0811,Industrial Manager,Plateau,3,3,4,4,3,3,3,2024,Synthetic survey; use for scenario analysis only
R0812,DisCo Official,Lagos,1,3,4,4,3,3,3,2024,Synthetic survey; use for scenario analysis only
R0813,Industrial Manager,Delta,3,4,2,3,3,3,3,2024,Synthetic survey; use for scenario analysis only
R0814,DisCo Official,Edo,4,2,5,3,3,4,1,2024,Synthetic survey; use for scenario analysis only
R0815,Industrial Manager,Cross River,2,4,5,5,3,4,3,2024,Synthetic survey; use for scenario analysis only
R0816,Academic/Researcher,Ogun,2,3,3,5,5,3,2,2024,Synthetic survey; use for scenario analysis only
R0817,Policymaker,Kwara,3,4,2,2,3,2,3,2024,Synthetic survey; use for scenario analysis only
