date,state,petrol_price_naira_per_liter,diesel_price_naira_per_liter,kerosene_price_naira_per_liter,lpg_price_naira_per_kg,fuel_scarcity_factor,black_market_premium_percent,supply_disruption_days,nearest_depot_distance_km,local_consumption_million_liters
2021-04-01,Kaduna,201.11,259.8,220.83,155.88,1.15,9.1,2,20,19.160582894900763
2021-04-01,Kano,205.99,266.11,226.19,159.67,1.19,10.4,1,30,6.775705644349695
2021-04-01,Katsina,212.03,273.91,232.82,164.35,1.22,15.6,5,140,33.422840434078054
2021-04-01,Kebbi,226.76,292.95,249.0,175.77,1.22,23.4,2,200,41.08947265677344
2021-04-01,Kogi,212.83,274.95,233.71,164.97,1.24,13.0,1,100,10.652852186874584
2021-04-01,Kwara,227.41,293.78,249.71,176.27,1.18,10.4,1,95,15.165209715006482
2021-04-01,Lagos,188.19,243.12,206.65,145.87,1.11,3.9,0,5,26.647279471895658
2021-04-01,Nasarawa,221.31,285.9,243.01,171.54,1.16,10.4,0,90,29.188777815830527
2021-04-01,Niger,208.53,269.39,228.98,161.63,1.21,19.5,2,120,13.379710921770764
2021-04-01,Ogun,212.47,274.48,233.31,164.69,1.17,6.5,0,35,45.981543062321904
2021-04-01,Ondo,206.5,266.76,226.75,160.06,1.18,13.0,2,70,27.272606110736017
2021-04-01,Osun,208.77,269.71,229.25,161.82,1.15,10.4,2,75,35.8080009028553
2021-04-01,Oyo,210.94,272.5,231.63,163.5,1.18,7.8,0,50,11.061809588774054
2021-04-01,Plateau,220.18,284.44,241.77,170.66,1.14,13.0,4,130,42.06613245176618
2021-04-01,Rivers,194.24,250.93,213.29,150.56,1.08,5.2,1,10,49.480716366367446
2021-04-01,Sokoto,239.41,309.29,262.9,185.57,1.2,26.0,3,180,27.127003088607324
2021-04-01,Taraba,236.7,305.78,259.91,183.47,1.23,36.4,5,220,11.973168845456794
2021-04-01,Yobe,271.83,351.17,298.49,210.7,1.26,45.5,7,280,42.095506267980426
2021-04-01,Zamfara,247.2,319.35,271.44,191.61,1.29,39.0,4,160,18.546994730832715
2021-05-01,Abia,206.68,300.41,255.35,180.25,1.03,9.0,0,60,16.00526251274954
2021-05-01,Adamawa,211.18,306.95,260.91,184.17,1.12,25.0,7,250,18.195478478746836
2021-05-01,Akwa Ibom,195.43,284.06,241.45,170.44,1.03,8.0,0,80,7.084746468544536
2021-05-01,Anambra,197.34,286.85,243.82,172.11,1.12,6.0,0,45,32.04164527264034
2021-05-01,Bauchi,200.12,290.88,247.25,174.53,1.08,12.0,1,180,46.84559958434036
2021-05-01,Bayelsa,193.17,280.78,238.67,168.47,1.09,15.0,5,90,35.282551667543956
2021-05-01,Benue,202.19,293.9,249.81,176.34,1.13,12.0,3,110,16.819218187085447
2021-05-01,Borno,254.17,369.44,314.03,221.67,1.25,40.0,12,300,42.008896045325514
2021-05-01,Cross River,210.45,305.9,260.02,183.54,1.12,10.0,2,120,20.212122980666145
2021-05-01,Delta,174.15,253.13,215.16,151.88,1.04,6.0,1,15,7.929621310396261
2021-05-01,Ebonyi,204.62,297.43,252.82,178.46,1.09,12.0,1,100,23.810439996686863
2021-05-01,Edo,207.61,301.77,256.51,181.06,1.1,8.0,2,40,7.661491636424493
2021-05-01,Ekiti,208.97,303.75,258.19,182.25,1.07,12.0,1,85,19.581006887116253
2021-05-01,Enugu,205.75,299.06,254.2,179.44,1.12,7.0,0,65,27.8369568202125
2021-05-01,FCT,180.01,261.65,222.41,156.99,1.01,5.0,0,25,17.778979095696297
2021-05-01,Gombe,200.02,290.73,247.12,174.44,1.08,14.0,4,200,44.301042027022305
2021-05-01,Imo,202.08,293.73,249.67,176.24,1.06,8.0,0,55,31.1851718634388
2021-05-01,Jigawa,200.31,291.16,247.49,174.7,1.05,15.0,1,150,9.216142759237034
2021-05-01,Kaduna,183.09,266.12,226.2,159.67,1.03,7.0,2,20,41.492771919888604
2021-05-01,Kano,187.84,273.03,232.08,163.82,1.08,8.0,1,30,5.170355769550979
2021-05-01,Katsina,205.26,298.35,253.6,179.01,1.11,12.0,1,140,44.16006234705357
2021-05-01,Kebbi,222.57,323.51,274.98,194.11,1.11,18.0,6,200,17.927035382823757
2021-05-01,Kogi,211.16,306.93,260.89,184.16,1.07,10.0,2,100,22.402456645649607
2021-05-01,Kwara,209.42,304.4,258.74,182.64,1.07,8.0,1,95,19.82034030778486
2021-05-01,Lagos,169.97,247.06,210.0,148.23,0.99,3.0,0,5,40.73308131618936
2021-05-01,Nasarawa,205.83,299.19,254.31,179.51,1.06,8.0,2,90,32.825511461112
2021-05-01,Niger,199.5,289.98,246.48,173.99,1.11,15.0,1,120,42.984741015939
2021-05-01,Ogun,192.29,279.5,237.58,167.7,1.08,5.0,0,35,34.15469355098891
2021-05-01,Ondo,199.7,290.27,246.73,174.16,1.13,10.0,3,70,42.91022633624043
2021-05-01,Osun,212.53,308.92,262.59,185.35,1.04,8.0,0,75,47.519072826054455
2021-05-01,Oyo,206.57,300.25,255.21,180.15,1.12,6.0,0,50,38.39136344266485
2021-05-01,Plateau,203.79,296.22,251.78,177.73,1.1,10.0,2,130,48.90115738447788
2021-05-01,Rivers,177.36,257.81,219.14,154.68,1.06,4.0,0,10,11.819007321870144
2021-05-01,Sokoto,219.14,318.53,270.75,191.12,1.1,20.0,2,180,24.978370838498645
2021-05-01,Taraba,215.3,312.94,266.0,187.77,1.1,28.0,8,220,11.669539233930973
2021-05-01,Yobe,253.19,368.02,312.82,220.81,1.25,35.0,10,280,42.16931315592255
2021-05-01,Zamfara,231.63,336.68,286.18,202.01,1.12,30.0,9,160,42.67629891276169
2021-06-01,Abia,191.13,350.58,297.99,210.35,1.08,9.0,1,60,9.949671701630814
2021-06-01,Adamawa,200.87,368.45,313.18,221.07,1.11,25.0,4,250,21.9722571580065
2021-06-01,Akwa Ibom,182.39,334.55,284.37,200.73,1.04,8.0,0,80,36.26325257195986
2021-06-01,Anambra,185.92,341.03,289.87,204.62,1.03,6.0,0,45,27.455824309326413
2021-06-01,Bauchi,190.41,349.27,296.88,209.56,1.06,12.0,1,180,11.081901478489536
2021-06-01,Bayelsa,178.4,327.23,278.15,196.34,1.03,15.0,5,90,10.785474969725094
2021-06-01,Benue,184.7,338.79,287.97,203.28,1.07,12.0,1,110,47.48532064974823
2021-06-01,Borno,235.16,431.35,366.65,258.81,1.21,40.0,7,300,12.408542672215065
2021-06-01,Cross River,185.45,340.17,289.15,204.1,1.05,10.0,1,120,8.794864242707085
2021-06-01,Delta,174.57,320.21,272.17,192.12,1.07,6.0,1,15,40.207893882174055
2021-06-01,Ebonyi,194.07,355.98,302.58,213.59,1.07,12.0,3,100,9.27188215823368
2021-06-01,Edo,182.55,334.84,284.62,200.91,1.08,8.0,0,40,7.0162223744891605
2021-06-01,Ekiti,196.44,360.33,306.28,216.2,1.12,12.0,1,85,16.18931899592134
2021-06-01,Enugu,193.41,354.78,301.56,212.87,1.1,7.0,4,65,46.06897372253776
2021-06-01,FCT,176.57,323.87,275.29,194.32,0.97,5.0,0,25,31.694092830635277
2021-06-01,Gombe,191.32,350.93,298.29,210.56,1.03,14.0,3,200,45.89502295057663
2021-06-01,Imo,191.76,351.74,298.98,211.04,1.13,8.0,0,55,44.43298067457072
2021-06-01,Jigawa,204.53,375.16,318.89,225.1,1.08,15.0,1,150,24.088710427283775
2021-06-01,Kaduna,175.07,321.13,272.96,192.68,1.07,7.0,2,20,41.261460278289064
2021-06-01,Kano,189.37,347.36,295.26,208.42,1.06,8.0,0,30,27.778155513052248
2021-06-01,Katsina,189.14,346.94,294.9,208.16,1.03,12.0,4,140,6.706702611033984
2021-06-01,Kebbi,197.82,362.85,308.43,217.71,1.13,18.0,0,200,31.14933263453355
2021-06-01,Kogi,190.73,349.86,297.38,209.92,1.13,10.0,2,100,20.276319374219266
2021-06-01,Kwara,185.65,340.54,289.46,204.32,1.04,8.0,2,95,28.545369499372725
2021-06-01,Lagos,157.13,288.22,244.99,172.93,0.98,3.0,0,5,36.911577948058394
2021-06-01,Nasarawa,197.01,361.38,307.17,216.83,1.09,8.0,0,90,42.15984131453568
2021-06-01,Niger,196.94,361.25,307.06,216.75,1.09,15.0,2,120,46.181313182127674
2021-06-01,Ogun,186.48,342.07,290.76,205.24,1.11,5.0,0,35,20.927766654157416
2021-06-01,Ondo,188.2,345.2,293.42,207.12,1.1,10.0,4,70,46.5173365252084
2021-06-01,Osun,199.05,365.11,310.34,219.07,1.12,8.0,0,75,47.36380744543937
2021-06-01,Oyo,194.94,357.57,303.94,214.54,1.07,6.0,1,50,23.55824913915708
2021-06-01,Plateau,185.24,339.78,288.81,203.87,1.1,10.0,5,130,41.93557260139511
2021-06-01,Rivers,159.91,293.33,249.33,176.0,1.0,4.0,1,10,47.92036412088498
2021-06-01,Sokoto,207.02,379.73,322.77,227.84,1.07,20.0,3,180,23.23376150308918
2021-06-01,Taraba,213.24,391.14,332.47,234.68,1.15,28.0,4,220,38.68562687620958
2021-06-01,Yobe,229.54,421.04,357.89,252.63,1.26,35.0,10,280,32.69521569205703
2021-06-01,Zamfara,215.11,394.57,335.39,236.74,1.21,30.0,4,160,12.076595281861916
2021-07-01,Abia,222.77,276.65,235.15,165.99,1.05,9.0,0,60,13.667023637917488
2021-07-01,Adamawa,241.14,299.46,254.54,179.68,1.07,25.0,1,250,30.519941682150726
2021-07-01,Akwa Ibom,212.31,263.65,224.1,158.19,1.08,8.0,2,80,28.389910098878094
2021-07-01,Anambra,204.25,253.65,215.6,152.19,1.1,6.0,0,45,28.398941033616477
2021-07-01,Bauchi,234.57,291.3,247.61,174.78,1.06,12.0,5,180,47.8003678085363
2021-07-01,Bayelsa,224.47,278.76,236.94,167.25,1.13,15.0,2,90,27.76165282800604
2021-07-01,Benue,213.02,264.54,224.86,158.73,1.08,12.0,2,110,43.53618438657883
2021-07-01,Borno,275.97,342.72,291.31,205.63,1.28,40.0,15,300,14.594657627717519
2021-07-01,Cross River,217.38,269.96,229.46,161.97,1.04,10.0,0,120,46.9057658686521
2021-07-01,Delta,198.01,245.9,209.01,147.54,1.03,6.0,2,15,25.39816430219058
2021-07-01,Ebonyi,218.43,271.26,230.57,162.75,1.06,12.0,3,100,37.56029317441663
2021-07-01,Edo,232.22,288.39,245.13,173.03,1.13,8.0,2,40,37.78150426066028
2021-07-01,Ekiti,225.02,279.45,237.53,167.67,1.13,12.0,2,85,21.153877621678642
2021-07-01,Enugu,226.72,281.55,239.32,168.93,1.09,7.0,0,65,21.076222380830693
2021-07-01,FCT,195.98,243.37,206.87,146.02,1.06,5.0,0,25,28.14741507561537
2021-07-01,Gombe,233.9,290.47,246.9,174.28,1.07,14.0,4,200,10.756130297533947
2021-07-01,Imo,213.9,265.63,225.79,159.38,1.06,8.0,2,55,46.354253064085704
2021-07-01,Jigawa,226.83,281.68,239.43,169.01,1.08,15.0,1,150,32.3916804091445
2021-07-01,Kaduna,201.95,250.79,213.17,150.47,1.07,7.0,1,20,30.607747216528836
2021-07-01,Kano,218.42,271.25,230.56,162.75,1.04,8.0,1,30,24.166090102840847
2021-07-01,Katsina,229.05,284.44,241.77,170.66,1.12,12.0,0,140,7.659352151365272
2021-07-01,Kebbi,231.18,287.09,244.02,172.25,1.04,18.0,1,200,40.32136007049338
2021-07-01,Kogi,224.7,279.05,237.19,167.43,1.05,10.0,0,100,18.751895104482237
2021-07-01,Kwara,230.76,286.57,243.58,171.94,1.12,8.0,1,95,25.77932464832571
2021-07-01,Lagos,192.07,238.53,202.75,143.12,1.02,3.0,0,5,7.81447038485612
2021-07-01,Nasarawa,220.58,273.92,232.84,164.35,1.13,8.0,1,90,49.86764949421667
2021-07-01,Niger,222.56,276.39,234.93,165.83,1.08,15.0,1,120,30.00748399078039
2021-07-01,Ogun,212.43,263.8,224.23,158.28,1.07,5.0,0,35,5.079942177153029
2021-07-01,Ondo,222.73,276.6,235.11,165.96,1.09,10.0,0,70,9.571173320792548
2021-07-01,Osun,217.08,269.57,229.14,161.74,1.09,8.0,0,75,20.492061416106143
2021-07-01,Oyo,213.59,265.25,225.46,159.15,1.06,6.0,1,50,41.78583853523037
2021-07-01,Plateau,230.87,286.7,243.7,172.02,1.06,10.0,2,130,10.367277159182727
2021-07-01,Rivers,194.76,241.86,205.58,145.12,1.0,4.0,1,10,40.79925656929032
2021-07-01,Sokoto,234.77,291.55,247.82,174.93,1.13,20.0,1,180,39.570019533223196
2021-07-01,Taraba,229.44,284.93,242.19,170.96,1.13,28.0,5,220,37.37754509610073
2021-07-01,Yobe,256.72,318.81,270.99,191.29,1.19,35.0,6,280,16.327115330180497
2021-07-01,Zamfara,255.52,317.32,269.72,190.39,1.21,30.0,9,160,13.10248419060029
2021-08-01,Abia,190.58,354.94,301.7,212.96,1.19,11.7,2,60,11.278676826560744
2021-08-01,Adamawa,195.47,364.04,309.44,218.43,1.27,32.5,4,250,24.659215987709647
2021-08-01,Akwa Ibom,189.96,353.78,300.72,212.27,1.19,10.4,1,80,6.190735226993689
2021-08-01,Anambra,174.42,324.84,276.12,194.91,1.21,7.8,1,45,29.09241172439454
2021-08-01,Bauchi,189.7,353.3,300.3,211.98,1.14,15.6,3,180,17.42217742708567
2021-08-01,Bayelsa,177.23,330.08,280.56,198.05,1.18,19.5,4,90,43.7831659305007
2021-08-01,Benue,185.97,346.34,294.39,207.8,1.23,15.6,1,110,42.099188434700444
2021-08-01,Borno,224.19,417.52,354.89,250.51,1.33,52.0,5,300,13.515620647042283
2021-08-01,Cross River,180.37,335.92,285.53,201.55,1.14,13.0,0,120,18.40854026603259
2021-08-01,Delta,164.62,306.58,260.59,183.95,1.2,7.8,0,15,8.608680202909358
2021-08-01,Ebonyi,188.24,350.58,297.99,210.35,1.2,15.6,2,100,14.46851137680835
2021-08-01,Edo,187.56,349.31,296.91,209.58,1.14,10.4,0,40,22.724242955999294
2021-08-01,Ekiti,187.62,349.41,297.0,209.65,1.21,15.6,2,85,30.022125145029065
2021-08-01,Enugu,189.38,352.69,299.79,211.62,1.16,9.1,0,65,29.88839420498998
2021-08-01,FCT,166.02,309.19,262.81,185.51,1.16,6.5,0,25,37.56493914810183
2021-08-01,Gombe,192.21,357.96,304.26,214.78,1.21,18.2,1,200,34.13088496541464
2021-08-01,Imo,194.87,362.93,308.49,217.76,1.21,10.4,0,55,43.63641844353675
2021-08-01,Jigawa,193.05,359.54,305.61,215.72,1.2,19.5,4,150,43.43945916501371
2021-08-01,Kaduna,175.24,326.36,277.41,195.82,1.22,9.1,2,20,14.143668650341132
2021-08-01,Kano,175.78,327.37,278.27,196.42,1.14,10.4,1,30,47.7435094576063
2021-08-01,Katsina,181.39,337.82,287.15,202.69,1.22,15.6,2,140,39.27179383044639
2021-08-01,Kebbi,205.67,383.04,325.58,229.82,1.21,23.4,5,200,18.785291863951045
2021-08-01,Kogi,189.34,352.62,299.72,211.57,1.22,13.0,2,100,41.087888619095395
2021-08-01,Kwara,189.46,352.85,299.92,211.71,1.17,10.4,3,95,15.660385696898851
2021-08-01,Lagos,162.95,303.47,257.95,182.08,1.07,3.9,0,5,42.38103428650699
2021-08-01,Nasarawa,181.03,337.14,286.57,202.28,1.14,10.4,0,90,26.144703531939385
2021-08-01,Niger,177.7,330.94,281.3,198.56,1.14,19.5,2,120,5.757016085815633
2021-08-01,Ogun,174.87,325.68,276.82,195.41,1.23,6.5,0,35,26.795705804205074
2021-08-01,Ondo,185.35,345.2,293.42,207.12,1.19,13.0,1,70,6.495358080081473
2021-08-01,Osun,177.96,331.43,281.71,198.86,1.14,10.4,1,75,33.946365023269045
2021-08-01,Oyo,178.39,332.23,282.4,199.34,1.22,7.8,0,50,14.698800757419946
2021-08-01,Plateau,190.22,354.26,301.12,212.56,1.14,13.0,3,130,45.122092045939226
2021-08-01,Rivers,165.83,308.84,262.51,185.3,1.12,5.2,0,10,25.254642468352223
2021-08-01,Sokoto,197.16,367.2,312.12,220.32,1.15,26.0,0,180,29.396992942127497
2021-08-01,Taraba,201.99,376.18,319.76,225.71,1.28,36.4,7,220,12.828917885903648
2021-08-01,Yobe,214.62,399.7,339.74,239.82,1.27,45.5,5,280,31.625922460811008
2021-08-01,Zamfara,217.28,404.66,343.96,242.79,1.34,39.0,7,160,18.424644805379994
2021-09-01,Abia,263.82,394.89,335.65,236.93,1.08,9.0,2,60,47.16032878224582
2021-09-01,Adamawa,273.14,408.85,347.52,245.31,1.08,25.0,6,250,35.666505073620876
2021-09-01,Akwa Ibom,246.53,369.01,313.66,221.41,1.09,8.0,2,80,37.23689777780865
2021-09-01,Anambra,255.82,382.91,325.47,229.75,1.04,6.0,0,45,10.429242599191905
2021-09-01,Bauchi,254.51,380.96,323.82,228.58,1.07,12.0,0,180,16.214102998490567
2021-09-01,Bayelsa,239.31,358.21,304.48,214.92,1.05,15.0,4,90,20.858480589390116
2021-09-01,Benue,265.58,397.53,337.9,238.52,1.06,12.0,3,110,14.10992337884771
2021-09-01,Borno,327.49,490.2,416.67,294.12,1.3,40.0,6,300,22.887844555121212
2021-09-01,Cross River,248.11,371.38,315.67,222.83,1.13,10.0,3,120,26.450346050171174
2021-09-01,Delta,236.22,353.57,300.54,212.14,1.07,6.0,1,15,21.477469114515873
2021-09-01,Ebonyi,258.5,386.93,328.89,232.16,1.13,12.0,3,100,45.714206767357055
2021-09-01,Edo,268.13,401.35,341.14,240.81,1.05,8.0,1,40,38.56457342665572
2021-09-01,Ekiti,247.68,370.73,315.12,222.44,1.11,12.0,1,85,15.380064957021084
2021-09-01,Enugu,246.96,369.65,314.2,221.79,1.11,7.0,0,65,45.24411138763145
2021-09-01,FCT,235.96,353.19,300.21,211.91,0.98,5.0,0,25,11.786871361071544
2021-09-01,Gombe,252.45,377.87,321.19,226.72,1.05,14.0,2,200,5.6751558643530196
2021-09-01,Imo,264.24,395.52,336.19,237.31,1.09,8.0,0,55,15.139316540213821
2021-09-01,Jigawa,259.26,388.07,329.86,232.84,1.13,15.0,3,150,9.54257539713394
2021-09-01,Kaduna,242.77,363.38,308.88,218.03,1.07,7.0,0,20,39.57245587801344
2021-09-01,Kano,258.8,387.38,329.27,232.43,1.07,8.0,2,30,11.610325645453626
2021-09-01,Katsina,250.84,375.46,319.14,225.28,1.04,12.0,2,140,6.356946241871009
2021-09-01,Kebbi,275.38,412.19,350.36,247.31,1.09,18.0,2,200,15.428906750334672
2021-09-01,Kogi,246.42,368.84,313.52,221.31,1.06,10.0,1,100,46.10910389553946
2021-09-01,Kwara,261.55,391.49,332.77,234.89,1.04,8.0,0,95,6.539437288954457
2021-09-01,Lagos,212.62,318.25,270.52,190.95,1.04,3.0,0,5,11.947179286674544
2021-09-01,Nasarawa,251.29,376.13,319.71,225.68,1.1,8.0,2,90,21.514441011653595
2021-09-01,Niger,246.23,368.57,313.28,221.14,1.06,15.0,1,120,21.700096857053275
2021-09-01,Ogun,250.26,374.59,318.4,224.75,1.05,5.0,0,35,12.072863325931447
2021-09-01,Ondo,243.96,365.16,310.39,219.1,1.13,10.0,2,70,48.797135905214596
2021-09-01,Osun,251.62,376.63,320.13,225.98,1.1,8.0,0,75,31.427094273158033
2021-09-01,Oyo,252.19,377.48,320.86,226.49,1.09,6.0,3,50,17.391555872243543
2021-09-01,Plateau,248.15,371.43,315.72,222.86,1.07,10.0,3,130,9.132388991417109
2021-09-01,Rivers,221.26,331.19,281.51,198.71,1.07,4.0,0,10,25.889942187866378
2021-09-01,Sokoto,288.73,432.18,367.35,259.31,1.04,20.0,2,180,48.063346820875985
2021-09-01,Taraba,276.77,414.27,352.13,248.56,1.2,28.0,4,220,44.80293727370891
2021-09-01,Yobe,308.58,461.89,392.6,277.13,1.23,35.0,7,280,33.32445562042703
2021-09-01,Zamfara,280.08,419.23,356.35,251.54,1.17,30.0,9,160,23.281902473986253
2021-10-01,Abia,267.77,290.99,247.34,174.59,1.06,9.0,0,60,37.755737539899705
2021-10-01,Adamawa,283.92,308.53,262.25,185.12,1.12,25.0,3,250,45.16695256170074
2021-10-01,Akwa Ibom,263.02,285.82,242.95,171.49,1.12,8.0,3,80,24.698981323784086
2021-10-01,Anambra,251.51,273.31,232.31,163.99,1.06,6.0,0,45,31.033508673106805
2021-10-01,Bauchi,279.37,303.59,258.05,182.15,1.09,12.0,1,180,18.855084876941277
2021-10-01,Bayelsa,259.11,281.58,239.34,168.95,1.07,15.0,2,90,7.038869314769996
2021-10-01,Benue,276.96,300.97,255.82,180.58,1.08,12.0,2,110,31.475520559448555
2021-10-01,Borno,336.81,366.01,311.11,219.61,1.22,40.0,11,300,34.05834677412872
2021-10-01,Cross River,270.11,293.53,249.5,176.12,1.11,10.0,1,120,16.436419921634464
2021-10-01,Delta,250.4,272.11,231.3,163.27,1.11,6.0,2,15,13.669594626174627
2021-10-01,Ebonyi,270.6,294.06,249.95,176.44,1.05,12.0,0,100,46.775822957918884
2021-10-01,Edo,284.2,308.85,262.52,185.31,1.05,8.0,2,40,29.33387782427414
2021-10-01,Ekiti,271.5,295.04,250.78,177.02,1.04,12.0,0,85,44.39666558042355
2021-10-01,Enugu,266.51,289.61,246.17,173.77,1.06,7.0,0,65,22.658897674657577
2021-10-01,FCT,253.78,275.79,234.42,165.47,1.01,5.0,0,25,6.542354501529097
2021-10-01,Gombe,277.92,302.01,256.71,181.21,1.07,14.0,4,200,34.31880314901444
2021-10-01,Imo,264.02,286.92,243.88,172.15,1.09,8.0,3,55,36.72482861690075
2021-10-01,Jigawa,272.09,295.68,251.33,177.41,1.13,15.0,2,150,23.655015516843292
2021-10-01,Kaduna,244.92,266.15,226.23,159.69,1.08,7.0,2,20,10.13069361620659
2021-10-01,Kano,264.41,287.33,244.23,172.4,1.0,8.0,1,30,14.285344791188251
2021-10-01,Katsina,264.0,286.89,243.85,172.13,1.12,12.0,2,140,42.172106348913495
2021-10-01,Kebbi,287.49,312.42,265.56,187.45,1.05,18.0,2,200,8.006733575551891
2021-10-01,Kogi,285.03,309.74,263.28,185.85,1.12,10.0,3,100,43.35048727050956
2021-10-01,Kwara,261.38,284.04,241.43,170.42,1.11,8.0,3,95,21.26763307840033
2021-10-01,Lagos,238.32,258.98,220.14,155.39,0.98,3.0,0,5,13.605109939501636
2021-10-01,Nasarawa,287.08,311.97,265.17,187.18,1.11,8.0,0,90,10.250989175516398
2021-10-01,Niger,270.62,294.09,249.97,176.45,1.13,15.0,3,120,34.7854289602536
2021-10-01,Ogun,251.87,273.7,232.65,164.22,1.04,5.0,0,35,41.754541510687304
2021-10-01,Ondo,269.57,292.94,249.0,175.77,1.03,10.0,4,70,44.96418634275295
2021-10-01,Osun,269.88,293.28,249.29,175.97,1.05,8.0,1,75,6.516091325704494
2021-10-01,Oyo,267.73,290.95,247.31,174.57,1.07,6.0,1,50,47.28511911730446
2021-10-01,Plateau,280.15,304.44,258.77,182.66,1.11,10.0,3,130,29.725676788048805
2021-10-01,Rivers,233.59,253.84,215.76,152.3,1.03,4.0,0,10,48.263891108665284
2021-10-01,Sokoto,304.59,331.0,281.35,198.6,1.05,20.0,1,180,39.97090335246972
2021-10-01,Taraba,294.18,319.68,271.73,191.81,1.2,28.0,0,220,27.3508131609323
2021-10-01,Yobe,327.51,355.9,302.52,213.54,1.26,35.0,6,280,14.248636942427495
2021-10-01,Zamfara,309.34,336.16,285.74,201.7,1.16,30.0,4,160,49.17030694559139
2021-11-01,Abia,181.21,299.54,254.61,179.73,1.04,9.0,2,60,5.395204028148821
2021-11-01,Adamawa,193.18,319.34,271.44,191.6,1.16,25.0,6,250,16.043064748344428
2021-11-01,Akwa Ibom,182.21,301.2,256.02,180.72,1.1,8.0,0,80,46.706902028725686
2021-11-01,Anambra,177.03,292.63,248.74,175.58,1.12,6.0,0,45,33.238273739155574
2021-11-01,Bauchi,176.29,291.42,247.7,174.85,1.07,12.0,2,180,9.997137191821874
2021-11-01,Bayelsa,176.21,291.28,247.59,174.77,1.09,15.0,2,90,43.59805399720422
2021-11-01,Benue,184.98,305.78,259.92,183.47,1.13,12.0,3,110,9.031923985186372
2021-11-01,Borno,222.12,367.16,312.09,220.3,1.26,40.0,7,300,18.05494110898094
2021-11-01,Cross River,184.67,305.27,259.48,183.16,1.1,10.0,2,120,11.96816775568236
2021-11-01,Delta,153.01,252.93,214.99,151.76,1.04,6.0,1,15,34.557033383847575
2021-11-01,Ebonyi,190.81,315.41,268.1,189.25,1.12,12.0,1,100,37.35763204378499
2021-11-01,Edo,175.56,290.2,246.67,174.12,1.04,8.0,4,40,35.10651108257737
2021-11-01,Ekiti,185.09,305.96,260.06,183.58,1.04,12.0,1,85,43.51394739824058
2021-11-01,Enugu,190.07,314.19,267.07,188.52,1.07,7.0,2,65,12.343056745618252
2021-11-01,FCT,173.42,286.66,243.66,172.0,0.98,5.0,0,25,39.12004330136415
2021-11-01,Gombe,187.44,309.85,263.37,185.91,1.1,14.0,2,200,49.47138148921509
2021-11-01,Imo,181.05,299.27,254.38,179.56,1.06,8.0,0,55,8.154272585334558
2021-11-01,Jigawa,194.63,321.72,273.47,193.03,1.04,15.0,5,150,40.22501253208279
2021-11-01,Kaduna,163.87,270.87,230.24,162.52,1.03,7.0,1,20,31.974434934447796
2021-11-01,Kano,177.25,293.0,249.05,175.8,1.03,8.0,0,30,25.474043538951616
2021-11-01,Katsina,182.11,301.03,255.87,180.62,1.07,12.0,1,140,34.14077390470867
2021-11-01,Kebbi,192.65,318.46,270.69,191.08,1.06,18.0,2,200,39.949584423027055
2021-11-01,Kogi,175.26,289.71,246.25,173.83,1.06,10.0,0,100,17.88530166357935
2021-11-01,Kwara,186.54,308.35,262.1,185.01,1.05,8.0,1,95,43.55056244902009
2021-11-01,Lagos,162.96,269.38,228.97,161.63,1.0,3.0,0,5,31.84851917810504
2021-11-01,Nasarawa,187.94,310.67,264.07,186.4,1.03,8.0,2,90,37.77222920201192
2021-11-01,Niger,187.67,310.22,263.68,186.13,1.11,15.0,4,120,22.02378519247816
2021-11-01,Ogun,175.68,290.4,246.84,174.24,1.04,5.0,0,35,13.067399503506786
2021-11-01,Ondo,175.53,290.15,246.63,174.09,1.06,10.0,2,70,21.7110427600711
2021-11-01,Osun,176.89,292.41,248.55,175.45,1.11,8.0,4,75,24.358414134255884
2021-11-01,Oyo,178.45,294.97,250.73,176.98,1.03,6.0,1,50,44.24924565044
2021-11-01,Plateau,179.02,295.92,251.53,177.55,1.06,10.0,0,130,26.844691600707076
2021-11-01,Rivers,158.53,262.05,222.74,157.23,1.05,4.0,1,10,46.73364230568429
2021-11-01,Sokoto,198.75,328.54,279.26,197.13,1.09,20.0,7,180,7.975271270545462
2021-11-01,Taraba,199.92,330.47,280.9,198.28,1.21,28.0,4,220,17.581136401290514
2021-11-01,Yobe,214.1,353.91,300.82,212.34,1.21,35.0,7,280,34.52728387800464
2021-11-01,Zamfara,210.84,348.52,296.24,209.11,1.23,30.0,6,160,33.28334958366959
2021-12-01,Abia,260.92,271.04,230.38,162.62,1.14,13.5,1,60,46.562443379095185
2021-12-01,Adamawa,299.65,311.27,264.58,186.76,1.18,37.5,4,250,27.866226417592326
2021-12-01,Akwa Ibom,274.27,284.9,242.17,170.94,1.21,12.0,0,80,49.70200173600376
2021-12-01,Anambra,256.72,266.67,226.67,160.0,1.24,9.0,4,45,36.35533683235893
2021-12-01,Bauchi,275.69,286.38,243.42,171.83,1.19,18.0,0,180,28.67518677995312
2021-12-01,Bayelsa,256.92,266.89,226.85,160.13,1.16,22.5,0,90,23.041519831161413
2021-12-01,Benue,284.56,295.6,251.26,177.36,1.22,18.0,0,110,37.07564774484699
2021-12-01,Borno,349.44,362.99,308.54,217.79,1.41,60.0,6,300,26.004168230084304
2021-12-01,Cross River,265.67,275.97,234.58,165.58,1.22,15.0,3,120,22.516303272402485
