technique,anode_material,anode_symbol,cathode_material,cathode_symbol,tab_thickness_um,surface_coating,power_W,pulse_energy_J,amplitude_um,force_N,weld_time_ms,speed_mm_s,pulse_frequency_Hz,preheat_temp_C,ambient_humidity_pct,clamp_area_mm2,linear_energy_density_J_per_mm,total_energy_input_J
Laser,StainlessSteel,SS304,Nickel,Ni,220.3,Carbon-coated,2425.35,11.8411,,364.84,2273.2,14.178,56.247,-1.2,38.3,4.3,171.06,3913.562
Laser,Copper,Cu,Aluminum,Al,170.1,Bare,2232.82,7.6603,,446.9,1550.3,70.154,291.81,86.5,76.9,20.7,31.8275,3463.064
Laser,Nickel,Ni,Copper,Cu,215.2,Nickel-plated,1992.79,1.1656,,766.38,675.9,97.882,24.557,37.3,30.6,22.84,20.3591,815.842
Laser,Aluminum,Al,Aluminum,Al,108.7,Oxide,273.89,10.0304,,863.24,2018.9,58.978,257.399,20.2,34.8,16.39,4.6439,2416.791
Laser,Aluminum,Al,Aluminum,Al,190.0,Nickel-plated,2639.34,,,558.74,1977.3,101.887,,69.9,19.2,5.64,25.9047,3131.314
Laser,StainlessSteel,SS304,Nickel,Ni,219.0,Bare,1358.08,,,244.9,2831.4,108.688,,48.8,43.7,6.93,12.4952,2307.176
Laser,Copper,Cu,Copper,Cu,246.5,Oxide,490.41,,,280.37,329.5,61.603,,63.1,23.5,11.12,7.9608,96.949
Laser,Nickel,Ni,Copper,Cu,171.5,Bare,400.15,11.546,,437.38,2128.4,18.395,236.0,14.4,41.8,10.52,21.7532,2830.889
Laser,Nickel,Ni,Copper,Cu,35.1,Bare,1565.4,,,295.69,700.7,68.091,,30.3,28.3,16.27,22.9899,658.155
Laser,Copper,Cu,StainlessSteel,SS304,132.6,Nickel-plated,313.18,7.9888,,171.68,2491.1,47.491,261.25,1.0,10.9,11.16,6.5945,2547.703
Laser,Nickel,Ni,Copper,Cu,64.4,Bare,1996.99,9.9692,,593.65,2662.7,23.368,85.867,35.1,21.4,21.5,85.4582,4102.106
Laser,Nickel,Ni,Copper,Cu,46.6,Nickel-plated,1141.38,,,869.13,749.3,69.471,,117.6,13.4,6.89,16.4296,513.13
Laser,StainlessSteel,SS304,Nickel,Ni,225.2,Bare,1794.57,4.75,,166.67,1837.6,23.404,73.716,79.6,57.6,5.36,76.6786,2235.979
Laser,Aluminum,Al,Aluminum,Al,137.7,Tin-plated,799.35,,,969.44,386.5,46.277,,110.4,11.9,23.29,17.273,185.367
Laser,Copper,Cu,Aluminum,Al,192.9,Bare,1585.56,3.3261,,375.38,1691.1,27.073,14.783,45.0,10.9,16.16,58.5671,1642.082
Laser,Copper,Cu,Aluminum,Al,51.0,Nickel-plated,2569.99,,,901.91,1951.7,8.724,,5.5,34.7,9.83,294.5974,3009.489
Laser,Aluminum,Al,Aluminum,Al,72.1,Nickel-plated,2074.44,2.4369,,631.29,1281.0,75.04,15.484,57.0,35.0,19.26,27.6445,1613.796
Laser,Copper,Cu,Aluminum,Al,131.3,Bare,1336.57,,,395.5,1030.2,115.614,,111.9,59.1,10.45,11.5606,826.12
Laser,Copper,Cu,Aluminum,Al,73.4,Nickel-plated,2436.31,9.5403,,403.66,955.8,28.57,160.796,55.1,71.9,5.42,85.2739,1983.658
Laser,Aluminum,Al,Aluminum,Al,122.4,Bare,1598.13,1.5567,,346.03,949.4,103.007,231.744,-7.8,59.8,20.41,15.5148,1047.341
Laser,StainlessSteel,SS304,Nickel,Ni,137.0,Oxide,1181.46,3.6672,,328.23,1545.7,99.604,99.055,117.7,71.7,7.0,11.8615,1320.279
Laser,Copper,Cu,Aluminum,Al,207.7,Bare,2558.33,,,740.51,142.1,31.351,,67.9,77.1,9.0,81.6042,218.188
Laser,Copper,Cu,Copper,Cu,227.5,Tin-plated,903.6,9.3553,,790.61,1480.7,19.663,63.872,64.7,12.1,9.76,45.954,1156.678
Laser,Copper,Cu,Copper,Cu,193.8,Carbon-coated,843.25,6.2177,,766.45,1969.1,77.986,164.779,90.4,26.4,4.17,10.8128,1803.21
Laser,Copper,Cu,Aluminum,Al,36.7,Tin-plated,1385.71,,,394.16,140.0,92.491,,119.4,61.6,6.92,14.9821,116.371
Laser,Aluminum,Al,Aluminum,Al,174.9,Nickel-plated,1493.55,2.6236,,549.95,461.5,26.635,195.557,40.2,50.8,18.43,56.0752,508.295
Laser,Aluminum,Al,Aluminum,Al,103.6,Anodized,1519.66,0.624,,748.56,1568.7,103.716,219.728,8.9,41.0,21.95,14.6521,1516.376
Laser,Copper,Cu,Aluminum,Al,240.1,Bare,2743.49,10.6418,,220.23,1964.7,92.215,178.578,47.1,61.9,8.45,29.7508,4727.488
Laser,StainlessSteel,SS304,Nickel,Ni,100.2,Tin-plated,2361.86,0.68,,929.32,1512.6,78.379,279.503,3.5,43.2,18.99,30.1341,2258.585
Laser,Copper,Cu,Copper,Cu,153.5,Bare,1297.91,3.23,,347.94,1497.7,74.454,170.03,100.0,64.1,5.65,17.4325,1495.363
Laser,Copper,Cu,Aluminum,Al,243.0,Tin-plated,2454.91,6.5212,,275.54,1015.7,54.659,183.2,113.6,56.2,16.22,44.9128,1981.532
Laser,Copper,Cu,Copper,Cu,48.3,Bare,231.59,6.0382,,337.45,2273.2,92.133,16.626,-6.1,12.7,11.4,2.5136,407.144
Laser,Copper,Cu,Aluminum,Al,88.9,Bare,262.39,2.0537,,349.5,1448.9,101.106,117.31,54.6,43.9,22.54,2.5952,367.731
Laser,Nickel,Ni,Copper,Cu,197.1,Nickel-plated,2433.0,11.0127,,662.85,2546.6,10.77,247.325,15.8,58.5,23.46,225.914,6492.039
Laser,Copper,Cu,Aluminum,Al,104.7,Anodized,2832.51,11.1659,,374.27,1139.9,55.07,71.981,37.5,45.1,17.67,51.4342,2303.696
Laser,Copper,Cu,Aluminum,Al,190.3,Nickel-plated,2859.01,9.3018,,497.87,799.2,28.104,234.775,14.2,27.8,16.39,101.7288,2069.045
Laser,Nickel,Ni,Copper,Cu,85.3,Carbon-coated,2989.49,,,669.42,2604.4,43.788,,28.9,24.7,21.79,68.2717,4671.449
Laser,Copper,Cu,Aluminum,Al,222.7,Nickel-plated,1087.5,0.6737,,413.15,1242.3,91.848,152.502,72.8,44.3,24.76,11.8402,861.645
Laser,Aluminum,Al,Aluminum,Al,132.1,Nickel-plated,2988.66,5.9253,,215.27,160.6,42.226,48.721,49.7,18.7,4.47,70.7778,306.442
Laser,Copper,Cu,Aluminum,Al,32.8,Nickel-plated,1564.7,6.4575,,404.52,1214.3,54.519,210.323,92.7,13.2,11.52,28.7004,1799.746
Laser,Copper,Cu,Aluminum,Al,213.6,Bare,1310.86,5.5789,,513.37,1185.2,85.242,271.404,50.3,70.0,7.54,15.378,1649.932
Laser,Copper,Cu,StainlessSteel,SS304,246.7,Nickel-plated,1549.38,3.3297,,835.55,2910.2,87.969,111.1,99.1,77.1,20.25,17.6129,3136.062
Laser,StainlessSteel,SS304,Nickel,Ni,212.6,Tin-plated,2065.25,4.3831,,966.98,1073.5,19.293,240.626,73.5,21.7,16.68,107.0454,1783.071
Laser,Copper,Cu,Copper,Cu,71.7,Bare,230.14,7.4597,,622.73,1328.7,86.321,271.357,76.9,18.7,18.31,2.6661,1259.329
Laser,Aluminum,Al,Aluminum,Al,132.0,Bare,639.19,1.655,,344.24,645.2,109.194,274.996,-3.0,53.8,17.89,5.8537,364.88
Laser,Copper,Cu,Copper,Cu,145.3,Oxide,2490.6,9.2823,,569.63,2535.6,25.312,17.078,79.6,52.4,5.71,98.3942,3949.957
Laser,StainlessSteel,SS304,Nickel,Ni,81.8,Carbon-coated,1068.19,4.3703,,646.51,1276.2,117.249,222.93,60.8,22.2,17.48,9.1104,1315.247
Laser,Copper,Cu,Aluminum,Al,32.1,Nickel-plated,373.96,8.1351,,764.99,318.7,102.486,148.775,14.8,71.2,5.57,3.6489,225.777
Laser,Nickel,Ni,Copper,Cu,115.6,Anodized,764.55,0.9302,,684.87,1394.6,64.443,137.299,92.4,53.0,10.08,11.8641,710.971
Laser,Nickel,Ni,Copper,Cu,133.3,Nickel-plated,890.26,3.982,,822.19,828.1,71.459,57.773,118.1,16.0,17.55,12.4584,518.511
Laser,Aluminum,Al,Aluminum,Al,68.6,Tin-plated,1906.18,,,211.06,1026.7,83.707,,63.9,48.7,5.2,22.772,1174.193
Laser,Copper,Cu,Aluminum,Al,104.9,Carbon-coated,2636.49,6.7528,,973.27,894.3,11.475,22.565,49.0,68.2,12.4,229.7567,1469.183
Laser,Aluminum,Al,Aluminum,Al,130.9,Bare,2983.8,0.8082,,320.04,628.7,18.846,12.578,57.4,78.9,6.09,158.3216,1128.023
Laser,Copper,Cu,Copper,Cu,60.4,Oxide,261.34,,,582.49,1014.2,97.753,,87.8,57.2,24.47,2.6735,159.025
Laser,Aluminum,Al,Aluminum,Al,48.8,Anodized,1724.51,5.4873,,174.63,2439.5,98.277,122.828,113.8,66.0,6.95,17.5475,3181.824
Laser,Copper,Cu,Aluminum,Al,43.9,Nickel-plated,1546.44,6.5349,,428.13,2670.3,85.993,77.267,22.3,56.4,16.0,17.9833,3017.023
Laser,Nickel,Ni,Copper,Cu,228.8,Nickel-plated,1722.92,7.5774,,461.03,579.7,71.98,172.2,69.1,15.8,8.93,23.9362,901.808
Laser,Aluminum,Al,Aluminum,Al,129.9,Bare,2239.5,0.778,,424.01,1179.9,75.498,283.426,63.9,72.1,18.45,29.6632,1689.506
Laser,Copper,Cu,Aluminum,Al,56.1,Bare,2961.2,11.8903,,378.6,947.1,78.597,119.797,43.0,34.4,22.82,37.6758,2222.451
Laser,StainlessSteel,SS304,Nickel,Ni,234.1,Tin-plated,2440.26,3.9312,,283.42,2247.5,20.953,224.874,-6.9,13.6,14.62,116.4641,4085.438
Laser,Copper,Cu,Copper,Cu,214.5,Bare,1747.92,4.7662,,978.27,1622.1,7.466,60.186,59.5,32.5,14.01,234.121,1887.264
Laser,StainlessSteel,SS304,Nickel,Ni,117.2,Oxide,2144.55,,,940.5,478.4,9.143,,108.9,22.6,13.16,234.568,615.623
Laser,Copper,Cu,Aluminum,Al,221.7,Anodized,2866.47,4.1806,,201.07,2839.4,66.952,136.799,84.9,53.1,5.98,42.814,5532.906
Laser,Copper,Cu,Aluminum,Al,60.5,Bare,2783.32,11.4438,,788.52,1053.3,50.974,23.837,20.9,22.6,14.3,54.6023,1873.973
Laser,Copper,Cu,Aluminum,Al,67.4,Oxide,1499.71,,,565.23,1213.3,25.453,,5.5,16.3,6.98,58.9204,1091.806
Laser,Copper,Cu,Aluminum,Al,249.6,Nickel-plated,879.18,8.6579,,357.75,2726.1,118.434,166.323,70.4,69.6,17.86,7.4233,3008.27
Laser,Copper,Cu,Aluminum,Al,201.8,Oxide,626.29,,,981.1,2971.6,88.66,,22.4,19.8,6.92,7.064,1116.641
Laser,Aluminum,Al,Aluminum,Al,128.7,Bare,770.27,2.1182,,172.96,1902.4,62.705,264.446,66.8,70.8,12.09,12.284,1305.455
Laser,Copper,Cu,Copper,Cu,212.0,Tin-plated,259.77,,,316.17,2953.8,97.604,,51.4,54.3,22.19,2.6614,460.382
Laser,Copper,Cu,Aluminum,Al,115.7,Bare,765.16,7.7269,,914.21,1793.5,15.458,203.641,21.9,70.5,16.36,49.5007,1952.283
Laser,Nickel,Ni,Copper,Cu,223.3,Bare,2107.4,11.547,,475.17,1346.2,69.496,234.22,0.6,64.8,20.23,30.324,3158.533
Laser,Copper,Cu,Copper,Cu,78.4,Oxide,2891.23,3.9849,,397.86,2657.6,71.627,123.538,7.3,57.7,18.79,40.3653,5133.495
Laser,Copper,Cu,Copper,Cu,79.9,Nickel-plated,828.47,8.1045,,850.06,607.7,116.899,114.637,0.9,57.3,11.04,7.087,527.927
Laser,Copper,Cu,Copper,Cu,173.5,Nickel-plated,1284.99,10.5341,,800.04,2612.9,43.353,205.884,58.6,45.4,8.66,29.6401,4281.364
Laser,StainlessSteel,SS304,Nickel,Ni,44.9,Oxide,1343.37,,,476.34,1175.9,89.803,,112.2,50.3,8.26,14.9591,947.809
Laser,Copper,Cu,Copper,Cu,98.4,Bare,703.62,6.739,,571.73,164.0,39.933,217.902,77.4,44.5,12.66,17.6199,165.592
Laser,StainlessSteel,SS304,Nickel,Ni,150.6,Bare,1561.4,,,404.62,1361.8,11.362,,109.8,54.8,16.5,137.4277,1275.779
Laser,Copper,Cu,Copper,Cu,196.6,Nickel-plated,504.23,10.578,,762.54,1835.1,110.954,236.941,107.3,11.1,22.54,4.5445,2394.908
Laser,Aluminum,Al,Aluminum,Al,187.2,Bare,281.76,,,340.58,1532.5,52.239,,86.6,27.1,17.33,5.3937,259.075
Laser,Aluminum,Al,Aluminum,Al,115.5,Carbon-coated,2836.01,,,468.1,2124.6,92.038,,41.5,32.2,17.05,30.8135,3615.161
Laser,StainlessSteel,SS304,Nickel,Ni,32.0,Bare,1417.53,,,242.66,109.7,77.767,,93.9,37.8,9.64,18.228,93.282
Laser,Copper,Cu,Copper,Cu,30.7,Tin-plated,2288.84,5.6163,,537.24,850.8,24.503,131.122,63.3,53.6,20.73,93.4089,1419.032
Laser,Aluminum,Al,Aluminum,Al,197.8,Tin-plated,2541.6,,,349.72,2535.7,14.005,,37.0,27.1,22.36,181.4787,3866.789
Laser,Copper,Cu,Copper,Cu,62.8,Bare,1948.02,,,567.96,981.9,71.831,,93.3,79.5,16.35,27.1197,1147.703
Laser,Copper,Cu,StainlessSteel,SS304,123.1,Oxide,2754.48,,,307.03,1218.0,17.664,,1.7,47.3,11.95,155.9361,2012.933
Laser,Copper,Cu,Aluminum,Al,147.7,Nickel-plated,2880.34,,,257.43,2097.2,39.839,,66.6,28.1,15.72,72.2988,3624.457
Laser,Copper,Cu,Aluminum,Al,60.3,Carbon-coated,2119.51,11.9135,,182.37,683.4,23.476,263.023,36.3,46.3,4.22,90.285,1725.716
Laser,Nickel,Ni,Copper,Cu,200.6,Nickel-plated,1646.67,8.4621,,556.58,527.0,8.486,23.161,-4.8,55.7,18.52,194.0463,562.02
Laser,Nickel,Ni,Copper,Cu,30.1,Nickel-plated,2051.06,,,210.1,1968.3,91.083,,24.0,44.7,13.31,22.5185,2422.219
Laser,Copper,Cu,Copper,Cu,233.7,Nickel-plated,1697.42,7.8889,,946.63,2167.9,64.835,123.774,9.7,18.5,19.17,26.1807,3054.635
Laser,Copper,Cu,Aluminum,Al,223.5,Oxide,2775.84,11.6842,,227.49,2439.5,65.967,125.928,88.3,19.8,21.97,42.0791,5498.735
Laser,Aluminum,Al,Aluminum,Al,111.0,Tin-plated,2105.29,7.5472,,745.92,1351.2,99.678,84.257,31.2,51.6,21.15,21.1209,2050.523
Laser,Copper,Cu,Copper,Cu,56.8,Bare,2061.89,,,335.67,2614.9,108.236,,111.2,37.0,5.51,19.0499,3234.939
Laser,Copper,Cu,Copper,Cu,54.1,Bare,311.24,10.0874,,199.6,356.6,99.969,13.242,2.3,58.0,13.94,3.1134,85.65
Laser,Nickel,Ni,Copper,Cu,180.1,Bare,2841.1,10.1318,,998.31,2663.9,119.52,93.503,50.6,36.7,12.84,23.771,5550.442
Laser,Copper,Cu,Aluminum,Al,93.3,Bare,2446.48,11.772,,824.29,555.4,62.802,190.398,109.7,78.0,6.16,38.9555,1313.318
Laser,Copper,Cu,Aluminum,Al,236.9,Nickel-plated,2470.82,9.066,,418.26,528.7,73.69,240.629,-0.2,69.1,20.02,33.5298,1245.256
Laser,Copper,Cu,Aluminum,Al,53.9,Anodized,2762.21,3.3655,,308.98,1756.9,45.445,238.372,80.9,35.6,8.6,60.7818,3475.482
Laser,Copper,Cu,Aluminum,Al,117.4,Bare,2344.93,9.1236,,684.04,2665.5,54.724,227.611,1.5,44.2,19.65,42.8504,5964.257
Laser,Copper,Cu,Aluminum,Al,133.9,Bare,1439.03,9.0517,,509.72,264.7,101.836,131.3,49.3,46.3,17.91,14.1308,354.424
Laser,Copper,Cu,StainlessSteel,SS304,209.6,Nickel-plated,2498.98,11.4267,,264.89,2808.4,72.862,238.53,3.5,58.0,16.94,34.2976,7272.677
Laser,Copper,Cu,Aluminum,Al,147.5,Carbon-coated,493.12,2.7464,,789.4,1796.8,37.799,74.527,40.7,51.1,10.56,13.046,678.718
Laser,Copper,Cu,Aluminum,Al,36.6,Bare,1579.36,8.3653,,852.93,2071.1,46.913,153.757,96.2,40.2,23.78,33.6654,3028.156
Laser,StainlessSteel,SS304,Nickel,Ni,249.3,Nickel-plated,308.21,3.9836,,389.27,2579.7,75.537,276.283,25.5,53.6,5.65,4.0802,1612.763
Laser,Copper,Cu,Copper,Cu,101.6,Carbon-coated,578.61,5.7657,,562.84,2535.9,73.763,180.228,39.5,67.6,24.24,7.8442,1934.428
Laser,Copper,Cu,Copper,Cu,142.2,Bare,2670.96,5.0639,,984.04,1989.3,30.437,32.161,92.1,22.6,21.12,87.7536,3317.637
Laser,Copper,Cu,Aluminum,Al,105.9,Bare,2861.2,4.0432,,567.68,1575.9,96.45,86.57,73.1,52.7,13.39,29.6651,2926.09
Laser,StainlessSteel,SS304,Nickel,Ni,152.9,Nickel-plated,2212.06,1.899,,775.9,2441.7,76.9,246.754,110.4,68.9,8.97,28.7653,3698.369
Laser,Copper,Cu,Copper,Cu,199.7,Nickel-plated,1722.28,9.0601,,299.82,301.2,23.514,171.753,40.8,28.1,7.08,73.244,498.767
Laser,Aluminum,Al,Aluminum,Al,155.0,Tin-plated,682.76,9.3308,,942.61,934.4,114.857,83.184,21.8,11.4,13.57,5.9444,672.887
Laser,Aluminum,Al,Aluminum,Al,226.1,Nickel-plated,2808.31,1.966,,335.24,531.8,37.072,143.895,99.8,77.3,14.66,75.7523,956.263
Laser,Aluminum,Al,Aluminum,Al,207.8,Bare,1892.54,8.2978,,379.5,831.3,78.732,146.422,28.5,71.4,14.11,24.0376,1348.036
Laser,Copper,Cu,Aluminum,Al,114.1,Oxide,1728.86,2.8868,,403.1,2791.8,100.208,134.01,0.5,11.8,19.21,17.2528,3328.013
Laser,Copper,Cu,Aluminum,Al,152.2,Carbon-coated,2164.93,2.909,,401.78,1953.1,9.129,165.899,72.3,48.5,11.11,237.1591,2913.949
Laser,Copper,Cu,Aluminum,Al,60.5,Anodized,2744.37,2.5667,,859.0,2975.1,15.019,281.407,77.6,26.5,5.37,182.7267,5758.35
Laser,Nickel,Ni,Copper,Cu,183.6,Nickel-plated,1969.57,9.4329,,587.01,781.2,96.136,77.141,17.9,28.0,24.72,20.4872,1150.524
Laser,Nickel,Ni,Copper,Cu,120.2,Tin-plated,786.56,,,736.76,2680.9,82.713,,65.6,57.1,15.02,9.5096,1265.215
Laser,Aluminum,Al,Aluminum,Al,187.1,Oxide,987.2,,,361.96,1587.0,41.273,,2.9,38.5,12.35,23.9189,940.002
Laser,Nickel,Ni,Copper,Cu,227.9,Oxide,663.22,,,901.85,2982.3,56.353,,22.0,46.1,23.01,11.7689,1186.742
Laser,Copper,Cu,Aluminum,Al,147.1,Bare,2398.66,,,183.14,228.3,41.017,,49.3,26.5,7.79,58.4796,328.503
Laser,Nickel,Ni,Copper,Cu,176.1,Oxide,1284.17,11.2515,,469.29,2244.3,33.11,245.982,1.6,13.7,20.47,38.7845,4213.756
Laser,Nickel,Ni,Copper,Cu,50.0,Bare,2993.58,8.0978,,252.57,2046.5,78.034,85.446,66.2,70.1,7.82,38.3627,4242.188
Laser,Copper,Cu,Aluminum,Al,62.8,Nickel-plated,1093.17,11.5015,,300.51,1618.1,16.916,26.107,23.3,50.2,19.35,64.6224,1255.682
Laser,Copper,Cu,Copper,Cu,66.6,Tin-plated,1728.59,11.1234,,959.87,1261.8,70.478,54.761,32.1,64.6,19.58,24.5266,1616.137
Laser,Aluminum,Al,Aluminum,Al,191.6,Nickel-plated,233.65,2.0911,,591.74,209.2,76.346,265.526,28.7,26.2,20.46,3.0605,75.789
Laser,Copper,Cu,Aluminum,Al,122.1,Bare,1168.96,0.4088,,580.6,2226.7,90.465,104.888,61.8,69.6,9.26,12.9217,1599.974
Laser,Nickel,Ni,Copper,Cu,243.5,Bare,1460.67,1.9094,,307.92,1916.8,59.332,53.214,-8.9,52.1,7.31,24.6185,1757.799
Laser,Nickel,Ni,Copper,Cu,148.7,Bare,1432.33,5.5504,,685.72,928.0,21.137,220.549,92.5,43.6,5.56,67.7636,1251.939
Laser,Nickel,Ni,Copper,Cu,236.9,Bare,2821.08,,,512.55,2407.8,39.49,,75.0,54.1,14.9,71.4375,4075.536
Laser,Copper,Cu,Aluminum,Al,155.8,Bare,608.12,11.9036,,475.22,2738.5,108.809,204.621,87.0,23.4,24.18,5.5889,3667.279
Laser,StainlessSteel,SS304,Nickel,Ni,68.3,Tin-plated,549.96,,,588.38,2914.9,11.811,,89.7,34.3,19.99,46.5638,961.857
Laser,Aluminum,Al,Aluminum,Al,82.6,Bare,2207.26,7.2646,,893.99,1593.0,41.457,225.874,99.2,54.2,22.95,53.2417,3155.313
Laser,Copper,Cu,Aluminum,Al,157.1,Bare,605.76,5.1497,,408.65,1394.3,98.51,138.728,-2.9,58.4,22.27,6.1492,905.212
Laser,Copper,Cu,Aluminum,Al,167.8,Bare,2971.1,,,380.84,1320.9,97.617,,117.3,10.8,18.48,30.4363,2354.664
Laser,StainlessSteel,SS304,Nickel,Ni,234.0,Nickel-plated,1841.81,,,910.01,984.3,117.08,,104.3,79.5,15.49,15.7311,1087.698
Laser,Nickel,Ni,Copper,Cu,138.3,Nickel-plated,1611.69,,,877.05,2038.5,108.803,,11.1,20.1,17.8,14.813,1971.279
Laser,Aluminum,Al,Aluminum,Al,64.7,Oxide,2393.01,5.762,,896.87,1251.2,73.338,150.326,77.7,45.7,14.25,32.6297,2229.991
Laser,Aluminum,Al,Aluminum,Al,232.4,Bare,2084.96,2.9775,,804.26,496.5,71.542,269.633,-0.6,18.7,22.56,29.1432,780.579
Laser,Copper,Cu,Copper,Cu,128.5,Oxide,2837.71,9.0712,,630.07,2299.1,13.405,22.279,85.8,21.7,4.1,211.6908,4100.346
Laser,Copper,Cu,Copper,Cu,136.2,Bare,787.46,,,355.98,2971.6,98.948,,84.4,39.5,13.05,7.9582,1403.986
Laser,Aluminum,Al,Aluminum,Al,240.2,Bare,1724.65,0.41,,161.82,1355.1,75.952,268.015,12.5,31.1,8.87,22.7072,1461.838
Laser,Copper,Cu,Copper,Cu,222.3,Bare,1402.38,1.2786,,608.87,1494.9,101.084,287.645,97.4,63.3,6.16,13.8734,1477.788
Laser,Copper,Cu,Aluminum,Al,41.5,Bare,1030.66,3.9462,,377.57,239.9,63.159,66.629,82.1,71.4,21.49,16.3184,173.574
Laser,Copper,Cu,Aluminum,Al,189.6,Nickel-plated,1701.16,6.2803,,752.55,434.3,70.669,255.402,46.7,79.9,10.37,24.072,721.946
Laser,Copper,Cu,Aluminum,Al,212.5,Nickel-plated,1500.0,,,278.21,203.9,106.678,,38.0,31.2,21.84,14.0609,183.536
Laser,Copper,Cu,Aluminum,Al,165.5,Bare,535.72,4.1024,,176.09,2082.6,111.829,261.51,69.6,43.9,9.17,4.7905,1563.134
Laser,StainlessSteel,SS304,Nickel,Ni,207.4,Bare,2446.32,2.2916,,972.86,1216.5,119.631,54.274,44.1,13.7,5.04,20.4488,1846.129
Laser,StainlessSteel,SS304,Nickel,Ni,186.1,Bare,654.28,3.5568,,443.93,1953.7,77.799,261.08,32.8,66.2,11.21,8.4099,1492.623
Laser,Copper,Cu,Aluminum,Al,172.5,Tin-plated,294.43,10.8001,,970.26,2919.8,37.47,58.697,71.6,41.3,6.79,7.8576,1256.182
Laser,Aluminum,Al,Aluminum,Al,190.9,Tin-plated,1349.23,1.7999,,491.72,74.6,81.677,278.061,13.4,57.4,12.0,16.5191,75.276
Laser,StainlessSteel,SS304,Nickel,Ni,106.2,Carbon-coated,1219.75,1.048,,722.54,2414.5,68.537,287.841,41.8,16.6,8.99,17.7969,2058.388
Laser,Nickel,Ni,Copper,Cu,180.5,Oxide,2432.43,0.8657,,773.39,604.0,78.547,240.44,-6.1,39.6,14.08,30.9677,931.822
Laser,Copper,Cu,Aluminum,Al,123.5,Bare,2707.11,,,357.24,456.9,61.815,,109.2,73.3,16.79,43.7938,742.165
Laser,Copper,Cu,StainlessSteel,SS304,189.6,Nickel-plated,672.88,,,318.25,1750.6,105.706,,-8.3,57.5,15.07,6.3656,706.757
Laser,Copper,Cu,Aluminum,Al,102.7,Nickel-plated,955.44,5.8724,,167.34,350.2,60.369,203.124,69.8,17.7,4.88,15.8266,367.814
Laser,Copper,Cu,Aluminum,Al,42.9,Bare,2235.75,7.9707,,612.03,2826.1,112.936,41.495,103.9,43.9,5.1,19.7967,4164.944
Laser,Copper,Cu,Aluminum,Al,101.5,Bare,937.83,10.6049,,317.31,1098.1,30.861,68.577,108.0,14.0,16.72,30.3883,937.313
Laser,Copper,Cu,Aluminum,Al,48.4,Bare,2426.95,2.7528,,335.34,1570.3,21.221,210.791,17.4,55.1,10.35,114.3656,2651.098
Laser,Copper,Cu,Copper,Cu,123.0,Nickel-plated,2502.16,3.858,,888.4,1476.4,82.48,271.109,8.2,44.4,22.71,30.3367,2834.243
Laser,Copper,Cu,Aluminum,Al,36.7,Tin-plated,2219.26,5.2628,,598.51,2197.9,6.534,120.448,56.8,18.5,23.1,339.6631,3483.909
Laser,Copper,Cu,StainlessSteel,SS304,72.1,Bare,1487.94,,,727.03,1394.0,39.175,,15.7,54.7,18.24,37.9822,1244.495
Laser,StainlessSteel,SS304,Nickel,Ni,246.3,Oxide,795.17,4.0292,,963.58,1012.2,86.134,74.001,-4.0,23.8,8.3,9.2318,603.655
Laser,Copper,Cu,Copper,Cu,116.9,Oxide,2362.24,10.4609,,533.35,2700.2,68.983,207.327,112.5,65.8,19.27,34.2436,6169.668
Laser,Nickel,Ni,Copper,Cu,215.7,Bare,2020.56,5.5097,,936.05,2363.9,97.799,78.521,103.1,34.6,9.62,20.6602,3274.919
Laser,Copper,Cu,Aluminum,Al,59.7,Nickel-plated,716.42,6.0751,,911.1,91.6,39.779,33.577,7.0,71.3,4.55,18.0099,46.829
Laser,Copper,Cu,Copper,Cu,184.6,Anodized,2413.49,,,623.96,1283.1,52.479,,20.8,54.1,16.07,45.9895,1858.015
Laser,Copper,Cu,Aluminum,Al,163.4,Tin-plated,456.02,,,182.05,239.0,100.64,,25.7,61.8,15.0,4.5312,65.382
Laser,Copper,Cu,Aluminum,Al,68.2,Bare,1018.7,,,896.59,427.0,28.448,,92.0,30.4,8.45,35.8097,260.989
Laser,Copper,Cu,Copper,Cu,191.0,Bare,204.09,0.4202,,578.11,430.7,8.322,108.06,-2.0,13.5,10.95,24.5242,60.559
Laser,Copper,Cu,Copper,Cu,63.7,Bare,1111.64,5.4146,,287.79,675.1,50.177,136.193,-6.9,41.7,18.59,22.1545,649.418
Laser,Aluminum,Al,Aluminum,Al,91.9,Bare,219.58,11.3481,,162.17,1088.9,31.217,129.956,24.5,46.9,21.88,7.0342,785.783
Laser,Copper,Cu,StainlessSteel,SS304,234.7,Tin-plated,1482.12,11.7102,,616.08,1347.7,33.081,85.042,53.7,63.5,10.83,44.803,1735.319
Laser,Copper,Cu,Aluminum,Al,80.8,Nickel-plated,1924.68,10.0977,,349.41,2395.9,40.66,18.416,25.7,71.1,20.29,47.3362,2945.024
Laser,Copper,Cu,Aluminum,Al,164.7,Bare,2217.7,10.6973,,605.33,1567.6,58.125,228.337,62.9,21.3,20.4,38.1541,3617.44
Laser,Aluminum,Al,Aluminum,Al,200.9,Carbon-coated,2084.74,4.2934,,795.46,590.0,62.697,30.014,80.7,47.3,11.7,33.2508,768.408
Laser,Nickel,Ni,Copper,Cu,151.9,Oxide,460.28,,,372.42,1088.3,109.007,,1.8,28.7,11.55,4.2225,300.543
