sample_id,anode_material,cathode_material,tab_thickness_um,surface_coating,welding_technique,tab_width_mm,overlap_length_mm,preheat_celsius,usw_power_w,usw_amplitude_um,usw_force_n,usw_time_ms,laser_power_w,laser_speed_mm_s,laser_pulse_frequency_hz,laser_energy_per_pulse_j,laser_spot_diameter_mm,rsw_current_ka,rsw_voltage_v,rsw_weld_time_ms,rsw_squeeze_time_ms,rsw_hold_time_ms,rsw_force_n,effective_energy_j,energy_density_j_mm2,peak_temperature_c,fused_area_mm2,nugget_diameter_mm,porosity_pct,spatter_mass_mg,intermetallic_thickness_um,hardness_hv,bond_integrity_score,immediate_shear_strength_n,joint_resistance_mohm,cycles_to_failure,resistance_growth_pct_1000,retained_strength_pct_1000,delamination_probability,failure_mode
5449,Aluminum,Nickel,86.243,graphite_coated,USW,5.457,3.967,44.086,1417.722343,36.585507,1094.289971,649.032878,,,,,,,,,,,,683.343442,31.564247,83898.627,21.649287,5.250212,35.0,25.0,12.0,350.0,0.0,644.856061,5.880367,355,15.23186,32.167196,1.0,interfacial_delamination
5450,Aluminum,Aluminum,139.225,nickel_plated,USW,8.601,8.642,34.415,1163.111113,26.847641,305.342204,156.193078,,,,,,,,,,,,79.921564,1.075218,2279.958,32.19735,6.402729,10.318704,0.0,0.443795,130.236399,0.396954,1462.830635,1.754037,1656,18.654585,63.914356,0.186268,pullout
5451,Copper,Aluminum,134.309,oxide_heavy,RSW,3.921,7.58,20.0,,,,,,,,,,11.514083,4.840208,148.679543,100.445297,76.28406,2618.703749,21691.432008,729.813127,1296283.947,29.721899,6.151674,35.0,25.0,12.0,350.0,0.0,832.632327,4.579607,50,16.691345,37.945275,0.966465,interfacial_delamination
5452,Copper,Copper,100.012,bare,USW,6.462,5.248,22.728,2292.102522,39.511036,794.41078,74.654918,,,,,,,,,,,,102.727484,3.029301,6171.362,27.626997,5.930918,3.766216,0.804943,0.523456,209.254148,0.640456,1282.51572,1.358967,2594,8.851155,82.34069,0.071843,mixed
5453,Aluminum,Titanium,77.128,bare,RSW,7.733,7.591,74.365,,,,,,,,,,13.992737,1.982377,162.288236,62.022475,50.0,965.693545,44080.197506,750.971432,3065510.194,51.460164,8.094511,35.0,25.0,12.0,350.0,0.0,1449.167385,6.9162,50,17.714264,36.86773,0.973108,interfacial_delamination
5454,Copper,Nickel,132.534,brushed,RSW,9.258,4.261,25.13,,,,,,,,,,12.103397,2.677804,232.847259,61.930562,77.712696,2122.198265,18806.388353,476.747206,689164.269,39.447296,7.08702,35.0,25.0,12.0,350.0,0.0,1109.518754,4.190061,83,11.713642,53.937482,0.912302,interfacial_delamination
5455,Aluminum,StainlessSteel,53.795,tin_plated,USW,3.553,9.406,67.872,1940.479847,28.304834,700.624728,118.233398,,,,,,,,,,,,146.767138,4.391855,19206.131,30.617505,6.24367,10.373113,0.505764,2.533347,350.0,0.643909,1669.272995,11.493062,2581,14.041135,75.922821,0.212455,mixed
5456,Aluminum,StainlessSteel,96.598,oxide_heavy,USW,3.979,5.049,49.049,957.826192,29.485555,612.937937,303.097262,,,,,,,,,,,,171.966538,8.560206,20822.625,19.573407,4.992157,35.0,7.499045,5.167516,350.0,0.118966,644.847409,25.0,444,18.199092,53.17671,0.763351,interfacial_delamination
5457,Aluminum,Aluminum,66.796,gold_plated,RSW,3.978,8.721,66.063,,,,,,,,,,7.909914,5.064191,250.302921,110.230765,107.108671,3550.241497,7351.739345,211.943185,922661.482,34.687312,6.645695,35.0,25.0,12.0,350.0,0.0,976.422181,3.638968,76,13.119631,31.938899,0.962522,interfacial_delamination
5458,Aluminum,Aluminum,154.081,bare,RSW,4.539,8.226,54.336,,,,,,,,,,8.843134,2.740733,157.579609,50.0,124.62093,2750.763051,5704.720104,152.790366,288383.873,37.33691,6.894841,35.0,25.0,12.0,350.0,0.0,1061.447173,3.640866,196,14.312428,45.67213,0.929273,interfacial_delamination
5459,Copper,Aluminum,82.062,tin_plated,USW,4.119,8.217,47.651,1785.925708,32.276532,329.37168,258.542056,,,,,,,,,,,,219.983126,6.500303,18943.901,30.336873,6.21499,27.932867,3.07278,4.242947,350.0,0.256695,1206.864247,3.071123,888,16.025165,59.388585,0.683943,interfacial_delamination
5460,Copper,Titanium,165.107,oxide_heavy,USW,8.609,4.997,35.049,1510.811964,23.829885,179.404203,480.141468,,,,,,,,,,,,285.878882,6.645446,9919.747,37.618627,6.920804,32.412649,3.23474,2.678762,309.839113,0.398234,1985.607724,12.68901,1302,18.155179,61.346433,0.577615,porosity_cracking
5461,Copper,Aluminum,84.935,bare,RSW,4.356,5.832,20.0,,,,,,,,,,16.007827,2.227351,245.685316,99.499483,157.260647,1067.292578,21324.553813,839.41498,2357638.289,22.580729,5.361966,35.0,25.0,12.0,350.0,0.0,661.169038,4.293209,229,18.320101,26.737395,0.982606,interfacial_delamination
5462,Copper,Nickel,183.123,graphite_coated,Laser,9.394,4.91,33.534,,,,,548.339715,5.0,332.231849,1.49766,0.19618,,,,,,,18956.221312,411.022091,430032.802,46.119714,7.662992,35.0,25.0,12.0,350.0,0.0,1306.390444,4.250071,199,18.289851,36.059558,0.965595,interfacial_delamination
5463,Copper,Nickel,107.939,tin_plated,USW,9.053,6.77,52.532,1590.314759,30.324606,600.737556,354.086839,,,,,,,,,,,,329.54789,5.377086,9596.155,57.269889,8.539221,16.527006,0.0,2.457092,300.357584,0.654983,3096.648184,2.25816,2277,15.125623,72.235422,0.250184,tearing
5464,Aluminum,Aluminum,142.852,bare,USW,7.338,7.176,47.209,1800.588491,47.401677,796.501364,513.870218,,,,,,,,,,,,407.495682,7.73855,15798.398,52.657889,8.188169,35.0,6.044578,1.301089,350.0,0.438877,2756.836654,3.067986,1653,14.767084,61.095993,0.544747,porosity_cracking
5465,Copper,Copper,136.516,tin_plated,Laser,4.459,7.193,59.555,,,,,618.042067,50.910791,155.785269,0.757144,0.213806,,,,,,,866.895629,27.024702,40244.671,32.077898,6.390841,35.0,25.0,7.164942,350.0,0.0,930.961296,3.175141,282,17.497061,41.659549,0.908558,interfacial_delamination
5466,Copper,Nickel,113.3,silver_plated,RSW,9.282,9.643,42.233,,,,,,,,,,16.136699,2.13287,72.757659,101.379561,127.961296,1955.393781,3597.738919,40.194972,68007.796,89.507189,10.675397,35.0,25.0,12.0,350.0,0.0,2451.063256,3.59225,189,15.290907,43.257463,0.986496,interfacial_delamination
5467,Copper,StainlessSteel,119.77,nickel_plated,Laser,4.844,6.719,27.956,,,,,100.0,41.11946,192.054271,0.05,0.213763,,,,,,,116.256427,3.57227,5725.913,28.508321,6.024776,8.460318,0.0,3.986668,241.799139,0.552288,1177.705023,10.98426,2370,12.09799,78.61359,0.253418,tearing
5468,Copper,Nickel,150.484,graphite_coated,RSW,7.774,6.926,66.008,,,,,,,,,,12.151939,3.345254,123.640064,50.137137,92.155393,3140.716091,12036.12457,223.547652,284660.334,53.841427,8.279676,35.0,25.0,12.0,350.0,0.0,1491.192343,3.956236,184,14.074469,37.7413,0.974621,interfacial_delamination
5469,Copper,Aluminum,81.662,bare,USW,6.818,7.33,71.439,992.127187,30.851693,285.864173,371.545234,,,,,,,,,,,,169.597378,3.393305,9984.008,37.930325,6.949417,1.740712,0.934143,3.046088,314.804417,0.655464,1906.065073,1.110321,2756,14.838727,82.819149,0.101446,tearing
5470,Copper,Copper,83.432,brushed,RSW,5.116,7.528,50.076,,,,,,,,,,13.770838,3.569914,136.815878,91.326535,112.203468,1709.050929,5597.93679,145.349009,353694.371,37.778481,6.935493,35.0,25.0,12.0,350.0,0.0,1080.86927,3.459191,116,17.184064,37.447535,0.913081,interfacial_delamination
5471,Aluminum,Nickel,200.76,nickel_plated,USW,9.2,4.746,44.077,918.11712,26.340088,747.924634,333.319864,,,,,,,,,,,,160.605755,3.678102,4241.685,38.189501,6.973119,7.94582,0.0,1.90741,186.841082,0.702213,2098.149939,2.236293,2742,10.895522,79.632198,0.185169,tearing
5472,Copper,Nickel,194.55,nickel_plated,Laser,7.168,3.43,40.79,,,,,772.488742,24.140598,270.546153,1.720492,0.104619,,,,,,,5099.896687,207.399431,204272.653,24.589733,5.595411,35.0,25.0,12.0,350.0,0.0,668.45559,4.669047,257,18.623659,35.049286,0.946294,interfacial_delamination
5473,Copper,StainlessSteel,120.185,brushed,RSW,4.429,6.931,52.012,,,,,,,,,,16.231347,3.716531,219.281958,82.109808,61.406442,1580.291834,321038.229527,10457.260269,16622342.957,29.533983,6.132197,35.0,25.0,12.0,350.0,0.0,843.180795,13.789919,359,21.385453,26.493878,0.970596,interfacial_delamination
5474,Aluminum,Nickel,166.468,gold_plated,USW,4.786,4.819,28.885,1308.182481,28.677824,1105.518022,324.40156,,,,,,,,,,,,286.892427,12.439742,17150.15,23.062571,5.418872,35.0,25.0,6.766268,350.0,0.0,671.504334,4.300443,242,18.352129,35.641628,0.92129,interfacial_delamination
5475,Copper,Aluminum,102.437,tin_plated,USW,5.255,9.346,57.598,1965.736986,31.19059,809.062079,223.111686,,,,,,,,,,,,300.522343,6.118709,14306.714,49.08764,7.905715,25.229621,2.583254,3.857712,350.0,0.405296,2074.860797,2.525437,1623,15.295543,62.20809,0.546673,porosity_cracking
5476,Copper,StainlessSteel,94.25,bare,USW,5.636,5.54,37.16,1304.57924,41.767405,365.980438,156.867821,,,,,,,,,,,,89.149441,2.855308,5824.691,22.295396,5.327981,6.059286,0.403098,2.014465,219.924189,0.598851,1265.854965,12.667339,2401,11.970725,74.379941,0.203002,mixed
5477,Copper,Copper,124.451,bare,USW,5.621,6.483,47.375,1103.671877,32.678452,557.75435,480.13848,,,,,,,,,,,,296.102216,8.125141,13300.564,34.953662,6.671161,35.0,4.91222,1.180277,350.0,0.461598,1810.690638,3.096182,1360,11.853252,64.564007,0.512844,porosity_cracking
5478,Copper,Aluminum,102.505,bare,RSW,7.293,6.864,46.292,,,,,,,,,,8.507892,1.92026,56.723764,124.205942,97.335474,1513.572694,778.092118,15.542494,36217.206,47.66003,7.789906,35.0,25.0,12.0,350.0,0.0,1343.920669,3.435846,303,19.891179,37.197964,0.904921,interfacial_delamination
5479,Copper,Aluminum,188.227,brushed,RSW,6.991,5.08,64.303,,,,,,,,,,11.097718,2.406943,249.645903,92.014767,149.03243,2725.755588,10104.103378,284.499305,360630.866,35.515389,6.724552,35.0,25.0,12.0,350.0,0.0,1033.950748,3.745588,172,19.364221,42.914225,0.961058,interfacial_delamination
5480,Copper,Nickel,99.78,brushed,Laser,7.639,9.364,50.908,,,,,779.649081,46.692851,155.248535,0.575875,0.05,,,,,,,11288.952217,157.807883,303044.56,71.536047,9.543716,35.0,25.0,12.0,350.0,0.0,1974.050865,3.55378,327,14.996709,41.066839,0.969892,interfacial_delamination
5481,Copper,Aluminum,110.27,bare,USW,5.809,5.734,45.478,1539.927005,19.765651,937.806372,156.436605,,,,,,,,,,,,127.219008,3.819567,8308.546,30.630841,6.24503,6.444794,0.0,2.067061,270.066101,0.725527,1708.629544,1.466992,2916,12.955906,81.959238,0.200625,pullout
5482,Copper,StainlessSteel,61.561,nickel_plated,RSW,11.211,4.14,75.365,,,,,,,,,,12.805573,3.003639,374.371316,71.482897,50.0,1907.499732,236191.747652,5088.668205,15791511.715,46.415238,7.687504,35.0,25.0,12.0,350.0,0.0,1293.20059,9.973514,161,20.115764,35.230193,0.910812,interfacial_delamination
5483,Copper,Nickel,70.446,tin_plated,USW,8.892,7.367,20.0,1182.228881,25.430995,616.648529,441.656133,,,,,,,,,,,,293.189111,4.475892,12192.3,59.076247,8.672843,9.715158,0.094157,1.92495,346.545392,0.63505,3283.125052,1.625384,2503,7.963691,75.990806,0.148741,pullout
5484,Aluminum,Nickel,97.841,nickel_plated,RSW,2.0,7.599,20.0,,,,,,,,,,11.740245,1.651571,192.265776,96.356248,123.938062,1663.680532,32345.289215,2128.162994,4983556.415,14.808618,4.342225,35.0,25.0,12.0,350.0,0.0,446.857178,5.967182,425,18.153957,29.975545,0.990012,interfacial_delamination
5485,Aluminum,StainlessSteel,196.991,oxide_heavy,USW,2.918,8.551,20.0,1368.26258,16.478821,880.074006,175.689196,,,,,,,,,,,,101.913161,4.084925,4881.072,23.239212,5.439585,8.425159,0.0,2.095153,202.363279,0.707731,1307.877758,25.0,2950,10.572021,80.270875,0.19801,tearing
5486,Aluminum,Titanium,88.156,brushed,USW,4.378,6.352,62.236,1878.422263,26.866939,615.148905,64.559968,,,,,,,,,,,,69.551947,2.501236,8994.926,19.767786,5.016884,5.664242,0.0,1.492961,276.569328,0.553533,1099.235812,8.001791,2447,12.895447,69.921891,0.13643,pullout
5487,Copper,Copper,32.596,brushed,RSW,7.12,3.476,33.933,,,,,,,,,,10.169303,1.0,171.881653,112.318761,50.0,2015.165697,4333.671669,175.091137,1090439.081,24.750948,5.613723,35.0,25.0,12.0,350.0,0.0,746.658565,3.737334,87,11.637093,37.238347,0.927976,interfacial_delamination
5488,Copper,Nickel,193.429,silver_plated,USW,3.865,5.967,35.6,1693.20539,24.833349,754.658705,335.407448,,,,,,,,,,,,294.387976,12.765175,12678.626,23.061805,5.418782,35.0,25.0,5.097083,350.0,0.188169,782.9755,4.207439,615,16.25192,52.756922,0.804217,interfacial_delamination
5489,Aluminum,StainlessSteel,113.606,graphite_coated,USW,7.322,5.094,62.829,1534.311457,32.746559,780.744684,276.479677,,,,,,,,,,,,282.380768,7.570919,15685.047,37.298081,6.891255,35.0,4.456096,4.858989,350.0,0.149903,1265.287076,14.501593,709,13.772292,51.439077,0.812693,interfacial_delamination
5490,Copper,Nickel,129.125,nickel_plated,RSW,6.564,6.025,57.728,,,,,,,,,,13.429753,2.364748,229.318781,92.95196,99.755175,2302.010191,22265.557357,563.00732,835370.481,39.547545,7.09602,35.0,25.0,12.0,350.0,0.0,1142.206931,4.293997,84,19.567861,36.806575,0.981273,interfacial_delamination
5491,Aluminum,Titanium,122.937,bare,USW,7.23,8.438,44.561,1401.311036,34.609059,516.482793,397.516915,,,,,,,,,,,,298.071686,4.885617,12556.195,54.770694,8.350821,14.305633,0.0,2.007873,350.0,0.574702,3015.813417,4.746417,2044,9.898828,66.228003,0.222687,pullout
5492,Copper,Aluminum,125.378,brushed,USW,4.041,5.951,42.333,1745.181501,35.977176,1448.035383,387.30769,,,,,,,,,,,,511.985725,21.288846,40547.985,24.049482,5.533602,35.0,25.0,12.0,350.0,0.0,691.213639,4.14555,353,17.204166,40.01509,0.959424,interfacial_delamination
5493,Copper,Nickel,104.146,oxide_heavy,Laser,4.564,6.617,41.241,,,,,699.154444,48.645033,0.0,0.0,0.120526,,,,,,,1488.618932,49.296119,90722.598,30.197488,6.200696,35.0,25.0,12.0,350.0,0.0,874.269788,5.76844,211,14.892127,31.253496,0.941167,interfacial_delamination
5494,Aluminum,Aluminum,194.392,bare,USW,5.244,5.877,41.421,2630.820366,16.548655,791.290178,272.713723,,,,,,,,,,,,300.503003,9.750795,14626.305,30.818308,6.264111,35.0,13.063689,1.801862,350.0,0.466831,1690.699413,3.306641,1581,9.711414,73.826695,0.533177,porosity_cracking
5495,Copper,StainlessSteel,70.748,tin_plated,USW,7.523,6.401,20.0,1295.817436,39.560071,1016.594355,147.038355,,,,,,,,,,,,127.837239,2.654877,7188.956,38.21909,6.975819,4.794188,0.048519,1.793261,244.898245,0.697505,2105.18118,7.888904,2888,10.779561,74.928508,0.145468,pullout
5496,Copper,Copper,73.835,gold_plated,USW,5.82,5.788,28.87,1487.452711,34.317845,618.8581,415.974921,,,,,,,,,,,,374.618457,11.120675,30603.1,32.98388,6.480461,35.0,18.174895,1.572917,350.0,0.434562,1795.846692,2.967276,1363,15.085049,65.637501,0.515179,porosity_cracking
5497,Aluminum,Nickel,153.37,nickel_plated,Laser,4.729,9.127,20.0,,,,,618.443134,16.989841,0.0,0.0,0.289475,,,,,,,2169.623531,50.268866,75115.481,41.427639,7.262734,35.0,25.0,12.0,350.0,0.0,1184.036314,3.993027,224,19.658935,33.314075,1.0,interfacial_delamination
5498,Copper,Aluminum,117.199,tin_plated,USW,3.452,4.313,27.819,1155.528582,31.571064,779.871283,269.623601,,,,,,,,,,,,206.591732,13.876754,28273.31,14.887613,4.353791,35.0,25.0,8.531046,350.0,0.0,428.805714,4.243189,334,13.879131,36.086748,0.861483,interfacial_delamination
5499,Copper,Nickel,158.248,tin_plated,USW,4.719,3.904,28.655,997.221239,18.315177,896.638387,415.970414,,,,,,,,,,,,195.672233,10.623164,12889.266,18.419393,4.842757,35.0,16.21625,4.530941,350.0,0.219021,672.83863,4.547713,1038,10.363506,48.753087,0.784366,interfacial_delamination
5500,Aluminum,StainlessSteel,175.032,bare,USW,5.595,6.928,44.739,1597.980966,37.720879,631.815032,300.532976,,,,,,,,,,,,249.068846,6.425621,8650.535,37.358852,6.896867,27.972298,2.290879,2.91397,287.08355,0.490663,1888.694787,11.734645,1921,14.650347,76.529503,0.510806,porosity_cracking
5501,Copper,Aluminum,125.263,tin_plated,Laser,4.254,4.03,85.587,,,,,737.359075,41.627422,0.0,0.0,0.310544,,,,,,,409.401309,23.885896,45574.491,16.113694,4.529524,35.0,25.0,12.0,350.0,0.0,491.573332,4.122391,241,15.179156,47.299123,0.929266,interfacial_delamination
5502,Copper,Aluminum,118.513,nickel_plated,USW,5.293,2.113,43.411,1055.611826,31.901698,761.644755,354.290526,,,,,,,,,,,,244.876179,21.891845,44109.139,11.185726,3.773872,35.0,25.0,12.0,350.0,0.0,370.82317,4.649274,205,12.855382,33.801343,0.930781,interfacial_delamination
5503,Copper,Copper,165.673,graphite_coated,Laser,2.916,6.718,44.03,,,,,787.979937,29.95763,257.2647,1.096074,0.174328,,,,,,,1705.101231,87.045839,106699.494,19.588544,4.994087,35.0,25.0,12.0,350.0,0.0,571.591599,4.043833,276,12.281544,29.994125,0.987443,interfacial_delamination
5504,Aluminum,Nickel,110.213,nickel_plated,Laser,4.623,4.928,51.381,,,,,424.559838,42.911736,329.549439,0.660878,0.259031,,,,,,,468.848987,20.580495,42834.808,22.498507,5.352195,35.0,25.0,12.0,350.0,0.0,634.659314,5.246825,106,15.57622,40.576612,0.975922,interfacial_delamination
5505,Copper,Copper,139.913,gold_plated,Laser,4.724,6.213,29.568,,,,,765.529508,65.336029,281.087119,0.763858,0.247674,,,,,,,750.730956,25.580974,37144.45,29.27031,6.104762,35.0,25.0,6.512461,350.0,0.0,831.18903,3.446418,239,12.946317,47.479726,0.846926,interfacial_delamination
5506,Aluminum,Nickel,63.713,nickel_plated,USW,4.438,3.028,72.986,1623.835435,45.629505,673.394807,340.951169,,,,,,,,,,,,257.942699,19.195879,69102.396,13.34625,4.122253,35.0,25.0,9.501049,350.0,0.0,430.338317,6.181046,242,17.172602,38.23338,0.95516,interfacial_delamination
5507,Copper,Copper,131.237,nickel_plated,RSW,4.341,6.49,65.919,,,,,,,,,,9.241335,2.338548,75.280435,134.925445,60.173253,2351.024236,1887.149457,66.987984,103682.499,28.171462,5.989075,35.0,25.0,12.0,350.0,0.0,797.959485,3.657711,127,15.238859,30.744542,0.999919,interfacial_delamination
5508,Copper,StainlessSteel,131.621,bare,RSW,5.562,3.604,20.0,,,,,,,,,,10.97436,3.573874,80.743959,107.973968,106.442945,500.0,60751.791309,3031.07108,4399422.56,16.751165,4.618251,35.0,25.0,12.0,350.0,0.0,523.522186,21.109897,50,22.007136,34.706569,0.988108,interfacial_delamination
5509,Copper,Nickel,136.688,nickel_plated,Laser,7.295,4.913,22.044,,,,,154.485185,41.808434,0.0,0.0,0.096138,,,,,,,406.85252,11.350735,15930.977,35.843715,6.755563,35.0,20.396705,7.821979,350.0,0.0,1014.460247,3.918026,116,15.471851,34.003183,0.951931,interfacial_delamination
5510,Copper,Copper,105.488,nickel_plated,Laser,5.099,7.351,54.261,,,,,711.000471,78.6466,175.705331,1.192805,0.254945,,,,,,,714.308258,19.059782,36732.05,37.145793,6.877172,35.0,25.0,4.89905,350.0,0.176767,1238.838938,3.189724,622,13.144284,53.008597,0.843168,interfacial_delamination
5511,Copper,Nickel,185.903,tin_plated,RSW,9.562,5.914,20.0,,,,,,,,,,8.77461,2.023448,200.627266,99.095227,113.654834,1844.596034,5268.8938,93.167718,96032.064,56.537862,8.484471,35.0,25.0,12.0,350.0,0.0,1593.926575,4.01652,118,17.038724,34.989647,0.951706,interfacial_delamination
5512,Copper,Aluminum,136.652,brushed,Laser,8.295,3.363,30.412,,,,,771.317941,21.074719,0.0,0.0,0.152455,,,,,,,2832.364049,101.543177,177294.181,27.893199,5.959423,35.0,25.0,12.0,350.0,0.0,808.980462,3.734731,160,16.633027,35.993966,0.947526,interfacial_delamination
5513,Copper,Aluminum,177.307,nickel_plated,USW,8.04,7.158,40.727,1803.83949,33.077938,793.255709,434.655222,,,,,,,,,,,,471.162938,8.186012,11054.411,57.557077,8.560604,35.0,6.257634,5.579091,350.0,0.056354,1751.947755,3.185792,381,18.516957,38.69666,0.800453,interfacial_delamination
5514,Aluminum,Aluminum,180.355,bare,Laser,5.011,10.811,62.787,,,,,407.468911,20.922407,46.11363,1.293173,0.231482,,,,,,,1838.30363,33.936064,54773.905,54.169617,8.304872,35.0,25.0,8.36288,350.0,0.0,1527.330036,3.271426,202,13.767057,49.534537,0.958659,interfacial_delamination
5515,Copper,Nickel,80.228,silver_plated,USW,3.376,6.021,65.973,2199.914733,38.356144,135.479488,287.548273,,,,,,,,,,,,256.358427,12.613355,30185.87,17.957844,4.781698,35.0,25.0,4.539231,350.0,0.171462,646.488456,4.321823,620,15.895041,56.503682,0.775385,interfacial_delamination
5516,Copper,Aluminum,85.085,nickel_plated,USW,8.249,5.908,61.089,1973.330287,39.934603,684.77343,273.328935,,,,,,,,,,,,303.1587,6.220222,17500.695,47.443327,7.772176,28.563963,2.202056,3.881933,350.0,0.342121,1992.996913,2.621903,1239,16.087544,56.113556,0.586023,porosity_cracking
5517,Copper,StainlessSteel,153.98,graphite_coated,Laser,6.13,5.187,49.632,,,,,1132.893142,42.744739,312.316718,0.474647,0.309132,,,,,,,1371.89753,43.145142,53579.01,29.93547,6.173737,35.0,25.0,12.0,350.0,0.0,854.474736,16.625134,50,17.185654,33.202835,0.927967,interfacial_delamination
5518,Copper,Nickel,128.791,graphite_coated,USW,5.017,3.623,38.776,1730.352107,26.859423,916.51641,361.250529,,,,,,,,,,,,411.608002,22.643633,33721.382,18.177648,4.810873,35.0,25.0,7.787593,350.0,0.0,534.507853,5.418511,50,16.647395,40.141134,0.897042,interfacial_delamination
5519,Copper,Aluminum,101.931,gold_plated,Laser,6.793,7.373,20.0,,,,,601.917563,36.775782,178.840682,0.226036,0.214361,,,,,,,1618.26855,32.314512,75646.769,50.078695,7.985122,35.0,25.0,12.0,350.0,0.0,1395.728942,3.278463,200,17.984465,38.123235,0.886595,interfacial_delamination
5520,Copper,Copper,177.386,tin_plated,Laser,7.261,2.0,52.31,,,,,627.246532,44.380236,0.0,0.0,0.093112,,,,,,,884.802297,60.928295,69777.283,14.522026,4.300002,35.0,25.0,12.0,350.0,0.0,431.284199,4.402381,135,14.71388,41.860688,0.92436,interfacial_delamination
5521,Aluminum,Nickel,54.734,graphite_coated,Laser,6.76,4.349,43.881,,,,,117.769185,51.345447,0.0,0.0,0.202396,,,,,,,96.356365,3.277491,13763.442,25.054349,5.648025,8.732441,0.0,4.114923,350.0,0.478508,1001.988078,3.239146,1927,17.557312,71.709392,0.315834,pullout
5522,Aluminum,Nickel,68.346,bare,RSW,6.006,6.864,34.199,,,,,,,,,,11.814375,2.245177,163.793544,88.549593,107.60747,1480.535791,11900.679966,288.662591,967710.976,39.045256,7.050813,35.0,25.0,12.0,350.0,0.0,1136.489058,3.86943,50,16.20512,44.380718,0.949122,interfacial_delamination
5523,Aluminum,Aluminum,151.362,nickel_plated,Laser,7.159,6.471,61.182,,,,,297.203605,35.477007,112.263955,0.341878,0.303909,,,,,,,468.461115,10.111061,19484.346,43.790409,7.466973,35.0,14.330839,3.310476,350.0,0.332619,2086.058072,2.815865,1133,15.186778,60.494598,0.660851,porosity_cracking
5524,Copper,Aluminum,163.987,bare,Laser,6.552,4.665,56.455,,,,,638.451563,53.881512,0.0,0.0,0.177387,,,,,,,823.717636,26.948386,39258.545,30.566492,6.238467,35.0,25.0,12.0,350.0,0.0,882.423795,3.927318,190,17.585231,33.286501,0.965468,interfacial_delamination
5525,Copper,Aluminum,79.332,bare,Laser,5.941,7.202,35.84,,,,,180.45164,25.254878,0.0,0.0,0.276633,,,,,,,331.584153,7.749604,23339.198,41.274947,7.249338,35.0,3.731849,8.270347,350.0,0.0,1180.45933,3.583185,229,19.149116,39.605515,0.926896,interfacial_delamination
5526,Copper,Nickel,165.89,brushed,USW,4.365,6.048,88.213,1294.937701,37.754923,100.0,413.301433,,,,,,,,,,,,208.470143,7.897553,9208.696,23.072026,5.419983,35.0,5.375123,3.541334,304.90567,0.341602,1069.803782,4.068595,1121,15.736797,53.596773,0.711375,interfacial_delamination
5527,Copper,Aluminum,158.116,nickel_plated,USW,6.895,2.875,75.582,1505.609577,27.947091,562.376682,186.596717,,,,,,,,,,,,146.852906,7.407329,11251.183,18.963271,4.913734,35.0,3.868848,4.692473,350.0,0.158783,694.046962,3.901908,638,18.709818,55.623666,0.787471,interfacial_delamination
5528,Copper,Aluminum,118.495,bare,Laser,7.398,8.913,25.896,,,,,335.121149,31.373789,0.0,0.0,0.185286,,,,,,,1269.293088,19.250224,38780.298,65.936537,9.162587,35.0,25.0,12.0,350.0,0.0,1843.598422,3.457442,163,19.961644,31.813083,0.98098,interfacial_delamination
5529,Aluminum,Nickel,82.687,gold_plated,RSW,5.724,9.277,71.48,,,,,,,,,,11.182124,2.894425,143.540882,144.352243,95.162351,1679.516744,6328.127223,119.16133,330252.98,51.865101,8.126297,35.0,25.0,12.0,350.0,0.0,1474.680752,3.745911,129,18.760409,35.225729,0.970958,interfacial_delamination
5530,Aluminum,StainlessSteel,28.371,tin_plated,RSW,7.033,6.28,61.544,,,,,,,,,,10.768882,3.353002,181.147612,129.853001,65.715519,1996.803118,97064.899646,2197.789701,18159826.644,44.16478,7.498823,35.0,25.0,12.0,350.0,0.0,1247.887155,10.924145,94,10.891825,41.950851,0.927643,interfacial_delamination
5531,Copper,Aluminum,201.125,silver_plated,Laser,3.727,6.775,45.087,,,,,834.939424,49.499666,212.632915,0.82516,0.172304,,,,,,,1284.974031,50.89178,60407.6,25.249147,5.669939,35.0,25.0,12.0,350.0,0.0,724.791225,3.907664,225,18.431587,30.023822,0.942519,interfacial_delamination
5532,Copper,StainlessSteel,155.211,bare,RSW,6.406,4.711,51.602,,,,,,,,,,9.496739,3.08921,220.249141,93.886708,108.077028,2698.346975,151664.713,5025.630654,6185789.649,30.178245,6.19872,35.0,25.0,12.0,350.0,0.0,853.807424,14.793754,50,15.495421,43.235488,0.991058,interfacial_delamination
5533,Copper,Copper,169.701,graphite_coated,Laser,5.862,6.139,21.423,,,,,579.728314,33.016098,178.238108,0.05,0.290974,,,,,,,864.668008,24.027262,28762.873,34.491794,6.626939,35.0,25.0,5.800436,350.0,0.0,1044.97591,3.279565,279,14.857567,42.773936,0.822847,interfacial_delamination
5534,Copper,Aluminum,134.653,silver_plated,RSW,5.209,5.851,55.606,,,,,,,,,,9.762335,4.337033,219.843868,111.262937,129.493351,579.637751,4484.579578,147.130222,260714.672,25.636702,5.713288,35.0,25.0,12.0,350.0,0.0,766.609749,3.820761,314,18.691822,44.01942,0.960662,interfacial_delamination
5535,Aluminum,Titanium,112.525,nickel_plated,USW,8.757,6.198,62.216,1091.675415,34.279136,1088.556934,314.440008,,,,,,,,,,,,258.243243,4.758252,13375.229,54.254116,8.311347,10.774945,0.200584,2.191608,350.0,0.726308,2984.560374,4.843796,2766,8.517817,82.239633,0.216627,pullout
