nugget_diameter_mm,bond_area_mm2,porosity_pct,imc_thickness_um,peak_temp_C,haz_width_mm,contact_resistance_mOhm,tensile_shear_strength_N,peel_strength_N,visual_defect_score,microhardness_HV,forward_pass_fail,pressure_MPa,effective_energy_J
6.0,28.274,14.819,12.0,654.9,3.038,0.4465,2750.5,1782.4,50.4,130.9,False,15.39,1669.442
6.0,28.274,5.474,7.97,232.0,0.936,0.3826,4064.9,2645.4,82.8,111.2,True,37.807,665.801
6.0,28.274,13.583,12.0,341.3,1.624,0.5021,3337.9,2146.1,47.2,118.1,False,64.689,1200.659
6.0,28.274,7.026,12.0,427.5,1.778,0.277,3189.1,2077.7,65.2,106.0,True,13.611,1166.971
4.588,16.529,11.848,3.024,139.9,0.252,0.3506,2831.1,1827.7,65.4,104.1,True,47.664,117.912
6.0,28.274,30.502,12.0,845.4,3.5,0.4455,2095.4,1384.2,14.9,109.5,False,31.229,3013.666
6.0,28.274,4.67,12.0,375.2,1.511,0.3608,4184.4,2738.4,76.2,112.5,True,18.344,1112.819
6.0,28.274,8.146,2.312,127.9,0.296,0.3704,5989.5,3940.7,83.6,108.9,True,22.561,122.037
6.0,28.274,26.449,12.0,735.6,3.5,0.3216,2576.8,1674.4,25.3,129.9,False,30.544,2731.163
6.0,28.274,30.794,12.0,999.7,3.5,0.2037,2140.1,1371.9,11.6,141.2,False,73.424,3034.048
6.0,28.274,9.594,12.0,403.4,1.649,0.1161,3015.6,1993.6,64.7,105.6,True,204.27,1078.032
6.0,28.274,21.906,12.0,635.3,3.5,0.1753,2106.8,1375.4,33.9,121.0,False,95.355,2370.144
6.0,28.274,3.075,5.238,222.6,0.854,0.2245,4809.5,3101.3,87.0,113.8,True,47.848,436.662
6.0,28.274,10.626,1.269,131.9,0.201,0.1888,5894.7,3840.6,70.8,107.8,True,185.586,94.066
4.183,13.741,13.049,2.38,189.6,0.127,0.216,2350.3,1526.2,71.9,90.7,False,114.822,31.989
6.0,28.274,8.021,4.484,243.1,0.406,0.1748,5390.9,3480.3,85.3,109.7,True,105.64,253.25
6.0,28.274,24.314,12.0,1200.0,3.5,0.257,2460.8,1606.9,29.3,135.3,False,84.757,2567.958
6.0,28.274,9.702,12.0,482.6,2.005,0.4443,2999.7,1943.5,60.2,112.0,True,21.587,1322.814
6.0,28.274,5.083,4.558,220.8,0.653,0.2114,5001.3,3265.6,82.0,121.5,True,33.548,347.306
6.0,28.274,12.265,12.0,500.6,2.462,0.4429,2813.4,1842.9,56.9,103.5,False,52.684,1421.519
6.0,28.274,11.226,12.0,560.2,2.523,0.1424,2913.1,1905.7,51.5,103.7,True,99.032,1457.671
6.0,28.274,11.345,12.0,857.8,3.5,0.3136,3391.4,2192.6,60.9,145.9,True,35.354,1518.883
3.188,7.98,14.306,1.383,158.7,0.116,0.8107,1541.3,977.4,62.2,103.0,False,25.205,27.964
6.0,28.274,9.4,12.0,471.3,2.327,0.2888,3230.0,2103.3,64.6,123.1,True,41.559,1361.885
6.0,28.274,6.952,5.382,237.6,0.799,0.5548,4230.9,2757.5,83.5,115.0,True,18.174,435.625
6.0,28.274,8.221,12.0,458.1,2.292,0.2807,3376.6,2216.5,68.1,129.0,True,15.383,1248.381
6.0,28.274,21.356,12.0,829.5,3.5,0.3222,2219.4,1420.4,33.3,139.9,False,27.607,2615.095
6.0,28.274,4.857,6.118,307.8,0.694,0.1342,4044.0,2614.5,87.2,111.8,True,126.072,371.961
6.0,28.274,10.05,12.0,835.5,3.5,0.4999,3449.2,2257.3,68.0,148.6,True,31.079,1406.715
6.0,28.274,9.359,2.823,227.8,0.247,0.1923,5226.2,3434.0,75.5,78.4,True,41.629,99.674
6.0,28.274,4.704,10.26,273.7,0.952,0.3131,3472.6,2293.6,78.2,103.0,True,23.236,599.201
6.0,28.274,15.032,12.0,533.0,2.831,0.1585,2584.7,1691.2,48.9,119.4,False,91.729,1890.325
6.0,28.274,5.952,12.0,437.6,1.854,0.2643,3262.4,2131.6,69.3,97.4,True,32.785,1058.56
6.0,28.274,5.509,8.969,292.9,0.652,0.5298,3382.5,2210.0,76.9,93.9,True,37.847,393.044
6.0,28.274,10.486,12.0,409.8,1.744,0.2137,3017.5,1939.3,54.1,112.7,True,74.513,1143.849
6.0,28.274,4.633,6.025,221.7,0.931,0.4818,3865.8,2527.7,93.7,90.4,True,16.953,507.983
6.0,28.274,13.02,12.0,719.2,2.831,0.5637,3186.8,2040.0,52.0,137.6,False,46.922,1080.688
6.0,28.274,11.916,3.075,177.5,0.203,0.2442,4776.1,3117.4,65.0,89.3,True,82.324,84.37
6.0,28.274,4.226,5.5,230.1,0.565,0.2337,5179.5,3371.0,91.2,116.8,True,81.03,376.872
6.0,28.274,4.916,8.335,308.0,0.9,0.1867,4177.8,2726.1,87.0,110.5,True,183.661,637.753
5.295,22.024,11.992,4.225,227.3,0.193,0.3172,3172.7,2096.5,73.4,95.2,True,56.977,77.511
6.0,28.274,10.59,3.086,195.1,0.476,0.2167,4951.0,3199.8,73.4,78.9,True,29.845,236.436
6.0,28.274,8.956,10.217,346.2,1.589,0.8438,3067.1,2030.9,69.4,92.4,True,34.108,900.575
6.0,28.274,14.785,12.0,502.0,2.374,0.4943,2603.5,1727.8,53.4,118.3,False,26.06,1576.804
6.0,28.274,16.864,12.0,1075.8,3.5,0.3198,2857.8,1842.1,49.7,136.8,False,48.934,2075.072
6.0,28.274,8.857,8.345,307.8,0.837,0.3633,3808.2,2490.7,69.9,105.5,True,61.542,589.153
6.0,28.274,4.991,12.0,344.2,0.964,0.4431,3456.4,2244.3,75.4,94.3,True,16.987,607.462
6.0,28.274,6.838,2.863,127.7,0.361,0.3746,6500.0,4226.5,81.3,106.4,True,29.592,218.864
5.539,24.099,9.099,4.046,184.1,0.328,0.4229,3886.7,2530.4,75.0,99.5,True,15.509,170.573
6.0,28.274,24.625,12.0,852.0,3.5,0.2428,2188.0,1435.2,31.5,138.0,False,28.255,2770.281
6.0,28.274,9.545,12.0,374.0,1.63,0.9703,3046.8,1985.0,64.7,105.9,True,21.187,1065.175
6.0,28.274,3.263,12.0,290.7,1.253,0.1948,3567.1,2290.9,79.5,97.2,True,30.374,805.953
6.0,28.274,24.009,12.0,881.5,3.5,0.3764,2158.4,1402.2,21.8,132.0,False,30.727,2830.851
6.0,28.274,7.553,6.357,226.7,0.482,0.3429,3461.9,2217.9,83.5,91.4,True,16.687,276.05
6.0,28.274,9.774,2.856,185.7,0.361,0.2084,5147.9,3355.5,70.0,71.5,True,48.198,167.533
6.0,28.274,7.549,12.0,464.8,1.853,0.2576,3230.6,2089.5,74.0,113.0,True,35.1,1218.712
6.0,28.274,4.023,10.986,285.8,0.995,0.2309,3570.3,2328.9,82.4,92.9,True,68.123,628.82
6.0,28.274,12.582,12.0,585.5,2.467,0.1788,2961.0,1941.7,55.7,129.6,False,41.267,1347.522
6.0,28.274,9.486,12.0,727.8,3.115,0.2547,3529.1,2352.1,64.2,136.4,True,57.975,1192.028
6.0,28.274,5.306,8.352,295.0,0.904,0.301,4086.9,2630.6,85.9,112.2,True,34.018,640.702
6.0,28.274,10.214,2.297,135.1,0.374,0.4898,5394.1,3478.0,70.9,90.4,True,19.24,175.336
6.0,28.274,17.059,12.0,488.3,2.129,0.43,2980.7,1920.6,49.7,119.3,False,99.778,1593.526
6.0,28.274,8.978,12.0,760.1,3.357,0.3869,3576.7,2356.6,65.5,140.9,True,36.979,1287.262
5.753,25.999,13.304,2.955,140.3,0.303,0.1901,4242.2,2782.9,74.1,83.1,False,137.23,153.321
6.0,28.274,7.889,5.535,290.9,0.744,0.6575,4102.7,2655.6,73.7,114.8,True,67.926,402.703
6.0,28.274,5.948,4.903,283.0,0.539,0.2272,4683.9,3045.6,81.3,107.6,True,46.85,278.036
6.0,28.274,2.593,10.003,371.9,1.41,0.2119,3590.8,2349.1,86.1,93.7,True,40.594,793.754
6.0,28.274,4.75,12.0,314.8,1.185,0.3139,3424.6,2217.7,72.6,99.4,True,78.462,759.503
6.0,28.274,3.405,8.42,317.4,1.117,0.3731,3556.9,2304.5,82.4,91.2,True,52.512,618.861
4.239,14.111,20.269,2.187,193.4,0.18,0.7405,2408.6,1550.9,47.2,103.1,False,23.806,77.747
6.0,28.274,30.731,12.0,793.0,3.5,0.8399,2059.0,1311.3,6.2,116.4,False,25.141,2145.679
6.0,28.274,16.099,12.0,535.1,2.738,0.3374,2527.1,1677.8,49.5,111.7,False,26.762,1826.649
6.0,28.274,4.523,4.934,260.3,0.7,0.2173,4792.5,3117.6,88.2,116.2,True,51.628,375.891
6.0,28.274,6.951,10.318,385.6,1.494,0.4725,3270.5,2147.3,76.6,93.6,True,22.98,843.739
6.0,28.274,6.642,12.0,404.9,1.789,0.4311,3251.3,2101.1,73.0,110.3,True,16.59,1174.461
6.0,28.274,16.015,12.0,1164.3,3.5,0.3008,2948.6,1909.4,49.5,148.0,False,19.387,2284.143
6.0,28.274,4.423,8.1,276.3,0.895,0.2613,4279.0,2793.5,84.8,106.5,True,69.842,634.185
6.0,28.274,6.753,7.606,452.3,1.443,0.3944,3865.2,2510.6,81.3,124.0,True,71.452,535.268
6.0,28.274,30.151,12.0,648.5,3.058,0.8407,2119.7,1363.6,14.6,117.2,False,33.639,2046.437
6.0,28.274,7.944,12.0,373.4,1.73,0.2441,3164.8,2069.2,69.2,107.4,True,55.159,1134.162
6.0,28.274,4.0,10.748,244.5,1.016,0.2842,3472.7,2237.8,73.1,96.6,True,81.024,643.573
6.0,28.274,4.486,12.0,376.4,1.438,0.3082,3452.0,2232.5,86.2,107.9,True,20.026,933.284
6.0,28.274,6.235,7.4,213.8,0.717,0.2524,3322.7,2139.4,76.1,91.5,True,141.761,438.095
6.0,28.274,4.343,7.544,323.3,1.096,0.5832,3523.9,2304.0,85.6,90.8,True,14.306,606.395
5.142,20.769,9.681,2.317,167.6,0.248,0.4838,4854.5,3123.9,87.3,108.4,True,14.246,130.787
6.0,28.274,8.983,12.0,337.5,1.499,0.4404,3059.8,1958.0,70.5,105.0,True,55.87,974.828
6.0,28.274,12.844,12.0,418.0,2.086,0.4296,2920.0,1904.8,54.9,114.9,False,23.488,1215.574
6.0,28.274,30.63,12.0,556.3,3.031,0.6875,2545.8,1664.9,8.3,125.6,False,21.18,2295.013
6.0,28.274,10.273,3.05,143.4,0.418,0.2485,6023.4,3879.5,71.7,106.9,True,76.969,262.704
6.0,28.274,12.972,12.0,468.0,2.133,0.178,3359.0,2183.4,56.0,123.6,False,92.366,1596.743
6.0,28.274,10.729,12.0,707.4,2.797,0.5783,3473.8,2235.0,63.9,136.7,True,57.661,1067.233
5.634,24.933,8.939,1.9,182.9,0.179,0.3392,5864.6,3808.3,75.4,98.3,True,45.144,77.286
6.0,28.274,4.439,12.0,636.6,2.43,0.4786,4030.6,2623.0,77.5,130.4,True,24.524,922.834
6.0,28.274,4.603,10.883,364.0,1.152,0.2031,4167.0,2698.5,86.4,106.4,True,33.832,833.618
4.729,17.566,10.331,2.898,206.0,0.26,0.5124,3142.2,2035.2,74.5,83.2,True,19.647,107.127
6.0,28.274,15.031,12.0,669.7,3.365,0.3492,2625.7,1678.9,41.4,114.6,False,27.459,1959.956
6.0,28.274,11.894,2.86,232.4,0.341,0.3052,5637.1,3707.7,71.8,110.5,True,25.163,102.516
6.0,28.274,5.084,9.759,312.7,1.104,0.3755,4148.7,2685.9,81.6,111.6,True,25.919,796.827
6.0,28.274,12.988,12.0,539.4,2.598,0.3859,2771.0,1804.5,50.6,110.6,False,15.644,1502.119
6.0,28.274,6.356,8.251,304.7,0.86,0.4097,4055.8,2661.1,78.9,113.4,True,34.732,606.998
6.0,28.274,11.164,12.0,418.1,2.046,0.6801,3084.2,2046.0,60.0,127.5,True,25.688,1109.94
6.0,28.274,12.514,12.0,482.5,2.129,0.2583,2777.3,1784.5,56.9,112.6,False,16.377,1407.986
6.0,28.274,5.776,12.0,368.2,1.601,0.3647,3383.2,2213.7,69.0,96.1,True,43.231,1045.278
6.0,28.274,7.966,3.193,150.1,0.478,0.236,5523.7,3611.0,74.5,110.6,True,30.058,241.229
6.0,28.274,11.018,12.0,545.9,2.725,0.3598,3058.5,1993.2,57.3,122.0,True,15.78,1603.3
6.0,28.274,4.562,11.197,295.9,1.341,0.2577,4158.7,2698.9,73.6,110.2,True,49.375,981.071
6.0,28.274,18.771,12.0,562.2,2.494,0.7715,2237.2,1440.2,37.4,120.1,False,10.354,1658.785
6.0,28.274,8.872,12.0,450.0,2.087,0.3233,3091.3,2017.8,65.8,108.5,True,35.27,1197.256
6.0,28.274,14.617,12.0,552.2,2.336,0.2411,3187.3,2089.4,50.0,120.7,False,60.909,1754.864
3.43,9.243,14.41,0.85,100.2,0.131,0.5662,1607.0,1047.9,61.1,96.5,False,14.32,39.474
6.0,28.274,24.605,12.0,843.7,3.5,0.3572,2223.7,1470.1,19.2,147.0,False,77.753,2610.004
6.0,28.274,5.377,12.0,363.1,1.107,0.209,3328.4,2172.0,73.9,106.1,True,133.734,705.788
6.0,28.274,6.225,7.017,182.5,0.663,0.3049,3271.0,2130.3,78.8,102.2,True,20.896,400.558
6.0,28.274,25.825,12.0,670.3,3.22,0.7411,2135.6,1398.2,26.3,114.2,False,35.939,2158.002
6.0,28.274,27.7,12.0,776.0,3.5,0.3843,2101.5,1382.1,21.9,117.8,False,34.806,2957.717
6.0,28.274,11.086,3.522,176.1,0.311,0.4162,4660.0,3039.2,65.3,88.1,True,28.455,158.889
6.0,28.274,29.216,12.0,946.4,3.5,0.3469,2232.3,1456.0,20.4,129.4,False,15.64,2899.986
6.0,28.274,5.332,6.137,201.9,0.528,0.335,3764.1,2465.2,86.5,95.3,True,74.729,307.86
6.0,28.274,16.308,12.0,653.0,3.015,0.3433,2456.7,1655.1,43.5,118.5,False,35.872,2017.299
6.0,28.274,5.919,11.863,584.2,2.601,0.2126,3899.1,2520.6,69.3,129.7,True,68.905,990.128
6.0,28.274,5.506,10.486,291.9,1.124,0.4891,4114.7,2654.7,80.1,116.9,True,23.224,812.349
6.0,28.274,8.0,12.0,452.2,1.816,0.2975,3765.2,2432.8,59.5,113.9,True,46.596,1350.299
6.0,28.274,11.82,12.0,512.0,2.274,0.315,2811.0,1832.5,63.0,122.3,True,42.404,1507.671
6.0,28.274,32.996,12.0,1200.0,3.5,0.1344,2469.7,1578.4,10.3,152.7,False,86.518,2890.318
6.0,28.274,9.435,2.553,165.6,0.303,0.2155,6500.0,4202.5,71.6,97.0,True,42.353,173.79
6.0,28.274,4.867,4.359,206.3,0.657,0.2404,4825.8,3094.0,87.6,88.1,True,69.461,344.125
6.0,28.274,5.146,5.883,291.3,0.699,0.2833,3936.9,2569.3,88.7,95.5,True,22.865,369.436
6.0,28.274,6.201,6.619,273.0,1.023,0.5005,3373.8,2209.7,81.2,94.5,True,26.896,562.759
6.0,28.274,13.75,12.0,435.4,2.248,0.7035,2787.0,1833.4,44.5,115.7,False,20.988,1490.183
6.0,28.274,8.985,12.0,464.2,1.978,0.3166,3129.0,2013.4,59.4,100.6,True,36.177,1304.422
6.0,28.274,35.0,12.0,974.1,3.5,0.3696,2091.1,1348.3,5.0,118.2,False,159.966,3484.856
6.0,28.274,2.685,6.194,239.8,0.888,0.2963,4153.2,2708.3,91.5,116.4,True,23.749,489.653
6.0,28.274,6.114,9.062,345.8,1.245,0.2571,3471.3,2245.9,76.5,121.1,True,49.039,706.169
6.0,28.274,6.679,5.04,208.7,0.787,0.5334,4287.1,2797.0,80.7,91.0,True,29.318,421.664
6.0,28.274,7.467,5.927,245.5,0.898,0.5343,3839.0,2503.9,84.4,115.6,True,39.193,495.72
6.0,28.274,10.445,3.342,170.8,0.278,0.4853,4768.9,3090.3,77.3,91.5,True,23.521,136.001
6.0,28.274,20.193,12.0,580.9,3.077,0.6231,2353.6,1535.6,32.9,128.7,False,22.925,1816.457
6.0,28.274,31.629,12.0,956.2,3.5,0.3992,2264.6,1427.8,6.0,140.4,False,32.296,2969.701
6.0,28.274,7.577,10.445,261.5,1.012,0.3082,3225.6,2105.9,68.7,99.7,True,15.53,640.427
6.0,28.274,4.636,9.69,291.0,1.166,0.2334,4208.9,2726.9,74.6,111.2,True,49.012,844.328
2.907,6.636,10.795,1.232,127.9,0.136,0.314,1110.7,711.4,69.2,84.0,True,28.918,33.5
6.0,28.274,5.739,12.0,333.1,1.22,0.336,3415.8,2247.3,69.6,108.3,True,62.682,783.127
6.0,28.274,4.168,8.231,271.9,1.249,0.4107,3680.4,2400.7,85.5,130.7,True,42.119,708.352
6.0,28.274,6.546,8.448,355.4,1.139,0.241,3461.0,2234.6,77.4,126.5,True,123.349,641.784
6.0,28.274,14.937,12.0,612.0,2.818,0.3733,2742.8,1817.1,47.4,128.2,False,34.397,1659.636
6.0,28.274,10.73,12.0,508.6,2.165,0.4846,2950.9,1877.2,59.6,110.0,True,19.657,1433.024
6.0,28.274,4.894,11.676,627.7,2.49,0.2592,3992.7,2603.7,79.1,138.6,True,29.431,946.399
6.0,28.274,18.096,12.0,745.8,3.477,0.4847,2324.5,1515.4,40.1,109.8,False,38.954,2026.934
6.0,28.274,6.902,6.247,167.8,0.587,0.4741,3524.9,2271.6,79.2,94.5,True,18.351,348.377
6.0,28.274,0.2,12.0,415.1,1.386,0.3324,3838.3,2509.6,81.9,102.4,True,20.604,897.476
6.0,28.274,5.872,9.492,521.5,1.84,0.2739,3883.9,2503.8,71.9,125.6,True,58.751,691.264
6.0,28.274,5.775,11.782,381.6,1.798,0.0894,3555.0,2317.0,76.3,123.4,True,49.269,1041.375
6.0,28.274,16.736,12.0,587.7,2.643,0.5147,2458.4,1602.5,39.6,103.8,False,62.92,1529.498
6.0,28.274,6.554,4.543,179.5,0.629,0.3373,4525.2,2932.8,80.4,88.7,True,35.646,327.779
6.0,28.274,16.38,12.0,523.5,2.315,0.3024,3011.9,1921.5,48.3,116.9,False,153.835,1738.336
6.0,28.274,5.037,7.509,283.8,0.783,0.4242,4131.9,2669.5,82.6,106.8,True,27.272,547.053
6.0,28.274,6.299,6.363,246.8,0.96,0.412,3563.3,2313.9,87.0,91.5,True,18.252,525.318
6.0,28.274,5.247,6.961,284.9,0.707,0.2741,4209.0,2745.5,85.7,107.0,True,98.835,487.434
6.0,28.274,12.679,3.379,194.8,0.223,0.45,4501.2,2911.7,68.8,92.4,False,17.571,98.095
6.0,28.274,10.333,5.937,204.3,0.505,0.1506,3431.2,2218.0,70.3,100.1,True,72.573,292.14
4.741,17.655,12.034,1.651,141.4,0.165,0.3759,3016.1,1935.0,72.5,89.6,False,12.738,58.13
6.0,28.274,2.511,10.847,296.7,0.942,0.4872,3632.4,2354.1,90.9,103.8,True,19.21,592.27
6.0,28.274,7.617,12.0,725.8,3.262,0.2148,3729.7,2407.1,72.5,140.4,True,193.036,1249.831
6.0,28.274,5.571,12.0,627.6,2.795,0.4324,3897.6,2531.9,65.3,133.6,True,39.606,1066.253
6.0,28.274,7.552,10.116,284.7,0.854,0.153,3197.3,2071.1,67.6,92.1,True,142.864,531.62
4.083,13.094,14.575,0.906,113.0,0.139,0.3898,1953.6,1256.4,61.0,91.2,False,40.963,34.964
6.0,28.274,13.189,12.0,1009.6,3.5,0.3229,3166.5,2038.9,53.1,142.1,False,80.328,1854.248
6.0,28.274,5.819,5.571,201.8,0.802,0.5339,4260.0,2777.0,87.3,109.3,True,54.924,437.75
6.0,28.274,3.56,7.614,274.1,0.551,0.4475,3554.8,2297.8,85.3,95.0,True,21.281,323.474
6.0,28.274,6.542,3.985,173.2,0.631,0.2808,5214.7,3376.6,87.1,107.7,True,21.113,310.994
6.0,28.274,7.274,4.222,203.8,0.357,0.2699,4743.3,3092.1,79.1,96.2,True,34.278,190.483
6.0,28.274,25.492,12.0,819.5,3.5,0.3243,2098.4,1366.9,27.5,121.1,False,119.893,2702.993
6.0,28.274,6.273,9.388,297.4,0.705,0.4723,3351.2,2189.9,78.1,92.8,True,18.978,429.724
6.0,28.274,13.582,12.0,488.9,2.479,0.5053,2722.4,1775.3,58.5,112.0,False,32.402,1648.634
6.0,28.274,6.186,12.0,342.6,1.652,0.2949,4084.3,2673.3,62.3,121.2,True,39.123,1222.344
6.0,28.274,16.213,12.0,646.1,3.22,0.3385,2498.3,1652.5,47.1,124.3,False,25.913,2157.627
6.0,28.274,8.611,10.36,364.0,1.635,0.2726,3323.5,2155.0,63.0,123.8,True,39.855,877.947
6.0,28.274,8.248,4.598,262.5,1.03,0.3534,5070.1,3244.3,79.8,122.1,True,116.14,373.029
6.0,28.274,35.0,12.0,714.3,3.37,0.6543,2527.5,1687.1,5.0,126.9,False,27.678,2558.844
6.0,28.274,13.77,12.0,572.4,2.403,0.2565,2819.8,1807.8,59.0,129.4,False,97.352,1408.043
3.888,11.87,14.3,1.507,103.6,0.121,0.0958,1860.9,1211.2,64.8,97.1,False,200.369,28.427
6.0,28.274,8.865,7.519,245.4,0.945,0.8135,3706.1,2400.4,76.8,107.1,True,38.827,672.851
2.928,6.732,14.691,1.332,121.1,0.114,0.5017,1064.8,689.2,66.5,104.6,False,12.135,23.374
6.0,28.274,8.781,4.69,217.5,0.303,0.1936,4264.5,2796.9,78.7,89.5,True,106.075,153.392
3.825,11.491,13.819,0.881,100.0,0.108,0.3574,2088.5,1360.4,71.0,102.6,False,52.806,21.571
6.0,28.274,8.988,4.543,141.4,0.455,0.3622,5211.2,3379.4,81.7,106.4,True,15.478,291.507
6.0,28.274,4.808,4.76,220.3,0.725,0.4437,4629.6,3056.6,89.3,87.7,True,7.412,385.004
6.0,28.274,5.306,9.002,369.1,1.438,0.3879,3655.6,2385.0,80.8,116.0,True,56.879,766.248
6.0,28.274,13.663,12.0,445.9,2.157,0.2781,2702.8,1753.7,53.7,109.4,False,17.222,1427.125
6.0,28.274,10.07,12.0,500.0,2.262,0.428,3065.6,1997.5,68.6,111.7,True,29.673,1499.526
6.0,28.274,6.797,5.48,266.3,0.663,0.3879,4039.3,2603.2,78.5,93.1,True,67.969,348.034
5.436,23.21,12.262,2.227,132.0,0.326,0.6529,4445.6,2927.5,70.0,110.1,False,32.237,149.393
6.0,28.274,15.744,12.0,571.3,2.929,0.1705,2558.1,1652.2,45.1,107.2,False,89.846,1699.866
6.0,28.274,7.495,12.0,355.1,1.513,0.4289,3214.5,2098.2,62.3,93.1,True,57.876,985.116
6.0,28.274,11.296,12.0,790.9,3.5,0.4433,3425.4,2237.1,60.1,141.6,True,26.502,1462.476
6.0,28.274,18.799,12.0,1200.0,3.5,0.25,2657.3,1728.6,37.6,138.3,False,62.793,2267.596
6.0,28.274,8.994,12.0,646.8,2.934,0.3579,3563.4,2304.2,68.9,139.5,True,29.417,1121.049
5.562,24.301,8.662,2.154,100.3,0.204,0.1713,4876.8,3172.6,81.3,97.9,True,128.121,85.043
6.0,28.274,10.262,12.0,372.2,1.6,0.5527,3682.7,2388.9,62.7,113.2,True,28.73,1182.188
6.0,28.274,20.811,12.0,742.8,3.5,0.3382,2117.7,1381.1,34.0,111.9,False,25.108,2160.338
6.0,28.274,35.0,12.0,1004.0,3.5,0.4461,2252.0,1485.0,5.0,129.5,False,72.6,2877.125
6.0,28.274,2.347,9.106,281.2,1.029,0.3831,4422.4,2897.1,94.4,113.5,True,32.178,738.483
6.0,28.274,12.276,12.0,438.4,1.918,0.3216,3449.5,2229.4,58.2,116.2,False,45.226,1429.76
6.0,28.274,7.048,12.0,348.5,1.675,0.1538,3282.7,2092.3,74.6,99.5,True,61.42,1096.355
6.0,28.274,8.656,3.112,215.9,0.317,0.3562,5108.5,3310.9,70.1,84.0,True,38.491,141.352
6.0,28.274,18.301,12.0,568.2,3.023,0.4936,2326.5,1515.1,35.9,117.4,False,14.423,2022.465
6.0,28.274,9.763,3.952,230.5,0.524,0.4426,4764.6,3071.9,74.5,110.4,True,41.174,269.342
6.0,28.274,9.429,4.451,247.1,0.516,0.4366,4264.3,2770.4,84.6,85.6,True,55.394,260.039
6.0,28.274,11.211,12.0,729.1,3.16,0.2865,3396.6,2200.0,66.0,140.3,True,87.746,1209.76
6.0,28.274,15.177,12.0,622.4,2.739,0.1945,3152.3,2077.3,49.4,123.2,False,76.206,2068.268
6.0,28.274,15.345,2.832,216.0,0.25,0.3553,4641.8,2980.4,63.5,112.6,False,15.52,103.171
6.0,28.274,6.758,11.724,285.8,1.345,0.3117,4020.2,2611.4,75.2,109.3,True,12.604,983.578
6.0,28.274,8.312,12.0,427.0,1.976,0.1905,3342.9,2129.2,61.6,127.6,True,105.002,1149.32
5.48,23.584,14.712,0.76,131.3,0.246,0.1746,3956.9,2542.3,68.2,118.5,False,103.81,65.387
6.0,28.274,8.679,6.579,209.3,0.507,0.4549,3137.2,2042.3,72.4,94.5,True,21.47,293.38
6.0,28.274,3.953,7.951,325.8,1.057,0.2656,3707.7,2437.5,83.8,113.8,True,52.612,591.898
6.0,28.274,12.716,4.842,253.9,0.491,0.4217,3784.2,2451.9,66.0,84.4,False,55.828,245.063
6.0,28.274,4.887,7.134,264.6,1.022,0.2889,3446.2,2191.7,80.0,86.2,True,43.113,561.775
6.0,28.274,17.999,12.0,993.7,3.5,0.2707,2753.4,1798.9,44.8,139.0,False,43.429,1785.123
6.0,28.274,11.449,2.783,178.9,0.204,0.24,4940.1,3213.6,69.5,98.6,True,81.444,85.091
6.0,28.274,5.066,6.357,274.7,0.886,0.4074,3670.1,2398.4,84.4,91.0,True,13.742,481.133
6.0,28.274,7.353,4.347,247.1,0.453,0.3058,4890.6,3193.0,71.6,107.0,True,90.036,226.351
6.0,28.274,6.734,12.0,448.6,1.821,0.2912,3444.1,2249.9,70.4,123.9,True,81.141,1055.395
1.212,1.154,16.367,1.187,100.0,0.086,0.5784,163.6,110.5,61.5,101.5,False,29.657,4.353
6.0,28.274,16.087,12.0,657.0,3.246,0.2049,2669.1,1727.0,54.5,135.5,False,67.206,1919.221
6.0,28.274,5.195,5.808,191.7,0.709,0.2122,4775.6,3064.3,84.2,105.3,True,98.925,489.075
6.0,28.274,6.011,9.31,401.4,1.358,0.2618,3545.6,2287.2,85.6,115.7,True,30.663,721.597
5.577,24.431,11.015,1.752,132.1,0.309,0.4315,4623.2,3015.5,69.1,112.5,True,41.55,138.956
6.0,28.274,9.813,3.825,181.0,0.417,0.1586,5600.1,3627.6,85.4,108.8,True,89.301,261.983
6.0,28.274,3.614,12.0,431.4,1.872,0.2313,3526.0,2303.6,84.3,100.1,True,44.823,1069.371
6.0,28.274,7.515,4.466,223.3,0.58,0.3644,4574.3,2970.4,76.3,83.0,True,22.827,298.473
6.0,28.274,5.626,10.637,299.9,1.214,0.4301,4105.4,2696.0,76.7,109.7,True,37.094,882.097
2.456,4.736,12.34,1.525,139.1,0.099,0.5292,834.5,523.4,75.3,97.6,False,17.355,13.131
6.0,28.274,3.572,10.951,332.3,1.235,0.2712,4247.6,2763.3,87.2,111.8,True,64.326,898.439
6.0,28.274,19.736,12.0,1200.0,3.5,0.461,2591.6,1665.6,42.8,138.7,False,35.708,2457.493
6.0,28.274,21.205,12.0,529.4,2.533,0.3749,2556.0,1683.4,31.8,124.1,False,38.215,1908.052
6.0,28.274,8.425,4.391,237.3,0.465,0.3773,4705.5,3054.1,81.1,108.5,True,12.954,233.503
6.0,28.274,4.322,12.0,338.0,1.121,0.4219,3500.8,2298.1,87.6,108.0,True,28.15,715.592
6.0,28.274,8.186,4.534,214.5,0.679,0.5216,4404.9,2847.8,85.3,87.3,True,14.915,357.521
6.0,28.274,23.089,12.0,647.8,3.5,0.281,2118.0,1402.4,28.4,115.6,False,19.464,2373.329
6.0,28.274,12.79,12.0,553.8,2.538,0.1889,3335.2,2199.4,57.0,119.7,False,111.71,1911.779
