sample_id,anode_material,cathode_material,tab_thickness_um,surface_coating,welding_technique,tab_width_mm,overlap_length_mm,preheat_celsius,usw_power_w,usw_amplitude_um,usw_force_n,usw_time_ms,laser_power_w,laser_speed_mm_s,laser_pulse_frequency_hz,laser_energy_per_pulse_j,laser_spot_diameter_mm,rsw_current_ka,rsw_voltage_v,rsw_weld_time_ms,rsw_squeeze_time_ms,rsw_hold_time_ms,rsw_force_n
6153,Copper,Aluminum,20.0,nickel_plated,Laser,9.195,4.277,36.213,,,,,676.559918,31.651454,0.0,0.0,0.151409,,,,,,
6154,Copper,Nickel,139.376,silver_plated,Laser,6.81,4.693,54.735,,,,,321.15338,63.005053,0.0,0.0,0.302918,,,,,,
6155,Aluminum,StainlessSteel,119.08,nickel_plated,USW,3.643,7.673,39.157,1468.500463,34.91915,822.426479,231.238743,,,,,,,,,,,
6156,Copper,Aluminum,52.141,silver_plated,USW,2.696,5.006,53.183,830.663722,32.993636,455.182314,526.503865,,,,,,,,,,,
6157,Aluminum,StainlessSteel,154.195,brushed,USW,6.083,7.917,22.016,1586.583631,24.112421,707.23801,232.57267,,,,,,,,,,,
6158,Aluminum,Aluminum,60.441,silver_plated,USW,6.413,7.704,34.612,1214.86922,31.828063,814.271324,324.831323,,,,,,,,,,,
6159,Copper,Nickel,148.46,bare,USW,4.601,6.124,31.499,712.934268,40.105772,776.688997,138.249831,,,,,,,,,,,
6160,Aluminum,Titanium,110.442,silver_plated,USW,6.153,6.358,31.122,1288.158209,33.067056,820.657285,454.667237,,,,,,,,,,,
6161,Copper,Aluminum,73.135,nickel_plated,USW,8.0,7.086,55.433,1844.749212,35.28135,1049.794799,459.322235,,,,,,,,,,,
6162,Copper,Nickel,132.922,nickel_plated,USW,6.563,6.945,41.231,2174.171993,32.901734,567.464552,283.759206,,,,,,,,,,,
6163,Copper,StainlessSteel,82.468,bare,Laser,5.925,7.459,81.488,,,,,834.104311,32.04598,184.626796,0.477078,0.182811,,,,,,
6164,Copper,Copper,58.908,gold_plated,RSW,6.521,2.0,34.455,,,,,,,,,,4.435624,2.391427,152.365867,103.854353,55.064723,1749.439965
6165,Aluminum,Nickel,94.034,brushed,RSW,3.865,8.159,47.448,,,,,,,,,,17.643578,4.133483,257.833478,89.578424,73.115736,2970.898751
6166,Copper,Copper,154.763,bare,USW,5.533,4.637,50.432,2801.39023,10.0,934.930011,233.241209,,,,,,,,,,,
6167,Copper,Aluminum,63.502,brushed,USW,6.305,5.909,65.795,1417.838358,28.699496,739.010232,227.154746,,,,,,,,,,,
6168,Aluminum,Aluminum,40.893,nickel_plated,USW,7.839,6.996,44.642,1038.454981,26.616717,1025.061008,559.996098,,,,,,,,,,,
6169,Copper,Nickel,131.442,brushed,USW,7.911,8.629,20.0,1175.783464,37.104104,763.290871,514.07961,,,,,,,,,,,
6170,Copper,Copper,150.772,nickel_plated,Laser,3.054,7.572,37.709,,,,,382.812624,36.344671,217.92082,0.299367,0.254795,,,,,,
6171,Aluminum,Aluminum,172.127,brushed,USW,5.43,7.165,24.072,1368.355902,29.953637,821.750203,244.7453,,,,,,,,,,,
6172,Copper,StainlessSteel,57.641,tin_plated,Laser,5.936,5.137,20.0,,,,,273.965652,20.146995,0.0,0.0,0.117284,,,,,,
6173,Aluminum,StainlessSteel,84.293,oxide_heavy,Laser,8.466,5.854,74.571,,,,,711.099032,40.455426,0.0,0.0,0.072706,,,,,,
6174,Copper,Aluminum,116.445,tin_plated,RSW,5.525,6.177,29.143,,,,,,,,,,12.827989,2.998506,217.287637,162.072641,120.463634,2618.673685
6175,Copper,Copper,156.665,nickel_plated,USW,6.416,7.649,25.007,1071.503337,34.382441,121.820108,184.873293,,,,,,,,,,,
6176,Copper,Aluminum,130.448,tin_plated,Laser,4.819,7.521,28.707,,,,,865.684994,32.360684,94.212645,1.343678,0.188901,,,,,,
6177,Copper,Copper,129.652,nickel_plated,Laser,4.408,10.053,51.258,,,,,1096.95605,40.163494,267.934479,1.545494,0.198399,,,,,,
6178,Copper,Copper,82.757,graphite_coated,RSW,11.489,2.0,42.306,,,,,,,,,,12.447894,4.270896,195.98402,98.821184,113.106074,2335.874201
6179,Copper,Aluminum,164.023,brushed,RSW,5.787,5.794,68.527,,,,,,,,,,14.273758,2.183827,245.204193,65.757365,64.60999,1776.587849
6180,Aluminum,Aluminum,134.881,silver_plated,USW,7.01,9.048,40.814,1583.799475,20.569927,546.815367,451.897804,,,,,,,,,,,
6181,Copper,StainlessSteel,135.934,nickel_plated,USW,2.332,5.147,43.633,842.195493,24.726609,572.470838,219.152322,,,,,,,,,,,
6182,Copper,Aluminum,127.064,brushed,Laser,5.835,5.946,27.67,,,,,464.249189,72.768535,0.0,0.0,0.097793,,,,,,
6183,Aluminum,Nickel,93.889,nickel_plated,Laser,5.95,6.793,49.157,,,,,758.767579,59.821232,269.483573,0.47246,0.218082,,,,,,
6184,Copper,Nickel,140.784,brushed,Laser,5.275,8.464,24.769,,,,,547.004437,75.35181,324.626052,0.953112,0.218679,,,,,,
6185,Copper,Nickel,99.824,bare,USW,5.594,6.194,20.0,1511.382884,35.99604,528.193948,179.38795,,,,,,,,,,,
6186,Copper,Copper,22.217,silver_plated,USW,6.007,7.888,30.536,1407.998874,24.087064,801.606027,235.949108,,,,,,,,,,,
6187,Copper,Copper,153.62,bare,USW,6.598,5.441,48.812,1203.339083,34.795527,428.10638,280.616907,,,,,,,,,,,
6188,Copper,Nickel,137.333,graphite_coated,RSW,7.171,6.505,47.513,,,,,,,,,,14.921815,1.0,84.844345,129.53879,104.438208,1063.1231
6189,Copper,Aluminum,163.915,gold_plated,USW,6.397,7.608,49.327,1260.632249,16.513565,790.7652,451.932878,,,,,,,,,,,
6190,Copper,Aluminum,103.173,bare,USW,5.132,7.009,42.269,1037.860234,41.97857,1002.317448,140.520729,,,,,,,,,,,
6191,Copper,StainlessSteel,147.054,bare,USW,3.313,2.917,54.1,2073.82093,36.311794,473.531266,251.699829,,,,,,,,,,,
6192,Copper,Titanium,101.569,nickel_plated,Laser,4.773,6.4,32.135,,,,,527.969053,43.06415,229.587194,1.457392,0.437712,,,,,,
6193,Copper,Copper,124.326,tin_plated,USW,8.958,6.802,39.514,1476.605557,29.48227,961.034403,199.847306,,,,,,,,,,,
6194,Aluminum,Aluminum,90.904,graphite_coated,Laser,4.246,7.463,20.375,,,,,584.328127,59.689685,323.534242,0.548704,0.203406,,,,,,
6195,Copper,Nickel,145.646,bare,USW,6.647,5.201,60.913,1395.952018,52.489754,561.317902,418.289249,,,,,,,,,,,
6196,Copper,Nickel,86.927,bare,Laser,5.776,2.445,43.902,,,,,750.060849,40.619864,243.08434,1.191895,0.210103,,,,,,
6197,Aluminum,Nickel,145.27,oxide_heavy,USW,8.286,7.776,36.919,1034.576167,14.911172,1215.27149,239.21374,,,,,,,,,,,
6198,Aluminum,Nickel,165.414,graphite_coated,USW,6.689,5.915,62.267,1855.692724,34.406211,947.138319,414.344159,,,,,,,,,,,
6199,Aluminum,Aluminum,45.738,gold_plated,USW,8.882,4.634,71.649,2134.93841,38.807252,636.541441,146.132162,,,,,,,,,,,
6200,Copper,StainlessSteel,114.468,brushed,RSW,7.139,3.92,49.517,,,,,,,,,,11.419336,2.315548,186.915785,128.304842,134.983121,2221.166664
6201,Copper,Nickel,83.026,tin_plated,Laser,8.262,2.0,30.15,,,,,626.045869,53.648274,161.356546,1.682021,0.294076,,,,,,
6202,Aluminum,Nickel,173.282,tin_plated,RSW,8.196,8.634,55.872,,,,,,,,,,6.176727,2.976786,80.784561,140.327711,80.608444,2131.827666
6203,Copper,Nickel,93.948,tin_plated,USW,4.549,10.105,20.0,1040.552673,32.842918,730.384034,314.293214,,,,,,,,,,,
6204,Copper,Titanium,158.85,bare,RSW,6.077,4.37,40.725,,,,,,,,,,16.079712,2.532002,129.006274,100.77544,103.757273,2208.816019
6205,Copper,Copper,109.093,oxide_heavy,USW,4.178,5.932,54.695,1331.383275,25.45646,855.382417,221.842018,,,,,,,,,,,
6206,Copper,Nickel,146.031,tin_plated,USW,3.35,11.42,20.0,500.0,22.299503,801.093869,152.96058,,,,,,,,,,,
6207,Copper,Titanium,149.63,tin_plated,USW,9.358,3.414,48.59,1180.418286,37.822968,820.229171,253.260473,,,,,,,,,,,
6208,Copper,StainlessSteel,135.944,gold_plated,USW,2.0,6.229,20.0,787.194532,35.786124,917.030125,291.698907,,,,,,,,,,,
6209,Aluminum,StainlessSteel,170.492,tin_plated,Laser,4.019,9.131,37.473,,,,,100.0,58.575258,164.771334,0.594612,0.283766,,,,,,
6210,Copper,Copper,47.576,gold_plated,Laser,6.501,3.948,21.611,,,,,787.345095,34.449659,0.0,0.0,0.213285,,,,,,
6211,Aluminum,Aluminum,103.66,gold_plated,Laser,7.212,4.318,50.202,,,,,129.559709,45.69999,0.0,0.0,0.155508,,,,,,
6212,Copper,Copper,146.384,graphite_coated,USW,2.247,7.881,42.26,507.872659,39.997001,398.975465,311.243759,,,,,,,,,,,
6213,Copper,Aluminum,114.963,silver_plated,USW,8.554,9.405,25.948,1431.781158,30.774708,572.323401,468.698722,,,,,,,,,,,
6214,Aluminum,Aluminum,125.616,silver_plated,RSW,5.627,3.684,34.318,,,,,,,,,,12.64874,2.311104,194.81887,89.055879,81.149047,2152.004764
6215,Copper,Copper,135.339,silver_plated,USW,7.43,5.786,45.961,1354.425153,26.170565,569.233221,193.153036,,,,,,,,,,,
6216,Copper,Titanium,62.212,silver_plated,USW,5.816,8.872,63.524,1430.804556,40.786302,772.911765,150.334137,,,,,,,,,,,
6217,Aluminum,StainlessSteel,36.028,oxide_heavy,Laser,6.287,4.898,47.577,,,,,380.525172,9.624594,259.604254,0.377656,0.223206,,,,,,
6218,Copper,Aluminum,130.379,brushed,Laser,6.706,3.248,41.726,,,,,407.16139,14.66947,184.832416,0.10062,0.134497,,,,,,
6219,Aluminum,Aluminum,63.421,brushed,RSW,5.875,6.705,96.02,,,,,,,,,,11.294499,2.780156,135.201401,113.151972,126.28601,1752.885416
6220,Aluminum,Titanium,76.583,nickel_plated,Laser,9.159,4.222,48.114,,,,,402.881589,5.0,216.343464,0.616388,0.14531,,,,,,
6221,Aluminum,Nickel,97.287,graphite_coated,USW,4.673,9.049,20.0,1948.725645,25.860187,700.573358,316.36954,,,,,,,,,,,
6222,Copper,Copper,20.0,bare,Laser,6.853,4.334,27.01,,,,,687.762674,44.588416,181.295492,1.4302,0.130106,,,,,,
6223,Aluminum,StainlessSteel,147.474,nickel_plated,RSW,5.803,7.869,34.131,,,,,,,,,,7.699119,2.66748,139.662347,70.613073,77.147327,2582.243962
6224,Aluminum,StainlessSteel,152.285,tin_plated,USW,4.946,6.406,51.823,1396.900707,14.300709,661.653105,213.89417,,,,,,,,,,,
6225,Aluminum,Nickel,135.363,bare,USW,6.619,11.651,61.691,2067.064503,30.716279,328.020833,281.77744,,,,,,,,,,,
6226,Copper,Aluminum,154.813,silver_plated,USW,4.056,4.223,21.025,1304.651612,22.209366,409.641922,85.072495,,,,,,,,,,,
6227,Copper,Nickel,134.817,bare,USW,7.106,5.372,32.413,1321.314598,34.023924,786.276758,344.50367,,,,,,,,,,,
6228,Aluminum,Aluminum,115.638,tin_plated,USW,5.104,7.423,61.072,1467.597563,35.716184,568.048007,322.75918,,,,,,,,,,,
6229,Copper,Aluminum,135.476,graphite_coated,USW,4.182,6.987,38.671,1312.762145,23.99609,698.002752,225.529142,,,,,,,,,,,
6230,Aluminum,Nickel,183.839,brushed,RSW,8.762,7.58,47.524,,,,,,,,,,14.317174,3.412411,56.759869,100.377943,84.157744,1614.136875
6231,Aluminum,StainlessSteel,155.684,brushed,USW,5.227,5.108,50.62,1020.008076,27.98993,587.719505,129.379372,,,,,,,,,,,
6232,Aluminum,Nickel,115.059,oxide_heavy,RSW,6.851,7.014,21.9,,,,,,,,,,12.422112,3.46002,218.567174,50.0,127.468109,2035.717417
6233,Aluminum,StainlessSteel,136.619,bare,Laser,8.804,6.428,59.728,,,,,370.705716,13.519009,332.277149,0.966064,0.206431,,,,,,
6234,Aluminum,StainlessSteel,240.221,nickel_plated,USW,9.132,7.633,79.943,1686.715348,29.000065,833.94164,636.000008,,,,,,,,,,,
6235,Copper,Titanium,185.765,tin_plated,Laser,2.0,8.746,20.0,,,,,244.060514,27.288341,0.0,0.0,0.27732,,,,,,
6236,Aluminum,StainlessSteel,164.195,tin_plated,USW,3.338,4.948,20.0,1339.491602,39.398134,986.1597,108.742423,,,,,,,,,,,
6237,Aluminum,StainlessSteel,91.135,nickel_plated,Laser,2.0,4.971,45.123,,,,,788.197425,71.778839,298.175197,0.639235,0.212863,,,,,,
6238,Aluminum,Aluminum,168.002,gold_plated,RSW,6.959,7.046,34.001,,,,,,,,,,13.339671,1.307845,234.215763,115.597498,74.761146,2167.673828
6239,Copper,Copper,115.733,bare,Laser,7.72,4.483,20.0,,,,,769.830201,63.746685,132.741437,1.114502,0.233039,,,,,,
6240,Copper,Copper,102.237,bare,Laser,8.035,4.456,26.393,,,,,339.224331,91.238366,257.293009,0.705611,0.156854,,,,,,
6241,Copper,Nickel,60.709,brushed,USW,5.765,7.703,60.123,1395.601253,38.188599,335.030835,270.944171,,,,,,,,,,,
6242,Copper,Copper,109.771,tin_plated,Laser,7.305,6.092,39.825,,,,,315.544257,28.982399,234.090775,0.84811,0.328871,,,,,,
6243,Copper,Copper,117.684,nickel_plated,RSW,4.199,5.055,23.942,,,,,,,,,,18.78154,3.256553,78.528414,166.579099,149.398762,2471.558075
6244,Copper,Copper,177.2,bare,Laser,8.972,7.205,45.742,,,,,597.08438,33.198079,240.946186,1.43731,0.234183,,,,,,
6245,Copper,Aluminum,178.497,oxide_heavy,USW,6.394,7.932,51.157,1549.468797,39.989001,1259.394449,404.537644,,,,,,,,,,,
6246,Copper,Copper,178.789,nickel_plated,RSW,7.822,8.007,21.419,,,,,,,,,,12.126467,2.792922,140.535354,95.981412,138.413009,1341.27651
6247,Aluminum,Nickel,128.015,graphite_coated,RSW,3.915,8.065,20.847,,,,,,,,,,10.954927,4.530846,101.840168,92.430608,125.556539,2864.589888
6248,Copper,Aluminum,141.127,nickel_plated,Laser,6.764,7.062,44.117,,,,,653.042414,25.19971,215.194176,0.197028,0.05,,,,,,
6249,Copper,Aluminum,175.542,nickel_plated,USW,3.346,2.0,44.729,1962.707945,24.380214,584.997961,214.327328,,,,,,,,,,,
6250,Copper,Copper,97.938,nickel_plated,RSW,6.641,7.553,20.0,,,,,,,,,,13.133146,4.399478,199.59705,127.519342,98.375017,1899.804506
6251,Aluminum,StainlessSteel,95.983,nickel_plated,Laser,6.783,9.568,34.113,,,,,413.895603,54.451682,0.0,0.0,0.217188,,,,,,
6252,Copper,Nickel,74.066,nickel_plated,RSW,6.275,3.116,36.081,,,,,,,,,,14.787025,3.127019,161.161987,127.574234,137.912909,1338.801037
6253,Copper,StainlessSteel,75.562,nickel_plated,USW,4.171,5.354,61.091,1162.230219,36.431586,1073.727419,197.595958,,,,,,,,,,,
6254,Copper,Aluminum,97.721,bare,USW,6.366,3.591,63.861,1841.264627,26.101747,446.384422,264.536152,,,,,,,,,,,
6255,Aluminum,Nickel,95.708,brushed,USW,7.962,2.883,29.41,1767.090467,34.667084,514.057701,578.050218,,,,,,,,,,,
6256,Copper,Copper,90.855,brushed,Laser,3.758,4.76,45.496,,,,,611.328323,38.581022,0.0,0.0,0.280935,,,,,,
6257,Copper,Titanium,162.878,bare,Laser,5.623,7.211,61.822,,,,,600.741622,5.0,92.402882,0.47542,0.062454,,,,,,
6258,Copper,Aluminum,100.768,bare,USW,6.646,8.592,44.196,2132.616952,32.924635,915.276013,115.128259,,,,,,,,,,,
6259,Copper,Aluminum,70.07,bare,USW,5.231,5.009,34.705,1408.282004,24.459831,752.809444,441.880819,,,,,,,,,,,
6260,Aluminum,Nickel,156.795,bare,RSW,6.317,5.098,59.69,,,,,,,,,,6.321921,3.212229,74.28044,101.894746,113.163053,1758.514023
6261,Aluminum,Aluminum,79.426,oxide_heavy,Laser,7.194,5.893,20.639,,,,,537.860873,17.17764,0.0,0.0,0.273031,,,,,,
6262,Copper,Copper,168.386,nickel_plated,USW,6.874,9.035,20.0,1413.805704,31.284545,274.064873,293.320633,,,,,,,,,,,
6263,Aluminum,Aluminum,109.272,bare,USW,5.745,3.848,30.636,1589.683699,44.091103,525.56921,337.763394,,,,,,,,,,,
6264,Copper,Nickel,90.218,nickel_plated,USW,4.631,4.055,20.0,1876.879814,23.04635,1011.606164,387.659763,,,,,,,,,,,
6265,Copper,StainlessSteel,147.789,tin_plated,RSW,4.441,7.391,20.0,,,,,,,,,,19.130978,2.888618,129.873796,83.01408,106.144991,2076.226512
6266,Copper,Nickel,62.477,brushed,USW,7.091,7.156,73.92,1004.900278,18.054397,296.770951,315.298979,,,,,,,,,,,
6267,Aluminum,Aluminum,188.354,brushed,USW,5.394,5.076,59.459,2240.243355,40.138177,638.035226,50.0,,,,,,,,,,,
6268,Copper,Copper,102.649,graphite_coated,RSW,6.861,7.135,64.489,,,,,,,,,,16.453743,4.412254,167.0443,115.959376,140.294626,1253.896541
6269,Copper,Copper,96.746,brushed,USW,6.454,2.224,59.513,1516.904941,33.982606,626.9804,235.004853,,,,,,,,,,,
6270,Copper,Titanium,132.555,bare,Laser,4.189,5.513,39.566,,,,,644.415099,24.2313,234.130241,0.173484,0.228867,,,,,,
6271,Aluminum,Nickel,157.464,brushed,USW,9.634,6.112,57.621,1471.444769,20.273445,718.621361,209.931931,,,,,,,,,,,
6272,Copper,Copper,89.813,bare,USW,6.244,4.755,79.089,1496.8589,21.179979,556.075841,293.710314,,,,,,,,,,,
6273,Copper,StainlessSteel,107.85,bare,Laser,6.073,4.827,48.867,,,,,770.3849,55.69777,0.0,0.0,0.162375,,,,,,
6274,Copper,StainlessSteel,126.851,bare,Laser,6.94,7.771,53.801,,,,,553.168472,60.506425,193.413495,0.576318,0.148435,,,,,,
6275,Copper,Aluminum,38.885,nickel_plated,Laser,5.095,4.801,54.582,,,,,487.15113,38.732616,118.587284,1.580257,0.224888,,,,,,
6276,Aluminum,Nickel,82.542,bare,Laser,4.887,7.167,53.517,,,,,608.797695,50.045744,52.487557,0.705332,0.204697,,,,,,
6277,Copper,Aluminum,111.244,tin_plated,USW,7.402,8.159,46.098,1454.517195,28.171145,548.604234,274.219938,,,,,,,,,,,
6278,Aluminum,Aluminum,110.637,silver_plated,USW,9.378,5.454,20.0,2066.053468,34.724527,100.0,400.485867,,,,,,,,,,,
6279,Aluminum,Nickel,87.821,nickel_plated,USW,9.487,6.019,20.0,1634.371868,31.49127,1194.967239,253.218862,,,,,,,,,,,
6280,Aluminum,Nickel,116.479,gold_plated,USW,5.109,5.447,25.562,1820.54347,37.552504,835.474536,258.638598,,,,,,,,,,,
6281,Copper,Copper,146.544,tin_plated,USW,3.223,6.233,20.853,1833.51804,31.385192,533.045483,385.954569,,,,,,,,,,,
6282,Aluminum,Nickel,131.106,graphite_coated,RSW,9.912,3.304,58.922,,,,,,,,,,13.016099,1.93636,191.190618,87.958424,115.697554,2391.478394
6283,Copper,Nickel,116.809,graphite_coated,Laser,6.12,7.189,28.761,,,,,642.443096,54.449112,222.243887,1.216561,0.20641,,,,,,
6284,Copper,StainlessSteel,118.665,silver_plated,USW,3.558,5.28,28.028,1593.130754,42.031122,614.890589,318.778471,,,,,,,,,,,
6285,Copper,Titanium,110.087,gold_plated,RSW,5.068,7.018,42.527,,,,,,,,,,16.487941,3.54281,171.811263,105.965693,111.41747,2522.215673
6286,Aluminum,StainlessSteel,102.178,bare,USW,4.248,7.56,39.435,1906.836994,34.751748,1074.156536,232.618149,,,,,,,,,,,
6287,Copper,Nickel,75.947,bare,USW,6.585,4.024,20.0,955.023684,37.358872,445.494715,332.528385,,,,,,,,,,,
6288,Copper,Aluminum,128.179,brushed,USW,7.998,4.609,28.386,1474.352834,43.777331,851.33924,394.395234,,,,,,,,,,,
6289,Copper,Nickel,98.043,nickel_plated,RSW,2.0,4.762,20.0,,,,,,,,,,9.179265,2.355091,200.445539,101.209637,144.190971,2839.306078
6290,Copper,Aluminum,126.097,brushed,RSW,4.327,6.753,36.437,,,,,,,,,,14.507073,3.788622,232.294034,50.0,120.191519,2310.303088
6291,Copper,Aluminum,140.735,nickel_plated,USW,7.144,6.839,37.611,1411.20464,30.285372,778.626492,112.244341,,,,,,,,,,,
6292,Aluminum,Nickel,185.275,tin_plated,USW,2.366,9.38,72.192,1408.959373,22.8509,466.269258,149.35827,,,,,,,,,,,
6293,Aluminum,Titanium,147.815,graphite_coated,USW,8.337,6.133,20.0,1996.103516,38.572803,401.304324,230.439549,,,,,,,,,,,
6294,Copper,Copper,111.471,silver_plated,USW,4.68,5.31,23.655,1100.662701,29.916222,725.486397,343.680006,,,,,,,,,,,
6295,Aluminum,Aluminum,80.542,brushed,Laser,6.876,2.312,50.117,,,,,666.531826,60.126966,173.832031,0.301042,0.207216,,,,,,
6296,Aluminum,Nickel,164.879,graphite_coated,USW,5.447,6.988,78.089,1687.267531,13.168546,950.412563,549.337258,,,,,,,,,,,
6297,Copper,Copper,133.642,bare,Laser,6.455,2.0,47.084,,,,,610.327948,28.542532,286.230841,0.620748,0.262445,,,,,,
6298,Aluminum,Aluminum,167.625,nickel_plated,RSW,8.036,4.44,38.92,,,,,,,,,,10.621893,3.866516,131.243653,66.509558,61.687181,2314.138897
6299,Aluminum,Aluminum,162.813,brushed,USW,6.212,7.712,39.644,1589.634351,35.513341,737.111266,381.618634,,,,,,,,,,,
6300,Copper,Aluminum,25.511,oxide_heavy,USW,6.147,6.66,51.999,1956.075248,19.938157,566.774432,275.639698,,,,,,,,,,,
6301,Aluminum,Aluminum,128.798,tin_plated,USW,7.969,11.074,23.169,1119.655658,31.994415,554.084624,182.515937,,,,,,,,,,,
6302,Aluminum,Aluminum,82.489,bare,Laser,8.467,4.879,26.2,,,,,562.803021,57.886172,0.0,0.0,0.172944,,,,,,
6303,Aluminum,Nickel,56.602,graphite_coated,Laser,6.842,6.726,23.704,,,,,920.29718,55.444947,0.0,0.0,0.156835,,,,,,
6304,Aluminum,StainlessSteel,76.41,tin_plated,USW,4.594,6.993,47.747,1385.69471,40.793691,893.552758,227.379883,,,,,,,,,,,
6305,Copper,Copper,93.691,brushed,Laser,3.539,4.167,61.191,,,,,724.995286,32.328322,241.062376,0.139184,0.205604,,,,,,
6306,Aluminum,Nickel,55.651,tin_plated,USW,10.713,5.535,59.873,1463.50964,29.287737,629.439375,498.159407,,,,,,,,,,,
6307,Copper,Nickel,121.198,bare,RSW,5.13,4.382,68.347,,,,,,,,,,6.219297,3.34002,247.088197,50.0,87.111372,1208.828089
6308,Aluminum,Aluminum,150.522,silver_plated,Laser,7.343,7.195,20.0,,,,,935.512304,48.460529,0.0,0.0,0.232596,,,,,,
6309,Copper,Aluminum,145.523,nickel_plated,RSW,6.767,5.409,112.592,,,,,,,,,,14.33038,2.773384,180.563508,100.602647,106.356076,1442.029231
6310,Copper,Nickel,89.373,bare,USW,4.45,7.072,56.301,1407.743411,38.970535,614.535435,225.014278,,,,,,,,,,,
6311,Copper,Copper,98.253,nickel_plated,Laser,6.126,6.409,55.42,,,,,639.590672,5.0,250.750241,0.923236,0.158438,,,,,,
6312,Copper,Nickel,117.915,tin_plated,Laser,7.281,3.96,39.068,,,,,797.975789,33.060746,0.0,0.0,0.207955,,,,,,
6313,Aluminum,StainlessSteel,137.115,oxide_heavy,Laser,3.995,6.851,46.645,,,,,242.826644,22.474171,75.996056,0.56247,0.311302,,,,,,
6314,Aluminum,StainlessSteel,124.176,nickel_plated,Laser,6.195,2.0,42.276,,,,,549.47182,53.663455,134.640118,0.05,0.166782,,,,,,
6315,Copper,Titanium,99.705,graphite_coated,Laser,5.315,3.232,70.726,,,,,822.491852,10.090891,210.237662,0.923599,0.160334,,,,,,
6316,Copper,Nickel,94.342,bare,USW,3.751,6.138,20.0,839.317347,26.757102,800.968553,358.661254,,,,,,,,,,,
6317,Copper,Aluminum,160.641,oxide_heavy,USW,5.742,7.578,23.893,1546.021491,36.806797,626.71189,288.025678,,,,,,,,,,,
6318,Copper,Aluminum,138.367,graphite_coated,USW,6.511,9.328,31.382,1780.199328,38.017794,662.948543,174.156734,,,,,,,,,,,
6319,Copper,Aluminum,183.449,tin_plated,RSW,6.176,5.672,72.819,,,,,,,,,,17.111039,3.079156,212.748769,85.238753,124.023472,2197.15354
6320,Copper,Nickel,57.485,brushed,RSW,6.112,3.596,20.0,,,,,,,,,,8.251645,3.214466,268.71771,107.585939,134.692295,1976.662242
6321,Aluminum,StainlessSteel,142.881,tin_plated,Laser,7.186,5.249,33.022,,,,,953.787173,48.96544,0.0,0.0,0.239716,,,,,,
6322,Copper,Aluminum,139.125,graphite_coated,Laser,5.621,4.573,58.632,,,,,676.786924,53.254085,152.687515,0.933583,0.217342,,,,,,
6323,Aluminum,Nickel,195.544,nickel_plated,USW,6.607,6.722,65.693,1108.055095,44.264051,655.424973,71.27552,,,,,,,,,,,
6324,Copper,StainlessSteel,142.406,oxide_heavy,Laser,3.971,5.678,77.933,,,,,741.458051,32.260804,56.541527,0.418227,0.200331,,,,,,
6325,Aluminum,Titanium,83.584,nickel_plated,Laser,4.6,8.35,67.939,,,,,843.384648,61.245477,0.0,0.0,0.143483,,,,,,
6326,Copper,Nickel,90.324,nickel_plated,USW,4.096,5.366,27.338,1219.385319,19.154957,540.780451,397.998821,,,,,,,,,,,
6327,Copper,Nickel,109.482,tin_plated,USW,6.353,5.84,20.0,1307.475051,23.196486,720.717129,395.621668,,,,,,,,,,,
6328,Aluminum,StainlessSteel,152.954,bare,Laser,4.781,9.135,28.449,,,,,418.737598,30.461975,80.720787,1.293626,0.098475,,,,,,
6329,Copper,Nickel,80.43,bare,RSW,4.863,7.638,24.028,,,,,,,,,,9.275381,2.808424,197.683084,104.283809,146.684667,1136.108241
6330,Aluminum,Aluminum,109.074,graphite_coated,RSW,3.186,4.887,52.448,,,,,,,,,,18.757513,3.523084,114.934424,106.641642,119.131959,2001.33446
6331,Aluminum,StainlessSteel,74.546,tin_plated,USW,7.109,5.652,44.051,1399.134153,25.59718,1061.680724,484.388875,,,,,,,,,,,
6332,Copper,Aluminum,179.768,nickel_plated,USW,6.255,6.507,20.0,1868.769866,31.856364,645.039083,290.050585,,,,,,,,,,,
6333,Copper,StainlessSteel,207.292,oxide_heavy,RSW,5.43,6.325,46.204,,,,,,,,,,19.435246,2.051013,145.940601,117.549898,102.6378,1692.885018
6334,Copper,Copper,42.255,tin_plated,Laser,6.723,7.824,30.955,,,,,804.278245,86.24491,0.0,0.0,0.193255,,,,,,
6335,Copper,Aluminum,153.343,silver_plated,USW,7.344,8.78,28.747,1205.17142,25.945657,258.940247,190.514248,,,,,,,,,,,
6336,Aluminum,StainlessSteel,97.205,nickel_plated,Laser,7.352,6.508,27.33,,,,,502.874594,63.799692,182.246652,0.759207,0.292147,,,,,,
6337,Copper,StainlessSteel,68.911,tin_plated,Laser,6.574,8.435,54.517,,,,,114.285776,57.070687,223.456352,1.024042,0.218543,,,,,,
6338,Copper,Aluminum,124.097,oxide_heavy,USW,6.967,5.67,20.0,2144.54651,35.248984,834.228804,72.752805,,,,,,,,,,,
6339,Copper,StainlessSteel,153.421,nickel_plated,USW,4.683,8.927,58.977,1094.415293,35.965756,484.437906,530.786162,,,,,,,,,,,
6340,Copper,Copper,73.467,bare,USW,8.292,4.706,20.0,1647.979468,16.619633,889.022575,167.38638,,,,,,,,,,,
6341,Copper,Aluminum,140.036,tin_plated,Laser,6.823,2.0,27.029,,,,,469.626593,26.821835,183.693763,0.720075,0.279343,,,,,,
