sample_id,cycles_to_failure,resistance_growth_pct_1000,retained_strength_pct_1000,delamination_probability,failure_mode
4967,1482,19.491697,60.052574,0.250496,pullout
4968,50,15.993607,30.755696,0.985209,interfacial_delamination
4969,175,16.166199,39.528782,0.938441,interfacial_delamination
4970,1296,16.184106,66.948585,0.694416,interfacial_delamination
4971,57,13.325533,36.420876,0.942389,interfacial_delamination
4972,267,15.919282,36.905268,0.92786,interfacial_delamination
4973,50,17.843111,39.094565,0.941816,interfacial_delamination
4974,50,11.631913,33.95585,1.0,interfacial_delamination
4975,631,18.499256,41.59192,0.776444,interfacial_delamination
4976,1552,13.802219,48.780613,0.707679,interfacial_delamination
4977,695,14.376725,55.183731,0.794071,interfacial_delamination
4978,719,18.535235,40.240664,0.820499,interfacial_delamination
4979,150,17.595894,33.021512,0.910177,interfacial_delamination
4980,50,14.989052,51.557091,0.949408,interfacial_delamination
4981,3003,13.112697,86.014928,0.210631,pullout
4982,1174,18.178976,60.578541,0.322523,porosity_cracking
4983,142,15.427466,29.607972,0.975202,interfacial_delamination
4984,183,18.147209,41.10691,0.915043,interfacial_delamination
4985,138,18.827574,39.82281,0.965361,interfacial_delamination
4986,339,16.018546,30.438213,1.0,interfacial_delamination
4987,157,14.57932,46.391338,0.955782,interfacial_delamination
4988,268,13.420189,27.458924,0.940934,interfacial_delamination
4989,688,17.578586,55.28409,0.765599,interfacial_delamination
4990,315,15.395542,39.006275,0.964772,interfacial_delamination
4991,193,16.625351,33.090599,0.949722,interfacial_delamination
4992,112,16.316414,31.385951,0.96667,interfacial_delamination
4993,162,12.222885,32.057031,0.992176,interfacial_delamination
4994,50,15.558292,32.281303,0.939837,interfacial_delamination
4995,154,15.264444,37.743908,0.939899,interfacial_delamination
4996,388,21.446779,36.303658,0.925683,interfacial_delamination
4997,222,18.957725,41.975806,0.956183,interfacial_delamination
4998,238,18.159569,37.851955,0.915242,interfacial_delamination
4999,53,17.553279,31.001526,0.952662,interfacial_delamination
5000,128,15.806998,39.093008,1.0,interfacial_delamination
5001,201,13.375075,33.523806,0.941175,interfacial_delamination
5002,235,8.424755,32.424004,1.0,interfacial_delamination
5003,50,17.637882,42.951222,0.992716,interfacial_delamination
5004,188,16.333534,31.230661,0.958368,interfacial_delamination
5005,1484,12.226456,62.333559,0.661604,porosity_cracking
5006,50,15.25964,35.697106,0.93965,interfacial_delamination
5007,285,16.74635,29.319593,0.969165,interfacial_delamination
5008,2382,15.718854,78.795026,0.295684,pullout
5009,269,17.358559,42.011836,0.92951,interfacial_delamination
5010,1462,16.005166,65.569049,0.319748,pullout
5011,1522,12.615091,67.855846,0.553587,porosity_cracking
5012,169,19.337828,36.037714,0.90214,interfacial_delamination
5013,1658,13.401483,56.600918,0.571799,porosity_cracking
5014,179,16.836322,41.092802,0.965264,interfacial_delamination
5015,1489,14.770554,67.07497,0.577349,porosity_cracking
5016,168,17.777417,34.292527,0.914668,interfacial_delamination
5017,50,15.691098,31.555795,0.992148,interfacial_delamination
5018,50,14.2004,35.354151,0.926204,interfacial_delamination
5019,141,17.339766,26.933252,1.0,interfacial_delamination
5020,1261,10.059457,68.256556,0.567157,tearing
5021,50,17.178284,38.960083,0.981011,interfacial_delamination
5022,1024,11.237645,62.356081,0.60651,interfacial_delamination
5023,159,13.407421,35.088178,0.993115,interfacial_delamination
5024,413,18.424431,39.867891,0.978481,interfacial_delamination
5025,50,15.566393,40.802946,0.93608,interfacial_delamination
5026,206,16.977861,39.462578,0.982056,interfacial_delamination
5027,183,16.490028,36.943384,0.983826,interfacial_delamination
5028,50,17.048167,32.92372,0.942206,interfacial_delamination
5029,1447,11.737983,66.437761,0.512357,porosity_cracking
5030,1233,13.627917,59.064409,0.587812,porosity_cracking
5031,2481,9.988058,74.065041,0.206275,mixed
5032,273,16.937884,31.63594,0.966217,interfacial_delamination
5033,162,14.151133,37.937024,0.966258,interfacial_delamination
5034,1589,14.466128,71.877373,0.565056,porosity_cracking
5035,163,17.640705,33.512201,0.850555,interfacial_delamination
5036,1707,12.633961,66.485814,0.501658,porosity_cracking
5037,131,20.623749,35.534617,0.942184,interfacial_delamination
5038,719,17.054997,51.576339,0.738044,interfacial_delamination
5039,109,19.874839,36.124934,0.954895,interfacial_delamination
5040,2737,10.173905,80.210791,0.146481,mixed
5041,2299,12.977346,65.902719,0.206032,mixed
5042,1328,12.933679,56.485748,0.617797,interfacial_delamination
5043,184,18.544139,43.010791,1.0,interfacial_delamination
5044,69,19.608846,40.284069,1.0,interfacial_delamination
5045,316,17.035532,32.308374,0.883511,interfacial_delamination
5046,1270,14.712272,61.71764,0.705634,porosity_cracking
5047,50,13.875966,41.883094,0.97157,interfacial_delamination
5048,3006,7.548063,79.93587,0.095688,pullout
5049,73,16.071043,38.642568,0.959629,interfacial_delamination
5050,148,13.653445,37.085452,0.944178,interfacial_delamination
5051,1002,13.998445,52.319609,0.728897,interfacial_delamination
5052,2479,10.195151,77.550088,0.187295,mixed
5053,50,17.025917,44.304255,1.0,interfacial_delamination
5054,1479,12.561362,62.391411,0.513628,porosity_cracking
5055,1379,15.82981,65.212449,0.634396,porosity_cracking
5056,2979,12.338463,82.60734,0.172977,mixed
5057,833,17.076216,56.504113,0.733021,interfacial_delamination
5058,1623,19.520979,60.122504,0.268606,pullout
5059,149,15.454533,45.783272,0.910288,interfacial_delamination
5060,1333,14.778073,60.191177,0.622312,porosity_cracking
5061,50,15.331606,39.617233,1.0,interfacial_delamination
5062,89,12.229415,41.896305,0.954274,interfacial_delamination
5063,1712,16.587196,65.08803,0.442447,porosity_cracking
5064,2751,17.525447,78.851512,0.17186,pullout
5065,248,13.983569,37.204981,0.96436,interfacial_delamination
5066,1809,11.809049,77.323363,0.495056,porosity_cracking
5067,2430,12.716874,71.693769,0.205781,mixed
5068,722,15.126562,60.045099,0.753501,interfacial_delamination
5069,1501,14.135609,59.743516,0.225282,pullout
5070,50,16.187402,33.106987,0.963558,interfacial_delamination
5071,158,14.832748,36.154911,0.955601,interfacial_delamination
5072,104,16.401049,37.112153,0.939325,interfacial_delamination
5073,1443,15.678383,76.385523,0.539242,porosity_cracking
5074,2273,13.660474,76.552365,0.260403,pullout
5075,1530,12.100922,66.929923,0.582046,porosity_cracking
5076,1017,13.86464,52.595806,0.725966,interfacial_delamination
5077,62,16.605431,28.75223,0.964041,interfacial_delamination
5078,509,13.252259,47.366676,0.844689,interfacial_delamination
5079,106,14.309342,30.834583,0.92729,interfacial_delamination
5080,119,15.667541,43.698599,0.907807,interfacial_delamination
5081,2377,10.074757,79.224354,0.30284,tearing
5082,287,13.387107,38.90214,0.947047,interfacial_delamination
5083,177,12.022648,41.76587,0.983053,interfacial_delamination
5084,206,19.844931,35.493648,0.97104,interfacial_delamination
5085,1549,20.067606,75.353307,0.281325,mixed
5086,1781,12.020226,69.372717,0.389517,porosity_cracking
5087,2770,15.371456,82.880008,0.163398,tearing
5088,180,15.639551,31.193582,0.944214,interfacial_delamination
5089,112,22.323526,37.195309,0.974457,interfacial_delamination
5090,118,20.728369,38.169372,0.946363,interfacial_delamination
5091,1438,14.52201,61.666613,0.672571,porosity_cracking
5092,50,13.242149,38.134576,0.989919,interfacial_delamination
5093,912,15.6849,55.463196,0.757101,interfacial_delamination
5094,1845,13.564565,76.557904,0.140577,tearing
5095,1309,13.722935,49.046842,0.515046,porosity_cracking
5096,2386,13.728803,72.995561,0.270454,tearing
5097,274,11.962931,42.606543,0.918505,interfacial_delamination
5098,50,17.408136,35.546605,0.913216,interfacial_delamination
5099,143,15.737818,38.553508,0.936379,interfacial_delamination
5100,395,14.363207,44.069316,0.95335,interfacial_delamination
5101,956,12.601475,62.439127,0.756835,interfacial_delamination
5102,1522,15.905571,67.191185,0.56214,porosity_cracking
5103,108,20.214614,42.11562,0.985904,interfacial_delamination
5104,399,16.36899,41.920802,0.818978,interfacial_delamination
5105,2936,7.920219,82.987147,0.158302,mixed
5106,181,17.553782,37.633783,0.951936,interfacial_delamination
5107,322,15.896809,35.62946,0.94303,interfacial_delamination
5108,110,19.401581,37.518412,0.997963,interfacial_delamination
5109,2402,15.489703,76.961347,0.113829,mixed
5110,1628,16.162551,63.327621,0.245248,pullout
5111,301,14.336502,46.621765,0.877818,interfacial_delamination
5112,179,14.914941,26.258825,0.985491,interfacial_delamination
5113,159,20.038061,29.266624,0.947647,interfacial_delamination
5114,267,12.360501,39.850678,0.934957,interfacial_delamination
5115,214,16.052556,33.4583,0.956469,interfacial_delamination
5116,2750,10.345794,85.575429,0.122757,pullout
5117,280,12.860937,41.727742,0.971641,interfacial_delamination
5118,122,16.267148,41.060929,0.911723,interfacial_delamination
5119,2652,7.306131,76.017495,0.217342,pullout
5120,2825,14.449507,74.225886,0.162006,tearing
5121,173,15.3358,40.04957,0.997544,interfacial_delamination
5122,326,18.195637,29.900447,0.927702,interfacial_delamination
5123,201,18.41901,35.625274,0.853971,interfacial_delamination
5124,155,15.441943,40.092798,0.984281,interfacial_delamination
5125,1362,9.000607,57.964417,0.56737,porosity_cracking
5126,272,15.28728,40.289439,0.92045,interfacial_delamination
5127,2272,8.980533,75.991389,0.196918,mixed
5128,200,19.793955,39.195857,0.951225,interfacial_delamination
5129,50,16.713134,41.560473,0.961517,interfacial_delamination
5130,50,19.195757,27.175995,0.960847,interfacial_delamination
5131,1259,17.658824,60.381934,0.582111,porosity_cracking
5132,698,17.323989,62.340969,0.719684,interfacial_delamination
5133,277,17.146832,38.511014,0.981482,interfacial_delamination
5134,1089,16.310801,51.69272,0.72299,interfacial_delamination
5135,317,15.056472,49.156759,0.928407,interfacial_delamination
5136,1341,12.15784,59.128445,0.541788,porosity_cracking
5137,221,15.417232,36.055878,0.944482,interfacial_delamination
5138,258,19.476184,36.121436,1.0,interfacial_delamination
5139,386,15.073901,32.296378,0.988825,interfacial_delamination
5140,2640,11.861546,82.591056,0.123191,pullout
5141,255,21.011833,40.738191,0.98708,interfacial_delamination
5142,58,13.449854,26.60002,0.932093,interfacial_delamination
5143,70,16.961554,33.276773,0.960663,interfacial_delamination
5144,268,14.634111,29.454609,0.987203,interfacial_delamination
5145,147,9.732623,40.858816,0.964803,interfacial_delamination
5146,1511,8.492661,63.529146,0.451845,porosity_cracking
5147,2239,10.530804,72.099906,0.331818,porosity_cracking
5148,50,16.568194,33.748532,0.882164,interfacial_delamination
5149,268,16.85462,33.600923,0.96795,interfacial_delamination
5150,152,17.039592,37.366256,1.0,interfacial_delamination
5151,2047,16.085998,70.705389,0.178254,tearing
5152,2918,12.344445,78.842432,0.216072,tearing
5153,2463,11.158763,70.044389,0.2634,mixed
5154,2579,7.545399,72.025544,0.137592,pullout
5155,233,19.175098,35.469708,0.985113,interfacial_delamination
5156,3074,13.818709,87.956652,0.045474,pullout
5157,250,14.367372,37.770866,0.954696,interfacial_delamination
5158,50,14.130517,38.078106,0.937003,interfacial_delamination
5159,375,19.844635,30.745952,0.909683,interfacial_delamination
5160,2331,10.619662,85.655963,0.270041,tearing
5161,1857,15.204128,56.597896,0.461826,porosity_cracking
5162,1165,13.287267,53.840831,0.664515,interfacial_delamination
5163,102,15.607612,40.680306,0.958899,interfacial_delamination
5164,2960,10.643055,82.739747,0.116149,pullout
5165,551,15.344417,41.962501,0.794157,interfacial_delamination
5166,50,19.099793,34.947184,0.987272,interfacial_delamination
5167,197,15.482972,32.536279,0.968381,interfacial_delamination
5168,1469,12.713567,58.453988,0.598373,porosity_cracking
5169,1538,12.296799,68.747173,0.401495,porosity_cracking
5170,209,15.667628,36.85219,0.989021,interfacial_delamination
5171,156,14.230838,29.99447,0.999513,interfacial_delamination
5172,526,15.238888,51.034644,0.870498,interfacial_delamination
5173,268,17.720883,31.569464,0.997056,interfacial_delamination
5174,164,13.702209,43.001941,0.902163,interfacial_delamination
5175,139,15.884711,39.444855,0.992292,interfacial_delamination
5176,126,18.341076,33.527417,0.961152,interfacial_delamination
5177,108,14.43169,40.268815,0.859474,interfacial_delamination
5178,89,16.644372,39.288046,1.0,interfacial_delamination
5179,3109,13.841681,85.146409,0.160291,pullout
5180,2338,11.949593,79.28911,0.087124,mixed
5181,1967,14.781877,71.509936,0.406609,porosity_cracking
5182,2005,14.632622,67.748783,0.504744,porosity_cracking
5183,260,14.837968,40.105544,0.943761,interfacial_delamination
5184,2493,11.142384,87.333648,0.253785,tearing
5185,139,19.126096,36.408605,0.95466,interfacial_delamination
5186,165,19.603082,34.773102,0.954384,interfacial_delamination
5187,1176,21.130781,56.418947,0.726545,interfacial_delamination
5188,989,11.74136,56.196959,0.789877,interfacial_delamination
5189,2564,12.41984,83.011846,0.154641,mixed
5190,301,12.954475,37.35241,0.86881,interfacial_delamination
5191,190,16.950857,36.516487,0.97563,interfacial_delamination
5192,164,19.392979,31.490807,0.943122,interfacial_delamination
5193,923,17.712647,49.095048,0.771554,interfacial_delamination
5194,275,15.715895,41.235009,0.973203,interfacial_delamination
5195,1561,11.083456,68.345481,0.555716,porosity_cracking
5196,2211,18.319837,74.790633,0.285574,pullout
5197,222,19.474888,36.189521,0.925561,interfacial_delamination
5198,163,18.422099,38.455621,0.953042,interfacial_delamination
5199,2153,9.169022,76.963584,0.390575,mixed
5200,174,17.541568,32.495369,0.967358,interfacial_delamination
5201,318,18.592596,41.577394,0.983704,interfacial_delamination
5202,2215,9.931773,70.841873,0.097068,pullout
5203,2169,12.128141,79.10809,0.27916,porosity_cracking
5204,476,17.84692,40.471285,0.93265,interfacial_delamination
5205,50,17.037355,35.93046,0.977109,interfacial_delamination
5206,1338,14.977935,61.156931,0.621121,interfacial_delamination
5207,1490,15.62052,60.814977,0.555377,porosity_cracking
5208,2716,10.77143,80.885242,0.170928,tearing
5209,182,18.487511,29.709325,0.93962,interfacial_delamination
5210,384,11.334019,40.971336,0.836807,interfacial_delamination
5211,2309,11.087953,72.514703,0.231009,porosity_cracking
5212,661,14.070638,51.932805,0.742781,interfacial_delamination
5213,1596,13.283304,65.815798,0.576596,porosity_cracking
5214,257,11.595246,40.332189,0.787915,interfacial_delamination
5215,174,15.413416,36.433187,0.968106,interfacial_delamination
5216,50,18.767963,35.674557,0.956995,interfacial_delamination
5217,1361,12.311855,66.885861,0.249156,pullout
5218,760,8.658664,45.937786,0.812837,interfacial_delamination
5219,194,19.56726,34.346867,0.96345,interfacial_delamination
5220,50,18.243392,32.52479,0.949248,interfacial_delamination
5221,110,12.774254,45.97253,0.949892,interfacial_delamination
5222,1343,14.105437,61.299423,0.502474,porosity_cracking
5223,50,19.34894,36.291423,0.957868,interfacial_delamination
5224,286,13.233333,40.084529,0.889243,interfacial_delamination
5225,820,19.573418,58.462543,0.699669,interfacial_delamination
5226,1580,13.267607,74.099519,0.601705,porosity_cracking
5227,1032,16.573691,57.722236,0.679945,interfacial_delamination
5228,75,15.349996,42.246051,0.93366,interfacial_delamination
5229,2554,12.734938,77.452437,0.096362,tearing
5230,745,20.701354,51.307616,0.650295,interfacial_delamination
5231,2278,11.153663,73.339026,0.309036,porosity_cracking
5232,762,12.354482,45.279365,0.794707,interfacial_delamination
5233,1770,12.088578,60.731899,0.540771,porosity_cracking
5234,104,14.674679,34.702165,0.948485,interfacial_delamination
5235,126,17.450867,40.417753,0.968529,interfacial_delamination
5236,2129,15.651901,76.664354,0.210059,pullout
5237,293,14.207408,38.629677,0.918833,interfacial_delamination
5238,56,15.990225,29.02768,0.965424,interfacial_delamination
5239,130,18.268302,37.553075,1.0,interfacial_delamination
5240,1666,15.110841,64.593485,0.552852,porosity_cracking
5241,210,14.662332,38.544242,0.95654,interfacial_delamination
5242,889,15.471404,42.952376,0.774647,interfacial_delamination
5243,153,14.607073,42.762307,0.969561,interfacial_delamination
5244,2705,11.909227,71.809271,0.181411,tearing
5245,178,14.175149,31.287759,0.96624,interfacial_delamination
5246,174,17.941156,38.814242,0.99037,interfacial_delamination
5247,1430,19.477433,66.530315,0.618036,porosity_cracking
5248,50,16.136854,34.78771,0.986276,interfacial_delamination
5249,155,17.103835,32.95364,0.946629,interfacial_delamination
5250,229,15.3142,34.011392,0.965459,interfacial_delamination
5251,50,15.301872,33.007969,0.925207,interfacial_delamination
5252,50,14.339011,34.646928,1.0,interfacial_delamination
5253,304,18.609339,37.189798,0.968442,interfacial_delamination
5254,194,15.961325,37.470225,1.0,interfacial_delamination
5255,160,18.992615,41.89494,0.909072,interfacial_delamination
5256,2410,8.003297,83.578798,0.113949,tearing
5257,2866,10.345217,77.232127,0.148607,tearing
5258,2780,9.826208,83.113707,0.080868,pullout
5259,251,13.213886,29.554318,0.994139,interfacial_delamination
5260,167,14.641698,43.36897,0.99349,interfacial_delamination
5261,383,19.992631,32.327791,0.943527,interfacial_delamination
5262,50,14.525841,31.569034,0.963769,interfacial_delamination
5263,171,19.186059,37.859883,0.964608,interfacial_delamination
5264,1016,13.44347,62.79583,0.692551,interfacial_delamination
5265,667,14.32458,45.600602,0.800472,interfacial_delamination
5266,2279,10.359764,76.645868,0.312608,pullout
5267,3095,9.790416,86.738834,0.113145,pullout
5268,77,18.078978,37.830371,0.970247,interfacial_delamination
5269,1100,14.267521,51.28694,0.750668,interfacial_delamination
5270,357,14.934827,41.819455,0.913381,interfacial_delamination
5271,205,12.309398,38.91794,0.938531,interfacial_delamination
5272,407,16.279956,31.882236,0.957903,interfacial_delamination
5273,3205,7.537594,87.194922,0.13815,mixed
5274,108,19.841606,31.250136,0.989401,interfacial_delamination
5275,2750,8.151353,81.515556,0.212896,pullout
5276,50,14.765924,39.080667,0.977624,interfacial_delamination
5277,90,14.800647,50.092382,0.959204,interfacial_delamination
5278,341,17.517071,35.827927,0.9227,interfacial_delamination
5279,431,14.186747,47.722037,0.780685,interfacial_delamination
5280,181,16.455077,38.407689,0.936805,interfacial_delamination
5281,162,18.275813,37.966712,0.986006,interfacial_delamination
5282,2667,11.816192,74.886509,0.166363,tearing
5283,332,19.001095,33.117952,1.0,interfacial_delamination
5284,255,15.917935,43.098758,0.973135,interfacial_delamination
5285,109,10.028191,37.903185,0.999821,interfacial_delamination
5286,245,15.853624,35.781428,0.875515,interfacial_delamination
5287,1449,13.68811,62.324573,0.438599,porosity_cracking
5288,257,20.300075,34.043387,0.995759,interfacial_delamination
5289,50,13.53502,32.867983,0.982356,interfacial_delamination
5290,127,15.03695,39.275283,0.913481,interfacial_delamination
5291,292,18.777194,41.71043,0.999618,interfacial_delamination
5292,72,19.280614,30.937255,1.0,interfacial_delamination
5293,2833,9.062181,85.884476,0.195908,pullout
5294,187,15.151767,38.29332,0.883301,interfacial_delamination
5295,1171,13.326519,57.541829,0.513141,porosity_cracking
5296,279,21.01747,36.192042,0.939547,interfacial_delamination
5297,267,14.851456,39.942907,0.819548,interfacial_delamination
5298,50,15.545694,44.927947,0.954438,interfacial_delamination
5299,1512,12.973684,60.418173,0.476947,porosity_cracking
5300,332,18.058759,29.057192,1.0,interfacial_delamination
5301,1429,15.825675,66.211036,0.656632,interfacial_delamination
5302,325,17.973623,33.134073,0.972996,interfacial_delamination
5303,2100,7.994424,72.48058,0.177491,tearing
5304,182,15.670601,40.210075,0.969674,interfacial_delamination
5305,395,16.512387,37.058453,0.940358,interfacial_delamination
5306,1334,17.941287,64.63094,0.516376,porosity_cracking
5307,50,14.938606,42.098471,0.926755,interfacial_delamination
5308,50,23.447698,32.411361,1.0,interfacial_delamination
5309,797,14.587167,56.926159,0.761823,interfacial_delamination
5310,287,16.528517,46.187606,0.795269,interfacial_delamination
5311,1670,13.964703,67.898432,0.599495,porosity_cracking
5312,190,15.840363,32.036496,1.0,interfacial_delamination
5313,3076,11.775496,73.195657,0.161976,mixed
5314,146,15.996376,43.330556,0.955765,interfacial_delamination
5315,256,15.469047,31.805991,0.942147,interfacial_delamination
5316,188,13.671821,43.483792,0.937725,interfacial_delamination
5317,106,17.478597,27.212003,0.926023,interfacial_delamination
5318,2482,9.786749,74.027464,0.19337,pullout
5319,2541,11.022904,81.552592,0.180591,mixed
5320,2839,7.428869,78.521564,0.124287,mixed
5321,141,14.478006,45.815988,0.896324,interfacial_delamination
5322,179,13.076439,34.326989,0.9536,interfacial_delamination
5323,2182,8.72225,71.569709,0.099163,tearing
5324,344,20.79425,35.870136,0.95675,interfacial_delamination
5325,1251,11.868193,59.65098,0.712667,interfacial_delamination
5326,307,16.094035,33.85095,0.989282,interfacial_delamination
5327,626,17.886014,60.153855,0.731727,interfacial_delamination
5328,1769,13.990544,62.967298,0.561415,porosity_cracking
5329,252,17.559242,32.473157,0.958692,interfacial_delamination
5330,254,15.264047,39.181877,0.902628,interfacial_delamination
5331,2608,14.065055,74.549955,0.191451,mixed
5332,2915,7.933388,85.506328,0.104496,pullout
5333,50,12.348905,32.292489,0.928381,interfacial_delamination
5334,242,16.079917,37.806648,0.946207,interfacial_delamination
5335,288,15.829174,38.613489,0.945737,interfacial_delamination
5336,2620,13.782934,77.766834,0.213009,mixed
5337,1844,17.589582,64.839391,0.226795,tearing
5338,187,16.748425,35.080346,1.0,interfacial_delamination
5339,2104,13.110189,74.314527,0.358313,pullout
5340,96,13.744119,37.765765,0.945299,interfacial_delamination
5341,2963,11.091655,87.047821,0.180304,tearing
5342,102,21.761651,39.625304,0.991537,interfacial_delamination
5343,2660,13.532529,72.093522,0.174138,pullout
5344,82,16.884515,35.462505,0.97835,interfacial_delamination
5345,160,19.103473,37.368327,0.935297,interfacial_delamination
5346,1443,11.057585,62.04037,0.491639,porosity_cracking
5347,153,14.59038,25.621406,0.960906,interfacial_delamination
5348,1451,14.488182,61.691238,0.542574,porosity_cracking
5349,299,16.422361,29.391338,0.924104,interfacial_delamination
5350,2661,12.872736,75.874474,0.147563,pullout
5351,2671,15.146409,78.22755,0.190921,mixed
5352,2663,11.122423,66.946371,0.179056,tearing
5353,278,18.162596,29.944477,1.0,interfacial_delamination
5354,214,21.317994,32.321156,0.903772,interfacial_delamination
5355,258,16.05713,42.143136,0.983987,interfacial_delamination
5356,214,17.634568,27.406413,0.98788,interfacial_delamination
5357,212,15.929851,32.350778,0.948402,interfacial_delamination
5358,1442,12.326717,65.554516,0.47494,porosity_cracking
5359,284,15.137969,46.977833,0.929569,interfacial_delamination
5360,125,18.128935,42.427146,0.860939,interfacial_delamination
5361,211,18.29932,37.765949,0.945509,interfacial_delamination
5362,166,18.974529,35.954384,1.0,interfacial_delamination
5363,1953,12.486292,66.430516,0.403774,pullout
5364,1132,10.137098,62.996567,0.503763,tearing
5365,254,19.849735,40.987385,0.943154,interfacial_delamination
5366,91,19.446193,32.935595,0.980404,interfacial_delamination
5367,253,18.218028,40.516176,0.924557,interfacial_delamination
5368,118,18.548591,31.72177,1.0,interfacial_delamination
5369,840,15.239609,41.815381,0.842888,interfacial_delamination
5370,456,14.593707,52.200342,0.859356,interfacial_delamination
5371,205,16.547717,30.653169,0.960123,interfacial_delamination
5372,50,16.441807,34.547526,1.0,interfacial_delamination
5373,50,17.416438,36.190334,0.970895,interfacial_delamination
5374,173,12.935879,35.807366,0.971141,interfacial_delamination
5375,2234,13.065324,82.610453,0.141199,pullout
5376,3014,9.653258,85.615393,0.081754,tearing
5377,163,16.857375,41.798165,0.840234,interfacial_delamination
5378,98,13.122307,44.903248,1.0,interfacial_delamination
5379,50,16.812924,32.82752,0.958604,interfacial_delamination
5380,214,14.879385,30.230069,0.947407,interfacial_delamination
5381,50,17.628262,40.616641,0.937975,interfacial_delamination
5382,178,15.470416,26.841686,0.958333,interfacial_delamination
5383,180,16.733518,33.399984,0.951415,interfacial_delamination
5384,1308,13.958748,64.071352,0.624728,porosity_cracking
5385,122,14.676612,37.705822,0.978065,interfacial_delamination
5386,246,15.058723,41.771694,1.0,interfacial_delamination
5387,50,17.093924,40.474201,0.998042,interfacial_delamination
5388,50,17.668034,37.550411,0.981508,interfacial_delamination
5389,157,13.001629,40.672208,0.960035,interfacial_delamination
5390,1714,14.063989,71.700579,0.485249,porosity_cracking
5391,79,18.021491,35.203809,0.974952,interfacial_delamination
5392,198,18.750299,31.887771,0.920309,interfacial_delamination
5393,1162,11.333958,57.856692,0.556625,porosity_cracking
5394,50,19.190339,39.509142,0.959889,interfacial_delamination
5395,201,16.110979,50.172197,0.814759,interfacial_delamination
5396,1523,11.713416,54.834711,0.502391,porosity_cracking
5397,106,16.009469,45.530109,0.856661,interfacial_delamination
5398,385,13.97965,45.618069,0.838238,interfacial_delamination
5399,170,18.72365,32.574521,0.929894,interfacial_delamination
5400,74,18.152092,37.318864,0.932879,interfacial_delamination
5401,286,15.589211,33.062489,0.971774,interfacial_delamination
5402,1204,11.220261,62.049427,0.566162,porosity_cracking
5403,1302,16.336963,66.754156,0.644793,porosity_cracking
5404,229,15.098683,34.480716,1.0,interfacial_delamination
5405,326,15.510864,34.910386,0.951117,interfacial_delamination
5406,238,16.654043,44.250941,0.947883,interfacial_delamination
5407,1960,18.605344,67.947173,0.171753,mixed
5408,2535,11.326672,70.93869,0.128502,mixed
5409,191,18.929844,33.779422,0.95889,interfacial_delamination
5410,2637,5.970704,81.191773,0.123342,mixed
5411,1303,13.467083,63.662075,0.547478,porosity_cracking
5412,56,16.676356,43.698853,0.991872,interfacial_delamination
5413,273,14.972527,44.890922,0.891966,interfacial_delamination
5414,309,16.553677,38.093279,0.984954,interfacial_delamination
5415,2478,14.584593,79.935994,0.191369,tearing
5416,3063,12.811331,80.745636,0.182736,mixed
5417,236,14.598252,31.743803,0.9703,interfacial_delamination
5418,2716,12.626054,79.419344,0.247862,pullout
5419,72,17.136507,38.138633,0.910654,interfacial_delamination
5420,195,17.784153,49.551737,0.982931,interfacial_delamination
5421,147,14.403524,41.416984,1.0,interfacial_delamination
5422,1284,16.236276,66.786185,0.594207,porosity_cracking
5423,317,14.424873,35.949955,0.92061,interfacial_delamination
5424,2876,8.922257,72.596772,0.130757,tearing
5425,107,17.503886,45.623828,0.998483,interfacial_delamination
5426,669,8.164832,53.567779,0.82028,interfacial_delamination
5427,216,18.61721,42.089734,0.954898,interfacial_delamination
5428,113,18.024638,38.676645,0.951745,interfacial_delamination
5429,2404,11.2339,74.935627,0.243813,porosity_cracking
5430,381,13.19019,36.424653,0.830075,interfacial_delamination
5431,73,13.698327,21.452363,0.962192,interfacial_delamination
5432,2264,12.563001,72.685316,0.129182,tearing
5433,115,16.853534,36.636063,0.943114,interfacial_delamination
5434,196,17.424069,37.703454,0.869913,interfacial_delamination
5435,186,13.836045,37.079547,0.972267,interfacial_delamination
5436,198,19.311612,35.683867,0.997899,interfacial_delamination
5437,2270,8.887992,74.052537,0.112044,mixed
5438,136,12.057559,36.775836,0.985814,interfacial_delamination
5439,173,13.963435,37.119586,0.961221,interfacial_delamination
5440,1397,12.874053,65.162615,0.658016,interfacial_delamination
5441,1344,16.328954,58.004613,0.428867,porosity_cracking
5442,1117,14.511323,48.193766,0.742619,interfacial_delamination
5443,341,17.092067,37.402495,0.942197,interfacial_delamination
5444,104,15.48706,43.071978,0.972569,interfacial_delamination
5445,1396,11.108201,57.982322,0.626198,porosity_cracking
5446,3403,5.496175,86.269993,0.130919,mixed
5447,239,15.998429,44.933225,0.92968,interfacial_delamination
5448,2855,10.323974,74.818703,0.190903,tearing
5449,355,15.23186,32.167196,1.0,interfacial_delamination
5450,1656,18.654585,63.914356,0.186268,pullout
5451,50,16.691345,37.945275,0.966465,interfacial_delamination
5452,2594,8.851155,82.34069,0.071843,mixed
5453,50,17.714264,36.86773,0.973108,interfacial_delamination
5454,83,11.713642,53.937482,0.912302,interfacial_delamination
5455,2581,14.041135,75.922821,0.212455,mixed
5456,444,18.199092,53.17671,0.763351,interfacial_delamination
5457,76,13.119631,31.938899,0.962522,interfacial_delamination
5458,196,14.312428,45.67213,0.929273,interfacial_delamination
5459,888,16.025165,59.388585,0.683943,interfacial_delamination
