sample_id,effective_energy_j,energy_density_j_mm2,peak_temperature_c,fused_area_mm2,nugget_diameter_mm,porosity_pct,spatter_mass_mg,intermetallic_thickness_um,hardness_hv,bond_integrity_score,immediate_shear_strength_n,joint_resistance_mohm
4084,371.791747,10.038624,15230.09,37.036128,6.867013,35.0,14.733336,4.217786,350.0,0.267885,1423.025169,3.527992
4085,507.757635,10.714418,30802.656,47.390127,7.767817,35.0,17.000616,5.591009,350.0,0.070146,1445.706777,3.836197
4086,32431.648065,680.775212,1155919.716,47.63929,7.788211,35.0,25.0,12.0,350.0,0.0,1338.798723,4.317941
4087,87.39336,2.114769,3910.213,24.964227,5.637858,7.372207,1.136179,0.05,158.220278,0.512294,1023.379818,1.391428
4088,200.912434,5.505408,15586.734,36.008105,6.771037,17.206947,1.58891,1.495219,350.0,0.699016,1928.364486,1.934475
4089,3353.205624,134.044605,260321.89,25.015595,5.643655,35.0,25.0,12.0,350.0,0.0,717.789501,3.849287
4090,374.155625,11.807179,26830.123,31.688824,6.351965,35.0,21.773041,6.350228,350.0,0.0,907.953018,11.569491
4091,548.014958,8.679247,15111.726,63.140839,8.966237,35.0,8.815971,5.287904,350.0,0.108128,1976.966236,3.083602
4092,397.198017,48.353399,45563.084,8.21448,3.234038,35.0,25.0,6.487,350.0,0.0,261.370363,4.558367
4093,163091.951267,3604.907443,8345589.592,42.122845,7.323419,35.0,25.0,12.0,350.0,0.0,1191.427546,7.85653
4094,842.477031,45.871971,94656.96,18.365835,4.835712,35.0,25.0,12.0,350.0,0.0,529.536675,25.0
4095,114.978086,18.159056,38709.394,5.946767,2.751665,35.0,25.0,8.668103,350.0,0.0,201.272638,9.323315
4096,7663.543573,316.862377,380274.038,22.104576,5.305131,35.0,25.0,12.0,350.0,0.0,660.767913,4.102279
4097,384.37364,7.426673,22589.746,51.755835,8.117732,35.0,4.226277,1.084518,350.0,0.503618,2639.485499,2.723788
4098,161.151643,9.163288,13823.193,17.071856,4.662249,35.0,9.8159,1.053615,350.0,0.349857,912.70125,3.444486
4099,17864.396578,312.787772,1022115.367,57.113475,8.527552,35.0,25.0,12.0,350.0,0.0,1584.710234,9.073809
4100,82663.665867,2877.173646,10280707.619,28.360758,6.009163,35.0,25.0,12.0,350.0,0.0,839.699408,10.464188
4101,202.962535,4.635382,9914.318,36.339734,6.802146,10.873554,0.0,2.77455,310.443795,0.548213,1898.199035,1.999081
4102,1815.071911,38.589812,104933.531,47.035003,7.738658,35.0,25.0,12.0,350.0,0.0,1315.853427,3.873717
4103,462.141026,15.96709,144666.546,28.943346,6.070569,35.0,25.0,2.063468,350.0,0.441063,1602.311671,3.378703
4104,271.496733,9.159171,18365.857,27.715341,5.940393,35.0,10.837238,9.90072,350.0,0.0,791.826477,3.79294
4105,10790.192957,238.474723,763340.321,45.246695,7.590117,35.0,25.0,12.0,350.0,0.0,1273.275107,3.466803
4106,1321.84292,61.729157,66005.864,21.413591,5.221554,35.0,25.0,12.0,350.0,0.0,632.687559,4.583254
4107,720.30424,20.028192,45094.898,35.964516,6.766938,35.0,25.0,3.909357,350.0,0.312978,1504.841309,3.358609
4108,3561.742956,51.597661,84427.75,69.029155,9.375001,35.0,25.0,10.509339,350.0,0.0,1935.593755,2.993186
4109,350.414635,11.818087,37478.188,29.119592,6.089024,35.0,22.18766,1.549996,350.0,0.403943,1610.789155,2.858542
4110,1649.645711,40.510907,136240.779,36.151577,6.784513,35.0,25.0,12.0,350.0,0.0,1043.939434,3.610183
4111,142.126364,12.404816,23818.185,11.457354,3.819418,35.0,23.842811,8.450855,350.0,0.0,338.557065,5.097725
4112,417.885322,6.637467,11941.816,62.958551,8.953285,32.080163,4.407906,7.817954,350.0,0.0,1748.299246,2.95022
4113,1748.905564,43.100348,61481.466,39.651382,7.10533,35.0,25.0,10.428671,350.0,0.0,1137.360027,3.554095
4114,173091.897298,2946.105127,3494311.628,56.922482,8.513281,35.0,25.0,12.0,350.0,0.0,1596.854643,8.813829
4115,13708.253946,504.732371,946551.612,27.159451,5.880518,35.0,25.0,12.0,350.0,0.0,784.926923,3.516535
4116,7216.797976,213.11513,1000933.55,33.863377,6.566292,35.0,25.0,12.0,350.0,0.0,982.872667,3.625703
4117,292.286215,5.603624,9416.755,48.795353,7.882143,17.645451,1.845377,2.36454,296.137096,0.584727,2627.549089,3.238307
4118,3824.138339,120.36476,273676.78,29.255169,6.103183,35.0,25.0,12.0,350.0,0.0,849.087394,3.719129
4119,16098.710579,1039.834352,2101012.94,14.769911,4.336546,35.0,25.0,12.0,350.0,0.0,417.10077,4.506321
4120,362.851194,8.270319,36905.281,43.873903,7.474088,35.0,8.033936,3.248691,350.0,0.405819,2080.692966,7.834268
4121,2494.238335,51.781223,123476.615,48.16878,7.831373,35.0,25.0,12.0,350.0,0.0,1334.220437,3.422468
4122,240.793498,4.663902,15885.085,48.347139,7.845858,11.440432,0.859252,3.610261,350.0,0.575396,2122.137633,1.742002
4123,306.840827,13.619899,24986.454,21.406666,5.22071,35.0,25.0,11.186923,350.0,0.0,634.420444,17.345906
4124,99.900811,2.474195,5519.639,28.142887,5.986037,10.956132,0.857502,0.05,190.497972,0.561954,1178.997618,2.502026
4125,6198.003531,140.840347,286204.312,44.007301,7.485442,35.0,25.0,12.0,350.0,0.0,1257.665892,3.533759
4126,1286.53031,79.280617,191859.522,16.227552,4.545499,35.0,25.0,12.0,350.0,0.0,487.888693,16.819931
4127,268.647579,4.363964,6793.551,55.694283,8.420936,9.400595,0.696567,0.090467,215.595317,0.675688,2307.999085,1.256018
4128,12994.911809,189.737816,256073.936,68.488781,9.338235,35.0,25.0,12.0,350.0,0.0,1920.604865,3.908832
4129,6782.405245,177.96961,691193.373,38.109907,6.965848,35.0,25.0,12.0,350.0,0.0,1051.343076,8.853753
4130,112.385752,11.43646,36274.004,9.349264,3.450196,35.0,20.027319,12.0,350.0,0.0,296.939503,5.417857
4131,380.962116,20.972937,56738.366,17.403138,4.707267,35.0,25.0,12.0,350.0,0.0,482.023699,4.967057
4132,409.817251,28.66349,57971.803,13.85478,4.200054,35.0,25.0,10.449579,350.0,0.0,442.234824,5.854342
4133,3208.569337,52.914519,83307.896,54.024123,8.293711,35.0,25.0,10.755701,350.0,0.0,1505.269231,3.286477
4134,371.190072,37.222527,70475.322,9.972189,3.563283,35.0,25.0,12.0,350.0,0.0,308.137632,25.0
4135,305.570812,11.427793,13220.11,24.165086,5.546886,35.0,21.415719,10.863532,350.0,0.0,724.612146,15.26275
4136,26.224285,1.639707,3158.631,9.22842,3.427826,9.318105,0.0,1.412564,158.84955,0.470808,543.087125,4.428549
4137,65.337778,1.423313,2075.74,23.931415,5.520002,13.644495,1.037568,1.550902,138.515585,0.434802,1328.602969,2.587275
4138,25243.500526,661.403198,1449926.761,36.663536,6.832383,35.0,25.0,12.0,350.0,0.0,1052.55745,12.43123
4139,224.690333,4.832298,10175.442,40.964829,7.222052,10.798089,0.0,0.669175,290.520919,0.615318,1926.279889,1.716499
4140,226.975241,4.07394,3837.661,48.031915,7.820239,8.277724,0.0,0.944089,167.072396,0.674387,2392.533589,1.191444
4141,7197.80132,191.947463,293283.267,37.498809,6.909773,35.0,25.0,12.0,350.0,0.0,1060.170144,3.602677
4142,755.189115,17.068483,38646.705,44.244653,7.505601,35.0,25.0,8.034014,350.0,0.0,1219.664591,9.080178
4143,399.282507,8.662434,20389.986,45.318851,7.596167,35.0,7.685776,1.57096,350.0,0.419683,2466.017009,3.08569
4144,311.939401,8.502306,86325.55,35.611496,6.733644,35.0,8.370445,1.225327,350.0,0.426756,1880.10413,2.816536
4145,37.844315,1.85522,7629.554,11.86521,3.886805,8.366875,0.205023,1.164956,245.718801,0.496635,650.640343,11.037043
4146,553.377379,22.780738,40403.558,23.638196,5.486081,35.0,25.0,12.0,350.0,0.0,696.76181,4.391821
4147,303.880123,4.162625,5675.015,64.970552,9.095223,9.24914,0.882951,2.728369,225.276431,0.662677,3421.935826,1.692474
4148,805.995854,20.883142,50302.157,38.595527,7.010089,35.0,25.0,12.0,350.0,0.0,1075.188011,3.644204
4149,24042.632613,547.270269,988514.489,43.931918,7.479028,35.0,25.0,12.0,350.0,0.0,1223.181573,4.503618
4150,10935.892012,600.120826,870387.083,17.805097,4.761318,35.0,25.0,12.0,350.0,0.0,537.95436,4.111803
4151,57934.665366,3349.672515,6146148.221,16.113371,4.529479,35.0,25.0,12.0,350.0,0.0,495.274237,5.048673
4152,212.075627,5.306934,7071.534,34.552464,6.632764,14.628139,0.430738,3.889028,267.031564,0.459651,1434.796744,12.564838
4153,2169.10715,54.676595,75796.764,39.671585,7.107139,35.0,25.0,12.0,350.0,0.0,1114.314674,4.198645
4154,390.76733,31.375256,123750.757,12.386165,3.971216,35.0,25.0,12.0,350.0,0.0,401.244639,25.0
4155,183.92965,2.689055,4842.831,55.121631,8.377532,8.455076,0.0,1.469243,193.467755,0.649927,2946.172848,6.524439
4156,705.003695,25.278567,53223.304,27.889385,5.959016,35.0,25.0,6.543256,350.0,0.0,822.831234,4.02976
4157,42128.070648,757.665426,1214938.193,54.285789,8.313773,35.0,25.0,12.0,350.0,0.0,1533.914413,8.908845
4158,87768.510902,4104.343346,9536085.991,21.3843,5.217982,35.0,25.0,12.0,350.0,0.0,631.706184,18.907324
4159,4286.500079,182.969336,385590.054,22.909878,5.400904,35.0,25.0,12.0,350.0,0.0,670.201685,3.916617
4160,293641.604814,16389.11648,26328022.488,17.916866,4.776239,35.0,25.0,12.0,350.0,0.0,539.578641,18.988959
4161,1176.125136,76.367004,88229.083,15.40096,4.428218,35.0,25.0,12.0,350.0,0.0,482.905941,4.505374
4162,145.644912,9.009415,18515.125,16.165856,4.53685,35.0,9.168833,3.756292,350.0,0.298746,751.734088,5.032184
4163,6167.803059,123.434584,281648.7,49.968193,7.976307,35.0,25.0,12.0,350.0,0.0,1411.120786,9.565447
4164,711.672388,11.365136,22233.449,62.618906,8.929102,35.0,20.572797,10.283757,350.0,0.0,1731.129388,3.786574
4165,251.924308,10.755737,18196.775,23.422318,5.460973,35.0,16.962397,4.792772,350.0,0.209276,818.022541,11.556329
4166,296.916978,13.298287,25109.101,22.327461,5.331811,35.0,25.0,4.4598,350.0,0.233854,834.569279,4.471017
4167,515.70757,30.102473,50043.238,17.131734,4.670418,35.0,25.0,12.0,350.0,0.0,524.742519,5.813334
4168,6172.828159,86.423957,109659.302,71.424966,9.536304,35.0,25.0,12.0,350.0,0.0,1960.562311,8.051622
4169,1645.906661,70.370065,93896.159,23.389301,5.457122,35.0,25.0,12.0,350.0,0.0,690.302271,18.726701
4170,4679.192023,125.08164,198990.018,37.409103,6.901503,35.0,25.0,12.0,350.0,0.0,1066.486024,3.836717
4171,310.72535,6.557819,25651.35,47.382419,7.767185,31.230995,3.348217,2.819083,350.0,0.445832,2466.262854,3.172251
4172,249.880941,5.296911,12173.28,41.568979,7.275113,13.941419,1.187836,1.087556,335.504069,0.560971,2136.613702,1.845479
4173,21109.027044,515.90501,1349111.725,40.916499,7.217791,35.0,25.0,12.0,350.0,0.0,1171.248553,3.794325
4174,1386.87672,30.925632,27758.041,44.845542,7.556396,35.0,25.0,12.0,350.0,0.0,1237.988627,10.881094
4175,403.801702,8.874143,13939.14,42.075766,7.319326,35.0,8.690573,9.479197,350.0,0.0,1176.43828,3.492599
4176,302.557319,4.901736,9663.317,56.867307,8.509154,12.852319,0.0,1.52546,291.039904,0.588312,3059.529798,1.550209
4177,18653.039037,947.944069,3850789.176,17.169057,4.675502,35.0,25.0,12.0,350.0,0.0,493.688166,3.916238
4178,14733.843943,319.612009,578435.842,46.099156,7.661284,35.0,25.0,12.0,350.0,0.0,1283.652351,10.672713
4179,2116.388752,40.021614,42254.259,52.881144,8.205508,35.0,25.0,12.0,350.0,0.0,1483.539854,3.519472
4180,232.985658,12.474289,18125.09,18.67727,4.87654,35.0,25.0,6.15205,350.0,0.025209,567.121698,5.378959
4181,2357.197741,62.598864,344778.599,37.655599,6.924204,35.0,25.0,12.0,350.0,0.0,1087.190502,10.124449
4182,1993.314496,33.715325,77478.356,59.121913,8.676195,35.0,25.0,12.0,350.0,0.0,1637.693239,3.786812
4183,112.527357,2.982424,8542.285,29.707291,6.150162,6.912368,0.0,1.703482,270.62003,0.650588,1664.819186,5.347079
4184,6409.83959,80.592812,485708.331,75.381156,9.79685,35.0,25.0,12.0,350.0,0.0,2083.337004,3.397376
4185,2420.609888,39.990045,67703.399,60.530312,8.778929,35.0,25.0,12.0,350.0,0.0,1674.961377,3.529632
4186,720.148441,26.133699,69868.308,27.534862,5.92102,35.0,25.0,6.844366,350.0,0.0,799.458063,3.622384
4187,409.957356,25.80528,90912.004,15.886569,4.497489,35.0,25.0,6.499442,350.0,0.0,497.313883,4.139552
4188,2761.602142,50.137802,58643.945,55.08024,8.374386,35.0,25.0,12.0,350.0,0.0,1538.595679,3.606338
4189,190139.507864,8795.805269,18205141.125,19.039051,4.923543,35.0,25.0,12.0,350.0,0.0,573.475832,18.419935
4190,95.266689,3.033034,7058.095,26.811406,5.842717,3.527123,0.724965,3.160606,258.178164,0.691951,1308.55509,1.519342
4191,262.632129,4.080678,6323.213,57.667278,8.568796,9.99906,0.855043,0.992386,217.158785,0.688929,2888.955144,1.699191
4192,1321.677927,52.692887,80832.665,25.082663,5.651216,35.0,25.0,12.0,350.0,0.0,731.460817,16.811019
4193,378.242391,19.657461,40951.249,19.241671,4.949672,35.0,25.0,12.0,350.0,0.0,569.485471,21.862853
4194,134568.572845,2531.721477,3998763.618,53.152993,8.226572,35.0,25.0,12.0,350.0,0.0,1482.703581,9.505361
4195,8897.446511,222.502271,575148.83,39.988116,7.135436,35.0,25.0,12.0,350.0,0.0,1135.453033,3.47801
4196,4289.386741,89.324073,198301.374,48.020501,7.819309,35.0,25.0,12.0,350.0,0.0,1332.175319,3.913894
4197,1402.557283,64.87112,115444.47,21.620673,5.246741,35.0,25.0,12.0,350.0,0.0,640.674139,5.638754
4198,435.890268,13.420804,16006.369,32.4787,6.430643,35.0,25.0,12.0,350.0,0.0,924.717641,3.463702
4199,230.413527,2.70294,7629.702,67.642034,9.280329,5.221396,0.696347,0.828141,241.532488,0.718325,3270.108384,1.036041
4200,336.077439,9.641766,12781.425,34.856418,6.661874,35.0,13.906493,3.770925,350.0,0.288318,1504.007945,4.071048
4201,1152.936624,62.946204,239784.451,18.316222,4.829176,35.0,25.0,12.0,350.0,0.0,580.847698,4.290315
4202,30560.496901,922.435038,922601.236,33.130243,6.494824,35.0,25.0,12.0,350.0,0.0,959.436736,4.33257
4203,489.105498,15.568859,45668.055,31.415629,6.324525,35.0,25.0,7.394609,350.0,0.0,903.940693,4.413154
4204,143.859103,2.805553,4479.305,36.005752,6.770816,6.328821,0.961715,1.454471,186.007044,0.571792,1938.05781,1.723198
4205,357.289359,11.206561,24738.366,31.882158,6.371313,35.0,18.256346,6.884924,350.0,0.0,946.538116,3.40712
4206,176.30738,6.05712,11386.755,29.107462,6.087756,20.756407,3.258402,4.309491,350.0,0.414024,1092.296256,2.223171
4207,207720.280887,7440.224901,11062244.3,27.918549,5.962131,35.0,25.0,12.0,350.0,0.0,783.072834,13.384234
4208,18775.915191,444.552934,1731963.369,42.235499,7.333206,35.0,25.0,12.0,350.0,0.0,1203.754462,3.881841
4209,1961.192115,47.868678,73054.767,40.218043,7.155921,35.0,25.0,11.658912,350.0,0.0,1129.043869,3.219262
4210,299550.570273,9323.955719,10198732.745,29.268153,6.104537,35.0,25.0,12.0,350.0,0.0,856.287435,13.623467
4211,290.781733,5.825802,22431.229,49.912735,7.97188,22.559059,1.935882,3.835413,350.0,0.469555,2092.591172,8.896747
4212,406.805365,8.441371,12311.117,46.955437,7.73211,35.0,6.873986,3.493728,350.0,0.335999,2128.78857,3.737078
4213,721.945929,17.713782,34573.992,40.756171,7.203636,35.0,25.0,12.0,350.0,0.0,1148.005318,3.491361
4214,31.147597,2.25307,3423.283,8.549441,3.299316,7.140737,0.325897,2.231907,174.403379,0.51542,500.869977,2.336695
4215,1705.240437,118.161589,219543.415,13.725525,4.180416,35.0,25.0,12.0,350.0,0.0,411.643002,4.661623
4216,320.7164,22.493796,25191.9,13.953822,4.215039,35.0,25.0,12.0,350.0,0.0,422.904194,6.303091
4217,3627.263391,94.975652,195617.191,35.86465,6.757536,35.0,25.0,12.0,350.0,0.0,1027.796073,3.669672
4218,96.20231,8.356166,31338.1,10.20518,3.604669,35.0,7.874777,3.603613,350.0,0.287037,500.602913,16.849689
4219,275.510236,5.494231,9042.49,48.014034,7.818783,19.010526,1.895393,3.557623,302.679958,0.512736,2175.640794,2.052996
4220,3322.280129,96.343926,164304.797,34.483545,6.626146,35.0,25.0,12.0,350.0,0.0,985.433693,3.549182
4221,457.844726,21.904013,39491.834,20.902322,5.158843,35.0,25.0,4.855045,350.0,0.130301,721.760919,4.010848
4222,168.462013,6.6024,56444.321,23.924957,5.519257,33.745312,2.036088,3.086229,350.0,0.379424,1234.138905,19.459655
4223,566.861873,12.250748,39460.289,46.271614,7.675601,35.0,25.0,7.888937,350.0,0.0,1283.240592,3.422214
4224,5325.612211,119.877399,160436.466,44.42549,7.520924,35.0,25.0,12.0,350.0,0.0,1236.025054,3.939103
4225,49700.551748,1466.21629,3998756.005,33.897149,6.569565,35.0,25.0,12.0,350.0,0.0,950.189316,9.605863
4226,173.895121,12.849777,30161.128,13.263342,4.10943,35.0,25.0,7.941811,350.0,0.0,409.046572,4.452228
4227,652.830638,21.645378,33417.441,30.160278,6.196875,35.0,25.0,5.1622,350.0,0.104738,980.427433,3.536123
4228,105.999025,3.847602,5731.973,24.447749,5.579233,3.949572,1.32055,4.551761,248.734755,0.462116,924.108078,1.773642
4229,12970.31981,504.199804,1302665.594,25.724563,5.72307,35.0,25.0,12.0,350.0,0.0,737.67358,4.249084
4230,245.212172,7.3277,17922.823,32.974797,6.479569,35.0,4.494999,5.132914,350.0,0.121766,1088.53676,3.561068
4231,401.388217,30.822256,58726.724,13.022675,4.071976,35.0,25.0,8.012083,350.0,0.0,412.058659,5.594068
4232,113230.473149,7236.089015,11262206.884,13.606141,4.162196,35.0,25.0,12.0,350.0,0.0,402.745198,23.718936
4233,176.21639,8.175956,31251.139,21.487716,5.230584,35.0,7.284075,5.150446,350.0,0.091508,708.257237,3.486623
4234,473.67129,15.095107,31965.098,31.379128,6.32085,35.0,25.0,4.050266,350.0,0.286067,1254.155546,3.142209
4235,159.38391,5.202928,9185.342,29.5308,6.131866,14.73463,1.065739,2.310999,290.867343,0.598282,1630.764316,2.956124
4236,720.051204,16.329426,36245.344,43.124877,7.410013,35.0,25.0,11.2585,350.0,0.0,1232.878157,6.970134
4237,2360.943539,39.171519,63059.052,60.271942,8.760172,35.0,25.0,9.772297,350.0,0.0,1680.938194,3.46886
4238,37195.250763,696.835331,1888759.763,53.377389,8.243919,35.0,25.0,12.0,350.0,0.0,1483.131847,8.924802
4239,413.358855,23.477716,61537.437,17.606434,4.734681,35.0,25.0,12.0,350.0,0.0,494.901789,4.241458
4240,14082.689824,255.767741,456597.307,55.060461,8.372882,35.0,25.0,12.0,350.0,0.0,1540.952199,3.56951
4241,393.587821,10.315342,10722.274,38.155577,6.970021,35.0,16.601429,9.079552,350.0,0.0,1087.387957,12.65463
4242,322.828989,14.37705,21995.944,21.46435,5.227739,35.0,25.0,6.406233,350.0,0.0,641.434454,17.030016
4243,309.658428,4.607011,10168.76,65.022466,9.098856,11.80981,0.946603,1.421515,299.658665,0.714384,3430.092655,1.3611
4244,168.177109,5.087508,9552.212,30.080746,6.188699,14.925988,2.583821,0.725243,278.47583,0.59395,1438.381153,1.611144
4245,522.033973,10.260009,23283.21,50.880461,8.04879,35.0,14.290183,7.626058,350.0,0.0,1436.141737,6.959736
4246,2293.402824,65.762694,131891.344,34.873918,6.663546,35.0,25.0,12.0,350.0,0.0,995.512544,3.518409
4247,348.956841,12.15967,21606.183,28.697888,6.044773,35.0,24.963304,1.414979,350.0,0.513518,1566.300722,2.829902
4248,267.994761,8.391026,12126.695,31.938261,6.376916,35.0,7.325339,3.263612,350.0,0.390671,1539.124285,3.732782
4249,2002.578342,20.240941,44272.929,98.937017,11.223659,35.0,25.0,5.200251,350.0,0.144858,3067.229132,3.216885
4250,3744.937027,94.876929,126503.33,39.471524,7.089196,35.0,25.0,12.0,350.0,0.0,1140.55365,3.403024
4251,415081.246868,12814.821817,18697094.659,32.390715,6.421926,35.0,25.0,12.0,350.0,0.0,930.477081,14.020508
4252,2329.364079,68.953508,158305.675,33.781662,6.558365,35.0,25.0,12.0,350.0,0.0,985.253598,16.293333
4253,437.605556,9.944718,17681.023,43.781166,7.466185,35.0,13.423931,1.843411,350.0,0.405378,2398.489507,2.970611
4254,237.540473,14.369939,15748.41,16.530374,4.587715,35.0,25.0,6.523469,350.0,0.0,511.227505,20.078972
4255,3728.791203,47.53306,107870.793,78.446268,9.994043,35.0,25.0,12.0,350.0,0.0,2183.581907,3.544099
4256,180.750872,3.780367,5960.614,38.079596,6.963077,10.870503,1.552408,2.525216,228.412921,0.589195,2031.967235,7.09502
4257,14150.038082,443.51139,1722390.089,30.97498,6.280014,35.0,25.0,12.0,350.0,0.0,907.695786,3.820766
4258,272.037816,6.302529,14607.797,40.225558,7.156589,28.078888,1.207403,6.416246,350.0,0.0,1197.170442,3.57494
4259,108.943024,7.391872,9063.624,13.929887,4.211423,35.0,4.827849,2.006014,284.753721,0.348725,778.274867,3.502903
4260,12380.271491,315.884837,963185.592,39.192358,7.064082,35.0,25.0,12.0,350.0,0.0,1120.35083,3.967223
4261,387.647047,26.749445,57551.925,14.491779,4.295522,35.0,25.0,6.855955,350.0,0.0,453.560648,3.511732
4262,16646.440577,747.895824,3892770.369,22.2577,5.323475,35.0,25.0,12.0,350.0,0.0,664.364948,3.884328
4263,4380.709063,40.774474,104650.232,107.437537,11.695885,35.0,25.0,12.0,350.0,0.0,2995.734217,3.365544
4264,1017.701658,20.532997,168270.372,49.564204,7.943998,35.0,25.0,12.0,350.0,0.0,1398.650766,3.636411
4265,422767.304287,25438.834575,53616660.38,16.618973,4.599993,35.0,25.0,12.0,350.0,0.0,490.433777,22.493306
4266,122.295322,3.22609,3880.84,27.364211,5.902643,2.738523,0.095599,1.547546,175.546221,0.674334,1517.055413,9.524199
4267,187.29209,5.222356,17528.172,33.035499,6.48553,16.474565,1.61853,3.227176,350.0,0.564534,1644.314865,9.594402
4268,156.791119,11.922782,37550.721,12.797939,4.036687,35.0,23.15751,5.409511,350.0,0.054873,431.036638,16.252704
4269,295.761981,14.745229,21403.984,19.223325,4.947312,35.0,25.0,5.213563,350.0,0.058146,620.242459,4.671865
4270,197.951409,7.456498,24321.466,25.771405,5.728278,35.0,5.039324,8.068727,350.0,0.0,763.685924,3.645813
4271,229.27401,2.959784,5293.826,59.231158,8.684207,7.509103,0.0,0.904335,195.474584,0.545211,2928.10388,0.952172
4272,425.205796,20.274775,38487.996,20.972158,5.167454,35.0,25.0,5.329587,350.0,0.207241,697.619139,3.399277
4273,74.210932,3.258103,5415.466,19.427685,4.97354,7.096787,0.0,0.574239,194.800183,0.697077,944.413039,2.008732
4274,101416.25175,2105.064817,2936933.026,40.264668,7.160068,35.0,25.0,12.0,350.0,0.0,1159.939986,12.313415
4275,182687.441599,5293.022761,37762335.434,34.514766,6.629145,35.0,25.0,12.0,350.0,0.0,958.164292,7.97323
4276,65356.793536,990.844138,964807.043,65.256213,9.115196,35.0,25.0,12.0,350.0,0.0,1836.089194,8.475404
4277,259.117267,9.378647,14869.928,26.362236,5.793569,35.0,11.768482,1.789095,350.0,0.410496,1468.05433,3.139477
4278,1163.287417,39.607967,105646.028,29.370036,6.115153,35.0,25.0,12.0,350.0,0.0,835.412298,12.237087
4279,2562.554886,126.452112,232453.101,20.265022,5.079589,35.0,25.0,12.0,350.0,0.0,619.274986,12.598692
4280,1662.903179,38.310827,174460.649,43.405567,7.434089,35.0,25.0,12.0,350.0,0.0,1236.127867,3.476438
4281,7530.001629,171.020388,484665.86,44.029848,7.487359,35.0,25.0,12.0,350.0,0.0,1238.195405,3.531887
4282,332.501178,16.725386,16970.573,19.88003,5.031107,35.0,25.0,2.674548,350.0,0.476445,1080.726275,3.157928
4283,1222.889304,21.690094,57788.391,56.380082,8.472624,35.0,25.0,12.0,350.0,0.0,1571.332086,7.013562
4284,5319.82574,116.037444,182572.423,45.845768,7.640199,35.0,25.0,12.0,350.0,0.0,1272.289338,3.545557
4285,8963.525091,100.891528,184264.985,88.843189,10.635726,35.0,25.0,12.0,350.0,0.0,2419.306386,3.597812
4286,186.471508,7.313513,21057.017,22.205593,5.31724,35.0,5.024901,5.177635,350.0,0.064643,726.142032,3.880844
4287,379.022086,27.101928,176100.711,13.98506,4.219755,35.0,25.0,4.036155,350.0,0.294446,597.279636,3.605694
4288,825.071912,18.504675,30162.486,44.587215,7.534601,35.0,25.0,12.0,350.0,0.0,1254.407075,3.570881
4289,35629.149353,2927.438879,5483036.226,11.695945,3.858982,35.0,25.0,12.0,350.0,0.0,369.375485,4.576178
4290,485.285738,22.764279,32413.271,18.709209,4.880707,35.0,25.0,5.970529,350.0,0.0,582.768894,3.483429
4291,230.246169,2.59336,4545.595,64.127476,9.036019,3.169499,0.0,2.229472,197.010327,0.645444,3483.100074,3.089865
4292,2655.589048,78.705995,248858.47,33.74062,6.55438,35.0,25.0,12.0,350.0,0.0,926.031409,4.092463
4293,7168.061289,190.393245,396727.038,36.44809,6.812279,35.0,25.0,12.0,350.0,0.0,1031.432493,3.501668
4294,65.954688,1.524355,2491.029,24.585036,5.594876,11.124402,0.0,1.806113,150.683813,0.434422,1375.779129,11.458947
4295,15102.586769,131.789904,1618345.545,114.595931,12.079241,35.0,25.0,12.0,350.0,0.0,3138.913753,4.8451
4296,1476.859506,44.647443,90661.644,33.078255,6.489726,35.0,25.0,12.0,350.0,0.0,919.634759,3.715144
4297,315.238748,13.863416,11596.641,22.738894,5.380712,35.0,25.0,6.579891,350.0,0.0,707.103188,21.762961
4298,335.825214,7.807843,14363.468,43.011267,7.400246,35.0,4.61212,5.487116,350.0,0.059935,1311.913117,3.281904
4299,404.943591,5.8539,9537.534,64.235168,9.043603,20.959159,1.679136,4.755878,327.421217,0.346107,2166.656558,2.16021
4300,122.297561,3.465317,9486.19,28.877941,6.063707,6.306627,1.335129,2.365414,296.901339,0.669879,1595.876911,1.443686
4301,374.472274,11.179022,21614.54,33.497767,6.530749,35.0,19.887483,5.990634,350.0,0.0,1000.483269,15.965928
4302,211.836877,3.502003,5326.78,51.054457,8.06254,4.257398,0.608859,2.039983,209.820744,0.68592,2835.823125,7.047503
4303,463.039971,8.163737,19061.674,56.719122,8.49806,35.0,6.763609,0.970136,350.0,0.539201,2832.808418,2.782094
4304,309.817156,4.655627,10145.533,60.000102,8.740395,9.056566,1.077491,3.307043,321.20111,0.620518,2873.677313,1.340772
4305,3748.093777,179.177376,252124.769,19.874609,5.030421,35.0,25.0,12.0,350.0,0.0,576.478939,23.483626
4306,1760.559701,45.797272,44167.71,38.442458,6.996174,35.0,25.0,12.0,350.0,0.0,1073.52805,4.094503
4307,389.411362,17.111976,29190.318,22.756657,5.382813,35.0,25.0,10.131555,350.0,0.0,651.594061,3.994324
4308,130.944728,5.294253,8119.752,24.733372,5.611729,16.768678,0.442935,6.541787,319.938707,0.197502,714.997242,2.580248
4309,30.94704,0.976605,3657.273,14.279818,4.263992,14.638506,1.001925,0.05,152.428212,0.321641,625.845919,2.515404
4310,315626.367522,18039.240716,32707481.14,17.496655,4.719898,35.0,25.0,12.0,350.0,0.0,533.389718,22.463972
4311,443.004166,23.869696,46250.889,18.559271,4.861111,35.0,25.0,12.0,350.0,0.0,541.373661,4.054958
