resistance_growth_pct_1000cyc,strength_retention_pct_1000cyc,cycles_to_failure,crack_growth_mm,delamination_probability,reliability_class
15.97,83.58,7351,0.29,0.6572,B
15.87,78.83,8274,0.287,0.5947,B
12.59,89.97,8844,0.314,0.4431,B
19.33,81.19,8643,0.377,0.7655,B
14.21,88.34,6810,0.204,0.4373,B
18.58,73.03,7680,0.256,0.7397,C
20.08,73.96,7394,0.505,0.9247,C
18.7,86.99,8340,0.174,0.6124,B
17.6,78.42,9422,0.337,0.7431,B
16.71,72.87,8367,0.292,0.754,C
17.49,87.34,6998,0.24,0.7046,B
23.13,80.15,8220,0.295,0.7544,B
25.2,75.43,7586,0.379,0.8052,B
14.4,86.39,7820,0.252,0.5217,B
13.33,76.31,6783,0.366,0.8148,B
20.34,74.47,6823,0.412,0.826,C
22.03,71.85,5948,0.464,0.8589,C
15.89,89.93,9556,0.302,0.6638,B
20.1,72.86,6918,0.578,0.875,C
28.59,66.11,6165,0.735,1.0,C
12.72,90.98,8044,0.283,0.4534,A
10.82,90.08,9424,0.167,0.4969,A
10.93,98.1,9125,0.174,0.3584,A
20.2,80.55,7970,0.39,0.8346,B
12.83,93.74,9260,0.186,0.4495,A
14.97,90.87,8515,0.269,0.49,A
7.56,98.22,8161,0.251,0.3825,A
17.65,89.83,8035,0.343,0.4998,B
20.08,81.02,7249,0.37,0.7928,B
35.69,63.67,6680,0.893,0.9702,C
26.71,69.78,6820,0.676,0.9077,C
14.09,85.75,8592,0.234,0.4822,B
13.55,79.82,8061,0.26,0.691,B
13.69,94.56,7660,0.223,0.3853,A
17.34,74.45,6471,0.426,0.8289,C
15.84,95.1,8729,0.249,0.4548,B
21.89,67.28,6232,0.588,0.9776,C
21.5,86.29,6264,0.252,0.595,B
23.07,67.45,7622,0.584,0.9409,C
6.19,96.44,8072,0.163,0.3682,A
25.51,70.96,7064,0.565,0.9031,C
36.8,63.86,6135,0.629,0.9405,C
12.73,94.66,8220,0.309,0.4246,A
11.75,97.06,8296,0.336,0.5362,A
15.74,81.73,8565,0.214,0.5565,B
18.73,72.49,9079,0.234,0.741,C
16.6,80.49,9088,0.293,0.7901,B
9.25,100.0,9806,0.221,0.2948,A
18.27,94.0,8879,0.367,0.5194,B
17.61,80.49,7834,0.316,0.736,B
10.5,100.0,10429,0.183,0.3233,A
38.21,56.95,6533,0.982,1.0,C
26.46,68.0,6508,0.561,0.8885,C
21.05,77.62,8521,0.308,0.7612,B
16.75,79.4,9015,0.2,0.6867,B
12.29,88.04,8232,0.204,0.5103,B
21.48,81.35,7574,0.359,0.8148,B
13.05,99.45,9048,0.219,0.3869,A
14.2,95.54,8772,0.341,0.5633,A
9.07,89.92,8740,0.236,0.5279,B
16.85,96.39,8192,0.237,0.4591,B
15.79,70.44,7465,0.315,0.8104,C
11.97,90.11,7166,0.248,0.5245,A
19.55,72.07,6663,0.402,0.7909,C
16.14,88.84,7572,0.285,0.4608,B
14.08,85.82,8957,0.242,0.5156,B
21.61,69.38,7227,0.329,0.7773,C
18.03,75.95,8053,0.266,0.7668,B
27.8,69.63,6435,0.601,0.8997,C
25.23,75.52,7486,0.396,0.8105,B
10.35,98.59,8533,0.258,0.3873,A
12.87,100.0,9374,0.227,0.4753,A
12.12,85.78,8693,0.206,0.4072,B
12.87,95.6,7433,0.333,0.4169,A
20.96,91.98,7398,0.444,0.6081,B
15.15,85.09,9550,0.377,0.4726,B
9.11,93.83,9092,0.182,0.4427,A
13.34,79.86,7631,0.298,0.5895,B
12.95,93.41,7174,0.325,0.4498,A
28.22,75.75,6105,0.396,0.7991,B
10.85,96.12,7294,0.323,0.4418,A
17.97,77.65,6894,0.371,0.8331,B
15.8,91.74,6904,0.279,0.5047,B
22.16,97.63,8608,0.332,0.5802,B
18.57,75.6,8492,0.216,0.724,B
12.73,90.39,7653,0.184,0.5081,A
16.7,74.4,8188,0.398,0.8197,C
20.27,85.29,6656,0.324,0.6218,B
16.36,96.22,8296,0.259,0.3474,B
13.4,93.12,7056,0.285,0.4443,A
34.82,67.77,6489,0.598,0.9168,C
8.72,100.0,10151,0.183,0.4134,A
23.28,66.26,7343,0.628,0.9553,C
18.13,86.0,9120,0.244,0.5474,B
14.5,94.37,7026,0.319,0.4452,A
23.62,82.77,7288,0.344,0.7365,B
15.84,71.96,7713,0.372,0.7738,C
33.75,69.43,7030,0.675,0.9584,C
14.95,82.61,9905,0.278,0.7729,B
15.17,88.83,7715,0.269,0.5189,B
12.87,83.66,8611,0.239,0.6439,B
22.44,70.91,6885,0.394,0.8485,C
27.32,69.54,6810,0.706,1.0,C
12.23,88.41,9208,0.244,0.5695,B
13.32,88.63,7182,0.246,0.5006,B
18.5,74.15,6354,0.446,0.8266,C
30.08,63.77,6027,0.662,0.9159,C
14.77,84.11,7450,0.257,0.5372,B
35.64,60.44,7370,0.814,0.9915,C
27.67,78.92,7566,0.435,0.8993,B
16.42,81.0,7958,0.318,0.689,B
29.51,69.3,6815,0.335,0.797,C
15.9,81.52,7477,0.339,0.6797,B
25.42,76.32,6242,0.429,0.9074,B
11.85,97.24,7724,0.154,0.3727,A
18.91,96.94,8443,0.28,0.4507,B
13.11,91.89,6336,0.271,0.407,A
18.5,89.17,7968,0.257,0.5396,B
25.76,70.61,6701,0.552,0.9664,C
21.1,76.06,7271,0.536,0.8578,B
17.52,78.35,8494,0.256,0.7923,B
49.02,56.61,5644,0.908,0.9233,C
8.47,98.24,9148,0.202,0.3809,A
36.47,61.83,6020,0.716,0.9554,C
14.6,83.31,6707,0.281,0.5302,B
23.69,76.69,8925,0.305,0.7091,B
14.06,86.26,8731,0.22,0.4881,B
44.08,58.72,6160,0.871,1.0,C
18.63,76.05,8081,0.364,0.8306,B
25.91,67.37,6779,0.617,0.9371,C
18.72,79.57,7832,0.404,0.8768,B
13.54,87.79,9354,0.188,0.5202,B
8.09,93.73,8016,0.292,0.426,A
13.58,82.92,8343,0.268,0.4893,B
17.57,90.42,7239,0.274,0.4371,B
30.45,72.81,6000,0.38,0.8748,C
16.8,78.4,7644,0.351,0.8018,B
16.02,73.95,8210,0.316,0.7202,C
27.38,68.49,7733,0.488,0.8921,C
17.76,78.22,8786,0.317,0.7755,B
16.63,87.88,8295,0.214,0.4762,B
21.54,90.11,7918,0.416,0.6234,B
13.8,98.99,9876,0.245,0.4528,A
10.71,90.85,7739,0.32,0.4889,A
14.45,95.52,8307,0.199,0.3759,A
17.58,85.26,8039,0.241,0.597,B
23.81,70.96,7538,0.526,0.9068,C
17.6,70.6,7816,0.377,0.8082,C
20.82,75.67,6931,0.384,0.8559,B
14.26,89.07,6314,0.316,0.5349,B
25.44,80.04,4583,0.355,0.6609,B
26.1,75.94,6261,0.459,0.9113,B
6.35,92.35,8397,0.187,0.4205,A
14.21,98.36,8706,0.343,0.4363,A
35.06,62.17,7346,0.88,0.9796,C
24.04,79.73,7082,0.27,0.6965,B
20.35,77.32,8303,0.31,0.7893,B
31.35,78.82,5328,0.485,0.7963,B
14.76,80.81,6714,0.293,0.6385,B
29.33,68.56,7456,0.606,0.993,C
30.57,66.04,6967,0.637,0.9105,C
19.66,78.67,7036,0.244,0.5956,B
22.67,78.97,7251,0.412,0.8544,B
18.01,82.54,6862,0.289,0.7016,B
15.04,88.39,7408,0.349,0.5767,B
14.05,85.53,10713,0.224,0.5928,B
17.12,76.94,7068,0.466,0.8508,B
10.74,79.86,8948,0.27,0.6612,B
13.1,78.29,9386,0.32,0.8456,B
13.16,91.47,7478,0.35,0.4856,A
21.04,77.46,7519,0.415,0.8278,B
19.15,76.22,7792,0.352,0.7983,B
9.48,98.39,9599,0.338,0.4427,A
13.9,92.79,7811,0.229,0.531,A
17.95,77.7,7539,0.49,0.8661,B
38.31,69.12,6716,0.604,0.993,C
16.27,82.89,8393,0.246,0.7309,B
13.95,82.99,8548,0.258,0.616,B
18.76,93.1,7045,0.403,0.5556,B
13.9,97.84,7579,0.29,0.4145,A
12.76,86.06,8496,0.285,0.4835,B
14.4,84.03,8596,0.251,0.619,B
11.9,85.35,6895,0.326,0.6065,B
18.02,72.88,7971,0.425,0.8389,C
10.38,90.45,8219,0.155,0.3719,A
21.8,79.67,8174,0.366,0.7812,B
18.52,78.13,8698,0.332,0.7785,B
8.58,90.1,7104,0.32,0.5018,A
16.3,80.38,7423,0.387,0.8366,B
22.35,70.01,7517,0.503,0.9256,C
21.63,74.57,7077,0.508,0.9167,C
11.96,98.35,9337,0.249,0.3917,A
37.77,58.12,6789,0.763,1.0,C
20.73,79.28,8898,0.37,0.821,B
16.92,79.86,8649,0.287,0.7315,B
21.2,74.02,7055,0.375,0.8405,C
10.72,93.79,8707,0.269,0.5108,A
17.21,90.46,7155,0.365,0.5195,B
29.47,62.01,6442,0.542,0.9345,C
18.74,72.25,6908,0.396,0.8727,C
16.75,74.03,8009,0.381,0.7019,C
16.06,83.53,5967,0.314,0.5049,B
36.3,62.43,7334,0.964,1.0,C
26.76,84.8,6027,0.362,0.8276,B
10.67,87.07,7789,0.186,0.3883,B
14.06,78.49,7749,0.283,0.5868,B
14.32,94.63,8411,0.286,0.4376,A
25.48,71.91,7452,0.565,0.9104,C
7.6,92.2,8270,0.249,0.4573,A
21.55,77.9,7966,0.219,0.7284,B
14.09,81.62,7796,0.267,0.6498,B
15.39,94.35,7532,0.218,0.507,B
15.61,79.46,7971,0.345,0.6928,B
16.67,89.8,8656,0.36,0.4434,B
15.12,91.94,7175,0.188,0.4559,B
14.9,81.82,7340,0.302,0.5534,B
16.51,94.6,8573,0.414,0.6083,B
11.06,100.0,9674,0.249,0.3486,A
16.35,95.69,7224,0.241,0.4759,B
40.03,62.56,5635,0.769,0.9742,C
20.97,70.34,7157,0.496,0.9593,C
15.67,76.67,8248,0.344,0.7266,B
11.69,93.55,7413,0.195,0.4138,A
17.42,93.82,7850,0.307,0.4912,B
20.0,74.83,6937,0.448,0.8973,C
17.76,71.79,9051,0.328,0.7918,C
12.26,91.57,6979,0.33,0.4708,A
11.36,100.0,10273,0.263,0.3665,A
29.39,65.12,7110,0.751,1.0,C
13.31,87.58,6399,0.293,0.5539,B
24.94,77.21,7848,0.343,0.7928,B
17.96,83.85,7557,0.242,0.5691,B
14.14,88.08,7017,0.235,0.5019,B
30.17,65.5,6545,0.749,1.0,C
30.42,66.76,6941,0.707,1.0,C
23.5,78.52,6820,0.353,0.7493,B
23.13,95.16,7835,0.471,0.7566,B
15.93,82.68,10265,0.197,0.6188,B
25.98,70.26,5986,0.419,0.8987,C
11.03,86.2,8493,0.266,0.5469,B
11.42,89.3,9617,0.219,0.5818,B
10.58,89.48,8742,0.22,0.4723,B
16.75,82.6,8148,0.287,0.7052,B
23.9,85.74,5299,0.357,0.6027,B
23.48,74.34,7059,0.5,0.9072,C
18.03,75.88,9695,0.351,0.7445,B
15.68,88.3,9005,0.223,0.5875,B
34.55,59.58,6841,0.876,0.9618,C
11.77,85.23,7264,0.365,0.5334,B
12.41,84.76,9455,0.293,0.7065,B
32.28,66.52,6624,0.784,0.9089,C
24.21,94.18,9003,0.39,0.6518,B
15.62,87.65,7956,0.253,0.5542,B
21.6,79.77,7707,0.363,0.7412,B
35.12,66.45,6335,0.767,0.9885,C
19.27,80.8,7926,0.37,0.8331,B
16.93,81.7,7695,0.272,0.5771,B
24.29,76.29,7449,0.382,0.8412,B
15.84,91.34,7008,0.306,0.529,B
13.07,87.38,8100,0.228,0.5318,B
32.19,68.69,6185,0.593,0.9079,C
22.81,71.72,7594,0.463,0.8878,C
13.75,88.22,8545,0.181,0.4119,B
17.21,87.34,9533,0.222,0.566,B
29.23,66.47,6921,0.693,0.9801,C
29.35,71.73,5748,0.507,0.8714,C
20.94,68.02,6925,0.482,0.8625,C
22.13,67.46,7024,0.514,0.984,C
27.61,68.92,6412,0.665,0.99,C
18.75,80.11,8454,0.253,0.7567,B
9.3,95.58,8463,0.199,0.3748,A
13.56,86.42,7781,0.266,0.5397,B
22.27,80.6,6703,0.343,0.77,B
26.33,69.54,7230,0.54,0.9007,C
13.55,83.5,8524,0.245,0.6492,B
13.32,83.24,8367,0.3,0.6426,B
21.35,75.21,7452,0.398,0.8497,B
13.41,96.97,8544,0.312,0.4834,A
16.59,76.04,7388,0.236,0.7273,B
36.34,57.36,6569,0.895,0.9619,C
16.65,76.47,7706,0.289,0.7566,B
14.48,85.09,9040,0.198,0.6016,B
11.37,100.0,10979,0.202,0.2916,A
27.99,68.85,5807,0.467,0.9105,C
21.8,76.44,6867,0.304,0.7511,B
14.12,74.52,9257,0.334,0.7397,C
18.32,86.61,5973,0.288,0.5776,B
17.27,80.56,6871,0.278,0.6026,B
13.45,87.76,8049,0.258,0.4947,B
19.53,68.45,7303,0.424,0.866,C
37.23,71.47,6211,0.596,0.9461,C
12.01,100.0,8710,0.254,0.3735,A
5.56,100.0,9544,0.256,0.3397,A
9.4,90.37,8148,0.216,0.3921,A
13.77,82.31,10074,0.27,0.6778,B
11.02,88.69,9395,0.176,0.5129,B
19.52,75.98,8639,0.339,0.8153,B
28.81,68.32,6564,0.503,0.8611,C
21.01,70.12,7349,0.334,0.7944,C
11.0,100.0,11188,0.185,0.3043,A
26.47,69.18,6977,0.562,0.952,C
22.13,77.62,7847,0.344,0.8009,B
15.67,76.27,7757,0.38,0.8034,B
11.63,93.7,7279,0.283,0.4556,A
18.53,71.81,8839,0.349,0.7291,C
14.64,84.41,9273,0.292,0.5871,B
17.72,74.38,8891,0.271,0.6993,C
17.99,72.74,8507,0.337,0.8363,C
15.43,95.2,8360,0.31,0.4722,B
5.98,98.16,9497,0.205,0.287,A
9.06,93.66,8739,0.256,0.4236,A
44.54,62.46,6406,0.718,0.9308,C
19.61,80.17,8225,0.363,0.8433,B
14.21,86.04,8362,0.31,0.6716,B
13.32,88.13,9529,0.3,0.4201,B
10.9,98.12,8793,0.206,0.3981,A
37.28,65.13,7326,0.875,0.9533,C
10.82,95.26,7737,0.254,0.29,A
16.6,79.07,7365,0.327,0.7937,B
11.16,91.79,9446,0.23,0.4041,A
21.85,76.67,6838,0.465,0.9306,B
21.68,75.3,7410,0.324,0.7614,B
22.36,78.79,7743,0.359,0.8201,B
13.27,91.56,7614,0.242,0.4488,A
19.27,81.82,8709,0.294,0.5961,B
18.61,85.48,7158,0.365,0.5734,B
12.32,81.32,10212,0.227,0.6288,B
20.22,79.19,8236,0.288,0.7605,B
13.95,89.87,7189,0.25,0.5964,B
21.23,67.62,6585,0.398,0.8748,C
12.79,94.52,8429,0.21,0.3882,A
22.12,64.9,7639,0.566,0.9748,C
8.33,94.1,9328,0.189,0.368,A
17.89,76.98,7641,0.355,0.8346,B
12.79,85.44,9551,0.211,0.508,B
30.33,66.46,6444,0.569,0.9464,C
10.83,96.84,8821,0.283,0.3974,A
13.29,85.19,9103,0.229,0.5506,B
12.59,88.14,8070,0.239,0.6112,B
24.82,75.84,6877,0.362,0.8555,B
8.38,93.87,8571,0.167,0.4375,A
11.34,100.0,8593,0.236,0.3599,A
18.88,78.72,7427,0.383,0.8616,B
15.69,88.56,8074,0.243,0.6344,B
11.03,96.77,9504,0.218,0.376,A
11.72,95.13,7065,0.245,0.4414,A
13.65,89.72,7138,0.283,0.4967,B
26.11,68.15,7102,0.437,0.841,C
17.81,83.52,6067,0.341,0.5905,B
18.37,85.13,7173,0.301,0.5827,B
16.51,75.11,8365,0.231,0.5891,B
20.06,73.84,6794,0.327,0.6256,C
24.55,69.55,6921,0.532,0.8831,C
15.96,82.67,8488,0.24,0.6099,B
12.98,83.35,7703,0.279,0.5483,B
13.2,97.61,8756,0.228,0.4402,A
21.1,74.88,7091,0.428,0.8789,C
18.76,85.8,8275,0.331,0.6921,B
17.16,94.56,7057,0.345,0.5687,B
21.53,83.68,7403,0.52,0.705,B
25.06,65.0,6447,0.477,0.9126,C
15.42,84.36,7339,0.257,0.6615,B
11.55,81.51,7041,0.257,0.5474,B
13.42,90.52,8114,0.302,0.5191,A
25.1,68.25,6068,0.358,0.8215,C
10.97,87.0,6967,0.331,0.4911,B
35.42,62.02,6315,0.845,0.9844,C
15.82,75.44,9046,0.334,0.7186,B
12.82,100.0,10410,0.241,0.4005,A
21.03,74.86,6240,0.41,0.8718,C
22.38,75.16,7202,0.4,0.8332,B
20.71,73.14,8595,0.4,0.8495,C
16.44,80.53,6967,0.209,0.5444,B
47.31,61.92,7026,0.913,0.9724,C
25.37,67.82,6130,0.511,0.8764,C
13.29,92.3,8434,0.208,0.5219,A
17.08,77.43,7654,0.378,0.8355,B
18.82,74.27,8326,0.343,0.7136,C
15.75,79.53,9255,0.266,0.7243,B
20.52,73.16,7099,0.353,0.7793,C
30.67,66.12,6214,0.594,0.9018,C
14.86,80.0,8682,0.241,0.6922,B
13.01,93.56,7685,0.258,0.3945,A
28.11,76.62,6488,0.424,0.8249,B
34.23,65.69,6240,0.88,0.9988,C
16.69,76.49,8378,0.282,0.6854,B
11.34,98.43,9259,0.283,0.4809,A
14.0,89.79,6303,0.219,0.433,B
23.75,73.38,6523,0.469,0.8968,C
22.37,73.02,7302,0.569,0.9608,C
9.45,88.21,8263,0.209,0.379,B
9.79,94.95,8558,0.247,0.4115,A
18.65,90.44,6946,0.337,0.5553,B
24.06,73.4,8086,0.241,0.7504,C
10.61,94.01,7859,0.259,0.4196,A
19.54,80.59,8149,0.338,0.8329,B
32.19,60.94,7569,0.762,0.9421,C
10.32,97.84,9203,0.274,0.4019,A
16.07,85.14,9238,0.171,0.5328,B
11.33,84.91,8332,0.244,0.5158,B
15.83,87.9,8472,0.314,0.5524,B
15.38,79.92,8070,0.205,0.6614,B
8.82,88.86,9118,0.183,0.455,B
16.85,95.49,8647,0.366,0.577,B
20.88,73.87,7751,0.312,0.7773,C
16.84,85.0,7700,0.275,0.5014,B
19.08,79.0,8892,0.334,0.7994,B
26.49,75.2,7254,0.52,0.9122,B
19.55,75.49,7215,0.293,0.6695,B
12.09,98.06,7954,0.159,0.3874,A
32.91,64.12,6658,0.638,0.9449,C
16.02,94.13,8215,0.345,0.4807,B
10.79,79.19,6746,0.268,0.3804,B
12.17,85.42,9394,0.237,0.5229,B
27.83,72.6,6304,0.635,0.9103,C
30.38,74.08,6554,0.513,0.9016,C
17.04,79.05,5556,0.326,0.5138,B
11.97,90.18,9245,0.204,0.4084,A
17.18,78.22,7529,0.401,0.7943,B
24.76,73.89,7008,0.475,0.9193,C
31.39,65.51,6464,0.733,0.9292,C
9.79,94.07,9012,0.245,0.4183,A
14.37,88.76,7461,0.271,0.4627,B
7.6,93.46,7721,0.176,0.3974,A
20.81,77.02,8331,0.391,0.8375,B
32.31,67.77,6505,0.65,0.9273,C
36.62,66.48,7099,0.76,0.9484,C
10.16,89.02,8183,0.264,0.5564,B
12.58,89.22,8862,0.274,0.5092,B
27.08,71.02,6553,0.694,0.941,C
10.42,95.35,9245,0.178,0.3868,A
11.79,86.42,6995,0.261,0.3886,B
13.84,73.57,9448,0.322,0.7302,C
25.73,68.95,7234,0.589,0.9361,C
13.07,80.91,10202,0.216,0.639,B
10.33,90.6,8756,0.259,0.3994,A
10.98,92.27,8238,0.219,0.5227,A
9.65,97.73,8391,0.219,0.3834,A
19.58,78.32,7242,0.3,0.7503,B
22.41,77.14,7608,0.414,0.862,B
11.14,92.66,7187,0.363,0.4755,A
30.11,64.37,6141,0.799,0.962,C
16.27,80.96,7334,0.28,0.6318,B
11.77,86.24,8844,0.285,0.6086,B
11.88,91.96,8953,0.271,0.4155,A
26.92,65.55,6683,0.597,0.9921,C
16.72,74.0,8382,0.337,0.7955,C
16.65,76.38,8210,0.309,0.8539,B
11.98,93.33,9280,0.216,0.3776,A
24.05,76.67,7406,0.28,0.7169,B
20.19,78.02,7598,0.385,0.9052,B
20.44,73.82,7263,0.385,0.8263,C
29.53,66.73,7019,0.644,0.9317,C
28.47,70.19,6705,0.649,0.9472,C
14.32,76.07,8932,0.312,0.7859,B
8.12,94.53,7973,0.171,0.3978,A
36.43,69.97,7119,0.643,0.8965,C
14.95,92.71,7228,0.266,0.5379,A
9.19,96.52,8522,0.236,0.4316,A
20.45,84.24,7971,0.352,0.6987,B
16.44,83.28,8104,0.221,0.6926,B
16.65,74.72,8133,0.34,0.7396,C
19.87,72.43,7444,0.306,0.8045,C
23.29,75.32,6799,0.376,0.874,B
12.58,79.06,7571,0.299,0.6705,B
13.23,81.26,10230,0.257,0.6295,B
24.42,75.78,7638,0.406,0.8877,B
23.06,70.79,6557,0.488,0.9074,C
23.41,70.12,7671,0.534,0.89,C
12.65,96.65,8372,0.216,0.408,A
19.11,80.34,7202,0.21,0.5963,B
13.27,82.01,8986,0.269,0.5773,B
32.32,62.04,6919,0.857,0.9676,C
9.47,92.95,8066,0.218,0.4315,A
12.17,81.06,7846,0.238,0.6725,B
10.35,90.58,8408,0.314,0.4102,A
11.69,79.71,8792,0.276,0.6877,B
26.29,71.37,7047,0.707,0.9347,C
6.94,95.66,8224,0.176,0.3673,A
10.77,98.03,8870,0.265,0.4001,A
20.76,72.25,7658,0.451,0.8658,C
30.38,68.51,6032,0.643,0.9427,C
21.92,70.62,7982,0.496,0.877,C
20.82,87.12,6030,0.293,0.612,B
15.54,98.56,8229,0.347,0.495,B
12.83,95.39,6799,0.244,0.4734,A
34.26,62.95,7345,0.856,1.0,C
15.62,76.45,8973,0.269,0.7126,B
13.32,84.41,6751,0.372,0.4887,B
40.65,67.91,6731,0.76,0.965,C
17.3,93.04,6027,0.323,0.6062,B
20.07,78.61,8637,0.376,0.7911,B
30.09,62.25,7524,0.774,1.0,C
14.08,94.33,8619,0.267,0.3671,A
9.39,100.0,10138,0.242,0.3478,A
36.96,59.67,7254,0.871,0.9629,C
15.24,82.22,8415,0.256,0.7342,B
27.68,63.34,6921,0.644,0.9399,C
32.44,68.48,6946,0.581,0.9107,C
16.42,97.4,8178,0.196,0.3876,B
14.44,86.95,8859,0.18,0.5567,B
11.02,93.4,10033,0.172,0.4227,A
11.55,90.17,8536,0.174,0.5177,A
19.08,79.53,6863,0.434,0.8697,B
20.44,89.66,7787,0.42,0.6873,B
33.37,74.24,5962,0.495,0.9592,C
11.59,87.67,6536,0.208,0.4535,B
29.21,64.68,6199,0.671,0.9259,C
19.38,75.96,7671,0.305,0.7583,B
17.15,76.92,9108,0.236,0.6989,B
36.17,62.34,6416,0.905,0.963,C
20.51,77.05,9504,0.348,0.7469,B
13.9,82.4,6290,0.306,0.5628,B
9.27,99.3,10157,0.199,0.3621,A
13.01,94.78,8147,0.308,0.4954,A
15.15,87.33,6293,0.274,0.5567,B
20.93,74.15,7093,0.357,0.8739,C
29.43,75.51,7164,0.445,0.862,B
10.08,86.88,7635,0.196,0.5266,B
15.89,76.76,8902,0.291,0.7172,B
14.08,96.64,8027,0.196,0.4002,A
29.49,70.98,6198,0.6,0.9471,C
18.73,81.26,8289,0.257,0.6235,B
24.24,76.34,8433,0.272,0.7554,B
15.61,89.82,6841,0.221,0.4423,B
10.78,97.91,9875,0.3,0.3879,A
14.61,76.43,8338,0.297,0.6636,B
17.55,83.6,8054,0.3,0.6521,B
13.63,97.53,7317,0.283,0.4525,A
18.65,85.51,8978,0.288,0.6004,B
17.47,83.25,8682,0.241,0.7465,B
15.18,76.53,7999,0.28,0.7846,B
22.05,73.75,7020,0.344,0.7837,C
16.97,92.11,8872,0.358,0.5571,B
10.35,83.46,8560,0.237,0.5576,B
15.77,87.53,8152,0.251,0.5968,B
14.65,87.26,6819,0.25,0.4275,B
14.83,79.82,9116,0.233,0.7453,B
19.0,72.82,7529,0.322,0.722,C
18.66,88.07,6791,0.343,0.633,B
16.36,82.68,9672,0.188,0.5834,B
7.83,94.31,7736,0.295,0.4778,A
7.38,94.55,8497,0.2,0.3535,A
29.47,71.13,6744,0.38,0.8475,C
15.96,96.79,9204,0.28,0.4255,B
20.43,76.88,7322,0.468,0.851,B
11.74,87.75,8000,0.267,0.658,B
25.89,72.35,6903,0.47,0.9203,C
13.34,98.9,8550,0.276,0.3939,A
15.48,79.14,10006,0.232,0.7222,B
16.83,77.1,6810,0.28,0.5909,B
36.14,62.22,6733,0.607,0.9221,C
19.8,94.63,8035,0.394,0.6013,B
10.51,98.18,8713,0.221,0.3939,A
15.01,95.67,8535,0.225,0.4861,B
19.37,83.35,8138,0.277,0.674,B
25.95,66.25,5605,0.412,0.8752,C
16.21,89.86,7015,0.295,0.5292,B
12.49,91.96,8040,0.236,0.4252,A
14.93,86.12,5275,0.306,0.6268,B
34.34,61.65,7025,0.901,1.0,C
41.13,60.41,6045,0.908,1.0,C
25.64,65.65,6041,0.52,0.9414,C
17.45,81.49,8052,0.287,0.6742,B
7.9,92.81,8273,0.249,0.474,A
18.09,80.81,7465,0.32,0.7601,B
17.81,81.14,7406,0.283,0.6674,B
18.69,73.85,8301,0.374,0.8532,C
19.32,96.79,7660,0.297,0.4997,B
12.57,95.26,7633,0.281,0.4569,A
26.11,69.02,7401,0.657,0.9428,C
16.36,82.49,7416,0.255,0.5389,B
8.56,100.0,10183,0.257,0.3539,A
28.9,73.05,6546,0.401,0.7906,C
29.5,67.26,6385,0.627,0.9686,C
11.23,94.79,8040,0.241,0.4274,A
11.88,91.86,8864,0.262,0.3949,A
20.75,75.8,7061,0.275,0.6583,B
28.38,68.85,7133,0.674,0.9907,C
35.75,63.48,6284,0.765,0.9981,C
30.72,63.02,7237,0.708,0.9281,C
10.5,95.59,6958,0.279,0.4963,A
13.4,88.39,7995,0.263,0.5473,B
6.88,99.88,9462,0.195,0.3836,A
19.56,94.66,5354,0.288,0.5035,B
19.52,88.61,6559,0.363,0.6399,B
18.84,70.51,6716,0.464,0.9326,C
18.94,73.58,6975,0.397,0.8555,C
17.86,90.41,8386,0.348,0.622,B
15.28,88.13,9151,0.366,0.4819,B
7.3,100.0,10126,0.311,0.3265,A
20.67,77.69,6888,0.411,0.8786,B
8.69,95.7,9346,0.182,0.4426,A
5.22,94.65,9753,0.233,0.2852,A
25.69,88.01,6557,0.404,0.609,B
16.08,85.67,8634,0.321,0.6378,B
14.72,88.7,8231,0.315,0.5626,B
34.1,67.97,5694,0.622,0.9577,C
21.02,70.08,6670,0.501,0.8901,C
17.57,77.56,7240,0.403,0.8331,B
21.78,72.87,7328,0.423,0.7839,C
18.2,86.01,8551,0.192,0.5288,B
21.78,71.34,6073,0.522,0.8626,C
13.21,87.71,8667,0.209,0.5259,B
27.02,74.41,6175,0.463,0.8677,C
24.43,74.82,7181,0.35,0.8577,C
16.26,90.83,7879,0.338,0.4956,B
38.62,62.48,6475,0.859,0.988,C
16.77,75.69,9094,0.223,0.7403,B
5.21,100.0,9671,0.201,0.3545,A
25.98,64.56,6485,0.73,0.9573,C
33.27,67.52,7115,0.819,0.9779,C
19.96,72.56,7680,0.357,0.8436,C
28.9,68.29,6605,0.654,0.9573,C
7.05,95.43,8779,0.138,0.3272,A
11.03,98.99,9194,0.25,0.3787,A
16.25,82.57,8606,0.277,0.5446,B
13.71,91.72,7919,0.231,0.4354,A
28.47,71.25,7501,0.735,0.9782,C
18.04,70.65,7062,0.391,0.9114,C
11.03,98.02,8792,0.16,0.4015,A
27.86,72.32,7269,0.447,0.8757,C
20.55,73.24,7105,0.417,0.8462,C
23.37,77.16,7847,0.426,0.923,B
15.17,88.54,7446,0.343,0.4764,B
21.3,78.71,7944,0.381,0.8138,B
7.85,90.79,7567,0.206,0.5059,A
20.1,77.76,8109,0.378,0.8529,B
21.49,68.85,7635,0.599,0.8774,C
11.79,87.05,8851,0.271,0.464,B
17.04,74.28,7434,0.42,0.846,C
9.46,95.32,8982,0.246,0.4244,A
17.16,80.92,7756,0.235,0.6402,B
25.84,70.76,6971,0.494,0.9142,C
15.29,79.21,9608,0.313,0.7681,B
15.04,79.1,6671,0.25,0.6275,B
23.49,75.21,6417,0.462,0.7626,B
