technique,anode_material,anode_symbol,cathode_material,cathode_symbol,tab_thickness_um,surface_coating,power_W,pulse_energy_J,amplitude_um,force_N,weld_time_ms,speed_mm_s,pulse_frequency_Hz,preheat_temp_C,ambient_humidity_pct,clamp_area_mm2,linear_energy_density_J_per_mm,total_energy_input_J,nugget_diameter_mm,bond_area_mm2,porosity_pct,imc_thickness_um,peak_temp_C,haz_width_mm,contact_resistance_mOhm,tensile_shear_strength_N,peel_strength_N,visual_defect_score,microhardness_HV,forward_pass_fail,pressure_MPa,effective_energy_J,resistance_growth_pct_1000cyc,strength_retention_pct_1000cyc,cycles_to_failure,crack_growth_mm,delamination_probability,reliability_class
RSW,StainlessSteel,SS304,Nickel,Ni,192.3,Bare,6058.89,,,1790.52,267.5,,,51.3,23.3,15.75,,1038.343,6.0,28.274,4.94,9.091,486.8,1.939,0.1515,3955.8,2561.2,86.1,123.1,True,113.661,730.043,12.48,86.29,9131,0.202,0.5692,B
Laser,Nickel,Ni,Copper,Cu,53.2,Oxide,685.53,9.7027,,207.01,2628.3,98.115,280.911,31.9,47.6,18.02,6.987,3946.57,6.0,28.274,28.688,12.0,736.6,3.5,0.722,2179.8,1422.4,16.5,136.9,False,11.49,2282.12,37.92,66.16,5854,0.758,0.9856,C
USW,Aluminum,Al,Aluminum,Al,157.9,Bare,653.5,,51.63,709.17,354.7,,,89.7,64.7,21.44,,174.669,4.761,17.804,11.048,2.795,203.7,0.226,0.4077,3183.9,2032.3,72.6,83.1,True,33.076,87.293,10.09,88.25,7393,0.274,0.4346,B
USW,Nickel,Ni,Aluminum,Al,221.7,Anodized,944.86,,31.94,1022.47,357.1,,,101.7,47.7,12.98,,217.313,5.053,20.05,15.948,3.015,227.4,0.29,0.6621,3130.9,2016.2,47.5,108.4,False,78.745,108.289,20.21,85.32,7636,0.362,0.5844,B
USW,Aluminum,Al,Aluminum,Al,180.9,Bare,1590.08,,29.17,577.77,106.0,,,102.7,51.8,14.36,,106.007,3.653,10.478,10.597,2.396,206.6,0.165,0.4783,1948.7,1261.3,67.7,92.3,True,40.235,50.533,13.0,87.98,9337,0.247,0.4055,B
Laser,Aluminum,Al,Aluminum,Al,159.1,Carbon-coated,1111.57,8.4477,,413.04,938.1,105.394,115.3,43.6,49.8,21.08,10.5468,991.171,6.0,28.274,6.945,5.362,254.9,0.82,0.4518,4061.9,2657.4,79.1,91.2,True,19.595,441.762,9.23,92.92,7176,0.178,0.4465,A
Laser,Nickel,Ni,Copper,Cu,115.0,Nickel-plated,213.35,1.9381,,626.8,2088.2,95.614,188.364,71.8,74.9,18.89,2.2313,572.237,6.0,28.274,8.524,4.47,248.1,0.608,0.2891,4665.8,3053.4,75.2,112.9,True,33.174,320.126,11.28,91.52,7946,0.286,0.4937,A
RSW,Copper,Cu,StainlessSteel,SS304,203.1,Nickel-plated,5935.2,,,641.05,168.3,,,17.3,30.0,22.13,,657.149,6.0,28.274,3.323,4.012,195.1,0.609,0.1279,5589.6,3645.5,96.0,104.7,True,28.962,298.352,8.27,100.0,9486,0.144,0.2691,A
Laser,Copper,Cu,Copper,Cu,146.2,Anodized,1008.03,,,802.32,1656.9,78.656,,92.0,43.3,16.15,12.8156,1002.133,6.0,28.274,8.317,6.413,262.6,0.598,0.7652,3999.8,2577.6,75.2,107.9,True,49.683,403.208,15.94,84.78,7135,0.307,0.5867,B
USW,Copper,Cu,Aluminum,Al,155.2,Bare,1977.36,,46.49,1139.81,350.2,,,30.0,62.4,6.61,,502.046,6.0,28.274,4.297,4.367,171.6,0.404,0.1891,5013.1,3238.6,93.2,94.7,True,172.4,222.795,11.57,95.94,8144,0.18,0.3449,A
RSW,StainlessSteel,SS304,Nickel,Ni,220.4,Oxide,1688.33,,,1389.06,90.0,,,96.7,10.0,22.44,,86.163,3.916,12.043,11.611,2.304,213.4,0.224,0.5448,2622.7,1734.8,73.2,111.8,True,61.895,56.526,12.86,88.22,8418,0.234,0.4344,B
RSW,StainlessSteel,SS304,Nickel,Ni,153.3,Bare,5447.8,,,2467.11,72.7,,,25.1,72.4,14.04,,263.288,6.0,28.274,10.101,2.941,212.4,0.603,0.2279,5823.5,3778.2,72.8,122.4,True,175.775,205.548,13.32,100.0,8816,0.27,0.4292,A
USW,Copper,Cu,Aluminum,Al,117.7,Bare,2146.29,,53.24,435.5,549.5,,,99.6,64.4,16.34,,899.207,6.0,28.274,5.739,8.908,286.3,0.688,0.442,3333.5,2133.3,77.5,100.0,True,26.652,417.518,16.03,77.45,8025,0.21,0.6018,B
Laser,Aluminum,Al,Aluminum,Al,81.3,Bare,1923.97,,,916.5,284.4,39.989,,19.7,71.6,18.71,48.1127,328.251,6.0,28.274,10.31,2.977,167.8,0.435,0.2979,4989.7,3208.7,74.5,89.7,True,48.979,211.863,13.2,97.61,8756,0.228,0.4402,A
USW,StainlessSteel,SS304,Nickel,Ni,78.0,Bare,2398.94,,17.54,928.07,297.2,,,27.4,61.0,21.41,,402.167,6.0,28.274,5.747,4.935,306.3,1.096,0.3962,5200.1,3374.1,84.7,126.6,True,43.354,399.01,13.3,95.94,8605,0.139,0.3865,A
RSW,StainlessSteel,SS304,Nickel,Ni,109.8,Tin-plated,6514.31,,,2352.98,229.7,,,118.9,61.8,23.57,,1023.519,6.0,28.274,5.278,11.666,640.2,2.4,0.1113,3931.5,2559.7,75.6,130.8,True,99.82,911.111,13.55,77.33,8385,0.313,0.7119,B
USW,Copper,Cu,Aluminum,Al,62.8,Bare,1443.71,,37.1,580.32,184.5,,,85.1,44.4,15.73,,179.246,5.036,19.918,8.627,3.725,200.0,0.236,0.4016,3370.7,2196.6,72.8,90.8,True,36.904,107.537,12.72,83.85,7955,0.184,0.4493,B
Laser,Copper,Cu,Copper,Cu,47.5,Anodized,1607.83,,,527.45,2453.4,34.633,,47.7,74.1,12.13,46.4245,2366.77,6.0,28.274,20.389,12.0,404.1,1.793,0.8792,2653.8,1728.6,37.7,123.0,False,43.475,1331.961,37.23,71.47,6211,0.596,0.9461,C
RSW,Copper,Cu,Copper,Cu,103.4,Nickel-plated,4333.39,,,1408.3,387.6,,,113.0,25.0,19.78,,1148.804,6.0,28.274,5.617,8.17,308.5,0.758,0.1559,4070.5,2649.5,76.5,116.4,True,71.202,527.448,12.03,82.15,8546,0.247,0.5738,B
USW,Aluminum,Al,Aluminum,Al,194.6,Bare,1586.04,,26.57,385.22,406.6,,,32.0,18.4,16.96,,396.113,5.954,27.838,7.015,2.339,167.3,0.357,0.4605,5714.5,3732.7,84.4,83.1,True,22.715,165.035,7.92,99.56,9708,0.145,0.3366,A
Laser,Copper,Cu,Aluminum,Al,41.5,Bare,1030.66,3.9462,,377.57,239.9,63.159,66.629,82.1,71.4,21.49,16.3184,173.574,6.0,28.274,12.679,3.379,194.8,0.223,0.45,4501.2,2911.7,68.8,92.4,False,17.571,98.095,14.7,88.88,6556,0.282,0.5494,B
Laser,Nickel,Ni,Copper,Cu,108.2,Tin-plated,1032.08,11.8039,,762.26,2479.6,98.251,103.71,48.8,63.6,24.42,10.5046,2749.706,6.0,28.274,12.203,12.0,555.9,2.634,0.3486,3042.2,2005.1,52.7,128.5,False,31.21,1548.159,19.09,72.73,7234,0.485,0.8581,C
USW,Copper,Cu,Copper,Cu,87.1,Bare,1649.65,,52.54,960.6,337.1,,,91.4,64.4,4.53,,421.875,6.0,28.274,7.314,3.726,222.4,0.343,0.1015,6017.4,3896.4,78.4,100.9,True,211.895,204.646,13.2,97.82,8983,0.257,0.3768,A
Laser,Copper,Cu,Aluminum,Al,85.8,Nickel-plated,856.13,5.5072,,368.74,2837.9,105.362,270.821,119.5,41.3,23.72,8.1256,3150.764,6.0,28.274,13.209,12.0,551.5,2.23,0.2901,2753.9,1811.4,57.2,114.1,False,15.549,1477.848,25.71,65.74,6907,0.441,0.8061,C
RSW,Copper,Cu,StainlessSteel,SS304,90.5,Oxide,7163.62,,,1946.78,85.1,,,67.0,30.8,6.76,,369.498,6.0,28.274,9.436,3.469,228.8,0.513,0.1011,5087.5,3322.3,74.5,106.2,True,288.036,244.143,14.86,94.24,8189,0.227,0.4384,A
RSW,Nickel,Ni,Copper,Cu,30.8,Nickel-plated,7648.12,,,671.78,75.5,,,103.7,14.3,4.44,,323.462,6.0,28.274,5.567,4.185,261.2,0.493,0.08,5186.1,3401.6,83.7,104.1,True,151.362,250.449,4.37,92.72,8936,0.186,0.3939,A
USW,Copper,Cu,Aluminum,Al,114.5,Bare,1205.82,,57.91,354.22,384.6,,,108.9,16.5,4.88,,365.668,6.0,28.274,4.657,5.304,241.4,0.347,0.2516,4315.2,2774.2,99.3,88.5,True,72.59,183.312,11.39,83.51,7591,0.193,0.4031,B
USW,StainlessSteel,SS304,Nickel,Ni,40.0,Bare,1205.01,,32.76,539.45,584.0,,,67.8,62.4,17.01,,456.513,6.0,28.274,9.513,6.996,399.8,1.382,0.4146,3559.4,2327.8,73.7,122.6,True,31.708,511.324,16.84,85.8,7286,0.355,0.6408,B
USW,Copper,Cu,Aluminum,Al,42.5,Tin-plated,1985.96,,18.19,710.94,305.2,,,5.2,58.4,11.81,,344.072,6.0,28.274,5.745,4.358,146.9,0.405,0.2093,4726.2,3053.9,81.6,92.7,True,60.194,223.68,10.75,93.89,7726,0.23,0.4046,A
RSW,Nickel,Ni,Copper,Cu,72.1,Nickel-plated,2728.22,,,1945.92,438.6,,,75.5,75.0,23.54,,760.901,6.0,28.274,3.062,6.866,300.1,0.905,0.196,3797.3,2479.1,93.4,123.6,True,82.649,499.763,16.21,89.53,8928,0.175,0.4344,B
USW,Copper,Cu,Aluminum,Al,50.9,Carbon-coated,2487.43,,50.96,396.97,442.2,,,94.4,53.9,23.67,,824.682,6.0,28.274,5.22,8.91,287.5,0.728,0.4659,3420.1,2194.6,81.7,101.0,True,16.773,445.467,18.49,76.7,7961,0.306,0.6221,B
RSW,StainlessSteel,SS304,Nickel,Ni,52.4,Bare,7006.72,,,1933.98,241.2,,,109.1,78.7,11.49,,1084.054,6.0,28.274,11.429,12.0,760.0,3.096,0.1989,3343.0,2176.4,62.1,137.7,True,168.262,1184.784,22.85,73.4,7698,0.445,0.8498,C
RSW,Nickel,Ni,Copper,Cu,77.0,Tin-plated,3059.22,,,2486.62,106.9,,,20.5,43.0,12.36,,233.712,5.739,25.87,9.807,2.502,151.1,0.329,0.08,5127.9,3344.7,77.8,115.3,True,201.211,150.791,15.73,96.75,9541,0.257,0.4009,B
RSW,Copper,Cu,Aluminum,Al,239.5,Oxide,2448.11,,,2445.48,297.9,,,-7.0,59.2,17.03,,421.771,5.492,23.69,15.216,2.838,118.0,0.3,0.2831,3682.0,2396.6,63.5,99.7,False,143.584,151.296,16.65,88.7,8000,0.337,0.5754,B
USW,Nickel,Ni,Copper,Cu,137.6,Tin-plated,1688.25,,23.32,1079.77,284.7,,,30.1,37.8,5.91,,286.571,5.623,24.832,9.946,2.345,161.0,0.33,0.1707,4982.8,3223.2,79.5,104.3,True,182.582,151.718,9.66,98.52,9467,0.246,0.4059,A
USW,Aluminum,Al,Aluminum,Al,238.0,Bare,2333.96,,38.47,630.94,582.0,,,4.2,45.3,20.45,,924.202,6.0,28.274,7.622,4.542,196.0,0.702,0.4161,4523.8,2932.9,80.1,86.7,True,30.856,370.906,9.41,93.67,6818,0.239,0.4206,A
USW,Aluminum,Al,Aluminum,Al,123.6,Nickel-plated,868.94,,33.08,1020.64,561.8,,,44.0,19.9,12.42,,317.542,5.891,27.257,5.262,2.703,182.9,0.379,0.0924,5630.7,3634.6,86.6,84.7,True,82.199,178.141,5.69,100.0,10646,0.173,0.3163,A
Laser,Copper,Cu,StainlessSteel,SS304,141.4,Nickel-plated,869.81,9.8274,,773.7,1889.3,21.739,76.539,58.5,33.2,20.45,40.0121,1554.444,6.0,28.274,2.315,10.185,405.5,1.628,0.2265,3823.3,2526.4,87.2,119.3,True,37.833,873.881,14.05,85.53,10713,0.224,0.5928,B
Laser,Copper,Cu,Copper,Cu,216.8,Oxide,362.76,,,780.03,1879.4,95.462,,75.1,75.1,16.74,3.8,409.071,5.563,24.303,16.219,2.949,192.5,0.256,0.654,4401.2,2877.7,56.2,98.2,False,46.594,136.695,20.27,87.32,8006,0.366,0.6215,B
Laser,Copper,Cu,Aluminum,Al,158.7,Bare,2725.08,,,333.92,107.9,84.596,,80.4,14.3,4.92,32.2128,176.352,5.926,27.579,11.632,2.919,188.3,0.193,0.2268,4752.4,3098.8,68.0,97.1,True,67.927,77.511,15.74,91.58,6819,0.28,0.5008,B
RSW,Copper,Cu,StainlessSteel,SS304,207.7,Bare,4866.16,,,2478.0,263.5,,,97.9,24.1,12.67,,766.415,6.0,28.274,3.794,6.07,294.1,0.719,0.2109,4086.8,2639.5,87.8,111.2,True,195.619,360.783,7.58,87.87,9853,0.236,0.4458,B
Laser,Nickel,Ni,Copper,Cu,171.5,Bare,400.15,11.546,,437.38,2128.4,18.395,236.0,14.4,41.8,10.52,21.7532,2830.889,6.0,28.274,9.4,12.0,471.3,2.327,0.2888,3230.0,2103.3,64.6,123.1,True,41.559,1361.885,21.3,78.71,7944,0.381,0.8138,B
RSW,Copper,Cu,Copper,Cu,31.8,Carbon-coated,4015.45,,,1139.62,460.7,,,10.0,39.2,9.75,,1223.746,6.0,28.274,3.823,8.744,247.0,1.026,0.23,4269.3,2768.6,83.2,112.3,True,116.914,735.423,12.87,89.44,9908,0.273,0.5375,B
RSW,Copper,Cu,Aluminum,Al,143.8,Oxide,7905.04,,,2021.98,103.0,,,23.9,60.9,16.91,,567.975,6.0,28.274,9.541,4.549,174.2,0.459,0.3496,4237.7,2752.4,75.4,89.4,True,119.546,260.424,20.94,87.0,6713,0.307,0.4989,B
Laser,Copper,Cu,Aluminum,Al,207.7,Bare,2558.33,,,740.51,142.1,31.351,,67.9,77.1,9.0,81.6042,218.188,6.0,28.274,11.916,3.075,177.5,0.203,0.2442,4776.1,3117.4,65.0,89.3,True,82.324,84.37,16.29,93.2,6933,0.341,0.5009,B
RSW,Copper,Cu,Copper,Cu,228.2,Nickel-plated,3777.57,,,2204.62,334.8,,,18.8,70.9,18.3,,789.142,6.0,28.274,9.339,3.359,160.2,0.41,0.08,5973.8,3843.3,66.7,101.8,True,120.476,256.687,10.5,97.97,9604,0.217,0.447,A
USW,StainlessSteel,SS304,Nickel,Ni,71.8,Tin-plated,1002.25,,25.15,789.21,149.6,,,4.1,78.1,20.61,,90.907,4.668,17.116,8.958,1.49,137.8,0.315,0.3704,3695.3,2422.1,73.4,112.5,True,38.287,92.258,11.13,97.99,9300,0.211,0.3309,A
Laser,StainlessSteel,SS304,Nickel,Ni,127.0,Anodized,1387.59,5.1484,,481.36,2248.8,104.696,212.408,10.6,75.2,9.37,13.2535,2855.925,6.0,28.274,35.0,12.0,1200.0,3.5,0.838,2470.6,1594.1,5.0,139.6,False,51.382,2408.779,48.08,65.64,6080,0.901,1.0,C
USW,Nickel,Ni,Copper,Cu,167.2,Bare,1166.85,,42.1,519.86,332.6,,,16.9,59.8,18.49,,271.906,5.47,23.501,10.805,2.094,140.7,0.287,0.4514,4649.1,3019.8,75.4,108.1,True,28.123,125.352,11.68,96.1,9514,0.237,0.4065,A
RSW,StainlessSteel,SS304,Nickel,Ni,118.4,Bare,1654.75,,,830.32,485.5,,,75.3,45.9,7.91,,510.193,6.0,28.274,3.195,5.986,374.5,1.205,0.2128,4701.5,3034.8,96.3,121.9,True,104.975,441.97,7.09,90.3,9190,0.132,0.4496,A
Laser,Copper,Cu,Aluminum,Al,156.8,Nickel-plated,2962.3,4.2786,,638.96,1498.6,61.075,94.62,37.6,40.9,13.24,48.5028,2906.167,6.0,28.274,9.952,12.0,424.8,1.949,0.2086,3031.5,1973.4,77.3,106.5,True,48.273,1284.114,20.67,77.69,6888,0.411,0.8786,B
USW,Nickel,Ni,Copper,Cu,136.2,Oxide,1022.12,,29.96,841.6,468.3,,,38.5,10.2,14.52,,303.036,5.741,25.884,7.169,2.213,171.9,0.346,0.4585,5665.4,3698.2,84.6,119.6,True,57.951,161.097,11.12,100.0,10253,0.175,0.2669,A
RSW,StainlessSteel,SS304,Nickel,Ni,104.0,Tin-plated,2847.67,,,2233.19,325.5,,,109.9,71.3,5.29,,611.119,6.0,28.274,4.881,7.547,462.4,1.492,0.08,4026.2,2613.4,81.2,128.6,True,421.757,554.445,15.59,84.64,9054,0.2,0.5682,B
USW,Nickel,Ni,Copper,Cu,222.7,Anodized,2098.89,,15.14,220.62,378.9,,,26.7,23.9,22.0,,437.998,5.787,26.298,11.235,2.39,157.0,0.327,0.9883,5083.0,3289.4,75.0,106.4,True,10.028,149.631,16.43,98.32,7440,0.258,0.3932,B
Laser,Aluminum,Al,Aluminum,Al,78.3,Nickel-plated,768.89,3.3987,,316.74,2220.7,49.095,85.523,109.0,31.9,24.71,15.6612,1282.676,6.0,28.274,4.812,9.49,389.5,1.243,0.3386,3462.1,2274.8,75.0,98.5,True,12.818,694.003,12.86,80.35,7909,0.238,0.674,B
USW,Nickel,Ni,Copper,Cu,168.5,Bare,1588.75,,25.98,838.86,102.8,,,-0.5,39.0,18.62,,99.764,3.94,12.195,11.829,0.873,102.5,0.16,0.4078,2026.5,1289.6,74.1,119.2,True,45.043,48.382,8.75,93.17,7857,0.272,0.4126,A
Laser,Nickel,Ni,Copper,Cu,121.4,Bare,1371.61,11.1735,,552.53,1573.7,62.072,245.572,7.3,22.8,11.48,22.097,3022.25,6.0,28.274,12.963,12.0,550.1,2.853,0.3459,2927.0,1879.1,44.9,133.8,False,48.15,1680.898,20.08,73.96,7394,0.505,0.9247,C
RSW,StainlessSteel,SS304,Nickel,Ni,115.9,Carbon-coated,5406.02,,,1860.53,106.1,,,42.1,66.2,22.07,,363.007,6.0,28.274,7.984,4.283,282.1,0.887,0.3206,5304.5,3405.3,81.6,121.7,True,84.283,316.959,9.32,98.87,8206,0.191,0.4561,A
USW,Aluminum,Al,Aluminum,Al,108.5,Oxide,1407.08,,57.98,425.49,305.8,,,94.6,56.4,21.0,,339.422,6.0,28.274,7.792,3.33,233.3,0.377,0.7137,5149.7,3376.9,83.5,83.8,True,20.26,177.112,14.61,95.53,7496,0.192,0.3837,A
RSW,StainlessSteel,SS304,Nickel,Ni,104.9,Bare,1551.23,,,676.46,144.0,,,113.8,63.7,17.15,,153.313,5.362,22.583,10.262,3.429,269.4,0.433,0.3804,4391.5,2876.6,70.2,111.7,True,39.454,138.707,15.15,89.59,7873,0.271,0.4428,B
Laser,Nickel,Ni,Copper,Cu,65.4,Nickel-plated,2309.91,,,300.58,2041.0,111.486,,90.0,54.4,23.71,20.7192,2828.711,6.0,28.274,11.603,12.0,605.0,2.683,0.3986,3020.6,1976.6,57.1,133.6,True,12.68,1577.76,17.9,71.33,6551,0.434,0.8787,C
USW,Copper,Cu,Aluminum,Al,113.3,Anodized,916.65,,47.98,416.87,516.2,,,12.7,22.7,20.73,,346.948,6.0,28.274,9.878,3.427,138.4,0.305,0.9794,4833.9,3114.6,75.7,91.9,True,20.111,154.555,16.58,96.73,6349,0.275,0.4237,B
Laser,Nickel,Ni,Copper,Cu,234.4,Bare,1741.66,11.7185,,259.42,1262.0,60.076,230.3,81.2,65.3,13.4,28.9908,2681.143,6.0,28.274,6.807,11.853,432.6,1.681,0.4988,3465.1,2236.8,76.0,120.5,True,19.356,970.411,17.49,77.04,7242,0.33,0.8356,B
RSW,StainlessSteel,SS304,Nickel,Ni,70.9,Bare,6011.47,,,779.13,347.8,,,89.6,13.7,5.94,,1201.433,6.0,28.274,10.67,12.0,758.6,3.194,0.1789,3406.8,2179.0,64.1,135.8,True,131.253,1223.169,19.51,74.95,7588,0.408,0.8224,C
USW,Copper,Cu,Aluminum,Al,43.8,Nickel-plated,1348.92,,23.96,154.59,320.6,,,15.6,66.0,4.57,,259.383,5.975,28.039,7.243,3.441,144.0,0.322,0.2701,5173.2,3359.9,88.4,97.9,True,33.822,166.171,13.65,95.42,8606,0.217,0.3463,A
RSW,Nickel,Ni,Copper,Cu,62.0,Bare,3548.76,,,396.8,102.4,,,104.2,16.5,22.66,,234.87,5.655,25.113,9.056,3.537,231.5,0.309,0.3744,4568.0,2953.0,77.6,107.5,True,17.511,138.664,10.05,92.14,8271,0.221,0.4174,A
Laser,StainlessSteel,SS304,Nickel,Ni,91.7,Tin-plated,2798.86,,,642.21,1428.2,83.444,,116.9,19.2,10.23,33.5416,2398.384,6.0,28.274,18.799,12.0,1200.0,3.5,0.25,2657.3,1728.6,37.6,138.3,False,62.793,2267.596,22.72,66.67,6670,0.65,0.9519,C
USW,Copper,Cu,Aluminum,Al,132.7,Anodized,819.58,,57.74,825.62,331.2,,,17.4,51.6,17.94,,213.727,4.764,17.822,19.022,2.559,130.8,0.227,0.833,2493.9,1637.1,56.1,98.3,False,46.012,101.281,25.25,86.98,7439,0.408,0.6416,B
Laser,Copper,Cu,Copper,Cu,123.4,Bare,854.14,9.5931,,178.67,2268.6,113.855,12.769,99.9,44.7,19.99,7.502,1273.769,6.0,28.274,5.637,6.606,277.6,0.644,0.5666,4158.4,2714.8,86.0,105.3,True,8.94,438.585,11.75,88.28,7597,0.218,0.4753,B
USW,Copper,Cu,Aluminum,Al,182.3,Bare,1792.51,,23.15,492.28,496.7,,,114.4,33.0,19.35,,530.014,6.0,28.274,2.218,5.607,251.3,0.375,0.4144,4384.3,2845.4,91.3,86.6,True,25.444,202.5,10.19,86.99,8349,0.129,0.3914,B
USW,Copper,Cu,Aluminum,Al,164.2,Anodized,2006.28,,26.22,1000.89,265.1,,,113.5,36.9,15.95,,325.726,5.571,24.372,11.013,4.435,236.1,0.285,0.6868,3597.9,2395.6,77.7,88.3,True,62.753,140.998,20.1,83.97,5385,0.327,0.5603,B
RSW,StainlessSteel,SS304,Nickel,Ni,195.9,Nickel-plated,3552.14,,,1979.89,294.2,,,66.4,24.8,7.94,,733.617,6.0,28.274,3.5,6.956,398.4,1.381,0.1697,4103.5,2700.0,89.3,121.6,True,249.408,511.092,13.15,89.91,8620,0.203,0.5255,B
RSW,Copper,Cu,Copper,Cu,148.1,Bare,6213.03,,,700.05,127.0,,,51.3,13.6,15.51,,466.899,6.0,28.274,5.52,2.767,178.7,0.32,0.2882,6500.0,4206.9,84.3,98.5,True,45.121,186.813,6.78,100.0,9445,0.12,0.3029,A
Laser,Copper,Cu,Aluminum,Al,67.9,Tin-plated,1091.53,7.436,,882.71,912.1,96.19,48.162,78.3,14.3,6.27,11.3477,727.98,6.0,28.274,2.266,8.441,267.4,0.703,0.1019,3606.3,2351.7,94.4,97.2,True,140.795,428.375,9.3,82.95,8726,0.159,0.526,B
Laser,Copper,Cu,Aluminum,Al,238.2,Oxide,2218.02,,,300.11,1525.3,14.512,,11.5,79.4,8.13,152.8384,2029.889,6.0,28.274,9.524,11.955,270.6,1.143,0.6387,3031.2,1986.4,64.9,100.3,True,36.902,730.319,29.84,74.93,5727,0.422,0.8697,C
Laser,Copper,Cu,StainlessSteel,SS304,95.6,Bare,307.1,,,484.26,1907.2,41.612,,47.4,37.6,22.22,7.3801,351.414,6.0,28.274,7.043,3.053,197.7,0.443,0.4408,5710.8,3721.0,83.4,114.0,True,21.797,205.005,6.73,100.0,10188,0.205,0.331,A
Laser,Copper,Cu,Aluminum,Al,158.2,Carbon-coated,1101.51,2.5085,,328.7,2770.9,47.429,97.413,107.3,19.0,14.39,23.2243,2102.155,6.0,28.274,5.555,12.0,391.4,1.3,0.3992,3366.3,2192.7,73.4,106.3,True,22.844,838.535,19.29,67.57,8207,0.293,0.7919,C
USW,Aluminum,Al,Aluminum,Al,184.9,Nickel-plated,1612.56,,29.14,682.75,211.5,,,-3.0,66.9,13.01,,214.358,4.983,19.505,13.268,1.552,114.8,0.249,0.2579,3221.0,2113.4,68.5,90.6,False,52.467,101.119,12.79,94.72,8667,0.335,0.4365,A
Laser,Aluminum,Al,Aluminum,Al,188.7,Bare,1378.88,,,989.56,2148.7,45.186,,104.9,22.8,11.25,30.516,1777.677,6.0,28.274,2.576,10.446,423.0,1.472,0.164,3604.9,2343.3,83.1,99.3,True,87.968,830.329,11.1,81.09,9228,0.239,0.5991,B
RSW,StainlessSteel,SS304,Nickel,Ni,123.9,Nickel-plated,2916.14,,,469.13,370.6,,,19.6,68.7,11.59,,661.219,6.0,28.274,4.222,6.946,376.2,1.514,0.3527,4034.6,2655.2,85.5,123.7,True,40.486,563.129,11.39,92.7,8411,0.196,0.4922,A
Laser,Copper,Cu,Aluminum,Al,73.4,Nickel-plated,2436.31,9.5403,,403.66,955.8,28.57,160.796,55.1,71.9,5.42,85.2739,1983.658,6.0,28.274,10.486,12.0,409.8,1.744,0.2137,3017.5,1939.3,54.1,112.7,True,74.513,1143.849,23.49,75.21,6417,0.462,0.7626,B
Laser,Copper,Cu,Aluminum,Al,82.1,Anodized,447.53,,,736.8,551.5,6.076,,117.5,60.6,13.48,73.6604,148.09,6.0,28.274,19.361,4.007,226.7,0.2,0.7185,3371.8,2208.7,47.3,93.2,False,54.669,82.752,31.35,78.82,5328,0.485,0.7963,B
RSW,StainlessSteel,SS304,Nickel,Ni,102.9,Nickel-plated,2403.91,,,1953.45,202.8,,,111.0,49.9,7.96,,330.16,6.0,28.274,7.529,5.073,343.3,0.846,0.08,4799.4,3134.4,83.5,128.2,True,245.301,300.682,13.61,88.41,7959,0.283,0.4739,B
RSW,Nickel,Ni,Copper,Cu,53.1,Carbon-coated,3864.47,,,1251.59,218.6,,,65.4,71.0,15.34,,525.508,6.0,28.274,3.498,5.524,255.4,0.692,0.4231,4556.2,2996.9,86.7,116.3,True,81.581,371.161,13.4,92.0,9022,0.167,0.3869,A
USW,Copper,Cu,Aluminum,Al,54.7,Bare,2453.46,,54.09,1011.14,106.9,,,88.5,69.7,23.93,,201.151,5.377,22.705,8.714,4.25,207.3,0.261,0.3965,3582.3,2330.0,82.4,94.4,True,42.258,124.486,16.57,84.84,6974,0.236,0.4827,B
Laser,Copper,Cu,Aluminum,Al,97.8,Bare,1706.48,,,506.64,2990.3,43.159,,13.5,38.7,4.67,39.5398,3061.783,6.0,28.274,13.981,12.0,478.6,2.438,0.193,2732.7,1799.4,53.2,121.2,False,108.418,1620.72,24.6,72.31,7105,0.438,0.9211,C
Laser,Copper,Cu,Copper,Cu,171.2,Bare,1130.73,1.9344,,423.91,1951.6,56.264,61.435,14.5,44.6,22.36,20.0969,1416.842,6.0,28.274,6.388,5.919,197.7,0.679,0.4578,4613.7,3007.1,89.8,97.9,True,18.955,466.061,11.79,92.75,8184,0.248,0.4886,A
Laser,Nickel,Ni,Copper,Cu,93.2,Nickel-plated,393.67,,,980.44,2351.1,108.973,,95.6,27.8,19.76,3.6126,555.337,6.0,28.274,6.226,5.356,276.8,0.639,0.3046,4332.2,2826.0,76.4,115.4,True,49.605,338.517,12.32,91.13,7386,0.2,0.4773,A
USW,Copper,Cu,Copper,Cu,159.4,Bare,1017.51,,34.7,594.55,210.4,,,117.3,28.8,22.89,,141.143,3.666,10.555,11.29,2.572,217.4,0.145,0.4604,2310.6,1519.5,72.1,102.6,True,25.971,50.895,9.36,87.65,8181,0.269,0.4417,B
Laser,StainlessSteel,SS304,Nickel,Ni,207.1,Nickel-plated,2304.11,,,517.63,2390.8,26.361,,80.9,67.6,17.68,87.4074,3305.195,6.0,28.274,20.519,12.0,1184.2,3.5,0.2999,2478.9,1593.0,43.6,138.5,False,29.281,2140.612,30.32,68.79,7440,0.624,0.9965,C
RSW,Nickel,Ni,Copper,Cu,60.7,Bare,5540.75,,,1645.59,412.7,,,38.7,73.9,14.77,,1419.91,6.0,28.274,6.016,11.367,391.0,1.686,0.1442,3551.3,2306.1,75.3,119.9,True,111.401,973.434,21.6,82.19,7964,0.298,0.7282,B
