date,region,state,saidi_hours,saifi_interruptions,caidi_hours,customers_affected,major_outages,grid_availability_percent
2021-09-01,South East,Imo,362.61,46.15,7.86,50025,2,49.64
2021-09-01,South South,Akwa Ibom,197.09,21.9,9.0,219086,2,72.63
2021-09-01,South South,Bayelsa,302.21,33.58,9.0,430805,1,58.03
2021-09-01,South South,Cross River,188.55,20.95,9.0,92990,1,73.81
2021-09-01,South South,Delta,277.02,30.78,9.0,278052,3,61.52
2021-09-01,South South,Edo,203.56,22.62,9.0,248932,3,71.73
2021-09-01,South South,Rivers,161.8,17.98,9.0,284431,1,77.53
2021-09-01,South West,Ekiti,184.64,23.08,8.0,495825,4,74.36
2021-09-01,South West,Lagos,78.76,9.84,8.0,51285,2,89.06
2021-09-01,South West,Ogun,174.31,21.79,8.0,104128,2,75.79
2021-09-01,South West,Ondo,194.05,24.26,8.0,343940,0,73.05
2021-09-01,South West,Osun,175.92,21.99,8.0,278415,5,75.57
2021-09-01,South West,Oyo,109.98,13.75,8.0,223280,5,84.72
2021-10-01,North Central,FCT,136.8,17.1,8.0,92673,3,81.0
2021-10-01,North Central,Benue,190.52,23.82,8.0,357158,4,73.54
2021-10-01,North Central,Kogi,267.67,33.46,8.0,243313,1,62.82
2021-10-01,North Central,Kwara,268.65,33.58,8.0,301540,1,62.69
2021-10-01,North Central,Nasarawa,180.49,22.56,8.0,217958,4,74.93
2021-10-01,North Central,Niger,168.06,21.01,8.0,203876,1,76.66
2021-10-01,North Central,Plateau,220.15,27.52,8.0,313781,1,69.42
2021-10-01,North East,Adamawa,452.02,56.5,8.0,246368,1,37.22
2021-10-01,North East,Bauchi,253.94,31.74,8.0,480406,1,64.73
2021-10-01,North East,Borno,484.88,60.61,8.0,258799,2,32.66
2021-10-01,North East,Gombe,385.07,48.13,8.0,243588,3,46.52
2021-10-01,North East,Taraba,346.16,43.27,8.0,102931,0,51.92
2021-10-01,North East,Yobe,455.49,56.94,8.0,22228,1,36.74
2021-10-01,North West,Jigawa,296.46,37.06,8.0,490269,0,58.83
2021-10-01,North West,Kaduna,283.39,35.42,8.0,339898,1,60.64
2021-10-01,North West,Kano,236.98,29.62,8.0,119156,2,67.09
2021-10-01,North West,Katsina,246.94,30.87,8.0,149104,1,65.7
2021-10-01,North West,Kebbi,334.07,41.76,8.0,373870,4,53.6
2021-10-01,North West,Sokoto,388.65,48.58,8.0,250281,4,46.02
2021-10-01,North West,Zamfara,301.78,37.72,8.0,429943,2,58.09
2021-10-01,South East,Abia,214.14,27.25,7.86,79087,3,70.26
2021-10-01,South East,Anambra,296.32,37.71,7.86,151471,1,58.84
2021-10-01,South East,Ebonyi,232.51,29.59,7.86,78194,2,67.71
2021-10-01,South East,Enugu,343.19,43.68,7.86,314277,0,52.33
2021-10-01,South East,Imo,303.51,38.63,7.86,218749,4,57.85
2021-10-01,South South,Akwa Ibom,205.31,22.81,9.0,104392,2,71.49
2021-10-01,South South,Bayelsa,277.82,30.87,9.0,398037,2,61.41
2021-10-01,South South,Cross River,292.24,32.47,9.0,30604,2,59.41
2021-10-01,South South,Delta,264.52,29.39,9.0,463536,2,63.26
2021-10-01,South South,Edo,222.84,24.76,9.0,225364,3,69.05
2021-10-01,South South,Rivers,160.81,17.87,9.0,484628,2,77.67
2021-10-01,South West,Ekiti,135.79,16.97,8.0,29429,1,81.14
2021-10-01,South West,Lagos,108.41,13.55,8.0,436341,1,84.94
2021-10-01,South West,Ogun,162.5,20.31,8.0,51006,3,77.43
2021-10-01,South West,Ondo,121.68,15.21,8.0,180802,3,83.1
2021-10-01,South West,Osun,131.87,16.48,8.0,126570,3,81.68
2021-10-01,South West,Oyo,162.81,20.35,8.0,299600,2,77.39
2021-11-01,North Central,FCT,115.89,14.49,8.0,27327,2,83.9
2021-11-01,North Central,Benue,230.6,28.83,8.0,280999,2,67.97
2021-11-01,North Central,Kogi,162.99,20.37,8.0,491615,2,77.36
2021-11-01,North Central,Kwara,227.06,28.38,8.0,336230,2,68.46
2021-11-01,North Central,Nasarawa,216.94,27.12,8.0,442247,2,69.87
2021-11-01,North Central,Niger,239.11,29.89,8.0,464359,2,66.79
2021-11-01,North Central,Plateau,254.34,31.79,8.0,452375,0,64.67
2021-11-01,North East,Adamawa,324.1,40.51,8.0,269131,0,54.99
2021-11-01,North East,Bauchi,231.59,28.95,8.0,12497,3,67.83
2021-11-01,North East,Borno,525.57,65.7,8.0,13706,3,27.0
2021-11-01,North East,Gombe,344.2,43.02,8.0,170990,1,52.19
2021-11-01,North East,Taraba,290.22,36.28,8.0,342911,2,59.69
2021-11-01,North East,Yobe,384.53,48.07,8.0,476596,1,46.59
2021-11-01,North West,Jigawa,348.61,43.58,8.0,482619,2,51.58
2021-11-01,North West,Kaduna,252.62,31.58,8.0,85134,3,64.91
2021-11-01,North West,Kano,259.21,32.4,8.0,208921,3,64.0
2021-11-01,North West,Katsina,241.2,30.15,8.0,288218,4,66.5
2021-11-01,North West,Kebbi,360.17,45.02,8.0,125428,2,49.98
2021-11-01,North West,Sokoto,272.59,34.07,8.0,192712,4,62.14
2021-11-01,North West,Zamfara,359.49,44.94,8.0,277853,4,50.07
2021-11-01,South East,Abia,157.93,20.1,7.86,282352,0,78.07
2021-11-01,South East,Anambra,194.51,24.76,7.86,57184,5,72.99
2021-11-01,South East,Ebonyi,235.52,29.97,7.86,489303,1,67.29
2021-11-01,South East,Enugu,228.4,29.07,7.86,201906,2,68.28
2021-11-01,South East,Imo,281.06,35.77,7.86,367317,1,60.96
2021-11-01,South South,Akwa Ibom,226.23,25.14,9.0,144039,1,68.58
2021-11-01,South South,Bayelsa,233.48,25.94,9.0,387059,6,67.57
2021-11-01,South South,Cross River,168.32,18.7,9.0,406065,2,76.62
2021-11-01,South South,Delta,200.61,22.29,9.0,327347,1,72.14
2021-11-01,South South,Edo,215.24,23.92,9.0,169949,4,70.11
2021-11-01,South South,Rivers,128.75,14.31,9.0,376733,2,82.12
2021-11-01,South West,Ekiti,116.35,14.54,8.0,388221,1,83.84
2021-11-01,South West,Lagos,93.41,11.68,8.0,313910,3,87.03
2021-11-01,South West,Ogun,88.26,11.03,8.0,199483,2,87.74
2021-11-01,South West,Ondo,89.32,11.17,8.0,397447,2,87.59
2021-11-01,South West,Osun,142.1,17.76,8.0,388935,4,80.26
2021-11-01,South West,Oyo,118.4,14.8,8.0,335628,2,83.56
2021-12-01,North Central,FCT,104.84,13.11,8.0,457467,3,85.44
2021-12-01,North Central,Benue,192.5,24.06,8.0,137216,3,73.26
2021-12-01,North Central,Kogi,214.08,26.76,8.0,243111,2,70.27
2021-12-01,North Central,Kwara,212.83,26.6,8.0,33029,0,70.44
2021-12-01,North Central,Nasarawa,169.68,21.21,8.0,105220,2,76.43
2021-12-01,North Central,Niger,169.58,21.2,8.0,12238,2,76.45
2021-12-01,North Central,Plateau,217.2,27.15,8.0,58145,0,69.83
2021-12-01,North East,Adamawa,319.69,39.96,8.0,236127,1,55.6
2021-12-01,North East,Bauchi,229.89,28.74,8.0,400921,1,68.07
2021-12-01,North East,Borno,567.74,70.97,8.0,29244,1,21.15
2021-12-01,North East,Gombe,274.49,34.31,8.0,15632,4,61.88
2021-12-01,North East,Taraba,315.84,39.48,8.0,391775,1,56.13
2021-12-01,North East,Yobe,345.04,43.13,8.0,459953,0,52.08
2021-12-01,North West,Jigawa,346.79,43.35,8.0,348334,1,51.83
2021-12-01,North West,Kaduna,248.16,31.02,8.0,269638,3,65.53
2021-12-01,North West,Kano,292.57,36.57,8.0,463452,2,59.37
2021-12-01,North West,Katsina,208.31,26.04,8.0,207350,4,71.07
2021-12-01,North West,Kebbi,351.2,43.9,8.0,172139,0,51.22
2021-12-01,North West,Sokoto,336.35,42.04,8.0,467735,5,53.28
2021-12-01,North West,Zamfara,237.95,29.74,8.0,308381,2,66.95
2021-12-01,South East,Abia,279.96,35.63,7.86,264045,3,61.12
2021-12-01,South East,Anambra,193.06,24.57,7.86,214645,4,73.19
2021-12-01,South East,Ebonyi,257.55,32.78,7.86,158514,0,64.23
2021-12-01,South East,Enugu,176.78,22.5,7.86,11342,4,75.45
2021-12-01,South East,Imo,228.65,29.1,7.86,422780,3,68.24
2021-12-01,South South,Akwa Ibom,175.01,19.45,9.0,419116,1,75.69
2021-12-01,South South,Bayelsa,150.09,16.68,9.0,217698,0,79.15
2021-12-01,South South,Cross River,154.15,17.13,9.0,136566,1,78.59
2021-12-01,South South,Delta,213.81,23.76,9.0,129615,3,70.3
2021-12-01,South South,Edo,150.15,16.68,9.0,446845,2,79.15
2021-12-01,South South,Rivers,102.19,11.35,9.0,99486,1,85.81
2021-12-01,South West,Ekiti,102.88,12.86,8.0,175565,2,85.71
2021-12-01,South West,Lagos,92.61,11.58,8.0,378548,1,87.14
2021-12-01,South West,Ogun,90.3,11.29,8.0,368576,1,87.46
2021-12-01,South West,Ondo,114.37,14.3,8.0,357262,2,84.12
2021-12-01,South West,Osun,114.9,14.36,8.0,185881,2,84.04
2021-12-01,South West,Oyo,90.72,11.34,8.0,137699,0,87.4
2022-01-01,North Central,FCT,119.23,14.9,8.0,22026,1,83.44
2022-01-01,North Central,Benue,247.06,30.88,8.0,430497,3,65.69
2022-01-01,North Central,Kogi,241.81,30.23,8.0,414923,2,66.42
2022-01-01,North Central,Kwara,152.47,19.06,8.0,289935,2,78.82
2022-01-01,North Central,Nasarawa,225.13,28.14,8.0,176846,3,68.73
2022-01-01,North Central,Niger,243.29,30.41,8.0,55830,4,66.21
2022-01-01,North Central,Plateau,240.99,30.12,8.0,139214,1,66.53
2022-01-01,North East,Adamawa,404.45,50.56,8.0,474665,2,43.83
2022-01-01,North East,Bauchi,318.55,39.82,8.0,397791,3,55.76
2022-01-01,North East,Borno,583.67,72.96,8.0,225332,0,18.93
2022-01-01,North East,Gombe,364.53,45.57,8.0,440143,5,49.37
2022-01-01,North East,Taraba,338.18,42.27,8.0,413229,3,53.03
2022-01-01,North East,Yobe,365.23,45.65,8.0,42649,3,49.27
2022-01-01,North West,Jigawa,248.2,31.02,8.0,485548,3,65.53
2022-01-01,North West,Kaduna,292.29,36.54,8.0,445658,0,59.4
2022-01-01,North West,Kano,236.05,29.51,8.0,407169,2,67.22
2022-01-01,North West,Katsina,252.56,31.57,8.0,218613,1,64.92
2022-01-01,North West,Kebbi,197.66,24.71,8.0,488489,2,72.55
2022-01-01,North West,Sokoto,278.14,34.77,8.0,435920,4,61.37
2022-01-01,North West,Zamfara,279.78,34.97,8.0,426926,4,61.14
2022-01-01,South East,Abia,243.48,30.99,7.86,64421,1,66.18
2022-01-01,South East,Anambra,265.93,33.85,7.86,471964,1,63.07
2022-01-01,South East,Ebonyi,238.02,30.29,7.86,382436,2,66.94
2022-01-01,South East,Enugu,175.81,22.38,7.86,461360,3,75.58
2022-01-01,South East,Imo,258.19,32.86,7.86,400639,1,64.14
2022-01-01,South South,Akwa Ibom,136.56,15.17,9.0,404677,1,81.03
2022-01-01,South South,Bayelsa,153.8,17.09,9.0,230434,4,78.64
2022-01-01,South South,Cross River,157.7,17.52,9.0,179259,2,78.1
2022-01-01,South South,Delta,179.18,19.91,9.0,271392,1,75.11
2022-01-01,South South,Edo,210.24,23.36,9.0,434674,0,70.8
2022-01-01,South South,Rivers,153.09,17.01,9.0,320383,3,78.74
2022-01-01,South West,Ekiti,111.96,14.0,8.0,393223,2,84.45
2022-01-01,South West,Lagos,58.21,7.28,8.0,426938,2,91.92
2022-01-01,South West,Ogun,120.67,15.08,8.0,136825,1,83.24
2022-01-01,South West,Ondo,117.66,14.71,8.0,295571,1,83.66
2022-01-01,South West,Osun,127.86,15.98,8.0,13214,3,82.24
2022-01-01,South West,Oyo,87.61,10.95,8.0,99782,2,87.83
2022-02-01,North Central,FCT,174.73,21.84,8.0,33250,0,75.73
2022-02-01,North Central,Benue,253.79,31.72,8.0,364719,3,64.75
2022-02-01,North Central,Kogi,158.99,19.87,8.0,102400,4,77.92
2022-02-01,North Central,Kwara,147.85,18.48,8.0,228380,0,79.47
2022-02-01,North Central,Nasarawa,197.46,24.68,8.0,117458,0,72.57
2022-02-01,North Central,Niger,237.58,29.7,8.0,484997,4,67.0
2022-02-01,North Central,Plateau,241.55,30.19,8.0,490336,1,66.45
2022-02-01,North East,Adamawa,364.96,45.62,8.0,150990,1,49.31
2022-02-01,North East,Bauchi,399.35,49.92,8.0,440874,2,44.53
2022-02-01,North East,Borno,563.41,70.43,8.0,14020,4,21.75
2022-02-01,North East,Gombe,279.05,34.88,8.0,340192,0,61.24
2022-02-01,North East,Taraba,287.54,35.94,8.0,183432,2,60.06
2022-02-01,North East,Yobe,460.63,57.58,8.0,72890,2,36.02
2022-02-01,North West,Jigawa,255.67,31.96,8.0,222601,1,64.49
2022-02-01,North West,Kaduna,282.61,35.33,8.0,185873,1,60.75
2022-02-01,North West,Kano,200.06,25.01,8.0,198132,2,72.21
2022-02-01,North West,Katsina,362.8,45.35,8.0,478696,3,49.61
2022-02-01,North West,Kebbi,249.03,31.13,8.0,64353,1,65.41
2022-02-01,North West,Sokoto,352.39,44.05,8.0,221467,2,51.06
2022-02-01,North West,Zamfara,304.8,38.1,8.0,205841,2,57.67
2022-02-01,South East,Abia,282.96,36.01,7.86,226325,1,60.7
2022-02-01,South East,Anambra,234.98,29.91,7.86,260893,2,67.36
2022-02-01,South East,Ebonyi,195.56,24.89,7.86,376863,1,72.84
2022-02-01,South East,Enugu,195.6,24.89,7.86,466347,2,72.83
2022-02-01,South East,Imo,234.13,29.8,7.86,15972,3,67.48
2022-02-01,South South,Akwa Ibom,197.99,22.0,9.0,411672,2,72.5
2022-02-01,South South,Bayelsa,203.25,22.58,9.0,310954,3,71.77
2022-02-01,South South,Cross River,145.76,16.2,9.0,155148,2,79.76
2022-02-01,South South,Delta,223.09,24.79,9.0,94736,1,69.01
2022-02-01,South South,Edo,230.1,25.57,9.0,195268,2,68.04
2022-02-01,South South,Rivers,134.0,14.89,9.0,201110,4,81.39
2022-02-01,South West,Ekiti,121.12,15.14,8.0,319197,3,83.18
2022-02-01,South West,Lagos,84.79,10.6,8.0,309310,4,88.22
2022-02-01,South West,Ogun,115.45,14.43,8.0,462985,2,83.97
2022-02-01,South West,Ondo,102.45,12.81,8.0,180783,2,85.77
2022-02-01,South West,Osun,139.73,17.47,8.0,424729,1,80.59
2022-02-01,South West,Oyo,101.85,12.73,8.0,71903,2,85.85
2022-03-01,North Central,FCT,107.33,13.42,8.0,134825,3,85.09
2022-03-01,North Central,Benue,153.39,19.17,8.0,485453,0,78.7
2022-03-01,North Central,Kogi,224.0,28.0,8.0,38304,3,68.89
2022-03-01,North Central,Kwara,206.16,25.77,8.0,90984,3,71.37
2022-03-01,North Central,Nasarawa,168.64,21.08,8.0,395394,2,76.58
2022-03-01,North Central,Niger,158.03,19.75,8.0,139279,1,78.05
2022-03-01,North Central,Plateau,210.25,26.28,8.0,304505,0,70.8
2022-03-01,North East,Adamawa,251.75,31.47,8.0,107279,0,65.03
2022-03-01,North East,Bauchi,247.95,30.99,8.0,127429,2,65.56
2022-03-01,North East,Borno,528.97,66.12,8.0,38361,3,26.53
2022-03-01,North East,Gombe,287.44,35.93,8.0,404538,1,60.08
2022-03-01,North East,Taraba,403.08,50.38,8.0,322303,1,44.02
2022-03-01,North East,Yobe,404.81,50.6,8.0,234859,1,43.78
2022-03-01,North West,Jigawa,279.66,34.96,8.0,345956,2,61.16
2022-03-01,North West,Kaduna,274.87,34.36,8.0,75803,2,61.82
2022-03-01,North West,Kano,260.08,32.51,8.0,284525,2,63.88
2022-03-01,North West,Katsina,260.21,32.53,8.0,483498,2,63.86
2022-03-01,North West,Kebbi,235.87,29.48,8.0,24298,2,67.24
2022-03-01,North West,Sokoto,303.02,37.88,8.0,416056,0,57.91
2022-03-01,North West,Zamfara,350.34,43.79,8.0,26792,0,51.34
2022-03-01,South East,Abia,264.63,33.68,7.86,251424,3,63.25
2022-03-01,South East,Anambra,235.37,29.96,7.86,497289,1,67.31
2022-03-01,South East,Ebonyi,162.45,20.68,7.86,430939,4,77.44
2022-03-01,South East,Enugu,267.26,34.02,7.86,239528,1,62.88
2022-03-01,South East,Imo,172.22,21.92,7.86,427195,1,76.08
2022-03-01,South South,Akwa Ibom,197.6,21.96,9.0,300343,0,72.56
2022-03-01,South South,Bayelsa,208.7,23.19,9.0,312438,3,71.01
2022-03-01,South South,Cross River,126.48,14.05,9.0,29494,0,82.43
2022-03-01,South South,Delta,226.39,25.15,9.0,441518,1,68.56
2022-03-01,South South,Edo,141.78,15.75,9.0,135503,4,80.31
2022-03-01,South South,Rivers,153.51,17.06,9.0,25355,3,78.68
2022-03-01,South West,Ekiti,121.91,15.24,8.0,196575,1,83.07
2022-03-01,South West,Lagos,92.22,11.53,8.0,26723,1,87.19
2022-03-01,South West,Ogun,88.2,11.03,8.0,329335,3,87.75
2022-03-01,South West,Ondo,87.58,10.95,8.0,270518,0,87.84
2022-03-01,South West,Osun,141.21,17.65,8.0,37786,0,80.39
2022-03-01,South West,Oyo,146.03,18.25,8.0,471845,0,79.72
2022-04-01,North Central,FCT,121.43,15.18,8.0,373431,3,83.13
2022-04-01,North Central,Benue,142.37,17.8,8.0,286778,3,80.23
2022-04-01,North Central,Kogi,228.61,28.58,8.0,415278,3,68.25
2022-04-01,North Central,Kwara,211.7,26.46,8.0,148195,2,70.6
2022-04-01,North Central,Nasarawa,193.24,24.15,8.0,216831,4,73.16
2022-04-01,North Central,Niger,167.88,20.99,8.0,127560,0,76.68
2022-04-01,North Central,Plateau,222.93,27.87,8.0,493065,3,69.04
2022-04-01,North East,Adamawa,226.28,28.28,8.0,364628,2,68.57
2022-04-01,North East,Bauchi,396.42,49.55,8.0,87044,2,44.94
2022-04-01,North East,Borno,479.7,59.96,8.0,241323,1,33.37
2022-04-01,North East,Gombe,364.77,45.6,8.0,145081,3,49.34
2022-04-01,North East,Taraba,349.71,43.71,8.0,305116,1,51.43
2022-04-01,North East,Yobe,390.24,48.78,8.0,273161,5,45.8
2022-04-01,North West,Jigawa,276.4,34.55,8.0,429819,1,61.61
2022-04-01,North West,Kaduna,327.47,40.93,8.0,436579,0,54.52
2022-04-01,North West,Kano,291.93,36.49,8.0,217986,1,59.45
2022-04-01,North West,Katsina,359.47,44.93,8.0,441827,6,50.07
2022-04-01,North West,Kebbi,207.2,25.9,8.0,172263,1,71.22
2022-04-01,North West,Sokoto,219.63,27.45,8.0,486132,5,69.5
2022-04-01,North West,Zamfara,288.68,36.09,8.0,112840,1,59.91
2022-04-01,South East,Abia,230.53,29.34,7.86,475427,0,67.98
2022-04-01,South East,Anambra,220.31,28.04,7.86,346663,2,69.4
2022-04-01,South East,Ebonyi,157.19,20.01,7.86,197727,2,78.17
2022-04-01,South East,Enugu,260.24,33.12,7.86,102401,3,63.86
2022-04-01,South East,Imo,201.55,25.65,7.86,264988,4,72.01
2022-04-01,South South,Akwa Ibom,127.55,14.17,9.0,369861,2,82.28
2022-04-01,South South,Bayelsa,177.68,19.74,9.0,388681,6,75.32
2022-04-01,South South,Cross River,212.91,23.66,9.0,446643,3,70.43
2022-04-01,South South,Delta,135.43,15.05,9.0,411873,1,81.19
2022-04-01,South South,Edo,170.96,19.0,9.0,156134,3,76.26
2022-04-01,South South,Rivers,169.84,18.87,9.0,465749,3,76.41
2022-04-01,South West,Ekiti,92.17,11.52,8.0,224727,1,87.2
2022-04-01,South West,Lagos,75.68,9.46,8.0,207912,3,89.49
2022-04-01,South West,Ogun,121.11,15.14,8.0,74842,3,83.18
2022-04-01,South West,Ondo,115.87,14.48,8.0,218462,0,83.91
2022-04-01,South West,Osun,147.78,18.47,8.0,196913,2,79.47
2022-04-01,South West,Oyo,148.95,18.62,8.0,28324,2,79.31
2022-05-01,North Central,FCT,149.01,18.63,8.0,286593,5,79.3
2022-05-01,North Central,Benue,262.57,32.82,8.0,219579,2,63.53
2022-05-01,North Central,Kogi,223.3,27.91,8.0,389787,3,68.99
2022-05-01,North Central,Kwara,224.6,28.07,8.0,299296,3,68.81
2022-05-01,North Central,Nasarawa,241.92,30.24,8.0,203250,3,66.4
2022-05-01,North Central,Niger,275.26,34.41,8.0,297407,3,61.77
2022-05-01,North Central,Plateau,263.85,32.98,8.0,394508,2,63.35
2022-05-01,North East,Adamawa,318.83,39.85,8.0,157597,2,55.72
2022-05-01,North East,Bauchi,289.54,36.19,8.0,348844,1,59.79
2022-05-01,North East,Borno,606.33,75.79,8.0,187805,1,15.79
2022-05-01,North East,Gombe,376.01,47.0,8.0,111916,1,47.78
2022-05-01,North East,Taraba,413.26,51.66,8.0,96501,0,42.6
2022-05-01,North East,Yobe,354.32,44.29,8.0,213823,1,50.79
2022-05-01,North West,Jigawa,397.06,49.63,8.0,105120,2,44.85
2022-05-01,North West,Kaduna,344.34,43.04,8.0,191830,3,52.17
2022-05-01,North West,Kano,265.23,33.15,8.0,483000,3,63.16
2022-05-01,North West,Katsina,361.79,45.22,8.0,34401,2,49.75
2022-05-01,North West,Kebbi,302.98,37.87,8.0,256329,5,57.92
2022-05-01,North West,Sokoto,237.37,29.67,8.0,38806,4,67.03
2022-05-01,North West,Zamfara,331.61,41.45,8.0,445058,3,53.94
2022-05-01,South East,Abia,337.41,42.94,7.86,468455,1,53.14
2022-05-01,South East,Anambra,341.2,43.43,7.86,410713,0,52.61
2022-05-01,South East,Ebonyi,294.26,37.45,7.86,248671,2,59.13
2022-05-01,South East,Enugu,303.98,38.69,7.86,263450,2,57.78
2022-05-01,South East,Imo,251.31,31.98,7.86,13692,2,65.1
2022-05-01,South South,Akwa Ibom,173.23,19.25,9.0,106018,1,75.94
2022-05-01,South South,Bayelsa,258.95,28.77,9.0,164999,0,64.04
2022-05-01,South South,Cross River,275.92,30.66,9.0,430597,1,61.68
2022-05-01,South South,Delta,175.3,19.48,9.0,121571,4,75.65
2022-05-01,South South,Edo,227.46,25.27,9.0,189771,2,68.41
2022-05-01,South South,Rivers,137.94,15.33,9.0,61366,2,80.84
2022-05-01,South West,Ekiti,202.11,25.26,8.0,368427,1,71.93
2022-05-01,South West,Lagos,72.93,9.12,8.0,66620,5,89.87
2022-05-01,South West,Ogun,196.95,24.62,8.0,363762,2,72.65
2022-05-01,South West,Ondo,186.04,23.26,8.0,92968,3,74.16
2022-05-01,South West,Osun,110.2,13.78,8.0,355944,1,84.69
2022-05-01,South West,Oyo,201.12,25.14,8.0,397763,2,72.07
2022-06-01,North Central,FCT,196.71,24.59,8.0,498219,4,72.68
2022-06-01,North Central,Benue,225.37,28.17,8.0,148535,2,68.7
2022-06-01,North Central,Kogi,257.85,32.23,8.0,210739,1,64.19
2022-06-01,North Central,Kwara,216.7,27.09,8.0,383113,3,69.9
2022-06-01,North Central,Nasarawa,200.63,25.08,8.0,52013,3,72.13
2022-06-01,North Central,Niger,188.63,23.58,8.0,88148,0,73.8
2022-06-01,North Central,Plateau,210.35,26.29,8.0,88654,2,70.79
2022-06-01,North East,Adamawa,434.99,54.37,8.0,332280,1,39.58
2022-06-01,North East,Bauchi,437.85,54.73,8.0,479357,2,39.19
2022-06-01,North East,Borno,439.53,54.94,8.0,457436,1,38.95
2022-06-01,North East,Gombe,257.06,32.13,8.0,317765,5,64.3
2022-06-01,North East,Taraba,274.38,34.3,8.0,435217,2,61.89
2022-06-01,North East,Yobe,541.7,67.71,8.0,205835,2,24.76
2022-06-01,North West,Jigawa,310.78,38.85,8.0,399920,3,56.84
2022-06-01,North West,Kaduna,389.4,48.67,8.0,15293,1,45.92
2022-06-01,North West,Kano,351.3,43.91,8.0,217728,1,51.21
2022-06-01,North West,Katsina,244.4,30.55,8.0,310826,0,66.06
2022-06-01,North West,Kebbi,325.43,40.68,8.0,389578,2,54.8
2022-06-01,North West,Sokoto,229.86,28.73,8.0,363285,4,68.07
2022-06-01,North West,Zamfara,303.27,37.91,8.0,115815,1,57.88
2022-06-01,South East,Abia,232.04,29.53,7.86,442627,0,67.77
2022-06-01,South East,Anambra,238.69,30.38,7.86,497804,4,66.85
2022-06-01,South East,Ebonyi,272.7,34.71,7.86,379950,2,62.13
2022-06-01,South East,Enugu,256.42,32.63,7.86,302143,5,64.39
2022-06-01,South East,Imo,340.08,43.28,7.86,342437,1,52.77
2022-06-01,South South,Akwa Ibom,232.4,25.82,9.0,397905,3,67.72
2022-06-01,South South,Bayelsa,267.85,29.76,9.0,306440,2,62.8
2022-06-01,South South,Cross River,275.34,30.59,9.0,267550,1,61.76
2022-06-01,South South,Delta,240.48,26.72,9.0,22325,1,66.6
2022-06-01,South South,Edo,230.15,25.57,9.0,411884,4,68.03
2022-06-01,South South,Rivers,150.86,16.76,9.0,28726,0,79.05
2022-06-01,South West,Ekiti,140.92,17.61,8.0,366650,1,80.43
2022-06-01,South West,Lagos,87.64,10.96,8.0,299250,5,87.83
2022-06-01,South West,Ogun,158.24,19.78,8.0,371108,2,78.02
2022-06-01,South West,Ondo,150.68,18.84,8.0,204541,2,79.07
2022-06-01,South West,Osun,174.53,21.82,8.0,305564,3,75.76
2022-06-01,South West,Oyo,191.07,23.88,8.0,369169,1,73.46
2022-07-01,North Central,FCT,111.92,13.99,8.0,199811,2,84.46
2022-07-01,North Central,Benue,238.95,29.87,8.0,104269,4,66.81
2022-07-01,North Central,Kogi,272.96,34.12,8.0,317351,3,62.09
2022-07-01,North Central,Kwara,205.36,25.67,8.0,422397,0,71.48
2022-07-01,North Central,Nasarawa,238.37,29.8,8.0,207599,1,66.89
2022-07-01,North Central,Niger,263.7,32.96,8.0,238996,1,63.37
2022-07-01,North Central,Plateau,283.54,35.44,8.0,64435,3,60.62
2022-07-01,North East,Adamawa,278.29,34.79,8.0,127869,1,61.35
2022-07-01,North East,Bauchi,330.64,41.33,8.0,33411,3,54.08
2022-07-01,North East,Borno,396.7,49.59,8.0,442567,3,44.9
2022-07-01,North East,Gombe,363.81,45.48,8.0,397709,0,49.47
2022-07-01,North East,Taraba,321.83,40.23,8.0,488967,1,55.3
2022-07-01,North East,Yobe,565.56,70.69,8.0,201283,1,21.45
2022-07-01,North West,Jigawa,250.73,31.34,8.0,441498,2,65.18
2022-07-01,North West,Kaduna,296.99,37.12,8.0,179512,1,58.75
2022-07-01,North West,Kano,340.43,42.55,8.0,157318,4,52.72
2022-07-01,North West,Katsina,333.93,41.74,8.0,307632,2,53.62
2022-07-01,North West,Kebbi,272.92,34.12,8.0,278594,0,62.09
2022-07-01,North West,Sokoto,388.14,48.52,8.0,328489,1,46.09
2022-07-01,North West,Zamfara,332.03,41.5,8.0,18693,1,53.89
2022-07-01,South East,Abia,312.79,39.81,7.86,208885,1,56.56
2022-07-01,South East,Anambra,220.34,28.04,7.86,131237,1,69.4
2022-07-01,South East,Ebonyi,214.27,27.27,7.86,169263,4,70.24
2022-07-01,South East,Enugu,319.24,40.63,7.86,211859,4,55.66
2022-07-01,South East,Imo,329.94,41.99,7.86,262953,0,54.17
2022-07-01,South South,Akwa Ibom,301.5,33.5,9.0,194887,3,58.12
2022-07-01,South South,Bayelsa,207.09,23.01,9.0,363267,1,71.24
2022-07-01,South South,Cross River,301.35,33.48,9.0,287198,6,58.15
2022-07-01,South South,Delta,296.67,32.96,9.0,359417,1,58.8
2022-07-01,South South,Edo,181.5,20.17,9.0,87589,1,74.79
2022-07-01,South South,Rivers,144.81,16.09,9.0,497996,1,79.89
2022-07-01,South West,Ekiti,186.1,23.26,8.0,67969,1,74.15
2022-07-01,South West,Lagos,69.03,8.63,8.0,480769,3,90.41
2022-07-01,South West,Ogun,182.68,22.83,8.0,366656,2,74.63
2022-07-01,South West,Ondo,136.81,17.1,8.0,136379,1,81.0
2022-07-01,South West,Osun,152.71,19.09,8.0,326853,0,78.79
2022-07-01,South West,Oyo,133.25,16.66,8.0,484009,3,81.49
