date,disco,customer_class,tariff_naira_per_kwh,fixed_charge_naira,vat_percent,regulatory_charge_percent,effective_tariff_naira_per_kwh
2024-07-01,Abuja,Residential,40.61,750,7.5,1.5,44.26
2024-07-01,Abuja,Commercial,55.76,1500,7.5,1.5,60.77
2024-07-01,Abuja,Industrial,47.62,5000,7.5,1.5,51.9
2024-07-01,Abuja,Special,74.35,2500,7.5,1.5,81.05
2024-07-01,Benin,Residential,38.65,750,7.5,1.5,42.13
2024-07-01,Benin,Commercial,54.81,1500,7.5,1.5,59.75
2024-07-01,Benin,Industrial,45.62,5000,7.5,1.5,49.72
2024-07-01,Benin,Special,72.81,2500,7.5,1.5,79.36
2024-07-01,Eko,Residential,41.72,750,7.5,1.5,45.47
2024-07-01,Eko,Commercial,62.36,1500,7.5,1.5,67.97
2024-07-01,Eko,Industrial,53.06,5000,7.5,1.5,57.83
2024-07-01,Eko,Special,78.25,2500,7.5,1.5,85.3
2024-07-01,Enugu,Residential,37.01,750,7.5,1.5,40.34
2024-07-01,Enugu,Commercial,56.51,1500,7.5,1.5,61.59
2024-07-01,Enugu,Industrial,46.67,5000,7.5,1.5,50.88
2024-07-01,Enugu,Special,73.07,2500,7.5,1.5,79.64
2024-07-01,Ibadan,Residential,37.06,750,7.5,1.5,40.4
2024-07-01,Ibadan,Commercial,54.69,1500,7.5,1.5,59.62
2024-07-01,Ibadan,Industrial,47.24,5000,7.5,1.5,51.49
2024-07-01,Ibadan,Special,72.51,2500,7.5,1.5,79.03
2024-07-01,Ikeja,Residential,42.99,750,7.5,1.5,46.86
2024-07-01,Ikeja,Commercial,60.45,1500,7.5,1.5,65.89
2024-07-01,Ikeja,Industrial,52.33,5000,7.5,1.5,57.04
2024-07-01,Ikeja,Special,75.82,2500,7.5,1.5,82.64
2024-07-01,Jos,Residential,37.31,750,7.5,1.5,40.66
2024-07-01,Jos,Commercial,51.46,1500,7.5,1.5,56.09
2024-07-01,Jos,Industrial,46.59,5000,7.5,1.5,50.78
2024-07-01,Jos,Special,70.21,2500,7.5,1.5,76.53
2024-07-01,Kaduna,Residential,40.12,750,7.5,1.5,43.73
2024-07-01,Kaduna,Commercial,57.85,1500,7.5,1.5,63.06
2024-07-01,Kaduna,Industrial,46.2,5000,7.5,1.5,50.36
2024-07-01,Kaduna,Special,70.22,2500,7.5,1.5,76.54
2024-07-01,Kano,Residential,36.66,750,7.5,1.5,39.96
2024-07-01,Kano,Commercial,53.99,1500,7.5,1.5,58.84
2024-07-01,Kano,Industrial,45.38,5000,7.5,1.5,49.46
2024-07-01,Kano,Special,71.81,2500,7.5,1.5,78.27
2024-07-01,Port Harcourt,Residential,38.36,750,7.5,1.5,41.82
2024-07-01,Port Harcourt,Commercial,58.19,1500,7.5,1.5,63.43
2024-07-01,Port Harcourt,Industrial,47.34,5000,7.5,1.5,51.61
2024-07-01,Port Harcourt,Special,71.82,2500,7.5,1.5,78.28
2024-07-01,Yola,Residential,34.07,750,7.5,1.5,37.14
2024-07-01,Yola,Commercial,51.93,1500,7.5,1.5,56.6
2024-07-01,Yola,Industrial,44.59,5000,7.5,1.5,48.61
2024-07-01,Yola,Special,63.29,2500,7.5,1.5,68.99
2024-10-01,Abuja,Residential,38.47,750,7.5,1.5,41.94
2024-10-01,Abuja,Commercial,56.68,1500,7.5,1.5,61.78
2024-10-01,Abuja,Industrial,51.0,5000,7.5,1.5,55.59
2024-10-01,Abuja,Special,73.05,2500,7.5,1.5,79.62
2024-10-01,Benin,Residential,39.33,750,7.5,1.5,42.87
2024-10-01,Benin,Commercial,57.26,1500,7.5,1.5,62.41
2024-10-01,Benin,Industrial,48.44,5000,7.5,1.5,52.8
2024-10-01,Benin,Special,73.03,2500,7.5,1.5,79.61
2024-10-01,Eko,Residential,43.14,750,7.5,1.5,47.02
2024-10-01,Eko,Commercial,62.26,1500,7.5,1.5,67.86
2024-10-01,Eko,Industrial,49.68,5000,7.5,1.5,54.15
2024-10-01,Eko,Special,78.01,2500,7.5,1.5,85.03
2024-10-01,Enugu,Residential,38.6,750,7.5,1.5,42.07
2024-10-01,Enugu,Commercial,58.43,1500,7.5,1.5,63.69
2024-10-01,Enugu,Industrial,48.24,5000,7.5,1.5,52.58
2024-10-01,Enugu,Special,71.34,2500,7.5,1.5,77.76
2024-10-01,Ibadan,Residential,38.39,750,7.5,1.5,41.85
2024-10-01,Ibadan,Commercial,53.64,1500,7.5,1.5,58.47
2024-10-01,Ibadan,Industrial,47.18,5000,7.5,1.5,51.42
2024-10-01,Ibadan,Special,68.22,2500,7.5,1.5,74.36
2024-10-01,Ikeja,Residential,40.18,750,7.5,1.5,43.79
2024-10-01,Ikeja,Commercial,60.4,1500,7.5,1.5,65.83
2024-10-01,Ikeja,Industrial,53.03,5000,7.5,1.5,57.81
2024-10-01,Ikeja,Special,80.75,2500,7.5,1.5,88.01
2024-10-01,Jos,Residential,37.45,750,7.5,1.5,40.82
2024-10-01,Jos,Commercial,51.98,1500,7.5,1.5,56.66
2024-10-01,Jos,Industrial,43.09,5000,7.5,1.5,46.97
2024-10-01,Jos,Special,66.61,2500,7.5,1.5,72.61
2024-10-01,Kaduna,Residential,37.53,750,7.5,1.5,40.91
2024-10-01,Kaduna,Commercial,55.14,1500,7.5,1.5,60.1
2024-10-01,Kaduna,Industrial,47.8,5000,7.5,1.5,52.1
2024-10-01,Kaduna,Special,67.48,2500,7.5,1.5,73.56
2024-10-01,Kano,Residential,37.74,750,7.5,1.5,41.14
2024-10-01,Kano,Commercial,56.19,1500,7.5,1.5,61.24
2024-10-01,Kano,Industrial,47.19,5000,7.5,1.5,51.44
2024-10-01,Kano,Special,71.99,2500,7.5,1.5,78.47
2024-10-01,Port Harcourt,Residential,37.04,750,7.5,1.5,40.37
2024-10-01,Port Harcourt,Commercial,53.93,1500,7.5,1.5,58.78
2024-10-01,Port Harcourt,Industrial,46.61,5000,7.5,1.5,50.8
2024-10-01,Port Harcourt,Special,67.99,2500,7.5,1.5,74.11
2024-10-01,Yola,Residential,33.51,750,7.5,1.5,36.52
2024-10-01,Yola,Commercial,48.2,1500,7.5,1.5,52.53
2024-10-01,Yola,Industrial,42.35,5000,7.5,1.5,46.16
2024-10-01,Yola,Special,65.08,2500,7.5,1.5,70.93
