date,disco,allocated_mw,peak_demand_mw,energy_delivered_mwh,load_rejection_mw,technical_losses_percent,commercial_losses_percent
2024-02-08,Benin,346.02,620.35,7460.32,74.09,17.79,30.58
2024-02-08,Eko,800.68,1314.61,16186.28,240.81,20.68,18.33
2024-02-08,Enugu,442.93,714.52,9701.36,98.68,24.66,20.4
2024-02-08,Ibadan,521.95,744.89,11682.28,96.88,16.0,19.68
2024-02-08,Ikeja,881.59,1511.43,16418.91,302.59,23.49,16.82
2024-02-08,Jos,157.23,212.77,2806.89,44.08,20.0,24.87
2024-02-08,Kaduna,251.63,439.15,5330.68,45.67,16.45,15.69
2024-02-08,Kano,370.56,560.85,7375.41,60.2,21.2,22.47
2024-02-08,Port Harcourt,448.57,611.36,8680.19,72.78,18.76,25.64
2024-02-08,Yola,41.6,50.63,816.51,6.45,17.95,25.2
2024-02-09,Abuja,631.83,958.64,13599.67,205.92,23.67,20.35
2024-02-09,Benin,356.39,621.3,6827.23,69.19,24.18,30.69
2024-02-09,Eko,670.51,1123.18,12489.56,102.54,17.25,29.16
2024-02-09,Enugu,508.91,750.24,11037.0,98.42,17.78,20.21
2024-02-09,Ibadan,492.44,844.3,8911.16,168.94,12.81,15.86
2024-02-09,Ikeja,736.84,1213.96,13537.49,218.28,19.89,23.63
2024-02-09,Jos,138.03,199.08,3103.59,27.05,11.12,24.14
2024-02-09,Kaduna,292.31,473.08,6531.45,106.55,12.9,26.38
2024-02-09,Kano,398.4,697.16,7499.01,92.96,23.29,23.96
2024-02-09,Port Harcourt,414.81,722.88,8965.38,71.77,13.52,23.82
2024-02-09,Yola,52.1,93.75,1117.25,12.78,8.17,32.44
2024-02-10,Abuja,495.83,775.49,9760.43,190.06,8.39,32.8
2024-02-10,Benin,270.62,440.64,5642.68,27.89,12.85,19.73
2024-02-10,Eko,536.47,878.24,9783.71,130.05,12.2,29.51
2024-02-10,Enugu,423.63,592.51,8649.79,147.19,9.6,32.77
2024-02-10,Ibadan,413.88,527.12,8308.29,69.48,21.96,16.07
2024-02-10,Ikeja,629.1,951.57,12791.86,200.66,12.41,36.04
2024-02-10,Jos,135.41,203.03,2892.72,34.86,9.18,23.15
2024-02-10,Kaduna,208.9,374.63,3796.59,60.74,12.83,31.33
2024-02-10,Kano,290.26,485.06,5069.28,106.97,22.29,31.97
2024-02-10,Port Harcourt,311.2,412.38,6832.71,42.51,10.65,28.6
2024-02-10,Yola,37.04,49.39,750.28,7.84,10.39,28.37
2024-02-11,Abuja,509.6,642.94,10458.87,117.69,14.9,20.81
2024-02-11,Benin,238.6,407.68,4475.83,72.61,24.11,29.12
2024-02-11,Eko,576.77,784.96,12922.03,175.7,19.31,25.65
2024-02-11,Enugu,437.82,712.86,8099.33,122.54,15.31,15.16
2024-02-11,Ibadan,476.71,607.18,9467.23,95.75,13.82,26.93
2024-02-11,Ikeja,820.64,1185.85,14684.53,233.13,12.02,17.64
2024-02-11,Jos,102.96,124.97,1996.16,23.48,11.15,34.6
2024-02-11,Kaduna,211.58,370.09,4300.38,22.91,24.37,22.7
2024-02-11,Kano,312.64,428.49,6618.73,76.82,10.25,17.61
2024-02-11,Port Harcourt,381.22,511.69,6719.69,95.24,21.65,21.97
2024-02-11,Yola,37.01,62.94,654.67,10.55,24.24,36.03
2024-02-12,Abuja,358.09,460.3,8055.46,141.73,11.99,31.74
2024-02-12,Benin,243.45,326.27,4364.09,25.16,15.0,37.49
2024-02-12,Eko,530.39,677.11,9560.79,117.97,21.27,30.3
2024-02-12,Enugu,316.76,492.62,5504.48,77.07,24.87,17.21
2024-02-12,Ibadan,349.0,480.71,6993.83,94.98,17.82,36.31
2024-02-12,Ikeja,549.04,828.94,9259.8,184.95,12.41,35.41
2024-02-12,Jos,87.98,106.15,1559.84,34.82,13.44,17.72
2024-02-12,Kaduna,167.62,232.36,2853.96,42.48,11.63,27.98
2024-02-12,Kano,225.17,328.27,4590.57,26.7,14.78,22.56
2024-02-12,Port Harcourt,261.79,409.11,5322.6,75.71,10.7,22.14
2024-02-12,Yola,28.8,43.9,563.47,5.73,21.36,17.35
2024-02-13,Abuja,577.41,960.72,10976.23,207.62,9.26,24.37
2024-02-13,Benin,361.82,649.79,8218.07,56.78,18.71,28.39
2024-02-13,Eko,731.02,950.81,16620.11,172.39,10.14,20.37
2024-02-13,Enugu,505.94,762.22,9518.35,119.66,10.83,23.17
2024-02-13,Ibadan,521.0,903.32,9374.08,170.4,13.94,26.86
2024-02-13,Ikeja,917.42,1484.25,20061.38,170.53,12.12,32.04
2024-02-13,Jos,148.2,234.73,2573.72,42.39,16.73,17.85
2024-02-13,Kaduna,340.83,500.31,6169.89,70.22,16.37,17.29
2024-02-13,Kano,494.69,791.18,8615.21,171.59,13.48,29.92
2024-02-13,Port Harcourt,456.64,748.9,9652.38,121.29,12.1,21.34
2024-02-13,Yola,52.46,67.52,987.64,16.02,22.12,23.31
2024-02-14,Abuja,473.0,820.37,9109.96,51.12,19.81,34.6
2024-02-14,Benin,214.6,334.14,4362.93,45.84,20.75,25.7
2024-02-14,Eko,566.11,854.97,10354.54,159.61,20.53,39.35
2024-02-14,Enugu,345.51,427.97,7852.62,99.21,24.09,17.6
2024-02-14,Ibadan,375.55,480.85,8191.99,136.74,16.52,19.67
2024-02-14,Ikeja,572.95,889.73,11366.33,176.72,13.19,25.06
2024-02-14,Jos,92.08,144.21,1780.73,34.62,18.91,24.97
2024-02-14,Kaduna,199.79,348.26,3375.92,39.57,24.04,31.35
2024-02-14,Kano,289.53,382.8,6311.88,46.69,12.22,19.8
2024-02-14,Port Harcourt,289.48,512.95,5908.88,84.34,24.22,20.76
2024-02-14,Yola,30.53,47.6,605.88,7.43,9.05,26.36
2024-02-15,Abuja,416.09,554.82,7820.42,85.69,13.25,39.47
2024-02-15,Benin,294.12,454.33,6672.45,116.87,14.05,26.13
2024-02-15,Eko,634.66,993.35,11473.1,194.72,11.5,23.48
2024-02-15,Enugu,341.49,459.99,5746.65,124.38,13.03,17.16
2024-02-15,Ibadan,358.39,549.63,8156.12,51.43,9.69,25.96
2024-02-15,Ikeja,682.12,939.03,12697.75,155.08,13.34,37.88
2024-02-15,Jos,96.24,129.03,2083.64,33.7,9.9,39.34
2024-02-15,Kaduna,236.08,321.9,4612.06,44.65,10.55,22.28
2024-02-15,Kano,304.66,516.58,5782.81,62.26,15.96,31.11
2024-02-15,Port Harcourt,359.97,502.54,7313.83,78.04,20.18,19.12
2024-02-15,Yola,34.48,50.19,763.2,9.38,24.41,17.58
2024-02-16,Abuja,485.96,758.16,10531.66,171.27,19.39,31.04
2024-02-16,Benin,329.67,471.49,7185.67,124.1,16.36,33.23
2024-02-16,Eko,599.6,776.67,12183.22,95.3,15.78,36.82
2024-02-16,Enugu,363.5,442.83,7429.48,72.45,15.1,25.14
2024-02-16,Ibadan,399.93,480.77,8874.66,66.12,15.24,39.3
2024-02-16,Ikeja,820.31,1037.5,16284.15,261.7,19.87,34.02
2024-02-16,Jos,122.92,160.48,2407.99,36.18,18.35,16.76
2024-02-16,Kaduna,216.52,385.23,3834.83,40.78,21.05,25.24
2024-02-16,Kano,300.31,444.55,6070.29,70.82,23.62,22.12
2024-02-16,Port Harcourt,391.62,496.33,7500.95,126.22,11.82,29.74
2024-02-16,Yola,37.19,46.92,741.53,11.25,9.93,37.94
2024-02-17,Abuja,378.97,500.85,6752.22,48.21,21.56,27.39
2024-02-17,Benin,241.17,426.95,4588.43,36.2,12.66,20.97
2024-02-17,Eko,534.46,734.83,10633.87,160.76,21.21,32.75
2024-02-17,Enugu,324.96,412.55,6517.0,51.89,9.44,28.18
2024-02-17,Ibadan,371.71,614.7,6945.53,146.31,20.89,16.44
2024-02-17,Ikeja,643.31,989.13,13491.28,160.4,16.22,24.2
2024-02-17,Jos,99.6,176.07,1863.1,11.86,10.84,36.43
2024-02-17,Kaduna,219.42,365.84,4751.12,76.13,17.36,19.43
2024-02-17,Kano,255.06,393.92,4845.95,68.21,16.47,30.05
2024-02-17,Port Harcourt,275.77,336.36,5826.89,43.55,19.09,28.66
2024-02-17,Yola,40.8,69.4,786.5,11.62,9.99,24.66
2024-02-18,Abuja,601.52,896.67,10742.6,205.08,12.64,35.51
2024-02-18,Benin,349.76,497.93,5961.21,59.36,23.11,35.45
2024-02-18,Eko,741.49,1097.26,15336.2,177.87,18.95,22.69
2024-02-18,Enugu,532.57,863.37,10001.55,185.97,16.28,19.37
2024-02-18,Ibadan,464.44,752.29,10213.48,158.95,19.15,18.53
2024-02-18,Ikeja,764.26,1075.33,16759.91,296.93,12.1,34.05
2024-02-18,Jos,148.26,180.74,2973.64,50.67,12.69,37.43
2024-02-18,Kaduna,267.13,332.81,4744.15,93.79,15.09,34.92
2024-02-18,Kano,390.4,581.05,8448.87,88.64,21.63,17.52
2024-02-18,Port Harcourt,452.92,734.43,10052.34,75.77,18.27,25.83
2024-02-18,Yola,46.65,58.96,821.24,16.38,20.75,24.56
2024-02-19,Abuja,532.01,837.84,11709.02,187.09,14.34,33.63
2024-02-19,Benin,347.26,591.76,6939.86,114.41,9.34,29.75
2024-02-19,Eko,772.16,1209.19,16195.12,289.89,21.36,20.49
2024-02-19,Enugu,556.7,708.82,11430.88,203.1,9.72,36.24
2024-02-19,Ibadan,607.81,913.09,11337.68,134.71,24.47,20.04
2024-02-19,Ikeja,934.62,1168.22,16923.47,307.48,13.14,39.64
2024-02-19,Jos,152.17,229.77,2589.68,58.88,10.96,28.46
2024-02-19,Kaduna,294.75,427.2,6089.48,88.02,10.62,27.49
2024-02-19,Kano,441.05,646.57,7848.43,85.55,11.61,18.15
2024-02-19,Port Harcourt,439.65,670.27,7577.99,123.61,24.88,39.1
2024-02-19,Yola,55.72,75.77,943.59,19.51,8.95,20.14
2024-02-20,Abuja,472.84,803.96,10148.57,154.49,21.87,20.49
2024-02-20,Benin,326.24,461.04,6786.19,44.57,19.99,39.3
2024-02-20,Eko,564.6,709.31,9904.13,129.39,12.94,35.17
2024-02-20,Enugu,432.68,645.01,9130.59,90.25,14.0,33.92
2024-02-20,Ibadan,520.03,628.53,9185.11,85.25,13.98,22.29
2024-02-20,Ikeja,824.69,1399.4,14805.28,221.75,14.25,27.64
2024-02-20,Jos,135.57,235.38,2434.06,17.1,18.66,24.85
2024-02-20,Kaduna,235.21,298.77,4740.21,44.72,24.96,25.15
2024-02-20,Kano,318.78,502.81,5822.62,79.13,16.2,26.34
2024-02-20,Port Harcourt,427.37,568.38,9498.58,144.19,13.66,19.52
2024-02-20,Yola,40.73,57.0,820.3,4.64,23.54,17.47
2024-02-21,Abuja,391.76,530.45,8550.67,111.48,11.86,36.79
2024-02-21,Benin,282.23,466.29,6176.76,80.69,16.52,24.35
2024-02-21,Eko,508.76,780.66,11262.33,141.53,23.63,23.92
2024-02-21,Enugu,391.47,622.12,8151.38,114.9,11.77,18.59
2024-02-21,Ibadan,465.21,570.9,9121.14,105.85,14.12,34.55
2024-02-21,Ikeja,714.67,1245.77,13702.31,192.43,23.17,39.85
2024-02-21,Jos,126.57,206.39,2235.06,13.54,22.03,36.02
2024-02-21,Kaduna,238.29,325.97,4918.06,46.44,15.66,24.56
2024-02-21,Kano,332.57,445.81,6739.71,69.27,19.27,29.11
2024-02-21,Port Harcourt,375.17,473.08,6799.54,123.77,14.27,19.14
2024-02-21,Yola,37.02,58.91,631.87,6.94,21.76,28.01
2024-02-22,Abuja,346.37,548.47,6233.33,120.61,19.5,26.78
2024-02-22,Benin,243.15,348.94,4427.83,72.56,17.75,23.38
2024-02-22,Eko,441.54,635.34,8189.16,138.23,19.07,26.02
2024-02-22,Enugu,299.38,424.83,5538.79,37.63,12.56,23.03
2024-02-22,Ibadan,344.59,573.49,6607.23,132.12,22.06,39.62
2024-02-22,Ikeja,618.66,971.32,12615.07,85.91,20.28,30.01
2024-02-22,Jos,92.85,150.04,1807.18,23.88,14.77,32.93
2024-02-22,Kaduna,206.24,351.54,4437.57,21.48,23.5,21.87
2024-02-22,Kano,275.83,363.6,5361.62,89.6,18.88,25.4
2024-02-22,Port Harcourt,292.86,447.88,5404.48,86.07,11.47,32.35
2024-02-22,Yola,26.28,40.19,504.76,5.02,16.77,31.13
2024-02-23,Abuja,714.5,1164.84,14056.94,155.51,8.55,23.98
2024-02-23,Benin,418.53,598.68,8190.48,75.98,12.66,16.55
2024-02-23,Eko,839.71,1233.41,17160.21,221.74,21.58,33.78
2024-02-23,Enugu,585.41,877.85,11077.92,222.47,8.92,18.82
2024-02-23,Ibadan,581.1,911.38,9791.04,183.51,17.5,27.12
2024-02-23,Ikeja,952.03,1439.17,16918.2,126.25,12.92,32.74
2024-02-23,Jos,166.7,248.06,3372.19,44.64,13.22,17.44
2024-02-23,Kaduna,363.46,566.98,7627.73,86.94,20.86,29.61
2024-02-23,Kano,375.09,650.43,6989.19,53.03,9.5,33.01
2024-02-23,Port Harcourt,517.01,837.6,11526.42,105.82,17.54,30.49
2024-02-23,Yola,61.92,85.91,1395.54,8.95,20.99,30.82
2024-02-24,Abuja,519.52,647.77,8945.11,144.37,18.25,37.65
2024-02-24,Benin,349.53,433.7,6311.46,35.8,21.2,35.39
2024-02-24,Eko,869.32,1258.18,14705.22,148.15,17.99,39.05
2024-02-24,Enugu,444.26,565.52,9334.12,133.35,12.26,35.33
2024-02-24,Ibadan,492.88,865.22,8874.85,61.32,13.77,19.7
2024-02-24,Ikeja,914.94,1474.98,18065.95,272.82,14.2,15.7
2024-02-24,Jos,172.78,292.28,2978.82,40.56,18.8,19.76
2024-02-24,Kaduna,309.61,470.67,5588.38,44.08,20.9,23.06
2024-02-24,Kano,372.4,611.76,7901.09,68.12,22.83,32.21
2024-02-24,Port Harcourt,432.8,630.38,9158.24,70.75,15.97,31.34
2024-02-24,Yola,51.02,79.85,1024.34,8.15,14.97,28.3
2024-02-25,Abuja,621.45,904.8,14073.5,82.24,11.52,23.53
2024-02-25,Benin,318.3,501.4,5422.89,48.77,12.99,32.08
2024-02-25,Eko,826.25,1387.35,14783.67,222.77,8.51,22.76
2024-02-25,Enugu,540.46,796.63,9565.88,125.15,11.37,24.83
2024-02-25,Ibadan,542.53,764.82,12164.5,145.81,22.33,34.02
2024-02-25,Ikeja,934.11,1399.42,15705.22,265.32,14.05,17.94
2024-02-25,Jos,146.04,239.7,3296.08,30.99,17.23,36.28
2024-02-25,Kaduna,282.22,362.75,5218.58,104.35,10.71,23.23
2024-02-25,Kano,391.81,669.32,8786.88,89.23,23.84,19.04
2024-02-25,Port Harcourt,399.65,707.2,7936.3,62.25,16.3,34.58
2024-02-25,Yola,54.36,93.41,1098.95,19.57,16.67,30.18
2024-02-26,Abuja,574.47,714.73,10858.08,164.98,11.27,18.71
2024-02-26,Benin,321.5,391.99,6835.22,57.1,10.11,32.48
2024-02-26,Eko,810.09,981.76,14744.86,310.72,14.55,38.46
2024-02-26,Enugu,456.51,607.54,8255.84,57.32,23.24,39.5
2024-02-26,Ibadan,612.09,1047.43,13393.43,182.6,22.05,20.21
2024-02-26,Ikeja,851.78,1349.65,18780.69,253.95,22.26,26.85
2024-02-26,Jos,156.48,279.79,2772.99,59.16,16.88,31.08
2024-02-26,Kaduna,327.11,472.94,6317.28,84.45,8.32,27.42
2024-02-26,Kano,367.19,645.07,6362.12,87.32,24.11,37.53
2024-02-26,Port Harcourt,467.33,726.06,8638.36,98.18,9.53,34.65
2024-02-26,Yola,46.38,74.24,878.71,11.1,17.44,35.05
2024-02-27,Abuja,410.49,524.63,7082.82,115.51,11.21,16.49
2024-02-27,Benin,276.37,420.25,4866.29,32.07,10.04,26.78
2024-02-27,Eko,555.93,881.02,9821.33,161.25,14.88,26.62
2024-02-27,Enugu,384.69,538.38,6802.11,139.27,11.61,22.35
2024-02-27,Ibadan,412.12,663.57,8902.77,63.94,13.99,18.15
2024-02-27,Ikeja,642.84,884.25,13456.93,64.35,9.01,25.81
2024-02-27,Jos,120.38,208.81,2740.44,27.09,8.79,22.65
2024-02-27,Kaduna,222.84,285.47,4144.7,26.04,16.07,20.22
2024-02-27,Kano,247.62,358.24,4681.89,64.69,20.73,17.81
2024-02-27,Port Harcourt,345.24,419.73,6717.91,95.37,24.27,29.35
2024-02-27,Yola,31.67,47.83,607.21,7.72,11.35,27.52
2024-02-28,Abuja,434.66,676.49,7507.15,159.47,18.48,22.9
2024-02-28,Benin,204.05,322.27,3885.31,75.97,8.59,15.98
2024-02-28,Eko,574.5,1022.0,9747.3,180.86,11.77,32.53
2024-02-28,Enugu,374.85,472.49,6834.4,40.19,8.75,15.74
2024-02-28,Ibadan,404.75,558.14,7997.57,136.14,16.41,25.73
2024-02-28,Ikeja,518.5,798.92,9098.87,170.79,12.38,31.85
2024-02-28,Jos,105.69,165.94,1944.96,19.04,22.67,15.32
2024-02-28,Kaduna,183.16,286.84,3974.94,38.01,19.11,28.93
2024-02-28,Kano,234.73,369.25,5089.85,93.36,8.5,31.5
2024-02-28,Port Harcourt,295.97,356.9,6063.33,40.47,14.44,21.53
2024-02-28,Yola,32.35,48.38,613.11,8.6,12.06,30.88
2024-02-29,Abuja,565.13,850.36,11693.66,152.24,14.22,31.05
2024-02-29,Benin,308.54,438.73,6169.52,32.76,16.63,31.36
2024-02-29,Eko,830.05,1052.52,18878.16,233.95,14.17,21.23
2024-02-29,Enugu,524.67,907.17,10453.19,156.58,14.08,24.7
2024-02-29,Ibadan,528.56,858.05,10018.83,83.1,14.28,36.35
2024-02-29,Ikeja,990.25,1387.13,22024.02,121.26,8.85,18.19
2024-02-29,Jos,136.31,170.75,2830.87,38.2,19.01,32.21
2024-02-29,Kaduna,331.81,439.41,6813.23,90.92,24.04,20.81
2024-02-29,Kano,356.38,567.39,7569.79,65.91,17.7,16.49
2024-02-29,Port Harcourt,525.87,665.73,9047.85,59.55,15.26,17.43
2024-02-29,Yola,55.11,95.86,1011.94,15.91,8.72,24.66
2024-03-01,Abuja,473.13,750.78,8318.3,169.48,19.3,32.77
2024-03-01,Benin,295.39,521.48,5940.21,73.44,13.7,32.89
2024-03-01,Eko,651.21,1145.95,11872.73,125.73,13.37,35.15
2024-03-01,Enugu,328.34,483.77,6358.46,40.04,14.98,27.83
2024-03-01,Ibadan,356.99,537.6,8052.15,140.54,17.04,27.88
2024-03-01,Ikeja,722.88,1299.94,13333.84,170.51,8.05,23.73
2024-03-01,Jos,97.57,160.64,1967.7,26.51,12.87,35.37
2024-03-01,Kaduna,190.57,266.83,3955.66,70.96,11.99,28.53
2024-03-01,Kano,301.99,520.79,5164.99,68.66,11.1,15.54
2024-03-01,Port Harcourt,300.34,536.38,5432.91,114.28,11.49,38.28
2024-03-01,Yola,39.05,49.52,792.48,7.64,14.51,26.0
2024-03-02,Abuja,587.4,975.68,11028.4,221.63,23.95,16.02
2024-03-02,Benin,242.65,353.06,4936.4,44.49,12.41,31.96
2024-03-02,Eko,721.14,937.69,15942.33,219.22,14.16,32.09
2024-03-02,Enugu,358.54,530.97,6386.92,40.31,13.75,18.77
2024-03-02,Ibadan,464.12,744.65,8211.26,49.84,21.48,15.05
2024-03-02,Ikeja,800.43,1198.04,17378.79,281.4,20.32,21.18
2024-03-02,Jos,129.74,174.88,2346.73,34.27,19.54,16.33
2024-03-02,Kaduna,211.28,352.94,4639.03,59.44,15.29,36.13
2024-03-02,Kano,346.82,536.79,6491.96,55.28,15.12,22.17
2024-03-02,Port Harcourt,347.5,524.51,6190.61,118.79,10.47,27.02
2024-03-02,Yola,43.56,64.95,826.19,10.56,22.43,39.76
2024-03-03,Abuja,687.36,830.81,15178.39,265.47,17.78,33.85
2024-03-03,Benin,321.68,441.25,7049.03,89.76,17.85,31.48
2024-03-03,Eko,874.02,1432.64,15790.68,209.81,24.67,28.86
2024-03-03,Enugu,517.97,874.35,10771.83,106.09,13.17,31.09
2024-03-03,Ibadan,493.38,828.5,10539.87,95.54,19.95,27.36
2024-03-03,Ikeja,897.38,1299.21,19896.84,186.53,12.89,23.8
2024-03-03,Jos,125.58,191.73,2220.8,43.35,11.83,29.95
2024-03-03,Kaduna,243.77,435.64,4760.27,84.5,21.07,32.84
2024-03-03,Kano,402.2,506.88,8394.22,72.29,21.36,38.92
2024-03-03,Port Harcourt,461.63,585.8,8779.01,96.62,10.08,17.45
2024-03-03,Yola,44.2,79.35,893.4,12.66,16.01,31.56
2024-03-04,Abuja,763.85,946.42,15091.59,303.88,14.59,29.85
2024-03-04,Benin,332.88,427.65,7339.31,63.28,13.19,24.68
2024-03-04,Eko,1060.22,1325.94,23020.04,214.66,22.44,39.79
2024-03-04,Enugu,514.69,657.57,9092.6,168.62,10.46,21.51
2024-03-04,Ibadan,540.49,763.93,9321.35,192.97,22.62,25.32
2024-03-04,Ikeja,1153.6,1828.66,24566.59,295.56,16.68,30.78
2024-03-04,Jos,171.6,241.62,3223.08,31.05,17.33,24.0
2024-03-04,Kaduna,327.41,472.65,7144.26,39.92,17.73,29.39
2024-03-04,Kano,416.29,604.7,8992.09,76.68,22.81,37.41
2024-03-04,Port Harcourt,507.18,843.8,10385.78,130.64,24.43,22.07
2024-03-04,Yola,48.32,66.32,990.02,7.52,23.45,25.28
2024-03-05,Abuja,654.03,907.73,11220.15,115.98,16.34,38.65
2024-03-05,Benin,346.79,549.26,6715.97,39.55,16.56,16.65
2024-03-05,Eko,985.81,1628.38,18801.26,287.92,9.9,32.56
2024-03-05,Enugu,562.11,951.68,10402.22,100.69,16.86,39.19
2024-03-05,Ibadan,634.86,898.82,13636.13,238.96,12.44,35.76
2024-03-05,Ikeja,986.99,1387.67,17758.78,248.84,22.34,28.2
2024-03-05,Jos,136.38,184.26,2751.74,37.5,17.81,16.93
2024-03-05,Kaduna,330.9,577.63,6572.65,104.45,23.54,31.07
2024-03-05,Kano,431.43,704.46,7922.43,118.56,22.32,22.4
2024-03-05,Port Harcourt,516.2,811.58,9982.8,148.13,14.83,35.95
2024-03-05,Yola,50.98,88.74,1012.35,15.2,24.96,18.67
2024-03-06,Abuja,595.78,1014.81,12141.29,227.26,22.72,16.87
2024-03-06,Benin,302.05,471.41,6013.76,45.48,10.2,29.1
2024-03-06,Eko,722.19,1245.23,15630.0,242.37,8.27,16.19
2024-03-06,Enugu,491.42,882.92,9265.21,99.91,10.28,31.86
2024-03-06,Ibadan,556.04,701.05,10900.8,166.88,16.39,31.86
2024-03-06,Ikeja,1097.35,1768.37,22492.09,390.74,23.31,24.72
2024-03-06,Jos,131.02,221.51,2369.1,49.61,8.39,38.03
2024-03-06,Kaduna,298.28,496.59,5724.32,118.57,11.87,21.61
2024-03-06,Kano,335.22,591.42,6548.93,101.39,19.69,36.86
2024-03-06,Port Harcourt,457.32,703.01,9632.13,148.76,11.16,17.74
2024-03-06,Yola,42.24,60.17,835.9,12.03,24.29,23.27
2024-03-07,Abuja,682.87,909.61,13993.17,266.42,10.11,27.68
2024-03-07,Benin,296.99,413.63,6095.37,104.64,20.42,26.57
2024-03-07,Eko,949.44,1311.78,20245.8,229.96,23.28,34.94
2024-03-07,Enugu,549.26,729.72,11429.52,176.61,20.62,27.6
2024-03-07,Ibadan,460.17,624.39,8623.58,163.64,22.3,17.62
2024-03-07,Ikeja,1151.69,1508.11,22211.75,189.51,22.63,33.74
2024-03-07,Jos,140.6,226.25,2517.67,30.19,14.41,20.95
2024-03-07,Kaduna,327.34,526.13,6049.06,56.51,8.31,23.66
2024-03-07,Kano,395.32,540.26,8302.9,88.36,13.38,38.48
2024-03-07,Port Harcourt,409.8,589.69,7824.64,70.63,11.7,22.56
2024-03-07,Yola,54.38,90.28,1135.75,12.89,16.63,21.68
2024-03-08,Abuja,417.35,624.93,7155.08,52.78,12.47,24.18
2024-03-08,Benin,215.87,274.31,3919.07,38.53,9.15,23.15
2024-03-08,Eko,479.02,777.01,9157.14,94.86,10.15,20.66
2024-03-08,Enugu,293.03,524.86,6391.66,30.64,18.49,21.4
2024-03-08,Ibadan,308.84,501.37,5432.46,72.0,18.75,28.86
2024-03-08,Ikeja,753.95,1260.19,16168.61,155.83,8.14,33.36
2024-03-08,Jos,109.9,158.65,2496.22,15.66,13.04,19.27
2024-03-08,Kaduna,189.72,318.39,3575.15,70.55,17.26,26.64
2024-03-08,Kano,276.81,349.02,5935.49,47.86,12.77,29.99
2024-03-08,Port Harcourt,321.29,497.06,6648.76,106.98,12.41,35.68
2024-03-08,Yola,31.07,40.56,587.32,5.4,11.89,22.06
2024-03-09,Abuja,500.39,774.6,10353.4,101.64,21.09,18.24
2024-03-09,Benin,246.82,336.98,4927.93,48.65,21.44,37.28
2024-03-09,Eko,638.87,833.94,11786.56,240.09,15.43,38.53
2024-03-09,Enugu,334.09,591.7,7468.48,99.61,8.15,25.01
2024-03-09,Ibadan,426.61,738.48,7646.64,93.75,22.2,29.45
2024-03-09,Ikeja,789.09,1338.25,17553.2,106.66,10.47,17.07
2024-03-09,Jos,117.09,173.9,2012.37,23.0,13.97,35.24
2024-03-09,Kaduna,221.77,357.86,3754.87,82.77,11.66,30.73
2024-03-09,Kano,239.88,299.59,4043.77,64.71,18.7,16.26
2024-03-09,Port Harcourt,291.18,498.17,5068.82,48.03,15.21,36.06
2024-03-09,Yola,31.98,57.52,605.51,6.91,10.08,32.0
2024-03-10,Abuja,517.25,689.95,9893.53,184.66,20.56,18.86
2024-03-10,Benin,260.77,411.28,4522.62,62.52,12.43,26.68
2024-03-10,Eko,674.24,873.11,11826.0,121.9,24.19,33.7
2024-03-10,Enugu,308.84,444.92,5665.53,90.01,15.81,39.11
2024-03-10,Ibadan,363.49,564.39,7633.69,126.37,14.92,32.17
2024-03-10,Ikeja,702.89,1027.12,15585.74,270.59,20.22,24.36
2024-03-10,Jos,118.65,144.23,2066.55,35.41,12.95,38.78
2024-03-10,Kaduna,212.37,309.55,4431.77,70.14,16.08,20.35
2024-03-10,Kano,312.36,434.88,5575.9,90.43,9.54,39.28
2024-03-10,Port Harcourt,337.68,604.97,6359.64,132.15,10.47,16.02
2024-03-10,Yola,31.03,45.89,536.77,7.87,13.57,23.39
2024-03-11,Abuja,569.28,944.96,11551.91,213.19,14.2,39.57
2024-03-11,Benin,328.54,586.13,5572.8,104.6,21.88,16.33
2024-03-11,Eko,810.36,1362.35,16341.91,96.55,19.79,16.51
2024-03-11,Enugu,502.61,616.11,8858.16,91.74,18.77,39.41
2024-03-11,Ibadan,446.92,574.57,8497.32,156.81,15.94,23.04
2024-03-11,Ikeja,967.37,1312.06,18580.23,193.26,21.67,38.11
2024-03-11,Jos,148.39,217.16,2942.01,20.41,20.7,29.91
2024-03-11,Kaduna,308.58,407.44,6590.84,94.24,12.52,31.68
2024-03-11,Kano,413.86,724.7,8739.81,47.35,22.83,31.44
2024-03-11,Port Harcourt,389.52,511.19,6815.59,44.82,20.82,20.9
2024-03-11,Yola,39.34,56.59,774.84,5.93,8.75,19.73
2024-03-12,Abuja,567.04,869.29,10024.44,89.99,14.68,17.52
2024-03-12,Benin,296.6,418.02,5569.63,96.33,9.27,36.51
2024-03-12,Eko,887.24,1472.46,16552.59,307.75,11.11,18.11
2024-03-12,Enugu,405.65,715.39,7564.5,152.23,12.63,37.69
2024-03-12,Ibadan,579.37,1016.34,11458.21,208.45,24.16,23.12
2024-03-12,Ikeja,948.77,1547.96,17649.15,309.43,9.26,28.09
2024-03-12,Jos,124.96,171.95,2293.31,43.95,11.29,35.21
2024-03-12,Kaduna,306.72,459.88,5583.29,51.55,15.9,15.22
2024-03-12,Kano,379.36,672.09,6725.3,103.19,24.35,36.51
2024-03-12,Port Harcourt,467.24,791.09,8715.96,171.56,24.0,27.39
2024-03-12,Yola,44.93,65.08,844.88,7.36,18.51,29.06
2024-03-13,Abuja,504.05,845.86,8997.02,67.73,18.59,24.97
2024-03-13,Benin,252.53,356.91,5411.89,71.86,14.17,19.8
