state,lga,year,population_estimate,area_km2,population_density_per_km2,is_synthetic_lga,urban_population_share,rural_population_share,notes,source,is_fabricated
Kano,Kano LGA 34,2025,368975,584.96,630.77,True,0.611,0.389,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kano,Kano LGA 35,2025,810968,199.92,4056.46,True,0.642,0.358,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kano,Kano LGA 36,2025,283044,18.49,15307.48,True,0.616,0.384,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kano,Kano LGA 37,2025,963881,1138.32,846.76,True,0.562,0.438,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kano,Kano LGA 38,2025,487617,33.27,14656.46,True,0.573,0.427,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kano,Kano LGA 39,2025,603330,107.36,5619.58,True,0.555,0.445,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kano,Kano LGA 40,2025,636676,228.4,2787.56,True,0.621,0.379,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kano,Kano LGA 41,2025,416335,531.35,783.55,True,0.531,0.469,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kano,Kano LGA 42,2025,301394,456.2,660.66,True,0.57,0.43,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kano,Kano LGA 43,2025,1054247,594.72,1772.68,True,0.491,0.509,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kano,Kano LGA 44,2025,619386,359.63,1722.29,True,0.583,0.417,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Katsina,Katsina LGA 1,2025,237176,83.78,2830.94,True,0.435,0.565,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Katsina,Katsina LGA 2,2025,220855,976.96,226.06,True,0.51,0.49,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Katsina,Katsina LGA 3,2025,123532,172.87,714.58,True,0.515,0.485,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Katsina,Katsina LGA 4,2025,384729,1198.45,321.02,True,0.492,0.508,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Katsina,Katsina LGA 5,2025,235712,1293.02,182.3,True,0.452,0.548,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Katsina,Katsina LGA 6,2025,75635,950.72,79.56,True,0.527,0.473,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Katsina,Katsina LGA 7,2025,60166,292.91,205.41,True,0.568,0.432,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Katsina,Katsina LGA 8,2025,903471,132.18,6835.12,True,0.42,0.58,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Katsina,Katsina LGA 9,2025,264128,1305.19,202.37,True,0.465,0.535,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Katsina,Katsina LGA 10,2025,881057,1081.82,814.42,True,0.54,0.46,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Katsina,Katsina LGA 11,2025,139115,458.55,303.38,True,0.457,0.543,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Katsina,Katsina LGA 12,2025,134334,237.38,565.91,True,0.529,0.471,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Katsina,Katsina LGA 13,2025,155041,2542.86,60.97,True,0.415,0.585,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Katsina,Katsina LGA 14,2025,1995,164.95,12.09,True,0.523,0.477,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Katsina,Katsina LGA 15,2025,16965,969.51,17.5,True,0.361,0.639,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Katsina,Katsina LGA 16,2025,11792,123.55,95.44,True,0.485,0.515,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Katsina,Katsina LGA 17,2025,141228,282.4,500.11,True,0.537,0.463,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Katsina,Katsina LGA 18,2025,93175,1460.21,63.81,True,0.414,0.586,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Katsina,Katsina LGA 19,2025,310389,54.26,5720.08,True,0.481,0.519,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Katsina,Katsina LGA 20,2025,43191,583.74,73.99,True,0.48,0.52,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Katsina,Katsina LGA 21,2025,581553,713.5,815.07,True,0.521,0.479,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Katsina,Katsina LGA 22,2025,356065,1004.14,354.6,True,0.512,0.488,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Katsina,Katsina LGA 23,2025,325228,489.88,663.89,True,0.522,0.478,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Katsina,Katsina LGA 24,2025,8701,276.07,31.52,True,0.478,0.522,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Katsina,Katsina LGA 25,2025,103256,204.61,504.64,True,0.401,0.599,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Katsina,Katsina LGA 26,2025,564998,2624.19,215.3,True,0.44,0.56,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Katsina,Katsina LGA 27,2025,74556,7.93,9406.89,True,0.468,0.532,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Katsina,Katsina LGA 28,2025,309215,413.94,747.0,True,0.426,0.574,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Katsina,Katsina LGA 29,2025,42164,759.7,55.5,True,0.366,0.634,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Katsina,Katsina LGA 30,2025,89520,1061.87,84.3,True,0.455,0.545,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Katsina,Katsina LGA 31,2025,402422,1411.81,285.04,True,0.46,0.54,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Katsina,Katsina LGA 32,2025,17891,365.95,48.89,True,0.451,0.549,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Katsina,Katsina LGA 33,2025,834949,363.85,2294.76,True,0.489,0.511,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Katsina,Katsina LGA 34,2025,171668,129.25,1328.14,True,0.531,0.469,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kebbi,Kebbi LGA 1,2025,151617,3351.04,45.24,True,0.619,0.381,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kebbi,Kebbi LGA 2,2025,171352,3167.92,54.09,True,0.601,0.399,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kebbi,Kebbi LGA 3,2025,110476,217.23,508.56,True,0.576,0.424,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kebbi,Kebbi LGA 4,2025,237845,1342.6,177.15,True,0.601,0.399,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kebbi,Kebbi LGA 5,2025,340873,1132.43,301.01,True,0.662,0.338,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kebbi,Kebbi LGA 6,2025,273153,39.34,6943.24,True,0.613,0.387,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kebbi,Kebbi LGA 7,2025,194279,3541.08,54.86,True,0.567,0.433,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kebbi,Kebbi LGA 8,2025,123533,4408.27,28.02,True,0.583,0.417,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kebbi,Kebbi LGA 9,2025,23483,1231.56,19.07,True,0.602,0.398,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kebbi,Kebbi LGA 10,2025,253485,460.63,550.3,True,0.599,0.401,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kebbi,Kebbi LGA 11,2025,83998,713.51,117.72,True,0.645,0.355,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kebbi,Kebbi LGA 12,2025,219915,1781.79,123.42,True,0.584,0.416,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kebbi,Kebbi LGA 13,2025,51897,478.59,108.44,True,0.599,0.401,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kebbi,Kebbi LGA 14,2025,165217,1203.72,137.26,True,0.61,0.39,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kebbi,Kebbi LGA 15,2025,81734,719.56,113.59,True,0.498,0.502,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kebbi,Kebbi LGA 16,2025,69340,5530.7,12.54,True,0.643,0.357,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kebbi,Kebbi LGA 17,2025,188207,3108.21,60.55,True,0.689,0.311,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kebbi,Kebbi LGA 18,2025,109868,1720.24,63.87,True,0.616,0.384,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kebbi,Kebbi LGA 19,2025,673615,1079.85,623.81,True,0.65,0.35,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kebbi,Kebbi LGA 20,2025,174265,570.82,305.29,True,0.609,0.391,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kebbi,Kebbi LGA 21,2025,22102,1000.89,22.08,True,0.649,0.351,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kogi,Kogi LGA 1,2025,219913,617.91,355.9,True,0.701,0.299,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kogi,Kogi LGA 2,2025,58972,1739.08,33.91,True,0.565,0.435,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kogi,Kogi LGA 3,2025,203448,957.93,212.38,True,0.516,0.484,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kogi,Kogi LGA 4,2025,15320,2768.29,5.53,True,0.636,0.364,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kogi,Kogi LGA 5,2025,441686,4405.2,100.26,True,0.673,0.327,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kogi,Kogi LGA 6,2025,161669,143.14,1129.42,True,0.59,0.41,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kogi,Kogi LGA 7,2025,347115,645.07,538.1,True,0.696,0.304,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kogi,Kogi LGA 8,2025,3025,1883.17,1.61,True,0.707,0.293,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kogi,Kogi LGA 9,2025,128970,1672.61,77.11,True,0.551,0.449,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kogi,Kogi LGA 10,2025,193718,1544.8,125.4,True,0.599,0.401,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kogi,Kogi LGA 11,2025,93271,2488.65,37.48,True,0.535,0.465,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kogi,Kogi LGA 12,2025,132667,622.41,213.15,True,0.638,0.362,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kogi,Kogi LGA 13,2025,146249,1649.32,88.67,True,0.654,0.346,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kogi,Kogi LGA 14,2025,158696,434.11,365.56,True,0.578,0.422,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kogi,Kogi LGA 15,2025,226904,206.65,1097.99,True,0.576,0.424,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kogi,Kogi LGA 16,2025,410724,1660.97,247.28,True,0.568,0.432,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kogi,Kogi LGA 17,2025,611930,2589.84,236.28,True,0.664,0.336,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kogi,Kogi LGA 18,2025,279051,500.2,557.87,True,0.584,0.416,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kogi,Kogi LGA 19,2025,2948,1279.65,2.3,True,0.619,0.381,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kogi,Kogi LGA 20,2025,59034,1943.84,30.37,True,0.637,0.363,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kogi,Kogi LGA 21,2025,481463,80.14,6007.63,True,0.597,0.403,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kwara,Kwara LGA 1,2025,187394,4909.89,38.17,True,0.472,0.528,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kwara,Kwara LGA 2,2025,450100,5596.02,80.43,True,0.366,0.634,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kwara,Kwara LGA 3,2025,33883,1513.25,22.39,True,0.48,0.52,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kwara,Kwara LGA 4,2025,391916,1923.48,203.75,True,0.424,0.576,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kwara,Kwara LGA 5,2025,112546,906.94,124.09,True,0.438,0.562,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kwara,Kwara LGA 6,2025,236381,4388.17,53.87,True,0.407,0.593,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kwara,Kwara LGA 7,2025,293341,788.39,372.08,True,0.362,0.638,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kwara,Kwara LGA 8,2025,783871,33.78,23203.09,True,0.368,0.632,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kwara,Kwara LGA 9,2025,167461,3256.15,51.43,True,0.409,0.591,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kwara,Kwara LGA 10,2025,64916,1905.89,34.06,True,0.367,0.633,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kwara,Kwara LGA 11,2025,3501,2446.12,1.43,True,0.399,0.601,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kwara,Kwara LGA 12,2025,277832,2208.85,125.78,True,0.399,0.601,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kwara,Kwara LGA 13,2025,371127,1341.42,276.67,True,0.474,0.526,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kwara,Kwara LGA 14,2025,36643,1432.11,25.59,True,0.47,0.53,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kwara,Kwara LGA 15,2025,78266,2148.02,36.44,True,0.374,0.626,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kwara,Kwara LGA 16,2025,231081,2026.53,114.03,True,0.443,0.557,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Lagos,Agege,2025,434663,98.44,4415.73,False,0.857,0.143,Actual LGA,NBS/NPCom (fabricated synthesis),True
Lagos,Ajeromi-Ifelodun,2025,497519,6.71,74181.59,False,0.853,0.147,Actual LGA,NBS/NPCom (fabricated synthesis),True
Lagos,Alimosho,2025,1890006,72.22,26169.51,False,0.938,0.062,Actual LGA,NBS/NPCom (fabricated synthesis),True
Lagos,Amuwo-Odofin,2025,1010101,204.99,4927.51,False,0.844,0.156,Actual LGA,NBS/NPCom (fabricated synthesis),True
Lagos,Apapa,2025,1456073,18.01,80859.39,False,0.949,0.051,Actual LGA,NBS/NPCom (fabricated synthesis),True
Lagos,Badagry,2025,364526,32.46,11231.3,False,0.923,0.077,Actual LGA,NBS/NPCom (fabricated synthesis),True
Lagos,Epe,2025,16955,68.15,248.81,False,0.941,0.059,Actual LGA,NBS/NPCom (fabricated synthesis),True
Lagos,Eti-Osa,2025,1973025,215.4,9159.95,False,0.95,0.05,Actual LGA,NBS/NPCom (fabricated synthesis),True
Lagos,Ibeju-Lekki,2025,1887011,77.01,24504.1,False,0.878,0.122,Actual LGA,NBS/NPCom (fabricated synthesis),True
Lagos,Ifako-Ijaiye,2025,2866058,165.94,17271.32,False,0.881,0.119,Actual LGA,NBS/NPCom (fabricated synthesis),True
Lagos,Ikeja,2025,4539881,352.69,12872.05,False,0.815,0.185,Actual LGA,NBS/NPCom (fabricated synthesis),True
Lagos,Ikorodu,2025,82113,16.36,5018.94,False,0.925,0.075,Actual LGA,NBS/NPCom (fabricated synthesis),True
Lagos,Kosofe,2025,1464068,7.89,185645.05,False,0.909,0.091,Actual LGA,NBS/NPCom (fabricated synthesis),True
Lagos,Lagos Island,2025,255728,108.13,2364.96,False,0.886,0.114,Actual LGA,NBS/NPCom (fabricated synthesis),True
Lagos,Lagos Mainland,2025,183214,321.68,569.55,False,0.852,0.148,Actual LGA,NBS/NPCom (fabricated synthesis),True
Lagos,Mushin,2025,750215,256.97,2919.43,False,0.851,0.149,Actual LGA,NBS/NPCom (fabricated synthesis),True
Lagos,Ojo,2025,2569083,478.95,5363.96,False,0.929,0.071,Actual LGA,NBS/NPCom (fabricated synthesis),True
Lagos,Oshodi-Isolo,2025,1349465,805.5,1675.31,False,0.878,0.122,Actual LGA,NBS/NPCom (fabricated synthesis),True
Lagos,Shomolu,2025,3214157,257.03,12505.19,False,0.817,0.183,Actual LGA,NBS/NPCom (fabricated synthesis),True
Lagos,Surulere,2025,551031,12.48,44156.97,False,0.876,0.124,Actual LGA,NBS/NPCom (fabricated synthesis),True
Nasarawa,Nasarawa LGA 1,2025,899078,5205.15,172.73,True,0.553,0.447,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Nasarawa,Nasarawa LGA 2,2025,70207,181.41,387.01,True,0.484,0.516,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Nasarawa,Nasarawa LGA 3,2025,283307,4431.41,63.93,True,0.46,0.54,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Nasarawa,Nasarawa LGA 4,2025,231645,1482.6,156.24,True,0.449,0.551,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Nasarawa,Nasarawa LGA 5,2025,462097,1021.31,452.46,True,0.66,0.34,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Nasarawa,Nasarawa LGA 6,2025,227630,1563.0,145.64,True,0.543,0.457,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Nasarawa,Nasarawa LGA 7,2025,351951,2715.46,129.61,True,0.497,0.503,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Nasarawa,Nasarawa LGA 8,2025,143959,3487.87,41.27,True,0.539,0.461,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Nasarawa,Nasarawa LGA 9,2025,118170,679.74,173.85,True,0.518,0.482,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Nasarawa,Nasarawa LGA 10,2025,46204,2838.82,16.28,True,0.334,0.666,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Nasarawa,Nasarawa LGA 11,2025,131451,165.45,794.52,True,0.648,0.352,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Nasarawa,Nasarawa LGA 12,2025,157754,1068.38,147.66,True,0.623,0.377,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Nasarawa,Nasarawa LGA 13,2025,377967,2276.41,166.04,True,0.496,0.504,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Niger,Niger LGA 1,2025,208945,145.99,1431.18,True,0.479,0.521,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Niger,Niger LGA 2,2025,254069,5170.82,49.14,True,0.415,0.585,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Niger,Niger LGA 3,2025,291749,1350.25,216.07,True,0.349,0.651,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Niger,Niger LGA 4,2025,17386,6761.02,2.57,True,0.492,0.508,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Niger,Niger LGA 5,2025,216851,431.42,502.64,True,0.432,0.568,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Niger,Niger LGA 6,2025,10861,2247.61,4.83,True,0.32,0.68,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Niger,Niger LGA 7,2025,107726,3438.23,31.33,True,0.406,0.594,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Niger,Niger LGA 8,2025,9210,811.81,11.35,True,0.381,0.619,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Niger,Niger LGA 9,2025,394422,1509.92,261.22,True,0.371,0.629,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Niger,Niger LGA 10,2025,375869,7997.3,47.0,True,0.401,0.599,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Niger,Niger LGA 11,2025,21074,7885.41,2.67,True,0.424,0.576,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Niger,Niger LGA 12,2025,42031,3089.81,13.6,True,0.361,0.639,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Niger,Niger LGA 13,2025,204175,3194.33,63.92,True,0.366,0.634,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Niger,Niger LGA 14,2025,55871,2961.18,18.87,True,0.414,0.586,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Niger,Niger LGA 15,2025,220201,5675.2,38.8,True,0.4,0.6,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Niger,Niger LGA 16,2025,70702,2272.92,31.11,True,0.413,0.587,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Niger,Niger LGA 17,2025,697389,29.98,23264.45,True,0.27,0.73,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Niger,Niger LGA 18,2025,472931,945.44,500.22,True,0.335,0.665,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Niger,Niger LGA 19,2025,67879,1587.9,42.75,True,0.375,0.625,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Niger,Niger LGA 20,2025,382547,103.19,3707.26,True,0.392,0.608,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Niger,Niger LGA 21,2025,375321,4354.65,86.19,True,0.385,0.615,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Niger,Niger LGA 22,2025,547717,1440.5,380.23,True,0.329,0.671,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Niger,Niger LGA 23,2025,283151,6467.41,43.78,True,0.414,0.586,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Niger,Niger LGA 24,2025,42824,3564.66,12.01,True,0.32,0.68,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Niger,Niger LGA 25,2025,100064,2926.04,34.2,True,0.309,0.691,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ogun,Ogun LGA 1,2025,13574,3295.03,4.12,True,0.623,0.377,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ogun,Ogun LGA 2,2025,430179,34.16,12592.4,True,0.607,0.393,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ogun,Ogun LGA 3,2025,116351,1182.67,98.38,True,0.66,0.34,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ogun,Ogun LGA 4,2025,151794,365.31,415.52,True,0.587,0.413,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ogun,Ogun LGA 5,2025,327525,81.24,4031.57,True,0.561,0.439,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ogun,Ogun LGA 6,2025,1142729,734.43,1555.93,True,0.655,0.345,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ogun,Ogun LGA 7,2025,242507,753.31,321.92,True,0.54,0.46,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ogun,Ogun LGA 8,2025,48762,213.14,228.78,True,0.56,0.44,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ogun,Ogun LGA 9,2025,1376796,364.28,3779.49,True,0.571,0.429,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ogun,Ogun LGA 10,2025,238980,2411.78,99.09,True,0.605,0.395,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ogun,Ogun LGA 11,2025,535707,248.59,2154.99,True,0.507,0.493,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ogun,Ogun LGA 12,2025,5684,93.11,61.05,True,0.615,0.385,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ogun,Ogun LGA 13,2025,290662,941.17,308.83,True,0.605,0.395,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ogun,Ogun LGA 14,2025,100910,964.88,104.58,True,0.527,0.473,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ogun,Ogun LGA 15,2025,277238,938.78,295.32,True,0.513,0.487,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ogun,Ogun LGA 16,2025,389096,167.2,2327.06,True,0.461,0.539,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ogun,Ogun LGA 17,2025,42684,530.73,80.43,True,0.602,0.398,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ogun,Ogun LGA 18,2025,224247,1325.63,169.16,True,0.646,0.354,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ogun,Ogun LGA 19,2025,28752,1687.03,17.04,True,0.663,0.337,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ogun,Ogun LGA 20,2025,143310,429.52,333.65,True,0.578,0.422,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ondo,Ondo LGA 1,2025,19835,1.0,19835.0,True,0.473,0.527,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ondo,Ondo LGA 2,2025,237419,2671.51,88.87,True,0.481,0.519,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ondo,Ondo LGA 3,2025,75335,637.3,118.21,True,0.439,0.561,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ondo,Ondo LGA 4,2025,62696,1285.4,48.78,True,0.381,0.619,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ondo,Ondo LGA 5,2025,20742,406.62,51.01,True,0.474,0.526,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ondo,Ondo LGA 6,2025,529508,280.7,1886.38,True,0.445,0.555,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ondo,Ondo LGA 7,2025,819874,141.31,5801.89,True,0.421,0.579,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ondo,Ondo LGA 8,2025,48475,641.59,75.55,True,0.418,0.582,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ondo,Ondo LGA 9,2025,655685,14.65,44758.5,True,0.365,0.635,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ondo,Ondo LGA 10,2025,374778,192.17,1950.26,True,0.478,0.522,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ondo,Ondo LGA 11,2025,29797,1567.04,19.01,True,0.361,0.639,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ondo,Ondo LGA 12,2025,103746,3049.65,34.02,True,0.414,0.586,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ondo,Ondo LGA 13,2025,359637,760.14,473.12,True,0.485,0.515,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ondo,Ondo LGA 14,2025,352695,319.32,1104.53,True,0.358,0.642,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ondo,Ondo LGA 15,2025,116709,8.48,13770.41,True,0.415,0.585,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ondo,Ondo LGA 16,2025,49666,2070.04,23.99,True,0.428,0.572,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ondo,Ondo LGA 17,2025,240683,308.78,779.47,True,0.496,0.504,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ondo,Ondo LGA 18,2025,717173,1144.48,626.64,True,0.387,0.613,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Osun,Osun LGA 1,2025,192910,723.03,266.81,True,0.503,0.497,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Osun,Osun LGA 2,2025,44324,25.99,1705.15,True,0.57,0.43,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
