firm_id,state,geo_political_zone,location_type,industry_code,industry_name,firm_age_years,num_employees,annual_turnover_naira,legal_structure,owner_age,owner_gender,owner_education,field_of_study,prior_entrepreneurial_exp,digital_literacy_score,digital_tools_computers,digital_tools_accounting_software,digital_tools_crm,digital_tools_ecommerce,digital_tools_cloud_computing,digital_tools_social_media,advanced_tech_ai_ml,advanced_tech_iot,advanced_tech_blockchain,advanced_tech_robotics,website_presence,social_media_presence,online_payments,new_production_methods,supply_chain_software,inventory_management,new_support_processes,new_products_services_3yrs,frequency_new_launches,product_improvement_efforts,revenue_model_changes,value_proposition_changes,customer_engagement_changes,competitive_pressure,customer_demand_innovation,management_innovation_attitude,access_to_credit,cost_of_innovation,internal_capital_sufficiency,skilled_employee_availability,training_costs,management_capability,electricity_reliability,internet_quality_cost,logistics_transportation,regulatory_burden,corruption_informal_charges,govt_support_effectiveness,competition_intensity,demand_uncertainty,international_market_access,profitability_growth_3yrs,sales_growth_3yrs,market_share_growth_3yrs,roi_satisfaction,overall_performance_satisfaction,annual_turnover_growth_pct,profit_margin_pct,employee_growth_pct,new_branches_3yrs,product_line_increase,service_quality_improvement,customer_satisfaction_improvement,innovation_composite_score,constraint_composite_score,performance_composite_score
SME_0983,Rivers,South South,Urban,H49,Transportation and Storage,3,25,21639392,Limited Liability Company,28,Female,HND/Bachelor,Business/Management,1,6,3,3,3,3,3,3,4,3,3,3,3,4,3,2,3,4,2,3,4,3,2,2,2,5,5,4,4,4,4,2,3,1,1,1,2,3,3,3,2,2,2,3,3,3,3,2,,,-11.4,0,5,4,5,2.8,2.3333333333333335,2.6666666666666665
SME_0984,Taraba,North East,Rural,I55,Accommodation Services,10,5,2667587,Limited Liability Company,37,Male,Secondary Education,Business/Management,0,6,2,2,3,3,2,3,2,1,1,1,1,2,4,3,3,3,3,3,3,2,3,4,3,2,1,3,3,4,5,4,3,3,4,5,5,3,4,4,3,3,2,2,1,2,1,3,-33.8,3.2,-3.4,0,1,2,2,2.6,3.6666666666666665,2.0
SME_0985,Enugu,South East,Urban,I56,Food and Beverage Services,1,21,28779628,Limited Liability Company,59,Male,Master,Social Sciences,0,6,4,4,4,3,4,4,2,3,3,2,4,5,5,4,4,4,4,3,4,4,4,4,4,5,5,5,3,3,3,2,1,1,2,2,3,2,2,2,3,2,2,4,3,3,3,4,33.7,,56.4,3,4,3,3,3.8,2.3333333333333335,3.6666666666666665
SME_0986,Lagos,South West,Urban,C20,Chemical Products Manufacturing,3,18,31165036,Partnership,46,Male,OND/NCE,Sciences,1,5,4,4,3,4,5,3,3,3,3,3,3,3,3,2,2,2,2,3,2,3,1,2,1,3,4,3,2,2,1,4,3,2,2,4,4,4,1,4,3,5,3,3,4,2,4,3,11.4,19.1,,0,3,3,4,3.2,2.6666666666666665,3.3333333333333335
SME_0987,Bauchi,North East,Urban,F41,Construction,11,2,1920514,Sole Proprietorship,47,Female,Secondary Education,Social Sciences,1,5,3,3,3,4,3,4,1,2,1,1,2,2,3,3,5,4,3,3,3,2,2,2,2,2,3,3,5,5,5,5,4,3,5,5,5,4,3,4,5,5,4,2,3,2,2,1,-22.6,,8.0,0,2,2,2,3.0,5.0,2.0
SME_0988,Cross River,South South,Urban,M69,Professional Services,4,25,21219180,Limited Liability Company,51,Female,OND/NCE,Business/Management,1,6,4,4,5,3,4,4,1,1,1,2,3,2,3,2,3,4,3,2,3,3,5,4,5,5,4,4,3,2,4,4,4,4,3,2,3,2,1,3,4,3,2,4,5,4,4,5,2.1,18.6,12.8,0,3,3,3,3.4,3.3333333333333335,4.666666666666667
SME_0989,Jigawa,North West,Urban,C13,Textiles Manufacturing,3,9,5346741,Limited Liability Company,31,Male,OND/NCE,Engineering,1,6,2,2,1,1,3,1,1,1,1,1,3,1,2,4,4,4,4,1,2,2,4,4,4,3,4,4,3,2,3,4,3,3,5,4,4,4,5,5,4,4,4,2,2,3,2,2,,,-30.0,0,2,2,2,2.0,4.0,2.0
SME_0990,Anambra,South East,Rural,K64,Financial Services,2,2,4093200,Limited Liability Company,25,Male,HND/Bachelor,Economics/Finance,1,6,5,4,5,3,4,3,4,4,4,4,4,4,4,4,5,4,4,3,3,3,2,3,4,4,5,5,4,5,5,4,4,4,5,3,5,5,5,5,5,5,5,2,3,3,3,3,-9.0,8.4,-8.9,0,3,2,2,4.2,4.333333333333333,2.6666666666666665
SME_0991,Abia,South East,Urban,H49,Transportation and Storage,2,42,71698435,Partnership,25,Male,No Formal Education,Sciences,0,3,1,1,1,1,1,1,1,1,1,1,2,3,3,1,2,1,3,2,1,1,1,1,1,1,1,2,2,3,3,2,4,3,1,2,1,2,4,3,1,2,2,3,3,3,2,2,-4.8,16.1,-0.0,0,3,3,3,1.2,1.6666666666666667,2.6666666666666665
SME_0992,Ekiti,South West,Urban,J62,IT Services,3,6,16902770,Partnership,44,Female,Secondary Education,Computer Science/IT,1,6,3,4,4,4,3,4,2,2,2,2,5,4,5,3,3,3,3,4,4,3,5,4,4,3,4,4,1,2,1,2,3,2,3,2,3,1,2,4,3,4,3,3,3,4,4,3,,28.9,6.9,0,5,5,5,3.6,2.0,3.0
SME_0993,Osun,South West,Rural,J58,Publishing Activities,7,1,1845127,Sole Proprietorship,53,Male,No Formal Education,Social Sciences,0,5,2,3,4,3,3,3,2,1,1,1,3,2,2,1,1,1,2,1,1,1,2,3,2,3,2,3,5,4,5,5,4,4,5,5,5,5,4,5,5,3,4,1,1,1,2,1,-14.7,4.8,,0,1,1,1,2.2,5.0,1.0
SME_0994,Ogun,South West,Urban,C13,Textiles Manufacturing,5,3,5640003,Partnership,52,Male,HND/Bachelor,Engineering,0,8,4,3,3,3,5,3,1,2,2,2,4,4,5,4,3,3,4,3,2,2,3,4,3,4,4,4,2,3,3,2,3,3,3,4,3,4,3,3,4,2,3,3,2,2,2,2,20.8,,10.0,1,2,2,2,3.4,2.3333333333333335,2.3333333333333335
SME_0995,Ondo,South West,Urban,H49,Transportation and Storage,13,2,3723176,Limited Liability Company,32,Female,Secondary Education,Agriculture,1,6,2,3,1,2,2,1,3,3,2,3,3,2,2,5,3,5,4,2,2,2,1,2,2,4,5,4,3,2,3,5,3,3,3,3,3,1,3,3,3,4,3,3,3,3,3,3,15.3,15.2,-25.5,0,3,3,3,2.6,3.6666666666666665,3.0
SME_0996,Ogun,South West,Urban,M69,Professional Services,1,3,5034264,Partnership,58,Female,OND/NCE,Business/Management,0,5,2,3,2,2,2,2,1,1,1,2,2,4,3,2,4,2,2,1,3,3,2,2,2,4,3,3,4,5,4,3,3,4,4,4,4,2,5,2,3,2,3,3,3,2,2,2,8.6,7.8,-30.0,0,2,2,2,2.0,3.6666666666666665,2.6666666666666665
SME_0997,Ondo,South West,Urban,G47,Retail Trade,2,4,2984844,Partnership,66,Male,HND/Bachelor,Arts/Humanities,1,3,1,1,2,2,1,1,1,1,1,1,2,3,3,2,2,2,2,2,2,2,3,2,3,2,3,2,5,4,4,4,2,5,2,3,3,4,4,5,3,2,3,1,2,1,1,1,-3.0,9.9,-20.5,0,2,1,2,1.6,3.6666666666666665,1.3333333333333333
SME_0998,Plateau,North Central,Urban,Q86,Health Services,1,5,8485349,Sole Proprietorship,49,Female,Master,Social Sciences,0,9,5,4,5,4,5,5,3,3,3,2,3,4,3,4,4,5,4,5,5,5,4,5,5,5,4,5,5,5,3,4,5,3,3,5,5,2,1,2,4,2,3,3,4,3,3,3,26.0,13.4,32.5,0,4,3,3,4.6,4.0,3.3333333333333335
SME_0999,Kano,North West,Rural,G47,Retail Trade,2,5,3692562,Sole Proprietorship,59,Male,Primary Education,Other,0,3,2,1,2,2,1,1,1,1,2,1,1,2,2,2,3,2,2,1,2,1,1,1,1,4,3,3,5,5,5,4,4,4,5,4,5,3,5,5,4,3,4,1,1,1,1,1,,8.3,,0,1,1,1,1.6,4.666666666666667,1.0
SME_1000,Edo,South South,Urban,C10,Food Products Manufacturing,2,6,5404865,Limited Liability Company,52,Female,OND/NCE,Engineering,0,5,3,4,3,4,3,4,1,2,1,1,5,4,5,4,2,3,3,2,2,1,1,2,2,3,3,3,2,3,3,4,5,5,2,1,1,5,3,3,5,4,5,4,4,3,3,4,-23.2,13.7,30.2,0,2,2,2,3.2,2.6666666666666665,4.0
SME_1001,Akwa Ibom,South South,Urban,F41,Construction,7,13,11048459,Limited Liability Company,39,Male,Primary Education,Business/Management,1,3,4,4,3,3,4,4,2,1,1,1,3,4,4,2,2,2,1,2,1,1,1,1,1,2,3,3,2,3,2,2,4,4,4,3,3,4,4,3,4,3,5,2,2,2,2,2,,11.0,,0,2,2,2,3.0,2.6666666666666665,2.0
SME_1002,Kwara,North Central,Rural,P85,Education Services,7,3,3817420,Partnership,34,Male,Master,Education,0,7,4,3,3,3,3,2,3,4,4,3,3,3,4,3,3,4,4,5,5,5,1,1,1,4,5,5,4,5,5,4,4,5,3,5,5,5,5,5,4,5,4,3,3,3,3,3,-33.5,,10.9,0,2,1,2,3.6,3.6666666666666665,3.0
SME_1003,Kebbi,North West,Rural,F41,Construction,7,24,23585790,Limited Liability Company,25,Female,Primary Education,Engineering,1,3,2,1,2,2,1,1,1,1,1,1,3,2,4,2,3,2,2,1,1,1,2,3,2,2,1,1,5,4,5,2,5,2,5,4,4,5,5,5,4,2,3,1,2,1,1,1,,,-6.6,0,1,1,1,1.6,4.0,1.3333333333333333
SME_1004,Edo,South South,Urban,M69,Professional Services,9,2,1901208,Partnership,36,Male,PhD,Business/Management,1,9,4,5,5,5,5,5,3,3,3,2,5,5,5,4,3,4,3,5,5,4,4,4,4,5,5,5,3,2,1,5,3,3,5,5,5,3,3,3,3,2,3,5,5,4,5,5,21.1,17.8,-2.3,0,4,3,4,4.6,4.333333333333333,5.0
SME_1005,Zamfara,North West,Rural,M69,Professional Services,10,13,19937945,Limited Liability Company,39,Male,PhD,Business/Management,0,6,4,5,3,4,4,3,4,3,3,3,3,5,4,5,5,5,5,3,2,2,4,5,5,5,5,5,5,4,4,3,4,5,4,5,4,4,4,5,5,5,4,2,2,2,1,2,-14.7,,-30.0,0,3,2,3,4.0,4.0,2.0
SME_1006,Zamfara,North West,Urban,F41,Construction,6,38,68812712,Limited Liability Company,39,Male,HND/Bachelor,Engineering,1,5,4,4,5,4,4,4,1,1,1,2,2,3,3,4,3,2,3,4,4,4,2,3,3,2,3,2,2,2,2,4,4,4,3,4,4,2,3,3,2,3,2,3,4,3,3,4,,23.3,-3.3,0,3,4,4,4.2,3.0,3.6666666666666665
SME_1007,Cross River,South South,Urban,A01,"Agriculture, Forestry and Fishing",8,6,5694482,Limited Liability Company,40,Male,No Formal Education,Agriculture,1,2,2,2,2,2,1,2,1,1,2,1,1,1,2,1,2,2,1,2,1,1,3,3,2,1,1,2,3,3,3,5,4,4,2,3,3,1,2,3,4,2,3,1,1,1,1,2,-3.6,10.8,-4.1,0,1,2,2,1.8,3.3333333333333335,1.3333333333333333
SME_1008,Abuja,North Central,Urban,J58,Publishing Activities,4,8,14540027,Partnership,25,Male,OND/NCE,Education,1,6,4,3,3,4,3,4,2,1,2,3,4,5,4,4,5,4,4,3,3,2,4,3,3,3,4,3,2,2,3,2,1,2,5,3,5,4,3,4,2,3,3,3,3,3,2,3,10.6,10.3,-12.1,0,3,3,3,3.4,3.0,3.0
SME_1009,Enugu,South East,Rural,C25,Metal Products Manufacturing,1,2,1587616,Sole Proprietorship,51,Female,No Formal Education,Agriculture,0,3,1,1,1,1,2,1,1,1,2,2,1,2,2,1,1,2,1,1,1,1,3,3,3,1,2,1,5,5,5,4,5,5,4,5,5,5,4,4,5,4,5,1,1,1,1,1,-17.1,6.3,-30.0,0,1,2,1,1.0,4.333333333333333,1.0
SME_1010,Adamawa,North East,Rural,J62,IT Services,2,4,4502764,Sole Proprietorship,52,Male,Master,Computer Science/IT,0,9,4,3,3,3,3,3,5,4,4,4,5,5,4,4,5,5,5,4,4,4,5,5,5,5,4,5,4,4,4,4,5,4,5,4,4,5,5,4,5,5,5,3,3,3,2,2,,,,0,3,4,4,3.6,4.333333333333333,2.6666666666666665
SME_1011,Rivers,South South,Urban,G47,Retail Trade,12,35,42946019,Limited Liability Company,46,Male,HND/Bachelor,Social Sciences,0,5,3,3,5,4,4,3,1,2,2,2,5,3,4,2,4,3,3,3,3,3,4,3,2,3,3,3,4,3,4,4,3,3,2,2,2,2,2,2,1,2,1,4,3,3,4,3,-20.0,19.3,6.1,2,3,3,4,3.2,3.3333333333333335,3.3333333333333335
SME_1012,Edo,South South,Urban,G47,Retail Trade,1,15,16132410,Sole Proprietorship,27,Male,Master,Law,1,7,3,3,3,4,3,3,3,3,3,3,3,3,4,4,5,5,5,4,3,4,4,4,5,4,5,4,4,3,4,2,3,3,2,3,3,3,4,4,2,3,4,3,4,3,3,3,30.1,16.6,11.1,0,3,3,3,3.4,2.6666666666666665,3.3333333333333335
SME_1013,Zamfara,North West,Urban,J62,IT Services,3,11,24589272,Sole Proprietorship,46,Male,HND/Bachelor,Computer Science/IT,1,7,3,3,2,2,2,2,3,4,4,4,4,3,3,5,5,5,5,4,4,4,4,5,4,4,5,5,4,4,5,4,4,4,4,3,4,5,2,4,2,4,3,2,3,2,3,3,27.7,,,0,3,3,3,3.4,4.0,2.6666666666666665
SME_1014,Rivers,South South,Urban,F41,Construction,1,1,1691940,Sole Proprietorship,42,Male,OND/NCE,Arts/Humanities,1,5,1,1,1,2,2,1,3,4,3,3,2,3,4,2,1,1,1,2,1,1,3,3,3,2,2,2,5,4,5,4,5,5,4,5,4,5,4,5,4,3,3,1,1,1,1,1,-24.5,-5.0,-18.4,0,1,1,1,1.4,4.333333333333333,1.0
SME_1015,Sokoto,North West,Urban,G47,Retail Trade,9,3,4392794,Partnership,47,Male,OND/NCE,Engineering,1,6,3,2,2,3,1,2,2,3,3,2,1,3,2,3,3,3,2,2,2,3,1,2,1,3,3,4,4,5,3,3,4,5,5,5,5,5,4,4,2,4,3,2,1,1,2,1,-19.3,,-27.8,0,1,1,1,2.4,4.0,1.3333333333333333
SME_1016,Ondo,South West,Urban,F41,Construction,4,42,80362453,Limited Liability Company,60,Male,OND/NCE,Computer Science/IT,0,4,2,4,3,3,3,3,3,2,3,3,3,3,2,2,2,4,2,3,3,2,1,2,1,2,3,2,2,2,3,2,1,2,2,3,2,1,1,1,3,3,2,4,4,3,4,3,1.2,6.0,,2,3,2,3,2.8,2.0,3.6666666666666665
SME_1017,Akwa Ibom,South South,Urban,F41,Construction,3,11,12071230,Partnership,39,Male,OND/NCE,Medicine/Health,1,5,2,2,4,2,3,2,3,2,1,2,3,2,2,3,2,2,2,3,3,3,3,3,3,3,2,2,4,4,4,4,3,3,3,4,4,3,4,4,3,4,3,1,2,2,2,2,,,-11.3,0,1,2,2,2.8,3.6666666666666665,1.6666666666666667
SME_1018,Enugu,South East,Urban,G47,Retail Trade,1,12,8743465,Sole Proprietorship,44,Female,HND/Bachelor,Social Sciences,1,6,4,4,4,3,3,3,2,2,3,3,2,2,3,2,2,3,2,3,4,3,4,4,5,4,4,3,2,3,3,3,2,1,4,5,5,4,4,4,4,3,4,4,3,4,3,2,9.4,,6.9,0,2,2,1,3.4,3.0,3.0
SME_1019,Edo,South South,Urban,K64,Financial Services,5,8,21221903,Limited Liability Company,31,Male,Master,Sciences,1,8,4,4,5,4,5,4,4,4,4,3,5,5,5,4,5,3,4,5,5,4,4,5,5,5,5,5,4,4,3,4,2,3,2,2,3,4,4,3,3,1,3,4,4,4,4,4,29.2,20.1,36.5,0,4,4,4,4.4,3.3333333333333335,4.0
SME_1020,Sokoto,North West,Rural,F41,Construction,10,4,2664458,Sole Proprietorship,53,Male,Secondary Education,Arts/Humanities,0,5,1,2,1,1,1,1,1,2,3,2,3,3,3,2,3,3,4,4,5,5,2,1,1,2,4,2,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,2,1,1,1,2,,7.4,-9.1,0,2,2,2,2.0,5.0,1.6666666666666667
SME_1021,Ogun,South West,Urban,G47,Retail Trade,8,10,8399490,Sole Proprietorship,50,Male,HND/Bachelor,Computer Science/IT,1,5,4,4,4,4,4,5,1,1,1,1,2,1,1,3,2,3,3,4,5,4,2,1,2,3,3,3,1,1,1,3,3,3,3,2,3,3,4,2,4,3,3,3,4,4,4,4,29.0,,-3.0,0,3,3,3,3.8,2.3333333333333335,3.6666666666666665
SME_1022,Jigawa,North West,Rural,I56,Food and Beverage Services,2,1,649465,Partnership,44,Female,HND/Bachelor,Education,1,4,2,2,2,2,2,3,1,2,1,2,3,2,2,3,3,2,2,2,2,1,3,4,4,3,2,3,4,5,3,5,5,5,5,4,5,3,5,3,5,5,5,1,1,1,1,2,,-2.4,-20.6,0,2,3,3,2.2,4.666666666666667,1.3333333333333333
SME_1023,Kebbi,North West,Rural,C20,Chemical Products Manufacturing,2,1,1532783,Sole Proprietorship,29,Male,Secondary Education,Arts/Humanities,0,5,2,3,3,3,3,4,1,1,1,2,4,4,5,1,2,1,1,2,1,1,1,1,1,1,2,1,5,5,5,4,5,4,4,3,5,5,5,5,5,5,5,1,1,1,1,1,-5.4,3.5,-30.0,0,1,2,2,2.2,4.333333333333333,1.0
SME_1024,Ondo,South West,Urban,C25,Metal Products Manufacturing,5,3,2000474,Sole Proprietorship,33,Female,OND/NCE,Sciences,1,7,4,3,3,3,3,3,4,3,2,3,2,2,3,2,3,2,2,3,3,2,3,2,3,4,3,4,2,4,4,5,5,5,2,3,4,4,3,4,3,3,4,2,3,3,2,2,-9.5,,26.6,0,2,2,2,3.0,3.0,2.3333333333333335
SME_1025,Ondo,South West,Urban,P85,Education Services,1,8,4382100,Limited Liability Company,25,Male,HND/Bachelor,Medicine/Health,1,8,4,4,5,4,5,4,4,4,5,4,4,4,4,4,5,5,4,4,3,2,3,4,3,5,5,5,3,2,2,2,2,1,1,1,2,2,2,1,2,2,2,4,5,4,4,4,9.7,19.3,31.6,0,5,5,5,4.2,2.0,4.333333333333333
SME_1026,Gombe,North East,Rural,J58,Publishing Activities,7,1,1485191,Sole Proprietorship,33,Male,Secondary Education,Economics/Finance,1,7,3,2,3,1,3,2,3,3,3,2,3,2,2,2,3,3,3,3,3,2,3,3,2,3,4,4,4,5,5,3,3,4,5,5,5,4,4,5,5,4,5,1,1,1,2,1,-37.8,-1.8,-30.0,0,2,2,2,2.6,4.0,1.0
SME_1027,Nasarawa,North Central,Urban,H49,Transportation and Storage,1,8,11322987,Limited Liability Company,50,Female,Primary Education,Medicine/Health,0,4,2,1,1,2,1,1,2,2,1,2,1,1,2,3,3,3,3,3,2,2,1,1,1,3,4,4,2,5,3,3,2,3,3,2,2,3,1,3,3,5,2,1,2,1,2,1,,10.5,-6.2,0,1,3,2,2.0,2.6666666666666665,1.3333333333333333
SME_1028,Jigawa,North West,Urban,I56,Food and Beverage Services,2,2,2500061,Sole Proprietorship,46,Female,OND/NCE,Law,0,5,2,2,2,2,3,3,1,1,1,2,3,3,2,3,3,3,4,2,3,3,4,4,4,4,4,4,4,3,4,3,4,3,4,4,5,3,4,5,5,5,5,3,2,2,3,3,11.7,10.2,15.6,0,2,2,2,2.2,3.6666666666666665,2.6666666666666665
SME_1029,Kebbi,North West,Urban,A01,"Agriculture, Forestry and Fishing",2,3,3130217,Sole Proprietorship,43,Male,PhD,Engineering,0,6,2,3,2,3,3,4,3,3,2,3,4,4,4,3,4,2,2,5,4,5,2,2,1,5,4,5,4,4,5,5,5,5,5,3,4,3,3,5,4,4,4,3,2,3,3,2,4.6,10.8,-22.6,0,3,3,2,3.0,4.666666666666667,2.3333333333333335
SME_1030,Delta,South South,Urban,I55,Accommodation Services,8,27,18128934,Limited Liability Company,59,Male,No Formal Education,Agriculture,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,1,2,2,2,1,3,2,2,2,2,2,4,5,3,1,3,1,3,2,2,3,4,4,2,3,1,2,2,2,2,2,-0.4,2.5,-19.1,0,1,2,1,1.2,2.6666666666666665,2.0
SME_1031,Ebonyi,South East,Rural,G47,Retail Trade,2,7,5900695,Limited Liability Company,45,Male,OND/NCE,Education,1,6,2,2,2,1,2,2,2,2,1,3,1,2,1,3,3,3,4,3,2,3,3,2,3,3,4,3,5,4,3,4,3,3,3,3,4,4,3,5,5,5,4,2,2,2,2,3,,,-13.6,0,2,2,2,2.4,4.0,2.3333333333333335
SME_1032,Enugu,South East,Rural,H49,Transportation and Storage,2,2,1388579,Sole Proprietorship,35,Female,OND/NCE,Computer Science/IT,1,5,2,2,2,2,3,3,2,2,1,2,2,1,2,1,1,2,2,3,2,2,3,2,2,1,2,1,5,5,5,5,4,4,3,4,5,4,5,4,5,5,5,1,1,1,1,2,-13.0,0.8,-20.3,0,1,1,2,2.0,4.333333333333333,1.3333333333333333
SME_1033,Kogi,North Central,Rural,F41,Construction,13,8,14115668,Sole Proprietorship,33,Female,Secondary Education,Agriculture,1,5,1,1,2,2,2,1,2,3,3,3,2,2,1,2,2,2,1,1,2,2,2,3,2,3,4,3,3,4,3,3,4,4,5,4,3,5,5,5,3,3,5,1,1,1,1,1,,-5.0,-30.0,0,1,1,2,1.4,3.6666666666666665,1.0
SME_1034,Edo,South South,Urban,A01,"Agriculture, Forestry and Fishing",7,1,1134248,Partnership,39,Male,OND/NCE,Education,0,3,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,3,3,2,2,2,1,1,2,2,2,2,2,3,3,4,3,3,3,3,1,4,4,5,4,3,3,3,3,4,3,3,,14.8,18.2,0,3,3,3,1.4,3.0,3.0
SME_1035,Kano,North West,Rural,C13,Textiles Manufacturing,5,10,8022905,Limited Liability Company,36,Male,OND/NCE,Engineering,1,5,3,3,3,3,3,3,2,1,2,3,2,2,3,4,2,4,3,2,2,3,2,2,3,5,2,3,5,4,5,4,3,3,4,5,5,4,4,4,5,3,4,2,2,1,1,2,,5.5,-30.0,0,1,1,1,3.0,4.333333333333333,2.0
SME_1036,Lagos,South West,Urban,P85,Education Services,5,22,22263204,Limited Liability Company,53,Male,HND/Bachelor,Social Sciences,0,6,4,3,4,4,3,5,3,3,2,3,5,5,4,4,4,4,3,5,4,4,4,3,4,5,4,5,1,2,1,2,2,3,4,3,2,3,1,4,2,3,3,4,5,5,4,5,-5.9,26.4,30.7,0,4,4,4,4.0,2.3333333333333335,4.666666666666667
SME_1037,Delta,South South,Urban,G47,Retail Trade,1,14,24569023,Limited Liability Company,47,Male,Primary Education,Education,1,2,1,2,1,2,1,2,2,1,1,2,1,2,2,1,1,2,2,1,1,1,1,1,1,2,2,1,2,3,2,2,2,1,2,3,1,3,3,3,2,2,3,1,1,1,1,1,-24.6,13.4,15.4,0,2,2,2,1.2,2.0,1.0
SME_1038,Ekiti,South West,Urban,G47,Retail Trade,5,63,78883253,Partnership,38,Male,Master,Other,1,6,4,2,3,3,3,3,3,2,2,2,5,4,5,3,3,3,3,5,4,5,3,3,2,5,5,5,3,2,2,1,1,2,4,1,3,3,3,3,2,2,4,5,5,5,5,5,12.8,,21.0,2,5,5,5,3.4,2.6666666666666665,5.0
SME_1039,Enugu,South East,Urban,A01,"Agriculture, Forestry and Fishing",11,1,1191213,Sole Proprietorship,38,Female,OND/NCE,Agriculture,1,4,2,2,2,2,3,2,2,1,1,2,2,2,3,1,2,2,2,1,1,1,2,2,2,2,3,2,3,4,4,4,4,5,5,5,5,4,4,5,3,4,4,1,2,1,2,2,-18.6,-3.8,-8.2,0,1,1,2,1.6,4.0,1.6666666666666667
SME_1040,Ondo,South West,Rural,A01,"Agriculture, Forestry and Fishing",2,8,5022564,Sole Proprietorship,50,Male,OND/NCE,Medicine/Health,1,6,3,3,2,4,2,3,2,1,2,2,2,2,3,4,3,4,4,2,3,4,2,2,2,4,4,4,5,4,5,5,4,5,4,5,4,3,4,4,4,4,3,3,2,3,3,3,-15.1,4.1,-20.7,0,3,3,2,2.8,4.666666666666667,2.6666666666666665
SME_1041,Bauchi,North East,Urban,J58,Publishing Activities,1,1,815079,Sole Proprietorship,54,Male,OND/NCE,Other,0,5,3,4,3,3,4,3,2,2,1,2,1,2,2,2,3,2,3,3,3,3,3,2,3,4,4,4,5,4,4,4,4,5,4,5,5,5,5,5,5,5,5,2,2,2,2,2,-3.0,5.0,,0,1,1,1,3.0,4.333333333333333,2.0
SME_1042,Benue,North Central,Rural,H49,Transportation and Storage,1,6,10055252,Sole Proprietorship,25,Male,No Formal Education,Education,1,3,1,1,1,1,1,1,1,2,2,1,2,2,3,1,2,1,2,1,1,1,1,1,1,1,2,2,3,5,5,4,3,4,5,4,4,3,4,3,3,4,3,1,1,1,1,1,,,-0.7,0,1,1,2,1.0,4.0,1.0
SME_1043,Kano,North West,Urban,G47,Retail Trade,6,7,9631494,Partnership,39,Male,Master,Social Sciences,1,8,1,1,2,2,1,1,3,3,3,3,3,4,2,5,4,4,3,3,4,4,4,5,5,4,4,3,5,3,3,4,4,2,4,5,5,4,2,4,2,4,5,3,2,3,2,3,-20.1,8.3,4.0,0,2,3,2,2.4,4.333333333333333,2.6666666666666665
SME_1044,Ondo,South West,Urban,C20,Chemical Products Manufacturing,7,72,153363862,Limited Liability Company,43,Male,HND/Bachelor,Medicine/Health,1,6,3,3,4,3,3,3,3,2,4,3,5,5,5,5,4,5,5,4,4,3,2,3,3,3,4,4,3,4,3,3,4,3,3,3,2,1,3,4,1,3,1,4,4,4,4,3,-8.2,24.2,8.3,1,3,4,4,3.8,3.0,3.6666666666666665
SME_1045,Cross River,South South,Rural,J62,IT Services,7,6,11960566,Partnership,48,Male,Secondary Education,Computer Science/IT,1,6,5,5,5,5,5,5,2,2,2,2,3,3,4,2,3,3,2,3,3,2,3,3,3,4,3,4,4,4,5,5,5,4,5,4,4,3,3,4,4,5,3,3,3,3,3,2,-2.1,,-9.3,0,4,3,2,4.0,4.666666666666667,2.6666666666666665
SME_1046,Oyo,South West,Urban,C10,Food Products Manufacturing,3,6,8072205,Sole Proprietorship,43,Male,PhD,Engineering,0,6,4,4,4,4,3,3,3,3,4,4,2,2,3,5,4,5,4,4,3,4,4,3,5,2,3,4,3,2,2,5,4,4,2,3,3,3,4,3,2,4,4,3,3,3,3,3,,22.2,,0,3,4,3,4.2,3.3333333333333335,3.0
SME_1047,Abia,South East,Rural,C13,Textiles Manufacturing,10,20,32070925,Partnership,46,Female,OND/NCE,Engineering,0,5,1,1,1,1,2,1,2,3,2,1,2,3,3,2,2,1,1,3,2,3,3,2,3,3,3,3,4,4,4,3,3,2,4,3,4,4,5,3,5,3,4,1,1,1,1,1,-26.4,-5.0,,0,2,2,2,1.6,3.6666666666666665,1.0
SME_1048,Bayelsa,South South,Urban,G47,Retail Trade,1,7,5701523,Limited Liability Company,39,Female,OND/NCE,Business/Management,0,4,3,3,4,3,3,3,1,2,1,2,3,3,3,2,1,2,3,4,5,3,2,2,2,2,3,2,2,4,2,4,4,2,3,3,4,2,3,4,3,5,5,4,3,4,4,3,,23.8,,0,2,3,3,3.2,3.0,3.3333333333333335
SME_1049,Cross River,South South,Urban,C25,Metal Products Manufacturing,2,46,47341024,Limited Liability Company,32,Male,HND/Bachelor,Education,0,6,4,4,4,4,3,3,2,2,3,2,5,5,5,4,4,4,4,3,4,4,4,3,4,3,4,3,5,5,3,2,1,1,4,4,3,1,1,2,2,4,2,3,3,3,2,3,24.3,9.1,20.1,0,2,3,3,3.8,3.6666666666666665,3.0
SME_1050,Sokoto,North West,Rural,C20,Chemical Products Manufacturing,3,14,35426121,Limited Liability Company,51,Male,No Formal Education,Economics/Finance,1,2,1,1,2,1,1,2,1,1,1,2,1,2,2,1,2,1,1,2,2,1,2,1,2,3,3,3,3,4,5,4,2,3,3,4,3,3,3,3,5,5,5,2,1,1,2,1,-42.6,,-30.0,0,1,1,1,1.4,3.3333333333333335,1.3333333333333333
