respondent_id,stakeholder_type,state,lga,industry_type,awareness_score_1_5,acceptance_score_1_5,perceived_benefits,perceived_risks,capex_concern_1_5,opex_concern_1_5,reliability_concern_1_5,regulatory_barrier_score_1_5,familiar_with_gas_price_volatility,prefer_grid_integration,prefer_isolated_minigrid,purchase_intent_0_1,comment,source,is_fabricated
R00939,Community Leader,Kano,Kano LGA 6,Cement,4,3,Long Life,Gas Price Volatility,4,4,3,3,False,False,False,0,,Primary (synthetic),True
R00940,DisCo Official,Kwara,Kwara LGA 1,Retail,3,3,Lower OPEX,Gas Price Volatility,3,3,4,3,True,False,True,1,,Primary (synthetic),True
R00941,Industrial Manager,Oyo,Oyo LGA 6,Cement,3,1,Long Life,Gas Price Volatility,4,5,4,4,True,True,False,0,,Primary (synthetic),True
R00942,Academic,Jigawa,Jigawa LGA 18,Hospitality,4,3,Lower Emissions,Maintenance,3,3,5,3,True,True,False,1,,Primary (synthetic),True
R00943,Community Leader,Katsina,Katsina LGA 12,Automotive,2,3,Lower OPEX,Maintenance,3,2,4,3,True,True,False,1,,Primary (synthetic),True
R00944,Policymaker,Enugu,Enugu LGA 10,Textile,3,3,Reliability,Maintenance,4,3,4,3,False,False,True,0,,Primary (synthetic),True
R00945,Policymaker,Oyo,Oyo LGA 12,Automotive,4,3,Long Life,Technical Complexity,4,2,2,3,False,True,False,0,,Primary (synthetic),True
R00946,Policymaker,Bauchi,Bauchi LGA 20,Retail,4,2,Lower OPEX,Technical Complexity,4,2,2,2,True,False,True,0,,Primary (synthetic),True
R00947,Industrial Manager,Akwa Ibom,Akwa Ibom LGA 14,Oil & Gas Services,2,3,Reliability,Maintenance,3,3,3,5,True,False,False,0,,Primary (synthetic),True
R00948,Community Leader,Nasarawa,Nasarawa LGA 9,Cement,3,3,Reliability,Maintenance,2,2,2,2,True,False,True,1,,Primary (synthetic),True
R00949,Academic,Niger,Niger LGA 22,Oil & Gas Services,3,1,Reliability,Regulatory Risk,4,3,3,2,True,True,False,0,,Primary (synthetic),True
R00950,Industrial Manager,Oyo,Oyo LGA 16,Retail,3,3,Reliability,Gas Price Volatility,3,2,1,3,True,True,False,1,,Primary (synthetic),True
R00951,Industrial Manager,Ogun,Ogun LGA 18,Retail,2,4,Reliability,Gas Price Volatility,5,3,4,1,True,False,True,0,,Primary (synthetic),True
R00952,Investor,Kaduna,Kaduna LGA 3,Textile,3,3,Long Life,Gas Price Volatility,3,3,1,2,False,True,False,1,,Primary (synthetic),True
R00953,Academic,Delta,Delta LGA 4,Retail,3,3,Scalable,Regulatory Risk,5,5,3,4,False,False,True,0,,Primary (synthetic),True
R00954,Industrial Manager,Bayelsa,Bayelsa LGA 5,FMCG,4,5,Lower OPEX,Regulatory Risk,3,3,4,4,False,False,True,0,,Primary (synthetic),True
R00955,Academic,Akwa Ibom,Akwa Ibom LGA 25,Cement,4,2,Scalable,Gas Price Volatility,4,2,4,3,False,True,False,0,,Primary (synthetic),True
R00956,Policymaker,Kano,Kano LGA 41,Hospitality,4,1,Lower Emissions,Regulatory Risk,3,3,4,3,True,True,False,0,,Primary (synthetic),True
R00957,Engineer,Plateau,Plateau LGA 6,Automotive,3,3,Long Life,Gas Price Volatility,4,3,3,2,False,True,False,0,,Primary (synthetic),True
R00958,Academic,Adamawa,Adamawa LGA 18,Cement,3,2,Scalable,Capex,3,2,3,4,True,True,False,0,,Primary (synthetic),True
R00959,Community Leader,Borno,Borno LGA 18,Automotive,3,3,Lower OPEX,Technical Complexity,2,3,4,2,False,True,False,1,,Primary (synthetic),True
R00960,Investor,Zamfara,Zamfara LGA 6,Hospitality,1,3,Reliability,Technical Complexity,4,3,3,5,True,True,False,0,,Primary (synthetic),True
R00961,Investor,Edo,Edo LGA 6,Cement,3,3,Long Life,Maintenance,4,3,3,2,True,True,False,0,,Primary (synthetic),True
R00962,Policymaker,Nasarawa,Nasarawa LGA 13,Hospitality,4,3,Reliability,Gas Price Volatility,4,4,5,3,True,False,False,0,,Primary (synthetic),True
R00963,Policymaker,Katsina,Katsina LGA 10,Cement,5,3,Scalable,Maintenance,3,4,5,3,False,True,False,1,,Primary (synthetic),True
R00964,Engineer,Enugu,Enugu LGA 4,Food Processing,2,2,Lower OPEX,Capex,4,2,3,3,False,False,False,0,,Primary (synthetic),True
R00965,Industrial Manager,Kebbi,Kebbi LGA 8,Textile,5,4,Long Life,Maintenance,2,4,3,2,True,False,True,1,,Primary (synthetic),True
R00966,DisCo Official,Kogi,Kogi LGA 8,Cement,4,3,Lower Emissions,Technical Complexity,4,1,3,4,True,False,True,0,,Primary (synthetic),True
R00967,DisCo Official,Ondo,Ondo LGA 4,Automotive,3,3,Lower OPEX,Capex,3,1,4,4,False,True,False,0,,Primary (synthetic),True
R00968,Community Leader,Benue,Benue LGA 5,Hospitality,3,2,Lower OPEX,Regulatory Risk,4,3,4,4,True,True,False,0,,Primary (synthetic),True
R00969,Community Leader,Nasarawa,Nasarawa LGA 1,Oil & Gas Services,3,2,Long Life,Capex,3,1,3,2,True,True,False,0,,Primary (synthetic),True
R00970,Industrial Manager,Osun,Osun LGA 4,Automotive,4,4,Long Life,Regulatory Risk,2,3,4,2,False,False,True,1,,Primary (synthetic),True
R00971,Industrial Manager,Anambra,Anambra LGA 7,Automotive,2,5,Lower OPEX,Maintenance,2,3,4,3,True,True,False,1,,Primary (synthetic),True
R00972,Policymaker,Oyo,Oyo LGA 12,FMCG,4,3,Reliability,Capex,3,4,3,2,True,True,False,1,,Primary (synthetic),True
R00973,Policymaker,Katsina,Katsina LGA 3,Retail,3,3,Lower OPEX,Technical Complexity,2,3,3,3,False,True,False,1,,Primary (synthetic),True
R00974,Policymaker,Zamfara,Zamfara LGA 7,Retail,2,2,Long Life,Regulatory Risk,4,4,2,3,True,False,False,0,,Primary (synthetic),True
R00975,Engineer,Jigawa,Jigawa LGA 17,Retail,2,2,Lower OPEX,Maintenance,4,3,3,3,False,False,False,0,,Primary (synthetic),True
R00976,Community Leader,Delta,Delta LGA 16,Retail,3,1,Lower OPEX,Maintenance,2,4,2,3,True,False,True,0,,Primary (synthetic),True
R00977,Academic,Osun,Osun LGA 2,Automotive,1,3,Lower OPEX,Regulatory Risk,2,3,3,4,False,True,False,0,,Primary (synthetic),True
R00978,Community Leader,Taraba,Taraba LGA 9,Textile,1,3,Reliability,Technical Complexity,3,2,3,3,False,True,False,1,,Primary (synthetic),True
R00979,Investor,Benue,Benue LGA 4,Cement,4,1,Lower OPEX,Capex,3,2,1,2,True,False,True,0,,Primary (synthetic),True
R00980,Industrial Manager,Yobe,Yobe LGA 12,Oil & Gas Services,3,4,Long Life,Regulatory Risk,3,3,2,4,True,False,False,0,,Primary (synthetic),True
R00981,Community Leader,Edo,Edo LGA 1,Retail,5,3,Reliability,Capex,3,3,5,3,True,False,True,1,,Primary (synthetic),True
R00982,Investor,Yobe,Yobe LGA 1,Cement,1,3,Reliability,Capex,3,1,3,3,False,True,False,1,,Primary (synthetic),True
R00983,Industrial Manager,Kogi,Kogi LGA 1,Oil & Gas Services,3,3,Scalable,Technical Complexity,2,3,3,4,False,False,True,0,,Primary (synthetic),True
R00984,Investor,FCT,Bwari,Automotive,3,3,Long Life,Maintenance,2,2,3,3,True,True,False,1,,Primary (synthetic),True
R00985,Industrial Manager,Kwara,Kwara LGA 11,Food Processing,3,2,Lower OPEX,Technical Complexity,3,3,3,2,False,True,False,0,,Primary (synthetic),True
R00986,DisCo Official,Nasarawa,Nasarawa LGA 4,FMCG,3,4,Long Life,Capex,3,3,4,2,False,False,True,1,,Primary (synthetic),True
R00987,Academic,Ebonyi,Ebonyi LGA 9,Oil & Gas Services,3,3,Long Life,Gas Price Volatility,2,3,2,2,True,True,False,1,,Primary (synthetic),True
R00988,Policymaker,Katsina,Katsina LGA 1,Automotive,4,2,Lower OPEX,Regulatory Risk,3,3,3,3,False,False,True,0,,Primary (synthetic),True
R00989,Investor,Ebonyi,Ebonyi LGA 3,Cement,4,2,Lower Emissions,Regulatory Risk,5,2,3,3,True,True,False,0,,Primary (synthetic),True
R00990,Community Leader,Gombe,Gombe LGA 3,Hospitality,4,2,Reliability,Maintenance,4,5,3,3,False,False,True,0,,Primary (synthetic),True
R00991,Engineer,Anambra,Anambra LGA 4,Food Processing,4,3,Scalable,Regulatory Risk,4,2,5,3,False,False,True,0,,Primary (synthetic),True
R00992,Investor,Enugu,Enugu LGA 7,Food Processing,3,3,Lower OPEX,Regulatory Risk,4,2,4,4,True,False,False,0,,Primary (synthetic),True
R00993,Community Leader,Gombe,Gombe LGA 2,Oil & Gas Services,3,2,Long Life,Maintenance,3,3,3,2,False,False,False,0,,Primary (synthetic),True
R00994,Community Leader,Anambra,Anambra LGA 4,Food Processing,4,3,Lower OPEX,Gas Price Volatility,4,3,2,3,True,False,False,0,,Primary (synthetic),True
R00995,Policymaker,Bayelsa,Bayelsa LGA 4,Hospitality,2,2,Lower OPEX,Capex,3,3,2,3,True,False,True,0,,Primary (synthetic),True
R00996,Policymaker,Ondo,Ondo LGA 9,Hospitality,4,4,Reliability,Gas Price Volatility,3,2,2,4,False,True,False,0,,Primary (synthetic),True
R00997,Investor,Osun,Osun LGA 26,Food Processing,4,3,Reliability,Maintenance,4,4,2,3,True,True,False,0,,Primary (synthetic),True
R00998,DisCo Official,Benue,Benue LGA 3,Food Processing,3,2,Scalable,Gas Price Volatility,3,3,3,3,True,False,True,0,,Primary (synthetic),True
R00999,Engineer,Osun,Osun LGA 16,Automotive,3,2,Reliability,Technical Complexity,3,3,3,2,False,True,False,0,,Primary (synthetic),True
R01000,Investor,Imo,Imo LGA 23,Oil & Gas Services,2,2,Lower OPEX,Maintenance,3,2,4,3,False,True,False,0,,Primary (synthetic),True
R01001,Policymaker,Akwa Ibom,Akwa Ibom LGA 14,Retail,3,2,Scalable,Capex,3,3,4,4,True,True,False,0,,Primary (synthetic),True
R01002,DisCo Official,Anambra,Anambra LGA 6,Automotive,3,2,Scalable,Maintenance,4,3,4,3,False,True,False,0,,Primary (synthetic),True
R01003,Investor,Yobe,Yobe LGA 6,Hospitality,3,2,Lower Emissions,Capex,2,3,4,4,True,False,False,0,,Primary (synthetic),True
R01004,Community Leader,Lagos,Ifako-Ijaiye,Hospitality,4,3,Lower Emissions,Gas Price Volatility,3,3,3,3,False,True,False,1,,Primary (synthetic),True
R01005,Community Leader,Kwara,Kwara LGA 13,Oil & Gas Services,2,3,Lower OPEX,Technical Complexity,4,4,4,2,False,True,False,0,,Primary (synthetic),True
R01006,DisCo Official,Kaduna,Kaduna LGA 3,Textile,2,2,Long Life,Gas Price Volatility,2,2,2,4,True,True,False,0,,Primary (synthetic),True
R01007,DisCo Official,Jigawa,Jigawa LGA 27,FMCG,4,2,Lower OPEX,Technical Complexity,3,3,4,2,False,True,False,0,,Primary (synthetic),True
R01008,Community Leader,Bayelsa,Bayelsa LGA 4,Hospitality,3,2,Scalable,Technical Complexity,3,3,3,3,True,True,False,0,,Primary (synthetic),True
R01009,Industrial Manager,Akwa Ibom,Akwa Ibom LGA 14,Textile,2,3,Long Life,Gas Price Volatility,3,3,4,4,True,True,False,0,,Primary (synthetic),True
R01010,DisCo Official,Cross River,Cross River LGA 13,Food Processing,3,1,Reliability,Maintenance,3,3,3,4,True,True,False,0,,Primary (synthetic),True
R01011,Investor,Ondo,Ondo LGA 5,Food Processing,3,2,Scalable,Maintenance,4,2,3,3,True,True,False,0,,Primary (synthetic),True
R01012,Community Leader,Ondo,Ondo LGA 10,Food Processing,3,2,Long Life,Technical Complexity,3,4,4,4,True,False,True,0,,Primary (synthetic),True
R01013,Policymaker,Lagos,Mushin,FMCG,3,4,Lower Emissions,Capex,3,2,4,5,False,True,False,0,,Primary (synthetic),True
R01014,Engineer,Kogi,Kogi LGA 4,Automotive,4,3,Reliability,Gas Price Volatility,4,2,3,3,False,True,False,0,,Primary (synthetic),True
R01015,DisCo Official,Gombe,Gombe LGA 8,Oil & Gas Services,3,2,Reliability,Regulatory Risk,3,3,2,4,False,False,True,0,,Primary (synthetic),True
R01016,DisCo Official,Abia,Abia LGA 6,Oil & Gas Services,3,2,Lower OPEX,Maintenance,3,4,4,4,False,True,False,0,,Primary (synthetic),True
R01017,Academic,Taraba,Taraba LGA 14,Oil & Gas Services,3,2,Lower Emissions,Capex,4,3,3,5,False,True,False,0,,Primary (synthetic),True
R01018,Academic,Bayelsa,Bayelsa LGA 7,Oil & Gas Services,3,4,Long Life,Regulatory Risk,2,2,5,3,True,False,True,1,,Primary (synthetic),True
R01019,Academic,Rivers,Rivers LGA 21,Retail,3,2,Long Life,Gas Price Volatility,1,3,2,3,True,True,False,0,,Primary (synthetic),True
R01020,Investor,Yobe,Yobe LGA 15,Hospitality,4,2,Reliability,Capex,2,3,3,2,True,False,False,0,,Primary (synthetic),True
R01021,Academic,Bauchi,Bauchi LGA 12,Oil & Gas Services,3,2,Lower OPEX,Technical Complexity,3,3,3,3,True,False,True,0,,Primary (synthetic),True
R01022,Investor,Borno,Borno LGA 1,Oil & Gas Services,2,4,Reliability,Maintenance,2,2,3,3,True,False,True,1,,Primary (synthetic),True
R01023,Academic,Akwa Ibom,Akwa Ibom LGA 8,Food Processing,1,3,Long Life,Technical Complexity,3,2,4,3,True,True,False,1,,Primary (synthetic),True
R01024,Community Leader,Borno,Borno LGA 18,Textile,3,2,Lower OPEX,Regulatory Risk,4,2,2,3,True,True,False,0,,Primary (synthetic),True
R01025,Engineer,Sokoto,Sokoto LGA 21,Retail,3,4,Reliability,Regulatory Risk,3,4,4,2,True,True,False,1,,Primary (synthetic),True
R01026,Engineer,Ebonyi,Ebonyi LGA 12,Automotive,3,3,Lower Emissions,Regulatory Risk,4,2,2,2,True,False,False,0,,Primary (synthetic),True
R01027,Academic,Anambra,Anambra LGA 9,Retail,3,1,Long Life,Technical Complexity,2,3,3,3,True,True,False,0,,Primary (synthetic),True
R01028,Investor,Bauchi,Bauchi LGA 13,Textile,1,2,Scalable,Technical Complexity,3,3,4,4,False,True,False,0,,Primary (synthetic),True
R01029,Policymaker,Bayelsa,Bayelsa LGA 3,Cement,2,2,Long Life,Gas Price Volatility,2,4,4,4,True,False,True,0,,Primary (synthetic),True
R01030,Engineer,Ondo,Ondo LGA 10,Oil & Gas Services,3,4,Reliability,Gas Price Volatility,3,3,3,2,False,True,False,1,,Primary (synthetic),True
R01031,Academic,Kebbi,Kebbi LGA 10,FMCG,4,3,Scalable,Technical Complexity,1,2,1,4,True,True,False,0,,Primary (synthetic),True
R01032,Community Leader,Yobe,Yobe LGA 15,FMCG,1,5,Scalable,Maintenance,1,2,3,4,False,True,False,0,,Primary (synthetic),True
R01033,Investor,Anambra,Anambra LGA 5,Cement,2,3,Long Life,Maintenance,2,3,4,3,False,False,True,1,,Primary (synthetic),True
R01034,Industrial Manager,Taraba,Taraba LGA 2,Retail,2,2,Scalable,Gas Price Volatility,3,1,2,2,True,True,False,0,,Primary (synthetic),True
R01035,Industrial Manager,Osun,Osun LGA 25,Cement,1,3,Lower OPEX,Technical Complexity,4,3,3,4,True,False,True,0,,Primary (synthetic),True
R01036,Community Leader,Bauchi,Bauchi LGA 15,Retail,3,3,Lower Emissions,Regulatory Risk,4,2,2,2,True,False,False,0,,Primary (synthetic),True
R01037,Community Leader,Adamawa,Adamawa LGA 15,Hospitality,4,3,Lower OPEX,Capex,3,2,4,3,False,False,False,1,,Primary (synthetic),True
R01038,Community Leader,Nasarawa,Nasarawa LGA 2,Automotive,3,3,Lower OPEX,Capex,2,2,3,3,True,False,True,1,,Primary (synthetic),True
R01039,Academic,Ogun,Ogun LGA 7,Oil & Gas Services,3,3,Lower Emissions,Regulatory Risk,3,2,2,2,False,False,False,1,,Primary (synthetic),True
R01040,Industrial Manager,Bayelsa,Bayelsa LGA 3,Oil & Gas Services,4,1,Scalable,Gas Price Volatility,3,3,4,3,True,False,True,0,,Primary (synthetic),True
R01041,DisCo Official,Gombe,Gombe LGA 8,Food Processing,4,3,Lower OPEX,Technical Complexity,3,4,4,1,False,False,True,1,,Primary (synthetic),True
R01042,Community Leader,Cross River,Cross River LGA 10,Retail,2,4,Long Life,Maintenance,4,2,3,3,True,True,False,0,,Primary (synthetic),True
R01043,Investor,Yobe,Yobe LGA 15,Hospitality,3,2,Scalable,Regulatory Risk,4,3,2,4,True,True,False,0,,Primary (synthetic),True
R01044,Policymaker,FCT,Gwagwalada,Food Processing,3,3,Reliability,Capex,3,2,5,3,True,True,False,1,,Primary (synthetic),True
R01045,DisCo Official,Oyo,Oyo LGA 27,Cement,4,4,Reliability,Technical Complexity,2,2,5,2,False,False,True,1,,Primary (synthetic),True
R01046,Community Leader,Taraba,Taraba LGA 13,Textile,4,2,Scalable,Regulatory Risk,4,3,1,4,True,True,False,0,,Primary (synthetic),True
R01047,Engineer,Kwara,Kwara LGA 13,Textile,2,2,Scalable,Capex,4,2,3,4,False,True,False,0,,Primary (synthetic),True
R01048,Academic,Sokoto,Sokoto LGA 15,Automotive,3,3,Scalable,Technical Complexity,4,2,3,4,True,False,False,0,,Primary (synthetic),True
R01049,DisCo Official,Imo,Imo LGA 4,Food Processing,2,2,Lower OPEX,Gas Price Volatility,4,3,3,3,True,True,False,0,,Primary (synthetic),True
R01050,Academic,Katsina,Katsina LGA 4,Automotive,3,2,Reliability,Gas Price Volatility,2,2,5,4,False,False,True,0,,Primary (synthetic),True
R01051,Industrial Manager,Enugu,Enugu LGA 10,FMCG,3,4,Reliability,Gas Price Volatility,3,3,2,2,True,True,False,1,,Primary (synthetic),True
R01052,DisCo Official,Kebbi,Kebbi LGA 13,Textile,3,1,Reliability,Gas Price Volatility,3,2,4,3,True,True,False,0,,Primary (synthetic),True
R01053,Engineer,Gombe,Gombe LGA 1,Automotive,4,2,Scalable,Capex,4,3,4,3,True,False,False,0,,Primary (synthetic),True
R01054,Academic,Yobe,Yobe LGA 2,Hospitality,3,3,Lower OPEX,Capex,4,3,2,4,False,True,False,0,,Primary (synthetic),True
R01055,Engineer,Taraba,Taraba LGA 14,Hospitality,3,2,Lower OPEX,Maintenance,3,1,2,2,True,False,True,0,,Primary (synthetic),True
R01056,Community Leader,Borno,Borno LGA 23,Hospitality,3,3,Lower OPEX,Gas Price Volatility,4,4,3,4,True,True,False,0,,Primary (synthetic),True
R01057,Policymaker,Ebonyi,Ebonyi LGA 2,Hospitality,4,3,Lower Emissions,Regulatory Risk,3,1,3,3,False,False,False,1,,Primary (synthetic),True
R01058,Community Leader,Ekiti,Ekiti LGA 16,Food Processing,2,3,Long Life,Maintenance,3,1,4,2,True,True,False,1,,Primary (synthetic),True
R01059,Policymaker,Kaduna,Kaduna LGA 16,FMCG,1,4,Lower OPEX,Capex,3,3,4,5,True,True,False,0,,Primary (synthetic),True
R01060,Academic,Bauchi,Bauchi LGA 16,FMCG,4,3,Reliability,Regulatory Risk,5,1,4,4,True,True,False,0,,Primary (synthetic),True
R01061,Community Leader,Kwara,Kwara LGA 13,Oil & Gas Services,4,3,Lower OPEX,Gas Price Volatility,3,3,4,3,True,False,True,1,,Primary (synthetic),True
R01062,DisCo Official,Niger,Niger LGA 22,Food Processing,2,2,Lower Emissions,Gas Price Volatility,2,3,3,3,True,False,False,0,,Primary (synthetic),True
R01063,DisCo Official,Katsina,Katsina LGA 21,Cement,1,2,Reliability,Technical Complexity,4,3,4,2,True,True,False,0,,Primary (synthetic),True
R01064,Policymaker,Enugu,Enugu LGA 13,Textile,3,1,Long Life,Maintenance,4,3,4,2,False,False,True,0,,Primary (synthetic),True
R01065,Engineer,Osun,Osun LGA 18,FMCG,4,3,Long Life,Regulatory Risk,3,2,4,3,True,True,False,1,,Primary (synthetic),True
R01066,Academic,Imo,Imo LGA 11,Retail,3,3,Scalable,Regulatory Risk,4,5,3,4,False,False,False,0,,Primary (synthetic),True
R01067,Engineer,Rivers,Rivers LGA 2,Automotive,4,3,Scalable,Gas Price Volatility,4,5,3,2,True,False,False,0,,Primary (synthetic),True
R01068,Industrial Manager,Kano,Kano LGA 15,Cement,4,4,Lower Emissions,Regulatory Risk,4,3,4,3,True,True,False,0,,Primary (synthetic),True
R01069,Policymaker,Ebonyi,Ebonyi LGA 13,Food Processing,3,3,Reliability,Technical Complexity,3,2,3,4,True,True,False,0,,Primary (synthetic),True
R01070,Policymaker,Plateau,Plateau LGA 1,Automotive,4,2,Scalable,Technical Complexity,3,4,3,2,False,False,True,0,,Primary (synthetic),True
R01071,Policymaker,Bauchi,Bauchi LGA 10,Cement,4,2,Long Life,Capex,3,2,2,4,True,True,False,0,,Primary (synthetic),True
R01072,Academic,Imo,Imo LGA 11,Retail,4,2,Lower Emissions,Gas Price Volatility,4,3,2,4,True,True,False,0,,Primary (synthetic),True
R01073,Industrial Manager,Zamfara,Zamfara LGA 8,Food Processing,4,2,Long Life,Capex,5,3,4,3,True,False,True,0,,Primary (synthetic),True
R01074,Academic,Cross River,Cross River LGA 17,Cement,2,2,Reliability,Regulatory Risk,4,2,3,3,True,True,False,0,,Primary (synthetic),True
R01075,Investor,Ebonyi,Ebonyi LGA 1,Food Processing,3,2,Long Life,Maintenance,4,4,2,4,True,False,True,0,,Primary (synthetic),True
R01076,Academic,Borno,Borno LGA 19,Textile,3,2,Long Life,Maintenance,2,2,5,3,False,False,False,0,,Primary (synthetic),True
R01077,Investor,Kebbi,Kebbi LGA 9,Oil & Gas Services,4,3,Lower Emissions,Maintenance,4,3,3,1,False,True,False,0,,Primary (synthetic),True
R01078,Engineer,Bayelsa,Bayelsa LGA 2,FMCG,3,2,Lower Emissions,Maintenance,2,3,2,2,False,True,False,0,,Primary (synthetic),True
R01079,Investor,Niger,Niger LGA 6,Textile,2,2,Long Life,Capex,4,4,2,3,True,False,True,0,,Primary (synthetic),True
R01080,DisCo Official,Ogun,Ogun LGA 5,Retail,3,3,Long Life,Gas Price Volatility,2,3,3,1,True,True,False,1,,Primary (synthetic),True
R01081,Engineer,Bauchi,Bauchi LGA 12,Hospitality,4,3,Lower OPEX,Capex,3,3,2,3,True,True,False,1,,Primary (synthetic),True
R01082,DisCo Official,Ondo,Ondo LGA 2,Automotive,2,2,Lower Emissions,Capex,3,3,3,4,True,True,False,0,,Primary (synthetic),True
R01083,Academic,Nasarawa,Nasarawa LGA 5,Hospitality,3,4,Lower Emissions,Capex,2,5,4,2,True,False,True,1,,Primary (synthetic),True
R01084,Policymaker,Taraba,Taraba LGA 13,Oil & Gas Services,3,2,Reliability,Maintenance,3,3,4,2,False,True,False,0,,Primary (synthetic),True
R01085,Policymaker,Zamfara,Zamfara LGA 8,FMCG,2,3,Long Life,Gas Price Volatility,3,1,4,3,True,True,False,1,,Primary (synthetic),True
R01086,Engineer,Abia,Abia LGA 4,Textile,4,4,Scalable,Capex,3,3,4,4,True,False,True,0,,Primary (synthetic),True
R01087,DisCo Official,Niger,Niger LGA 10,FMCG,3,3,Long Life,Capex,4,3,4,4,False,False,True,0,,Primary (synthetic),True
R01088,Policymaker,Ebonyi,Ebonyi LGA 8,Food Processing,2,2,Reliability,Technical Complexity,3,4,3,3,False,True,False,0,,Primary (synthetic),True
R01089,Academic,Benue,Benue LGA 9,FMCG,4,3,Reliability,Maintenance,3,4,2,3,True,True,False,1,,Primary (synthetic),True
R01090,Engineer,Taraba,Taraba LGA 5,FMCG,3,1,Lower Emissions,Technical Complexity,4,1,3,4,False,True,False,0,,Primary (synthetic),True
R01091,Policymaker,Osun,Osun LGA 11,Cement,4,5,Reliability,Technical Complexity,3,3,4,2,False,True,False,1,,Primary (synthetic),True
R01092,Community Leader,Ondo,Ondo LGA 5,Automotive,2,3,Lower OPEX,Capex,3,3,4,2,True,True,False,1,,Primary (synthetic),True
R01093,Investor,Plateau,Plateau LGA 1,Automotive,4,3,Reliability,Regulatory Risk,4,3,4,3,True,True,False,0,,Primary (synthetic),True
R01094,Academic,Kano,Kano LGA 6,FMCG,2,1,Long Life,Capex,3,3,4,3,False,True,False,0,,Primary (synthetic),True
R01095,Policymaker,Ebonyi,Ebonyi LGA 7,Retail,4,4,Lower OPEX,Technical Complexity,5,3,3,3,False,True,False,0,,Primary (synthetic),True
R01096,DisCo Official,Sokoto,Sokoto LGA 22,Retail,4,2,Lower Emissions,Regulatory Risk,4,2,3,4,True,False,True,0,,Primary (synthetic),True
R01097,Academic,Enugu,Enugu LGA 16,Oil & Gas Services,4,2,Scalable,Regulatory Risk,4,3,3,2,False,False,True,0,,Primary (synthetic),True
R01098,Academic,Kano,Kano LGA 39,Food Processing,4,3,Scalable,Maintenance,4,2,4,4,False,True,False,0,,Primary (synthetic),True
R01099,Academic,Benue,Benue LGA 6,Cement,2,1,Lower OPEX,Gas Price Volatility,3,3,4,3,False,True,False,0,,Primary (synthetic),True
R01100,Academic,Osun,Osun LGA 14,Textile,4,3,Lower Emissions,Technical Complexity,2,2,5,2,False,False,True,1,,Primary (synthetic),True
R01101,Policymaker,Niger,Niger LGA 23,Automotive,4,3,Scalable,Regulatory Risk,3,3,4,3,False,True,False,1,,Primary (synthetic),True
R01102,Industrial Manager,Yobe,Yobe LGA 10,Retail,2,3,Lower Emissions,Capex,4,3,3,2,True,False,True,0,,Primary (synthetic),True
R01103,Policymaker,Yobe,Yobe LGA 9,FMCG,3,2,Long Life,Technical Complexity,2,3,3,4,False,True,False,0,,Primary (synthetic),True
R01104,Community Leader,Abia,Abia LGA 15,Food Processing,3,3,Long Life,Capex,3,3,4,2,True,True,False,1,,Primary (synthetic),True
R01105,DisCo Official,Kebbi,Kebbi LGA 12,Automotive,3,2,Lower Emissions,Maintenance,3,4,5,2,False,True,False,0,,Primary (synthetic),True
R01106,Industrial Manager,Rivers,Rivers LGA 12,Textile,3,4,Long Life,Regulatory Risk,3,3,2,3,False,True,False,1,,Primary (synthetic),True
R01107,Industrial Manager,Anambra,Anambra LGA 12,Retail,3,3,Lower OPEX,Regulatory Risk,4,3,3,4,True,True,False,0,,Primary (synthetic),True
R01108,Community Leader,Kano,Kano LGA 1,Food Processing,3,4,Lower Emissions,Capex,2,3,2,3,False,False,True,1,,Primary (synthetic),True
R01109,Community Leader,Imo,Imo LGA 14,FMCG,4,2,Lower OPEX,Technical Complexity,4,3,3,4,True,False,False,0,,Primary (synthetic),True
R01110,Industrial Manager,Yobe,Yobe LGA 8,Oil & Gas Services,3,2,Scalable,Capex,3,3,3,2,True,False,False,0,,Primary (synthetic),True
R01111,Community Leader,FCT,Gwagwalada,Oil & Gas Services,3,4,Lower OPEX,Maintenance,3,3,3,3,True,True,False,1,,Primary (synthetic),True
R01112,Investor,Enugu,Enugu LGA 12,Retail,3,1,Reliability,Regulatory Risk,5,3,4,3,True,True,False,0,,Primary (synthetic),True
R01113,Investor,Kogi,Kogi LGA 19,FMCG,5,5,Lower OPEX,Technical Complexity,4,3,3,3,False,True,False,0,,Primary (synthetic),True
R01114,DisCo Official,Taraba,Taraba LGA 5,Oil & Gas Services,1,1,Scalable,Capex,2,3,3,3,False,True,False,0,,Primary (synthetic),True
R01115,Policymaker,Yobe,Yobe LGA 14,Hospitality,2,1,Lower Emissions,Regulatory Risk,4,3,2,3,False,True,False,0,,Primary (synthetic),True
R01116,Investor,Sokoto,Sokoto LGA 17,Textile,4,2,Lower Emissions,Gas Price Volatility,2,2,3,2,True,True,False,0,,Primary (synthetic),True
R01117,Policymaker,Gombe,Gombe LGA 3,FMCG,3,2,Long Life,Capex,2,2,3,3,True,True,False,0,,Primary (synthetic),True
R01118,Community Leader,Benue,Benue LGA 15,FMCG,3,3,Lower Emissions,Gas Price Volatility,2,2,2,2,False,True,False,1,,Primary (synthetic),True
R01119,Engineer,Bayelsa,Bayelsa LGA 8,Textile,3,3,Scalable,Regulatory Risk,3,3,3,4,True,True,False,0,,Primary (synthetic),True
