sample_id,weld_width_mm,weld_depth_mm,nugget_diameter_mm,tensile_strength_MPa,shear_strength_MPa,peel_strength_N_mm,contact_resistance_mohm,electrical_conductivity_MS_m,grain_size_um,porosity_percent,intermetallic_thickness_um,thermal_conductivity_W_mK,heat_affected_zone_mm,weld_quality_score,surface_roughness_post_weld_um,hardness_HV,crack_density_per_mm2,void_fraction_percent,oxidation_level,weld_penetration_percent,fusion_zone_area_mm2
WLD_003996,0.776,0.189,3.856,50.0,30.2,12.7,6.0606,37.12,15.9,1.73,0.03,23.0,0.725,0.55,5.78,295.4,0.214,1.851,Low,72.8,0.115
WLD_003997,1.604,0.42,3.956,250.3,197.4,233.9,3.2202,32.14,35.3,0.49,9.68,20.6,1.631,0.61,1.21,132.1,0.155,0.127,Low,97.0,0.529
WLD_003998,1.306,0.233,2.516,188.0,123.3,45.7,3.1089,30.56,30.9,0.55,8.32,34.7,1.337,0.59,0.92,174.4,0.016,0.236,High,84.1,0.239
WLD_003999,0.661,0.131,1.192,50.0,35.2,69.9,0.4594,33.87,35.8,0.67,0.17,28.4,0.62,0.74,5.58,153.7,0.033,0.386,Low,68.3,0.068
WLD_004000,1.667,0.183,3.257,286.4,193.2,25.2,13.7006,31.1,40.3,0.63,12.43,31.8,1.763,0.46,6.85,191.3,0.0,0.49,Medium,75.9,0.24
WLD_004001,0.84,0.077,3.766,154.0,118.4,17.1,3.2281,29.31,16.8,0.65,3.6,31.2,1.098,0.67,1.64,195.8,0.0,0.618,Medium,89.9,0.051
WLD_004002,0.85,0.131,1.353,89.4,79.2,59.6,0.2112,45.3,33.3,0.16,8.87,42.5,0.857,0.59,3.56,254.5,0.05,-0.153,Low,88.1,0.087
WLD_004003,2.378,0.395,4.722,141.7,109.2,156.3,1.7967,35.13,26.1,0.11,5.49,24.6,2.097,0.68,7.67,274.9,0.0,0.367,Medium,61.7,0.737
WLD_004004,1.175,0.243,2.556,173.0,110.6,10.1,6.0311,32.89,32.4,3.74,7.88,27.1,1.079,0.36,5.14,154.6,0.424,3.663,Low,92.1,0.224
WLD_004005,1.337,0.471,3.136,205.1,165.5,59.4,1.0831,32.06,19.3,0.95,4.07,33.8,1.135,0.74,5.54,200.2,0.193,0.878,Low,64.5,0.495
WLD_004006,0.76,0.153,3.595,297.4,152.2,18.0,4.7021,34.14,15.1,0.4,4.27,37.2,0.993,0.75,4.59,163.6,0.169,-0.148,Medium,80.4,0.091
WLD_004007,0.881,0.161,1.589,50.0,38.7,70.4,1.9109,36.21,14.3,0.03,0.11,33.8,0.472,0.74,5.72,189.0,0.0,-0.335,Medium,61.5,0.111
WLD_004008,0.815,0.422,1.432,139.1,82.9,139.3,1.514,35.71,25.7,0.49,7.59,25.3,0.798,0.61,6.42,226.7,0.006,0.646,Medium,85.3,0.27
WLD_004009,1.515,0.253,5.325,256.9,189.9,290.8,0.9477,32.59,20.1,0.57,4.17,22.8,1.306,0.81,6.49,127.6,0.266,0.364,Low,91.9,0.3
WLD_004010,0.583,0.317,3.975,50.0,32.6,5.6,24.0965,40.23,8.9,3.45,0.72,45.0,0.456,0.35,0.71,166.6,0.46,3.404,Low,78.2,0.145
WLD_004011,0.632,0.432,2.219,50.0,32.0,34.8,1.7395,34.08,14.1,1.45,1.83,26.3,0.488,0.63,5.44,91.8,0.129,1.478,Low,95.2,0.214
WLD_004012,0.653,0.355,2.909,50.0,34.0,-5.8,218.1748,30.82,9.5,32.39,1.52,29.1,0.448,0.25,2.31,280.8,3.329,32.211,Medium,81.3,0.182
WLD_004013,1.366,0.279,1.102,51.3,30.9,97.9,2.1018,29.63,15.8,0.17,0.46,25.2,1.206,0.72,3.55,253.6,0.0,0.084,Low,86.5,0.299
WLD_004014,1.726,0.057,3.87,156.0,89.4,3.3,2.9155,30.14,34.4,0.8,9.5,16.7,1.662,0.53,5.12,254.6,0.055,0.695,Low,62.3,0.078
WLD_004015,0.729,0.226,3.769,157.8,113.8,150.5,2.1639,30.39,20.7,0.0,4.54,16.7,0.613,0.71,3.98,174.8,0.188,0.051,Medium,65.5,0.129
WLD_004016,1.025,0.204,1.904,250.2,142.9,117.0,1.6195,27.83,37.2,0.0,10.73,27.5,1.084,0.67,2.14,164.7,0.139,0.006,Low,68.3,0.164
WLD_004017,2.236,0.444,5.416,203.4,114.8,383.6,1.4462,19.18,27.0,0.04,5.39,21.4,1.972,0.75,5.75,97.5,0.123,-0.084,Low,70.5,0.78
WLD_004018,0.806,0.248,2.503,50.0,33.6,10.1,17.1347,33.9,15.9,3.21,2.05,30.1,0.727,0.33,4.41,119.1,0.418,3.058,Low,89.0,0.157
WLD_004019,1.956,0.237,5.159,138.7,109.9,216.5,1.1129,28.16,24.7,0.35,5.83,23.0,1.674,0.67,3.45,214.2,0.076,0.293,Low,61.7,0.365
WLD_004020,0.586,0.079,1.855,50.0,36.4,42.7,5.0751,47.47,9.8,0.43,1.82,32.3,0.322,0.6,1.5,98.1,0.0,0.144,Medium,84.5,0.036
WLD_004021,2.264,0.199,4.277,50.0,36.4,38.8,0.7481,34.77,25.5,0.43,0.03,30.3,1.952,0.75,2.3,200.4,0.051,0.568,Low,73.9,0.353
WLD_004022,0.65,0.251,2.414,331.5,207.5,5.4,4.7369,28.47,22.0,1.9,5.28,21.3,0.905,0.65,4.88,190.5,0.31,2.131,Low,64.6,0.128
WLD_004023,0.726,0.155,3.803,50.0,33.0,16.4,0.5295,38.07,15.2,2.5,0.33,29.8,0.742,0.64,2.95,161.0,0.104,2.432,Medium,83.3,0.089
WLD_004024,0.754,0.054,3.387,50.0,39.1,-24.0,68.0821,35.37,9.8,10.09,0.85,28.6,0.53,0.27,6.11,276.1,0.841,10.152,Low,66.4,0.032
WLD_004025,0.991,0.348,1.291,89.5,70.5,107.1,2.8287,47.35,35.7,0.49,10.09,40.5,1.013,0.48,6.89,230.8,0.0,0.43,Low,76.9,0.27
WLD_004026,0.788,0.374,3.412,62.5,35.6,166.4,1.0463,34.81,16.2,0.61,2.49,33.6,0.489,0.68,5.04,106.8,0.0,0.748,Medium,70.5,0.231
WLD_004027,1.096,0.147,3.03,321.5,155.4,6.9,0.5171,31.5,28.4,0.84,8.04,23.0,1.068,0.74,5.02,197.5,0.21,0.994,Medium,91.3,0.126
WLD_004028,0.867,0.099,1.651,269.8,189.5,32.5,0.6064,29.95,25.8,0.43,5.76,21.0,1.282,0.79,3.06,234.0,0.001,0.251,High,69.9,0.068
WLD_004029,0.87,0.419,2.485,70.5,52.5,71.1,4.1198,32.58,14.6,0.53,2.91,27.1,0.762,0.61,1.53,140.1,0.0,0.309,Medium,95.2,0.286
WLD_004030,1.663,0.38,1.83,196.3,86.8,189.3,1.6874,27.04,17.8,0.29,4.23,22.0,1.388,0.75,5.19,204.1,0.0,0.568,High,75.8,0.496
WLD_004031,1.416,0.28,2.705,350.0,217.1,202.6,1.7317,30.69,21.8,0.15,5.07,21.4,1.274,0.82,1.94,228.3,0.091,-0.206,Low,61.0,0.311
WLD_004032,1.692,0.185,5.031,79.4,59.1,155.1,0.5926,18.48,19.2,0.04,3.13,15.3,1.409,0.72,1.4,288.1,0.012,0.209,Medium,69.0,0.246
WLD_004033,1.745,0.218,3.046,269.8,203.4,158.9,0.2825,20.52,39.5,0.61,11.06,9.2,1.816,0.69,4.23,250.9,0.113,0.153,Low,97.5,0.298
WLD_004034,0.805,0.276,1.069,206.7,153.4,63.8,5.2347,29.55,14.7,0.37,3.17,34.2,0.856,0.69,4.96,234.0,0.182,0.352,Low,66.5,0.174
WLD_004035,0.927,0.222,2.363,194.8,109.4,118.3,2.4399,35.26,28.2,0.22,6.8,34.8,0.828,0.67,3.67,281.0,0.0,0.0,High,83.0,0.162
WLD_004036,1.472,0.224,3.717,391.3,254.4,76.8,3.9815,26.54,30.2,0.41,7.26,38.8,1.342,0.7,2.88,276.5,0.0,0.292,Low,72.3,0.259
WLD_004037,1.0,0.139,2.508,270.1,186.6,5.9,10.274,35.22,22.7,3.48,4.7,26.7,1.184,0.43,5.84,268.1,0.259,3.632,Low,96.2,0.109
WLD_004038,0.786,0.183,3.589,50.0,31.5,73.7,6.7207,20.8,17.1,0.41,2.63,32.4,0.792,0.54,4.52,278.5,0.047,0.573,Medium,66.9,0.113
WLD_004039,2.734,0.277,5.369,283.8,206.1,132.0,1.4634,31.22,27.8,0.14,6.1,28.8,2.514,0.79,6.34,144.4,0.0,-0.055,Low,82.9,0.595
WLD_004040,0.734,0.367,3.887,96.2,63.1,8.3,34.7509,32.6,19.7,3.77,4.64,26.0,0.541,0.28,5.38,244.7,0.452,3.9,Medium,93.5,0.212
WLD_004041,1.133,0.454,3.382,318.4,298.1,209.8,2.2725,30.14,26.9,0.43,5.43,30.2,0.874,0.79,4.1,290.2,0.036,0.268,High,94.5,0.404
WLD_004042,0.74,0.468,3.522,165.0,95.0,79.1,0.2426,44.94,18.8,0.52,3.96,35.0,0.987,0.76,7.87,158.4,0.0,0.413,Low,63.8,0.272
WLD_004043,2.776,0.193,5.817,99.1,65.0,161.6,0.5545,42.61,27.3,0.23,5.78,45.3,2.52,0.66,4.54,231.8,0.089,0.304,Low,74.1,0.421
WLD_004044,1.393,0.286,1.074,151.5,101.5,42.7,4.5705,32.01,18.2,1.21,3.74,33.6,1.116,0.61,5.63,282.0,0.0,1.539,Low,70.6,0.313
WLD_004045,1.027,0.337,2.713,153.1,78.9,205.5,0.9575,39.77,32.0,0.04,9.79,27.8,0.981,0.61,5.78,242.7,0.0,0.044,Low,63.8,0.272
WLD_004046,0.683,0.356,2.493,50.0,31.8,35.7,22.0825,35.54,13.0,1.32,2.03,32.6,0.629,0.42,3.51,173.1,0.312,1.291,Medium,89.1,0.191
WLD_004047,0.735,0.483,3.874,50.0,38.6,157.8,5.4412,31.88,23.4,0.73,6.61,27.5,0.685,0.45,7.34,233.9,0.0,0.543,Medium,93.9,0.279
WLD_004048,1.154,0.203,4.34,71.9,61.7,157.3,0.5213,30.78,16.9,0.0,2.82,21.7,0.825,0.73,2.33,156.7,0.0,0.139,Low,68.2,0.184
WLD_004049,1.015,0.374,2.134,50.0,34.2,243.0,1.1183,21.67,11.4,0.23,2.55,17.0,0.598,0.69,2.16,239.8,0.0,0.365,Low,93.0,0.298
WLD_004050,0.682,0.483,2.327,221.1,180.0,222.1,1.8085,34.2,22.6,0.24,4.92,30.6,0.78,0.75,3.22,261.1,0.054,0.041,Low,90.3,0.258
WLD_004051,1.203,0.228,2.774,106.6,57.1,130.3,1.188,41.06,16.4,0.03,3.35,35.5,0.999,0.72,5.75,205.6,0.149,0.092,Medium,89.3,0.216
WLD_004052,0.799,0.474,4.705,85.7,54.8,575.0,2.5606,34.1,17.4,0.28,2.4,16.7,0.565,0.68,7.33,295.3,0.0,0.109,Low,90.1,0.297
WLD_004053,0.618,0.063,2.08,50.0,38.2,24.5,4.2528,37.5,9.3,0.8,0.12,24.7,0.303,0.64,2.71,135.5,0.11,0.84,Medium,94.7,0.03
WLD_004054,0.861,0.201,1.199,294.5,192.1,52.1,1.3044,28.74,24.1,0.25,5.34,25.9,0.901,0.82,7.9,151.3,0.015,0.457,Low,61.4,0.135
WLD_004055,1.321,0.331,3.406,148.5,91.0,142.4,1.5568,42.42,21.1,0.67,5.22,37.6,1.282,0.67,3.84,266.1,0.0,0.785,Medium,61.1,0.344
WLD_004056,0.61,0.149,2.333,50.0,39.5,17.4,12.702,33.89,7.6,0.99,1.03,36.8,0.276,0.47,7.74,284.4,0.046,1.16,Low,72.4,0.072
WLD_004057,1.319,0.318,3.67,228.6,162.5,39.7,16.2954,19.32,38.2,0.82,10.84,19.9,1.246,0.4,1.87,92.9,0.091,0.572,Low,73.0,0.329
WLD_004058,1.592,0.121,3.346,312.1,255.6,55.9,0.4672,27.67,39.2,0.0,12.61,17.7,1.777,0.74,7.88,276.0,0.0,0.047,Low,93.3,0.151
WLD_004059,0.955,0.137,1.925,210.3,131.7,91.8,0.7356,38.42,17.0,0.48,4.54,31.0,0.812,0.77,2.65,205.7,0.0,0.839,Low,67.8,0.103
WLD_004060,0.868,0.191,2.621,62.5,49.5,121.5,2.1506,34.73,21.8,0.05,4.74,24.2,0.695,0.63,0.51,151.1,0.0,0.417,Medium,78.6,0.13
WLD_004061,1.2,0.1,3.653,288.7,179.1,60.2,0.9967,33.64,23.9,0.57,6.26,24.7,1.009,0.78,2.75,125.1,0.0,0.809,Low,89.6,0.095
WLD_004062,1.436,0.395,4.931,90.8,67.1,361.7,1.5692,45.42,19.5,0.35,3.5,39.8,1.252,0.68,7.45,276.5,0.081,-0.027,Low,65.6,0.445
WLD_004063,1.125,0.431,2.637,198.4,157.6,108.3,0.3651,20.62,17.3,0.38,3.17,9.4,0.814,0.81,7.45,269.4,0.0,0.147,Low,75.1,0.381
WLD_004064,1.114,0.465,2.545,129.6,102.3,95.9,4.8462,46.36,27.2,0.35,7.79,29.2,0.887,0.52,1.34,248.9,0.0,0.424,Medium,61.3,0.407
WLD_004065,1.179,0.262,1.129,103.7,62.7,6.1,9.5479,35.96,27.7,1.85,0.31,25.8,1.201,0.5,2.6,191.2,0.327,1.623,Medium,69.4,0.243
WLD_004066,1.089,0.394,4.281,163.4,94.2,366.0,1.3744,30.23,16.0,0.28,3.05,22.2,0.742,0.76,3.12,84.1,0.137,0.616,Low,76.8,0.337
WLD_004067,1.059,0.447,1.525,259.3,197.3,133.0,3.7522,28.3,22.4,0.0,6.92,25.9,0.931,0.7,4.77,195.6,0.0,-0.021,Low,64.5,0.372
WLD_004068,0.78,0.295,3.822,50.0,33.3,13.5,12.8771,36.23,13.7,1.45,0.49,29.1,0.691,0.46,5.44,142.5,0.174,1.321,Low,77.1,0.181
WLD_004069,1.549,0.341,1.811,264.9,151.1,107.0,5.9868,18.44,23.7,0.68,4.28,17.9,1.367,0.68,4.23,148.3,0.0,0.54,Low,72.4,0.415
WLD_004070,0.938,0.497,4.064,113.2,108.0,434.0,0.485,22.35,17.3,0.54,3.38,13.9,0.688,0.72,6.32,170.5,0.078,0.551,Low,80.1,0.366
WLD_004071,1.417,0.398,3.15,204.1,110.0,44.3,15.9929,25.34,23.3,0.89,4.06,18.7,1.205,0.52,4.44,90.2,0.087,0.873,Low,73.7,0.442
WLD_004072,0.925,0.069,2.076,159.2,95.4,36.2,0.3831,20.94,25.2,0.39,7.86,12.2,0.823,0.66,0.58,299.0,0.098,0.291,Low,90.3,0.05
WLD_004073,0.651,0.296,2.809,50.0,30.6,-1.4,22.8579,29.95,14.4,2.83,1.8,25.6,0.442,0.36,5.29,216.4,0.239,2.997,Low,61.1,0.151
WLD_004074,0.647,0.261,2.617,50.0,30.0,12.3,99.0631,36.23,8.5,11.35,1.67,27.8,0.498,0.25,6.82,234.0,1.359,11.268,Medium,94.2,0.133
WLD_004075,0.587,0.229,1.02,50.0,37.8,29.2,6.5109,32.2,10.3,1.33,0.84,18.0,0.186,0.54,4.69,279.8,0.328,1.393,High,96.1,0.105
WLD_004076,1.059,0.092,2.03,75.7,56.2,29.2,1.5423,35.43,27.9,0.11,0.13,29.2,0.879,0.77,1.95,157.2,0.164,-0.062,High,75.5,0.077
WLD_004077,1.001,0.336,1.086,59.1,41.4,216.3,0.7538,33.92,22.0,0.43,0.06,39.8,0.751,0.76,4.59,218.5,0.0,0.449,High,73.5,0.264
WLD_004078,0.704,0.241,3.052,63.6,50.0,60.8,0.7419,30.08,13.7,0.29,2.72,28.0,0.638,0.7,1.11,279.2,0.099,0.687,Low,68.3,0.133
WLD_004079,1.57,0.382,2.758,173.3,109.2,53.1,4.0059,30.08,32.0,1.16,10.82,26.4,1.551,0.49,5.09,159.6,0.181,1.398,Medium,73.8,0.471
WLD_004080,1.526,0.457,1.081,50.0,36.3,241.4,0.2243,27.43,17.1,0.32,2.98,16.0,1.286,0.7,2.21,113.3,0.174,0.602,Low,87.1,0.547
WLD_004081,0.983,0.074,4.002,67.0,55.8,45.9,0.3033,31.96,14.9,0.22,3.45,23.8,0.789,0.7,4.58,238.6,0.184,0.531,Low,68.3,0.057
WLD_004082,2.231,0.135,5.32,152.5,114.7,105.6,1.3045,30.79,26.0,0.25,4.94,35.3,1.985,0.71,5.8,225.1,0.0,0.179,Medium,68.5,0.237
WLD_004083,0.795,0.114,1.437,179.7,131.0,79.2,0.5551,33.12,22.0,0.37,5.94,29.9,0.732,0.72,1.06,156.1,0.055,0.227,Low,85.3,0.071
WLD_004084,1.095,0.224,2.182,230.5,163.8,55.0,2.6298,33.73,22.8,0.29,6.01,30.4,1.011,0.71,6.36,206.0,0.02,-0.107,Low,83.0,0.192
WLD_004085,0.887,0.079,1.898,50.0,32.6,3.0,8.9102,33.25,14.2,1.32,2.29,32.8,0.574,0.45,6.08,182.3,0.027,1.073,Low,95.6,0.055
WLD_004086,0.809,0.346,2.982,50.0,36.3,8.9,9.7264,28.52,9.0,3.38,2.47,21.0,0.764,0.32,2.5,281.7,0.254,3.38,Low,96.0,0.22
WLD_004087,0.946,0.307,1.627,56.2,39.4,47.9,1.036,35.99,15.5,0.31,2.06,32.0,0.836,0.7,2.84,207.4,0.0,0.254,Low,90.2,0.228
WLD_004088,1.613,0.414,3.837,206.9,187.2,22.1,12.4153,20.47,36.3,1.85,9.81,17.5,1.658,0.33,4.74,245.8,0.294,1.765,Low,74.8,0.525
WLD_004089,0.741,0.333,2.764,50.0,34.9,32.3,19.1773,34.82,11.1,1.82,1.67,22.5,0.718,0.41,7.34,292.0,0.075,1.68,High,76.2,0.193
WLD_004090,2.521,0.198,5.12,140.2,81.8,120.6,0.1486,29.0,25.1,0.33,5.32,27.7,2.29,0.71,5.22,283.0,0.034,0.265,Low,77.9,0.392
WLD_004091,1.302,0.305,3.255,168.7,87.6,74.1,4.9065,28.82,28.6,0.38,8.14,34.9,1.236,0.55,7.56,124.7,0.108,0.755,Low,64.4,0.311
WLD_004092,1.06,0.245,2.976,147.6,97.7,104.9,0.2903,21.4,15.3,0.67,3.38,21.4,0.76,0.75,2.6,154.5,0.059,0.431,Low,66.0,0.204
WLD_004093,0.817,0.115,3.321,98.2,77.2,18.1,9.4721,34.72,16.4,0.81,2.57,26.8,1.021,0.49,7.2,211.8,0.0,1.036,Medium,97.7,0.074
WLD_004094,0.73,0.285,1.156,91.0,69.3,18.0,3.3702,33.55,19.6,1.54,5.29,21.6,0.471,0.53,0.88,286.4,0.194,1.757,Low,86.8,0.163
WLD_004095,0.784,0.341,2.868,119.9,114.3,167.3,0.4562,42.7,20.1,0.39,4.17,35.4,0.834,0.72,1.21,245.8,0.199,-0.091,Low,81.1,0.21
WLD_004096,1.447,0.423,3.585,76.1,62.9,143.5,4.8297,29.57,17.2,0.48,3.32,22.8,1.029,0.59,4.07,132.9,0.081,0.704,Low,92.7,0.481
WLD_004097,0.787,0.469,3.61,67.6,63.5,216.6,0.533,32.64,19.4,0.4,0.07,28.6,1.24,0.77,4.66,282.0,0.0,0.603,Low,86.5,0.29
WLD_004098,0.692,0.452,1.708,57.8,42.3,111.6,2.752,38.42,18.1,0.53,0.49,26.0,0.711,0.69,7.8,272.4,0.137,0.728,Low,77.2,0.246
WLD_004099,2.841,0.414,5.05,201.1,169.6,159.3,4.4047,28.01,27.9,0.57,6.04,27.7,2.605,0.63,1.82,210.4,0.096,0.583,Low,63.9,0.923
WLD_004100,0.779,0.196,3.745,50.0,39.8,7.3,29.9823,33.01,9.9,1.69,1.79,18.3,0.596,0.41,6.5,197.1,0.054,1.547,High,80.1,0.12
WLD_004101,1.25,0.199,2.114,321.3,232.7,27.5,13.6307,26.01,33.1,0.99,10.83,24.2,1.269,0.45,4.14,227.7,0.192,0.888,Low,89.8,0.196
WLD_004102,0.585,0.349,1.249,50.0,34.4,30.8,25.3961,29.27,9.2,2.84,1.01,15.8,0.111,0.37,4.28,245.6,0.257,2.891,Low,88.1,0.16
WLD_004103,2.766,0.453,4.968,50.0,35.8,172.0,0.5394,27.2,26.9,0.54,5.01,29.9,2.457,0.63,1.11,216.9,0.157,0.216,Medium,70.2,0.984
WLD_004104,1.326,0.385,1.657,94.1,47.5,218.2,2.7231,39.48,35.0,0.08,0.11,32.2,1.334,0.75,7.13,177.0,0.0,-0.093,Low,75.5,0.401
WLD_004105,0.875,0.364,4.56,128.2,120.5,380.4,0.6286,29.04,12.0,0.8,2.79,40.5,0.68,0.73,6.92,229.1,0.099,0.987,High,80.4,0.25
WLD_004106,1.216,0.22,3.332,190.9,136.3,45.7,0.6621,31.91,18.7,0.05,3.24,27.9,0.912,0.81,4.0,87.4,0.0,-0.021,Low,83.0,0.21
WLD_004107,0.62,0.299,2.085,50.0,35.6,49.3,11.05,30.59,16.5,1.36,1.03,28.7,0.294,0.45,4.93,179.4,0.1,1.372,Medium,62.0,0.146
WLD_004108,0.767,0.318,1.797,50.0,37.5,8.1,8.441,35.06,11.8,7.62,2.23,37.3,0.625,0.27,3.93,244.8,0.735,7.625,Medium,90.8,0.191
WLD_004109,1.801,0.441,3.77,318.3,317.2,115.2,1.5163,26.44,44.1,0.46,12.68,22.9,1.861,0.69,7.66,241.4,0.0,0.412,High,78.9,0.623
WLD_004110,0.724,0.314,3.395,59.6,40.7,59.9,2.9938,36.18,18.7,0.29,0.14,22.9,0.742,0.71,7.09,149.4,0.0,-0.021,Low,93.7,0.179
WLD_004111,2.763,0.077,4.593,208.6,160.7,24.8,0.5465,34.55,27.6,0.77,6.26,31.6,2.524,0.71,1.61,133.7,0.0,0.903,High,71.6,0.167
WLD_004112,1.426,0.293,1.21,155.9,119.7,114.8,2.1786,30.43,20.8,0.41,4.76,28.4,1.262,0.69,3.33,270.2,0.063,0.493,Low,77.6,0.328
WLD_004113,0.848,0.259,3.641,50.0,32.4,26.2,3.5904,32.64,13.5,0.55,0.98,30.0,0.439,0.65,4.09,169.5,0.0,0.572,Low,91.3,0.173
WLD_004114,0.76,0.475,3.495,79.5,50.5,66.3,3.2483,36.37,19.8,1.02,0.02,35.4,0.928,0.68,4.81,140.1,0.027,0.942,Medium,64.3,0.283
WLD_004115,1.327,0.388,1.855,155.8,77.5,22.8,3.6462,29.6,20.8,2.53,5.1,27.2,1.134,0.53,5.53,122.4,0.374,2.129,Low,62.5,0.404
WLD_004116,1.322,0.277,3.095,158.4,89.5,167.4,0.0436,28.19,25.6,0.12,5.91,26.3,1.121,0.73,7.32,224.4,0.09,0.21,Low,83.2,0.288
WLD_004117,0.745,0.404,2.766,50.0,36.3,184.8,0.9165,32.85,15.5,0.33,0.04,26.0,0.532,0.75,1.02,280.9,0.144,0.656,Medium,66.4,0.236
WLD_004118,0.895,0.08,3.012,50.0,34.1,0.4,27.0279,29.18,14.3,3.99,1.67,20.0,0.749,0.3,4.04,299.0,0.41,4.156,Medium,86.7,0.057
WLD_004119,1.627,0.462,2.691,159.1,92.1,302.5,0.5214,32.25,19.5,0.49,4.4,30.3,1.431,0.73,5.16,159.3,0.116,0.646,Low,63.2,0.59
WLD_004120,0.802,0.25,3.534,50.0,36.6,1.7,5.512,33.6,13.0,1.92,1.96,31.4,0.829,0.51,0.84,243.9,0.219,2.167,High,90.3,0.158
WLD_004121,1.439,0.258,1.109,90.0,71.5,22.7,5.494,34.36,21.9,1.59,0.18,26.9,1.336,0.6,4.19,195.2,0.154,1.589,Low,83.1,0.291
WLD_004122,0.71,0.331,2.326,101.4,55.0,6.3,27.0429,32.29,15.6,2.92,4.08,25.9,0.904,0.34,4.59,290.4,0.219,2.798,Low,71.9,0.184
WLD_004123,1.489,0.167,3.335,133.8,119.2,-0.8,21.0835,45.89,34.1,3.21,10.9,49.3,1.579,0.2,6.23,215.1,0.442,3.088,Medium,79.7,0.195
WLD_004124,0.879,0.25,4.379,191.5,134.0,285.9,0.8721,28.33,15.3,0.07,3.01,26.5,0.594,0.81,6.98,231.9,0.0,0.021,Medium,84.7,0.173
WLD_004125,1.103,0.221,1.325,124.9,102.2,39.0,0.47,44.32,40.4,0.19,10.57,39.1,1.214,0.58,1.23,231.8,0.093,0.221,Low,63.6,0.191
WLD_004126,1.582,0.253,2.557,124.5,124.0,172.5,1.0737,32.64,19.8,0.44,4.43,40.8,1.276,0.69,3.8,81.0,0.0,0.347,High,70.9,0.314
WLD_004127,0.698,0.463,3.308,50.0,38.2,39.4,1.1314,38.36,14.7,1.27,1.44,19.7,0.612,0.66,7.73,162.3,0.081,1.754,Medium,94.7,0.254
WLD_004128,0.911,0.093,3.864,50.0,40.0,39.2,1.0741,36.03,12.9,0.72,0.26,29.1,0.926,0.72,6.85,179.1,0.0,0.666,Low,66.0,0.067
WLD_004129,1.495,0.234,1.923,189.2,157.1,95.8,1.099,35.53,19.3,0.25,3.74,25.7,1.326,0.77,3.72,228.2,0.099,0.324,Low,91.8,0.274
WLD_004130,0.688,0.286,2.383,76.5,49.7,110.8,1.89,34.22,13.9,0.32,4.9,26.7,0.456,0.63,7.74,90.3,0.145,0.579,Low,74.4,0.155
WLD_004131,1.354,0.313,1.058,74.3,53.2,202.8,0.9777,33.45,20.8,0.21,0.36,39.6,1.151,0.77,3.02,282.7,0.06,-0.102,Low,71.2,0.333
WLD_004132,1.028,0.088,3.224,50.0,39.7,30.6,4.6321,30.53,17.2,0.23,2.87,28.0,1.024,0.59,2.59,82.7,0.049,0.298,Low,69.0,0.071
WLD_004133,2.326,0.388,5.682,229.0,172.8,399.6,0.6889,20.01,27.9,0.0,5.73,19.7,2.09,0.78,6.11,252.3,0.0,0.016,Medium,96.0,0.708
WLD_004134,0.572,0.189,1.148,50.0,39.5,80.8,1.6097,36.26,18.5,0.03,4.02,29.8,0.504,0.65,3.04,299.9,0.175,0.051,Low,66.6,0.085
WLD_004135,1.699,0.346,1.654,232.3,147.2,206.5,0.1484,19.86,33.6,0.25,7.43,17.0,1.56,0.74,6.59,183.0,0.0,0.218,Low,63.2,0.461
WLD_004136,1.56,0.361,1.202,259.5,186.2,137.8,2.6058,17.87,30.1,0.15,7.82,12.4,1.407,0.7,0.68,199.3,0.063,0.149,Medium,86.5,0.443
WLD_004137,2.689,0.328,6.429,50.0,34.9,357.4,0.6786,34.15,22.9,0.35,4.4,36.3,2.314,0.65,4.45,124.0,0.0,0.277,Low,63.2,0.693
WLD_004138,0.783,0.369,2.524,134.0,72.4,81.3,2.9826,27.69,35.7,0.5,11.15,29.0,0.803,0.51,5.89,166.1,0.102,0.271,Medium,80.5,0.227
WLD_004139,2.561,0.321,5.091,50.0,35.4,189.6,0.3163,41.97,22.1,0.32,4.53,42.8,2.285,0.65,3.98,94.2,0.003,0.283,High,97.6,0.644
WLD_004140,0.592,0.392,3.104,50.0,38.4,11.6,19.3968,30.53,11.9,2.31,1.95,32.0,0.491,0.38,4.83,297.1,0.226,2.885,Low,76.9,0.182
WLD_004141,0.848,0.287,1.858,151.6,111.4,89.7,3.8326,47.28,21.0,0.7,3.96,49.7,0.919,0.65,0.75,150.2,0.0,0.826,Medium,66.5,0.191
WLD_004142,1.329,0.073,1.216,95.1,67.3,0.2,20.6788,30.6,14.5,1.62,3.4,20.9,1.065,0.41,7.21,131.7,0.038,1.719,Low,75.7,0.076
WLD_004143,0.604,0.171,3.659,50.0,35.3,61.3,2.3354,32.47,14.6,0.29,2.38,26.5,0.363,0.66,3.28,119.9,0.068,0.217,Medium,76.6,0.081
WLD_004144,0.623,0.081,3.75,84.6,58.6,29.8,4.4547,33.45,20.4,0.42,3.93,24.8,0.634,0.59,2.67,225.1,0.03,0.277,Low,97.5,0.039
WLD_004145,0.776,0.209,2.26,50.0,33.1,20.3,2.2323,34.82,14.1,1.49,2.06,17.9,0.711,0.61,4.59,81.0,0.197,1.288,High,72.2,0.127
WLD_004146,0.858,0.192,2.491,170.8,115.0,45.2,3.1496,45.23,19.3,0.67,5.79,34.3,1.031,0.64,6.79,154.2,0.0,0.84,Low,95.9,0.129
