Participant_ID,Country,Age,Gender,Education,Location_Type,Employment_Status,Income_Level,Bank_Type,Years_with_Account,Frequency_of_Use,Past_Victim,Num_Fraud_Incidents,Months_Since_Last_Incident,Financial_Loss_Band,Recovery_Success,Card_Fraud,Online_Banking_Fraud,SMS_Phishing,ATM_Skimming,Social_Engineering,Technology_Adoption_Score,Financial_Literacy_Score,Risk_Tolerance,Trust_in_Banks,Internet_Hours_Daily,Social_Media_Usage,Data_Collection_Timestamp
1225,2,59,1,3,2,1,4,1,16,3,1,1,2.0,1,0.0,1,0,1,0,0,3.6,6.4,2,6.8,1.7,0,2024-05-26 16:28:00
1226,2,37,1,3,1,1,2,1,19,3,1,1,7.0,3,0.0,1,0,1,1,0,6.0,6.9,4,7.6,0.8,0,2024-04-25 08:37:00
1227,1,30,2,5,1,1,4,2,4,2,0,0,,0,,0,0,0,0,0,9.2,5.5,5,4.9,3.4,3,2024-04-13 10:12:00
1228,2,41,2,3,1,5,3,1,11,4,0,0,,0,,0,0,0,0,0,5.1,5.3,5,4.7,2.6,1,2024-02-16 08:41:00
1229,1,52,1,3,1,1,3,1,23,3,1,1,32.0,5,0.0,0,0,1,0,0,5.7,7.6,3,3.9,3.5,2,2024-06-08 15:59:00
1230,1,53,1,2,1,3,1,1,1,4,0,0,,0,,0,0,0,0,0,1.2,5.1,3,4.2,2.3,1,2024-02-05 16:44:00
1231,2,25,2,4,1,4,3,1,9,3,0,0,,0,,0,0,0,0,0,7.5,7.0,5,7.6,2.3,2,2024-03-30 12:30:00
1232,1,32,2,5,1,1,4,1,3,4,0,0,,0,,0,0,0,0,0,7.4,6.7,5,7.6,2.6,2,2024-05-07 13:57:00
1233,1,39,2,4,2,1,3,2,2,1,1,1,13.0,4,1.0,0,1,0,1,0,7.3,5.1,3,4.8,12.0,1,2024-02-21 14:56:00
1234,2,39,1,6,1,3,3,1,4,3,0,0,,0,,0,0,0,0,0,4.6,5.9,5,6.8,2.0,1,2024-02-15 10:02:00
1235,1,21,2,3,2,3,1,3,2,1,0,0,,0,,0,0,0,0,0,7.3,5.1,6,7.6,12.1,2,2024-03-13 14:43:00
1236,2,39,1,4,1,2,3,2,2,2,1,2,24.0,1,0.0,0,0,0,1,0,7.1,8.0,3,5.8,2.6,0,2024-06-26 08:58:00
1237,1,18,1,4,1,1,3,2,1,2,0,0,,0,,0,0,0,0,0,8.0,7.4,6,8.5,16.0,1,2024-05-16 10:33:00
1238,1,31,2,4,1,1,3,2,2,2,1,2,4.0,1,0.0,1,0,1,1,0,10.0,6.8,2,4.4,6.4,3,2024-05-20 16:13:00
1239,1,18,1,5,1,2,4,2,1,1,0,0,,0,,0,0,0,0,0,10.0,6.3,6,6.4,7.4,3,2024-04-06 15:55:00
1240,2,41,1,4,1,4,2,1,21,4,0,0,,0,,0,0,0,0,0,5.9,7.5,6,8.1,8.0,2,2024-03-01 17:02:00
1241,1,31,2,4,1,3,3,2,5,1,0,0,,0,,0,0,0,0,0,6.8,5.8,2,6.8,1.8,1,2024-03-09 16:03:00
1242,1,40,2,4,1,1,3,2,3,2,1,1,10.0,3,0.0,1,0,1,0,0,5.2,9.1,1,3.0,5.4,3,2024-02-08 11:08:00
1243,1,36,2,4,1,2,3,1,9,4,1,1,28.0,3,0.0,0,0,1,0,0,3.8,5.7,3,2.8,2.1,2,2024-01-19 11:44:00
1244,2,31,2,2,2,3,3,1,1,1,0,0,,0,,0,0,0,0,0,5.8,4.7,5,5.7,7.0,3,2024-05-23 14:55:00
1245,2,45,2,6,2,5,3,3,14,4,0,0,,0,,0,0,0,0,0,7.1,6.9,4,5.9,2.5,1,2024-02-15 14:13:00
1246,1,37,2,4,1,5,1,2,8,2,1,1,1.0,3,1.0,1,1,0,1,0,5.5,4.9,2,1.0,9.8,1,2024-04-24 08:20:00
1247,1,52,1,6,1,1,5,1,13,4,0,0,,0,,0,0,0,0,0,7.4,10.0,5,8.4,2.9,1,2024-03-10 16:33:00
1248,1,50,1,5,2,3,6,1,5,1,0,0,,0,,0,0,0,0,0,5.5,7.7,6,5.3,2.2,3,2024-05-29 11:36:00
1249,2,54,1,1,1,1,2,1,4,3,0,0,,0,,0,0,0,0,0,5.2,3.4,3,5.1,12.5,2,2024-03-28 16:35:00
1250,1,39,1,4,1,1,4,3,10,2,1,2,15.0,3,1.0,0,1,0,0,0,5.1,7.0,5,4.3,4.7,1,2024-05-21 12:24:00
1251,2,40,2,2,1,1,3,1,7,4,0,0,,0,,0,0,0,0,0,4.4,2.7,4,5.0,8.7,1,2024-04-26 14:54:00
1252,1,25,1,4,1,1,2,1,7,1,0,0,,0,,0,0,0,0,0,5.1,8.1,4,6.0,8.2,2,2024-04-10 13:15:00
1253,2,18,1,5,1,2,1,3,1,4,0,0,,0,,0,0,0,0,0,9.9,9.1,6,4.2,10.5,3,2024-01-22 14:05:00
1254,1,18,2,4,1,4,3,2,2,2,0,0,,0,,0,0,0,0,0,9.2,6.1,6,6.2,5.8,2,2024-01-24 11:11:00
1255,1,35,1,4,1,5,2,2,4,5,0,0,,0,,0,0,0,0,0,8.3,7.1,3,3.5,3.3,1,2024-06-22 17:08:00
1256,2,31,1,3,2,1,5,2,5,2,0,0,,0,,0,0,0,0,0,5.9,4.9,4,5.2,1.8,1,2024-05-29 15:14:00
1257,2,21,1,3,2,4,3,1,1,2,1,1,20.0,1,0.0,0,0,1,0,0,10.0,7.5,4,5.0,12.6,1,2024-01-29 11:30:00
1258,2,30,1,4,2,2,3,1,11,2,1,5,29.0,3,0.0,1,1,1,1,1,6.2,4.7,2,3.4,2.9,1,2024-05-07 15:11:00
1259,1,28,2,5,2,1,5,1,2,4,0,0,,0,,0,0,0,0,0,9.3,6.4,5,9.1,7.9,3,2024-04-20 11:18:00
1260,2,28,2,3,2,1,2,2,4,1,1,5,34.0,3,0.0,1,0,1,0,1,9.7,5.9,1,3.8,14.1,2,2024-02-22 17:16:00
1261,2,24,3,4,1,1,3,2,1,3,1,2,3.0,3,1.0,1,0,1,0,0,8.4,10.0,4,1.2,3.7,1,2024-01-26 16:34:00
1262,1,18,2,3,1,4,1,1,1,4,0,0,,0,,0,0,0,0,0,7.3,5.0,4,6.4,3.2,3,2024-02-24 11:57:00
1263,1,32,1,4,1,1,4,1,2,5,0,0,,0,,0,0,0,0,0,4.0,8.3,2,5.8,3.1,1,2024-05-06 14:46:00
1264,1,23,2,4,1,2,4,1,2,2,0,0,,0,,0,0,0,0,0,7.2,6.3,4,7.5,7.9,2,2024-04-11 10:57:00
1265,2,31,2,5,1,1,4,2,6,1,1,2,4.0,3,0.0,0,0,0,0,1,8.6,10.0,2,1.0,3.0,3,2024-06-20 13:16:00
1266,2,46,1,4,1,3,4,1,4,3,0,0,,0,,0,0,0,0,0,4.2,10.0,5,7.2,7.4,3,2024-02-21 16:52:00
1267,1,21,1,3,1,1,4,1,5,2,1,4,6.0,3,0.0,1,1,1,0,0,5.0,5.2,6,6.0,5.8,2,2024-05-11 16:48:00
1268,1,37,2,3,1,3,3,1,6,1,0,0,,0,,0,0,0,0,0,6.2,4.0,3,6.1,1.6,1,2024-07-07 12:41:00
1269,2,18,1,3,1,3,4,1,1,2,0,0,,0,,0,0,0,0,0,6.8,6.6,6,4.3,6.1,2,2024-05-26 16:42:00
1270,1,31,2,5,1,1,5,2,5,3,0,0,,0,,0,0,0,0,0,8.1,9.9,3,6.7,6.3,0,2024-04-06 14:04:00
1271,2,41,1,1,1,1,3,2,1,3,0,0,,0,,0,0,0,0,0,5.1,7.3,5,5.9,2.0,1,2024-01-28 16:26:00
1272,2,55,1,4,1,6,3,1,2,2,0,0,,0,,0,0,0,0,0,9.3,7.0,5,5.5,7.2,2,2024-01-21 16:45:00
1273,1,36,1,4,1,1,5,1,15,2,1,2,2.0,1,0.0,1,1,0,0,0,5.8,6.4,3,4.5,4.7,0,2024-02-20 09:34:00
1274,1,40,2,2,1,1,3,1,14,1,0,0,,0,,0,0,0,0,0,3.8,3.5,5,7.9,7.1,2,2024-01-29 12:08:00
1275,1,41,2,3,1,5,1,1,22,2,0,0,,0,,0,0,0,0,0,5.6,7.7,3,9.0,4.4,1,2024-02-11 14:23:00
1276,1,53,2,2,2,3,3,1,16,1,1,1,20.0,3,0.0,0,1,1,0,0,2.5,4.3,1,4.3,2.7,2,2024-06-05 17:20:00
1277,1,31,1,4,1,1,3,1,7,3,0,0,,0,,0,0,0,0,0,5.8,7.0,4,5.0,4.7,1,2024-06-30 16:21:00
1278,2,51,2,4,2,1,3,3,2,1,0,0,,0,,0,0,0,0,0,4.6,8.3,4,5.1,8.8,2,2024-06-19 10:10:00
1279,1,46,2,3,2,1,5,1,17,5,0,0,,0,,0,0,0,0,0,5.2,5.9,4,7.4,6.6,2,2024-04-19 13:48:00
1280,1,60,1,3,1,1,4,3,4,2,0,0,,0,,0,0,0,0,0,2.0,7.9,3,7.8,0.5,2,2024-04-09 17:22:00
1281,1,26,2,5,1,1,4,1,10,1,0,0,,0,,0,0,0,0,0,8.9,7.3,2,7.1,4.6,1,2024-03-11 10:51:00
1282,1,22,2,5,1,1,3,3,1,1,0,0,,0,,0,0,0,0,0,6.5,5.0,6,5.7,12.0,2,2024-03-03 10:20:00
1283,1,45,2,2,1,2,3,1,25,3,0,0,,0,,0,0,0,0,0,3.9,1.5,5,5.2,1.3,3,2024-05-18 17:38:00
1284,1,45,2,4,2,1,3,1,9,1,1,1,40.0,2,0.0,0,1,0,0,0,6.2,6.9,3,6.2,3.7,3,2024-01-26 15:27:00
1285,1,32,1,4,2,1,2,3,2,4,0,0,,0,,0,0,0,0,0,6.8,7.3,6,4.0,6.4,3,2024-04-21 17:13:00
1286,2,47,1,4,1,3,2,1,9,2,0,0,,0,,0,0,0,0,0,5.4,9.7,5,5.9,2.1,3,2024-03-14 08:08:00
1287,1,34,2,4,1,3,3,1,12,1,1,1,2.0,5,0.0,0,1,1,1,1,1.9,10.0,1,5.9,8.0,1,2024-01-29 11:27:00
1288,2,31,1,5,1,1,4,2,6,2,1,1,14.0,2,0.0,1,0,0,0,0,8.4,10.0,2,3.8,1.3,2,2024-04-26 13:17:00
1289,1,35,1,4,1,1,4,1,12,1,0,0,,0,,0,0,0,0,0,5.3,6.1,3,2.9,5.4,2,2024-05-22 15:19:00
1290,2,42,1,3,2,2,2,1,23,4,0,0,,0,,0,0,0,0,0,3.6,6.5,5,6.6,6.6,3,2024-06-21 17:40:00
1291,1,41,1,4,1,1,4,2,5,4,0,0,,0,,0,0,0,0,0,5.8,5.8,7,4.6,2.8,2,2024-03-16 10:52:00
1292,1,18,1,5,1,1,4,1,1,2,0,0,,0,,0,0,0,0,0,7.7,9.4,6,4.9,3.7,2,2024-05-12 14:01:00
1293,2,40,1,1,2,3,3,1,17,3,1,2,5.0,2,1.0,0,1,1,0,0,3.4,6.2,2,2.2,2.3,2,2024-02-06 10:55:00
1294,2,44,1,2,1,3,3,1,17,2,1,1,1.0,1,0.0,1,0,1,0,0,1.3,4.3,4,4.6,5.4,2,2024-07-08 09:40:00
1295,2,18,2,6,1,2,2,2,1,2,1,2,1.0,2,0.0,0,1,0,0,1,10.0,7.0,3,7.0,8.7,0,2024-06-10 09:45:00
1296,2,54,2,4,1,1,3,1,15,4,0,0,,0,,0,0,0,0,0,7.0,7.5,4,8.8,4.4,1,2024-04-14 16:22:00
1297,2,57,2,2,2,1,1,1,24,4,0,0,,0,,0,0,0,0,0,2.9,1.0,3,6.8,3.3,1,2024-06-18 09:21:00
1298,2,30,1,2,1,3,2,3,4,2,0,0,,0,,0,0,0,0,0,3.0,4.8,4,7.9,6.7,2,2024-03-27 13:20:00
1299,1,43,1,3,1,1,1,3,14,1,1,1,1.0,3,1.0,1,1,1,0,0,5.0,1.0,3,4.8,0.5,2,2024-04-05 15:20:00
1300,1,18,1,4,1,4,2,1,2,3,0,0,,0,,0,0,0,0,0,7.2,5.6,6,6.2,3.5,2,2024-07-05 15:58:00
1301,2,18,2,4,2,1,3,2,1,1,0,0,,0,,0,0,0,0,0,9.0,7.4,4,3.6,3.2,3,2024-04-24 12:14:00
1302,1,26,1,5,1,4,2,2,7,3,0,0,,0,,0,0,0,0,0,10.0,4.5,6,4.6,2.4,2,2024-07-02 09:35:00
1303,1,20,2,5,1,2,3,2,1,4,0,0,,0,,0,0,0,0,0,10.0,8.4,6,8.0,2.8,0,2024-04-20 09:46:00
1304,2,23,1,4,2,1,2,1,1,2,0,0,,0,,0,0,0,0,0,3.6,6.3,6,8.4,11.8,3,2024-07-08 17:16:00
1305,2,31,1,3,1,3,2,2,5,1,0,0,,0,,0,0,0,0,0,6.8,3.7,4,5.8,2.5,2,2024-03-15 16:45:00
1306,1,32,1,3,1,1,3,1,11,2,1,1,1.0,3,1.0,1,1,1,0,1,7.8,9.3,1,7.3,1.6,3,2024-02-15 13:28:00
1307,1,44,2,3,2,3,3,1,21,1,0,0,,0,,0,0,0,0,0,3.9,5.1,6,6.8,6.7,2,2024-02-12 09:14:00
1308,2,31,1,5,1,4,2,1,13,4,0,0,,0,,0,0,0,0,0,5.9,7.2,6,7.5,10.7,2,2024-01-25 14:35:00
1309,1,29,1,3,2,1,3,1,9,2,0,0,,0,,0,0,0,0,0,6.2,5.3,6,6.5,13.2,2,2024-04-01 16:38:00
1310,2,48,3,3,2,2,4,3,5,2,0,0,,0,,0,0,0,0,0,5.3,7.7,3,6.9,2.2,2,2024-06-04 17:43:00
1311,1,46,2,2,2,2,3,1,22,3,0,0,,0,,0,0,0,0,0,5.1,2.5,4,6.4,2.1,3,2024-01-27 13:35:00
1312,2,18,2,4,2,4,2,2,2,5,0,0,,0,,0,0,0,0,0,8.6,9.7,6,7.6,0.7,3,2024-01-18 08:33:00
1313,1,39,1,3,1,3,2,2,2,1,0,0,,0,,0,0,0,0,0,6.8,6.1,5,4.8,1.2,2,2024-05-11 17:12:00
1314,2,44,1,4,1,3,4,1,24,2,0,0,,0,,0,0,0,0,0,7.0,9.5,4,6.4,5.7,2,2024-04-24 16:47:00
1315,2,44,1,3,1,5,1,1,9,4,1,1,3.0,2,1.0,0,0,1,1,1,6.2,3.5,3,4.0,3.9,0,2024-06-01 13:07:00
1316,1,18,1,3,1,2,2,1,2,3,0,0,,0,,0,0,0,0,0,6.6,6.1,5,3.8,7.0,3,2024-05-31 08:08:00
1317,1,64,1,3,1,2,2,2,1,2,1,1,1.0,3,0.0,1,0,0,1,0,4.0,2.3,3,3.0,0.8,1,2024-03-04 17:44:00
1318,2,61,1,2,1,1,3,1,17,1,0,0,,0,,0,0,0,0,0,1.0,4.3,4,7.9,0.5,1,2024-06-24 10:05:00
1319,1,44,1,4,1,1,4,3,11,4,1,1,12.0,1,1.0,0,0,0,0,0,7.2,7.8,6,4.1,10.5,1,2024-04-30 15:24:00
1320,2,49,2,5,1,1,5,1,7,3,1,3,6.0,1,1.0,1,1,0,0,0,8.4,9.3,2,4.8,10.3,2,2024-05-26 12:26:00
1321,2,32,1,3,2,1,3,1,2,1,0,0,,0,,0,0,0,0,0,7.7,8.1,5,8.0,4.9,0,2024-06-05 16:42:00
1322,1,26,1,6,1,3,5,2,3,4,1,2,12.0,1,0.0,1,0,1,0,0,10.0,8.9,3,3.6,4.1,3,2024-05-23 11:25:00
1323,1,35,1,2,1,3,3,1,15,2,1,1,5.0,1,1.0,0,0,1,0,0,4.8,4.5,4,6.6,3.1,2,2024-06-08 12:05:00
1324,1,22,1,5,1,2,1,1,6,1,1,2,3.0,2,1.0,1,1,1,0,1,8.2,8.1,2,5.3,4.2,2,2024-03-01 12:46:00
1325,1,24,2,3,2,4,1,3,5,1,1,1,27.0,1,0.0,1,1,1,1,0,9.8,4.2,3,4.5,8.4,3,2024-06-02 11:36:00
1326,1,37,2,3,2,1,1,2,3,1,1,1,16.0,3,0.0,0,0,0,1,1,10.0,4.9,3,4.3,5.0,2,2024-07-06 10:16:00
1327,1,46,2,4,1,4,2,2,8,1,0,0,,0,,0,0,0,0,0,6.0,6.7,6,6.3,1.5,3,2024-03-22 11:40:00
1328,2,24,2,6,2,1,3,2,4,1,0,0,,0,,0,0,0,0,0,9.5,6.4,7,5.3,5.0,2,2024-05-16 10:10:00
1329,1,18,2,5,1,1,3,2,1,1,1,1,7.0,1,1.0,1,1,0,1,0,10.0,8.7,5,2.3,11.0,3,2024-03-25 16:47:00
1330,1,46,2,2,1,2,3,1,7,1,0,0,,0,,0,0,0,0,0,1.0,4.6,5,5.7,16.0,1,2024-03-08 08:39:00
1331,2,49,1,4,1,1,3,1,13,1,1,1,13.0,2,0.0,0,0,0,0,0,4.8,8.7,3,4.9,3.8,3,2024-03-02 17:22:00
1332,1,26,1,2,2,1,3,1,6,1,0,0,,0,,0,0,0,0,0,3.5,5.5,6,5.3,3.5,2,2024-03-25 09:07:00
1333,1,46,1,4,1,1,3,1,9,1,1,1,4.0,1,1.0,1,0,1,1,1,8.1,8.8,2,3.9,2.6,1,2024-06-20 16:03:00
1334,1,56,1,4,1,1,1,1,10,3,0,0,,0,,0,0,0,0,0,5.0,9.6,3,4.7,2.3,0,2024-02-18 15:32:00
1335,1,18,1,6,2,1,2,2,2,2,0,0,,0,,0,0,0,0,0,10.0,8.7,5,5.4,7.1,3,2024-06-28 08:27:00
1336,1,37,1,1,2,6,3,1,18,5,0,0,,0,,0,0,0,0,0,3.3,1.3,4,5.7,4.3,2,2024-03-15 10:34:00
1337,2,40,1,2,1,2,3,2,2,1,0,0,,0,,0,0,0,0,0,6.2,1.7,5,9.3,5.0,1,2024-03-05 10:20:00
1338,1,28,1,4,1,1,3,1,9,4,0,0,,0,,0,0,0,0,0,7.6,6.4,6,8.4,10.5,3,2024-02-07 08:07:00
1339,2,30,1,2,2,1,1,1,14,2,0,0,,0,,0,0,0,0,0,1.5,3.8,5,6.8,0.9,3,2024-03-13 08:32:00
1340,1,46,1,3,1,3,3,1,1,1,1,2,19.0,3,0.0,1,0,0,0,1,5.0,5.4,3,5.0,4.4,0,2024-06-17 17:51:00
1341,1,47,2,4,1,1,4,1,5,1,1,1,10.0,1,0.0,1,0,1,0,1,4.4,9.2,1,7.6,0.7,3,2024-05-27 09:48:00
1342,1,36,2,3,2,3,6,3,8,3,0,0,,0,,0,0,0,0,0,7.9,3.2,1,5.6,7.9,1,2024-03-08 15:36:00
1343,1,46,2,5,2,2,4,1,2,3,0,0,,0,,0,0,0,0,0,10.0,5.9,4,6.8,6.2,2,2024-03-02 17:14:00
1344,2,41,1,4,2,1,3,3,1,4,1,1,13.0,2,0.0,0,0,1,0,0,4.7,7.9,1,4.1,3.2,2,2024-05-22 16:19:00
1345,1,36,1,4,1,1,3,1,1,1,1,1,3.0,3,0.0,0,1,1,0,0,7.1,9.3,1,4.2,4.3,1,2024-02-29 08:57:00
1346,1,18,2,5,1,1,2,3,1,3,0,0,,0,,0,0,0,0,0,9.1,8.5,6,7.0,8.8,3,2024-06-15 08:32:00
1347,2,27,1,4,1,3,3,1,6,1,0,0,,0,,0,0,0,0,0,9.3,7.4,7,6.4,13.1,3,2024-04-29 15:55:00
1348,1,19,1,3,1,5,1,2,2,2,1,1,23.0,3,1.0,0,1,1,1,0,6.5,4.7,3,3.7,8.6,3,2024-04-01 17:56:00
1349,1,24,2,4,1,1,3,1,2,2,0,0,,0,,0,0,0,0,0,6.5,6.7,4,6.7,3.7,3,2024-05-01 12:58:00
1350,1,24,1,3,1,3,4,2,4,1,1,1,1.0,1,1.0,1,0,0,0,0,8.9,5.0,4,2.4,3.6,3,2024-05-01 11:02:00
1351,1,33,2,4,1,2,3,3,4,2,0,0,,0,,0,0,0,0,0,6.9,6.7,3,6.9,2.8,3,2024-06-18 11:39:00
1352,1,23,3,3,1,2,2,2,7,1,1,1,4.0,3,1.0,1,0,0,0,1,9.8,5.0,1,3.0,2.3,1,2024-05-17 15:35:00
1353,2,36,2,2,2,2,2,2,6,4,1,2,6.0,1,0.0,1,0,1,0,0,4.5,1.8,3,1.3,6.3,1,2024-04-06 09:15:00
1354,2,44,2,4,1,3,4,1,12,4,0,0,,0,,0,0,0,0,0,3.9,6.2,6,6.9,2.7,1,2024-03-28 08:14:00
1355,1,33,2,6,1,1,4,2,2,1,0,0,,0,,0,0,0,0,0,10.0,10.0,3,6.9,1.5,1,2024-02-28 11:18:00
1356,2,47,1,1,2,1,1,3,3,3,0,0,,0,,0,0,0,0,0,2.9,2.3,5,3.1,0.5,2,2024-04-10 12:47:00
1357,2,51,2,4,1,1,3,1,22,1,1,2,17.0,2,1.0,1,1,0,1,0,8.6,9.4,1,7.4,1.1,2,2024-06-20 08:39:00
1358,2,18,1,3,2,4,3,1,2,5,0,0,,0,,0,0,0,0,0,7.7,3.6,4,5.8,5.6,1,2024-04-26 16:43:00
1359,2,42,2,3,1,1,3,1,22,4,0,0,,0,,0,0,0,0,0,7.8,6.5,4,4.7,0.5,2,2024-03-17 11:15:00
1360,2,18,1,4,1,1,3,3,2,4,0,0,,0,,0,0,0,0,0,6.5,9.4,7,6.3,4.1,3,2024-05-20 15:37:00
1361,1,39,1,5,1,1,4,2,6,1,1,1,15.0,2,0.0,1,1,1,0,0,8.5,9.7,3,1.0,1.9,1,2024-02-09 12:49:00
1362,2,20,1,4,1,1,3,3,3,4,0,0,,0,,0,0,0,0,0,6.3,8.4,5,4.5,16.0,1,2024-03-13 13:27:00
1363,2,31,1,4,2,1,3,2,2,2,0,0,,0,,0,0,0,0,0,5.1,6.3,4,4.1,1.3,1,2024-03-19 10:01:00
1364,1,34,2,4,1,1,4,2,5,1,0,0,,0,,0,0,0,0,0,9.8,8.7,4,7.5,4.8,0,2024-06-10 09:58:00
1365,2,58,2,1,2,5,1,1,4,4,0,0,,0,,0,0,0,0,0,5.4,2.9,1,6.1,1.8,0,2024-02-16 14:07:00
1366,2,36,1,3,2,3,4,3,15,1,1,2,13.0,1,1.0,0,1,1,0,1,2.2,7.0,3,3.0,1.7,3,2024-03-19 08:14:00
1367,2,32,1,2,2,2,1,1,12,1,1,2,15.0,3,0.0,1,1,1,1,0,2.2,5.0,2,5.4,1.4,3,2024-02-09 08:42:00
1368,2,24,1,5,1,2,4,2,2,1,0,0,,0,,0,0,0,0,0,10.0,5.5,6,6.7,7.1,2,2024-01-20 15:37:00
1369,1,36,2,4,1,1,5,1,9,1,1,1,5.0,3,0.0,0,1,1,0,0,6.3,10.0,1,6.1,6.5,0,2024-05-11 12:19:00
1370,2,30,1,4,1,1,3,2,3,3,0,0,,0,,0,0,0,0,0,9.3,6.8,5,5.1,12.1,2,2024-06-19 15:40:00
1371,1,18,1,1,1,2,3,3,1,3,0,0,,0,,0,0,0,0,0,5.9,2.5,5,6.2,7.8,1,2024-06-21 14:39:00
1372,2,40,1,4,2,1,3,3,3,2,1,2,10.0,3,0.0,1,0,0,0,0,4.6,8.4,1,1.0,2.7,1,2024-04-06 14:10:00
1373,2,36,2,4,2,1,3,1,12,1,1,1,2.0,3,1.0,1,0,0,0,0,3.3,8.7,3,3.0,4.1,3,2024-04-11 12:22:00
1374,1,52,1,4,2,1,2,1,22,3,0,0,,0,,0,0,0,0,0,5.5,10.0,4,5.5,3.7,2,2024-03-23 17:19:00
1375,1,34,2,4,1,1,4,2,2,1,1,1,31.0,1,0.0,1,1,1,0,0,7.1,8.8,5,3.4,5.3,2,2024-04-20 08:41:00
1376,2,71,3,2,1,5,2,2,8,1,1,3,7.0,1,0.0,1,0,0,1,0,3.4,4.1,1,4.8,0.8,1,2024-06-25 08:50:00
1377,2,32,3,4,2,1,3,2,4,1,1,2,5.0,2,1.0,0,0,0,1,1,9.5,10.0,3,3.5,7.8,2,2024-03-11 15:52:00
1378,1,44,1,3,2,2,1,3,7,4,0,0,,0,,0,0,0,0,0,6.0,6.3,4,3.8,3.1,2,2024-06-15 09:25:00
1379,2,31,1,3,1,1,3,1,14,2,1,1,10.0,3,0.0,0,0,1,1,1,7.6,8.0,3,1.3,5.0,2,2024-06-24 08:24:00
1380,1,19,2,2,2,1,3,2,3,3,0,0,,0,,0,0,0,0,0,7.5,2.6,5,5.4,5.5,1,2024-05-18 08:03:00
1381,2,34,2,3,1,2,4,2,1,3,1,2,2.0,1,0.0,1,1,1,0,1,8.2,3.3,4,4.0,3.9,0,2024-03-04 10:33:00
1382,1,43,2,3,1,6,5,2,2,2,0,0,,0,,0,0,0,0,0,6.9,6.0,7,5.2,3.2,2,2024-07-05 12:49:00
1383,2,40,2,2,1,3,3,1,5,2,0,0,,0,,0,0,0,0,0,3.6,5.1,3,7.5,0.8,3,2024-04-05 10:52:00
1384,2,24,2,4,2,4,2,2,8,3,0,0,,0,,0,0,0,0,0,7.8,7.9,4,4.6,9.3,1,2024-05-19 12:53:00
1385,1,30,2,4,1,1,3,2,4,1,1,2,23.0,2,0.0,0,1,0,0,0,6.7,9.5,3,2.9,3.7,2,2024-02-02 11:12:00
1386,1,32,2,6,1,1,4,1,11,1,0,0,,0,,0,0,0,0,0,8.1,6.8,2,7.3,6.9,2,2024-02-29 13:51:00
1387,1,25,1,1,1,3,3,1,5,4,0,0,,0,,0,0,0,0,0,6.4,1.0,5,7.1,2.4,1,2024-03-04 12:59:00
1388,1,26,2,4,1,2,2,2,2,2,0,0,,0,,0,0,0,0,0,7.8,5.6,6,3.3,15.3,3,2024-02-12 13:32:00
1389,1,33,1,4,1,3,3,3,15,4,1,1,1.0,2,0.0,0,0,1,0,0,2.6,7.9,2,5.1,1.0,1,2024-01-21 11:42:00
1390,1,18,2,4,1,4,2,2,1,1,1,1,8.0,2,0.0,1,0,0,1,0,7.4,6.2,3,2.8,1.1,3,2024-05-08 13:02:00
1391,2,42,2,3,2,2,4,2,8,2,1,1,5.0,5,1.0,1,0,1,1,0,7.1,4.4,2,2.9,3.0,2,2024-02-08 17:04:00
1392,1,27,1,2,2,1,1,1,2,3,0,0,,0,,0,0,0,0,0,6.2,3.1,6,8.0,3.4,3,2024-04-16 10:58:00
1393,1,20,1,4,1,1,3,3,2,4,0,0,,0,,0,0,0,0,0,9.7,10.0,4,7.1,1.3,3,2024-06-02 13:27:00
1394,2,32,1,3,1,5,1,1,9,4,0,0,,0,,0,0,0,0,0,6.4,4.8,6,6.3,8.1,1,2024-02-29 15:24:00
1395,1,38,1,3,1,1,2,2,2,2,0,0,,0,,0,0,0,0,0,5.4,4.2,5,6.0,2.5,1,2024-01-31 09:34:00
1396,2,43,1,4,1,1,2,1,9,1,0,0,,0,,0,0,0,0,0,3.2,7.6,5,6.9,3.1,1,2024-03-25 08:29:00
1397,1,35,2,6,1,3,2,2,1,2,0,0,,0,,0,0,0,0,0,9.3,7.3,3,6.9,4.7,3,2024-01-23 17:21:00
1398,1,32,1,4,1,1,5,1,15,1,0,0,,0,,0,0,0,0,0,3.5,10.0,6,4.4,2.2,3,2024-02-09 11:05:00
1399,1,33,2,1,2,1,2,1,8,4,0,0,,0,,0,0,0,0,0,1.0,6.2,5,6.7,1.2,1,2024-05-05 15:58:00
1400,2,19,2,4,1,2,5,1,3,1,0,0,,0,,0,0,0,0,0,6.6,8.3,3,8.2,6.6,2,2024-02-05 14:12:00
1401,1,39,2,5,1,2,5,1,22,3,1,2,25.0,3,0.0,1,0,1,0,0,5.3,7.7,3,5.7,6.0,1,2024-03-30 12:29:00
1402,2,38,2,1,1,3,3,3,13,3,1,1,3.0,4,1.0,1,1,1,1,0,1.7,5.3,3,3.3,2.8,3,2024-06-02 10:26:00
1403,1,24,2,4,1,1,3,1,2,2,1,1,6.0,1,0.0,1,0,1,0,0,7.4,10.0,5,1.0,1.7,2,2024-06-13 12:12:00
1404,1,39,2,3,1,3,6,1,14,2,1,1,28.0,2,1.0,0,0,1,0,0,4.9,4.7,4,6.1,1.3,1,2024-06-16 10:45:00
