firm_id,state,geo_political_zone,location_type,industry_sector,firm_age_years,num_employees,annual_turnover_million_naira,legal_structure,owner_age,owner_gender,owner_education_level,owner_field_of_study,prior_entrepreneurial_experience_years,digital_literacy_score,digital_tools_computers,digital_tools_accounting_software,digital_tools_crm,digital_tools_ecommerce,digital_tools_cloud_computing,digital_tools_social_media,advanced_tech_ai_ml,advanced_tech_iot,advanced_tech_blockchain,advanced_tech_robotics,digitization_level_composite,process_new_production_methods,process_supply_chain_software,process_support_techniques,product_new_goods_services_3years,product_launch_frequency,business_model_revenue_changes,business_model_value_proposition,driver_competitive_pressure,driver_customer_demand,driver_management_attitude,constraint_access_to_credit,constraint_innovation_cost,constraint_internal_capital,constraint_finding_skilled_employees,constraint_training_cost,constraint_management_capability,constraint_electricity_reliability,constraint_internet_quality_cost,constraint_logistics_transportation,constraint_regulations_taxes,constraint_corruption_informal_charges,constraint_government_support_effectiveness,constraint_competition_intensity,constraint_demand_uncertainty,constraint_international_market_access,performance_profitability_growth,performance_sales_growth,performance_market_share_growth,performance_roi,performance_overall_satisfaction,objective_turnover_growth_percent,objective_profit_margin_percent,objective_employee_growth_percent,objective_new_branches,objective_new_clients,growth_product_lines_increase,growth_quality_improvement,growth_customer_satisfaction,growth_customer_retention_rate,innovation_technology_score,innovation_process_score,innovation_product_score,innovation_business_model_score,innovation_overall_score,constraint_financial_score,constraint_human_capital_score,constraint_infrastructure_score,constraint_regulatory_score,constraint_market_score,constraint_overall_score,performance_subjective_score,survey_date,survey_response_time_minutes,data_quality_score
SME_00079,Edo,South-South,Urban,Information and Communication,5,9,60.25,Sole Proprietorship,40,Male,Postgraduate,Arts and Humanities,10,7.7,3.4,2.4,2.1,2.6,1.7,3.4,1.2,1.0,1.0,1.0,2.98,2.7,2.1,3.5,3.2,2.4,2.2,1.8,3.2,4.4,3.3,3.2,3.1,2.3,2.7,2.3,3.1,2.2,2.5,2.9,3.6,3.2,1.8,3.2,4.1,4.2,3.4,3.5,3.4,2.6,3.6,15.2,18.4,12.3,0,23,3.9,3.6,3.6,73.5,1.98,2.77,3.17,2.0,2.48,2.68,2.7,2.53,2.87,3.83,2.92,3.43,2024-02-22,57,0.98
SME_00080,Osun,South-West,Urban,Wholesale and Retail Trade,2,17,70.09,Limited Liability,43,Female,Secondary,N/A,16,4.4,3.1,1.7,1.1,2.4,2.3,3.0,1.0,1.2,1.0,1.0,2.53,1.3,2.6,1.9,2.2,1.9,1.6,2.5,2.8,3.5,3.7,3.0,3.5,2.6,3.3,3.8,3.0,3.6,3.0,2.3,4.4,1.8,2.4,3.6,3.0,3.0,2.1,3.3,1.8,3.0,2.5,5.7,18.6,4.2,0,9,2.0,2.4,3.0,64.1,1.78,1.93,2.03,2.05,1.95,3.18,3.37,2.97,2.87,3.2,3.12,2.4,2024-02-20,50,0.97
SME_00081,Bayelsa,South-South,Urban,Agriculture,4,23,73.97,Partnership,42,Female,Bachelor,Natural Sciences,0,7.1,2.8,2.2,1.0,1.3,2.4,2.6,1.4,1.0,1.0,1.0,1.97,2.0,2.7,2.2,2.4,2.4,2.4,2.4,3.0,4.3,2.8,2.5,3.1,3.2,2.3,2.4,2.5,3.3,2.8,2.4,3.8,3.9,1.4,3.9,3.5,3.8,2.8,2.3,2.7,3.0,2.3,-2.5,17.4,2.6,0,21,3.1,3.0,2.6,55.0,1.67,2.3,2.63,2.4,2.25,2.8,2.4,2.83,3.03,3.73,2.96,2.6,2024-03-14,49,0.87
SME_00082,Ondo,South-West,Urban,Accommodation and Food Service,1,13,37.74,Limited Liability,43,Female,Primary,N/A,0,4.2,2.6,1.8,1.3,2.4,1.5,1.7,1.0,1.0,1.0,1.0,1.96,1.9,1.0,1.1,1.0,1.0,1.0,2.0,3.5,3.9,1.9,3.3,3.3,2.4,3.4,2.9,2.9,4.0,2.1,3.2,3.9,3.7,1.7,3.9,3.5,3.0,2.1,2.6,1.7,2.1,1.9,-0.8,10.7,-6.4,0,23,1.5,3.0,2.4,72.3,1.53,1.33,1.17,1.5,1.38,2.8,3.07,3.1,3.1,3.47,3.11,2.13,2024-02-29,50,0.76
SME_00083,Kwara,North-Central,Rural,Agriculture,2,23,66.87,Limited Liability,40,Male,Bachelor,Marketing,0,8.7,3.1,2.8,2.8,3.8,2.1,3.6,1.0,1.0,1.0,1.0,3.37,2.7,2.8,3.3,3.3,3.2,3.3,3.4,3.0,4.2,2.9,1.4,3.9,2.1,3.6,3.8,2.5,4.2,3.3,3.7,2.1,3.2,2.3,3.3,3.7,3.8,3.1,3.1,3.4,3.5,3.4,4.5,18.9,4.7,2,27,3.5,4.3,3.4,82.4,2.22,2.93,3.33,3.35,2.96,2.9,3.3,3.73,2.53,3.6,3.21,3.2,2024-04-06,38,0.92
SME_00084,Ondo,South-West,Urban,Wholesale and Retail Trade,7,23,73.25,Sole Proprietorship,34,Female,Bachelor,Accounting,2,7.3,3.6,2.7,2.2,2.1,2.4,3.2,1.0,1.1,1.3,1.0,2.76,3.8,2.9,3.3,2.6,2.1,2.6,2.7,4.2,3.9,2.3,2.6,3.3,2.2,2.8,3.3,2.8,3.8,2.4,3.2,3.1,2.8,1.5,3.5,3.0,3.6,2.6,3.6,2.8,3.9,3.7,4.9,19.3,5.7,1,26,3.0,3.7,3.8,70.4,2.06,3.33,2.57,2.65,2.65,2.76,2.97,3.13,2.47,3.37,2.94,3.0,2024-04-05,45,0.84
SME_00085,Delta,South-South,Urban,Manufacturing,2,61,241.7,Partnership,43,Female,Primary,N/A,16,4.9,1.0,1.0,1.0,1.0,1.1,1.5,1.0,1.0,1.0,1.0,1.17,2.0,1.0,2.0,1.5,1.5,1.4,1.0,3.9,3.7,2.1,2.1,1.0,1.0,2.4,3.7,2.4,3.0,3.1,2.6,3.2,4.6,1.4,3.9,2.9,4.4,2.3,2.8,2.2,2.7,3.2,-13.4,19.0,1.7,0,18,2.6,3.3,2.8,54.1,1.06,1.67,1.87,1.2,1.45,2.18,2.83,2.9,3.07,3.73,2.94,2.43,2024-03-12,42,0.91
SME_00086,Edo,South-South,Urban,Wholesale and Retail Trade,1,28,93.19,Sole Proprietorship,41,Female,Postgraduate,Marketing,15,7.8,3.5,3.3,3.0,3.7,3.2,4.1,1.0,1.3,1.0,1.0,3.63,2.8,2.6,2.9,2.6,2.3,2.5,2.9,3.6,3.5,2.9,2.8,4.1,2.1,3.3,2.8,2.2,2.9,1.4,3.1,3.4,4.0,2.0,3.2,4.4,3.4,4.1,3.6,3.3,3.6,2.9,0.3,16.4,11.0,2,26,3.6,3.7,3.7,73.9,2.51,2.77,2.83,2.7,2.7,2.64,2.77,2.47,3.13,3.67,2.94,3.67,2024-01-24,38,0.85
SME_00087,Abia,South-East,Urban,Wholesale and Retail Trade,2,27,80.57,Limited Liability,32,Female,Secondary,N/A,5,7.4,2.6,2.8,1.4,2.6,1.0,1.9,1.0,1.0,1.0,1.0,2.2,4.1,3.5,3.4,3.2,2.7,2.6,3.5,3.8,3.4,4.0,2.2,2.6,2.1,3.4,3.5,2.3,3.8,3.9,3.5,3.5,2.0,1.6,3.0,2.9,3.2,2.8,2.7,2.9,3.7,3.9,5.5,17.2,2.5,1,12,4.2,3.3,3.5,55.8,1.63,3.67,3.37,3.05,2.93,2.86,3.07,3.73,2.37,3.03,3.01,2.8,2024-02-01,28,0.66
SME_00088,Jigawa,North-West,Urban,Manufacturing,4,25,100.72,Limited Liability,41,Male,Bachelor,Law,0,6.5,3.0,1.9,3.0,3.2,2.7,2.0,1.0,1.0,1.0,1.0,2.57,2.1,1.9,1.6,1.9,2.7,1.5,1.2,3.2,2.3,2.0,2.5,3.4,1.7,3.6,3.6,2.5,4.3,4.1,4.2,2.3,3.2,2.0,3.1,3.7,5.0,2.6,3.0,2.3,3.0,3.9,2.9,17.0,3.6,2,19,3.7,3.5,3.2,73.5,1.98,1.87,2.77,1.35,1.99,3.06,3.23,4.2,2.5,3.93,3.38,2.63,2024-02-03,64,0.86
SME_00089,Rivers,South-South,Urban,Wholesale and Retail Trade,2,11,37.4,Limited Liability,41,Female,Primary,N/A,14,5.0,1.6,1.0,1.0,1.9,1.0,1.6,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.4,3.5,4.1,1.7,2.9,3.0,2.5,3.4,3.2,3.5,2.8,2.2,2.9,2.7,3.8,3.0,3.7,3.6,5.0,2.7,2.7,2.4,2.8,2.4,-5.6,11.2,1.0,0,3,2.5,1.8,2.1,64.8,1.21,1.0,1.5,1.2,1.23,2.76,3.37,2.63,3.17,4.1,3.21,2.6,2024-01-29,34,0.71
SME_00090,Lagos,South-West,Urban,Agriculture,2,25,70.36,Limited Liability,38,Male,Primary,N/A,11,6.9,2.3,1.8,1.0,1.5,1.6,2.3,1.2,1.0,1.0,1.0,1.78,2.1,1.2,2.9,2.6,1.0,1.0,1.2,2.7,3.1,1.6,2.1,3.7,2.3,3.2,2.9,3.0,2.6,3.4,2.2,3.6,3.6,2.5,3.4,2.5,3.2,2.8,2.7,2.2,2.7,2.2,6.3,18.7,1.1,1,11,2.7,2.8,3.3,55.3,1.47,2.07,2.1,1.1,1.68,2.88,3.03,2.73,3.23,3.03,2.98,2.57,2024-02-23,35,0.76
SME_00091,Plateau,North-Central,Rural,Accommodation and Food Service,5,12,23.19,Sole Proprietorship,37,Male,Postgraduate,Arts and Humanities,7,8.0,2.6,2.7,1.9,2.9,2.3,3.2,1.1,1.0,1.0,1.0,2.9,1.2,1.7,1.5,1.4,2.1,2.7,1.2,3.5,3.6,2.4,4.9,4.0,2.8,5.0,3.9,3.5,4.0,3.4,3.7,2.9,2.8,2.3,3.4,4.1,4.7,1.9,2.8,1.6,1.9,2.3,-3.6,14.6,-0.8,0,11,2.6,2.3,2.9,65.4,1.97,1.47,2.03,1.95,1.86,3.8,4.13,3.7,2.67,4.07,3.67,2.1,2024-03-20,48,0.52
SME_00092,Lagos,South-West,Urban,Agriculture,16,72,200.76,Limited Liability,45,Female,Bachelor,Natural Sciences,4,7.9,2.7,3.0,2.0,3.6,3.1,3.1,1.0,1.0,1.0,1.0,3.08,2.3,2.1,2.3,2.8,1.5,1.7,2.0,4.0,3.9,2.2,1.9,1.8,1.6,3.5,2.9,2.7,3.3,2.8,3.0,3.5,3.7,3.0,3.1,3.8,4.2,3.0,3.1,3.5,2.7,3.5,3.7,15.7,-0.1,1,17,2.9,3.1,3.1,75.7,2.15,2.23,2.4,1.85,2.16,2.2,3.03,3.03,3.4,3.7,3.07,3.2,2024-02-06,60,0.53
SME_00093,Ondo,South-West,Urban,Professional Services,4,30,189.75,Limited Liability,34,Male,Postgraduate,Accounting,5,8.5,2.7,2.2,1.0,1.8,1.7,1.8,1.0,1.0,1.0,1.0,1.84,2.6,2.6,2.4,2.2,2.5,2.1,2.6,4.4,3.0,2.8,1.5,2.6,1.5,3.1,3.5,3.9,3.4,2.1,2.6,3.3,3.8,2.1,3.5,3.4,3.3,3.1,3.0,2.5,3.3,3.1,11.4,21.6,3.2,1,17,3.0,3.4,3.7,61.8,1.52,2.53,2.57,2.35,2.24,2.24,3.5,2.7,3.07,3.4,2.98,2.87,2024-03-03,51,0.95
SME_00094,Osun,South-West,Urban,Information and Communication,5,8,75.98,Partnership,41,Male,Secondary,N/A,11,6.8,2.4,2.4,1.7,2.1,2.1,2.4,1.0,1.0,1.0,1.0,2.16,1.0,1.0,1.7,2.2,1.4,2.0,2.0,3.4,4.2,2.0,2.9,3.4,2.6,4.8,3.8,2.9,2.9,1.8,3.7,3.6,2.4,2.3,2.8,4.3,3.1,2.7,2.7,2.7,3.5,3.0,4.8,15.8,4.9,0,23,3.2,3.9,3.5,71.4,1.71,1.23,2.27,2.0,1.8,2.9,3.83,2.8,2.77,3.4,3.14,2.7,2024-04-08,40,0.9
SME_00095,Zamfara,North-West,Rural,Construction,7,27,60.56,Limited Liability,40,Male,Secondary,N/A,8,6.6,1.5,1.2,1.0,1.8,1.0,2.4,1.0,1.0,1.0,1.0,1.78,1.0,1.0,1.6,1.3,1.0,1.2,1.2,3.9,3.8,1.5,3.3,3.2,2.8,2.8,4.4,3.0,4.7,4.1,5.0,3.8,3.4,1.9,3.9,3.8,4.5,3.1,1.9,2.3,2.5,2.4,1.3,16.6,-4.5,1,18,1.2,3.2,2.6,46.0,1.29,1.2,1.17,1.2,1.22,3.56,3.4,4.6,3.03,4.07,3.73,2.43,2024-01-26,35,0.91
SME_00096,Kogi,North-Central,Urban,Construction,12,19,65.98,Sole Proprietorship,48,Male,Bachelor,Business Administration,0,5.9,2.8,1.5,2.2,2.3,1.6,2.5,1.0,1.0,1.0,1.0,2.24,2.0,2.0,1.6,1.7,1.9,1.7,1.9,2.7,3.9,3.3,3.6,3.0,3.0,2.3,3.5,2.6,2.3,2.9,2.4,3.3,4.0,1.8,4.1,2.8,3.2,2.6,2.8,3.1,2.6,2.8,0.5,14.8,0.5,0,16,2.5,2.1,3.1,69.2,1.69,1.87,2.03,1.8,1.85,3.2,2.8,2.53,3.03,3.37,2.99,2.83,2024-02-13,60,0.81
SME_00097,Oyo,South-West,Urban,Wholesale and Retail Trade,18,38,118.76,Limited Liability,53,Male,Bachelor,Accounting,10,6.2,2.0,1.9,1.2,1.3,1.0,2.3,1.0,1.4,1.0,1.0,1.72,1.0,1.8,1.3,1.3,1.6,2.1,1.7,3.6,4.4,2.6,2.0,2.3,2.5,2.3,2.9,2.5,2.9,1.9,2.2,2.8,4.1,1.9,4.6,3.1,4.2,2.7,2.0,1.5,2.4,2.9,-1.6,20.4,-0.8,1,12,2.4,3.0,2.8,56.6,1.41,1.37,1.77,1.9,1.61,2.32,2.57,2.33,2.93,3.97,2.82,2.07,2024-02-03,42,0.88
SME_00098,Borno,North-East,Urban,Wholesale and Retail Trade,10,25,90.98,Partnership,49,Male,No Formal Education,N/A,0,4.9,1.8,1.4,1.2,2.2,1.1,1.6,1.0,1.0,1.0,1.0,1.78,1.8,1.0,1.5,1.1,1.1,1.0,1.0,4.2,3.1,1.7,3.0,2.9,2.6,1.7,3.1,3.0,5.0,4.3,3.9,2.3,3.0,2.5,3.8,3.5,4.5,1.9,3.1,2.8,2.7,2.4,0.9,10.8,2.2,0,16,2.6,2.3,3.4,64.2,1.33,1.43,1.6,1.0,1.34,3.18,2.6,4.4,2.6,3.93,3.34,2.6,2024-03-13,49,0.69
SME_00099,Bayelsa,South-South,Urban,Manufacturing,3,39,101.49,Partnership,41,Female,Bachelor,Marketing,13,6.6,1.8,1.0,1.2,1.4,1.3,1.5,1.0,1.0,1.0,1.0,1.39,2.3,1.3,2.0,1.9,1.6,1.1,1.3,4.4,3.9,2.2,3.1,3.1,2.6,2.7,3.8,1.9,2.8,1.8,3.8,3.5,3.8,2.1,4.0,3.2,4.5,2.6,2.1,2.3,3.0,2.7,1.1,13.2,0.3,0,27,2.2,2.4,1.8,64.4,1.22,1.87,1.9,1.2,1.55,2.88,2.8,2.8,3.13,3.9,3.1,2.33,2024-02-09,30,0.88
SME_00100,Ondo,South-West,Rural,Information and Communication,4,11,37.85,Sole Proprietorship,36,Female,Bachelor,Business Administration,7,8.5,1.9,1.0,1.0,1.6,1.0,1.9,1.0,1.0,1.0,1.0,1.56,1.6,1.4,1.8,2.9,1.4,1.7,1.4,4.2,3.7,1.9,3.0,3.5,3.9,3.8,4.0,3.2,4.0,2.7,3.7,3.3,4.6,2.4,3.7,3.3,4.0,3.2,3.0,3.6,2.6,2.8,1.0,13.8,-0.8,0,26,2.7,3.2,2.9,80.8,1.24,1.6,2.33,1.55,1.68,3.42,3.67,3.47,3.43,3.67,3.53,3.27,2024-04-10,45,0.81
