firm_id,state,geo_political_zone,location_type,industry_sector,firm_age_years,num_employees,annual_turnover_million_naira,legal_structure,owner_age,owner_gender,owner_education_level,owner_field_of_study,prior_entrepreneurial_experience_years,digital_literacy_score,digital_tools_computers,digital_tools_accounting_software,digital_tools_crm,digital_tools_ecommerce,digital_tools_cloud_computing,digital_tools_social_media,advanced_tech_ai_ml,advanced_tech_iot,advanced_tech_blockchain,advanced_tech_robotics,digitization_level_composite,process_new_production_methods,process_supply_chain_software,process_support_techniques,product_new_goods_services_3years,product_launch_frequency,business_model_revenue_changes,business_model_value_proposition,driver_competitive_pressure,driver_customer_demand,driver_management_attitude,constraint_access_to_credit,constraint_innovation_cost,constraint_internal_capital,constraint_finding_skilled_employees,constraint_training_cost,constraint_management_capability,constraint_electricity_reliability,constraint_internet_quality_cost,constraint_logistics_transportation,constraint_regulations_taxes,constraint_corruption_informal_charges,constraint_government_support_effectiveness,constraint_competition_intensity,constraint_demand_uncertainty,constraint_international_market_access,performance_profitability_growth,performance_sales_growth,performance_market_share_growth,performance_roi,performance_overall_satisfaction,objective_turnover_growth_percent,objective_profit_margin_percent,objective_employee_growth_percent,objective_new_branches,objective_new_clients,growth_product_lines_increase,growth_quality_improvement,growth_customer_satisfaction,growth_customer_retention_rate,innovation_technology_score,innovation_process_score,innovation_product_score,innovation_business_model_score,innovation_overall_score,constraint_financial_score,constraint_human_capital_score,constraint_infrastructure_score,constraint_regulatory_score,constraint_market_score,constraint_overall_score,performance_subjective_score,survey_date,survey_response_time_minutes,data_quality_score
SME_02919,Oyo,South-West,Urban,Transportation and Storage,5,16,34.14,Limited Liability,36,Female,Secondary,N/A,6,8.1,2.7,2.2,3.1,2.0,2.3,3.1,1.0,1.0,1.0,1.0,2.59,2.2,1.5,2.5,2.2,2.5,2.7,1.9,4.1,3.7,2.8,4.0,3.2,2.6,3.2,3.9,3.2,3.3,2.0,2.1,3.1,4.2,1.9,3.8,3.6,3.8,2.2,3.3,2.1,3.3,3.7,2.6,21.9,3.6,0,21,3.2,3.3,2.9,50.6,1.94,2.07,2.63,2.3,2.24,3.14,3.43,2.47,3.07,3.73,3.17,2.53,2024-03-23,29,0.84
SME_02920,Edo,South-South,Urban,Manufacturing,12,25,82.15,Partnership,42,Male,No Formal Education,N/A,5,4.9,2.0,1.4,1.0,3.3,1.1,1.6,1.0,1.0,1.0,1.0,2.12,1.9,2.2,1.9,1.8,1.7,2.1,1.6,4.4,4.1,2.8,2.4,3.0,2.8,3.6,2.8,2.9,2.3,2.4,3.0,3.1,5.0,1.9,4.0,2.9,4.0,2.6,2.0,2.1,2.1,3.2,12.2,20.4,-1.2,0,22,3.1,2.9,3.2,61.5,1.44,2.0,2.2,1.85,1.87,2.68,3.1,2.57,3.33,3.63,3.06,2.23,2024-03-21,52,0.88
SME_02921,Katsina,North-West,Rural,Construction,2,39,87.52,Sole Proprietorship,44,Female,Secondary,N/A,17,4.5,2.5,1.7,1.0,2.9,1.2,1.7,1.0,1.3,1.0,1.0,1.99,1.0,2.6,1.2,1.0,1.0,1.0,2.2,2.9,3.6,1.7,3.4,3.2,2.6,3.8,4.9,4.2,4.2,4.9,4.2,3.2,3.7,3.3,3.9,2.9,3.7,2.8,1.9,2.6,2.1,2.3,-2.7,13.5,2.6,0,11,1.7,2.8,2.5,67.8,1.53,1.6,1.23,1.6,1.49,3.8,4.3,4.43,3.4,3.5,3.89,2.43,2024-01-27,43,0.95
SME_02922,Borno,North-East,Urban,Information and Communication,8,10,47.16,Partnership,36,Male,Secondary,N/A,3,8.3,3.3,3.2,2.9,2.5,2.3,2.4,1.0,1.4,1.0,1.0,2.63,2.3,2.2,2.6,3.6,3.4,1.9,2.7,3.4,4.1,3.8,3.3,3.1,3.2,3.9,3.1,2.5,4.3,4.9,4.7,3.2,3.0,2.2,3.3,3.6,4.7,3.4,3.2,3.1,3.3,3.7,12.2,15.3,2.5,0,23,3.4,3.7,4.5,57.1,2.1,2.37,3.47,2.3,2.56,3.52,3.17,4.63,2.8,3.87,3.6,3.23,2024-04-09,29,0.5
SME_02923,Ondo,South-West,Urban,Education,2,15,46.06,Sole Proprietorship,39,Male,Primary,N/A,12,7.4,1.2,1.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.02,1.1,1.4,1.1,1.3,1.5,1.7,2.0,3.7,4.4,1.4,3.4,3.8,3.2,3.6,3.2,3.5,3.6,1.7,1.9,3.3,4.3,2.1,3.6,3.1,2.7,2.4,2.3,2.0,2.7,2.1,-8.6,14.9,-0.1,0,10,1.5,2.2,2.2,61.0,1.06,1.2,1.43,1.85,1.38,3.06,3.43,2.4,3.23,3.13,3.05,2.23,2024-02-04,38,0.78
SME_02924,Bayelsa,South-South,Urban,Manufacturing,1,30,74.45,Limited Liability,38,Male,No Formal Education,N/A,12,8.4,1.4,1.7,1.0,1.6,1.0,1.2,1.0,1.0,1.0,1.0,1.36,1.8,1.8,2.3,2.1,1.7,1.9,1.5,3.6,3.4,2.9,2.5,2.7,2.5,3.4,4.0,2.3,2.6,3.1,2.9,3.4,3.7,2.8,3.4,3.5,3.5,2.2,2.7,2.2,2.4,1.9,2.8,15.8,2.1,1,21,2.6,3.5,3.2,64.2,1.19,1.97,2.13,1.7,1.75,2.96,3.23,2.87,3.3,3.47,3.17,2.37,2024-03-26,64,0.55
SME_02925,Lagos,South-West,Urban,Agriculture,3,18,58.6,Partnership,31,Male,Secondary,N/A,0,7.8,3.0,2.8,2.5,3.0,2.3,3.5,1.0,1.0,1.0,1.0,3.06,2.5,3.1,2.6,2.8,2.4,2.4,2.6,3.2,2.7,3.5,2.9,3.0,2.6,3.0,2.9,3.3,3.4,2.3,2.6,4.1,3.3,2.4,2.9,3.2,4.1,3.4,2.8,2.8,2.9,3.7,-1.0,19.5,3.9,0,17,4.1,3.1,3.5,61.5,2.11,2.73,3.1,2.5,2.61,2.74,3.07,2.77,3.27,3.4,3.05,3.0,2024-02-03,41,0.81
SME_02926,Ondo,South-West,Rural,Wholesale and Retail Trade,3,22,110.58,Limited Liability,32,Female,Bachelor,Economics,4,6.8,1.8,1.8,1.1,2.1,1.2,1.7,1.0,1.0,1.0,1.0,1.79,2.0,2.0,2.3,2.2,1.8,3.0,2.8,4.3,4.1,3.4,2.5,2.8,1.5,2.9,3.9,3.5,3.1,3.6,2.8,3.8,5.0,2.0,3.7,3.9,3.6,2.9,3.1,1.9,2.4,3.0,5.0,12.3,-0.5,0,14,2.2,4.0,3.1,71.2,1.37,2.1,2.07,2.9,2.11,2.86,3.43,3.17,3.6,3.73,3.36,2.63,2024-04-02,45,0.87
SME_02927,Oyo,South-West,Urban,Professional Services,4,13,94.39,Sole Proprietorship,33,Female,Postgraduate,Economics,4,8.0,2.5,2.0,1.2,2.5,1.9,3.2,1.0,1.0,1.0,1.0,2.57,2.1,2.4,2.0,2.1,1.8,2.3,2.5,3.9,2.8,2.7,1.3,2.8,2.6,2.7,3.0,3.3,1.0,1.8,2.5,2.4,3.0,2.0,3.9,3.9,3.7,3.7,3.5,3.1,2.8,3.5,6.5,19.1,6.5,0,22,2.8,4.0,3.7,76.0,1.73,2.17,2.23,2.4,2.13,2.3,3.0,1.77,2.47,3.83,2.67,3.43,2024-04-09,37,0.87
SME_02928,Ogun,South-West,Rural,Accommodation and Food Service,4,41,125.4,Limited Liability,42,Female,Bachelor,Engineering,13,5.7,2.4,1.1,2.1,1.0,1.0,2.2,1.0,1.0,1.0,1.0,1.63,2.2,1.7,2.3,2.2,1.3,2.2,2.8,3.7,3.8,3.1,2.5,1.9,1.8,3.1,4.0,3.7,2.5,2.3,3.2,3.0,3.2,2.5,3.5,3.4,3.3,2.5,2.0,2.0,2.6,3.2,-3.6,9.8,2.7,0,22,2.9,2.5,2.5,71.4,1.38,2.07,2.13,2.5,2.02,2.5,3.6,2.67,2.9,3.4,3.01,2.17,2024-01-23,55,0.87
SME_02929,Lagos,South-West,Urban,Transportation and Storage,1,18,63.99,Limited Liability,34,Female,Postgraduate,Engineering,8,8.1,3.1,2.0,1.0,2.6,1.5,2.3,1.0,1.0,1.0,1.0,2.39,1.9,3.1,2.6,2.2,2.6,2.6,3.2,4.3,3.8,3.4,2.2,3.6,2.6,3.6,2.9,2.8,2.7,1.3,2.1,2.8,3.0,2.3,4.4,3.2,4.6,2.3,2.3,2.7,2.6,3.1,3.4,19.0,6.1,0,20,2.9,3.1,3.6,70.6,1.65,2.53,2.57,2.9,2.41,2.52,3.1,2.03,2.7,4.07,2.88,2.43,2024-03-04,44,0.72
SME_02930,Lagos,South-West,Urban,Construction,8,29,39.51,Limited Liability,38,Female,Postgraduate,Arts and Humanities,0,8.2,2.4,2.5,1.7,1.8,1.3,2.2,1.0,1.0,1.0,1.0,1.99,2.3,2.9,2.8,3.2,2.4,2.6,2.0,2.8,3.5,3.4,2.9,3.9,3.0,2.9,2.9,3.3,1.9,2.7,1.8,3.2,3.1,2.4,3.7,3.6,4.4,2.3,3.3,2.9,2.7,2.6,-2.8,22.1,1.7,2,16,3.3,3.0,3.4,78.7,1.59,2.67,2.97,2.3,2.38,3.08,3.03,2.13,2.9,3.9,3.01,2.83,2024-02-18,38,0.75
SME_02931,Lagos,South-West,Urban,Information and Communication,1,9,46.28,Partnership,36,Female,Bachelor,Arts and Humanities,10,8.4,3.4,2.5,2.2,2.6,2.0,2.7,1.0,1.1,1.0,1.0,2.63,1.5,2.3,2.0,3.3,3.0,2.9,3.1,3.6,4.4,3.2,3.1,3.3,2.8,3.1,3.8,1.8,3.5,2.2,2.4,3.8,3.3,2.5,3.2,2.7,3.9,4.1,3.8,3.6,2.9,3.8,6.4,19.4,11.0,0,24,4.4,3.4,3.6,66.2,1.95,1.93,3.57,3.0,2.61,3.04,2.9,2.7,3.2,3.27,3.02,3.83,2024-03-12,59,0.95
SME_02932,Lagos,South-West,Rural,Professional Services,5,12,42.01,Limited Liability,42,Female,No Formal Education,N/A,12,7.0,3.3,2.3,2.5,3.0,2.4,3.4,1.0,1.0,1.0,1.0,3.06,2.2,3.3,3.4,3.7,2.9,2.4,3.2,3.4,3.2,3.7,2.4,2.2,2.2,3.6,3.9,3.3,3.0,3.7,3.3,3.2,4.3,1.7,3.6,3.6,4.5,3.4,3.9,3.9,3.7,3.6,8.0,18.8,9.9,0,28,3.5,4.3,3.6,66.8,2.09,2.97,3.37,2.8,2.81,2.88,3.6,3.33,3.07,3.9,3.36,3.73,2024-03-19,44,0.78
SME_02933,Osun,South-West,Urban,Wholesale and Retail Trade,9,22,98.77,Limited Liability,40,Male,Primary,N/A,6,4.1,1.7,1.0,1.0,1.0,1.3,2.4,1.0,1.4,1.0,1.0,1.58,1.4,1.0,1.2,1.0,1.0,1.1,1.0,3.5,3.8,1.2,2.5,2.5,2.5,2.1,2.3,2.5,3.0,2.5,3.2,2.8,4.6,2.2,2.9,4.2,2.8,2.6,2.6,2.2,2.7,2.2,-1.2,13.8,2.2,0,16,2.0,3.4,3.1,60.4,1.28,1.2,1.33,1.05,1.22,2.46,2.3,2.9,3.2,3.3,2.83,2.47,2024-03-01,38,0.86
SME_02934,Ekiti,South-West,Rural,Information and Communication,23,31,111.1,Limited Liability,46,Male,Secondary,N/A,0,4.7,2.1,1.4,1.0,1.0,1.4,1.3,1.0,1.0,1.0,1.0,1.21,1.2,1.0,1.4,2.1,1.0,1.1,1.2,3.5,4.3,1.5,1.0,2.6,2.4,4.1,3.0,3.2,3.0,3.0,3.4,2.9,4.0,1.3,4.4,3.0,3.9,3.2,3.1,2.3,3.2,3.4,3.6,18.0,2.5,0,25,1.9,2.8,2.9,56.5,1.22,1.2,1.67,1.15,1.31,2.4,3.43,3.13,2.73,3.77,3.09,2.87,2024-02-06,48,0.83
SME_02935,Ondo,South-West,Urban,Professional Services,1,13,51.27,Limited Liability,41,Male,Bachelor,Engineering,0,8.2,4.0,3.6,2.8,3.8,2.9,4.4,1.5,2.0,1.3,1.0,3.91,3.5,2.7,3.1,2.5,2.4,3.9,3.2,2.9,4.5,3.8,3.1,4.0,3.1,3.5,3.0,3.3,3.3,2.4,3.2,3.2,4.1,2.2,3.6,3.0,4.6,4.5,4.2,3.6,3.2,4.5,14.2,23.2,8.5,0,28,3.6,4.1,3.9,79.4,2.73,3.1,2.83,3.55,3.05,3.12,3.27,2.97,3.17,3.73,3.25,4.1,2024-03-26,30,0.93
SME_02936,Bayelsa,South-South,Urban,Information and Communication,2,10,31.78,Limited Liability,35,Female,Bachelor,Computer Science,8,7.7,1.7,1.1,1.2,1.7,1.8,1.9,1.0,1.0,1.0,1.0,1.67,1.0,1.0,1.3,1.7,2.1,2.0,1.7,3.0,3.6,1.9,2.7,3.5,3.0,2.1,3.6,2.1,3.1,3.2,3.6,2.7,3.9,2.4,3.3,3.5,3.8,2.9,3.1,2.8,3.0,3.2,-1.1,14.9,5.8,0,20,2.2,2.8,4.0,61.5,1.34,1.1,2.0,1.85,1.57,3.2,2.6,3.3,3.0,3.53,3.13,2.93,2024-03-30,45,0.66
SME_02937,Adamawa,North-East,Urban,Professional Services,1,25,88.56,Sole Proprietorship,43,Female,Secondary,N/A,17,6.2,2.5,1.7,1.7,1.3,1.4,2.7,1.1,1.0,1.0,1.0,2.07,2.9,2.5,2.5,2.2,2.2,2.4,2.4,3.3,3.8,2.3,2.0,3.3,2.0,2.0,3.1,3.7,4.2,4.1,3.3,3.9,3.7,2.7,3.0,2.8,3.6,3.3,3.3,2.8,3.2,2.9,1.3,16.8,10.3,1,20,2.9,3.8,3.0,66.7,1.54,2.63,2.43,2.4,2.25,2.9,2.93,3.87,3.43,3.13,3.25,3.13,2024-03-16,53,0.83
SME_02938,Ekiti,South-West,Urban,Construction,3,34,111.25,Limited Liability,38,Male,Primary,N/A,10,6.2,2.5,2.5,1.0,1.8,1.6,2.2,1.0,1.0,1.0,1.0,2.06,2.6,2.4,2.7,2.6,1.0,1.4,2.5,5.0,3.8,3.5,3.0,2.6,2.8,1.7,3.8,3.2,2.9,2.4,2.0,2.9,2.6,1.7,4.0,4.4,3.9,3.1,2.7,3.6,2.1,3.3,1.9,12.8,3.2,1,19,3.0,3.5,3.5,51.8,1.56,2.57,2.2,1.95,2.07,2.92,2.9,2.43,2.4,4.1,2.95,3.13,2024-02-12,41,0.93
SME_02939,Borno,North-East,Urban,Manufacturing,15,56,226.96,Partnership,47,Female,Secondary,N/A,0,4.2,1.1,1.2,1.3,1.6,1.3,1.0,1.0,1.0,1.0,1.0,1.2,1.4,1.2,1.7,1.0,2.0,1.0,1.0,4.4,2.8,1.7,1.7,1.6,1.2,3.0,2.5,2.7,4.2,3.7,3.4,3.7,4.1,2.3,3.2,3.1,2.9,1.9,2.4,2.3,1.5,2.2,-5.8,10.4,-1.7,0,14,2.0,2.2,2.7,58.6,1.15,1.43,1.67,1.0,1.31,2.14,2.73,3.77,3.37,3.07,3.02,2.2,2024-03-07,58,0.96
SME_02940,Akwa Ibom,South-South,Urban,Accommodation and Food Service,2,11,32.25,Sole Proprietorship,31,Female,Postgraduate,Law,4,7.8,2.4,2.7,1.3,2.4,1.8,2.8,1.0,1.0,1.0,1.0,2.5,2.4,2.4,2.4,2.1,2.0,2.5,2.2,4.1,3.5,2.7,3.4,3.3,2.6,2.1,2.3,2.4,3.0,3.9,2.3,3.5,2.8,1.4,4.0,3.9,3.7,2.3,3.6,3.1,3.5,2.3,8.8,11.6,-4.2,0,18,2.7,2.3,2.3,54.4,1.74,2.4,2.27,2.35,2.19,3.1,2.27,3.07,2.57,3.87,2.98,3.0,2024-04-08,41,0.64
SME_02941,Oyo,South-West,Urban,Health and Social Work,1,23,96.19,Partnership,39,Male,Bachelor,Natural Sciences,13,8.5,3.4,2.8,1.8,2.5,2.5,4.0,1.0,1.3,1.0,1.0,3.07,2.9,3.2,3.3,1.9,2.5,2.2,3.8,3.7,4.5,2.9,3.6,3.5,1.7,2.9,3.0,2.6,2.1,2.2,2.7,3.0,3.0,2.3,3.4,2.4,3.4,3.5,3.3,3.6,2.7,2.5,8.2,17.9,5.2,0,12,2.5,3.1,3.3,70.9,2.13,3.13,2.3,3.0,2.64,2.8,2.83,2.33,2.77,3.07,2.76,3.47,2024-03-26,48,0.8
SME_02942,Osun,South-West,Urban,Wholesale and Retail Trade,8,20,100.1,Limited Liability,41,Male,Secondary,N/A,8,4.6,1.2,1.0,1.2,1.9,1.0,1.7,1.0,1.1,1.0,1.0,1.53,1.4,1.3,1.0,1.4,1.2,1.0,1.2,2.8,4.6,2.1,2.5,2.7,2.6,3.4,3.3,3.1,3.0,2.1,2.7,3.1,2.8,2.5,3.3,3.3,3.8,2.4,2.2,1.8,1.7,1.9,0.8,15.2,-1.3,0,9,1.6,2.8,3.2,54.9,1.21,1.23,1.4,1.1,1.23,2.64,3.27,2.6,2.8,3.47,2.96,2.13,2024-02-25,46,0.87
SME_02943,Edo,South-South,Rural,Manufacturing,3,10,34.06,Partnership,33,Female,Secondary,N/A,5,6.8,2.8,2.5,1.3,2.0,1.7,2.8,1.0,1.0,1.0,1.0,2.32,1.7,1.8,2.3,2.5,2.8,2.4,2.7,3.2,3.8,2.8,2.5,3.4,3.4,4.1,4.4,3.8,4.5,2.9,3.7,3.9,3.6,2.7,4.1,3.0,4.2,2.4,3.1,2.6,3.1,3.4,-3.8,15.6,3.9,0,17,2.9,3.3,2.4,57.3,1.71,1.93,2.73,2.55,2.23,3.32,4.1,3.7,3.4,3.77,3.66,2.7,2024-02-27,28,0.68
SME_02944,FCT,North-Central,Urban,Information and Communication,2,19,128.13,Partnership,34,Female,Primary,N/A,7,5.9,2.4,2.3,1.0,1.6,2.5,2.8,1.0,1.0,1.0,1.0,2.14,1.3,1.0,1.9,3.0,1.9,2.1,1.7,3.4,4.6,2.2,2.4,1.9,1.6,3.7,3.7,3.6,3.5,2.9,2.2,3.7,2.9,1.9,4.5,2.3,4.0,3.5,2.9,2.8,2.8,3.1,5.7,18.0,-2.1,0,22,2.8,3.4,3.4,46.1,1.66,1.4,2.57,1.9,1.88,2.5,3.67,2.87,2.83,3.6,3.09,3.07,2024-03-03,36,0.88
SME_02945,Nasarawa,North-Central,Urban,Construction,1,35,60.18,Limited Liability,38,Male,Bachelor,Arts and Humanities,12,6.6,2.7,2.4,2.4,3.2,2.6,3.6,1.0,1.0,1.0,1.0,3.09,1.9,2.9,2.1,2.7,2.1,2.3,2.7,3.3,4.5,2.2,3.0,3.0,2.9,3.1,3.0,2.8,3.4,2.5,3.5,3.4,3.5,2.0,4.3,3.1,3.6,2.5,2.6,2.9,3.1,3.5,3.8,15.6,3.2,1,23,2.8,4.2,3.9,69.1,2.09,2.3,2.53,2.5,2.36,2.88,2.97,3.13,2.97,3.67,3.12,2.67,2024-03-18,50,0.83
SME_02946,Oyo,South-West,Urban,Wholesale and Retail Trade,5,29,112.86,Sole Proprietorship,44,Female,Bachelor,Law,0,6.7,3.1,2.9,2.3,2.6,2.6,2.7,1.0,1.0,1.0,1.0,2.59,2.1,2.3,2.2,2.4,1.1,1.2,1.9,3.5,4.2,2.3,2.1,3.0,1.9,2.2,3.3,2.7,2.3,2.5,2.7,2.6,2.4,2.6,3.1,2.8,3.9,3.3,2.8,2.8,3.1,2.9,9.5,16.0,5.7,0,19,4.1,4.1,4.1,68.4,2.02,2.2,2.53,1.55,2.08,2.56,2.73,2.5,2.53,3.27,2.72,2.97,2024-02-03,35,0.9
SME_02947,Ondo,South-West,Urban,Manufacturing,5,20,105.29,Limited Liability,44,Male,Postgraduate,Marketing,14,5.0,1.6,1.3,1.0,1.6,1.0,1.7,1.0,1.0,1.0,1.0,1.43,1.1,1.0,1.0,1.6,1.0,1.4,1.0,3.7,3.3,1.2,2.7,3.1,2.8,2.7,4.1,1.9,3.3,2.0,3.1,3.1,3.1,2.4,4.6,4.8,3.9,2.4,2.1,2.1,2.1,2.4,1.0,16.0,-2.4,0,16,3.3,2.7,2.3,53.0,1.22,1.03,1.97,1.2,1.36,2.94,2.9,2.8,2.87,4.43,3.19,2.2,2024-03-16,32,0.85
SME_02948,Lagos,South-West,Rural,Construction,1,35,78.85,Partnership,32,Female,Secondary,N/A,0,6.2,1.8,1.2,1.0,1.5,1.9,2.2,1.0,1.0,1.0,1.0,1.73,1.7,2.6,2.6,2.1,2.1,2.4,2.6,3.6,4.7,1.7,2.7,2.5,2.3,4.2,4.1,3.4,3.2,3.5,3.6,3.4,3.4,2.4,2.7,4.1,3.7,2.9,2.2,2.5,1.9,3.0,-0.1,14.4,0.4,0,9,3.0,3.0,2.7,52.4,1.36,2.3,2.4,2.5,2.14,3.02,3.9,3.43,3.07,3.5,3.38,2.53,2024-01-21,49,0.36
SME_02949,Edo,South-South,Urban,Information and Communication,8,10,35.66,Partnership,35,Male,Bachelor,Business Administration,2,7.9,2.5,2.1,1.4,1.7,1.6,2.1,1.0,1.0,1.0,1.0,1.97,2.1,2.2,2.2,3.6,2.1,2.4,2.2,3.9,4.0,3.1,3.8,3.7,2.6,3.3,2.6,3.1,3.5,1.8,2.0,3.2,4.9,2.1,4.2,3.7,4.0,2.8,3.0,3.3,3.5,3.2,7.0,19.9,5.5,0,26,2.9,4.0,4.1,76.6,1.54,2.17,2.87,2.3,2.22,2.9,3.0,2.43,3.4,3.97,3.14,3.03,2024-03-21,47,0.82
SME_02950,Akwa Ibom,South-South,Urban,Wholesale and Retail Trade,8,14,68.83,Sole Proprietorship,44,Male,Secondary,N/A,11,4.8,1.8,1.0,1.1,1.0,1.0,1.4,1.0,1.0,1.0,1.0,1.13,1.0,1.0,1.6,1.0,1.0,1.0,1.0,1.5,4.0,1.0,1.9,3.5,2.4,4.0,3.1,2.3,2.0,2.5,3.7,3.8,3.0,2.0,4.2,3.3,4.8,2.4,2.1,1.6,2.6,2.8,-9.0,12.3,0.1,0,11,2.0,2.2,2.6,56.1,1.13,1.2,1.33,1.0,1.16,2.68,3.13,2.73,2.93,4.1,3.11,2.03,2024-03-26,60,0.7
SME_02951,Osun,South-West,Urban,Manufacturing,4,57,220.44,Partnership,46,Female,Bachelor,Arts and Humanities,17,6.4,2.3,1.3,1.4,1.0,1.6,1.9,1.2,1.0,1.0,1.0,1.46,2.2,1.4,2.2,2.7,1.5,2.5,2.6,2.9,2.8,1.5,1.0,1.9,1.5,1.6,3.0,3.2,2.5,2.3,3.3,3.7,3.4,2.4,3.9,3.6,4.0,2.8,3.0,2.5,2.1,2.5,-6.4,17.9,1.2,0,22,3.0,3.3,3.4,63.1,1.37,1.93,2.4,2.55,2.06,1.94,2.6,2.7,3.17,3.83,2.85,2.77,2024-02-04,36,0.76
SME_02952,Ondo,South-West,Urban,Accommodation and Food Service,13,27,105.22,Partnership,36,Male,Primary,N/A,0,6.8,3.1,3.0,2.8,3.1,1.7,3.5,1.0,1.0,1.0,1.0,3.2,2.5,3.3,3.1,2.7,2.3,2.5,3.1,3.1,3.6,3.6,2.2,2.9,2.3,3.3,3.1,2.6,2.5,2.8,1.9,4.5,4.1,1.6,3.1,3.3,3.3,3.1,3.5,3.6,3.8,3.8,7.6,14.7,4.3,0,25,3.1,3.2,2.9,64.4,2.12,2.97,2.7,2.8,2.65,2.66,3.0,2.4,3.4,3.23,2.94,3.4,2024-03-02,63,0.88
SME_02953,Abia,South-East,Urban,Wholesale and Retail Trade,2,24,86.39,Limited Liability,44,Female,Bachelor,Business Administration,0,6.9,2.1,1.0,1.2,2.9,1.0,2.2,1.0,1.5,1.0,1.0,2.21,1.7,2.4,1.8,1.8,1.9,2.6,2.4,3.4,2.8,3.1,2.5,2.2,3.1,2.4,2.5,2.2,3.8,4.1,3.5,2.8,4.4,1.6,3.5,3.6,3.8,2.4,3.1,2.3,2.8,2.8,-5.4,9.5,1.1,0,8,3.2,3.1,2.9,63.0,1.49,1.97,2.3,2.5,2.06,2.88,2.37,3.8,2.93,3.63,3.12,2.6,2024-02-13,48,0.56
SME_02954,Kebbi,North-West,Urban,Wholesale and Retail Trade,3,22,98.25,Limited Liability,35,Male,Primary,N/A,7,6.9,1.8,1.1,1.0,1.0,1.0,2.1,1.0,1.0,1.0,1.0,1.47,2.7,2.0,2.8,1.5,1.7,2.2,1.8,4.2,3.9,2.8,2.8,2.2,1.7,1.7,3.6,2.8,4.3,3.4,4.2,3.4,3.0,1.6,3.3,3.9,3.7,2.8,2.7,2.5,2.7,3.3,0.8,11.2,0.1,0,15,2.5,3.0,3.8,59.5,1.2,2.5,1.9,2.0,1.9,2.74,2.7,3.97,2.67,3.63,3.14,2.67,2024-02-28,31,0.93
SME_02955,Oyo,South-West,Urban,Wholesale and Retail Trade,13,30,97.52,Sole Proprietorship,50,Male,Bachelor,Economics,12,4.8,1.3,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.17,1.9,2.3,1.2,1.8,1.0,1.0,1.0,3.2,3.6,1.8,2.1,2.9,2.8,2.2,3.6,2.6,3.0,3.2,3.0,2.7,4.6,2.2,4.2,3.5,3.6,2.6,2.5,2.1,2.3,3.2,-7.4,16.8,-2.2,1,14,1.5,2.7,2.5,53.4,1.08,1.8,1.43,1.0,1.33,2.92,2.8,3.07,3.17,3.77,3.15,2.4,2024-02-07,43,0.82
SME_02956,Delta,South-South,Urban,Agriculture,13,7,12.27,Limited Liability,36,Male,Bachelor,Engineering,0,8.3,3.8,2.5,2.1,3.5,2.6,2.9,1.0,1.0,1.0,1.0,3.06,1.3,2.1,2.2,2.3,1.4,2.1,2.4,3.3,4.2,2.2,3.3,3.1,2.7,3.6,3.7,2.4,4.3,2.5,2.2,1.9,3.8,1.9,3.6,2.2,4.2,3.0,2.8,1.9,2.7,3.1,11.4,13.1,4.4,0,26,2.9,2.9,2.5,69.6,2.14,1.87,2.2,2.25,2.12,3.06,3.23,3.0,2.53,3.33,3.03,2.57,2024-01-29,22,0.7
SME_02957,Abia,South-East,Urban,Professional Services,10,23,173.7,Limited Liability,35,Male,Bachelor,Marketing,0,8.5,2.0,1.0,1.2,1.0,1.0,1.8,1.0,1.0,1.0,1.0,1.27,2.8,2.1,2.4,2.0,1.4,1.0,1.9,4.2,3.5,2.4,1.0,1.0,2.4,4.2,3.6,2.6,2.7,3.1,3.6,3.3,4.1,1.8,4.5,3.1,3.9,2.6,2.9,2.8,2.2,3.0,7.3,10.6,2.7,0,12,2.9,3.1,3.5,87.2,1.2,2.43,2.1,1.45,1.8,2.22,3.47,3.13,3.07,3.83,3.14,2.77,2024-03-19,40,0.87
SME_02958,Sokoto,North-West,Urban,Accommodation and Food Service,11,15,39.31,Sole Proprietorship,45,Male,Bachelor,Agriculture,0,6.2,3.7,3.0,2.0,1.3,3.1,3.8,1.0,1.0,1.0,1.0,2.72,2.4,2.6,2.4,3.0,2.5,2.2,3.3,3.6,3.7,3.2,2.7,4.2,3.5,4.2,4.1,2.8,3.9,3.3,3.6,3.5,4.0,1.6,4.5,3.0,3.6,2.0,2.7,2.0,3.0,2.9,1.8,16.0,0.9,0,10,1.9,2.8,3.2,72.7,2.09,2.47,2.47,2.75,2.45,3.56,3.7,3.6,3.03,3.7,3.52,2.23,2024-02-14,25,0.97
SME_02959,Ondo,South-West,Urban,Wholesale and Retail Trade,16,22,57.0,Limited Liability,43,Female,No Formal Education,N/A,0,5.4,2.2,1.8,1.0,2.8,1.1,2.0,1.0,1.0,1.0,1.0,2.21,2.2,1.9,2.2,2.0,1.4,2.4,1.1,2.9,3.5,1.9,2.8,3.3,2.9,3.4,2.9,2.7,3.2,2.8,2.4,3.3,3.1,3.4,4.3,4.7,3.9,2.7,2.7,2.5,3.3,2.7,2.0,20.4,1.0,2,13,2.0,2.7,3.3,70.1,1.49,2.1,1.8,1.75,1.78,2.94,3.0,2.8,3.27,4.3,3.26,2.63,2024-03-16,49,0.55
