state,year,livestock_type,population_thousands,daily_manure_production_kg,annual_manure_production_tonnes,daily_biogas_potential_m3,annual_biogas_potential_m3,annual_methane_production_m3,annual_electricity_potential_kwh,annual_energy_potential_gj,methane_content
FCT,2021,cattle,2958.48,73961.97,26996.12,2958.48,1079844.77,647906.86,2159689.55,21596.9,0.6
FCT,2021,sheep,8875.44,22188.59,8098.84,1109.43,404941.79,242965.07,809883.58,8098.84,0.6
FCT,2021,goats,11833.92,23667.83,8638.76,1183.39,431937.91,259162.75,863875.82,8638.76,0.6
FCT,2021,pigs,1183.39,5916.96,2159.69,355.02,129581.37,84227.89,259162.75,2591.63,0.65
FCT,2021,poultry,29584.79,2958.48,1079.84,236.68,86387.58,60471.31,172775.16,1727.75,0.7
FCT,2021,donkeys,591.7,8875.44,3239.53,355.02,129581.37,77748.82,259162.75,2591.63,0.6
FCT,2021,horses,295.85,5916.96,2159.69,236.68,86387.58,51832.55,172775.16,1727.75,0.6
FCT,2022,cattle,2535.58,63389.58,23137.2,2535.58,925487.86,555292.71,1850975.71,18509.76,0.6
FCT,2022,sheep,7606.75,19016.87,6941.16,950.84,347057.95,208234.77,694115.89,6941.16,0.6
FCT,2022,goats,10142.33,20284.67,7403.9,1014.23,370195.14,222117.09,740390.29,7403.9,0.6
FCT,2022,pigs,1014.23,5071.17,1850.98,304.27,111058.54,72188.05,222117.09,2221.17,0.65
FCT,2022,poultry,25355.83,2535.58,925.49,202.85,74039.03,51827.32,148078.06,1480.78,0.7
FCT,2022,donkeys,507.12,7606.75,2776.46,304.27,111058.54,66635.13,222117.09,2221.17,0.6
FCT,2022,horses,253.56,5071.17,1850.98,202.85,74039.03,44423.42,148078.06,1480.78,0.6
FCT,2023,cattle,2332.73,58318.33,21286.19,2332.73,851447.67,510868.6,1702895.35,17028.95,0.6
FCT,2023,sheep,6998.2,17495.5,6385.86,874.78,319292.88,191575.73,638585.75,6385.86,0.6
FCT,2023,goats,9330.93,18661.87,6811.58,933.09,340579.07,204347.44,681158.14,6811.58,0.6
FCT,2023,pigs,933.09,4665.47,1702.9,279.93,102173.72,66412.92,204347.44,2043.47,0.65
FCT,2023,poultry,23327.33,2332.73,851.45,186.62,68115.81,47681.07,136231.63,1362.32,0.7
FCT,2023,donkeys,466.55,6998.2,2554.34,279.93,102173.72,61304.23,204347.44,2043.47,0.6
FCT,2023,horses,233.27,4665.47,1702.9,186.62,68115.81,40869.49,136231.63,1362.32,0.6
FCT,2024,cattle,1337.68,33441.88,12206.29,1337.68,488251.5,292950.9,976503.0,9765.03,0.6
FCT,2024,sheep,4013.03,10032.57,3661.89,501.63,183094.31,109856.59,366188.63,3661.89,0.6
FCT,2024,goats,5350.7,10701.4,3906.01,535.07,195300.6,117180.36,390601.2,3906.01,0.6
FCT,2024,pigs,535.07,2675.35,976.5,160.52,58590.18,38083.62,117180.36,1171.8,0.65
FCT,2024,poultry,13376.75,1337.68,488.25,107.01,39060.12,27342.08,78120.24,781.2,0.7
FCT,2024,donkeys,267.54,4013.03,1464.75,160.52,58590.18,35154.11,117180.36,1171.8,0.6
FCT,2024,horses,133.77,2675.35,976.5,107.01,39060.12,23436.07,78120.24,781.2,0.6
Gombe,2020,cattle,7845.02,196125.54,71585.82,7845.02,2863432.91,1718059.75,5726865.83,57268.66,0.6
Gombe,2020,sheep,23535.07,58837.66,21475.75,2941.88,1073787.34,644272.41,2147574.68,21475.75,0.6
Gombe,2020,goats,31380.09,62760.17,22907.46,3138.01,1145373.17,687223.9,2290746.33,22907.46,0.6
Gombe,2020,pigs,3138.01,15690.04,5726.87,941.4,343611.95,223347.77,687223.9,6872.24,0.65
Gombe,2020,poultry,78450.22,7845.02,2863.43,627.6,229074.63,160352.24,458149.27,4581.49,0.7
Gombe,2020,donkeys,1569.0,23535.07,8590.3,941.4,343611.95,206167.17,687223.9,6872.24,0.6
Gombe,2020,horses,784.5,15690.04,5726.87,627.6,229074.63,137444.78,458149.27,4581.49,0.6
Gombe,2021,cattle,9239.27,230981.66,84308.31,9239.27,3372332.23,2023399.34,6744664.47,67446.64,0.6
Gombe,2021,sheep,27717.8,69294.5,25292.49,3464.72,1264624.59,758774.75,2529249.18,25292.49,0.6
Gombe,2021,goats,36957.07,73914.13,26978.66,3695.71,1348932.89,809359.74,2697865.79,26978.66,0.6
Gombe,2021,pigs,3695.71,18478.53,6744.66,1108.71,404679.87,263041.91,809359.74,8093.6,0.65
Gombe,2021,poultry,92392.66,9239.27,3372.33,739.14,269786.58,188850.61,539573.16,5395.73,0.7
Gombe,2021,donkeys,1847.85,27717.8,10117.0,1108.71,404679.87,242807.92,809359.74,8093.6,0.6
Gombe,2021,horses,923.93,18478.53,6744.66,739.14,269786.58,161871.95,539573.16,5395.73,0.6
Gombe,2022,cattle,6805.47,170136.68,62099.89,6805.47,2483995.52,1490397.31,4967991.03,49679.91,0.6
Gombe,2022,sheep,20416.4,51041.0,18629.97,2552.05,931498.32,558898.99,1862996.64,18629.97,0.6
Gombe,2022,goats,27221.87,54443.74,19871.96,2722.19,993598.21,596158.92,1987196.41,19871.96,0.6
Gombe,2022,pigs,2722.19,13610.93,4967.99,816.66,298079.46,193751.65,596158.92,5961.59,0.65
Gombe,2022,poultry,68054.67,6805.47,2484.0,544.44,198719.64,139103.75,397439.28,3974.39,0.7
Gombe,2022,donkeys,1361.09,20416.4,7451.99,816.66,298079.46,178847.68,596158.92,5961.59,0.6
Gombe,2022,horses,680.55,13610.93,4967.99,544.44,198719.64,119231.78,397439.28,3974.39,0.6
Gombe,2023,cattle,8234.94,205873.45,75143.81,8234.94,3005752.36,1803451.41,6011504.71,60115.05,0.6
Gombe,2023,sheep,24704.81,61762.03,22543.14,3088.1,1127157.13,676294.28,2254314.27,22543.14,0.6
Gombe,2023,goats,32939.75,65879.5,24046.02,3293.98,1202300.94,721380.57,2404601.89,24046.02,0.6
Gombe,2023,pigs,3293.98,16469.88,6011.5,988.19,360690.28,234448.68,721380.57,7213.81,0.65
Gombe,2023,poultry,82349.38,8234.94,3005.75,658.8,240460.19,168322.13,480920.38,4809.2,0.7
Gombe,2023,donkeys,1646.99,24704.81,9017.26,988.19,360690.28,216414.17,721380.57,7213.81,0.6
Gombe,2023,horses,823.49,16469.88,6011.5,658.8,240460.19,144276.11,480920.38,4809.2,0.6
Gombe,2024,cattle,9667.97,241699.34,88220.26,9667.97,3528810.34,2117286.2,7057620.67,70576.21,0.6
Gombe,2024,sheep,29003.92,72509.8,26466.08,3625.49,1323303.88,793982.33,2646607.75,26466.08,0.6
Gombe,2024,goats,38671.89,77343.79,28230.48,3867.19,1411524.13,846914.48,2823048.27,28230.48,0.6
Gombe,2024,pigs,3867.19,19335.95,7057.62,1160.16,423457.24,275247.21,846914.48,8469.14,0.65
Gombe,2024,poultry,96679.74,9667.97,3528.81,773.44,282304.83,197613.38,564609.65,5646.1,0.7
Gombe,2024,donkeys,1933.59,29003.92,10586.43,1160.16,423457.24,254074.34,846914.48,8469.14,0.6
Gombe,2024,horses,966.8,19335.95,7057.62,773.44,282304.83,169382.9,564609.65,5646.1,0.6
Imo,2020,cattle,2981.54,74538.43,27206.53,2981.54,1088261.09,652956.65,2176522.18,21765.22,0.6
Imo,2020,sheep,8944.61,22361.53,8161.96,1118.08,408097.91,244858.75,816195.82,8161.96,0.6
Imo,2020,goats,11926.15,23852.3,8706.09,1192.61,435304.44,261182.66,870608.87,8706.09,0.6
Imo,2020,pigs,1192.61,5963.07,2176.52,357.78,130591.33,84884.37,261182.66,2611.83,0.65
Imo,2020,poultry,29815.37,2981.54,1088.26,238.52,87060.89,60942.62,174121.77,1741.22,0.7
Imo,2020,donkeys,596.31,8944.61,3264.78,357.78,130591.33,78354.8,261182.66,2611.83,0.6
Imo,2020,horses,298.15,5963.07,2176.52,238.52,87060.89,52236.53,174121.77,1741.22,0.6
Imo,2021,cattle,2980.85,74521.31,27200.28,2980.85,1088011.14,652806.68,2176022.27,21760.22,0.6
Imo,2021,sheep,8942.56,22356.39,8160.08,1117.82,408004.18,244802.51,816008.35,8160.08,0.6
Imo,2021,goats,11923.41,23846.82,8704.09,1192.34,435204.45,261122.67,870408.91,8704.09,0.6
Imo,2021,pigs,1192.34,5961.7,2176.02,357.7,130561.34,84864.87,261122.67,2611.23,0.65
Imo,2021,poultry,29808.52,2980.85,1088.01,238.47,87040.89,60928.62,174081.78,1740.82,0.7
Imo,2021,donkeys,596.17,8942.56,3264.03,357.7,130561.34,78336.8,261122.67,2611.23,0.6
Imo,2021,horses,298.09,5961.7,2176.02,238.47,87040.89,52224.53,174081.78,1740.82,0.6
Imo,2022,cattle,3079.27,76981.66,28098.3,3079.27,1123932.18,674359.31,2247864.37,22478.64,0.6
Imo,2022,sheep,9237.8,23094.5,8429.49,1154.72,421474.57,252884.74,842949.14,8429.49,0.6
Imo,2022,goats,12317.07,24634.13,8991.46,1231.71,449572.87,269743.72,899145.75,8991.46,0.6
Imo,2022,pigs,1231.71,6158.53,2247.86,369.51,134871.86,87666.71,269743.72,2697.44,0.65
Imo,2022,poultry,30792.66,3079.27,1123.93,246.34,89914.57,62940.2,179829.15,1798.29,0.7
Imo,2022,donkeys,615.85,9237.8,3371.8,369.51,134871.86,80923.12,269743.72,2697.44,0.6
Imo,2022,horses,307.93,6158.53,2247.86,246.34,89914.57,53948.74,179829.15,1798.29,0.6
Imo,2023,cattle,2418.69,60467.27,22070.55,2418.69,882822.11,529693.27,1765644.22,17656.44,0.6
Imo,2023,sheep,7256.07,18140.18,6621.17,907.01,331058.29,198634.97,662116.58,6621.17,0.6
Imo,2023,goats,9674.76,19349.53,7062.58,967.48,353128.84,211877.31,706257.69,7062.58,0.6
Imo,2023,pigs,967.48,4837.38,1765.64,290.24,105938.65,68860.12,211877.31,2118.77,0.65
Imo,2023,poultry,24186.91,2418.69,882.82,193.5,70625.77,49438.04,141251.54,1412.52,0.7
Imo,2023,donkeys,483.74,7256.07,2648.47,290.24,105938.65,63563.19,211877.31,2118.77,0.6
Imo,2023,horses,241.87,4837.38,1765.64,193.5,70625.77,42375.46,141251.54,1412.52,0.6
Imo,2024,cattle,2337.65,58441.14,21331.02,2337.65,853240.69,511944.42,1706481.38,17064.81,0.6
Imo,2024,sheep,7012.94,17532.34,6399.31,876.62,319965.26,191979.16,639930.52,6399.31,0.6
Imo,2024,goats,9350.58,18701.17,6825.93,935.06,341296.28,204777.77,682592.55,6825.93,0.6
Imo,2024,pigs,935.06,4675.29,1706.48,280.52,102388.88,66552.77,204777.77,2047.78,0.65
Imo,2024,poultry,23376.46,2337.65,853.24,187.01,68259.26,47781.48,136518.51,1365.19,0.7
Imo,2024,donkeys,467.53,7012.94,2559.72,280.52,102388.88,61433.33,204777.77,2047.78,0.6
Imo,2024,horses,233.76,4675.29,1706.48,187.01,68259.26,40955.55,136518.51,1365.19,0.6
Jigawa,2020,cattle,8428.08,210702.09,76906.26,8428.08,3076250.47,1845750.28,6152500.93,61525.01,0.6
Jigawa,2020,sheep,25284.25,63210.63,23071.88,3160.53,1153593.92,692156.35,2307187.85,23071.88,0.6
Jigawa,2020,goats,33712.33,67424.67,24610.0,3371.23,1230500.19,738300.11,2461000.37,24610.0,0.6
Jigawa,2020,pigs,3371.23,16856.17,6152.5,1011.37,369150.06,239947.54,738300.11,7383.0,0.65
Jigawa,2020,poultry,84280.83,8428.08,3076.25,674.25,246100.04,172270.03,492200.07,4922.0,0.7
Jigawa,2020,donkeys,1685.62,25284.25,9228.75,1011.37,369150.06,221490.03,738300.11,7383.0,0.6
Jigawa,2020,horses,842.81,16856.17,6152.5,674.25,246100.04,147660.02,492200.07,4922.0,0.6
Jigawa,2021,cattle,8683.25,217081.26,79234.66,8683.25,3169386.39,1901631.84,6338772.78,63387.73,0.6
Jigawa,2021,sheep,26049.75,65124.38,23770.4,3256.22,1188519.9,713111.94,2377039.79,23770.4,0.6
Jigawa,2021,goats,34733.0,69466.0,25355.09,3473.3,1267754.56,760652.73,2535509.11,25355.09,0.6
Jigawa,2021,pigs,3473.3,17366.5,6338.77,1041.99,380326.37,247212.14,760652.73,7606.53,0.65
Jigawa,2021,poultry,86832.5,8683.25,3169.39,694.66,253550.91,177485.64,507101.82,5071.02,0.7
Jigawa,2021,donkeys,1736.65,26049.75,9508.16,1041.99,380326.37,228195.82,760652.73,7606.53,0.6
Jigawa,2021,horses,868.33,17366.5,6338.77,694.66,253550.91,152130.55,507101.82,5071.02,0.6
Jigawa,2022,cattle,9117.29,227932.25,83195.27,9117.29,3327810.84,1996686.5,6655621.68,66556.22,0.6
Jigawa,2022,sheep,27351.87,68379.67,24958.58,3418.98,1247929.07,748757.44,2495858.13,24958.58,0.6
Jigawa,2022,goats,36469.16,72938.32,26622.49,3646.92,1331124.34,798674.6,2662248.67,26622.49,0.6
Jigawa,2022,pigs,3646.92,18234.58,6655.62,1094.07,399337.3,259569.25,798674.6,7986.75,0.65
Jigawa,2022,poultry,91172.9,9117.29,3327.81,729.38,266224.87,186357.41,532449.73,5324.5,0.7
Jigawa,2022,donkeys,1823.46,27351.87,9983.43,1094.07,399337.3,239602.38,798674.6,7986.75,0.6
Jigawa,2022,horses,911.73,18234.58,6655.62,729.38,266224.87,159734.92,532449.73,5324.5,0.6
Jigawa,2023,cattle,9526.3,238157.42,86927.46,9526.3,3477098.26,2086258.96,6954196.52,69541.97,0.6
Jigawa,2023,sheep,28578.89,71447.22,26078.24,3572.36,1303911.85,782347.11,2607823.7,26078.24,0.6
Jigawa,2023,goats,38105.19,76210.37,27816.79,3810.52,1390839.3,834503.58,2781678.61,27816.79,0.6
Jigawa,2023,pigs,3810.52,19052.59,6954.2,1143.16,417251.79,271213.66,834503.58,8345.04,0.65
Jigawa,2023,poultry,95262.97,9526.3,3477.1,762.1,278167.86,194717.5,556335.72,5563.36,0.7
Jigawa,2023,donkeys,1905.26,28578.89,10431.29,1143.16,417251.79,250351.07,834503.58,8345.04,0.6
Jigawa,2023,horses,952.63,19052.59,6954.2,762.1,278167.86,166900.72,556335.72,5563.36,0.6
Jigawa,2024,cattle,8438.11,210952.76,76997.76,8438.11,3079910.32,1847946.19,6159820.64,61598.21,0.6
Jigawa,2024,sheep,25314.33,63285.83,23099.33,3164.29,1154966.37,692979.82,2309932.74,23099.33,0.6
Jigawa,2024,goats,33752.44,67504.88,24639.28,3375.24,1231964.13,739178.48,2463928.25,24639.28,0.6
Jigawa,2024,pigs,3375.24,16876.22,6159.82,1012.57,369589.24,240233.0,739178.48,7391.78,0.65
Jigawa,2024,poultry,84381.1,8438.11,3079.91,675.05,246392.83,172474.98,492785.65,4927.86,0.7
Jigawa,2024,donkeys,1687.62,25314.33,9239.73,1012.57,369589.24,221753.54,739178.48,7391.78,0.6
Jigawa,2024,horses,843.81,16876.22,6159.82,675.05,246392.83,147835.7,492785.65,4927.86,0.6
Kaduna,2020,cattle,5504.55,137613.72,50229.01,5504.55,2009160.34,1205496.21,4018320.69,40183.21,0.6
Kaduna,2020,sheep,16513.65,41284.12,15068.7,2064.21,753435.13,452061.08,1506870.26,15068.7,0.6
Kaduna,2020,goats,22018.2,44036.39,16073.28,2201.82,803664.14,482198.48,1607328.27,16073.28,0.6
Kaduna,2020,pigs,2201.82,11009.1,4018.32,660.55,241099.24,156714.51,482198.48,4821.98,0.65
Kaduna,2020,poultry,55045.49,5504.55,2009.16,440.36,160732.83,112512.98,321465.65,3214.66,0.7
Kaduna,2020,donkeys,1100.91,16513.65,6027.48,660.55,241099.24,144659.54,482198.48,4821.98,0.6
Kaduna,2020,horses,550.45,11009.1,4018.32,440.36,160732.83,96439.7,321465.65,3214.66,0.6
Kaduna,2021,cattle,6586.73,164668.3,60103.93,6586.73,2404157.22,1442494.33,4808314.44,48083.14,0.6
Kaduna,2021,sheep,19760.2,49400.49,18031.18,2470.02,901558.96,540935.37,1803117.91,18031.18,0.6
Kaduna,2021,goats,26346.93,52693.86,19233.26,2634.69,961662.89,576997.73,1923325.77,19233.26,0.6
Kaduna,2021,pigs,2634.69,13173.46,4808.31,790.41,288498.87,187524.26,576997.73,5769.98,0.65
Kaduna,2021,poultry,65867.32,6586.73,2404.16,526.94,192332.58,134632.8,384665.15,3846.65,0.7
Kaduna,2021,donkeys,1317.35,19760.2,7212.47,790.41,288498.87,173099.32,576997.73,5769.98,0.6
Kaduna,2021,horses,658.67,13173.46,4808.31,526.94,192332.58,115399.55,384665.15,3846.65,0.6
Kaduna,2022,cattle,6306.89,157672.13,57550.33,6306.89,2302013.13,1381207.88,4604026.27,46040.26,0.6
Kaduna,2022,sheep,18920.66,47301.64,17265.1,2365.08,863254.93,517952.96,1726509.85,17265.1,0.6
Kaduna,2022,goats,25227.54,50455.08,18416.11,2522.75,920805.25,552483.15,1841610.51,18416.11,0.6
Kaduna,2022,pigs,2522.75,12613.77,4604.03,756.83,276241.58,179557.02,552483.15,5524.83,0.65
Kaduna,2022,poultry,63068.85,6306.89,2302.01,504.55,184161.05,128912.74,368322.1,3683.22,0.7
Kaduna,2022,donkeys,1261.38,18920.66,6906.04,756.83,276241.58,165744.95,552483.15,5524.83,0.6
Kaduna,2022,horses,630.69,12613.77,4604.03,504.55,184161.05,110496.63,368322.1,3683.22,0.6
Kaduna,2023,cattle,6655.43,166385.79,60730.81,6655.43,2429232.57,1457539.54,4858465.13,48584.65,0.6
Kaduna,2023,sheep,19966.3,49915.74,18219.24,2495.79,910962.21,546577.33,1821924.42,18219.24,0.6
Kaduna,2023,goats,26621.73,53243.45,19433.86,2662.17,971693.03,583015.82,1943386.05,19433.86,0.6
Kaduna,2023,pigs,2662.17,13310.86,4858.47,798.65,291507.91,189480.14,583015.82,5830.16,0.65
Kaduna,2023,poultry,66554.32,6655.43,2429.23,532.43,194338.61,136037.02,388677.21,3886.77,0.7
Kaduna,2023,donkeys,1331.09,19966.3,7287.7,798.65,291507.91,174904.74,583015.82,5830.16,0.6
Kaduna,2023,horses,665.54,13310.86,4858.47,532.43,194338.61,116603.16,388677.21,3886.77,0.6
Kaduna,2024,cattle,7153.86,178846.58,65279.0,7153.86,2611160.13,1566696.08,5222320.26,52223.2,0.6
Kaduna,2024,sheep,21461.59,53653.98,19583.7,2682.7,979185.05,587511.03,1958370.1,19583.7,0.6
Kaduna,2024,goats,28615.45,57230.91,20889.28,2861.55,1044464.05,626678.43,2088928.1,20889.28,0.6
Kaduna,2024,pigs,2861.55,14307.73,5222.32,858.46,313339.22,203670.49,626678.43,6266.78,0.65
Kaduna,2024,poultry,71538.63,7153.86,2611.16,572.31,208892.81,146224.97,417785.62,4177.86,0.7
Kaduna,2024,donkeys,1430.77,21461.59,7833.48,858.46,313339.22,188003.53,626678.43,6266.78,0.6
Kaduna,2024,horses,715.39,14307.73,5222.32,572.31,208892.81,125335.69,417785.62,4177.86,0.6
Kano,2020,cattle,8670.02,216750.4,79113.9,8670.02,3164555.85,1898733.51,6329111.7,63291.12,0.6
Kano,2020,sheep,26010.05,65025.12,23734.17,3251.26,1186708.44,712025.07,2373416.89,23734.17,0.6
Kano,2020,goats,34680.06,69360.13,25316.45,3468.01,1265822.34,759493.4,2531644.68,25316.45,0.6
Kano,2020,pigs,3468.01,17340.03,6329.11,1040.4,379746.7,246835.36,759493.4,7594.93,0.65
Kano,2020,poultry,86700.16,8670.02,3164.56,693.6,253164.47,177215.13,506328.94,5063.29,0.7
Kano,2020,donkeys,1734.0,26010.05,9493.67,1040.4,379746.7,227848.02,759493.4,7594.93,0.6
Kano,2020,horses,867.0,17340.03,6329.11,693.6,253164.47,151898.68,506328.94,5063.29,0.6
Kano,2021,cattle,7224.41,180610.13,65922.7,7224.41,2636907.84,1582144.7,5273815.68,52738.16,0.6
Kano,2021,sheep,21673.22,54183.04,19776.81,2709.15,988840.44,593304.26,1977680.88,19776.81,0.6
Kano,2021,goats,28897.62,57795.24,21095.26,2889.76,1054763.14,632857.88,2109526.27,21095.26,0.6
Kano,2021,pigs,2889.76,14448.81,5273.82,866.93,316428.94,205678.81,632857.88,6328.58,0.65
Kano,2021,poultry,72244.05,7224.41,2636.91,577.95,210952.63,147666.84,421905.25,4219.05,0.7
Kano,2021,donkeys,1444.88,21673.22,7910.72,866.93,316428.94,189857.36,632857.88,6328.58,0.6
Kano,2021,horses,722.44,14448.81,5273.82,577.95,210952.63,126571.58,421905.25,4219.05,0.6
Kano,2022,cattle,7554.35,188858.84,68933.48,7554.35,2757339.13,1654403.48,5514678.27,55146.78,0.6
Kano,2022,sheep,22663.06,56657.65,20680.04,2832.88,1034002.17,620401.3,2068004.35,20680.04,0.6
Kano,2022,goats,30217.42,60434.83,22058.71,3021.74,1102935.65,661761.39,2205871.31,22058.71,0.6
Kano,2022,pigs,3021.74,15108.71,5514.68,906.52,330880.7,215072.45,661761.39,6617.61,0.65
Kano,2022,poultry,75543.54,7554.35,2757.34,604.35,220587.13,154410.99,441174.26,4411.74,0.7
Kano,2022,donkeys,1510.87,22663.06,8272.02,906.52,330880.7,198528.42,661761.39,6617.61,0.6
Kano,2022,horses,755.44,15108.71,5514.68,604.35,220587.13,132352.28,441174.26,4411.74,0.6
Kano,2023,cattle,6847.32,171183.02,62481.8,6847.32,2499272.14,1499563.29,4998544.29,49985.44,0.6
Kano,2023,sheep,20541.96,51354.91,18744.54,2567.75,937227.05,562336.23,1874454.11,18744.54,0.6
Kano,2023,goats,27389.28,54778.57,19994.18,2738.93,999708.86,599825.31,1999417.72,19994.18,0.6
Kano,2023,pigs,2738.93,13694.64,4998.54,821.68,299912.66,194943.23,599825.31,5998.25,0.65
Kano,2023,poultry,68473.21,6847.32,2499.27,547.79,199941.77,139959.24,399883.54,3998.84,0.7
Kano,2023,donkeys,1369.46,20541.96,7497.82,821.68,299912.66,179947.59,599825.31,5998.25,0.6
Kano,2023,horses,684.73,13694.64,4998.54,547.79,199941.77,119965.06,399883.54,3998.84,0.6
Kano,2024,cattle,8663.02,216575.53,79050.07,8663.02,3162002.76,1897201.66,6324005.53,63240.06,0.6
Kano,2024,sheep,25989.06,64972.66,23715.02,3248.63,1185751.04,711450.62,2371502.07,23715.02,0.6
Kano,2024,goats,34652.09,69304.17,25296.02,3465.21,1264801.11,758880.66,2529602.21,25296.02,0.6
Kano,2024,pigs,3465.21,17326.04,6324.01,1039.56,379440.33,246636.22,758880.66,7588.81,0.65
Kano,2024,poultry,86630.21,8663.02,3162.0,693.04,252960.22,177072.15,505920.44,5059.2,0.7
Kano,2024,donkeys,1732.6,25989.06,9486.01,1039.56,379440.33,227664.2,758880.66,7588.81,0.6
Kano,2024,horses,866.3,17326.04,6324.01,693.04,252960.22,151776.13,505920.44,5059.2,0.6
Katsina,2020,cattle,6107.83,152695.67,55733.92,6107.83,2229356.79,1337614.07,4458713.58,44587.14,0.6
Katsina,2020,sheep,18323.48,45808.7,16720.18,2290.44,836008.8,501605.28,1672017.59,16720.18,0.6
Katsina,2020,goats,24431.31,48862.61,17834.85,2443.13,891742.72,535045.63,1783485.43,17834.85,0.6
Katsina,2020,pigs,2443.13,12215.65,4458.71,732.94,267522.81,173889.83,535045.63,5350.46,0.65
Katsina,2020,poultry,61078.27,6107.83,2229.36,488.63,178348.54,124843.98,356697.09,3566.97,0.7
Katsina,2020,donkeys,1221.57,18323.48,6688.07,732.94,267522.81,160513.69,535045.63,5350.46,0.6
Katsina,2020,horses,610.78,12215.65,4458.71,488.63,178348.54,107009.13,356697.09,3566.97,0.6
Katsina,2021,cattle,7618.7,190467.45,69520.62,7618.7,2780824.72,1668494.83,5561649.45,55616.49,0.6
Katsina,2021,sheep,22856.09,57140.23,20856.19,2857.01,1042809.27,625685.56,2085618.54,20856.19,0.6
Katsina,2021,goats,30474.79,60949.58,22246.6,3047.48,1112329.89,667397.93,2224659.78,22246.6,0.6
Katsina,2021,pigs,3047.48,15237.4,5561.65,914.24,333698.97,216904.33,667397.93,6673.98,0.65
Katsina,2021,poultry,76186.98,7618.7,2780.82,609.5,222465.98,155726.18,444931.96,4449.32,0.7
Katsina,2021,donkeys,1523.74,22856.09,8342.47,914.24,333698.97,200219.38,667397.93,6673.98,0.6
Katsina,2021,horses,761.87,15237.4,5561.65,609.5,222465.98,133479.59,444931.96,4449.32,0.6
Katsina,2022,cattle,8085.61,202140.25,73781.19,8085.61,2951247.63,1770748.58,5902495.26,59024.95,0.6
Katsina,2022,sheep,24256.83,60642.07,22134.36,3032.1,1106717.86,664030.72,2213435.72,22134.36,0.6
Katsina,2022,goats,32342.44,64684.88,23609.98,3234.24,1180499.05,708299.43,2360998.1,23609.98,0.6
Katsina,2022,pigs,3234.24,16171.22,5902.5,970.27,354149.72,230197.31,708299.43,7082.99,0.65
Katsina,2022,poultry,80856.1,8085.61,2951.25,646.85,236099.81,165269.87,472199.62,4722.0,0.7
Katsina,2022,donkeys,1617.12,24256.83,8853.74,970.27,354149.72,212489.83,708299.43,7082.99,0.6
Katsina,2022,horses,808.56,16171.22,5902.5,646.85,236099.81,141659.89,472199.62,4722.0,0.6
Katsina,2023,cattle,7476.99,186924.75,68227.53,7476.99,2729101.31,1637460.79,5458202.62,54582.03,0.6
Katsina,2023,sheep,22430.97,56077.42,20468.26,2803.87,1023412.99,614047.8,2046825.98,20468.26,0.6
Katsina,2023,goats,29907.96,59815.92,21832.81,2990.8,1091640.52,654984.31,2183281.05,21832.81,0.6
Katsina,2023,pigs,2990.8,14953.98,5458.2,897.24,327492.16,212869.9,654984.31,6549.84,0.65
Katsina,2023,poultry,74769.9,7476.99,2729.1,598.16,218328.1,152829.67,436656.21,4366.56,0.7
Katsina,2023,donkeys,1495.4,22430.97,8187.3,897.24,327492.16,196495.29,654984.31,6549.84,0.6
Katsina,2023,horses,747.7,14953.98,5458.2,598.16,218328.1,130996.86,436656.21,4366.56,0.6
Katsina,2024,cattle,8705.2,217629.99,79434.95,8705.2,3177397.91,1906438.75,6354795.82,63547.96,0.6
Katsina,2024,sheep,26115.6,65289.0,23830.48,3264.45,1191524.22,714914.53,2383048.43,23830.48,0.6
Katsina,2024,goats,34820.8,69641.6,25419.18,3482.08,1270959.16,762575.5,2541918.33,25419.18,0.6
Katsina,2024,pigs,3482.08,17410.4,6354.8,1044.62,381287.75,247837.04,762575.5,7625.75,0.65
Katsina,2024,poultry,87052.0,8705.2,3177.4,696.42,254191.83,177934.28,508383.67,5083.84,0.7
Katsina,2024,donkeys,1741.04,26115.6,9532.19,1044.62,381287.75,228772.65,762575.5,7625.75,0.6
Katsina,2024,horses,870.52,17410.4,6354.8,696.42,254191.83,152515.1,508383.67,5083.84,0.6
Kebbi,2020,cattle,6091.5,152287.52,55584.94,6091.5,2223397.77,1334038.66,4446795.55,44467.96,0.6
Kebbi,2020,sheep,18274.5,45686.26,16675.48,2284.31,833774.17,500264.5,1667548.33,16675.48,0.6
Kebbi,2020,goats,24366.0,48732.01,17787.18,2436.6,889359.11,533615.47,1778718.22,17787.18,0.6
Kebbi,2020,pigs,2436.6,12183.0,4446.8,730.98,266807.73,173425.03,533615.47,5336.15,0.65
Kebbi,2020,poultry,60915.01,6091.5,2223.4,487.32,177871.82,124510.28,355743.64,3557.44,0.7
Kebbi,2020,donkeys,1218.3,18274.5,6670.19,730.98,266807.73,160084.64,533615.47,5336.15,0.6
Kebbi,2020,horses,609.15,12183.0,4446.8,487.32,177871.82,106723.09,355743.64,3557.44,0.6
Kebbi,2021,cattle,6295.41,157385.15,57445.58,6295.41,2297823.15,1378693.89,4595646.31,45956.46,0.6
Kebbi,2021,sheep,18886.22,47215.54,17233.67,2360.78,861683.68,517010.21,1723367.37,17233.67,0.6
Kebbi,2021,goats,25181.62,50363.25,18382.59,2518.16,919129.26,551477.56,1838258.52,18382.59,0.6
Kebbi,2021,pigs,2518.16,12590.81,4595.65,755.45,275738.78,179230.21,551477.56,5514.78,0.65
