state,year,month,petrol_price_naira_per_liter,diesel_price_naira_per_liter,price_difference_naira
Katsina,2024,1,233.41,251.48,18.07
Katsina,2024,2,247.3,239.51,-7.8
Katsina,2024,3,236.61,241.08,4.47
Katsina,2024,4,245.44,249.16,3.72
Katsina,2024,5,225.55,253.12,27.57
Katsina,2024,6,223.62,224.56,0.94
Katsina,2024,7,211.83,222.92,11.09
Katsina,2024,8,195.02,205.8,10.78
Katsina,2024,9,206.83,206.62,-0.2
Katsina,2024,10,204.6,209.13,4.53
Katsina,2024,11,202.15,211.66,9.51
Katsina,2024,12,221.75,223.81,2.06
Kebbi,2020,1,176.73,212.1,35.37
Kebbi,2020,2,180.67,207.74,27.07
Kebbi,2020,3,184.78,209.33,24.55
Kebbi,2020,4,182.37,223.79,41.42
Kebbi,2020,5,172.19,215.97,43.79
Kebbi,2020,6,161.7,191.53,29.82
Kebbi,2020,7,151.6,188.18,36.58
Kebbi,2020,8,140.42,181.45,41.03
Kebbi,2020,9,151.48,171.15,19.67
Kebbi,2020,10,150.97,186.56,35.59
Kebbi,2020,11,159.33,195.01,35.69
Kebbi,2020,12,160.93,205.61,44.68
Kebbi,2021,1,203.41,214.71,11.3
Kebbi,2021,2,205.66,220.5,14.84
Kebbi,2021,3,217.15,212.7,-4.45
Kebbi,2021,4,212.36,223.35,10.99
Kebbi,2021,5,203.86,199.87,-3.99
Kebbi,2021,6,184.64,197.26,12.61
Kebbi,2021,7,192.33,184.95,-7.38
Kebbi,2021,8,179.74,177.71,-2.04
Kebbi,2021,9,171.64,186.37,14.73
Kebbi,2021,10,181.42,175.39,-6.03
Kebbi,2021,11,183.15,181.16,-1.99
Kebbi,2021,12,193.8,203.37,9.56
Kebbi,2022,1,203.29,245.17,41.88
Kebbi,2022,2,223.04,232.42,9.38
Kebbi,2022,3,220.79,243.34,22.55
Kebbi,2022,4,210.27,249.69,39.43
Kebbi,2022,5,213.99,245.91,31.92
Kebbi,2022,6,197.12,220.89,23.77
Kebbi,2022,7,191.17,207.59,16.41
Kebbi,2022,8,179.82,201.79,21.98
Kebbi,2022,9,178.81,196.45,17.64
Kebbi,2022,10,173.16,213.25,40.09
Kebbi,2022,11,178.43,213.02,34.58
Kebbi,2022,12,190.15,213.76,23.61
Kebbi,2023,1,228.62,247.57,18.95
Kebbi,2023,2,238.5,264.04,25.54
Kebbi,2023,3,229.56,267.25,37.69
Kebbi,2023,4,228.6,268.68,40.08
Kebbi,2023,5,215.73,249.36,33.63
Kebbi,2023,6,218.3,251.79,33.48
Kebbi,2023,7,207.36,227.13,19.77
Kebbi,2023,8,197.22,219.63,22.41
Kebbi,2023,9,188.98,210.52,21.54
Kebbi,2023,10,193.59,213.24,19.66
Kebbi,2023,11,196.16,237.1,40.94
Kebbi,2023,12,203.87,230.69,26.81
Kebbi,2024,1,239.17,299.6,60.43
Kebbi,2024,2,255.02,323.38,68.36
Kebbi,2024,3,246.18,322.87,76.68
Kebbi,2024,4,254.04,317.71,63.67
Kebbi,2024,5,230.68,313.7,83.02
Kebbi,2024,6,228.51,281.68,53.16
Kebbi,2024,7,214.62,260.89,46.27
Kebbi,2024,8,200.17,269.99,69.81
Kebbi,2024,9,194.62,256.98,62.37
Kebbi,2024,10,208.38,251.29,42.91
Kebbi,2024,11,226.47,266.05,39.58
Kebbi,2024,12,223.17,282.29,59.13
Kogi,2020,1,153.34,167.09,13.75
Kogi,2020,2,150.85,167.9,17.05
Kogi,2020,3,160.84,173.07,12.23
Kogi,2020,4,153.92,161.95,8.02
Kogi,2020,5,147.28,163.03,15.75
Kogi,2020,6,147.28,147.19,-0.09
Kogi,2020,7,133.87,150.24,16.37
Kogi,2020,8,134.4,145.6,11.2
Kogi,2020,9,131.75,135.37,3.62
Kogi,2020,10,131.58,141.1,9.52
Kogi,2020,11,129.91,145.08,15.17
Kogi,2020,12,145.75,146.98,1.23
Kogi,2021,1,187.38,185.05,-2.33
Kogi,2021,2,181.17,202.72,21.55
Kogi,2021,3,183.99,207.51,23.52
Kogi,2021,4,190.33,192.7,2.38
Kogi,2021,5,179.52,194.09,14.57
Kogi,2021,6,168.5,192.68,24.18
Kogi,2021,7,167.51,178.91,11.4
Kogi,2021,8,159.29,168.05,8.76
Kogi,2021,9,160.13,169.45,9.32
Kogi,2021,10,159.52,174.79,15.27
Kogi,2021,11,158.53,180.84,22.31
Kogi,2021,12,165.53,181.83,16.3
Kogi,2022,1,190.37,230.26,39.89
Kogi,2022,2,194.54,235.04,40.5
Kogi,2022,3,201.18,236.38,35.2
Kogi,2022,4,187.95,225.71,37.77
Kogi,2022,5,189.07,231.01,41.94
Kogi,2022,6,173.04,204.76,31.73
Kogi,2022,7,171.94,194.24,22.3
Kogi,2022,8,163.16,205.59,42.43
Kogi,2022,9,156.57,188.34,31.77
Kogi,2022,10,163.18,202.58,39.4
Kogi,2022,11,167.08,213.76,46.68
Kogi,2022,12,167.21,215.07,47.86
Kogi,2023,1,204.26,249.82,45.56
Kogi,2023,2,219.53,248.4,28.87
Kogi,2023,3,212.93,263.37,50.44
Kogi,2023,4,210.9,246.22,35.32
Kogi,2023,5,206.59,251.55,44.95
Kogi,2023,6,204.45,237.84,33.4
Kogi,2023,7,186.16,222.18,36.02
Kogi,2023,8,184.89,218.01,33.12
Kogi,2023,9,188.22,197.75,9.53
Kogi,2023,10,186.77,201.53,14.77
Kogi,2023,11,191.86,214.78,22.92
Kogi,2023,12,197.09,227.59,30.5
Kogi,2024,1,229.77,241.3,11.53
Kogi,2024,2,222.34,259.27,36.93
Kogi,2024,3,230.2,253.51,23.31
Kogi,2024,4,236.68,247.89,11.21
Kogi,2024,5,214.59,240.55,25.96
Kogi,2024,6,223.36,235.31,11.95
Kogi,2024,7,206.65,223.34,16.69
Kogi,2024,8,189.45,210.2,20.75
Kogi,2024,9,197.3,200.5,3.2
Kogi,2024,10,191.0,207.19,16.2
Kogi,2024,11,201.78,231.01,29.23
Kogi,2024,12,204.61,232.46,27.85
Kwara,2020,1,142.98,182.29,39.3
Kwara,2020,2,157.58,194.37,36.79
Kwara,2020,3,154.61,189.87,35.25
Kwara,2020,4,152.34,185.99,33.64
Kwara,2020,5,144.35,183.75,39.4
Kwara,2020,6,138.37,171.57,33.2
Kwara,2020,7,136.68,174.33,37.66
Kwara,2020,8,130.72,153.34,22.62
Kwara,2020,9,122.08,164.89,42.81
Kwara,2020,10,126.76,153.58,26.82
Kwara,2020,11,135.9,168.59,32.69
Kwara,2020,12,143.75,171.22,27.46
Kwara,2021,1,156.0,208.21,52.22
Kwara,2021,2,168.98,214.07,45.09
Kwara,2021,3,164.46,209.45,44.98
Kwara,2021,4,167.17,219.49,52.32
Kwara,2021,5,167.13,196.55,29.42
Kwara,2021,6,147.1,203.53,56.43
Kwara,2021,7,148.17,192.21,44.04
Kwara,2021,8,135.03,179.55,44.52
Kwara,2021,9,139.88,178.54,38.65
Kwara,2021,10,137.89,169.36,31.48
Kwara,2021,11,145.94,180.55,34.61
Kwara,2021,12,151.6,203.78,52.18
Kwara,2022,1,179.78,225.25,45.47
Kwara,2022,2,201.19,220.03,18.84
Kwara,2022,3,184.84,230.44,45.6
Kwara,2022,4,184.21,234.85,50.64
Kwara,2022,5,193.25,219.97,26.72
Kwara,2022,6,172.46,209.51,37.05
Kwara,2022,7,171.64,190.51,18.87
Kwara,2022,8,162.86,194.81,31.95
Kwara,2022,9,161.24,184.9,23.66
Kwara,2022,10,164.88,184.76,19.88
Kwara,2022,11,162.84,207.91,45.07
Kwara,2022,12,180.94,200.64,19.69
Kwara,2023,1,192.44,215.12,22.68
Kwara,2023,2,194.91,227.45,32.54
Kwara,2023,3,211.14,233.67,22.53
Kwara,2023,4,207.35,218.82,11.47
Kwara,2023,5,205.85,228.16,22.31
Kwara,2023,6,193.3,216.97,23.67
Kwara,2023,7,185.91,200.56,14.65
Kwara,2023,8,166.2,194.22,28.02
Kwara,2023,9,172.92,193.66,20.74
Kwara,2023,10,171.7,183.7,11.99
Kwara,2023,11,175.9,208.07,32.17
Kwara,2023,12,189.16,210.99,21.83
Kwara,2024,1,221.6,248.96,27.36
Kwara,2024,2,226.94,252.26,25.32
Kwara,2024,3,226.23,250.09,23.86
Kwara,2024,4,225.13,251.58,26.45
Kwara,2024,5,211.94,248.54,36.6
Kwara,2024,6,211.87,223.05,11.18
Kwara,2024,7,199.13,216.96,17.83
Kwara,2024,8,184.4,202.84,18.44
Kwara,2024,9,179.08,209.96,30.87
Kwara,2024,10,177.21,212.83,35.63
Kwara,2024,11,201.1,212.82,11.71
Kwara,2024,12,208.39,231.12,22.73
Lagos,2020,1,164.05,174.63,10.58
Lagos,2020,2,168.21,181.19,12.98
Lagos,2020,3,180.85,196.61,15.76
Lagos,2020,4,181.28,190.54,9.26
Lagos,2020,5,163.22,176.96,13.74
Lagos,2020,6,158.67,167.86,9.19
Lagos,2020,7,153.89,164.14,10.24
Lagos,2020,8,145.63,154.95,9.33
Lagos,2020,9,150.36,159.43,9.07
Lagos,2020,10,144.9,163.76,18.86
Lagos,2020,11,160.62,160.72,0.1
Lagos,2020,12,159.4,172.26,12.87
Lagos,2021,1,184.57,210.34,25.77
Lagos,2021,2,199.97,220.1,20.13
Lagos,2021,3,195.2,230.74,35.54
Lagos,2021,4,202.43,227.47,25.04
Lagos,2021,5,199.11,217.9,18.8
Lagos,2021,6,181.95,204.74,22.79
Lagos,2021,7,168.0,195.71,27.72
Lagos,2021,8,161.84,188.55,26.71
Lagos,2021,9,160.3,175.28,14.98
Lagos,2021,10,161.61,175.75,14.14
Lagos,2021,11,177.71,196.84,19.14
Lagos,2021,12,183.33,195.64,12.31
Lagos,2022,1,187.97,224.95,36.97
Lagos,2022,2,196.05,220.77,24.72
Lagos,2022,3,195.69,220.5,24.8
Lagos,2022,4,201.64,226.44,24.81
Lagos,2022,5,189.52,206.91,17.39
Lagos,2022,6,183.19,200.69,17.5
Lagos,2022,7,171.02,204.87,33.86
Lagos,2022,8,171.14,189.39,18.25
Lagos,2022,9,165.29,184.24,18.95
Lagos,2022,10,169.86,192.02,22.15
Lagos,2022,11,179.51,189.44,9.93
Lagos,2022,12,185.21,204.36,19.15
Lagos,2023,1,227.58,240.5,12.92
Lagos,2023,2,237.23,248.93,11.7
Lagos,2023,3,233.78,252.67,18.9
Lagos,2023,4,239.26,251.24,11.98
Lagos,2023,5,224.39,260.02,35.63
Lagos,2023,6,209.65,238.4,28.75
Lagos,2023,7,203.58,215.4,11.82
Lagos,2023,8,203.11,208.21,5.1
Lagos,2023,9,193.94,215.69,21.76
Lagos,2023,10,199.86,221.69,21.82
Lagos,2023,11,200.17,215.21,15.04
Lagos,2023,12,220.87,239.06,18.19
Lagos,2024,1,252.39,275.38,22.99
Lagos,2024,2,248.31,293.72,45.41
Lagos,2024,3,254.38,279.78,25.39
Lagos,2024,4,261.48,296.32,34.84
Lagos,2024,5,243.19,264.09,20.9
Lagos,2024,6,229.78,270.63,40.85
Lagos,2024,7,229.64,242.12,12.48
Lagos,2024,8,203.07,248.96,45.89
Lagos,2024,9,206.84,237.38,30.54
Lagos,2024,10,222.2,229.51,7.31
Lagos,2024,11,224.05,238.9,14.85
Lagos,2024,12,229.5,270.64,41.14
Nasarawa,2020,1,155.45,181.43,25.98
Nasarawa,2020,2,155.45,188.31,32.86
Nasarawa,2020,3,159.83,185.18,25.35
Nasarawa,2020,4,157.84,190.48,32.65
Nasarawa,2020,5,157.98,187.62,29.65
Nasarawa,2020,6,150.25,167.28,17.03
Nasarawa,2020,7,135.87,169.84,33.97
Nasarawa,2020,8,134.22,152.75,18.53
Nasarawa,2020,9,136.49,162.66,26.17
Nasarawa,2020,10,135.08,153.73,18.65
Nasarawa,2020,11,143.55,168.53,24.99
Nasarawa,2020,12,151.33,180.36,29.03
Nasarawa,2021,1,173.37,195.36,22.0
Nasarawa,2021,2,188.35,203.59,15.24
Nasarawa,2021,3,182.18,195.09,12.91
Nasarawa,2021,4,193.37,203.74,10.37
Nasarawa,2021,5,187.18,197.05,9.87
Nasarawa,2021,6,172.94,185.75,12.81
Nasarawa,2021,7,169.04,175.15,6.11
Nasarawa,2021,8,158.51,161.35,2.84
Nasarawa,2021,9,153.74,168.2,14.46
Nasarawa,2021,10,152.86,162.11,9.26
Nasarawa,2021,11,159.68,169.29,9.61
Nasarawa,2021,12,166.39,181.56,15.17
Nasarawa,2022,1,193.36,202.23,8.87
Nasarawa,2022,2,210.59,215.96,5.37
Nasarawa,2022,3,215.82,224.75,8.93
Nasarawa,2022,4,212.66,213.54,0.88
Nasarawa,2022,5,203.42,206.18,2.76
Nasarawa,2022,6,198.43,203.85,5.42
Nasarawa,2022,7,177.41,186.65,9.24
Nasarawa,2022,8,168.25,187.27,19.01
Nasarawa,2022,9,166.26,182.72,16.46
Nasarawa,2022,10,169.53,186.67,17.13
Nasarawa,2022,11,186.26,196.36,10.1
Nasarawa,2022,12,195.04,194.83,-0.21
Nasarawa,2023,1,189.64,235.42,45.78
Nasarawa,2023,2,189.54,239.39,49.84
Nasarawa,2023,3,191.93,257.73,65.79
Nasarawa,2023,4,193.77,246.69,52.93
Nasarawa,2023,5,183.31,240.98,57.67
Nasarawa,2023,6,179.78,234.72,54.94
Nasarawa,2023,7,180.62,210.7,30.09
Nasarawa,2023,8,173.87,216.42,42.55
Nasarawa,2023,9,170.08,210.17,40.09
Nasarawa,2023,10,162.97,207.77,44.8
Nasarawa,2023,11,166.34,205.76,39.42
Nasarawa,2023,12,192.15,221.82,29.67
Nasarawa,2024,1,236.83,273.88,37.05
Nasarawa,2024,2,230.5,257.58,27.08
Nasarawa,2024,3,237.41,263.21,25.8
Nasarawa,2024,4,225.31,266.22,40.91
Nasarawa,2024,5,235.13,262.62,27.49
Nasarawa,2024,6,213.68,252.31,38.63
Nasarawa,2024,7,201.33,224.59,23.26
Nasarawa,2024,8,204.16,229.76,25.61
Nasarawa,2024,9,201.12,213.31,12.19
Nasarawa,2024,10,205.6,229.67,24.06
Nasarawa,2024,11,208.18,238.99,30.81
Nasarawa,2024,12,225.69,250.63,24.94
Niger,2020,1,161.96,183.5,21.54
Niger,2020,2,166.8,188.88,22.08
Niger,2020,3,160.94,195.23,34.29
Niger,2020,4,170.41,199.2,28.79
Niger,2020,5,155.41,185.08,29.67
Niger,2020,6,146.05,184.49,38.44
Niger,2020,7,149.74,169.48,19.74
Niger,2020,8,141.54,164.01,22.46
Niger,2020,9,136.61,151.13,14.52
Niger,2020,10,136.74,163.36,26.62
Niger,2020,11,145.4,164.87,19.47
Niger,2020,12,157.03,169.93,12.9
Niger,2021,1,175.6,199.85,24.25
Niger,2021,2,174.21,196.78,22.57
Niger,2021,3,182.86,208.35,25.49
Niger,2021,4,172.5,207.97,35.47
Niger,2021,5,171.44,200.23,28.79
Niger,2021,6,169.54,181.35,11.81
Niger,2021,7,148.32,183.14,34.83
Niger,2021,8,151.45,174.72,23.28
Niger,2021,9,152.6,173.9,21.3
Niger,2021,10,156.71,171.92,15.21
Niger,2021,11,155.63,176.42,20.79
Niger,2021,12,158.33,188.91,30.58
Niger,2022,1,183.71,226.03,42.32
Niger,2022,2,185.81,221.37,35.56
Niger,2022,3,181.94,232.82,50.88
Niger,2022,4,180.72,234.23,53.52
Niger,2022,5,189.14,232.53,43.39
Niger,2022,6,176.28,207.13,30.85
Niger,2022,7,170.83,210.45,39.62
Niger,2022,8,153.69,199.44,45.75
Niger,2022,9,152.84,197.77,44.93
Niger,2022,10,166.38,185.66,19.28
Niger,2022,11,171.4,205.11,33.71
Niger,2022,12,181.74,212.54,30.8
Niger,2023,1,211.34,206.23,-5.11
Niger,2023,2,232.94,230.15,-2.79
Niger,2023,3,233.05,235.72,2.67
Niger,2023,4,213.15,220.53,7.38
Niger,2023,5,205.67,209.33,3.67
Niger,2023,6,199.11,204.67,5.56
Niger,2023,7,189.92,187.26,-2.66
Niger,2023,8,180.71,180.91,0.2
Niger,2023,9,192.9,189.56,-3.34
Niger,2023,10,195.67,186.39,-9.28
Niger,2023,11,190.11,200.86,10.75
Niger,2023,12,201.09,201.18,0.09
Niger,2024,1,206.83,232.74,25.91
Niger,2024,2,223.2,233.7,10.5
Niger,2024,3,215.66,255.05,39.39
Niger,2024,4,211.64,240.55,28.91
Niger,2024,5,219.73,228.01,8.28
Niger,2024,6,193.48,224.57,31.09
Niger,2024,7,188.01,215.02,27.01
Niger,2024,8,190.02,197.98,7.96
Niger,2024,9,183.18,202.53,19.36
Niger,2024,10,177.85,207.98,30.13
Niger,2024,11,187.46,213.41,25.94
Niger,2024,12,193.47,224.0,30.54
Ogun,2020,1,144.92,178.86,33.94
Ogun,2020,2,156.27,190.81,34.54
Ogun,2020,3,160.04,192.07,32.03
Ogun,2020,4,161.27,193.37,32.1
Ogun,2020,5,148.81,181.01,32.2
Ogun,2020,6,149.33,180.14,30.82
Ogun,2020,7,142.54,161.05,18.51
Ogun,2020,8,127.89,156.7,28.81
Ogun,2020,9,133.11,154.45,21.33
Ogun,2020,10,131.69,162.17,30.48
Ogun,2020,11,135.29,169.02,33.73
Ogun,2020,12,143.07,168.79,25.72
Ogun,2021,1,164.64,192.89,28.25
Ogun,2021,2,184.99,199.18,14.19
Ogun,2021,3,180.4,210.06,29.66
Ogun,2021,4,176.82,208.84,32.03
Ogun,2021,5,166.42,199.98,33.56
Ogun,2021,6,160.81,192.52,31.71
Ogun,2021,7,149.2,181.26,32.06
Ogun,2021,8,144.11,169.22,25.11
Ogun,2021,9,142.48,165.1,22.62
Ogun,2021,10,153.63,169.34,15.71
Ogun,2021,11,161.36,188.44,27.08
Ogun,2021,12,164.06,182.69,18.64
Ogun,2022,1,182.43,211.04,28.61
Ogun,2022,2,192.42,235.67,43.25
Ogun,2022,3,199.42,223.13,23.7
Ogun,2022,4,194.64,221.44,26.81
Ogun,2022,5,179.68,228.37,48.69
Ogun,2022,6,171.67,204.69,33.02
Ogun,2022,7,158.92,206.55,47.63
Ogun,2022,8,165.54,193.94,28.4
Ogun,2022,9,162.44,182.12,19.68
Ogun,2022,10,160.16,188.65,28.49
Ogun,2022,11,160.48,198.89,38.41
Ogun,2022,12,183.49,200.01,16.52
Ogun,2023,1,193.06,229.46,36.41
Ogun,2023,2,204.5,227.38,22.87
Ogun,2023,3,213.1,222.98,9.88
Ogun,2023,4,204.9,226.55,21.65
Ogun,2023,5,200.17,231.47,31.31
Ogun,2023,6,193.89,207.82,13.92
Ogun,2023,7,185.24,192.9,7.65
Ogun,2023,8,164.36,186.11,21.75
Ogun,2023,9,167.21,189.17,21.95
Ogun,2023,10,174.44,199.65,25.21
Ogun,2023,11,179.54,199.49,19.95
Ogun,2023,12,180.31,200.2,19.88
Ogun,2024,1,229.82,239.04,9.21
Ogun,2024,2,219.1,254.75,35.65
Ogun,2024,3,226.75,247.54,20.78
Ogun,2024,4,235.2,246.11,10.91
Ogun,2024,5,224.69,242.01,17.32
Ogun,2024,6,204.79,232.81,28.03
Ogun,2024,7,207.18,221.45,14.27
Ogun,2024,8,198.21,207.18,8.97
Ogun,2024,9,195.73,206.5,10.78
Ogun,2024,10,196.79,216.66,19.86
Ogun,2024,11,209.74,221.34,11.6
Ogun,2024,12,202.51,224.32,21.8
Ondo,2020,1,168.02,168.23,0.21
Ondo,2020,2,166.6,170.44,3.84
Ondo,2020,3,179.21,184.09,4.88
Ondo,2020,4,176.55,174.65,-1.9
Ondo,2020,5,165.34,175.91,10.56
Ondo,2020,6,152.89,170.32,17.43
Ondo,2020,7,154.56,162.38,7.82
Ondo,2020,8,145.65,146.99,1.35
Ondo,2020,9,137.1,155.0,17.9
Ondo,2020,10,135.28,153.59,18.31
Ondo,2020,11,151.0,158.28,7.28
Ondo,2020,12,163.37,161.5,-1.87
Ondo,2021,1,167.21,175.47,8.27
Ondo,2021,2,171.3,192.26,20.95
Ondo,2021,3,183.85,182.41,-1.44
Ondo,2021,4,171.81,194.01,22.2
Ondo,2021,5,160.8,172.44,11.64
Ondo,2021,6,154.76,172.84,18.08
Ondo,2021,7,146.83,170.26,23.43
Ondo,2021,8,145.51,156.4,10.89
Ondo,2021,9,140.49,153.64,13.15
Ondo,2021,10,148.66,160.31,11.65
Ondo,2021,11,156.01,163.91,7.9
Ondo,2021,12,166.64,176.64,10.01
Ondo,2022,1,185.79,191.56,5.76
Ondo,2022,2,205.55,202.29,-3.26
Ondo,2022,3,202.74,214.56,11.83
Ondo,2022,4,210.24,212.45,2.21
Ondo,2022,5,191.79,200.99,9.2
Ondo,2022,6,181.87,182.02,0.15
Ondo,2022,7,171.24,175.63,4.39
Ondo,2022,8,168.81,177.25,8.43
Ondo,2022,9,161.14,173.02,11.88
Ondo,2022,10,170.54,167.93,-2.61
Ondo,2022,11,176.69,174.87,-1.82
Ondo,2022,12,187.91,186.59,-1.32
Ondo,2023,1,195.35,226.14,30.79
Ondo,2023,2,198.08,230.21,32.13
Ondo,2023,3,206.94,237.58,30.64
Ondo,2023,4,207.68,226.47,18.79
Ondo,2023,5,197.5,226.06,28.56
Ondo,2023,6,183.32,203.46,20.13
Ondo,2023,7,167.32,203.11,35.79
Ondo,2023,8,174.24,181.63,7.39
Ondo,2023,9,167.95,185.67,17.72
Ondo,2023,10,162.7,198.2,35.5
Ondo,2023,11,170.91,188.18,17.27
Ondo,2023,12,186.94,211.99,25.05
Ondo,2024,1,206.2,245.35,39.15
Ondo,2024,2,205.73,266.19,60.46
Ondo,2024,3,210.94,279.39,68.45
Ondo,2024,4,219.48,277.18,57.7
Ondo,2024,5,200.6,267.49,66.9
Ondo,2024,6,194.4,239.61,45.21
Ondo,2024,7,177.6,220.82,43.22
Ondo,2024,8,182.23,221.32,39.09
Ondo,2024,9,171.35,221.49,50.13
Ondo,2024,10,174.38,223.98,49.6
Ondo,2024,11,183.34,238.64,55.29
Ondo,2024,12,202.03,242.77,40.75
Osun,2020,1,157.32,165.84,8.52
Osun,2020,2,153.37,167.37,13.99
Osun,2020,3,159.39,176.46,17.07
Osun,2020,4,163.36,169.75,6.39
Osun,2020,5,150.83,173.94,23.11
Osun,2020,6,150.09,158.85,8.76
Osun,2020,7,137.55,149.66,12.12
Osun,2020,8,138.53,141.19,2.65
Osun,2020,9,136.52,147.29,10.77
Osun,2020,10,133.21,139.92,6.72
Osun,2020,11,137.77,151.26,13.48
Osun,2020,12,140.46,163.21,22.76
Osun,2021,1,188.03,184.97,-3.05
Osun,2021,2,188.92,192.38,3.46
Osun,2021,3,195.01,211.4,16.39
Osun,2021,4,193.57,191.59,-1.98
Osun,2021,5,181.4,194.3,12.9
Osun,2021,6,173.61,190.25,16.64
Osun,2021,7,171.78,176.86,5.08
Osun,2021,8,158.1,164.05,5.95
Osun,2021,9,151.56,163.3,11.74
Osun,2021,10,158.74,171.12,12.39
Osun,2021,11,169.18,167.39,-1.79
Osun,2021,12,173.47,178.25,4.78
Osun,2022,1,170.69,219.26,48.57
Osun,2022,2,178.98,237.43,58.45
Osun,2022,3,188.47,225.35,36.88
Osun,2022,4,185.17,234.05,48.88
Osun,2022,5,187.08,214.87,27.79
Osun,2022,6,176.95,219.67,42.72
Osun,2022,7,168.59,202.7,34.12
Osun,2022,8,157.63,190.43,32.8
Osun,2022,9,157.2,190.06,32.86
Osun,2022,10,158.37,190.92,32.54
Osun,2022,11,165.59,206.49,40.89
Osun,2022,12,164.34,217.53,53.19
Osun,2023,1,204.28,239.01,34.73
Osun,2023,2,221.7,244.14,22.44
Osun,2023,3,222.91,253.05,30.14
Osun,2023,4,213.16,245.57,32.41
Osun,2023,5,207.2,237.71,30.51
Osun,2023,6,186.87,225.16,38.29
Osun,2023,7,176.92,229.36,52.45
Osun,2023,8,187.27,208.25,20.99
Osun,2023,9,180.33,204.17,23.84
Osun,2023,10,181.99,216.89,34.89
Osun,2023,11,194.42,216.71,22.29
Osun,2023,12,201.45,225.02,23.57
Osun,2024,1,238.91,236.07,-2.84
Osun,2024,2,249.31,231.33,-17.97
Osun,2024,3,258.59,235.67,-22.92
Osun,2024,4,247.71,233.79,-13.92
Osun,2024,5,231.9,233.44,1.54
Osun,2024,6,223.34,213.78,-9.56
Osun,2024,7,206.9,208.51,1.61
Osun,2024,8,210.99,210.18,-0.82
Osun,2024,9,194.25,197.04,2.78
Osun,2024,10,197.48,192.36,-5.12
Osun,2024,11,217.4,212.39,-5.02
Osun,2024,12,217.61,215.41,-2.21
Oyo,2020,1,152.07,174.06,21.99
Oyo,2020,2,146.21,193.82,47.62
Oyo,2020,3,158.58,187.72,29.14
Oyo,2020,4,143.49,178.33,34.84
Oyo,2020,5,146.25,178.71,32.45
Oyo,2020,6,131.75,173.47,41.72
Oyo,2020,7,124.93,168.13,43.2
Oyo,2020,8,123.85,149.92,26.07
Oyo,2020,9,125.54,153.25,27.71
Oyo,2020,10,132.28,157.83,25.56
Oyo,2020,11,128.4,166.86,38.46
Oyo,2020,12,135.11,178.99,43.89
Oyo,2021,1,161.45,191.54,30.1
Oyo,2021,2,180.75,205.8,25.05
Oyo,2021,3,172.21,196.62,24.41
Oyo,2021,4,180.49,208.29,27.81
Oyo,2021,5,162.2,192.01,29.8
Oyo,2021,6,158.38,190.59,32.22
Oyo,2021,7,146.57,169.55,22.97
Oyo,2021,8,150.76,160.33,9.57
Oyo,2021,9,144.79,164.45,19.66
Oyo,2021,10,144.62,166.1,21.48
Oyo,2021,11,153.4,168.68,15.28
Oyo,2021,12,162.15,189.39,27.24
Oyo,2022,1,188.66,195.62,6.96
Oyo,2022,2,199.52,205.34,5.83
Oyo,2022,3,208.51,200.5,-8.01
Oyo,2022,4,192.92,205.0,12.09
Oyo,2022,5,199.37,194.12,-5.25
Oyo,2022,6,188.84,186.14,-2.7
Oyo,2022,7,183.72,188.36,4.63
Oyo,2022,8,166.63,169.5,2.87
Oyo,2022,9,166.1,167.2,1.1
Oyo,2022,10,173.01,179.89,6.88
Oyo,2022,11,179.96,187.07,7.11
Oyo,2022,12,184.29,184.17,-0.12
Oyo,2023,1,215.23,220.44,5.21
Oyo,2023,2,209.81,244.98,35.17
Oyo,2023,3,214.06,247.9,33.84
Oyo,2023,4,229.44,240.34,10.9
Oyo,2023,5,214.98,227.37,12.39
Oyo,2023,6,208.91,210.35,1.44
Oyo,2023,7,190.84,206.56,15.73
Oyo,2023,8,182.44,194.84,12.4
Oyo,2023,9,178.3,194.63,16.33
Oyo,2023,10,190.53,190.4,-0.13
Oyo,2023,11,199.77,207.99,8.22
Oyo,2023,12,208.05,216.08,8.03
Oyo,2024,1,236.97,221.34,-15.63
Oyo,2024,2,246.93,251.91,4.98
Oyo,2024,3,235.64,236.02,0.38
Oyo,2024,4,243.97,234.17,-9.8
Oyo,2024,5,238.05,222.8,-15.25
Oyo,2024,6,210.54,231.55,21.01
Oyo,2024,7,211.4,217.2,5.8
Oyo,2024,8,196.27,205.39,9.12
Oyo,2024,9,198.7,200.92,2.22
Oyo,2024,10,203.43,203.35,-0.08
Oyo,2024,11,206.31,205.21,-1.1
Oyo,2024,12,224.59,214.92,-9.68
Plateau,2020,1,162.46,169.57,7.11
Plateau,2020,2,161.37,163.71,2.34
Plateau,2020,3,161.89,175.2,13.31
Plateau,2020,4,171.84,163.46,-8.39
Plateau,2020,5,164.21,162.85,-1.35
Plateau,2020,6,152.48,164.36,11.88
Plateau,2020,7,142.73,149.2,6.47
Plateau,2020,8,132.79,137.93,5.14
Plateau,2020,9,134.21,135.14,0.94
Plateau,2020,10,141.41,142.89,1.48
Plateau,2020,11,145.87,144.85,-1.02
Plateau,2020,12,149.69,160.18,10.49
Plateau,2021,1,191.11,180.34,-10.76
Plateau,2021,2,191.55,185.21,-6.34
Plateau,2021,3,184.39,179.8,-4.59
Plateau,2021,4,192.26,182.26,-10.0
Plateau,2021,5,191.6,177.3,-14.3
