state,year,crop,crop_production_tonnes,residue_production_tonnes,dry_residue_tonnes,energy_content_mj_per_kg,moisture_content,energy_potential_gj,biogas_potential_m3,electricity_potential_kwh
Kano,2020,maize,79801.46,95761.75,84270.34,17.2,0.12,1449.45,16854068.16,33708136.32
Kano,2020,sorghum,29925.55,38903.21,33456.76,16.8,0.14,562.07,6691352.34,13382704.69
Kano,2020,millet,19950.36,21945.4,19092.5,16.5,0.13,315.03,3818499.82,7636999.63
Kano,2020,cassava,99751.82,79801.46,63841.17,14.2,0.2,906.54,12768233.45,25536466.91
Kano,2020,yam,59851.09,35910.66,29446.74,13.8,0.18,406.36,5889347.68,11778695.36
Kano,2020,sweet_potato,14962.77,10473.94,8798.11,14.5,0.16,127.57,1759622.17,3519244.35
Kano,2020,cocoa,9975.18,19950.36,17955.33,18.5,0.1,332.17,3591065.66,7182131.32
Kano,2020,groundnut,24937.96,44888.32,41297.26,17.8,0.08,735.09,8259451.02,16518902.03
Kano,2020,soybean,14962.77,23940.44,21306.99,17.0,0.11,362.22,4261397.92,8522795.83
Kano,2020,sugarcane,4987.59,1496.28,1122.21,19.2,0.25,21.55,224441.6,448883.21
Kano,2020,cotton,7980.15,17556.32,15449.56,16.0,0.12,247.19,3089912.5,6179824.99
Kano,2020,palm_oil,19950.36,19950.36,16957.81,20.5,0.15,347.64,3391562.01,6783124.02
Kano,2021,rice,51463.75,77195.62,65616.28,15.5,0.15,1017.05,13123256.18,26246512.36
Kano,2021,maize,82342.0,98810.4,86953.15,17.2,0.12,1495.59,17390630.31,34781260.61
Kano,2021,sorghum,30878.25,40141.72,34521.88,16.8,0.14,579.97,6904376.66,13808753.32
Kano,2021,millet,20585.5,22644.05,19700.32,16.5,0.13,325.06,3940064.68,7880129.36
Kano,2021,cassava,102927.5,82342.0,65873.6,14.2,0.2,935.41,13174719.93,26349439.86
Kano,2021,yam,61756.5,37053.9,30384.2,13.8,0.18,419.3,6076839.57,12153679.13
Kano,2021,sweet_potato,15439.12,10807.39,9078.21,14.5,0.16,131.63,1815641.09,3631282.18
Kano,2021,cocoa,10292.75,20585.5,18526.95,18.5,0.1,342.75,3705389.98,7410779.96
Kano,2021,groundnut,25731.87,46317.37,42611.98,17.8,0.08,758.49,8522396.95,17044793.91
Kano,2021,soybean,15439.12,24702.6,21985.31,17.0,0.11,373.75,4397062.78,8794125.55
Kano,2021,sugarcane,5146.37,1543.91,1157.93,19.2,0.25,22.23,231586.87,463173.75
Kano,2021,cotton,8234.2,18115.24,15941.41,16.0,0.12,255.06,3188282.22,6376564.45
Kano,2021,palm_oil,20585.5,20585.5,17497.67,20.5,0.15,358.7,3499534.98,6999069.96
Kano,2022,rice,50492.85,75739.28,64378.39,15.5,0.15,997.87,12875677.56,25751355.12
Kano,2022,maize,80788.57,96946.28,85312.72,17.2,0.12,1467.38,17062544.95,34125089.89
Kano,2022,sorghum,30295.71,39384.43,33870.61,16.8,0.14,569.03,6774121.18,13548242.37
Kano,2022,millet,20197.14,22216.86,19328.66,16.5,0.13,318.92,3865732.84,7731465.68
Kano,2022,cassava,100985.71,80788.57,64630.85,14.2,0.2,917.76,12926170.41,25852340.83
Kano,2022,yam,60591.42,36354.85,29810.98,13.8,0.18,411.39,5962196.1,11924392.21
Kano,2022,sweet_potato,15147.86,10603.5,8906.94,14.5,0.16,129.15,1781387.86,3562775.72
Kano,2022,cocoa,10098.57,20197.14,18177.43,18.5,0.1,336.28,3635485.43,7270970.86
Kano,2022,groundnut,25246.43,45443.57,41808.08,17.8,0.08,744.18,8361616.49,16723232.97
Kano,2022,soybean,15147.86,24236.57,21570.55,17.0,0.11,366.7,4314109.38,8628218.75
Kano,2022,sugarcane,5049.29,1514.79,1136.09,19.2,0.25,21.81,227217.84,454435.68
Kano,2022,cotton,8078.86,17773.48,15640.67,16.0,0.12,250.25,3128133.24,6256266.48
Kano,2022,palm_oil,20197.14,20197.14,17167.57,20.5,0.15,351.94,3433514.02,6867028.03
Kano,2023,rice,42938.89,64408.33,54747.08,15.5,0.15,848.58,10949415.8,21898831.6
Kano,2023,maize,68702.22,82442.66,72549.54,17.2,0.12,1247.85,14509908.18,29019816.37
Kano,2023,sorghum,25763.33,33492.33,28803.4,16.8,0.14,483.9,5760680.88,11521361.75
Kano,2023,millet,17175.55,18893.11,16437.01,16.5,0.13,271.21,3287401.07,6574802.15
Kano,2023,cassava,85877.77,68702.22,54961.77,14.2,0.2,780.46,10992354.68,21984709.37
Kano,2023,yam,51526.66,30916.0,25351.12,13.8,0.18,349.85,5070223.6,10140447.2
Kano,2023,sweet_potato,12881.67,9017.17,7574.42,14.5,0.16,109.83,1514883.88,3029767.76
Kano,2023,cocoa,8587.78,17175.55,15458.0,18.5,0.1,285.97,3091599.76,6183199.51
Kano,2023,groundnut,21469.44,38645.0,35553.4,17.8,0.08,632.85,7110679.44,14221358.87
Kano,2023,soybean,12881.67,20610.67,18343.49,17.0,0.11,311.84,3668698.38,7337396.75
Kano,2023,sugarcane,4293.89,1288.17,966.12,19.2,0.25,18.55,193224.98,386449.97
Kano,2023,cotton,6870.22,15114.49,13300.75,16.0,0.12,212.81,2660149.83,5320299.67
Kano,2023,palm_oil,17175.55,17175.55,14599.22,20.5,0.15,299.28,2919844.21,5839688.43
Kano,2024,rice,45530.45,68295.68,58051.33,15.5,0.15,899.8,11610265.98,23220531.96
Kano,2024,maize,72848.73,87418.47,76928.26,17.2,0.12,1323.17,15385651.29,30771302.59
Kano,2024,sorghum,27318.27,35513.75,30541.83,16.8,0.14,513.1,6108365.82,12216731.64
Kano,2024,millet,18212.18,20033.4,17429.06,16.5,0.13,287.58,3485811.62,6971623.24
Kano,2024,cassava,91060.91,72848.73,58278.98,14.2,0.2,827.56,11655796.43,23311592.87
Kano,2024,yam,54636.55,32781.93,26881.18,13.8,0.18,370.96,5376236.11,10752472.21
Kano,2024,sweet_potato,13659.14,9561.4,8031.57,14.5,0.16,116.46,1606314.45,3212628.89
Kano,2024,cocoa,9106.09,18212.18,16390.96,18.5,0.1,303.23,3278192.75,6556385.49
Kano,2024,groundnut,22765.23,40977.41,37699.22,17.8,0.08,671.05,7539843.32,15079686.64
Kano,2024,soybean,13659.14,21854.62,19450.61,17.0,0.11,330.66,3890122.06,7780244.12
Kano,2024,sugarcane,4553.05,1365.91,1024.44,19.2,0.25,19.67,204887.05,409774.09
Kano,2024,cotton,7284.87,16026.72,14103.51,16.0,0.12,225.66,2820702.74,5641405.47
Kano,2024,palm_oil,18212.18,18212.18,15480.35,20.5,0.15,317.35,3096070.93,6192141.86
Katsina,2020,rice,40628.58,60942.88,51801.44,15.5,0.15,802.92,10360288.85,20720577.69
Katsina,2020,maize,65005.73,78006.88,68646.06,17.2,0.12,1180.71,13729211.01,27458422.02
Katsina,2020,sorghum,24377.15,31690.3,27253.65,16.8,0.14,457.86,5450730.79,10901461.58
Katsina,2020,millet,16251.43,17876.58,15552.62,16.5,0.13,256.62,3110524.37,6221048.74
Katsina,2020,cassava,81257.17,65005.73,52004.59,14.2,0.2,738.47,10400917.43,20801834.86
Katsina,2020,yam,48754.3,29252.58,23987.12,13.8,0.18,331.02,4797423.16,9594846.33
Katsina,2020,sweet_potato,12188.58,8532.0,7166.88,14.5,0.16,103.92,1433376.43,2866752.87
Katsina,2020,cocoa,8125.72,16251.43,14626.29,18.5,0.1,270.59,2925258.03,5850516.05
Katsina,2020,groundnut,20314.29,36565.73,33640.47,17.8,0.08,598.8,6728093.46,13456186.93
Katsina,2020,soybean,12188.58,19501.72,17356.53,17.0,0.11,295.06,3471306.19,6942612.39
Katsina,2020,sugarcane,4062.86,1218.86,914.14,19.2,0.25,17.55,182828.63,365657.25
Katsina,2020,cotton,6500.57,14301.26,12585.11,16.0,0.12,201.36,2517022.02,5034044.04
Katsina,2020,palm_oil,16251.43,16251.43,13813.72,20.5,0.15,283.18,2762743.69,5525487.39
Katsina,2021,rice,53782.77,80674.16,68573.03,15.5,0.15,1062.88,13714606.96,27429213.92
Katsina,2021,maize,86052.44,103262.92,90871.37,17.2,0.12,1562.99,18174274.45,36348548.89
Katsina,2021,sorghum,32269.66,41950.56,36077.48,16.8,0.14,606.1,7215496.74,14430993.49
Katsina,2021,millet,21513.11,23664.42,20588.05,16.5,0.13,339.7,4117609.05,8235218.11
Katsina,2021,cassava,107565.54,86052.44,68841.95,14.2,0.2,977.56,13768389.73,27536779.46
Katsina,2021,yam,64539.33,38723.6,31753.35,13.8,0.18,438.2,6350669.76,12701339.53
Katsina,2021,sweet_potato,16134.83,11294.38,9487.28,14.5,0.16,137.57,1897456.21,3794912.42
Katsina,2021,cocoa,10756.55,21513.11,19361.8,18.5,0.1,358.19,3872359.61,7744719.22
Katsina,2021,groundnut,26891.39,48404.5,44532.14,17.8,0.08,792.67,8906427.11,17812854.22
Katsina,2021,soybean,16134.83,25815.73,22976.0,17.0,0.11,390.59,4595200.07,9190400.15
Katsina,2021,sugarcane,5378.28,1613.48,1210.11,19.2,0.25,23.23,242022.48,484044.95
Katsina,2021,cotton,8605.24,18931.54,16659.75,16.0,0.12,266.56,3331950.32,6663900.63
Katsina,2021,palm_oil,21513.11,21513.11,18286.14,20.5,0.15,374.87,3657228.52,7314457.05
Katsina,2022,rice,48138.6,72207.91,61376.72,15.5,0.15,951.34,12275344.12,24550688.25
Katsina,2022,maize,77021.77,92426.12,81334.99,17.2,0.12,1398.96,16266997.2,32533994.4
Katsina,2022,sorghum,28883.16,37548.11,32291.38,16.8,0.14,542.5,6458275.17,12916550.33
Katsina,2022,millet,19255.44,21180.99,18427.46,16.5,0.13,304.05,3685491.55,7370983.11
Katsina,2022,cassava,96277.21,77021.77,61617.41,14.2,0.2,874.97,12323482.73,24646965.46
Katsina,2022,yam,57766.33,34659.8,28421.03,13.8,0.18,392.21,5684206.41,11368412.82
Katsina,2022,sweet_potato,14441.58,10109.11,8491.65,14.5,0.16,123.13,1698329.96,3396659.93
Katsina,2022,cocoa,9627.72,19255.44,17329.9,18.5,0.1,320.6,3465979.52,6931959.03
Katsina,2022,groundnut,24069.3,43324.74,39858.76,17.8,0.08,709.49,7971752.89,15943505.78
Katsina,2022,soybean,14441.58,23106.53,20564.81,17.0,0.11,349.6,4112962.36,8225924.72
Katsina,2022,sugarcane,4813.86,1444.16,1083.12,19.2,0.25,20.8,216623.72,433247.44
Katsina,2022,cotton,7702.18,16944.79,14911.41,16.0,0.12,238.58,2982282.82,5964565.64
Katsina,2022,palm_oil,19255.44,19255.44,16367.13,20.5,0.15,335.53,3273425.1,6546850.2
Katsina,2023,rice,53181.7,79772.55,67806.67,15.5,0.15,1051.0,13561333.16,27122666.31
Katsina,2023,maize,85090.72,102108.86,89855.8,17.2,0.12,1545.52,17971159.61,35942319.22
Katsina,2023,sorghum,31909.02,41481.72,35674.28,16.8,0.14,599.33,7134856.69,14269713.38
Katsina,2023,millet,21272.68,23399.95,20357.95,16.5,0.13,335.91,4071590.85,8143181.7
Katsina,2023,cassava,106363.4,85090.72,68072.57,14.2,0.2,966.63,13614514.86,27229029.71
Katsina,2023,yam,63818.04,38290.82,31398.47,13.8,0.18,433.3,6279694.98,12559389.95
Katsina,2023,sweet_potato,15954.51,11168.16,9381.25,14.5,0.16,136.03,1876250.33,3752500.66
Katsina,2023,cocoa,10636.34,21272.68,19145.41,18.5,0.1,354.19,3829082.3,7658164.61
Katsina,2023,groundnut,26590.85,47863.53,44034.45,17.8,0.08,783.81,8806889.3,17613778.59
Katsina,2023,soybean,15954.51,25527.22,22719.22,17.0,0.11,386.23,4543844.33,9087688.67
Katsina,2023,sugarcane,5318.17,1595.45,1196.59,19.2,0.25,22.97,239317.64,478635.29
Katsina,2023,cotton,8509.07,18719.96,16473.56,16.0,0.12,263.58,3294712.59,6589425.19
Katsina,2023,palm_oil,21272.68,21272.68,18081.78,20.5,0.15,370.68,3616355.51,7232711.02
Katsina,2024,rice,62803.44,94205.15,80074.38,15.5,0.15,1241.15,16014876.14,32029752.28
Katsina,2024,maize,100485.5,120582.6,106112.69,17.2,0.12,1825.14,21222537.04,42445074.08
Katsina,2024,sorghum,37682.06,48986.68,42128.54,16.8,0.14,707.76,8425708.95,16851417.9
Katsina,2024,millet,25121.37,27633.51,24041.16,16.5,0.13,396.68,4808231.05,9616462.1
Katsina,2024,cassava,125606.87,100485.5,80388.4,14.2,0.2,1141.52,16077679.57,32155359.15
Katsina,2024,yam,75364.12,45218.47,37079.15,13.8,0.18,511.69,7415829.7,14831659.41
Katsina,2024,sweet_potato,18841.03,13188.72,11078.53,14.5,0.16,160.64,2215705.22,4431410.43
Katsina,2024,cocoa,12560.69,25121.37,22609.24,18.5,0.1,418.27,4521847.38,9043694.76
Katsina,2024,groundnut,31401.72,56523.09,52001.24,17.8,0.08,925.62,10400248.97,20800497.95
Katsina,2024,soybean,18841.03,30145.65,26829.63,17.0,0.11,456.1,5365925.56,10731851.12
Katsina,2024,sugarcane,6280.34,1884.1,1413.08,19.2,0.25,27.13,282615.46,565230.92
Katsina,2024,cotton,10048.55,22106.81,19453.99,16.0,0.12,311.26,3890798.46,7781596.91
Katsina,2024,palm_oil,25121.37,25121.37,21353.17,20.5,0.15,437.74,4270633.64,8541267.27
Kebbi,2020,rice,19985.84,29978.77,25481.95,15.5,0.15,394.97,5096390.37,10192780.74
Kebbi,2020,maize,31977.35,38372.82,33768.08,17.2,0.12,580.81,6753616.6,13507233.2
Kebbi,2020,sorghum,11991.51,15588.96,13406.5,16.8,0.14,225.23,2681300.91,5362601.82
Kebbi,2020,millet,7994.34,8793.77,7650.58,16.5,0.13,126.23,1530116.26,3060232.52
Kebbi,2020,cassava,39971.69,31977.35,25581.88,14.2,0.2,363.26,5116376.21,10232752.43
Kebbi,2020,yam,23983.01,14389.81,11799.64,13.8,0.18,162.84,2359928.53,4719857.06
Kebbi,2020,sweet_potato,5995.75,4197.03,3525.5,14.5,0.16,51.12,705100.6,1410201.19
Kebbi,2020,cocoa,3997.17,7994.34,7194.9,18.5,0.1,133.11,1438980.81,2877961.62
Kebbi,2020,groundnut,9992.92,17987.26,16548.28,17.8,0.08,294.56,3309655.86,6619311.73
Kebbi,2020,soybean,5995.75,9593.21,8537.95,17.0,0.11,145.15,1707590.56,3415181.12
Kebbi,2020,sugarcane,1998.58,599.58,449.68,19.2,0.25,8.63,89936.3,179872.6
Kebbi,2020,cotton,3197.74,7035.02,6190.82,16.0,0.12,99.05,1238163.04,2476326.09
Kebbi,2020,palm_oil,7994.34,7994.34,6795.19,20.5,0.15,139.3,1359037.43,2718074.86
Kebbi,2021,rice,23671.81,35507.72,30181.56,15.5,0.15,467.81,6036311.97,12072623.93
Kebbi,2021,maize,37874.9,45449.88,39995.89,17.2,0.12,687.93,7999178.59,15998357.17
Kebbi,2021,sorghum,14203.09,18464.01,15879.05,16.8,0.14,266.77,3175810.25,6351620.5
Kebbi,2021,millet,9468.72,10415.6,9061.57,16.5,0.13,149.52,1812313.9,3624627.8
Kebbi,2021,cassava,47343.62,37874.9,30299.92,14.2,0.2,430.26,6059983.78,12119967.55
Kebbi,2021,yam,28406.17,17043.7,13975.84,13.8,0.18,192.87,2795167.52,5590335.03
Kebbi,2021,sweet_potato,7101.54,4971.08,4175.71,14.5,0.16,60.55,835141.51,1670283.03
Kebbi,2021,cocoa,4734.36,9468.72,8521.85,18.5,0.1,157.65,1704370.44,3408740.87
Kebbi,2021,groundnut,11835.91,21304.63,19600.26,17.8,0.08,348.88,3920052.01,7840104.01
Kebbi,2021,soybean,7101.54,11362.47,10112.6,17.0,0.11,171.91,2022519.59,4045039.17
Kebbi,2021,sugarcane,2367.18,710.15,532.62,19.2,0.25,10.23,106523.15,213046.3
Kebbi,2021,cotton,3787.49,8332.48,7332.58,16.0,0.12,117.32,1466516.07,2933032.15
Kebbi,2021,palm_oil,9468.72,9468.72,8048.42,20.5,0.15,164.99,1609683.19,3219366.38
Kebbi,2022,rice,31315.46,46973.2,39927.22,15.5,0.15,618.87,7985443.24,15970886.48
Kebbi,2022,maize,50104.74,60125.69,52910.61,17.2,0.12,910.06,10582121.49,21164242.97
Kebbi,2022,sorghum,18789.28,24426.06,21006.41,16.8,0.14,352.91,4201282.61,8402565.22
Kebbi,2022,millet,12526.19,13778.8,11987.56,16.5,0.13,197.79,2397511.9,4795023.8
Kebbi,2022,cassava,62630.93,50104.74,40083.79,14.2,0.2,569.19,8016758.7,16033517.41
Kebbi,2022,yam,37578.56,22547.13,18488.65,13.8,0.18,255.14,3697729.95,7395459.9
Kebbi,2022,sweet_potato,9394.64,6576.25,5524.05,14.5,0.16,80.1,1104809.56,2209619.12
Kebbi,2022,cocoa,6263.09,12526.19,11273.57,18.5,0.1,208.56,2254713.39,4509426.77
Kebbi,2022,groundnut,15657.73,28183.92,25929.2,17.8,0.08,461.54,5185840.79,10371681.57
Kebbi,2022,soybean,9394.64,15031.42,13377.97,17.0,0.11,227.43,2675593.22,5351186.43
Kebbi,2022,sugarcane,3131.55,939.46,704.6,19.2,0.25,13.53,140919.59,281839.17
Kebbi,2022,cotton,5010.47,11023.04,9700.28,16.0,0.12,155.2,1940055.61,3880111.21
Kebbi,2022,palm_oil,12526.19,12526.19,10647.26,20.5,0.15,218.27,2129451.53,4258903.06
Kebbi,2023,rice,20750.52,31125.78,26456.91,15.5,0.15,410.08,5291382.88,10582765.77
Kebbi,2023,maize,33200.83,39841.0,35060.08,17.2,0.12,603.03,7012016.09,14024032.19
Kebbi,2023,sorghum,12450.31,16185.41,13919.45,16.8,0.14,233.85,2783889.91,5567779.82
Kebbi,2023,millet,8300.21,9130.23,7943.3,16.5,0.13,131.06,1588659.9,3177319.79
Kebbi,2023,cassava,41501.04,33200.83,26560.67,14.2,0.2,377.16,5312133.4,10624266.81
Kebbi,2023,yam,24900.63,14940.38,12251.11,13.8,0.18,169.07,2450221.53,4900443.06
Kebbi,2023,sweet_potato,6225.16,4357.61,3660.39,14.5,0.16,53.08,732078.38,1464156.77
Kebbi,2023,cocoa,4150.1,8300.21,7470.19,18.5,0.1,138.2,1494037.52,2988075.04
Kebbi,2023,groundnut,10375.26,18675.47,17181.43,17.8,0.08,305.83,3436286.3,6872572.59
Kebbi,2023,soybean,6225.16,9960.25,8864.62,17.0,0.11,150.7,1772924.52,3545849.05
Kebbi,2023,sugarcane,2075.05,622.52,466.89,19.2,0.25,8.96,93377.34,186754.69
Kebbi,2023,cotton,3320.08,7304.18,6427.68,16.0,0.12,102.84,1285536.28,2571072.57
Kebbi,2023,palm_oil,8300.21,8300.21,7055.18,20.5,0.15,144.63,1411035.44,2822070.87
Kebbi,2024,rice,17862.77,26794.15,22775.03,15.5,0.15,353.01,4555005.34,9110010.69
Kebbi,2024,maize,28580.43,34296.51,30180.93,17.2,0.12,519.11,6036185.9,12072371.81
Kebbi,2024,sorghum,10717.66,13932.96,11982.34,16.8,0.14,201.3,2396468.69,4792937.39
Kebbi,2024,millet,7145.11,7859.62,6837.87,16.5,0.13,112.82,1367573.37,2735146.74
Kebbi,2024,cassava,35725.53,28580.43,22864.34,14.2,0.2,324.67,4572868.11,9145736.22
Kebbi,2024,yam,21435.32,12861.19,10546.18,13.8,0.18,145.54,2109235.42,4218470.83
Kebbi,2024,sweet_potato,5358.83,3751.18,3150.99,14.5,0.16,45.69,630198.39,1260396.77
Kebbi,2024,cocoa,3572.55,7145.11,6430.6,18.5,0.1,118.97,1286119.16,2572238.31
Kebbi,2024,groundnut,8931.38,16076.49,14790.37,17.8,0.08,263.27,2958074.06,5916148.12
Kebbi,2024,soybean,5358.83,8574.13,7630.97,17.0,0.11,129.73,1526194.73,3052389.46
Kebbi,2024,sugarcane,1786.28,535.88,401.91,19.2,0.25,7.72,80382.45,160764.89
Kebbi,2024,cotton,2858.04,6287.69,5533.17,16.0,0.12,88.53,1106634.08,2213268.16
Kebbi,2024,palm_oil,7145.11,7145.11,6073.34,20.5,0.15,124.5,1214668.09,2429336.18
Kogi,2020,rice,20795.03,31192.54,26513.66,15.5,0.15,410.96,5302732.41,10605464.82
Kogi,2020,maize,33272.05,39926.46,35135.28,17.2,0.12,604.33,7027056.22,14054112.44
Kogi,2020,sorghum,12477.02,16220.12,13949.31,16.8,0.14,234.35,2789861.1,5579722.2
Kogi,2020,millet,8318.01,9149.81,7960.34,16.5,0.13,131.35,1592067.42,3184134.85
Kogi,2020,cassava,41590.06,33272.05,26617.64,14.2,0.2,377.97,5323527.44,10647054.88
Kogi,2020,yam,24954.03,14972.42,12277.39,13.8,0.18,169.43,2455477.03,4910954.06
Kogi,2020,sweet_potato,6238.51,4366.96,3668.24,14.5,0.16,53.19,733648.63,1467297.25
Kogi,2020,cocoa,4159.01,8318.01,7486.21,18.5,0.1,138.49,1497242.09,2994484.18
Kogi,2020,groundnut,10397.51,18715.53,17218.28,17.8,0.08,306.49,3443656.81,6887313.62
Kogi,2020,soybean,6238.51,9981.61,8883.64,17.0,0.11,151.02,1776727.28,3553454.57
Kogi,2020,sugarcane,2079.5,623.85,467.89,19.2,0.25,8.98,93577.63,187155.26
Kogi,2020,cotton,3327.2,7319.85,6441.47,16.0,0.12,103.06,1288293.64,2576587.28
Kogi,2020,palm_oil,8318.01,8318.01,7070.31,20.5,0.15,144.94,1414061.98,2828123.95
Kogi,2021,rice,18588.91,27883.37,23700.87,15.5,0.15,367.36,4740173.14,9480346.27
Kogi,2021,maize,29742.26,35690.72,31407.83,17.2,0.12,540.21,6281565.91,12563131.81
Kogi,2021,sorghum,11153.35,14499.35,12469.44,16.8,0.14,209.49,2493888.74,4987777.47
Kogi,2021,millet,7435.57,8179.12,7115.84,16.5,0.13,117.41,1423167.28,2846334.55
Kogi,2021,cassava,37177.83,29742.26,23793.81,14.2,0.2,337.87,4758762.05,9517524.1
Kogi,2021,yam,22306.7,13384.02,10974.89,13.8,0.18,151.45,2194979.0,4389957.99
Kogi,2021,sweet_potato,5576.67,3903.67,3279.08,14.5,0.16,47.55,655816.9,1311633.79
Kogi,2021,cocoa,3717.78,7435.57,6692.01,18.5,0.1,123.8,1338401.83,2676803.65
Kogi,2021,groundnut,9294.46,16730.02,15391.62,17.8,0.08,273.97,3078324.2,6156648.4
Kogi,2021,soybean,5576.67,8922.68,7941.18,17.0,0.11,135.0,1588236.83,3176473.67
Kogi,2021,sugarcane,1858.89,557.67,418.25,19.2,0.25,8.03,83650.11,167300.23
Kogi,2021,cotton,2974.23,6543.3,5758.1,16.0,0.12,92.13,1151620.42,2303240.83
Kogi,2021,palm_oil,7435.57,7435.57,6320.23,20.5,0.15,129.56,1264046.17,2528092.34
Kogi,2022,rice,34937.71,52406.57,44545.58,15.5,0.15,690.46,8909116.35,17818232.7
Kogi,2022,maize,55900.34,67080.41,59030.76,17.2,0.12,1015.33,11806151.36,23612302.72
Kogi,2022,sorghum,20962.63,27251.41,23436.22,16.8,0.14,393.73,4687243.33,9374486.66
Kogi,2022,millet,13975.08,15372.59,13374.16,16.5,0.13,220.67,2674831.17,5349662.33
Kogi,2022,cassava,69875.42,55900.34,44720.27,14.2,0.2,635.03,8944054.06,17888108.12
Kogi,2022,yam,41925.25,25155.15,20627.22,13.8,0.18,284.66,4125444.93,8250889.87
Kogi,2022,sweet_potato,10481.31,7336.92,6163.01,14.5,0.16,89.36,1232602.45,2465204.9
Kogi,2022,cocoa,6987.54,13975.08,12577.58,18.5,0.1,232.69,2515515.2,5031030.41
Kogi,2022,groundnut,17468.86,31443.94,28928.42,17.8,0.08,514.93,5785684.97,11571369.94
Kogi,2022,soybean,10481.31,16770.1,14925.39,17.0,0.11,253.73,2985078.04,5970156.08
Kogi,2022,sugarcane,3493.77,1048.13,786.1,19.2,0.25,15.09,157219.7,314439.4
Kogi,2022,cotton,5590.03,12298.07,10822.31,16.0,0.12,173.16,2164461.08,4328922.16
Kogi,2022,palm_oil,13975.08,13975.08,11878.82,20.5,0.15,243.52,2375764.36,4751528.72
Kogi,2023,rice,33032.15,49548.23,42115.99,15.5,0.15,652.8,8423198.77,16846397.54
Kogi,2023,maize,52851.44,63421.73,55811.12,17.2,0.12,959.95,11162224.82,22324449.64
Kogi,2023,sorghum,19819.29,25765.08,22157.97,16.8,0.14,372.25,4431593.52,8863187.04
Kogi,2023,millet,13212.86,14534.15,12644.71,16.5,0.13,208.64,2528941.56,5057883.12
Kogi,2023,cassava,66064.3,52851.44,42281.15,14.2,0.2,600.39,8456230.92,16912461.85
Kogi,2023,yam,39638.58,23783.15,19502.18,13.8,0.18,269.13,3900436.51,7800873.03
Kogi,2023,sweet_potato,9909.65,6936.75,5826.87,14.5,0.16,84.49,1165374.32,2330748.65
Kogi,2023,cocoa,6606.43,13212.86,11891.57,18.5,0.1,219.99,2378314.95,4756629.89
Kogi,2023,groundnut,16516.08,29728.94,27350.62,17.8,0.08,486.84,5470124.38,10940248.76
Kogi,2023,soybean,9909.65,15855.43,14111.34,17.0,0.11,239.89,2822267.07,5644534.14
Kogi,2023,sugarcane,3303.22,990.96,743.22,19.2,0.25,14.27,148644.68,297289.37
Kogi,2023,cotton,5285.14,11627.32,10232.04,16.0,0.12,163.71,2046407.88,4092815.77
Kogi,2023,palm_oil,13212.86,13212.86,11230.93,20.5,0.15,230.23,2246186.34,4492372.68
Kogi,2024,rice,29881.52,44822.28,38098.94,15.5,0.15,590.53,7619787.89,15239575.78
Kogi,2024,maize,47810.43,57372.52,50487.82,17.2,0.12,868.39,10097563.62,20195127.25
Kogi,2024,sorghum,17928.91,23307.59,20044.52,16.8,0.14,336.75,4008904.88,8017809.75
Kogi,2024,millet,11952.61,13147.87,11438.65,16.5,0.13,188.74,2287729.26,4575458.52
Kogi,2024,cassava,59763.04,47810.43,38248.35,14.2,0.2,543.13,7649669.41,15299338.82
Kogi,2024,yam,35857.83,21514.7,17642.05,13.8,0.18,243.46,3528410.02,7056820.03
Kogi,2024,sweet_potato,8964.46,6275.12,5271.1,14.5,0.16,76.43,1054220.07,2108440.13
Kogi,2024,cocoa,5976.3,11952.61,10757.35,18.5,0.1,199.01,2151469.52,4302939.04
Kogi,2024,groundnut,14940.76,26893.37,24741.9,17.8,0.08,440.41,4948379.9,9896759.8
Kogi,2024,soybean,8964.46,14343.13,12765.39,17.0,0.11,217.01,2553077.17,5106154.33
Kogi,2024,sugarcane,2988.15,896.45,672.33,19.2,0.25,12.91,134466.85,268933.69
Kogi,2024,cotton,4781.04,10518.3,9256.1,16.0,0.12,148.1,1851220.0,3702440.0
Kogi,2024,palm_oil,11952.61,11952.61,10159.72,20.5,0.15,208.27,2031943.44,4063886.88
Kwara,2020,rice,47429.21,71143.82,60472.25,15.5,0.15,937.32,12094449.01,24188898.02
Kwara,2020,maize,75886.74,91064.09,80136.4,17.2,0.12,1378.35,16027279.25,32054558.51
Kwara,2020,sorghum,28457.53,36994.79,31815.52,16.8,0.14,534.5,6363103.06,12726206.11
Kwara,2020,millet,18971.68,20868.85,18155.9,16.5,0.13,299.57,3631180.46,7262360.91
Kwara,2020,cassava,94858.42,75886.74,60709.39,14.2,0.2,862.07,12141878.22,24283756.44
Kwara,2020,yam,56915.05,34149.03,28002.21,13.8,0.18,386.43,5600441.33,11200882.66
Kwara,2020,sweet_potato,14228.76,9960.13,8366.51,14.5,0.16,121.31,1673302.59,3346605.18
Kwara,2020,cocoa,9485.84,18971.68,17074.52,18.5,0.1,315.88,3414903.25,6829806.5
Kwara,2020,groundnut,23714.61,42686.29,39271.39,17.8,0.08,699.03,7854277.47,15708554.95
Kwara,2020,soybean,14228.76,22766.02,20261.76,17.0,0.11,344.45,4052351.86,8104703.71
Kwara,2020,sugarcane,4742.92,1422.88,1067.16,19.2,0.25,20.49,213431.45,426862.91
Kwara,2020,cotton,7588.67,16695.08,14691.67,16.0,0.12,235.07,2938334.53,5876669.06
