# SYNTHETIC/ILLUSTRATIVE DATA - Generated based on published literature ranges. NOT real experimental data. For educational/template purposes only.
Two_Theta_degrees,Intensity_counts,Material,Temperature_C,Phase_ID
71.79,100,LSCF,800,Background
71.89,100,LSCF,800,Background
71.99,100,LSCF,800,Background
72.09,100,LSCF,800,Background
72.19,100,LSCF,800,Background
72.29,100,LSCF,800,Background
72.39,100,LSCF,800,Background
72.49,100,LSCF,800,Background
72.59,100,LSCF,800,Background
72.69,100,LSCF,800,Background
72.79,100,LSCF,800,Background
72.89,100,LSCF,800,Background
72.99,100,LSCF,800,Background
73.09,100,LSCF,800,Background
73.19,100,LSCF,800,Background
73.29,100,LSCF,800,Background
73.39,100,LSCF,800,Background
73.49,100,LSCF,800,Background
73.59,100,LSCF,800,Background
73.69,100,LSCF,800,Background
73.79,100,LSCF,800,Background
73.89,100,LSCF,800,Background
73.99,100,LSCF,800,Background
74.09,100,LSCF,800,Background
74.19,100,LSCF,800,Background
74.29,100,LSCF,800,Background
74.39,100,LSCF,800,Background
74.49,100,LSCF,800,Background
74.59,100,LSCF,800,Background
74.69,100,LSCF,800,Background
74.79,100,LSCF,800,Background
74.89,100,LSCF,800,Background
74.99,100,LSCF,800,Background
75.09,100,LSCF,800,Background
75.19,100,LSCF,800,Background
75.29,100,LSCF,800,Background
75.39,100,LSCF,800,Background
75.49,100,LSCF,800,Background
75.59,100,LSCF,800,Background
75.69,100,LSCF,800,Background
75.79,100,LSCF,800,Background
75.89,100,LSCF,800,Background
75.99,100,LSCF,800,Background
76.09,100,LSCF,800,Background
76.19,100,LSCF,800,Background
76.29,100,LSCF,800,Background
76.39,100,LSCF,800,Background
76.49,100,LSCF,800,Background
76.59,100,LSCF,800,Background
76.69,100,LSCF,800,Background
76.79,100,LSCF,800,Background
76.89,100,LSCF,800,Background
76.99,100,LSCF,800,Background
77.10,100,LSCF,800,Background
77.20,100,LSCF,800,Background
77.30,100,LSCF,800,Background
77.40,100,LSCF,800,Background
77.50,100,LSCF,800,Background
77.60,100,LSCF,800,Background
77.70,100,LSCF,800,Background
77.80,100,LSCF,800,Background
77.90,100,LSCF,800,Background
78.00,100,LSCF,800,Background
78.10,100,LSCF,800,Background
78.20,100,LSCF,800,Background
78.30,100,LSCF,800,Background
78.40,100,LSCF,800,Background
78.50,100,LSCF,800,Background
78.60,100,LSCF,800,Background
78.70,100,LSCF,800,Background
78.80,100,LSCF,800,Background
78.90,100,LSCF,800,Background
79.00,100,LSCF,800,Background
79.10,100,LSCF,800,Background
79.20,100,LSCF,800,Background
79.30,100,LSCF,800,Background
79.40,100,LSCF,800,Background
79.50,100,LSCF,800,Background
79.60,100,LSCF,800,Background
79.70,100,LSCF,800,Background
79.80,100,LSCF,800,Background
79.90,100,LSCF,800,Background
80.00,100,LSCF,800,Background
