participant_id,age,gender,education,income,banking_years,prev_incident,tech_comfort,t1_attitude,t1_subjective_norm,t1_pbc,t1_intention,t1_knowledge,t1_risk_perception,t1_trust_banking,t2_srb1_check_statements,t2_srb2_strong_passwords,t2_srb3_two_factor_auth,t2_srb4_logout_after_use,t2_srb5_verify_alerts,t2_srb_composite,t2_objective_scenario1_phishing_sms,t2_objective_scenario2_suspicious_email,t2_objective_scenario3_public_wifi,t2_objective_scenario4_password_sharing,t2_objective_scenario5_suspicious_app,t2_objective_score,t2_intention_behavior_gap,t2_gap_category,t2_gap_pbc_moderated,t2_gap_age_moderated,t2_gap_incident_moderated,time_gap_weeks,t2_dropout,completion_status
P1220,20,Female,High School,60824.74,11,0,3.41,4.39,3.32,2.97,4.71,1.8,4.61,4.19,2.283652901309904,1.4168426926490327,1.4566686935000674,1.4700699745700312,3.1240790804222147,1.95,2.0,1.0,2.0,2.0,2.0,7.91,-0.96,Underperformer,-1.2586161128714515,-1.0608549771802651,-0.960854977180265,3.14,0,Complete
P1221,36,Female,PhD,21508.08,6,0,6.07,6.64,4.55,3.58,4.74,5.81,5.86,4.15,1.9541079589879395,1.0,1.0581387472635073,2.6026802791720907,1.660521254317429,1.66,1.0,2.0,1.0,1.0,1.0,6.97,-1.27,Underperformer,-1.429492830791296,-1.2912120568204526,-1.2712120568204526,3.57,0,Complete
P1222,33,Male,Some College,24137.29,6,0,6.32,5.3,4.41,3.72,4.33,6.47,4.35,5.97,3.2442282395769615,1.236356398898097,1.5479601043061464,3.538000262359808,1.0,2.11,1.0,2.0,1.0,1.0,2.0,7.05,-0.61,Slight Underperformer,-0.6592449523729115,-0.6430105470463777,-0.6080105470463777,3.41,0,Complete
P1223,25,Female,High School,38713.06,4,0,3.11,6.09,4.03,2.91,4.09,1.0,4.25,3.55,2.4829072673860906,2.3293194689037207,2.503094735150581,2.62794851475689,2.235705281586752,2.44,1.0,2.0,2.0,1.0,1.0,7.2,-0.16,Slight Underperformer,-0.21878941426913973,-0.23991384917978503,-0.16491384917978502,2.12,0,Complete
P1224,36,Female,High School,46945.57,14,0,4.96,7.0,4.1,3.47,3.25,4.72,7.0,6.9,2.907186678562751,3.8301944760649413,3.633600089099111,2.5361658440933557,3.934281157538724,3.37,2.0,2.0,1.0,0.0,2.0,6.69,1.19,Overperformer,1.3747088933130982,1.167364680180476,1.187364680180476,5.64,0,Complete
P1225,31,Female,Bachelor's,20000.0,4,1,7.0,6.54,6.34,5.42,6.95,4.93,7.0,4.6,3.5384023366579807,4.71169326267669,2.9454731073390046,4.84325395255661,3.2601734497765724,3.86,2.0,1.0,2.0,2.0,0.0,7.78,-0.17,Slight Underperformer,-0.09927138509063879,-0.21824020050640153,0.32675979949359846,3.58,0,Complete
P1226,59,Other,Master's,64759.15,5,0,5.12,6.54,4.38,6.81,5.95,3.51,4.85,7.0,,,,,,,,,,,,,,Missing,,,,3.84,1,Incomplete
P1227,29,Male,Some College,38886.82,11,1,6.63,5.43,3.33,5.56,5.1,3.26,6.67,3.9,1.938157784947383,1.0,1.0,1.8792283458987264,1.1954317710393387,1.4,2.0,2.0,0.0,2.0,1.0,6.39,-1.7,Underperformer,-0.9064960421255778,-1.7566814259547263,-1.2016814259547264,4.63,0,Complete
P1228,23,Female,High School,20000.0,4,1,6.0,6.15,4.2,6.33,3.8,5.0,5.89,5.13,,1.0,1.0,1.3987433776937181,1.0,1.08,1.0,0.0,0.0,2.0,2.0,5.41,-1.38,Underperformer,-0.4153713713283239,-1.4625076366463894,-0.8775076366463894,5.39,0,Complete
P1229,36,Female,High School,20000.0,6,0,3.13,5.46,4.87,5.86,5.58,3.08,3.94,4.34,3.4157800657651425,3.9882030626065736,2.07295203474853,1.4167949785594685,2.7403857647170047,2.73,1.0,2.0,2.0,1.0,0.0,6.49,-0.62,Slight Underperformer,-0.2733219446779618,-0.6399600649074211,-0.6199600649074211,2.84,0,Complete
P1230,28,Other,High School,24262.74,2,0,4.22,3.75,3.06,5.67,3.72,3.67,4.48,3.77,1.5787758602157862,1.0,1.8060722435647065,1.0,,1.61,1.0,1.0,2.0,2.0,2.0,8.27,-0.8,Slight Underperformer,-0.4016141517531788,-0.8630913570390282,-0.8030913570390281,4.36,0,Complete
P1231,31,Male,High School,34259.32,3,1,4.55,5.56,6.91,4.03,3.6,5.22,7.0,6.18,1.0,1.4271537417528113,2.3772020818966055,1.0,1.0,1.36,1.0,1.0,0.0,2.0,2.0,6.02,-1.0,Underperformer,-0.988011877686246,-1.0411058046471198,-0.49610580464711984,2.78,0,Complete
P1232,22,Female,Some College,164624.6,2,0,4.66,5.51,5.93,4.7,3.95,6.63,3.93,3.36,5.803756401512327,4.846032015903764,4.000796581497948,4.810028014844925,,4.76,2.0,2.0,1.0,2.0,2.0,8.39,2.22,Overperformer,1.7588169901411503,2.134049345681186,2.224049345681186,4.33,0,Complete
P1233,38,Female,High School,43938.1,6,1,5.87,5.9,6.66,3.91,3.65,4.81,7.0,3.92,1.959612372906049,2.168243250959958,1.4625442177693233,1.0,1.6738151827988963,1.65,2.0,1.0,0.0,2.0,1.0,5.52,-0.73,Slight Underperformer,-0.7487113514063847,-0.739268950869709,-0.229268950869709,4.29,0,Complete
P1234,27,Female,Bachelor's,20000.0,6,0,5.11,5.05,5.31,4.19,3.23,4.2,4.87,5.56,,6.197297323401607,4.1554691307459874,4.971282653889792,3.539689596868532,4.93,0.0,1.0,1.0,1.0,1.0,3.62,2.76,Overperformer,2.598608950054702,2.6935349937523374,2.7585349937523373,3.53,0,Complete
P1235,34,Female,Some College,43325.85,6,0,1.0,4.29,2.08,4.6,3.59,3.23,7.0,5.77,1.1433826293351435,1.0,1.13617553099149,1.0,1.3047539168563824,1.12,0.0,2.0,0.0,1.0,2.0,4.77,-1.23,Underperformer,-1.0119174803848245,-1.2619876606238505,-1.2319876606238505,4.23,0,Complete
P1236,66,Male,Master's,27400.86,5,0,2.53,5.99,6.8,5.5,5.05,2.48,5.16,2.99,2.1871721961483175,1.6943769285478103,1.0,2.3110277013619616,1.0,1.64,1.0,2.0,1.0,1.0,1.0,6.48,-1.44,Underperformer,-0.7927109019008837,-1.3105010162919464,-1.4405010162919465,4.25,0,Complete
P1237,28,Male,Master's,47089.56,5,0,1.22,3.62,3.68,5.09,4.13,5.66,6.38,5.56,4.991142291170991,3.9499932402742544,4.251978035977057,4.825986765783873,3.1559603652561723,4.24,0.0,2.0,1.0,2.0,2.0,7.12,1.62,Overperformer,1.086424999263344,1.5562127995772634,1.6162127995772635,3.92,0,Complete
P1238,40,Female,Bachelor's,57783.25,3,1,4.76,6.95,3.78,4.27,5.89,3.77,7.0,4.97,3.4006291575505103,1.903845201625285,3.1952109216854594,2.4477849984879194,1.754986280342597,2.54,0.0,2.0,0.0,0.0,2.0,3.05,-0.96,Underperformer,-0.8834938716574892,-0.9624448696468169,-0.46244486964681686,3.8,0,Complete
P1239,29,Male,Some College,95548.05,4,0,4.86,4.92,5.0,4.58,4.2,5.73,7.0,3.61,3.3208872020841524,2.6090309039353463,1.7104786631612259,2.532683023912763,1.3770737820071228,2.31,1.0,1.0,2.0,2.0,2.0,6.89,-0.35,Slight Underperformer,-0.2874781420150666,-0.40275284612407153,-0.34775284612407154,2.64,0,Complete
P1240,25,Female,Some College,35616.73,2,0,4.92,5.49,6.59,5.11,3.21,3.51,4.86,3.77,2.1425888343145303,1.6541514471794307,1.0,1.1129721089165068,1.316037054722627,1.45,1.0,1.0,1.0,1.0,2.0,5.55,-0.72,Slight Underperformer,-0.47829122729067475,-0.7910635132800445,-0.7160635132800446,2.91,0,Complete
P1241,50,Male,Some College,134748.91,7,0,3.06,5.87,6.17,5.43,4.98,3.03,4.56,2.16,3.8006242442669675,4.007286957138344,1.5040853547585846,3.1662296042541787,3.3566011843753096,3.17,2.0,0.0,2.0,2.0,2.0,7.71,0.12,Slight Overperformer,0.0702538300767614,0.17331846331507855,0.12331846331507856,3.39,0,Complete
P1242,19,Male,Bachelor's,75088.16,9,0,5.51,5.91,5.98,2.37,4.87,4.63,5.41,7.0,1.0,1.0,1.072236971669489,,2.015373928750704,1.22,1.0,2.0,1.0,2.0,2.0,8.3,-1.77,Underperformer,-2.64064412112051,-1.8796527011161115,-1.7746527011161115,2.99,0,Complete
P1243,44,Female,Bachelor's,20620.65,5,0,5.57,3.51,4.39,2.99,3.06,3.89,4.07,6.12,1.9437922962149734,1.1312000902276502,1.4881275146557011,3.42210452327254,2.412082282543675,2.08,2.0,1.0,2.0,2.0,2.0,8.2,-0.0,Slight Overperformer,-0.0060289330486237025,0.01537127257296909,-0.00462872742703091,3.43,0,Complete
P1244,19,Female,Master's,200000.0,5,0,2.62,6.19,4.37,6.05,6.38,2.19,5.76,3.12,3.0445385185348415,4.010627321572145,3.0730022927045773,2.46441697878441,3.1218237777793196,3.14,0.0,2.0,1.0,2.0,2.0,6.29,-0.6,Slight Underperformer,-0.2317482023070413,-0.707053510329064,-0.6020535103290641,3.92,0,Complete
P1245,42,Male,Master's,47173.88,6,0,2.3,5.56,5.25,4.41,4.85,6.73,4.6,5.84,4.836310558245167,3.167334242580381,2.9350811396938346,5.167905139526338,3.1611128162944073,3.85,2.0,1.0,2.0,2.0,2.0,9.56,0.87,Overperformer,0.7651594524165652,0.883903434590757,0.873903434590757,4.09,0,Complete
P1246,31,Female,Some College,20000.0,14,0,4.5,4.44,4.63,3.91,2.35,3.06,6.69,4.05,3.1616129748199975,2.1460522552418464,1.7645212306905207,2.5028268648073464,2.971432986330457,2.51,2.0,2.0,2.0,2.0,1.0,9.46,0.78,Overperformer,0.8029286155932343,0.7359737493983532,0.7809737493983533,4.56,0,Complete
P1247,23,Female,Bachelor's,136261.41,5,0,7.0,4.3,5.96,4.13,4.22,5.39,4.87,5.99,4.447726008182258,1.5675040238512685,2.609539445769481,2.313812156747306,4.13290847603953,3.01,2.0,0.0,2.0,2.0,2.0,7.17,0.35,Slight Overperformer,0.33449645533010725,0.263190879708425,0.348190879708425,4.16,0,Complete
P1248,27,Female,High School,191419.39,6,0,7.0,4.8,5.88,4.13,4.51,5.26,3.58,4.16,2.6365587565170774,2.6481729052656813,3.4350645325263836,1.3509282318098825,2.2380818664474775,2.46,1.0,2.0,2.0,0.0,0.0,4.78,-0.35,Slight Underperformer,-0.33303426969830446,-0.4116376380124818,-0.3466376380124818,4.12,0,Complete
P1249,39,Other,High School,35368.6,23,1,5.35,3.64,5.57,5.28,5.18,2.11,7.0,4.33,3.860259453359155,1.892355112892054,3.1919254764293843,3.6003312859178775,4.994890551543165,3.51,1.0,2.0,2.0,2.0,1.0,8.45,0.36,Slight Overperformer,0.2217623156884189,0.3551989848857756,0.8601989848857756,4.54,0,Complete
P1250,63,Female,Some College,24272.03,5,0,3.41,7.0,1.52,2.95,5.04,2.5,5.7,4.43,1.4090764577324015,1.1780456616960313,2.5928591199209334,1.2604511756658665,1.4481786853728515,1.58,2.0,2.0,1.0,1.0,2.0,8.39,-1.5,Underperformer,-1.9699783276863618,-1.382664529527502,-1.497664529527502,3.08,0,Complete
P1251,20,Male,High School,31637.55,7,0,5.83,6.98,4.97,4.53,5.63,3.55,5.53,3.95,2.667444995284799,2.9349604758771632,3.4822729236780043,4.22698650928976,3.571586823494275,3.38,2.0,2.0,2.0,2.0,1.0,8.6,0.01,Slight Overperformer,0.00484433564874922,-0.09423014049705261,0.005769859502947394,3.17,0,Complete
P1252,24,Female,Master's,64330.26,7,0,3.82,5.74,4.66,4.84,4.94,2.7,6.7,6.62,,,,,,,,,,,,,,Missing,,,,3.63,1,Incomplete
P1253,21,Male,High School,100940.38,4,0,3.35,4.93,5.02,5.05,5.05,6.59,6.46,5.97,4.1496026977278015,2.3308118126047663,4.159986654657798,2.0295594955471454,3.0724263592223116,3.15,2.0,2.0,0.0,2.0,0.0,6.35,0.07,Slight Overperformer,0.047341548887625776,-0.025743415074447357,0.06925658492555264,3.3,0,Complete
P1254,29,Male,Bachelor's,57319.14,7,0,1.28,4.96,3.82,4.81,4.04,3.7,4.66,4.94,2.1091909923962535,2.229579247511043,1.8725515731231817,3.4937273548177874,4.474348694551285,2.84,2.0,0.0,2.0,2.0,1.0,7.3,0.26,Slight Overperformer,0.19591202225964624,0.20400683208232068,0.25900683208232067,2.25,0,Complete
P1255,43,Male,Bachelor's,39394.38,2,0,4.65,6.11,3.08,5.22,3.37,5.33,5.01,6.13,1.0,1.5967448633363046,,1.0,1.5899056577961268,1.24,2.0,1.0,0.0,1.0,1.0,4.74,-1.0,Underperformer,-0.6338139816110163,-0.9857809619537553,-1.0007809619537553,4.58,0,Complete
P1256,21,Female,Bachelor's,120380.09,5,0,3.56,7.0,5.4,3.7,4.69,4.77,4.28,2.68,5.482349424985514,3.8055597664045178,4.1567615844012105,5.437794759835927,4.86154304310688,4.75,0.0,2.0,1.0,2.0,1.0,6.27,1.85,Overperformer,2.0136939134721974,1.7515237200126623,1.8465237200126623,3.0,0,Complete
P1257,31,Male,Some College,28274.93,3,0,4.64,4.52,4.34,3.18,3.79,4.4,3.89,3.2,2.650007570059919,3.1138247948809816,2.713355483448476,2.02553518509632,2.801271688090292,2.66,1.0,2.0,2.0,2.0,2.0,8.44,0.21,Slight Overperformer,0.26456173512393905,0.16740433298360097,0.21240433298360095,5.81,0,Complete
P1258,42,Male,Master's,82845.73,7,0,1.05,3.86,5.55,7.0,4.1,4.06,6.14,5.42,4.384465063508397,2.2243350984669426,2.6014404395713036,2.596265082255266,2.8881176164945708,2.94,2.0,2.0,0.0,2.0,2.0,7.74,0.33,Slight Overperformer,0.03315706628880677,0.3415706628880655,0.33157066288806547,4.17,0,Complete
P1259,27,Female,Bachelor's,28840.9,2,0,4.75,7.0,3.93,4.08,5.58,5.86,5.93,5.76,,3.6448264003082453,3.3360098308300197,4.259298121687687,2.753135388902885,3.46,2.0,2.0,1.0,2.0,0.0,7.14,0.11,Slight Overperformer,0.10951966997611756,0.04715174038338338,0.11215174038338338,2.5,0,Complete
P1260,33,Female,Some College,51267.81,9,0,1.0,3.06,6.64,4.24,4.75,2.76,6.34,5.16,,,,,,,,,,,,,,Missing,,,,4.67,1,Incomplete
P1261,48,Female,High School,33161.67,1,1,6.13,3.99,6.1,5.45,3.5,6.59,6.91,2.35,1.6310653946553253,1.7883755228842695,2.2686190926943026,1.8628990286989104,,2.02,2.0,2.0,2.0,1.0,0.0,8.43,-0.28,Slight Underperformer,-0.15945420286184014,-0.24206648427310865,0.21793351572689135,4.03,0,Complete
P1262,23,Female,Bachelor's,34728.58,7,0,5.28,4.9,5.19,6.73,6.29,2.07,6.35,3.42,3.4225605366099034,3.454488036697663,5.058945350622223,5.146651226107264,3.0426758504597595,4.03,2.0,2.0,2.0,2.0,1.0,10.0,0.32,Slight Overperformer,0.057546542142807744,0.23533924608395468,0.3203392460839547,4.29,0,Complete
P1263,20,Male,Master's,26851.87,2,0,4.08,3.33,4.52,3.74,3.15,5.17,6.45,5.34,2.746346805970644,3.226870903767084,,,4.639458165200668,3.41,1.0,2.0,2.0,2.0,2.0,8.87,1.28,Overperformer,1.3808193934116644,1.1800751623357697,1.2800751623357698,3.5,0,Complete
P1264,34,Female,Bachelor's,106498.19,4,0,5.34,6.53,5.91,3.1,3.76,1.89,3.21,7.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,4.51,-1.43,Underperformer,-1.8215881065113313,-1.4648835326148075,-1.4348835326148075,3.07,0,Complete
P1265,35,Female,Master's,20204.47,5,0,3.03,6.23,5.31,2.76,4.9,3.53,5.16,6.38,,4.327152429284551,4.25378354404752,3.771936268107387,3.533827484170274,4.38,1.0,1.0,1.0,1.0,0.0,3.46,1.37,Overperformer,1.8824259345557248,1.3473262274971018,1.3723262274971018,2.54,0,Complete
P1266,26,Male,Bachelor's,20086.72,14,0,4.61,4.51,5.11,6.73,5.03,4.14,6.56,6.85,4.159225294188286,3.521381235610388,4.021815325499223,2.9303200887216807,3.3499757510969483,3.6,2.0,1.0,2.0,0.0,1.0,6.28,0.53,Slight Overperformer,0.09536842375861199,0.45720207716007516,0.5272020771600752,2.72,0,Complete
P1267,25,Female,High School,198153.02,2,0,5.69,6.74,6.16,3.05,5.99,3.27,4.21,5.24,3.4640821978048493,1.486155331748995,2.0402085884727508,1.0,1.8189055291188783,1.96,0.0,2.0,2.0,2.0,2.0,7.72,-1.59,Underperformer,-2.0448556515059364,-1.6650838301194508,-1.5900838301194509,2.63,0,Complete
P1268,31,Female,High School,79401.94,5,0,1.0,6.94,6.65,4.46,4.51,3.73,5.6,5.23,3.152650860810507,4.095774476652462,4.393027424756163,3.7846899942759893,4.663627442154641,4.02,2.0,1.0,1.0,2.0,0.0,5.78,1.2,Overperformer,1.0380613167967816,1.1598436086128592,1.204843608612859,3.64,0,Complete
P1269,22,Female,Some College,20000.0,12,0,3.83,5.06,3.17,3.13,2.02,1.92,6.07,3.46,2.1397297278245277,3.9628123576218055,1.4838417889216342,2.76255802610659,2.868098442112947,2.64,1.0,2.0,1.0,2.0,1.0,7.99,1.08,Overperformer,1.3607706580215713,0.9895828967617587,1.0795828967617587,3.95,0,Complete
P1270,22,Other,Bachelor's,23104.74,6,1,4.47,4.66,3.43,2.47,2.85,2.52,5.99,6.04,1.763358767956586,2.438155142238991,2.485760054548525,3.2307994423218047,2.7726391120436595,2.54,2.0,2.0,1.0,2.0,2.0,8.58,0.56,Slight Overperformer,0.8158311043870402,0.46943619134010717,1.0594361913401071,2.45,0,Complete
P1271,39,Male,Bachelor's,20000.0,8,0,4.21,7.0,3.79,4.09,5.12,4.75,5.91,4.7,,,,,,,,,,,,,,Missing,,,,4.9,1,Incomplete
P1272,22,Male,Some College,20000.0,11,0,6.69,6.07,2.85,3.19,2.92,4.04,6.16,5.7,,,,,,,,,,,,,,Missing,,,,4.14,1,Incomplete
P1273,20,Female,Bachelor's,20000.0,3,0,2.81,5.51,4.72,3.53,2.94,2.96,5.7,4.84,3.4284374205801234,2.2158563574383363,3.2785203001152845,2.620823624471977,2.71128999986387,2.85,2.0,0.0,0.0,2.0,0.0,3.44,0.82,Overperformer,0.9403510362637486,0.7245193153302406,0.8245193153302406,6.43,0,Complete
P1274,25,Male,Some College,32545.95,4,0,3.57,6.84,5.58,7.0,6.15,5.99,3.89,5.16,3.703708991386784,1.6229737702241809,2.932986052776018,3.8345952966562464,2.8474085073703757,2.99,1.0,0.0,1.0,0.0,2.0,3.63,-0.64,Slight Underperformer,-0.06438875785824738,-0.7188875785824751,-0.6438875785824751,3.59,0,Complete
P1275,27,Female,Some College,20000.0,2,0,1.63,5.56,4.77,5.09,3.49,2.17,6.06,4.69,,2.3737499470762184,1.0,2.131718433059072,2.5339978150751223,2.35,2.0,0.0,1.0,2.0,2.0,6.89,0.05,Slight Overperformer,0.0319582641049696,-0.01741074089608846,0.04758925910391154,6.23,0,Complete
P1276,36,Female,High School,38098.27,12,0,6.77,4.59,4.11,5.8,4.77,3.46,5.81,5.09,3.321683792445067,3.293479035493273,,,1.9078511625339107,2.21,1.0,2.0,2.0,2.0,2.0,9.1,-0.73,Slight Underperformer,-0.3326425932180291,-0.7450546269871521,-0.7250546269871521,4.75,0,Complete
P1277,26,Female,High School,20000.0,16,0,4.13,5.3,6.26,5.65,4.83,3.24,3.91,6.1,3.154289059971905,4.947922226060448,4.74106840287975,4.712290065479632,4.562414105619831,4.42,2.0,1.0,2.0,2.0,0.0,7.15,1.45,Overperformer,0.7313483204964972,1.3821165673034208,1.4521165673034209,2.04,0,Complete
P1278,52,Male,High School,38805.97,2,0,3.84,6.45,4.98,4.36,5.07,4.92,7.0,3.15,,,,,,,,,,,,,,Missing,,,,2.81,1,Incomplete
P1279,32,Female,High School,26057.66,7,0,4.42,2.81,5.25,3.88,2.34,4.07,6.09,2.86,1.0,1.2399326949225833,1.0,1.0,1.0,1.05,2.0,2.0,0.0,0.0,2.0,5.61,-0.67,Slight Underperformer,-0.6983752031273943,-0.7149662197990043,-0.6749662197990043,4.32,0,Complete
P1280,24,Female,High School,120760.24,4,1,5.45,4.85,6.3,4.85,5.69,3.84,3.98,5.35,6.3517171567307855,1.6216120794581084,3.366525038527279,4.938109011719436,2.7412883124563727,3.8,1.0,0.0,0.0,1.0,1.0,2.77,0.4,Slight Overperformer,0.2981115124312299,0.31990948687942483,0.8999094868794248,2.25,0,Complete
P1281,36,Female,High School,112317.56,4,0,5.02,6.86,4.64,4.74,4.73,1.23,4.6,6.67,1.8481951306582685,1.597619460819237,1.0,1.6967168720218657,1.9369911017725094,1.62,1.0,2.0,1.0,2.0,2.0,7.85,-1.31,Underperformer,-1.0183572948423456,-1.3268417203672578,-1.3068417203672578,3.1,0,Complete
P1282,51,Female,Bachelor's,68068.95,8,0,7.0,4.59,7.0,3.7,4.87,5.3,4.88,7.0,,,,,,,,,,,,,,Missing,,,,2.41,1,Incomplete
P1283,39,Male,Some College,27965.0,6,0,5.18,7.0,4.22,4.68,5.58,3.67,4.88,3.21,4.323641014076103,2.405837213067067,4.048180818150036,3.3716723576387526,2.35842771348217,3.3,2.0,2.0,0.0,1.0,2.0,6.76,-0.05,Slight Overperformer,-0.03754989444548001,-0.05220502579262087,-0.04720502579262087,6.14,0,Complete
P1284,21,Female,PhD,177780.39,8,0,3.8,6.9,7.0,3.51,3.95,4.17,5.82,4.28,,,,,,,,,,,,,,Missing,,,,5.1,1,Incomplete
P1285,27,Male,High School,20000.0,15,1,3.66,5.12,3.53,4.26,4.65,2.88,4.43,2.88,3.300349257760286,4.485477569991177,4.841136425342695,1.8709063472442136,3.051602385340732,3.51,1.0,1.0,0.0,1.0,2.0,5.7,0.63,Slight Overperformer,0.5787671628641664,0.5627217163880882,1.1277217163880882,3.66,0,Complete
P1286,34,Female,Some College,20000.0,7,0,3.91,4.52,5.47,4.03,2.92,2.64,6.74,4.08,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,8.78,-1.02,Underperformer,-1.00586950610115,-1.0451899044155881,-1.015189904415588,5.51,0,Complete
P1287,38,Male,Some College,33961.18,8,0,2.25,4.86,3.96,2.72,2.24,6.25,6.65,6.26,2.9452169754522584,3.0812134230669024,4.304924849746045,2.3818829343155525,2.7748295046996896,3.1,2.0,1.0,2.0,2.0,2.0,9.0,1.42,Overperformer,1.9674700457590988,1.412685921167062,1.422685921167062,5.26,0,Complete
P1288,29,Male,High School,200000.0,10,0,4.56,7.0,6.26,1.21,5.41,1.34,6.18,4.78,,,,,,,,,,,,,,Missing,,,,5.31,1,Incomplete
P1289,28,Female,Master's,30888.18,3,0,5.68,7.0,4.18,3.19,5.1,2.42,5.55,4.31,3.132341542397911,2.2935751572712806,3.5855209395379513,3.8850307487941897,3.3332334244914996,3.25,2.0,2.0,2.0,1.0,1.0,7.89,0.14,Slight Overperformer,0.17433896208387212,0.08009807324298417,0.14009807324298418,3.44,0,Complete
P1290,59,Female,High School,31363.62,9,1,3.58,5.35,5.18,7.0,7.0,6.22,6.53,5.51,3.042008767744668,2.4168080885233003,3.4399681502470822,3.570580835894334,2.283628849876875,2.95,0.0,2.0,2.0,2.0,1.0,7.99,-1.11,Underperformer,-0.11073986418177373,-1.0123986418177384,-0.6073986418177384,3.69,0,Complete
P1291,39,Male,Master's,20000.0,4,0,3.29,4.47,3.95,4.07,3.46,4.96,5.2,3.77,1.0,1.0,1.338764503317366,2.083210148412841,1.1594521197741907,1.32,0.0,2.0,1.0,2.0,2.0,7.04,-0.97,Underperformer,-0.9502218422571517,-0.974548483890597,-0.969548483890597,2.9,0,Complete
P1292,36,Male,Master's,77400.12,2,1,6.77,5.34,6.02,5.59,5.12,3.51,4.7,6.87,2.3719104461803924,2.858817857783273,2.8246254128443145,2.606512167195663,2.5501838709833278,2.64,2.0,2.0,1.0,2.0,2.0,9.2,-0.47,Slight Underperformer,-0.24892853652993985,-0.494969823371064,0.02503017662893603,3.89,0,Complete
P1293,26,Female,Bachelor's,77850.14,7,0,2.36,5.49,3.95,1.53,3.47,5.87,6.81,4.81,1.3018380482241176,2.4436209526984576,,3.204151918866939,3.0320158172517266,2.38,2.0,2.0,2.0,1.0,1.0,7.82,0.09,Slight Overperformer,0.15769430666912507,0.020510989578856276,0.09051098957885628,3.19,0,Complete
P1294,22,Female,Bachelor's,68272.35,2,0,1.4,3.71,6.99,3.09,3.74,4.67,5.85,4.28,1.0,1.4333946796192616,2.5991505442145417,1.9377403048956217,1.9078222991929288,1.78,2.0,2.0,0.0,2.0,2.0,7.47,-0.65,Slight Underperformer,-0.8241265041160037,-0.7371451518561859,-0.6471451518561859,2.93,0,Complete
P1295,36,Male,Bachelor's,21952.22,6,0,2.77,5.3,3.51,2.6,2.73,4.35,4.75,5.56,1.0,1.0,1.0,1.0,1.1753873560894887,1.04,2.0,1.0,1.0,2.0,2.0,8.33,-0.89,Underperformer,-1.2573061920209772,-0.9061222900586872,-0.8861222900586871,5.13,0,Complete
P1296,41,Male,Some College,20632.74,5,0,2.19,6.79,3.05,4.22,3.62,4.34,5.04,6.02,,,,,,,,,,,,,,Missing,,,,4.67,1,Incomplete
P1297,31,Female,Bachelor's,20000.0,13,0,5.08,3.04,6.04,7.0,5.09,4.7,4.69,6.87,4.5545100691719975,2.9697380093799075,,1.7768550051845005,,3.31,1.0,0.0,2.0,2.0,2.0,7.47,0.21,Slight Overperformer,0.020761782068700663,0.16261782068700453,0.20761782068700452,3.12,0,Complete
P1298,39,Female,High School,38835.81,2,0,3.96,6.19,4.03,5.14,3.87,4.76,7.0,4.53,1.0,1.0,2.165309337302247,1.9894439053256217,1.482200018531342,1.53,2.0,1.0,2.0,2.0,2.0,8.21,-0.96,Underperformer,-0.6315178060368085,-0.9666539493457723,-0.9616539493457723,4.95,0,Complete
P1299,39,Female,High School,20000.0,7,0,4.17,6.85,4.79,6.87,4.89,7.0,5.5,6.21,4.545738156041592,2.6732394322426525,4.059006798140382,4.122315358169807,4.275430534861946,3.94,2.0,0.0,0.0,2.0,0.0,5.28,0.94,Overperformer,0.12899162064266712,0.930788307487984,0.935788307487984,4.31,0,Complete
P1300,42,Male,Bachelor's,20000.0,3,0,6.23,4.53,4.38,4.14,4.21,3.71,5.67,4.93,1.8170434744795263,,3.1762623699661425,5.060213931422508,1.806970422091778,2.6,1.0,2.0,2.0,2.0,0.0,7.11,-0.06,Slight Overperformer,-0.06042887538638968,-0.05315308305020739,-0.06315308305020739,3.68,0,Complete
P1301,20,Female,Bachelor's,25875.39,2,0,3.46,7.0,3.09,6.41,5.21,3.75,6.29,4.01,,,,,,,,,,,,,,Missing,,,,5.59,1,Incomplete
P1302,27,Other,Master's,24555.11,1,1,5.66,4.37,4.7,7.0,5.8,2.14,4.16,3.79,5.121641760931014,3.3503314465441543,4.286174782472838,4.3813600224978675,5.31902448808053,4.49,0.0,2.0,2.0,2.0,2.0,8.43,1.03,Overperformer,0.10342243689590269,0.9692243689590243,1.5342243689590243,4.31,0,Complete
P1303,37,Female,High School,23614.52,2,0,6.77,5.73,6.44,4.35,4.41,3.92,6.71,3.37,3.3144435349069097,3.4062095941025645,1.8948991910328832,1.4446141210639052,4.09503693648753,2.83,2.0,0.0,1.0,1.0,2.0,5.83,0.07,Slight Overperformer,0.06472026570689217,0.05723767922535007,0.07223767922535007,5.78,0,Complete
P1304,31,Female,Master's,52741.38,2,0,3.82,4.83,6.1,3.75,3.7,6.79,4.83,3.84,1.0294902609203014,1.5141504278529432,1.0,2.730057778208329,2.1907885561501725,1.69,2.0,2.0,1.0,1.0,1.0,7.27,-0.71,Slight Underperformer,-0.7682811139427284,-0.7586901157513136,-0.7136901157513136,4.57,0,Complete
